ACCESSION_NUMBER	COMPENSATIONAMOUNT	FINANCIALINTEREST	SECURITYOFFEREDTYPE	SECURITYOFFEREDOTHERDESC	NOOFSECURITYOFFERED	PRICE	PRICEDETERMINATIONMETHOD	OFFERINGAMOUNT	OVERSUBSCRIPTIONACCEPTED	OVERSUBSCRIPTIONALLOCATIONTYPE	DESCOVERSUBSCRIPTION	MAXIMUMOFFERINGAMOUNT	DEADLINEDATE	CURRENTEMPLOYEES	TOTALASSETMOSTRECENTFISCALYEAR	TOTALASSETPRIORFISCALYEAR	CASHEQUIMOSTRECENTFISCALYEAR	CASHEQUIPRIORFISCALYEAR	ACTRECEIVEDRECENTFISCALYEAR	ACTRECEIVEDPRIORFISCALYEAR	SHORTTERMDEBTMRECENTFISCALYEAR	SHORTTERMDEBTPRIORFISCALYEAR	LONGTERMDEBTRECENTFISCALYEAR	LONGTERMDEBTPRIORFISCALYEAR	REVENUEMOSTRECENTFISCALYEAR	REVENUEPRIORFISCALYEAR	COSTGOODSSOLDRECENTFISCALYEAR	COSTGOODSSOLDPRIORFISCALYEAR	TAXPAIDMOSTRECENTFISCALYEAR	TAXPAIDPRIORFISCALYEAR	NETINCOMEMOSTRECENTFISCALYEAR	NETINCOMEPRIORFISCALYEAR
0001670254-17-000264	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	750000	1.0	Pro-rated portion of the total principal value of $750,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	750000.0	Y	Other	As determined by the issuer	1000000.0	2018-03-30	28	988632	447933	753895	38642	107654	168851	714396	538679	9359699	5955000	1052406	578110	0	0	0	0	-4049198	-6515074
0001717605-17-000001	6% of the closing amount raised + pass-through and registration fees	N/A	Debt			100.0	Minimum investment is $100.00, as determined by the issuer.	10000.0	Y	First-come, first-served basis		107000.0	2018-01-24	0	33344	0	0	0	0	0	0	0	50000	0	0	0	0	0	0	0	0	0
0001665160-17-000424	6 percent	N/A	Common Stock		7407	1.35	N/A	9999.45	Y	Other	At issuer's discretion	1069999.2	2017-12-11	70	4116141	5941912	940545	2517569	600248	928815	4443790	3852119	574873	1362737	14498739	16274549	15897524	15495861	20058	8715	-1576822	639661
0001670254-17-000262	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1000000.0	2017-08-18	4	205993	321426	36975	60110	0	0	18264	14125	150000	150000	1124	0	0	0	0	0	-267072	-233914
0001665160-17-000422	6 percent	N/A	Common Stock		15384	0.65	N/A	9999.6	Y	Other	At issuer's discretion	99999.90000000001	2017-09-22	9	2611.56	602.54	2611.56	602.54	0	0	0	0	250000	0	15277.64	701.03	0	0	400	400	-268700.98	-921.23
0001670254-17-000261	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	100000.0	Y	Other	As determined by the issuer	1000000.0	2017-09-26	37	3965530	4840001	64892	100651	204952	240679	978856	668799	4849807	1312901	2562441	4906343	1528380	854311	64335	-64435	-4728585	1380601
0001669191-17-000139	4.9% of amount raised for a successful offering.	None.	Common Stock		202	49.5	The valuation was determined by the valuation cap of convertible notes that we have negotiated with TechStars Mobility.	9999.0	Y	First-come, first-served basis		1069992.0	2018-01-02	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-17-000420																																
0001608695-17-000005	The intermediary will be paid 8% of the funds raised.	none	Common Stock		8696	2.3000000000000003	Equidam.com	20000.0	Y	First-come, first-served basis		100000.0	2017-10-30	3	35791	58161	5032	4627	0	0	0	0	81325	0	30475	21318	11422	8950	0	0	-60423	2560
0001669191-17-000131	4.9% of amount raised for a successful offering.	None.	Common Stock		202	49.47	The valuation was determined by the valuation cap of convertible notes that we have negotiated with TechStars Mobility.	9992.94	Y	First-come, first-served basis		1069986.63	2018-01-02	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001669191-17-000138	4.9% of amount raised for a successful offering.	None.	Common Stock		23809	0.42	To value the company, management utilized financials and valuations from a previous platform in a similar industry that was built by the founders.  In addition, management used market research and comparisons to competitors.	9999.78	Y	First-come, first-served basis		106999.2	2018-01-02	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	-847	0
0001665160-17-000419																																
0001665160-17-000421	6 percent	N/A	Common Stock		4000	2.5	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-01-24	5	268019	85	266519	85	0	0	0	0	350000	0	0	0	0	0	0	0	-176882	0
0001717615-17-000003	FlashFunders will receive a 5% cash commission on all sales through the portal (e.g., $5,000 cash on a raise of $100,000), and will be reimbursed for out of pocket expenses it pays or incurs on behalf of the Issuer in connection with the offering.		Other	Preferred Membership Interests	300	500.0	Determined by the company.	150000.0	Y	Other	At the company's discretion.	1000000.0	2018-01-31	0	17716	0	17716	0	0	0	0	0	0	0	0	0	0	0	800	0	-32284	0
0001665160-17-000418	5 percent	N/A	Common Stock		7142	7.0	N/A	49994.0	Y	Other	At issuer's discretion	1000000.0	2017-09-19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001640709-17-000008	5.0% of the amount raised	2% of the Securities being issued in this Offering	Other	Units of SAFE (Simple Agreement for Future Equity)	50000	1.0		50000.0	Y	First-come, first-served basis		428000.0	2017-11-17	0	8257	89268	8257	89268	0	0	158201	66307	345000	205000	0	485	0	0	0	0	-312908	-148732
0001640709-17-000007	5.0% of the amount raised	2% of the Securities being issued in this Offering	Other	Units of SAFE (Simple Agreement for Future Equity)	50000	1.0		50000.0	Y	First-come, first-served basis		107000.0	2017-09-24	0	8257	89268	8257	89268	0	0	158201	66307	345000	205000	0	485	0	0	0	0	-312908	-148732
0001716462-17-000001	7.5%	SI Securities will receive equity compensation equal to 5.00% of the number of securities sold.	Debt			500.0		25000.0	Y	First-come, first-served basis		1070000.0	2017-12-04	11	354315	53848	319225	29546	0	0	25658	9840	5551	24338	538256	476900	0	0	0	0	0	0
0001665160-17-000416	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2017-12-22	7	11150	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	-14218.73	0
0001665160-17-000414	5 percent	N/A	Common Stock		5867	4.26	N/A	24993.420000000002	Y	Other	At issuer's discretion	999996.66	2018-01-20	10	966727	1020397	29833	3180	0	0	2717460	2260666	1923673	1280010	221160	0	-269414	0	0	0	-1154127	-672032
0001665160-17-000413	6 percent	N/A	Debt			1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2017-11-22	9	693481.4	651582.85	86416.91	164471.16	0	0	2175.94	27915.920000000002	0	0	9080.02	2144.07	3409.7200000000003	5979.84	0	0	-1839670.1099999999	-514589.14
0001711471-17-000005																																
0001717615-17-000002	FlashFunders will receive a 5% cash commission on all sales through the portal (e.g., $5,000 cash on a raise of $100,000), and will be reimbursed for out of pocket expenses it pays or incurs on behalf of the Issuer in connection with the offering.		Other	Preferred Membership Interests	300	500.0	Determined by the company.	150000.0	Y	Other	At the company's discretion.	1000000.0	2018-01-31	0	17716	0	17716	0	0	0	0	0	0	0	0	0	0	0	800	0	-32284	0
0001711429-17-000005	7.0%	The intermediary will receive revenue participation rights in a principal amount that is equal to 2% (two percent) of the aggregate dollar amount of all revenue participation rights issued in the Offering.	Other	Revenue Participate Rights	50000	1.0		50000.0	Y	Other	At the Company's discretion	1000000.0	2017-10-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001684321-17-000007	7% of actual funds raised and closed	None	Debt			2000.0	Per Bond	500000.0	Y	First-come, first-served basis		1000000.0	2018-03-31	2	284040	263794	964	0	219916	200634	90808	79711	0	0	19526	25410	0	0	0	0	9149	16507
0001665872-17-000004	7.0% on the fund amount raised	None	Preferred Stock		100	1000.0	Determined by Issuer	100000.0	N				2017-09-30	0	662300	0	2100	0	0	0	0	0	0	0	0	0	0	0	0	0	-76150	0
0001711429-17-000004	7.0%	The intermediary will receive revenue participation rights in a principal amount that is equal to 2% (two percent) of the aggregate dollar amount of all revenue participation rights issued in the Offering.	Other	Revenue Participate Rights	50000	1.0		50000.0	Y	Other	At the Company's discretion	1000000.0	2017-10-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-17-000411	6 percent	N/A	Common Stock		2857	3.5	N/A	9999.5	Y	Other	At issuer's discretion	106998.5	2017-12-20	2	13060	0	3060	0	0	0	0	0	0	0	0	0	0	0	0	0	-290	0
0001669191-17-000128	4.9% of amount raised for a successful offering.	None.	Common Stock		20000	0.5	We calculated our valuation by comparing our company to known valuations of other companies in our industry.	10000.0	Y	First-come, first-served basis		107000.0	2018-01-02	2	146018	2113	130305	613	0	0	119968	7767	20000	0	143570	0	41758	0	0	0	-93296	-26613
0001665160-17-000408	5 percent	N/A	Common Stock		25000	1.0	N/A	25000.0	Y	Other	At issuer's discretion	1000000.0	2017-11-09	10	268526	0	0	0	3123.59	0	306788.01	0	0	0	0	0	0	0	0	0	-63262.090000000004	0
0001716456-17-000004	6% of proceeds + pass through and registration fees	n/a	Common Stock		200	50.0	Pro-rated portion of the total principal value	10000.0	Y	First-come, first-served basis		450000.0	2018-03-13	4	170032	110331	2172	2241	0	0	0	0	344285	251510	0	0	0	0	0	0	0	0
0001649856-17-000002	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Preferred Stock		1386	18.04		25000.0	Y	First-come, first-served basis		1070000.0	2017-11-17	2	120802	92732	99668	75907	21134	16825	72452	77452	0	0	653671	445500	-491173	-418411	0	0	-378233	-494129
0001716954-17-000007	Amount of compensation: 8% of the amount raised	None	Other	Quasi-debt, Revenue sharing agreement	44000	61600.0	1.4x	44000.0	Y	First-come, first-served basis		89000.0	2017-11-19	2	74913	30190	5360	3340	0	0	0	0	115108	79300	299223	189580	229217	184617	0	0	7915	-29154
0001670254-17-000259	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	100000.0	Y	Other	As determined by the issuer	1000000.0	2017-09-18	3	0	0	0	0	0	0	4089	0	0	0	0	0	0	0	0	0	-4089	0
0001670254-17-000260	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Common Stock		15386	6.5	Pro-rated portion of the total principal value of $100,009; interests will be sold in increments of $6.50.	100009.0	Y	Other	As determined by the issuer	1000000.0	2018-03-18	8	0	0	0	0	0	0	5194	0	0	0	0	0	0	0	0	0	-5691	0
0001665160-17-000407	StartEngine Capital will receive a 5% commission on all sales through the portal: Issuer will pay a 2.5% commission, based on the amount of investments raised, and Investors will pay StartEngine a 2.5% surcharge, based on the amount invested.	None	Debt			1.0		50000.0	Y	Other	First-come, first-served basis, at the sole discretion of the company, up to $1,070,000	1000000.0	2017-10-19	5	1244012	2058	407725	2058	0	0	159315	0	170000	0	36764	0	27902	0	0	0	-453656	-33048
0001711429-17-000003	7.0%	The intermediary will receive revenue participation rights in a principal amount that is equal to 2% (two percent) of the aggregate dollar amount of all revenue participation rights issued in the Offering.	Other	Revenue Participate Rights	50000	1.0		50000.0	Y	Other	At the Company's discretion	1000000.0	2017-10-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001716174-17-000001	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5.00% of the number of securities sold.	Debt				Determined in conjunction with a Broker-Dealer.	25000.0	Y	First-come, first-served basis		1070000.0	2017-11-17	4	140616	534	130616	534	10000	0	0	800	71942	0	10000	0	0	0	0	0	-132126	-40168
0001644600-17-000164	SI Securities, LLC will receive a 7.5% cash commission on all sales through the broker-dealer and $10,000 (e.g., $7,500 cash and $10,000 on a raise of $100,00).	The intermediary will acquire a convertible note for the issuer valued at 7.5% of the amount raised through SI Securities, LLC.	Debt			1.0		25000.0	Y	First-come, first-served basis		300000.0	2017-11-17	5	18212	27500	18212	0	0	0	0	0	0	0	7113	0	5801	0	0	0	-20288	-5252
0001716797-17-000001	7.5% of the amount raised	SE Securities will receive 5.00% of the number of securities sold.	Preferred Stock		132487	0.1887		25000.0	Y	First-come, first-served basis		1000000.0	2017-11-17	13	58011	16925	55858	5409	1391	11516	0	0	0	16330	0	0	0	0	0	0	-65931	-79306
0001716588-17-000001	7.5%	SI Securities will receive equity compensation equal to 5.00% of the number of securities sold.	Debt			500.0		25000.0	Y	First-come, first-served basis		1070000.0	2017-11-17	14	332412	226728	31795	160399	142160	56522	253352	33642	830810	290988	33217	177404	0	0	0	0	-662507	-263620
0001644600-17-000162	SI Securities, LLC will receive a 7.5% cash commission on all sales through the broker-dealer and $10,000 (e.g., $7,500 cash and $10,000 on a raise of $100,00).	The intermediary will acquire a convertible note for the issuer valued at 7.5% of the amount raised through SI Securities, LLC.	Debt			1.0		25000.0	Y	First-come, first-served basis		300000.0	2017-11-17	5	18212	27500	18212	0	0	0	0	0	0	0	7113	0	5801	0	0	0	-20288	-5252
0001665160-17-000406	6 percent	N/A	Common Stock		9090	1.1	Investments of $50,000 or more will receive a 10% discount on the price per share.	9999.0	Y	Other	At issuer's discretion and to the updated maximum of $1069999.70	1000000.0	2017-09-08	1	16187	0	16187	0	0	0	0	0	0	0	58792	0	46151	0	1554	0	11087	0
0001670254-17-000257	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Debt			1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1.	50000.0	Y	Other	As determined by the issuer	500000.0	2018-03-16	1	459	848	27	508	433	340	4197	15429	0	0	40940	36363	4338	0	0	0	-123967	-16830
0001710903-17-000006	5.0%	2% of the Securities being issued in the Offering	Other	SAFE (Simple Agreement for Future Equity)	25000	1.0		25000.0	Y	First-come, first-served basis		428000.0	2017-09-22	4	722218	66425	141418	66425	0	0	94439	10000	3015000	300000	1809	1859	0	0	0	0	-2475096	-660795
0001716130-17-000001	7.5%	SI Securities will receive equity compensation equal to 5.00% of the number of securities sold.	Preferred Stock		400000	1.5		25000.0	Y	First-come, first-served basis		600000.0	2017-11-17	2	3428	0	2739	0	0	0	0	0	0	0	0	0	0	0	0	0	-5932	0
0001640709-17-000006	5.0% of the amount raised	2% of the Securities being issued in this Offering	Other	Units of SAFE (Simple Agreement for Future Equity)	50000	1.0		50000.0	Y	First-come, first-served basis		107000.0	2017-09-24	0	8257	89268	8257	89268	0	0	158201	66307	345000	205000	0	485	0	0	0	0	-312908	-148732
0001669191-17-000126	4.9% of amount raised for a successful offering.	None.	Common Stock		40000	0.25	We raised our last $100K convertible note at a $2.5M valuation cap. At the time the company was pre-product and had no users or traction.  We have since launched two ... [Truncated: see complete discussion in attachment offeringstatement.pdf, question 21.]	10000.0	Y	First-come, first-served basis		100000.0	2017-09-12	3	238131	92487	11158	44252	0	0	3193	12462	185000	75000	0	0	0	0	800	0	0	0
0001715813-17-000002	7.5% of the amount raised	5.0% of the Securities being issued in this Offering	Other	Crowd Note	25000		Determined in conjunction with broker-dealer	25000.0	Y	First-come, first-served basis		1070000.0	2017-11-17	2	10701	12370	2905	370	0	0	0	0	0	0	3872	0	0	0	0	0	-108241	45630
0001715704-17-000001	7.5%	SI Securities will receive equity compensation equal to 5.00% of the number of securities sold.	Debt				Determined in conjunction with a Broker-Dealer	25000.0	Y	First-come, first-served basis		1000000.0	2017-11-17	2	25116	0	25116	0	0	0	-206525	0	0	0	0	0	0	0	0	0	-206525	0
0001665160-17-000405	6 percent	N/A	Common Stock		2000	5.0	Discounted share price of $4.00 until October 16, 2017. Shareprice will be $5.00 thereafter.	10000.0	Y	Other	At issuer's discretion	1070000.0	2017-12-08	14	265737	211624	145266	104474	0	0	27555	0	77494	93964	394430	48492	382972	133774	800	1681	-667212	-336940
0001715749-17-000001	5.0%	2% of securities raised.  On the same terms as the Crowd SAFE.	Other	Crowd Safe (Simple Agreement for Future Equity) Units	50000	1.0		50000.0	Y	First-come, first-served basis		500000.0	2017-11-14	11	563460	181821	422311	146821	2976	35000	8453	692	841514	2932250	55680	122258	8679	26249	0	0	-174411	-94864
0001710938-17-000007	7.0%	The intermediary will receive SAFE Units in a principal amount that is equal to 2% (two percent) of the aggregate dollar amount of all revenue participation rights issued in the Offering.	Other	SAFE Units	50000	1.0		50000.0	Y	Other	At the Company's discretion	100000.0	2017-10-16	6	157822.65	0	4054.59	0	3026	0	0	0	0	0	5997	0	1609.26	0	0	0	-239177.35	0
0001710938-17-000006	7.0%	The intermediary will receive SAFE Units in a principal amount that is equal to 2% (two percent) of the aggregate dollar amount of all revenue participation rights issued in the Offering.	Other	SAFE Units	50000	1.0		50000.0	Y	Other	At the Company's discretion	100000.0	2017-10-16	6	157822.65	0	4054.59	0	3026	0	0	0	0	0	5997	0	1609.26	0	0	0	-239177.35	0
0001716456-17-000002	6% of the closing amount raised + pass-through and registration fees	n/a	Common Stock		200	50.0	Pro-rated portion of the total principal value.	10000.0	Y	First-come, first-served basis		450000.0	2018-03-13	4	170032	110331	2172	2241	0	0	0	0	344285	251510	0	0	0	0	0	0	0	0
0001665160-17-000403	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2017-12-13	3	1399.29	0	1399.29	0	0	0	0	0	0	0	2350	0	0	0	0	0	1399.29	-3744.39
0001670254-17-000255	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1000000.0	2017-09-15	4	22573	0	22573	0	0	0	0	0	89900	0	0	0	0	0	0	0	-67327	0
0001670254-17-000256	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	<p>Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.</p>	Common Stock		238095	1.05	As determined by the issuer	250000.0	Y	Other	As determined by the issuer	1000000.0	2018-03-11	14	1176935	1216917	689663	470003	329281	516246	1474636	1453220	389757	506932	4537235	4024454	865918	577254	0	0	55777	48035
0001715813-17-000001	7.5% of the amount raised	5.0% of the Securities being issued in this Offering	Other	Crowd Note	25000		Determined in conjunction with broker-dealer	25000.0	Y	First-come, first-served basis		1070000.0	2017-11-17	2	10701	12370	2905	370	0	0	0	0	0	0	3872	0	0	0	0	0	-108241	45630
0001710938-17-000005	7.0%	The intermediary will receive SAFE Units in a principal amount that is equal to 2% (two percent) of the aggregate dollar amount of all revenue participation rights issued in the Offering.	Other	SAFE Units	50000	1.0		50000.0	Y	Other	At the Company's discretion	100000.0	2017-10-16	6	157822.65	0	4054.59	0	3026	0	0	0	0	0	5997	0	1609.26	0	0	0	-239177.35	0
0001710938-17-000004	7.0%	The intermediary will receive SAFE Units in a principal amount that is equal to 2% (two percent) of the aggregate dollar amount of all revenue participation rights issued in the Offering.	Other	SAFE Units	50000	1.0		50000.0	Y	Other	At the Company's discretion	100000.0	2017-09-13	6	157822.65	0	4054.59	0	3026	0	0	0	0	0	5997	0	1609.26	0	0	0	-239177.35	0
0001669191-17-000124	4.9% of amount raised for a successful offering.	None.	Common Stock		20000	0.5	The valuation is based on a current term sheet from a third-party investor.	10000.0	Y	First-come, first-served basis		535000.0	2017-12-18	5	42422	258396	39172	250696	0	0	0	0	119444	102778	784770	15562	763995	3666	0	0	-640268	-330828
0001708179-17-000004	NextSeed charges the Issuer 10% of the total offering amount as compensation for its services provided in connection with the offering, provided that NextSeed will only charge 5% for funds raised from investors referred by the Issuer.	None	Debt				The value of the security is the face value of the note purchased by the investor.	50000.0	Y	First-come, first-served basis		200000.0	2017-09-05	4	52519	0	3049	0	16458	0	35512	0	0	0	0	0	0	0	0	0	-2993	0
0001670254-17-000254	4.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	No	Common Stock		4023	40.0	See Q21. Note: The first 8,045 shares are offered at $24.86/share and the remainder are offered at $40/share.	100000.0	Y	Other	As determined by the issuer	1000000.0	2017-09-12	100	3160965	1906959	72166	50258	0	0	144560	103274	2772526	1940744	5517309	220473	401305	23065	0	0	39344	-255035
0001665160-17-000400	6 percent	N/A	Common Stock		2994	3.34	N/A	9999.960000000001	Y	Other	At issuer's discretion	1069999.06	2017-11-13	11	240817	338790	13236	84022	1750	1000	1248	2336	595939	418318	4517	200000	161	0	0	0	-1176620	-1432114
0001665160-17-000398	6 percent	N/A	Common Stock		5000	2.0	N/A	10000.0	Y	Other	At issuer's discretion	100000.0	2017-07-07	1	0	0	0	0	0	0	7302.29	0	0	0	0	0	0	0	0	0	-7302.29	-31000
0001695657-17-000004	5% of the net proceeds of the offering	None	Debt			1000.0	Amount of funding needed for the Project, as described in the Offering Statement	100000.0	Y	Pro-rata basis		350000.0	2017-12-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
