ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001716588-17-000001	3	Alan Cheng	Chief Design Officer	2017-09-15
0001716588-17-000001	2	Manu Menon	Chief Operating Officer	2017-09-15
0001716588-17-000001	1	Trung Pham	Chief Executive Officer	2017-09-15
0001644600-17-000162	1	Koushalah Sunder	Principal Executive Officer, Principal Financial Officer and Director	2017-09-18
0001644600-17-000162	2	Sunder Nadarajah	Controller	2017-09-18
0001670254-17-000257	1	Christopher Mulgrew	CEO	2017-08-29
0001665160-17-000406	2	Ekrem Buyukkaya	Director	2017-09-15
0001665160-17-000406	1	Andrew Torba	Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer	2017-09-15
0001710903-17-000006	2	Kaiwei Tang	Director	2017-09-15
0001710903-17-000006	1	Joseph Hollier	Director	2017-09-15
0001716130-17-000001	1	Matt Nicosia	CEO, Comptroller, Chief Financial Officer, and Director	2017-09-15
0001716130-17-000001	2	Andrew Otto	CTO, Director	2017-09-15
0001640709-17-000006	1	Payam Safa	Director	2017-09-15
0001669191-17-000126	4	Joseph La Torre	Board Member	2017-06-28
0001669191-17-000126	3	Joseph La Torre	Principal Accounting Officer	2017-06-28
0001669191-17-000126	1	Joseph La Torre	Principal Executive Officer	2017-06-28
0001669191-17-000126	2	Joseph La Torre	Principal Financial Officer	2017-06-28
0001715813-17-000002	1	Cheryl Clements	Chief Executive Officer	2017-09-15
0001715704-17-000001	1	Neeraj Sharma	CEO, Comptroller, Chief Financial Officer, and Director	2017-09-15
0001715704-17-000001	2	Varun Singh	Director	2017-09-15
0001715704-17-000001	3	Deep Shikha Vashisth	Director	2017-09-15
0001665160-17-000405	3	Gregory L. Hirsch	Director	2017-09-14
0001665160-17-000405	2	Don DiCostanzo	Director	2017-09-14
0001665160-17-000405	1	Jamie Garelli	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-09-14
0001715749-17-000001	3	Daniel Arroyo	CTO, President, Treasurer	2017-09-09
0001715749-17-000001	2	Joshua White	CDO, Secretary	2017-09-09
0001715749-17-000001	1	Andrew Taylor	CEO	2017-09-09
0001710938-17-000007	1	Dan Yashiv	Managing Manger	2017-07-19
0001710938-17-000006	1	Dan Yashiv	Managing Manger	2017-07-19
0001716456-17-000002	2	/s/ Howard Carpenter	Board Member	2017-09-14
0001716456-17-000002	1	/s/ Peter Kaufman	Board Member	2017-09-14
0001670254-17-000256	2	Emily McCullough	Finance Director	2017-09-13
0001670254-17-000256	1	Eloy Lopez	President & COO	2017-09-13
0001670254-17-000256	3	Ari Shohat	Founder and CEO	2017-09-13
0001670254-17-000255	1	Eric Ralls	CEO	2017-09-08
0001665160-17-000403	1	Channing Porter	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-09-13
0001715813-17-000001	1	Cheryl Clements	Chief Executive Officer	2017-09-13
0001710938-17-000005	1	Dan Yashiv	Managing Manger	2017-07-19
0001710938-17-000004	1	Dan Yashiv	Managing Member	2017-09-13
0001669191-17-000124	5	Frank DeGeorge	Board Member	2017-09-12
0001669191-17-000124	6	Scott Hansbury	Board Member	2017-09-12
0001669191-17-000124	3	Scott Hansbury	Principal Accounting Officer	2017-09-12
0001669191-17-000124	2	Scott Hansbury	Principal Financial Officer	2017-09-12
0001669191-17-000124	1	Frank DeGeorge	Principal Executive Officer	2017-09-12
0001669191-17-000124	4	Nick DeGeorge	Board Member	2017-09-12
0001708179-17-000004	1	Darin Barton	Managing Member of Hoke Poke, LLC, the majority member of the Issuer	2017-09-13
0001708179-17-000004	2	Daniel Acuna	Managing Member of Hoke Poke, LLC, the majority member of the Issuer	2017-09-13
0001670254-17-000254	1	Damian Taggart	Chief Business Development Officer	2017-07-31
0001670254-17-000254	2	Matthew King	Chief Instillation Officer	2017-07-30
0001670254-17-000254	3	Caity Kennedy	Chief Creative Officer	2017-07-30
0001670254-17-000254	4	Corvas Brinkerhoff	Chief Technology Officer	2017-07-29
0001670254-17-000254	5	Peter. Zandan	Director	2017-07-28
0001670254-17-000254	6	Sean Di Ianni	COO	2017-07-28
0001670254-17-000254	7	Andrew Tulchin	CFO	2017-07-28
0001670254-17-000254	10	Vince Kadlubek	CEO	2017-07-28
0001670254-17-000254	9	Stewart Alsop	Director	2017-07-28
0001670254-17-000254	8	Emily Montoya	Chief Brand Officer	2017-07-28
0001665160-17-000400	3	Igor Efremov	Director	2017-09-12
0001665160-17-000400	2	Mark Rizzo	Chief Technology Officer, Secretary, and Director	2017-09-12
0001665160-17-000400	1	Rubin Cortez	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-09-12
0001665160-17-000400	4	Dmitriy Smirnov	Director	2017-09-12
0001665160-17-000398	2	Chris Kerzich	Board of Directors	2017-09-11
0001665160-17-000398	3	Joseph Marcello	Board of Directors	2017-09-11
0001665160-17-000398	1	Sean Patrick Fahey	CEO	2017-09-11
0001665160-17-000397	2	Eric Morley	Principal Financial Officer and Principal Accounting Officer	2017-09-08
0001695657-17-000004	1	Doug Krause	Manager	2017-09-08
0001665160-17-000397	3	Jeff Bentley	Director	2017-09-08
0001665160-17-000397	1	Jim Riley	President	2017-09-08
0001695657-17-000002	1	Troy Helming	President	2017-09-08
0001665160-17-000396	1	Amir Amini	Principal Executive Officer and Director, Principal Accounting Officer and Director	2017-09-08
0001706031-17-000003	1	Ian Tucker	President & Chief Executive Officer	2017-09-08
0001706031-17-000003	2	David Fay	Partner	2017-09-08
0001715013-17-000001	1	Shaun Masavage	Managing Member	2017-09-08
0001711875-17-000003	2	Fatima Dicko	Director	2017-09-08
0001711875-17-000003	1	Lawrence Morris	Director	2017-09-08
0001711875-17-000003	3	Ryan Middleton	Director	2017-09-08
0001713410-17-000001	1	/s/ Sean Rimokh	Chief Executive Officer	2017-09-07
0001715417-17-000001	2	Anthony Paruszewski	Member	2017-09-06
0001715417-17-000001	1	Erin Paruszewski	President	2017-09-04
0001670254-17-000252	1	Michael Kanter	Founder	2017-09-01
0001669191-17-000123	1	Joseph La Torre	Principal Executive Officer	2017-06-28
0001669191-17-000123	2	Joseph La Torre	Principal Financial Officer	2017-06-28
0001669191-17-000123	3	Joseph La Torre	Principal Accounting Officer	2017-06-28
0001669191-17-000123	4	Joseph La Torre	Board Member	2017-06-28
0001708142-17-000008	1	Stephen King	President	2017-09-05
0001714426-17-000001	1	Gagan Johal	Co-founder	2017-09-01
0001714426-17-000001	2	Steven Nguyen	Co-founder	2017-09-01
0001669191-17-000122	1	Charles Zwebner	Principal Executive Officer	2017-06-28
0001669191-17-000122	4	Charles Zwebner	Board Member	2017-06-28
0001669191-17-000122	3	Charles Zwebner	Principal Accounting Officer	2017-06-28
0001669191-17-000122	2	Charles Zwebner	Principal Financial Officer	2017-06-28
0001640709-17-000004	1	Payam Safa	Director	2017-09-01
0001670254-17-000251	5	Charles Cotropia	CEO	2017-08-30
0001665160-17-000395	1	Helena Fogarty	CEO and Founder	2017-08-31
0001670254-17-000251	4	Charles Cotropia	CEO/President	2017-08-30
0001670254-17-000251	3	Joseph Cotropia	Founder/CSO	2017-08-30
0001670254-17-000251	2	Gaurav Chandra	Chief Operating Officer	2017-08-30
0001670254-17-000251	1	Paul D. Fellegy	Chief Financial Officer	2017-08-31
0001644600-17-000160	1	Christopher K Sopher	Principal Executive Officer and Director	2017-08-31
0001644600-17-000160	2	Rebekah Monson	Principal Financial Officer, Principal Accounting Officer and Director	2017-08-31
0001665160-17-000392	3	Jeffrey Blyseth	Founder, CTO	2017-08-31
0001665160-17-000392	2	Ivan Stoilkovich	Founder, CFO, Chief Accounting Officer	2017-08-31
0001665160-17-000392	1	Jay Popeski	Founder, CCO	2017-08-31
0001670254-17-000249	1	Richard Grover	Founder/CEO	2017-08-28
0001691942-17-000005	1	Nat Mundel	Chief Executive Officer and Director	2017-08-31
0001670254-17-000244	1	Tommy Tsitouris	President	2017-08-30
0001670254-17-000247	1	Robert Chung	Director	2017-08-29
0001670254-17-000247	2	Randall Chung	CEO/Co-Founder	2017-08-29
0001670254-17-000244	2	Matt Crowley	Vice President	2017-08-29
0001665160-17-000390	1	Joseph M. Baliva	Principal Executive Officer and Director, Principal Financial Officer Principal Accounting Officer	2017-08-30
0001665160-17-000388	1	Steve Salani	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-08-29
0001557286-17-000013	1	Michael Pelland	CEO	2017-08-30
0001665160-17-000386	2	Ben Mansouri	CTO	2017-08-30
0001665160-17-000386	1	Anita Sabeti	President	2017-08-30
0001665160-17-000386	3	Pez Zarifian	CEO	2017-08-30
0001557286-17-000012	1	Mitch Wallis	President	2017-08-30
0001557286-17-000011	1	Arthur Hartunian	Managing Member, Master Spirits Maker	2017-08-30
0001670254-17-000243	1	Terri Lubaroff	Secretary	2017-08-28
0001670254-17-000243	3	Jeff Annison	President	2017-08-24
0001670254-17-000243	2	Paul Scanlan	CEO	2017-08-25
0001715599-17-000001	2	Jacob Iest	CFO	2017-08-25
0001715599-17-000001	1	Arthur Moye	CEO	2017-08-25
0001669191-17-000119	1	Brad Ziajor	Principal Executive Officer	2017-08-28
0001669191-17-000119	3	Brad Ziajor	Principal Accounting Officer	2017-08-28
0001669191-17-000119	2	Brad Ziajor	Principal Financial Officer	2017-08-28
0001715385-17-000005	1	/s/ Jeffery Lippert	Board Member	2017-08-28
0001669191-17-000117	3	Francis Huynh	Principal Accounting Officer	2017-08-28
0001669191-17-000117	2	Francis Huynh	Principal Financial Officer	2017-08-28
0001669191-17-000117	1	Francis Huynh	Principal Executive Officer	2017-08-28
0001670254-17-000242	2	Adam Oxner	Co-Founder	2017-08-28
0001670254-17-000242	3	Fares Ksebati	CEO	2017-08-28
0001670254-17-000242	1	Michael Allon	Co-founder	2017-08-28
0001674439-17-000009	1	Ralf-Rainer von Albedyhll	CEO	2017-08-28
0001715385-17-000003	1	/s/ Jeffery Lippert	Board Member	2017-08-28
0001708099-17-000002	1	Scott Bachman	CFO	2017-08-25
0001670254-17-000240	3	Gary Mekikian	Co-founder, CEO and CTO	2017-08-22
0001670254-17-000240	1	Adrian G. Sada Cueva	Director	2017-08-24
0001670254-17-000240	2	Tigran Mekikian	Secretary	2017-08-24
0001665160-17-000384	2	Herbert Hanson	Founder and CEO	2017-08-25
0001665160-17-000384	1	Robert Fiumara	Director	2017-08-25
0001712565-17-000001	1	Alice Cheng	President, CEO & Director	2017-08-25
0001710903-17-000005	1	Joseph Hollier	President and Director	2017-08-25
0001710903-17-000005	2	Kaiwei Tang	CEO, Director, Treasurer and Secretary	2017-08-25
0001665160-17-000382	2	Alan Scholz	CEO, Principal Financial Officer and Principal Accounting Officer	2017-08-23
0001665160-17-000382	1	Hanna Scholz	President, Principal Executive Officer and Director	2017-08-23
0001715385-17-000001	1	/s/ Brian Spagola	Board Member	2017-08-24
0001665160-17-000380	1	Jon Bottorff	CFO	2017-08-24
0001665160-17-000380	5	Tim Larson	SVP - Operations	2017-08-24
0001665160-17-000380	4	Dan Zifkin	President and CEO	2017-08-24
0001665160-17-000380	3	Jessica Hoyt	VP Program Acquisitions	2017-08-24
0001665160-17-000380	2	James Betesh	SVP - Operations	2017-08-24
0001710903-17-000004	2	Kaiwei Tang	CEO, Director, Treasurer and Secretary	2017-08-24
0001710903-17-000004	1	Joseph Hollier	President and Director	2017-08-24
0001665160-17-000377	1	Jay Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-08-23
0001665160-17-000379	1	David Goodman	Principal Executive Officer and Director, Principal Accounting Officer, Principal Financial Officer	2017-08-23
0001665160-17-000373	3	Brad Kifferstein	CEO	2017-08-23
0001665160-17-000373	2	Brad Shanahan	Principal Accounting Officer and Principal Financial Officer	2017-08-23
0001665160-17-000373	1	Jeremy Belchinsky	Principal Executive Officer and Director	2017-08-23
0001665160-17-000377	2	Anson Sims	Senior Vice President and Director	2017-08-23
0001710013-17-000001	1	Michael K. Smock	President	2017-08-23
0001687688-17-000008	1	Elizabeth Bambach	CEO	2017-08-23
0001665160-17-000370	1	Steve Orosco	EO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-08-22
0001665160-17-000368	1	Kimberly Caccavo	Founder and CEO	2017-08-22
0001665160-17-000368	3	Ralene Cavataio	CFO	2017-08-22
0001665160-17-000368	4	Jim Caccavo	Jim Caccavo	2017-08-22
0001665160-17-000368	2	Kate Nowlan	Founder and COO	2017-08-22
0001711451-17-000004	1	Scott O'Leary	CEO	2017-08-21
0001711451-17-000003	1	Scott O'Leary	CEO	2017-08-21
0001644600-17-000159	2	M. Jay Walkingshaw	Principal Financial Officer, Principal Accounting Officer and Director	2017-08-21
0001644600-17-000159	1	Jill Taft	Principal Executive Officer and Director	2017-08-21
0001644600-17-000159	3	Joel Roodman	Director	2017-08-21
0001665160-17-000367	4	Jim Caccavo	Director	2017-08-21
0001665160-17-000367	3	Ralene Cavataio	CFO	2017-08-21
0001665160-17-000367	2	Kate Nowlan	Founder and COO	2017-08-21
0001665160-17-000367	1	Kimberly Caccavo	Founder and CEO	2017-08-21
0001665160-17-000366	2	Emmanuele Spera	CEO	2017-08-18
0001665160-17-000366	1	Tommaso Gecchelin	CTO	2017-08-18
0001670254-17-000239	3	Asheesh Barman	Co-Founder, President & COO	2017-08-18
0001670254-17-000239	2	Arti Kapoor	Director	2017-08-18
0001670254-17-000239	1	Sajal Sahay	Co-founder & CEO	2017-08-18
0001670254-17-000238	3	Srinivas Artham	Co-founder	2017-08-18
0001670254-17-000238	1	Mary Jo Cook	Chair, Board of Directors	2017-08-18
0001670254-17-000238	2	Hannah Freeman	Co-Founder	2017-08-18
0001644600-17-000156	1	Jill Taft	Principal Executive Officer and Director	2017-08-18
0001644600-17-000156	3	Joel Roodman	Director	2017-08-18
0001644600-17-000156	2	M. Jay Walkingshaw	Principal Financial Officer, Principal Accounting Officer and Director	2017-08-18
0001665160-17-000364	1	Jamie Garelli	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-08-17
0001665160-17-000364	2	Don DiCostanzo	Director	2017-08-17
0001665160-17-000364	3	Gregory L. Hirsch	Director	2017-08-17
0001665160-17-000361	1	Rick Medlen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-08-17
0001670254-17-000236	1	Andreas Haas	CEO & Lead Engineer	2017-08-17
0001665160-17-000356	1	David Goodman	Principal Executive Officer and Director, Principal Accounting Officer, Principal Financial Officer	2017-08-16
0001445866-17-001236	1	/s/ Estela Mata	CEO	2017-08-16
0001445866-17-001230	1	/s/ Estela Mata	CEO	2017-08-15
0001708179-17-000003	1	Darin Barton	Managing Member of Hoke Poke, LLC, the majority member of the Issuer	2017-08-15
0001708179-17-000003	2	Daniel Acuna	Managing Member of Hoke Poke, LLC, the majority member of the Issuer	2017-08-15
0001517560-17-000009	4	Lisa Younis	Director	2017-08-16
0001517560-17-000009	6	Paul Feldman	Director	2017-08-16
0001517560-17-000009	7	John Greer	Director	2017-08-16
0001517560-17-000009	3	Xanthe Larsen	Director	2017-08-16
0001517560-17-000009	2	Mike Rhodes	Chief Financial Officer, Treasurer and Secretary	2017-08-16
0001517560-17-000009	1	David Levine	President, Chief Executive Officer and Director	2017-08-16
0001517560-17-000009	5	Sam G Rubenstein	Director	2017-08-16
0001714567-17-000001	1	David Scott Zasloff	President	2017-08-15
0001665160-17-000354	3	Pez Zarifian	CEO	2017-08-14
0001665160-17-000353	1	Allen Osborne	President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-08-14
0001665160-17-000354	2	Ben Mansouri	CTO	2017-08-14
0001665160-17-000354	1	Anita Sabeti	President	2017-08-14
0001517560-17-000008	5	Sam G Rubenstein	Director	2017-08-14
0001517560-17-000008	2	Mike Rhodes	Chief Financial Officer, Treasurer and Secretary	2017-08-14
0001517560-17-000008	3	Xanthe Larsen	Director	2017-08-14
0001517560-17-000008	4	Lisa Younis	Director	2017-08-14
0001517560-17-000008	1	David Levine	President, Chief Executive Officer and Director	2017-08-14
0001517560-17-000008	6	Paul Feldman	Director	2017-08-14
0001517560-17-000008	7	John Greer	Director	2017-08-14
0001714511-17-000001	1	Janel Young	CEO	2017-08-11
0001522456-17-000006	1	Richard Garriott de Cayeux	CEO & Creative Director	2017-08-14
0001695656-17-000006	1	Troy Helming	Manager	2017-08-14
0001711451-17-000001	1	Scott O'Leary	CEO	2017-08-14
0001695656-17-000005	1	Troy Helming	Manager	2017-08-14
0001694011-17-000006	1	Thom Gambaro	Manager	2017-08-14
0001694011-17-000005	1	Doug Krause	Manager	2017-08-14
0001665160-17-000351	9	Chris J. Davis	Chief Technology Officer	2017-08-11
0001665160-17-000351	8	Elvis Williams	VP, Sound	2017-08-11
0001665160-17-000351	7	Don Richmond	Chief Creative Officer	2017-08-11
0001665160-17-000351	6	Corey Hertz	Chief Product Officer	2017-08-11
0001665160-17-000351	5	Peter Bowers	Chief Content Officer	2017-08-11
0001665160-17-000351	4	Patrick Read Johnson	EVP Development	2017-08-11
0001665160-17-000351	3	Bob Giargiari	Chief Financial Officer	2017-08-11
0001665160-17-000351	2	Bryan Hertz	Executive Chairman	2017-08-11
0001665160-17-000351	1	Ian LeWinter	President	2017-08-11
0001670254-17-000234	3	Harley Bauer	Co-Founder and Director	2017-08-11
0001665160-17-000351	10	Kevin Hertz	Chief Technology Consultant	2017-08-11
0001670254-17-000234	1	Jason Bauer	Director	2017-08-11
0001670254-17-000234	2	victor bauer	Director	2017-08-11
0001670254-17-000233	3	Richard Burton	Chief Executive Officer	2017-08-10
0001670254-17-000233	1	Christian Alexander Baroni	Chief Design Officer	2017-08-11
0001670254-17-000233	2	Benjamin Norman Baron	Chief Technology Officer	2017-08-11
0001517560-17-000006	1	David Levine	President, Chief Executive Officer and Director	2017-08-09
0001517560-17-000006	7	John Greer	Director	2017-08-10
0001517560-17-000006	6	Paul Feldman	Director	2017-08-10
0001517560-17-000006	5	Sam G Rubenstein	Director	2017-08-10
0001517560-17-000006	4	Lisa Younis	Director	2017-08-10
0001517560-17-000006	3	Xanthe Larsen	Director	2017-08-10
0001517560-17-000006	2	Mike Rhodes	Chief Financial Officer, Treasurer and Secretary	2017-08-10
