ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001717615-17-000002	1	Triumph Wine Group, LLC	/s/ Kevin Fitzgerald	Managing Director/CFO
0001711429-17-000005	1	Three Little Stooges Productions LLC	Earl Benjamin	President, CEO at C3 Entertainment Inc.
0001684321-17-000007	1	Italian Cafe, LLC	Christy J. Jepson	Manager
0001665872-17-000004	1	Stanley Grove LLC	Lu Yang	Managing Partner
0001711429-17-000004	1	Three Little Stooges Productions LLC	Earl Benjamin	President, CEO at C3 Entertainment Inc.
0001665160-17-000411	1	Atmos	Mark Lyle	CEO, CTO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-17-000128	1	HandStack P.B.C.	Jessica Hyejin Lee	Principal Executive Officer
0001665160-17-000408	1	Filmio, Inc.	Ian LeWinter	President
0001716456-17-000004	1	Digital Direct IR, Inc	/s/ Peter Kaufman	CEO
0001649856-17-000002	1	Greensbury Market Corp.	Ted Hopper	CEO
0001716954-17-000007	1	DIY Tee Shirts Screen Printing Supply, INC	Gary Paul Jurman	President
0001670254-17-000259	1	Balanced Software, Inc.	Richard Burton	Chief Executive Officer
0001665160-17-000407	1	GeoOrbital Inc.	Michael Burtov	Chief Executive Officer
0001670254-17-000260	1	San Francisco East Bay Brewing Inc.	Ian Schuster	CEO
0001711429-17-000003	1	Three Little Stooges Productions LLC	Earl Benjamin	President, CEO at C3 Entertainment Inc.
0001716174-17-000001	1	Tall Idea Labs, Inc.	Anand (Andy) Pandharikar	Founder and CEO
0001644600-17-000164	1	Stemless Co.	Koushalah Sunder	CEO
0001716797-17-000001	1	Letz, Inc.	Nino Karas	CEO, Comptroller, and CFO
0001716588-17-000001	1	Axis Labs USA Inc.	Trung Pham	Founder & Chief Executive Officer
0001644600-17-000162	1	Stemless Co.	Koushalah Sunder	CEO
0001670254-17-000257	1	My Joy Yoga, LLC	Christopher Mulgrew	CEO
0001665160-17-000406	1	Gab Al Inc	Andrew Torba	Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001710903-17-000006	1	Light Phone Inc.	Joseph Hollier	President
0001716130-17-000001	1	GuestOf, Inc.	Matt Nicosia	CEO
0001640709-17-000006	1	Techotel, Inc.	Payam Safa	Chief Executive Officer
0001669191-17-000126	1	Caylent, Inc.	Joseph La Torre	Principal Executive Officer
0001715813-17-000002	1	PieShell, LLC	Cheryl Clements	Chief Executive Officer
0001715704-17-000001	1	CrediBLL Inc.	Neeraj Sharma	CEO
0001665160-17-000405	1	Bringpro, Inc.	Jamie Garelli	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001715749-17-000001	1	3DaGoGo, Inc	Andrew Taylor	CEO
0001710938-17-000007	1	Franklin and Cortlandt Vinyl LLC	Dan Yashiv	Managing Member
0001710938-17-000006	1	Franklin and Cortlandt Vinyl LLC	Dan Yashiv	Managing Member
0001716456-17-000002	1	Digital Direct IR, Inc	/s/ Peter Kaufman	CEO
0001670254-17-000255	1	PlantSnap Inc.	Eric Ralls	CEO
0001670254-17-000256	1	Digitally Imported, Inc.	Ari Shohat	Founder and CEO
0001665160-17-000403	1	Ovanova	Channing Porter	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001715813-17-000001	1	PieShell, LLC	Cheryl Clements	Chief Executive Officer
0001710938-17-000005	1	Franklin and Cortlandt Vinyl LLC	Dan Yashiv	Managing Member
0001710938-17-000004	1	Franklin & Cortlandt Vinyl LLC	Dan Yashiv	Managing Member
0001669191-17-000124	1	YouStake, Inc.	Frank DeGeorge	Principal Executive Officer
0001708179-17-000004	1	Hoke Poke 5077 Lankershim, LLC	Darin Barton	President of Great One Eight Management, Inc., the manager of the Issuer
0001670254-17-000254	1	Meow Wolf, Inc.	Vince Kadlubek	CEO
0001665160-17-000400	1	BrightLocker	Ruben Cortez	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-17-000398	1	WindowMirror	Sean Patrick Fahey	CEO
0001665160-17-000396	1	SXC Live Inc.	Amir Amini	Principal Executive Officer and Director, Principal Accounting Officer and Director
0001695657-17-000004	1	Gorge Training Facility, LLC	Doug Krause	Manager
0001695657-17-000002	1	Pristine Sun Corp	Troy Helming	President
0001665160-17-000397	1	Baja United Imports, Inc.	Jim Riley	President
0001706031-17-000003	1	Suite 100 Edwards LLC	Ian Tucker	President & Chief Executive Officer
0001715013-17-000001	1	Edge Tech Labs, LLC	Shaun Masavage	CEO
0001711875-17-000003	1	Jetpack Inc	Fatima Dicko	President and CEO
0001713410-17-000001	1	Happy gifts Inc	/s/ Sean Rimokh	Chief Executive Officer
0001715417-17-000001	1	Alkalign Holding Company, LLC	Erin Paruszewski	President
0001670254-17-000252	1	Eliot's Adult Nut Butters LLC	Michael Kanter	Founder
0001669191-17-000123	1	Caylent, Inc.	Joseph La Torre	Principal Executive Officer
0001708142-17-000008	1	Ironclad Distillery, Inc.	Stephen King	President
0001714426-17-000001	1	Text to Tickets, Inc	Jesse Day	CEO and Co-founder
0001669191-17-000122	1	VolAero UAV & Drones Holdings Corp.	Charles Zwebner	Principal Executive Officer
0001640709-17-000004	1	Techotel, Inc.	Payam Safa	Chief Executive Officer
0001670254-17-000251	1	BioClonetics Immunotherapeutics, Inc.	Charles Cotropia	CEO/President
0001665160-17-000395	1	MI OLA	Helena Fogarty	CEO and Founder
0001644600-17-000160	1	WhereBy.Us Enterprises, Inc	Christopher K Sopher	Principal Executive Officer
0001665160-17-000392	1	WAMI	Tommy Stoilkovich	Founder, CEO
0001670254-17-000249	1	KALiiN, LLC	Richard Grover	Founder/CEO
0001691942-17-000005	1	Voyage Media Inc.	Nat Mundel	Chief Executive Officer
0001670254-17-000244	1	Chicago Steak Company, Inc.	Matt Crowley	Vice President
0001670254-17-000247	1	SpaceFab.US, Inc.	Randall Chung	CEO/Co-Founder
0001665160-17-000390	1	Go Fish Marketplace Inc.	Joseph M. Baliva	Principal Executive Officer and Director, Principal Financial Officer Principal Accounting Officer
0001665160-17-000388	1	Quad Marine	Steve Salani	CEO
0001557286-17-000013	1	Princeton Audio, LLC.	Michael Pelland	CEO
0001665160-17-000386	1	Magnabid	Anita Sabeti	President
0001557286-17-000012	1	Plant Power Encinitas, LLC	Mitch Wallis	President
0001557286-17-000011	1	NAPA VALLEY LIMONCELLO COMPANY, LLC	Arthur Hartunian	Managing Member, Master Spirits Maker
0001670254-17-000243	1	Legion M Entertainment, Inc.	Jeff Annison	President
0001715599-17-000001	1	Full Circle Brewing, Co. Ltd. LLC	Arthur Moye	CEO
0001669191-17-000119	1	Photog LLC	Brad Ziajor	Principal Executive Officer
0001715385-17-000005	1	JGL Enterprises LLC	/s/ Jeffrey Lippert	CEO
0001669191-17-000117	1	JustHuynh Inc.	Francis Huynh	Principal Executive Officer
0001670254-17-000242	1	MySwimPro, Inc.	Fares Ksebati	CEO
0001674439-17-000009	1	NextRX Inc.	Ralf-Rainer von Albedyhll	CEO
0001715385-17-000003	1	JGL Enterprises LLC	/s/ Jeffrey Lippert	CEO
0001708099-17-000002	1	CF0006, LLC	Manfred Sternberg	President of Manager, ACSI
0001670254-17-000240	1	M and M MEDIA, INC.	Gary Mekikian	Co-founder, CEO and CTO
0001665160-17-000384	1	Obron Restaurant Waiter	Judy O. Buttler	Director
0001712565-17-000001	1	Taxdrop Inc.	Alice Cheng	President & CEO
0001710903-17-000005	1	Light Phone Inc.	Joseph Hollier	President
0001665160-17-000382	1	Bike Friday	Alan Scholz	CEO, Principal Financial Officer and Principal Accounting Officer
0001715385-17-000001	1	Liberty Acres Farm LLC	/s/ Brian Spagnola	CEO
0001665160-17-000380	1	Vibrant TV, LLC	Jon Bottorff	CFO
0001710903-17-000004	1	Light Phone Inc.	Joseph Hollier	President
0001665160-17-000379	1	EZ-Coco, LLC	David Goodman	Principal Executive Officer and Director, Principal Accounting Officer, Principal Financial Officer
0001665160-17-000373	1	VitaPerk	Brad Kifferstein	CEO
0001665160-17-000377	1	Symmpl	Jay Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001710013-17-000001	1	Distributed Security, Inc.	Michael K. Smock	President
0001687688-17-000008	1	Your Active World Holdings, Inc.	Elizabeth Bambach	CEO
0001665160-17-000370	1	SMASH Global	Steve Orosco	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-17-000368	1	GRACEDBYGRIT	Kimberly Caccavo	Founder and CEO
0001711451-17-000004	1	Rivalcade, Inc	Scott O'Leary	CEO
0001711451-17-000003	1	Rivalcade, Inc	Scott O'Leary	CEO
0001644600-17-000159	1	Logic Product Group LLC	Jill Taft	CEO
0001665160-17-000367	1	GRACEDBYGRIT	Kimberly Caccavo	Founder and CEO
0001670254-17-000239	1	OODLES CORPORATION	Asheesh Barman	Co-Founder, President & COO
0001670254-17-000238	1	Ganaz Inc.	Srinivas Artham	Co-founder
0001665160-17-000366	1	Next Future Transportation Inc.	Tommaso Gecchelin	CTO
0001644600-17-000156	1	Logic Product Group LLC	Jill Taft	CEO
0001665160-17-000364	1	bringpro	Jamie Garelli	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-17-000361	1	GarageSkins	Rick Medlen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-17-000236	1	Modbook Inc.	Andreas Haas	CEO & Lead Engineer
0001445866-17-001236	1	365 West 10th Street, Inc.	/s/ Estela Mata	CEO
0001665160-17-000356	1	Coco Jack	David Goodman	Principal Executive Officer and Director, Principal Accounting Officer, Principal Financial Officer
0001445866-17-001230	1	365 West 10th Street, Inc.	/s/ Estela Mata	CEO
0001708179-17-000003	1	Hoke Poke 5077 Lankershim, LLC	Darin Barton	President of Great One Eight Management, Inc., the manager of the Issuer
0001517560-17-000009	1	Geostellar, Inc.	David Levine	President and Chief Executive Officer
0001714567-17-000001	1	SOCKWA Corp	David Scott Zasloff	President
0001665160-17-000353	1	Big Picture Artists	Allen Osborne	President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-17-000354	1	Magnabid	Anita Sabeti	President
0001517560-17-000008	1	Geostellar, Inc.	David Levine	President and Chief Executive Officer
0001714511-17-000001	1	Nava Pets Inc	Janel Young	CEO
0001522456-17-000006	1	Portalarium, Inc.	Richard Garriott de Cayeux	CEO
0001695656-17-000006	1	Pristine Sun WI, LLC	Troy Helming	Manager
0001711451-17-000001	1	Rivalcade, Inc	Scott O'Leary	CEO
0001695656-17-000005	1	Pristine Sun Corp	Troy Helming	Manager
0001694011-17-000006	1	Biopropulsion, LLC	Thom Gambaro	Manager
0001694011-17-000005	1	Gorge Training Facility, LLC	Doug Krause	President
0001665160-17-000351	1	Filmio, Inc.	Ian LeWinter	President
0001670254-17-000234	1	Popshots LLC	Harley Bauer	Co-Founder
0001670254-17-000233	1	Balanced Software, Inc.	Richard Burton	Chief Executive Officer
0001517560-17-000006	1	Geostellar, Inc.	David Levine	President and Chief Executive Officer
0001713789-17-000002	1	Rustik 77, LLC	/s/ Frantz Metellus	CEO
0001670254-17-000232	1	Minds Inc.	Bill Ottman	CEO
0001670254-17-000230	1	Hopster's LLC	Lee Cooper	Founder
0001665160-17-000349	1	MUMO	Jean-Marc Touch	President and Director
0001669191-17-000112	1	Involved, Inc.	Jacob Dansey	Principal Executive Officer
0001713167-17-000004	1	French Morning Media Group Inc	Emmanuel Saint-Martin	CEO
0001713167-17-000003	1	French Morning Media Group Inc	Emmanuel Saint-Martin	CEO
0001713167-17-000001	1	French Morning Media Group Inc	Emmanuel Saint-Martin	CEO
0001669191-17-000110	1	Involved, Inc.	Jacob Dansey	Principal Executive Officer
0001710938-17-000003	1	Franklin and Cortlandt Vinyl LLC	Dan Yashiv	Managing Member
0001710619-17-000002	1	Modamily Inc.	Ivan Fatovic	Founder and CEO
0001644600-17-000152	1	CHRGR Inc.	John Mullin	CEO
0001665160-17-000346	1	Bike Friday	Alan Scholz	CEO, Principal Financial Officer and Principal Accounting Officer
0001625242-17-000019	1	SecurShade INC	Gordon Clements	Presidnet
0001687688-17-000007	1	Your Active World Holdings, Inc.	Elizabeth Bambach	CEO
0001665160-17-000340	1	MockOut	Michael McKeon	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-17-000229	1	Rental Marketplace, LLC	Elias Chavando	President & CEO
0001670254-17-000227	1	Lizzy and Hae, LLC	Lizzy Boelter	Chef & Owner
0001680729-17-000006	1	Arbit, Inc.	Alex Bullington	Co-Founder and CEO
0001708151-17-000001	1	Uni-Boil MP Inc.	Wai Lun Pun	Chief Operating Officer
0001665160-17-000338	1	Gab Al Inc	Andrew Torba	Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001680729-17-000005	1	Arbit, Inc.	Alex Bullington	Co-Founder and CEO
0001670254-17-000226	1	FAFCO, INC.	Robert Leckinger	President & CEO
0001665160-17-000337	1	Spendwith, Corp.	C. Jibril Sulaiman II	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-17-000224	1	I-PASS Patient Safety Institute, Inc.	Scott Pitt	Chief Financial Officer
0001669191-17-000108	1	Involved, Inc.	Jacob Dansey	Principal Executive Officer
0001680729-17-000004	1	Arbit, Inc.	Alex Bullington	Co-Founder and CEO
0001712427-17-000003	1	Kookaburra Sustainable Solutions Inc	/s/ Michael Schieck	CEO
0001680729-17-000002	1	Arbit, Inc.	Alex Bullington	Co-Founder and CEO
0001665160-17-000336	1	Storiad, Inc.	Ramzi Hajj	President, CEO
0001699213-17-000003	1	Peli Peli Austin, LLC	Michael Tran	Chief Executive Officer
0001669191-17-000106	1	Split Mountain Productions Inc	Gray Frederickson	Principal Executive Officer
0001670254-17-000222	1	One Technologies, Inc.	William Bonhorst	Co-Founder
0001706950-17-000008	1	Bravo Bunny, LLC	/s/Myhcal Simka	Chairman and CEO
0001644600-17-000150	1	Level Therapy General Corp	Dan Miller	Chief Executive Officer
0001644600-17-000148	1	Flickswitch LLC	David Vatz	Chief Financial Officer
0001702419-17-000004	1	GoSun Inc.	Patrick Sherwin	Chief Executive Officer
0001702419-17-000003	1	Tier5International, Inc.	Jamasen Rodriguez	Chief Executive Officer
0001665160-17-000335	1	Shark Wheel LLC	Zack Fleishman	Principal Executive Officer and Director, Principal Financial Officer and Controller
0001702939-17-000005	1	Ondello, Inc.	Mark Hadfield	CEO
0001670254-17-000219	1	Balanced Software, Inc.	Richard Burton	CEO
0001669191-17-000104	1	Caylent, Inc.	Joseph La Torre	Principal Executive Officer
0001669191-17-000102	1	SpaceoutVR, Inc.	V Owen  Bush	Principal Executive Officer
0001669191-17-000101	1	chronability, inc	Nizar Taki MD	Principal Executive Officer
0001665160-17-000333	1	JUDOBABY INC.	Dan Mueller	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-17-000100	1	Rapunzl Investments, LLC	Brian Curcio	Principal Executive Officer
0001665160-17-000331	1	Next Future Transportation Inc.	Tommaso Gecchelin	CTO
0001665160-17-000330	1	GRACEDBYGRIT	Kimberly Caccavo	Founder and CEO
0001665160-17-000329	1	Mi Ola, Inc	Helena Fogarty	CEO and Founder
0001704091-17-000004	1	360913 S Saratoga LLC	Jonathan Tate	Member
0001670254-17-000218	1	WhiteClouds Inc.	Jerry Ropelato	Chief Executive Officer
0001665160-17-000328	1	GeoOrbital Inc.	Michael Burtov	Chief Executive Officer
0001706024-17-000005	1	GoSun Inc.	Patrick Sherwin	Chief Executive Officer
0001665160-17-000327	1	Niveau Brands, Inc.	Elliott Johnson	CEO
0001670254-17-000214	1	ZipZap, Inc.	Alan Safahi	CEO
0001665160-17-000325	1	Spendwith	C. Jibril Sulaiman II	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-17-000213	1	Powur, PBC	Andrew Wilson	CFO
0001665160-17-000321	1	Keezel	Aike Muller	Principal Executive Officer and President
0001706939-17-000004	1	kulaBrands, Inc.	Peter Gantner	President
0001674439-17-000008	1	NextRX Inc.	Ralf-Rainer von Albedyhll	CEO
0001669191-17-000098	1	Rapunzl Investments, LLC	Brian Curcio	Principal Executive Officer
0001711875-17-000001	1	Jetpack, Inc.	Fatima Dicko	President and CEO
0001557286-17-000010	1	Napa Valley Limoncello Co, LLC	Arthur Hartunian	Managing Member, Master Spirits Maker
0001605652-17-000005	1	NestGSV, Inc.	Marlon Evans	Chief Executive Officer
0001708142-17-000007	1	Ironclad Distillery, Inc.	Stephen King	President
0001665160-17-000318	1	N-Gen Technologies	Alan Holsapple	Principal Financial Officer and Principal Accounting Officer
0001691935-17-000003	1	Princeton Audio, LLC	/s/Michael Pelland	CEO
0001605652-17-000004	1	NestGSV, Inc.	Marlon Evans	Chief Executive Officer
0001674199-17-000004	1	Palmia Corp	Robert Nathanson	CEO
0001670254-17-000212	1	Sam Lee Laundry LLC	David Gluck	Producer & General Manager
0001644600-17-000145	1	CentSai Inc.	Arindam Nag	CEO
0001674199-17-000003	1	Palmia Corp	Robert Nathanson	CEO
0001670254-17-000211	1	Ridgemont Outfitters, Inc.	Alex Hall	CEO
0001670254-17-000210	1	Scrap Connection, Inc.	Chris Yerbey	Founder & CEO
0001704205-17-000012	1	Ideal Conceal, Inc.	Kirk Kjellberg	CEO
0001704205-17-000011	1	Ideal Conceal, Inc.	Kirk Kjellberg	CEO
0001605652-17-000003	1	NestGSV, Inc.	Marlon Evans	Chief Executive Officer
0001669191-17-000094	1	Zelgor Inc	John Fanning Jr	Principal Executive Officer
0001670254-17-000208	1	BLAZnTECH, Inc.	Benjamin Bondar	CEO & Founder
0001665160-17-000311	1	BOXX	Eric Vaughn Meyers	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer, Founder
0001706939-17-000003	1	kulaBrands, Inc.	Peter Gantner	President
0001711471-17-000004	1	YeKim LLC	Martez Malone	Managing Member
0001665160-17-000303	1	MedAnswers	Alice Crisci	Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001665160-17-000306	1	Print the Future	Neil Patel	Chief Executive Officer, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-17-000206	1	MySwimPro, Inc.	Fares Ksebati	CEO
0001710332-17-000001	1	Duralogic USA, LLC	Bryce Fisher	CEO
0001644600-17-000143	1	CHRGR Inc.	John Mullin	CEO
0001665160-17-000297	1	OPER	David Laiderman	Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer
0001670254-17-000203	1	BOARDWALK HOSPITALITY INC.	Mike Meader	Co-Founder/President
0001665160-17-000300	1	Go Fish Marketplace	Joseph M. Baliva	Principal Executive Officer and Director, Principal Financial Officer Principal Accounting Officer
0001670254-17-000202	1	That Christmas Movie LLC	David Willis	Director / Writer / Producer
0001712427-17-000001	1	Kookaburra Sustainable Solutions Inc	/s/ Mike Schieck	CEO
0001665160-17-000291	1	SPARE	Dontra Hughes	Principal Executive Officer and Director, Principal Accounting Officer, Principal Financial Officer
0001670254-17-000200	1	Legion M Entertainment, Inc.	Jeff Annison	President
0001706977-17-000003	1	Snowledge Corporation	Alfred Lee	Co-Founder and COO
0001665160-17-000288	1	SEATXCHANGE	Amir Amini	Principal Executive Officer and Director, Principal Accounting Officer and Director
0001670254-17-000199	1	Neurohacker Collective, LLC	Jordan Greenhall	CEO
0001665160-17-000283	1	Nutripy	Jeffrey Moore	Principal Executive Officer and Director, and Principal Financial Officer
0001665160-17-000280	1	Shark Wheel	Zack Fleishman	Chief Operating Officer, Principal Executive Officer and Director, Principal Financial Officer and Controller
0001670254-17-000196	1	Exodo Spirits International Corp.	Juan Carlos Hector	CEO
0001710938-17-000001	1	Franklin and Cortlandt Vinyl LLC	Dan Yashiv	Managing Member
0001711429-17-000001	1	Three Little Stooges Productions LLC	Earl Benjamin	President, CEO at C3 Entertainment Inc.
0001557286-17-000009	1	Napa Valley Limoncello Co, LLC	Arthur Hartunian	Managing Member, Master Spirits Maker
0001708725-17-000004	1	Chirrp, Inc.	Mallesh Murugesan	CEO & CO-Founder
0001710903-17-000001	1	The Light Phone Inc.	Joseph Hollier	President
0001706977-17-000001	1	Snowledge Corporation	Alfred Lee	Co-Founder and COO
0001711471-17-000003	1	YEKIM LLC	Martez Malone	Managing Member
0001705130-17-000004	1	FETCHFIND, LLC	Jamie Migdal	CEO
0001665160-17-000276	1	AnJeDa Fitness, Inc.	Angela Lee	CEO and Co Founder
0001665160-17-000275	1	SlideBelts Inc.	Brig Taylor	Founder and CEO
0001665160-17-000274	1	Zoi, Inc.	Bryan Lorden	CEO
0001665160-17-000273	1	Zoi, Inc.	Bryan Lorden	CEO
0001665160-17-000272	1	That Christmas Movie LLC	Jay Kogen	Executive Producer
0001665872-17-000002	1	Stanley Grove LLC	Luo Yang	Managing Member
0001695244-17-000006	1	madeBOS, Inc	Martha Hernandez	CEO
0001670254-17-000194	1	Strong Systems Incorporated, LLC	Kym Strong	President
0001695244-17-000005	1	EverMem, Inc	Thomas Reese	Chief Executive Officer; President
0001665160-17-000271	1	Buy Insta Slim, Inc	Eemaan Jalili	CEO and Director
0001705463-17-000002	1	Darling Media, Inc.	Steve Dubbeldam	President
0001694994-17-000011	1	Big Cheese, Inc.	/s/Alfonso J. Cervantes	Executive Chairman
0001670254-17-000192	1	The Rock.com Group, Inc.	Steve Newman	CEO
0001665160-17-000269	1	Baja United Group	Jim Riley	President
0001557286-17-000008	1	Napa Valley Limoncello Co, LLC	Arthur Hartunian	Managing Member, Master Spirits Maker
0001670254-17-000190	1	Epec Holdings, Inc. (f/k/a Epec Biofuels Holdings, Inc.)	Steve Vanechanos	Executive Chairman of the Board
0001665160-17-000264	1	Xcraft Enterprises, LLC	JD Claridge	CEO and Co-Founder
0001711484-17-000001	1	Kriya, Inc	Ravi Vadrevu	Director
0001665160-17-000265	1	WindowMirror	Sean Patrick Fahey	CEO
0001665160-17-000266	1	Zoi, Inc.	Bryan Lorden	CEO
0001701604-17-000006	1	Reimagining The Thing Formerly Known as The Box LLC	David Huth	Partner
0001704250-17-000003	1	Dumpling Bros, LLC	John Kang	Managing Member
0001706031-17-000001	1	Suite 100 Edwards LLC	Ian Tucker	President & Chief Executive Officer
0001704205-17-000006	1	Ideal Conceal, Inc.	Kirk Kjellberg	CEO
0001702939-17-000004	1	Ondello Inc.	Mark Hadfield	CEO
0001711471-17-000001	1	YEKIM LLC	Martez Malone	Managing Member
0001669191-17-000090	1	HUGY INC.	Franz  Almeida	Principal Executive Officer
0001673558-17-000001	1	Auntie April's	april spears	president/ CEO
0001665160-17-000262	1	Gab	Andrew Torba	Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001708142-17-000005	1	Ironclad Distillery, Inc.	Stephen King	President
0001670254-17-000188	1	Grit Grocery, LLC	Dustin Windham	CEO
0001669191-17-000083	1	Sidekick Technologies, Inc.	undefined undefined	Principal Executive Officer
0001669191-17-000082	1	Caylent, Inc.	undefined undefined	Principal Executive Officer
0001708189-17-000003	1	IgnitedStudios Hollywood, LLC	Yu Lun Kao	Co-Founder and Chief Creative Officer
0001665160-17-000256	1	Niveau Brands, Inc.	Elliott Johnson	CEO
0001706950-17-000006	1	Bravo Bunny LLC	Mychal Simka	Sole Manager, CEO, and President
0001708142-17-000004	1	Ironclad Distillery, Inc.	Stephen King	President
0001698596-17-000005	1	JRC Enterprises LLC	Ryan Clark	Manager
0001696199-17-000001	1	Have Not Films	/s/ Erik H. Bernard	CEO
0001694011-17-000004	1	Biopropulsion, LLC	Thom Gambaro	Manager
0001694011-17-000003	1	Gorge Training Facility, LLC	Doug Krause	President
0001665160-17-000255	1	Chores R Us LLC	TARIK KHRIBECH	CEO
0001695656-17-000004	1	Pristine Sun Corp	Troy Helming	CEO
0001656858-17-000004	1	MKG Enterprises Corp.	Marshawn Govan	President, CFO
