ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001788415-19-000001	1	Philip Knight	Owner	2019-09-17
0001665160-19-000936	1	Daniel Rubano	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-17
0001665160-19-000936	2	Lawrence M. Drake II, Ph.D.	Director	2019-09-17
0001784144-19-000002	1	Elisabeth P. Oertle	CEO/Co-Founder	2019-09-17
0001784144-19-000002	2	Desi McAdam	CTO/COO/Co-Founder	2019-09-17
0001785946-19-000002	1	Derek Gilboe	CEO	2019-09-17
0001785946-19-000001	1	Derek Gilboe	CEO	2019-09-16
0001746059-19-000030	1	Margaret Crowley	Owner and Founder	2019-09-16
0001665160-19-000934	1	Chris Outwater	CEO, Principal Executive Officer and Director	2019-09-16
0001665160-19-000934	2	Timothy A. Hylas	Principal Financial Officer and Principal Accounting Officer	2019-09-16
0001785538-19-000001	1	Veronica Ballard	Owner	2019-09-16
0001767242-19-000007	1	/s/ Dave Rothenberg	Chairman, COO	2019-09-16
0001767242-19-000007	2	/s/ Matthew Runeare	CEO	2019-09-16
0001781797-19-000002	2	Larry D Foster	Manager	2019-09-16
0001781797-19-000002	3	Zhong Nick Ren	Manager	2019-09-16
0001781797-19-000002	1	Xinguo Mike Wang	Manager	2019-09-16
0001669191-19-000322	1	Chris Anderson	Principal Executive Officer	2019-09-16
0001669191-19-000322	2	Chris Anderson	Principal Financial Officer	2019-09-16
0001669191-19-000322	6	John Preston	Board Member	2019-09-16
0001669191-19-000322	5	Shad Azimi	Board Member	2019-09-16
0001669191-19-000322	7	Roger  Berry	Board Member	2019-09-16
0001669191-19-000322	3	Chris Anderson	Principal Accounting Officer	2019-09-16
0001669191-19-000322	4	Chris Anderson	Board Member	2019-09-16
0001670254-19-000515	1	Matthew Hough	President	2019-09-11
0001670254-19-000521	1	Alexander Jones	VP Administration	2019-09-12
0001670254-19-000521	2	Jehanne Elabed	Vice-President	2019-09-12
0001670254-19-000521	3	Fred Schlomka	Co-Founder   Managing Partner	2019-09-11
0001670254-19-000518	1	Sebastian Gomez Puerto	CEO & Founder	2019-09-11
0001783268-19-000002	1	Monica Grays	Owner	2019-09-13
0001746059-19-000029	1	Matthew Kaplan	Founder & CEO	2019-09-13
0001665160-19-000932	1	Diana Sabacinski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-13
0001665160-19-000931	1	Darius Grandberry	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-09-13
0001780431-19-000003	1	Lee Danna by Sean Fuellhart POA	President	2019-09-13
0001779118-19-000003	1	Jordan Mayerson	Co-Founder & CEO, Director	2019-09-12
0001779118-19-000003	2	Nikolas Schreiber	Co-Founder & CTO, Director	2019-09-12
0001782749-19-000001	1	/s/Amit Kothari	Director, CEO, President, Secretary	2019-09-12
0001782749-19-000001	2	/s/Pravina Pindoria	Director, Chief Operating Officer	2019-09-12
0001665160-19-000930	1	Ryan Raya	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-12
0001665160-19-000930	2	Tamir Nitzan	Director	2019-09-12
0001755767-19-000001	1	Al Mughairy by Sean Fuellhart POA	CEO	2019-09-12
0001665160-19-000928	1	Carder Starr	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-09-12
0001669191-19-000319	1	Claude Harris	Principal Executive Officer	2019-09-12
0001669191-19-000319	2	Claude Harris	Principal Financial Officer	2019-09-12
0001669191-19-000319	3	Claude Harris	Principal Accounting Officer	2019-09-12
0001669191-19-000319	4	Claude Harris	Board Member	2019-09-12
0001670254-19-000510	1	Skinner Myers	Writer/Director	2019-09-04
0001665160-19-000927	1	Paris Smalls	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-11
0001775794-19-000002	1	Adam Steven Fogerson	Senior Partner	2019-09-11
0001665160-19-000926	1	Sheri Atwood	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-11
0001670254-19-000508	1	Esther Kibreab	co-CEO	2019-09-06
0001670254-19-000508	2	Kevin Shaw	co-CEO	2019-09-06
0001787138-19-000001	1	Jonathan Schultz	Founder & CEO	2019-09-11
0001665160-19-000925	1	Bill Besselman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-10
0001783556-19-000002	1	Terry Jones	Chief Executive Officer	2019-09-10
0001756122-19-000002	1	Librado Cerda Jr	President	2019-09-10
0001775091-19-000005	1	Willard Jackson	CEO	2019-09-10
0001731736-19-000003	2	Bosco Kante	CEO	2019-09-10
0001731736-19-000003	1	Maya Kante	CMO	2019-09-10
0001783698-19-000002	1	Kelly Kozak	Owner	2019-09-09
0001665160-19-000921	1	David Waldorf	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-09
0001665160-19-000920	1	Mike Azzarello	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-09
0001665160-19-000920	4	Ray Gedert	Director	2019-09-09
0001665160-19-000920	3	George LeBeau	Director	2019-09-09
0001665160-19-000920	2	Bruce Sawhill, PhD	CTO and Director	2019-09-09
0001670254-19-000505	1	George Schwartz	Chairman	2019-09-06
0001665160-19-000919	1	David Schick	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-06
0001670254-19-000505	4	Marc Van Valen	Cofounder and COO	2019-09-05
0001670254-19-000505	3	Marc Van Valen	Cofounder and COO	2019-09-06
0001670254-19-000505	2	Kenneth D'Amato	CEO	2019-09-06
0001729668-19-000001	3	Kristin Demko	Director, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-09-06
0001729668-19-000001	2	Scott DeGraeve	COO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-09-06
0001729668-19-000001	1	Michael Demko	CEO, director, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-09-06
0001774075-19-000007	2	Jeremy Gamble	Director	2019-09-06
0001774075-19-000007	3	Randall Lee McGill	Director	2019-09-06
0001774075-19-000007	1	Fred McGill	Director	2019-09-06
0001787023-19-000001	1	Stephanie Bryan	CEO	2019-09-06
0001773290-19-000002	1	John Cascarano	principal executive officer, principal financial officer, controller, and majority of the board of directors	2019-09-06
0001666102-19-000020	1	Edward Armstrong	CEO	2019-09-06
0001665160-19-000917	1	Eric Ralls	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-04
0001765395-19-000003	2	Shahin Naghavi	Member	2019-09-06
0001765395-19-000003	1	Daniel Ampuero	Member	2019-09-06
0001670254-19-000501	1	Sarah Buxbaum	Founder & CEO	2019-09-04
0001785146-19-000002	2	Bruce Brookshire	CTO	2019-09-06
0001785146-19-000002	1	Carson Ward	CEO	2019-09-06
0001750513-19-000004	1	Sean Kanter	Owner Operator	2019-09-06
0001670254-19-000498	2	Ravi Koltur	CTO	2019-09-05
0001670254-19-000498	3	Ed Abdel-Malak	Co-Founder & CEO	2019-09-05
0001670254-19-000498	1	michael hudak	COO	2019-09-05
0001665160-19-000916	1	Luka Fajs	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-06
0001665160-19-000916	2	Robert S. Marks	Director, Secretary	2019-09-06
0001781797-19-000001	3	Zhong Nick Ren	Manager	2019-09-06
0001781797-19-000001	1	Xinguo Mike Wang	CEO	2019-09-06
0001781797-19-000001	2	Larry Foster	Manager	2019-09-06
0001767272-19-000003	1	Michael Brown	Chief Executive Officer, Chief Financial Officer and sole Director	2019-09-06
0001668287-19-000046	1	Michael Ray Eamotte	Owner	2019-09-05
0001665160-19-000914	1	Peter Budlong	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-05
0001668287-19-000044	1	Mark Kreitzman	Managing Director	2019-09-05
0001777935-19-000001	1	Marcus Davis	President	2019-09-05
0001777935-19-000001	2	Melvinie Davis	Chief Financial Officer	2019-09-05
0001665160-19-000912	1	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary, and Principal Accounting Officer	2019-09-05
0001665160-19-000911	1	Vitaly Khusidman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-05
0001665160-19-000910	1	Giovanni Austin	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2019-09-05
0001668287-19-000041	1	Andrew Bennett	CEO	2019-09-05
0001669191-19-000316	1	Charles Zwebner	Board of Directors	2019-08-05
0001783015-19-000001	2	Nazim Deniz Kalashoglu	Board Member	2019-09-04
0001783015-19-000001	1	Kerem Ozkan	Board Member	2019-09-04
0001665160-19-000908	1	David Waldorf	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-04
0001669191-19-000315	5	Tiffany Nguyen	Board Member	2019-09-04
0001669191-19-000315	6	Kimberly Nguyen	Board Member	2019-09-04
0001669191-19-000315	1	Kimberly Nguyen	Principal Executive Officer	2019-09-04
0001669191-19-000315	4	Steve Nguyen	Board Member	2019-09-04
0001669191-19-000315	2	Kimberly Nguyen	Principal Financial Officer	2019-09-04
0001669191-19-000315	3	Kimberly Nguyen	Principal Accounting Officer	2019-09-04
0001554477-19-000003	1	Jared Augustine	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-09-04
0001554477-19-000003	3	Mark Gerson	Co-Chairman, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-09-04
0001554477-19-000003	2	Atiim Kiambu Tiki Barber	Co-Chairman, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-09-04
0001777204-19-000001	1	Siqi Mou	Chief Executive Officer and sole Director	2019-09-04
0001668287-19-000038	1	Ron Stamp	Owner	2019-09-04
0001668287-19-000037	1	David Colella	Owner	2019-09-04
0001668287-19-000036	1	Mark Hayes	Owner	2019-09-04
0001668287-19-000035	1	Joshua Harrison	Owner	2019-09-04
0001669191-19-000313	4	Bradley Heimowitz	Board Member	2019-09-04
0001669191-19-000313	2	Bradley Heimowitz	Principal Financial Officer	2019-09-04
0001669191-19-000313	1	Bradley Heimowitz	Principal Executive Officer	2019-09-04
0001669191-19-000313	3	Bradley Heimowitz	Principal Accounting Officer	2019-09-04
0001702784-19-000006	1	John Mullin	CEO, President & Director	2019-09-03
0001702784-19-000006	2	Evan Madden-Peister	CFO	2019-09-03
0001774156-19-000011	1	/s/ Peter Ghiorse	Co-Founder / CEO	2019-09-03
0001774046-19-000002	3	Kyle Backer	Director	2019-09-03
0001774046-19-000002	2	Toni McCarty	Chief Financial Officer	2019-09-03
0001774046-19-000002	1	Tracey Suppo	Chief Executive Officer, President and Director	2019-09-03
0001665160-19-000904	1	Emmanuel Umoh	CEO, Principal Executive Officer and Director,Principal Financial Officer and Principal Accounting Officer	2019-09-03
0001676476-19-000002	1	Walid Abdul-Wahab	principal executive officer, principal financial officer, principal accounting officer and director	2019-09-03
0001665160-19-000903	1	JD Claridge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-03
0001665160-19-000901	1	Anthony C. Materna	Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer and Director	2019-09-03
0001665160-19-000901	2	Andrea Morara	President and Director	2019-09-03
0001665160-19-000900	1	Mohammed Diallo	CEO, Principal Executive Officer, and Director	2019-09-03
0001665160-19-000900	2	Ibrahima Diallo	COO, Principal Financial Officer, and Principal Accounting Officer	2019-09-03
0001665160-19-000900	3	Mohammed Diallo	CEO, Principal Executive Officer, and Director	2019-09-03
0001665160-19-000899	1	JD Claridge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-03
0001665160-19-000898	2	Friso Schmid	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-09-03
0001665160-19-000898	1	Aike Muller	Principal Executive Officer and President	2019-09-03
0001665160-19-000898	3	Aike Muller	Principal Executive Officer and President	2019-09-03
0001669191-19-000311	3	Bradley Heimowitz	Principal Accounting Officer	2019-09-03
0001669191-19-000311	4	Bradley Heimowitz	Board Member	2019-09-03
0001669191-19-000311	2	Bradley Heimowitz	Principal Financial Officer	2019-09-03
0001669191-19-000311	1	Bradley Heimowitz	Principal Executive Officer	2019-09-03
0001670254-19-000496	2	George Tootle	VP of National Sales & Marketing Rep	2019-08-29
0001670254-19-000496	3	Vanessa Braxton	CEO & President	2019-08-29
0001670254-19-000496	1	Sheila R. W. Copeland	Vice President of Government Sales and Licensing Compliance	2019-08-29
0001665160-19-000897	2	Remy J Sedlmayr	Principal Accounting Officer	2019-08-30
0001665160-19-000897	1	Steven R Sedlmayr	CEO, Principal Executive Officer and Director and Principal Financial Officer	2019-08-30
0001670254-19-000493	1	Edward Cruz	Founder and CEO	2019-08-29
0001665160-19-000896	1	Richard Marino	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-08-30
0001665160-19-000895	1	Randall Jones	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-08-30
0001776945-19-000003	1	Jason Andaya	Chairman	2019-08-30
0001776774-19-000003	1	John-Roveen Abante	Manager	2019-08-30
0001776774-19-000003	2	Giovan Cuchapin	Manager	2019-08-30
0001776774-19-000003	3	Mark Pascual	Manager	2019-08-30
0001665160-19-000894	2	Zeenat William	Principal Financial Officer and Principal Accounting Officer	2019-08-30
0001665160-19-000894	1	Maya Parbhoe	CEO, Principal Executive Officer and Director	2019-08-30
0001665160-19-000893	1	Yogesh Sharma	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2019-08-30
0001665160-19-000892	1	Peter J. Tezza II	CEO, Principal Executive Officer and Director	2019-08-30
0001665160-19-000892	2	Laura L. Tezza	Director of Operations, Principle Financial Officer and Director and Principal Accounting Officer	2019-08-30
0001670254-19-000492	1	Cory McKane	CEO/Founder	2019-08-28
0001665160-19-000891	1	J. Garrett Green	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-08-30
0001665160-19-000890	1	Lynn Rolle	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-08-30
0001652039-19-000003	1	Brian Gannon	principal executive officer, principal financial officer, principal accounting officer and director	2019-08-30
0001746059-19-000028	1	Kelly Partridge	Owner	2019-08-29
0001746059-19-000027	1	EMMETT SOLDATI	FOUNDER	2019-08-29
0001713167-19-000007	1	Emmanuel Saint-Martin	CEO	2019-08-29
0001668287-19-000030	1	Emil Reynolds	Managing Member	2019-08-29
0001746059-19-000026	1	Todd Snopkowski	Owner and Founder	2019-08-29
0001746059-19-000025	1	Landen Stacy	Owner and Founder	2019-08-29
0001785072-19-000002	1	Jason Philips	Treasurer	2019-08-29
0001669191-19-000309	4	Bradley Heimowitz	Board Member	2019-08-29
0001669191-19-000309	3	Bradley Heimowitz	Principal Accounting Officer	2019-06-21
0001669191-19-000309	1	Bradley Heimowitz	Principal Executive Officer	2019-08-29
0001669191-19-000309	2	Bradley Heimowitz	Principal Financial Officer	2019-06-21
0001669191-19-000307	2	Chris Anderson	Principal Financial Officer	2019-08-29
0001669191-19-000307	3	Chris Anderson	Principal Accounting Officer	2019-08-29
0001669191-19-000307	4	Chris Anderson	Board Member	2019-08-29
0001669191-19-000307	5	Shad Azimi	Board Member	2019-08-29
0001669191-19-000307	6	John Preston	Board Member	2019-08-29
0001669191-19-000307	1	Chris Anderson	Principal Executive Officer	2019-08-29
0001669191-19-000307	7	Roger  Berry	Board Member	2019-08-29
0001785244-19-000003	3	Patrick Pham	Manager	2019-08-28
0001785244-19-000003	2	Clinton Short	Manager	2019-08-28
0001785244-19-000003	1	Andrew Lin	Manager	2019-08-28
0001665160-19-000888	1	Zane Lamprey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-08-28
0001785244-19-000003	4	Seong Lee	Manager	2019-08-28
0001746059-19-000024	1	Ivy Lawson	CEO	2019-08-28
0001670254-19-000488	2	Chris Yerbey	Founder & CEO	2019-08-28
0001670254-19-000488	4	Chris Yerbey	Founder & CEO	2019-08-26
0001670254-19-000488	3	Ashwani Dutt	Director	2019-08-26
0001670254-19-000488	1	Ashwani Dutt	Director	2019-08-28
0001767357-19-000004	1	Ed Glicken	CEO	2019-08-28
0001665160-19-000886	1	Don Bielak	CEO, Principal Executive Officer and Manager,Principal Financial Officer and Principal Accounting Officer	2019-08-28
0001785979-19-000001	1	Vincent Mbuvi	CEO	2019-08-28
0001665160-19-000885	1	David Chasasen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-08-28
