ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001496634-19-000003	1		Add reviewed financials. Increase Maximum Offering Amount to $1,070,000. Extend deadline to reach the target offering amount to November 22, 2019.	Private Health Management, Inc.	Corporation		CA	2007-03-09	9200 SUNSET BLVD., SUITE 110		LOS ANGELES	CA	90069	https://www.privatehealth.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001783128-19-000001	0			EPILOG IMAGING SYSTEMS INC.	Corporation		DE	2010-06-28	75 E SANTA CLARA STREET	SUITE 600	SAN JOSE	CA	92198	www.epilog.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001668287-19-000056	1		to extend offering deadline date to July 8, 2020, change ownership percentage being offered, change company website, and change in date that investors can expect a return	Elastico Tequila Grille Co	Corporation		MO	2018-12-17	11801 Pierce Street		Riverside	CA	92505	elasticospirits.com	Razitall Inc	0001668287	007-00026	
0001728664-19-000007	0			Orthogonal Thinker Inc.	Corporation		DE	2016-12-20	1215 SOUTH KIHEI RD. #424		KIHEI	HI	96753	https://www.orthogonalthinker.com/				
0001668287-19-000053	0			The OmniPad Company, LLC	Limited Liability Company		FL	2017-01-05	1415 East Piedmont Drive		Tallahassee	FL	32308	OmniPad.com	Razitall Inc	0001668287	007-00026	
0001774041-19-000004	1		"The Form C is hereby amended to extend the offering deadline, provide additional information regarding the issuer's liquidity and correct a typo in the ""Securities"" description."	JUMPSTART INSURANCE SOLUTIONS, INC.	Corporation		CA	2015-11-04	344 THOMAS L BERKLEY WAY		OAKLAND	CA	94612	https://www.jumpstartrecovery.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001670254-19-000550	0			Participant Assistive Products	Other	Public Benefit Corporation	CA	2018-03-18	2999 California Street Apt 46		San Francisco	CA	94115	http://www.participant.life	Wefunder Portal LLC	0001670254	007-00033	283503
0001789467-19-000001	0			Inner City Opportunity Zone LLC	Limited Liability Company		FL	2019-08-22	800 VILLAGE SQUARE CROSSING STE 334		PALM BEACH GARDENS	FL	33410	www.icopportunityz.com	truCrowd, Inc	0001667145	007-00015	283063
0001665160-19-000960	0			ChalkBites, Inc.	Corporation		DE	2014-10-15	5200 30th St SW		Davenport	IA	52802-3039	www.ChalkBites.com	StartEngine Capital, LLC	0001665160	007-00007	
0001765252-19-000005	0		Extended the closing date of the offering to November 30th, 2019	QWIKLEAF LLC	Limited Liability Company		MI	2018-03-16	3320 SPINNAKER LN	5B	DETROIT	MI	48207	www.qwikleaf.com	truCrowd, Inc	0001667145	007-00015	283063
0001670254-19-000547	0			TurboPass Corporation	Corporation		DE	2018-06-19	2110 W Slaughter Ln		Austin	TX	78748	http://www.nostips.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001778950-19-000003	1		Target offering amount is being reduced from $15k to $10k. Offering deadline is being extended to 11/24/19. Added risk factors #16 and #17. Updated use of proceeds for the first $10k. Updated pitch deck.	SHOWDEO, INC	Other	PUBLIC BENEFIT CORPORATION	DE	2019-01-08	56B 5TH STREET LOT 1 #3087		CARMEL BY THE SEA	CA	93921	http:/showdeo.com/	MiTec, PBC	0001690300	007-00133	292759
0001746059-19-000038	0			CAS Confectionery LLC	Limited Liability Company		MA	2019-09-12	1511 LEAFCREST LANE	#104	NORTH CHESTERFIELD	VA	23235	https://www.facebook.com/claudiasbakeshoprva/	MainVest, Inc.	0001746059	007-00162	
0001781842-19-000002	0		Update the Major Purchaser Threshold from $50,000 to $100,000	Lenmo Inc.	Corporation		DE	2018-02-02	1111 BROADWAY	SUITE 300	OAKLAND	CA	94607	https://www.golenmo.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001746059-19-000037	0	At the close of the offering, the issuer closed on $41,590.90 and 12,305 number of securities.		New Haven Community Solar, LLC	Limited Liability Company		CT	2018-07-05	1429 PARK ST.	NUMBER 114	HARTFORD	CT	06106	https://www.newhavencommunitysolar.com	MainVest, Inc.	0001746059	007-00162	
0001785538-19-000002	0			Brian Giniewski LLC	Limited Liability Company		PA	2016-03-18	210 LOCUST ST	APT 14E	PHILADELPHIA	PA	19106	https://www.brianginiewski.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001781842-19-000001	0			Lenmo Inc.	Corporation		DE	2018-02-02	1111 BROADWAY	SUITE 300	OAKLAND	CA	94607	https://www.golenmo.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001668287-19-000051	1		to extend offering deadline date to July 6, 2020	Zamii Clean USA Carpet and Upholstery Cleaning Corp.	Corporation		DE	2018-05-14	One South Church Avenue		Tucson	AZ	85701-1630	zamiiclean.com/	Razitall Inc	0001668287	007-00026	
0001788935-19-000001	0			Green Valley Affiliates, Inc.	Corporation		NV	2018-02-08	2764 N GREEN VALLEY PARKWAY	Suite #345	Henderson	NV	89014	www.cannabiscope.com	MicroVentures Marketplace Inc.	0001478147	008-68458	152513
0001746059-19-000036	0			Deep Cuts LLC	Limited Liability Company		MA	2019-09-18	583 MAIN ST		MEDFORD	MA	02155	http://www.deepcuts.rocks/	MainVest, Inc.	0001746059	007-00162	
0001736388-19-000009	0	The Offering closed successfully on 09/25/2019, having received investment commitments of $435,000.		R3 Printing, Inc.	Corporation		DE	2018-03-12	29-10 THOMSON AVE. 7TH FLOOR, SUITE 25		LONG ISLAND CITY	NY	11101	https://r3printing.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001669191-19-000337	0		issuer extended offering deadline.	Guru.Club LLC	Limited Liability Company		DE	2017-07-26	51 Melcher St.		Boston	MA	02210	www.guru.club	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001660945-19-000003	0			Everytable, PBC	Corporation		DE	2015-10-14	230 W AVENUE 26		LOS ANGELES	CA	90031	https://www.everytable.com/				
0001776217-19-000003	0	The issuer raised approximately $263,074 during the offering period. Payment are still being processed; the exact amount has yet to be determined.		DirecTech Labs, Inc.	Corporation		DE	2016-04-26	2392 DEWEY ST.		SANTA MONICA	CA	90405	https://www.directechlabs.com/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001778006-19-000004	1		Extending offering deadline. Lowering minimum investment amount.	Weeds Never Sleep LLC	Limited Liability Company		OR	2015-08-20	238 SE 63RD AVE		PORTLAND	OR	97215	www.hotzot.biz	truCrowd, Inc	0001667145	007-00015	283063
0001665160-19-000958	1		Issuer is extending the length of their campaign by 60 days.	WaterRR, Inc	Corporation		DE	2018-12-10	10052 FLOATING ISLAND WAY		SHEPHERD	MT	59079	www.waterrr.co	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-19-000543	0	The final number is $53,107.31 in investments.		The OmniPad Company, LLC	Limited Liability Company		FL	2017-01-30	1485 Veterans Blvd.		Redwood City	CA	94063	http://www.OmniPad.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-19-000538	0			Hobbydb Corp	Corporation		DE	2013-09-30	2405 Broadway St		Boulder	CO	80304	https://www.hobbydb.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001773714-19-000004	0		Extending offering close date to November 30, 2019.	Core State Holdings Corp	Corporation		WY	2019-03-15	30 N GOULD ST STE R		SHERIDAN	WY	82801	corestateholdings.com	truCrowd, Inc	0001667145	007-00015	283063
0001782075-19-000007	0		The Form C is hereby amended to include previously referenced to language concerning intermediate closes for the purposes of clarity.	WeLivv Inc.	Corporation		DE	2016-04-15	417 5TH AVENUE		NEW YORK	NY	10016	http://www.welivv.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-19-000957	0		Updating Campaign Page	BREAKING NORMAL, INC.	Corporation		DE	2018-03-19	3808 Tower View Ct		Austin	TX	78723	http://breakingnormal.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-19-000335	0	End of offering. Issuer closed its offering with estimated gross proceeds of $16,766. The foregoing is in regard only to the amount raised under the Section 4(a)(6) exemption.		FANview Sports Inc.	Corporation		CA	2017-10-04	412 N Oakhurst Drive	#100	Beverly Hills	CA	90210	www.playfanview.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001733855-19-000002	0			Future Labs III, Inc.	Corporation		DE	2017-12-04	1134 11TH STREET, SUITE 101		SANTA MONICA	CA	90403	www.hitchrobotics.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001713167-19-000008	0	Closing Crowdfunding campaign.		French Morning Media Group Inc	Corporation		DE	2017-07-21	27 WEST 20TH STREET	SUITE 800	NEW YORK	NY	10011	frenchmorning.com	MICROVENTURE MARKETPLACE INC.	0001478147	008-68458	000152513
0001746059-19-000035	1		Issuer is making the following changes: (1) extending the deadline to 11/6/2019, (2) lowering the target amount to $30,000, adjusting the (3) use of capital and the (4) revenue percentage share to align with the revised target amount.	Merrimack Ales, LLC	Limited Liability Company		MA	2014-01-16	61 TENNEY RD		WESTFORD	MA	01886	http://merrimackales.com/	MainVest, Inc.	0001746059	007-00162	298384
0001665160-19-000955	0	Adjustment to the initial Form C-U filing of 04/30/2018. At the close of the offering, the issuer closed on $28,943.33 and 43,317 number of securities.		Seam Tech, Inc	Corporation		CA	2017-02-23	4937 TEMPLETON STREET		LOS ANGELES	CA	90032	www.seamla.com	StartEngine Capital, LLC	0001665160	007-00007	
0001702784-19-000007	0	The Offering closed successfully on 09/21/2019, having received investment commitments of $1,070,000.		CHRGR Inc.	Corporation		NY	2006-04-18	142 WEST 57TH STREET		NEW YORK	NY	10003	www.chrgr.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001712549-19-000002	0			Goods Unite Us, Inc.	Corporation		DE	2017-05-05	1201 SHOREWOOD BLVD		MADISON	WI	53705	https://www.goodsuniteus.com/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001722152-19-000002	0			NPTA Spirits	Corporation		CA	2014-04-28	170 Park Row	Suite 12a	New York	NY	10038	www.materialvodka.com				
0001665160-19-000954	0			Rian Enterprises, Inc.	Corporation		DE	2019-03-11	4808 Courthouse Street		Williamsburg	VA	23188	www.thehealthjournal.org	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-19-000534	0			Out of the Box Collective, Inc.	Corporation		CA	2010-12-03	954 EAST EDGEWARE ROAD		Los Angeles	CA	90026	http://narrativefood.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-000949	0			Waldorf Trade Risk, LLC														
0001665160-19-000951	0			TriplePulse, Inc.	Corporation		DE	2012-11-15	3103 Neilson Way, Suite D		Santa Monica	CA	90405	trubrain.com	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-19-000530	0			Gravatate, Inc.	Other	Incorporated	DE	2014-03-27	11710 Plaza America Drive Suite 2000		Reston	VA	20190	http://www.gravatate.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001746059-19-000033	0			TheTeSpa LLC	Limited Liability Company		MA	2018-09-13	103 BABSON ST.		MATTAPAN	MA	02126	https://www.thetespa.com/	MainVest, Inc.	0001746059	007-00162	
0001665160-19-000948	1		Issuer is extending the length of their campaign by 60 days.	MyApps Corp, Inc.	Corporation		FL	2015-12-07	801 INTERNATIONAL PARKWAY SUITE 500	SUITE 500	LAKE MARY	FL	32746	https://CallingDr.com	StartEngine Capital, LLC	0001665160	007-00007	
0001786494-19-000002	0		correction to offering statement	Keyla Cooks LLC	Limited Liability Company		PA	2016-09-20	5904 BRYANT ST		PITTSBURGH	PA	15206	https://www.casa-brasil.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001786494-19-000001	0			Keyla Cooks LLC	Limited Liability Company		PA	2016-09-20	5904 BRYANT ST		PITTSBURGH	PA	15206	https://www.casa-brasil.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001670254-19-000527	0			Narrative Company	Corporation		DE	2017-08-31	1671 Belle Isle Ave		Mt. Pleasant	SC	29464	https://www.narrative.org	Wefunder Portal LLC	0001670254	007-00033	283503
0001767272-19-000004	0	The Offering closed successfully on 09/18/2019, having received investment commitments of $307,897, although a final accounting has not taken place.		WIN-WIN APP,INC.	Corporation		DE	2016-01-14	344 20TH STREET		OAKLAND	CA	94612	http://www.trywinwin.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-19-000947	1		updating max funding goal	Phillips Entertainment Group Inc.	Corporation		CA	2019-04-10	1480 Colorado Blvd		Los Angeles	CA	90041	www.soapsoxkids.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000945	1		Issuer is extending the length of their campaign by 60 days.	Dine Inc.	Corporation		DE	2017-06-05	1717 E CARY ST, 1717 INNOVATION CENTER	SUITE 3118	RICHMOND	VA	23223	https://DineGigs.com	StartEngine Capital, LLC	0001665160	007-00007	
0001774858-19-000004	0		Extending offering deadline to December 20, 2019	Project JAM INC.	Corporation		DE	2019-04-12	9701 WILSHIRE BLVD	STE 1000	BEVERLY HILLS	CA	90210	www.projectjam.io	truCrowd, Inc	0001667145	007-00015	283063
0001746059-19-000032	0			Madear's LLC	Limited Liability Company		MA	2016-09-28	175 HANOVER STREET		MANCHESTER	NH	03104	https://madears603.com/	MainVest, Inc.	0001746059	007-00162	
0001665160-19-000943	0			Phillips Entertainment Group Inc.	Corporation		CA	2019-04-10	1480 Colorado Blvd		Los Angeles	CA	90041	www.soapsoxkids.com	StartEngine Capital, LLC	0001665160	007-00007	
0001785115-19-000004	0		Amendment filed to add webinar transcript as Exhibit H.	A Boring Life, Inc.	Corporation		OR	2019-01-01	29830 SE Wheeler Road	29830 SE Wheeler Road	Boring	OR	97009	www.aboringlife.com	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001746059-19-000031	0			Sully's Pro Pizza LLC	Limited Liability Company		MA	2019-08-08	71 JEFFERSON ST.		WINTHROP	MA	02152	https://www.facebook.com/pages/category/Pizza-Place/Sullys-Pro-Pizza-880296825504750/	MainVest, Inc.	0001746059	007-00162	
0001785115-19-000003	0		Amendment filed to add webinar transcript as Exhibit H.	A Boring Life, Inc.	Corporation		OR	2019-01-01	29830 SE Wheeler Road	29830 SE Wheeler Road	Boring	OR	97009	www.aboringlife.com	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001787023-19-000002	0		Included missing language clarifying buyback terms	LEAF & ASH LLC	Limited Liability Company		OK	2019-04-08	17290 MARY ENNIS CIRCLE		CHOCTAW	OK	73020	www.leafandashok.com	truCrowd, Inc	0001667145	007-00015	283063
0001581437-19-000006	0		The minimum investment amount per investor has been decreased from $100 to $50.	DIGITAL DREAM LABS, LLC	Limited Liability Company		PA	2012-07-27	100 SOUTH COMMONS	SUITE 102	PITTSBURGH	PA	15212	https://www.digitaldreamlabs.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-19-000940	0	At the close of the offering, the issuer closed on $1,069,116.87 and 683,418 number of securities.		Mycroft AI Inc.	Corporation		DE	2016-12-29	300 E 39TH STREET	SUITE 4I	KANSAS CITY	MO	64111	www.mycroft.ai	StartEngine Capital, LLC	0001665160	007-00007	
0001788605-19-000001	0			Cherry App, Inc.	Corporation		DE	2017-05-04	3102 OAK LAWN	#109	DALLAS	TX	75219	https://www.downloadcherry.com/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001669191-19-000332	0	End of offering. Issuer closed its offering with estimated gross proceeds of $12,625. The foregoing is in regard only to the amount raised under the Section 4(a)(6) exemption.		PropertyClub, Inc.	Corporation		NY	2018-01-02	25 Broadway, 9th Floor	WeWork, Attn: PropertyClub, Ste 5021	new york	NY	10004	www.propertyclub.nyc	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-19-000330	0		issuer shortened the offering period.	Guru.Club LLC	Limited Liability Company		DE	2017-07-26	51 Melcher St.		Boston	MA	02210	www.guru.club	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-19-000327	0			Raveler Inc	Corporation		MA	2018-03-07	171 Massachusetts Ave		Arlington	MA	02474	www.raveler.io	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001581437-19-000005	0			DIGITAL DREAM LABS, LLC	Limited Liability Company		PA	2012-07-27	100 SOUTH COMMONS	SUITE 102	PITTSBURGH	PA	15212	https://www.digitaldreamlabs.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-19-000938	0			Nannocare Inc.	Corporation		CA	2017-08-25	1340 E 6th St		Los Angeles	CA	90021	www.Nannocare.com	StartEngine Capital, LLC	0001665160	007-00007	
0001788415-19-000001	0			K.B.I. LLC	Limited Liability Company		MI	2015-12-29	14182 MEYERS RD		DETROIT	MI	48227	https://kbiauto.com	Honeycomb Portal LLC	0001705726	007-00119	289015
0001665160-19-000936	0	The amount raised at the time of closing is $21,600.		GroundSwell SPC	Corporation		WA	2017-03-14	1700 MAIN STREET #203	SUITE 203	WASHOUGAL	WA	98671	groundswellworld.com	StartEngine Capital, LLC	0001665160	007-00007	
0001784144-19-000002	0		Amended to include: (i) the explicit terms on which the Company may conduct rolling closings once the minimum investment threshold is met and (ii) notice that the minimum investment amount is subject to adjustment by the Company in its sole discretion.	Nanno, Inc.	Corporation		DE	2016-05-06	1615 CALIFORNIA STREET		DENVER	CO	80202	www.nanno.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001785946-19-000002	0		Change in amount of compensation to be paid to intermediary from 3% to 1.5%.  Updated Offering Statement attached reflecting this amendment.  Amendment is not material as company is still in its pending period.	Lokimox Texas LLC	Limited Liability Company		TX	2017-07-07	PO BOX 263		HOUSTON	TX	77001-0263	www.lokimox.com	Pitch Venture Group LLC	0001736729	007-00153	
0001785946-19-000001	0			Lokimox Texas LLC	Limited Liability Company		TX	2017-07-07	PO BOX 263		HOUSTON	TX	77001-0263	www.lokimox.com	Pitch Venture Group LLC	0001736729	007-00153	
0001746059-19-000030	0	The total amount raised by Issuer in the offering is $25,000. This amount is an addition to the amount outlined in Form CU File number 020-25278.		THIRD CLIFF BAKERY LLC	Limited Liability Company		MA	2019-02-13	14 BEETHOVEN ST		BOSTON	MA	02119	www.thirdcliffbakery.com	MainVest, Inc.	0001746059	007-00162	
0001665160-19-000934	0			Liberty PlugIns, Inc.	Corporation		DE	2009-09-15	1482 East Valley Rd, Ste 329		Santa Barbara	CA	93108	www.libertyaccesstechnologies.com	StartEngine Capital, LLC	0001665160	007-00007	
0001785538-19-000001	0			Twelve27 Salon LLC	Limited Liability Company		PA	2017-06-14	901 PENN AVENUE		PITTSBURGH	PA	15222	https://www.twelve27.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001767242-19-000007	0	$93,445 in investments. Payments still being processed; final number not yet determined.		Mighty Health Inc.	Corporation		DE	2017-06-13	675 HEGENBERGER ROAD, SUITE 120		OAKLAND	CA	94621	www.mightycbd.co	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001781797-19-000002	0		Minor Updates to Financial Statements	Vanmile LLC	Limited Liability Company		NC	2015-11-01	1443 E. 7TH STREET	SUITE 202	CHARLOTTE	NC	28204	https://vanmile.com/	LOCALSTAKE MARKETPLACE LLC	0001544442	008-69063	000162726
0001669191-19-000322	0		issuer extended offering deadline.	Vantem Composite Technologies LLC	Limited Liability Company		DE	2010-11-22	7 Central St, #180	Suite 1100	Arlington	MA	02476	www.vantemglobal.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001670254-19-000521	0			Green Olive Collective Inc.	Corporation		DE	2012-08-27	66 9th street East, Suite 2605		Saint Paul	MN	55101	http://www.greenolivetours.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-19-000515	0			The PMD Crew, LLC	Limited Liability Company		PA	2019-05-28	9989 Parkland Drive		Wexford	PA	15090	http://houghspgh.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-19-000518	0			SunVessel Corp.	Corporation		DE	2017-08-15	78 SW 7th Street, Suite 500		Miami	FL	33130	http://www.sunvessel.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001783268-19-000002	0		Target date extended, 11/12/2019.	2nd Semester Consignment Shop, LLC	Limited Liability Company		OH	2016-08-16	29302 EUCLID AVE		WICKLIFFE	OH	44092	http://www.2ndsemestershop.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001746059-19-000029	1		Issuer is extending the deadline to invest. Issuer is adjusting the target amount for the offering. Issuer adjusted the budget for use of capital to align with revised target amount. Issuer has updated business plan and number of employees.	MOBILE COOKS LLC	Limited Liability Company		MA	2018-09-18	114 UNIVERSITY RD #2		BROOKLINE	MA	02445	https://mobilecooks.com/	MainVest, Inc.	0001746059	007-00162	298384
0001665160-19-000932	1		Issuer is extending the length of their campaign by 60 days.	SanMelix Laboratories, Inc	Corporation		DE	2017-01-13	1150 NORTH 35TH AVENUE SUITE 225	SUITE 225	HOLLYWOOD	FL	33021	www.sanmelixlaboratories.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000931	1		Issuer is extending the length of their campaign by 60 days.	Leagueswype	Limited Liability Company		DE	2016-06-06	417 DES PLAINES		FOREST PARK	IL	60130	https://www.leagueswype.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001780431-19-000003	0		Lowering target to $10,000 and raising maximum to $1,070,000. Changes made to offering page presentation. Including information on additional company officers. Extending offering deadline to November 30, 2019.	Natural SunLite, Inc.	Corporation		WY	2018-05-18	19345 N.INDIAN CANYON DRIVE	SUITE #1AA	NORTH PALM SPRINGS	CA	92258	https://www.naturalsunlite.com/	truCrowd, Inc	0001667145	007-00015	283063
0001779118-19-000003	1		"Hoplite Power, Inc (the ""Company"") is filing this Amendment to add additional details on the company in the Company Summary, attach a webinar transcript, and to extend the offering deadline to October 14, 2019."	Hoplite Power, Inc.	Corporation		DE	2014-09-26	29-10 Thomson Avenue	NYDesigns C760 Ste. 20	Long Island City	NY	11101	www.hoplitepower.com	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001782749-19-000001	0			Tallyfy, Inc.	Corporation		DE	2014-08-18	911 WASHINGTON AVENUE	SUITE 501	ST. LOUIS	MO	63101	https://tallyfy.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-19-000930	0		Fixing error in offering document	Texas Made Sports Development Inc.	Corporation		TX	2016-11-18	7713 Wolverine St		Austin	TX	78757	www.chaparralice.com	StartEngine Capital, LLC	0001665160	007-00007	
0001755767-19-000001	0			Cyber Consumer Club Corp	Corporation		DE	2018-08-08	2220 SHAW CIRCLE		LAS VEGAS	NV	89117	4cs.io	truCrowd, Inc	0001667145	007-00015	283063
0001665160-19-000928	0	At the close of the offering, the issuer closed on $23,310 and 226 number of securities.		Rhode Islands Dressings LLC	Limited Liability Company		RI	2012-02-13	PO BOX 539		NARRAGANSETT	RI	02882	www.riorganics.com	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-19-000319	0			College Coaching Network Inc.	Corporation		MO	2016-12-19	7300 West 110th Street Suite 700		Overland Park	KS	66210	www.collegecoachingnetwork.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001670254-19-000510	0			The Sleeping Negro LLC	Limited Liability Company		CA	2019-08-08	1 LMU Drive MSB-8111		Los Angeles	CA	90045	http://www.thesleepingnegro.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-000927	0	At the close of the offering, the issuer closed on $22,596.50 and 2,301 number of securities.		Eden GeoPower Inc.	Corporation		DE	2017-10-13	444 SOMERVILLE AVE		SOMERVILLE	MA	02143	https://www.edengeopower.com	StartEngine Capital, LLC	0001665160	007-00007	
0001775794-19-000002	0		Specifying type of security sold in a previous offering and fix error in target numbers	RAIDAQ LLC	Limited Liability Company		WY	2018-08-02	2485 NOTRE DAME BLVD, SUITE 370-11		CHICO	CA	95928	https://raidatech.com	truCrowd, Inc	0001667145	007-00015	283063
0001665160-19-000926	0			Smart Family Tech, Inc														
0001670254-19-000508	0			Boyish Records, Inc.	Corporation		DE	2019-05-28	481 Stow Ave		Oakland	CA	94606	http://www.boyishrecords.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001787138-19-000001	0			Backyard Soda Co, Inc.	Corporation		DE	2019-04-18	31180 Cinnamonwood		Evergreen	CO	80439	www.backyardsodas.com	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001665160-19-000925	0		Updated error in Offering Document	Bazooka Jane Inc. dba Trusst Brands	Corporation		DE	2014-08-15	6600 Hamilton Avenue		Pittsburgh	PA	15206	www.trusstbrands.com	StartEngine Capital, LLC	0001665160	007-00007	
0001783556-19-000002	0			XFit, Inc.	Corporation		TX	2017-08-30	7500 Rialto Blvd.	Building 1, Suite 122	Austin	TX	78735	www.nexersys.com	MicroVentures Marketplace Inc.	0001478147	008-68458	152513
0001756122-19-000002	0			HIEV Houston Corp														
0001775091-19-000005	0		Extend the closing date of the offering to 10/15/2019.	420 Real Estate, LLC	Limited Liability Company		TX	2019-04-18	1700 POST OAK BLVD	SUITE 600	HOUSTON	TX	77056	www.invest420land.com	truCrowd, Inc	0001667145	007-00015	283063
