ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001746059-19-000036	1	Deep Cuts LLC	Ian McGregor	Owner and Founder
0001736388-19-000009	1	R3 Printing, Inc.	Daniel Downs	President
0001669191-19-000337	1	Guru.Club LLC	Sam Malone	Principal Executive Officer
0001660945-19-000003	1	Everytable, PBC	Sam Polk	CEO and Director
0001776217-19-000003	1	DirecTech Labs, Inc.	Michel Bayan	CEO
0001778006-19-000004	1	Weeds Never Sleep LLC	Michael Peterson	Managing Member
0001665160-19-000958	1	WaterRR, Inc	Bruce Kania	Chief Executive Officer, Principal Executive Officer, Director
0001670254-19-000543	1	The OmniPad Company, LLC	Neil Epstein	CEO / President
0001670254-19-000538	1	Hobbydb Corp	Christian Braun	CEO
0001773714-19-000004	1	Core State Holdings Corp	Oleg Cheine	President
0001782075-19-000007	1	WeLivv Inc.	Andrew Christodoulides	Chief Executive Officer
0001665160-19-000957	1	BREAKING NORMAL, INC.	Daniel Eisenman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-19-000335	1	FANview Sports Inc.	Bradley Heimowitz	Principal Executive Officer
0001733855-19-000002	1	Future Labs III, Inc.	James Jordan	Director
0001713167-19-000008	1	French Morning Media Group Inc	Emmanuel Saint-Martin	CEO
0001746059-19-000035	1	Merrimack Ales, LLC	Adam Pearson	Founder
0001665160-19-000955	1	Seam Tech, Inc	Adrian Ceron	CEO, Principal Executive Officer, Principal Financial Officer, Principal Accounting Officer
0001702784-19-000007	1	CHRGR Inc.	John Mullin	CEO, President & Director
0001712549-19-000002	1	Goods Unite Us, Inc.	Abigail Wuest	CEO
0001722152-19-000002	1	NPTA Spirits	Patricia Hertling	President
0001665160-19-000951	1	TriplePulse, Inc.	Chris Thompson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000534	1	Out of the Box Collective, Inc.	Jennifer Piette	Founder/CEO
0001665160-19-000949	1	Waldorf Trade Risk, LLC	David Waldorf	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000954	1	Rian Enterprises, Inc.	Brian Freer	CEO, Principal Executive Officer and Director
0001670254-19-000530	1	Gravatate, Inc.	Javier Castro	CEO
0001746059-19-000033	1	TheTeSpa LLC	Alexis Jones	Founder & CEO
0001665160-19-000948	1	MyApps Corp, Inc.	Adnan Malik	CEO, Director, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001786494-19-000002	1	Keyla Cooks LLC	Keyla Cook	Owner
0001786494-19-000001	1	Keyla Cooks LLC	Keyla Cook	Owner
0001670254-19-000527	1	Narrative Company	Molly ONeill	Chief Operating Officer
0001767272-19-000004	1	WIN-WIN APP,INC.	Michael Brown	Chief Executive Officer
0001665160-19-000947	1	Phillips Entertainment Group Inc.	Ray Phillips	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000945	1	Dine Inc.	Duncan Parker	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001774858-19-000004	1	Project JAM INC.	Anthony Livadas	COO
0001746059-19-000032	1	Madear's LLC	Kyle Davis	Owner and Founder
0001665160-19-000943	1	Phillips Entertainment Group Inc.	Ray Phillips	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001785115-19-000004	1	A Boring Life, Inc.	Serafina Palandech	CEO
0001746059-19-000031	1	Sully's Pro Pizza LLC	Paula Corbett	Owner and Founder
0001785115-19-000003	1	A Boring Life, Inc.	Serafina Palandech	CEO
0001787023-19-000002	1	LEAF & ASH LLC	Stephanie Bryan	CEO
0001581437-19-000006	1	DIGITAL DREAM LABS, LLC	/s/ H. Jacob Hanchar	Chief Executive Officer
0001665160-19-000940	1	Mycroft AI Inc.	Joshua Montgomery	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001788605-19-000001	1	Cherry App, Inc.	Aaron Coats	CEO
0001669191-19-000332	1	PropertyClub, Inc.	Andrew  Weinberger	Principal Executive Officer
0001669191-19-000330	1	Guru.Club LLC	Sam Malone	Principal Executive Officer
0001669191-19-000327	1	Raveler Inc	Jaime  van Schyndel	Principal Executive Officer
0001581437-19-000005	1	DIGITAL DREAM LABS, LLC	/s/ H. Jacob Hanchar	Chief Executive Officer
0001665160-19-000938	1	Nannocare Inc.	Paul Van Kleef	CEO Principal Executive Officer and Chairman of the Board of Directors
0001788415-19-000001	1	K.B.I. LLC	Philip Knight	Owner
0001665160-19-000936	1	GroundSwell SPC	Daniel Rubano	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001784144-19-000002	1	Nanno, Inc.	Elisabeth P. Oertle	CEO/Co-Founder
0001785946-19-000002	1	Lokimox Texas LLC	Derek Gilboe	CEO
0001785946-19-000001	1	Lokimox Texas LLC	Derek Gilboe	CEO
0001746059-19-000030	1	THIRD CLIFF BAKERY LLC	Margaret Crowley	Owner and Founder
0001665160-19-000934	1	Liberty PlugIns, Inc.	Chris Outwater	CEO, Principal Executive Officer and Director
0001785538-19-000001	1	Twelve27 Salon LLC	Veronica Ballard	Owner
0001767242-19-000007	1	Mighty Health Inc.	/s/ Dave Rothenberg	Chairman, COO
0001781797-19-000002	1	Vanmile LLC	Xinguo Mike Wang	Manager
0001669191-19-000322	1	Vantem Composite Technologies LLC	Chris Anderson	Principal Executive Officer
0001670254-19-000518	1	SunVessel Corp.	Sebastian Gomez Puerto	CEO & Founder
0001670254-19-000515	1	The PMD Crew, LLC	Matthew Hough	President
0001670254-19-000521	1	Green Olive Collective Inc.	Fred Schlomka	Co-Founder   Managing Partner
0001783268-19-000002	1	2nd Semester Consignment Shop, LLC	Monica Grays	Owner
0001746059-19-000029	1	MOBILE COOKS LLC	Matthew Kaplan	Founder & CEO
0001665160-19-000932	1	SanMelix Laboratories, Inc	Diana Sabacinski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000931	1	Leagueswype	Darius Grandberry	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001780431-19-000003	1	Natural SunLite, Inc.	Lee Danna by Sean Fuellhart POA	President
0001779118-19-000003	1	Hoplite Power, Inc.	Jordan Mayerson	Co-Founder & CEO, Director
0001782749-19-000001	1	Tallyfy, Inc.	/s/Amit Kothari	Director, CEO, President, Secretary
0001665160-19-000930	1	Texas Made Sports Development Inc.	Ryan Raya	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001755767-19-000001	1	Cyber Consumer Club Corp	Al Mughairy by Sean Fuellhart POA	CEO
0001665160-19-000928	1	Rhode Islands Dressings LLC	Carder Starr	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001669191-19-000319	1	College Coaching Network Inc.	Claude Harris	Principal Executive Officer
0001670254-19-000510	1	The Sleeping Negro LLC	Skinner Myers	Writer/Director
0001665160-19-000927	1	Eden GeoPower Inc.	Paris Smalls	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001775794-19-000002	1	RAIDAQ LLC	Adam Steven Fogerson	Senior Partner
0001665160-19-000926	1	Smart Family Tech, Inc	Sheri Atwood	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000508	1	Boyish Records, Inc.	Kevin Shaw	co-CEO
0001787138-19-000001	1	Backyard Soda Co, Inc.	Jonathan Schultz	Founder & CEO
0001665160-19-000925	1	Bazooka Jane Inc. dba Trusst Brands	Bill Besselman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001783556-19-000002	1	XFit, Inc.	Terry Jones	Chief Executive Officer
0001756122-19-000002	1	HIEV Houston Corp	Librado Cerda Jr	President
0001775091-19-000005	1	420 Real Estate, LLC	Willard jackson	CEO
0001731736-19-000003	1	ElectroSpit Inc.	Bosco Kante	CEO
0001783698-19-000002	1	BERNAL CUTLERY INC.	Kelly Kozak	Owner
0001665160-19-000921	1	Waldorf Trade Risk, LLC	David Waldorf	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000920	1	Personal Airline Exchange, Inc.	Mike Azzarello	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000505	1	Vidoni, Inc.	Marc Van Valen	Cofounder and COO
0001665160-19-000919	1	Tap Systems Inc.	David Schick	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001729668-19-000001	1	Locai solutions, Inc.	Michael Demko	CEO
0001774075-19-000007	1	SIMPLESHOWING HOLDINGS, INC.	Fred McGill	Chief Executive Officer
0001787023-19-000001	1	LEAF & ASH LLC	Stephanie Bryan	CEO
0001773290-19-000002	1	Beast Brands, Inc.	John Cascarano	principal executive officer, principal financial officer, controller, and majority of the board of directors
0001666102-19-000020	1	Saberation Inc.	Edward Armstrong	CEO
0001665160-19-000917	1	PlantSnap Inc.	Eric Ralls	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001765395-19-000003	1	Bumpy Pickle LLC	Daniel Ampuero	Member
0001670254-19-000501	1	CWS Hospitality LLC	Sarah Buxbaum	Founder & CEO
0001785146-19-000002	1	Skoller, Inc.	Carson Ward	CEO
0001750513-19-000004	1	Oz. House LLC	Sean Kanter	Chief Executive Member
0001670254-19-000498	1	PromSocial Inc.	Ed Abdel-Malak	Co-Founder & CEO
0001665160-19-000916	1	Eclipse Diagnostics Inc	Luka Fajs	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001781797-19-000001	1	Vanmile LLC	Xinguo Mike Wang	CEO
0001767272-19-000003	1	WIN-WIN APP,INC.	Michael Brown	Chief Executive Officer
0001668287-19-000046	1	Michael Ray Galleries	Michael Ray Eamotte	Owner
0001665160-19-000914	1	Hundy, Inc.	Peter Budlong	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001668287-19-000044	1	CryptoLancers Inc	Mark Kreitzman	Managing Director
0001777935-19-000001	1	TBK Food Truck Inc.	Marcus Davis	President
0001665160-19-000912	1	Locking Line Barriers Corp	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary, and Principal Accounting Officer
0001665160-19-000911	1	G3C Technologies Corp	Vitaly Khusidman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000910	1	Arygin Corp	Giovanni Austin	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001668287-19-000041	1	18th and Fairfax LLC dba Intox-Detox	Andrew Bennett	CEO
0001669191-19-000316	1	VolAero UAV & Drones Holdings Corp.	Charles Zwebner	Principle Executive Officer
0001665160-19-000908	1	Waldorf Trade Risk, LLC	David Waldorf	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001783015-19-000001	1	Soar Robotics Inc.	Kerem Ozkan	CEO, Treasurer, Secretary
0001669191-19-000315	1	Asprodental Inc.	Kimberly Nguyen	Principal Executive Officer
0001554477-19-000003	1	Thuzio, Inc.	Jared Augustine	CEO
0001777204-19-000001	1	HelloAva, Inc.	Siqi Mou	Chief Executive Officer and sole Director
0001668287-19-000038	1	Of The North Beverage International Inc	Ron Stamp	Owner
0001668287-19-000037	1	earthdog, GP	David Colella	Owner
0001668287-19-000036	1	Bum Butt Corporation	Mark Hayes	Owner
0001668287-19-000035	1	English for a Song, Inc.	Joshua Harrison	Owner
0001669191-19-000313	1	FANview Sports Inc.	Bradley Heimowitz	Principal Executive Officer
0001702784-19-000006	1	CHRGR Inc.	John Mullin	CEO, President & Director
0001774156-19-000011	1	GiveXist, Inc.	/s/ Peter Ghiorse	Co-Founder / CEO
0001774046-19-000002	1	Book & Main, Inc.	Tracey Suppo	Chief Executive Officer, President and Director
0001665160-19-000904	1	Vizrom Inc.	Emmanuel Umoh	CEO, Principal Executive Officer and Director,Principal Financial Officer and Principal Accounting Officer
0001676476-19-000002	1	Desert Farms Inc.	Walid Abdul-Wahab	principal executive officer, principal financial officer, principal accounting officer and director
0001665160-19-000903	1	xCraft Enterprises, Inc.	JD Claridge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000901	1	Intelligent Beverage Technology, Inc.	Anthony C. Materna	Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer and Director
0001665160-19-000900	1	Ginjan Bros, Inc	Mohammed Diallo	CEO, Principal Executive Officer, and Director
0001665160-19-000899	1	Xcraft Enterprises, LLC	JD Claridge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000898	1	Keezel, Inc.	Aike Muller	Principal Executive Officer and President
0001669191-19-000311	1	FANview Sports Inc.	Bradley Heimowitz	Principal Executive Officer
0001670254-19-000496	1	Black Momma Tea and Cafe, Inc	Vanessa Braxton	CEO & President
0001665160-19-000897	1	Divinia Water, Inc.	Steven R Sedlmayr	CEO, Principal Executive Officer and Director and Principal Financial Officer
0001670254-19-000493	1	Melior Technologies, Inc.	Edward Cruz	Founder and CEO
0001665160-19-000896	1	Open Box Buy Corp	Richard Marino	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000895	1	Bot Image, Inc.	Randall Jones	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001776945-19-000003	1	Family Meal Group LLC	Jason Andaya	Chairman
0001776774-19-000003	1	RUNBMP LLC	John-Roveen Abante	Manager
0001665160-19-000894	1	Icarus Blockchain Group Inc.	Maya Parbhoe	CEO, Principal Executive Officer and Director
0001665160-19-000893	1	Lettuce Networks, Inc.	Yogesh Sharma	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000892	1	WebTez Inc.	Peter J. Tezza II	CEO, Principal Executive Officer and Director
0001670254-19-000492	1	PerFIcT Inc.	Cory McKane	CEO/Founder
0001665160-19-000891	1	One Roq Spirits, LLC	J. Garrett Green	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000890	1	Boku International Inc	Lynn Rolle	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001652039-19-000003	1	California Labs, Inc.	Brian Gannon	principal executive officer, principal financial officer, principal accounting officer and director
0001746059-19-000028	1	CONTRIBUTION CLOTHING LLC	Kelly Partridge	Owner
0001746059-19-000027	1	CHAI CURIOUS LLC	EMMETT SOLDATI	FOUNDER
0001713167-19-000007	1	French Morning Media Group Inc	Emmanuel Saint-Martin	CEO
0001668287-19-000030	1	TAPtical Design, LLC	Emil Reynolds	Managing Member
0001746059-19-000026	1	Wicked Good Food LLC	Todd Snopkowski	Owner and Founder
0001746059-19-000025	1	Emerald Yoga Studio Inc	Landen Stacy	Owner and Founder
0001785072-19-000002	1	Work Hard Digital Services LLC	Jason Philips	Treasurer
0001669191-19-000309	1	FANview Sports Inc.	Bradley Heimowitz	Principal Executive Officer
0001669191-19-000307	1	Vantem Composite Technologies LLC	Chris Anderson	Principal Executive Officer
0001665160-19-000888	1	Adv3nture, Inc.	Zane Lamprey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001785244-19-000003	1	Handies Douzo LLC	Andrew Lin	Manager
0001746059-19-000024	1	Logwood Company, LLC	Ivy Lawson	CEO
0001670254-19-000488	1	Scrap Connection, Inc.	Chris Yerbey	Founder & CEO
0001767357-19-000004	1	H & G Science, Inc.	Ed Glicken	CEO
0001665160-19-000886	1	Monetran, LLC	Don Bielak	CEO, Principal Executive Officer and Manager,Principal Financial Officer and Principal Accounting Officer
0001785979-19-000001	1	Axialnics Systems Inc	Vincent Mbuvi	CEO
0001665160-19-000885	1	Spintura, inc.	David Chasasen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-19-000022	1	Logwood Company, LLC	Ivy Lawson	CEO
0001642688-19-000003	1	Robin Technologies Inc.	Justin Crandall	CEO
0001670254-19-000484	1	Aptera Motors Corp	Chris Anthony	CEO
0001665160-19-000884	1	Keezel, Inc	Friso Schmid	CFO, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000479	1	Scrap Connection, Inc.	Chris Yerbey	Founder & CEO
0001665160-19-000879	1	Rhino Hide LLC	Jason Giddings	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001784785-19-000001	1	BTG Operations, LLC	Randall C. Huntsinger	Chief Executive Officer
0001669191-19-000304	1	VolAero UAV & Drones Holdings Corp.	CHARLES ZWEBNER	Chief Executive Officer
0001785244-19-000001	1	Handies Douzo LLC	Andrew Lin	Manager
0001193125-19-228759	1	Advanced Aesthetic Technologies, Inc.	/s/ Doug Abel	Chief Executive Officer
0001778787-19-000004	1	Hidrent Inc.	/s/ David Heimbuch	Founder / CEO
0001670254-19-000472	1	LifEngine Animal Health Laboratories Incorporated	Wesley Wierson	CEO
0001783268-19-000001	1	2nd Semester Consignment Shop, LLC	Monica Grays	Owner
0001665160-19-000878	1	Bazooka Jane Inc. dba Trusst Brands	Bill Besselman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000877	1	NetObjex, Inc	Raghu Bala	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000469	1	Rafiki Race Boat Inc.	Robert Smith	CEO
0001665160-19-000876	1	NetObjex, Inc	Raghuram Balasubramanian	CEO, Principal Executive Officer, Director, Principal Accounting Officer, Principal Financial Officer
0001665160-19-000875	1	Samsara Luggage Inc.	Atara Dzikowski	CEO and Director
0001665160-19-000874	1	Bazooka Jane Inc. dba Trusst Brands	Bill Besselman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000872	1	Virtual QE	Shawn Findlater	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000871	1	Caddell Prep Inc.	Glyn Caddell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001702784-19-000005	1	CHRGR Inc.	John Mullin	CEO, President & Director
0001665160-19-000870	1	Goffee, Inc	Vincent Meyer	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000869	1	Karaganda, LLC	Max Weissberg	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000868	1	Bazooka Jane Inc. dba Trusst Brands	Bill Besselman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000464	1	tinyB chocolate LLC	Andrei Stoica	Co-Founder
0001670254-19-000460	1	The Devil's Circle LLC	Jon Jedliskowski	Writer/Director
0001746059-19-000021	1	BREAK ROCK BREWING LLC	JAMES SOUTHWOOD	FOUNDER
0001665160-19-000865	1	Tap Systems Inc.	David Schick	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001778262-19-000004	1	Cityzenith Holdings, Inc.	Michael Jansen	CEO, Chairman, and Director
0001665160-19-000863	1	DOCZ LLC	Israel Zyskind	CEO, principal executive officer, and controller
0001779579-19-000003	1	Bestest, LLC	Kelly Helmuth	Chief Executive Officer
0001746059-19-000019	1	New Haven Community Solar, LLC	Franz Hochstrasser	CEO, Manager, and Co-Founder
0001769210-19-000004	1	MEALTHY, INC.	Jose Bernardo de la Vega	President
0001665160-19-000861	1	South Plains Petroleum, Inc.	Richard Quintal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001778755-19-000002	1	FoldiMate, Inc.	Gal Rozov	Principal executive officer, controller
0001746059-19-000017	1	White Flowers LLC	Elisabeth LeBlanc	Co-founder
0001746059-19-000016	1	Parthenon Entertainment, Inc.	Athena Peters	Owner and Founder
0001665160-19-000860	1	Worthy Financial, Inc	Sally Outlaw	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000859	1	Eskapr, LLC	Robert Farmer	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001785391-19-000001	1	Vendaval Corp	Nick Saifan	President
0001669191-19-000303	1	PropertyClub, Inc.	Andrew  Weinberger	Principal Executive Officer
0001669191-19-000301	1	Dome Audio Inc.	Benjamin White	Principal Executive Officer
0001669191-19-000299	1	PropertyClub, Inc.	Andrew  Weinberger	Principal Executive Officer
0001669191-19-000297	1	Dome Audio Inc.	Benjamin White	Principal Executive Officer
0001670254-19-000458	1	Vampr Inc.	Josh Simons	Co-founder and CEO
0001783347-19-000003	1	Jetson AI, Inc.	Peter Peng	Founder and CEO
0001785072-19-000001	1	Work Hard Digital Services LLC	Jason Philips	Treasurer
0001665160-19-000858	1	360 ONLY Novelty Co.	Jon Verwiel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001785878-19-000002	1	API Tech Inc.	Paul Nagi	CEO
0001665160-19-000857	1	microsurgeonbot,inc	Allan Grosvenor	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000856	1	II Transatlantic Inc.	Ralph Askar	CEO and President
0001784247-19-000001	1	DreamVentures - Epic Opportunity Impact Fund I, LLC	John Whatley	President/CEO
0001746059-19-000015	1	Parthenon Entertainment, Inc.	Athena Peters	Owner and Founder
0001785878-19-000001	1	API Tech Inc.	Paul Nagi	CEO
0001735360-19-000002	1	Parlay App, Inc.	Keith Frankel	President and CEO
0001665160-19-000855	1	CFBB Pictures	Jason Buterin	CEO and Manager, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001776715-19-000005	1	Flower Street Docs, LLC	/s/ Adam Carolla	Manager
0001739502-19-000001	1	LGBT Media, Inc.	Jordan Weiss	Co-CEO, Director, Co-Founder
0001668287-19-000029	1	Actual Natural Health & Wellness Products, Inc.	Paul A. Lobel	President & CEO
0001670254-19-000456	1	Shred Soles LLC	Nate Musson	Founder
0001768621-19-000003	1	Commongrounds Cooperative	Kate Redman	Project Director
0001736388-19-000008	1	R3 Printing, Inc.	Daniel Downs	President
0001783102-19-000001	1	TipSnaps LLC	Lyonel Douge	CEO
0001737485-19-000003	1	Urban Putt Denver LLC	Steve Fox	President
0001669191-19-000295	1	Neurotez Inc.	Nikolaos Tezapsidis	Principal Executive Officer
0001785164-19-000001	1	Green Growth Real Estate, LLC	Neil Parsan as Sean Fuellhart POA	CEO
0001144204-19-040347	1	Blue World Voyages, LLC	/s/ Eugene Meehan	President
0001782559-19-000001	1	Show For A Change, Inc.	Jared Milrad	CEO
0001733443-19-000002	1	Chosen, LLC	Derral Eves	CEO
0001670254-19-000452	1	Colossal Inc	Chris Santos	CEO
0001782650-19-000003	1	CE Communitas, LLC	Craig Cozza	Managing Member
0001785115-19-000001	1	A Boring Life, Inc.	Serafina Palandech	CEO
0001670254-19-000450	1	Wifigen LLC	Bilal Athar	CEO
0001665160-19-000854	1	South Plains Petroleum Inc	Richard Quintal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001711875-19-000001	1	Jetpack Inc	Ryan Middleton	Secretary
0001746059-19-000014	1	WORKING MAN DISTILLERS LLC	Kelly A. Lendall	Owner and Founder
0001665160-19-000852	1	Thalia Brands, Inc.	Chris Bradley	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-19-000289	1	Kings Crowd LLC	Christopher Lustrino	Principal Executive Officer
0001669191-19-000287	1	Dome Audio Inc.	Benjamin White	Principal Executive Officer
0001669191-19-000285	1	Dome Audio Inc.	Benjamin White	Principal Executive Officer
0001782188-19-000005	1	Memorial Trail Ice House, LLC	Edward John Shaeffer	Manager
0001782188-19-000003	1	Memorial Trail Ice House, LLC	Edward John Shaeffer	Manager
0001665160-19-000850	1	SanMelix Laboratories, Inc.	Diana Sabacinski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000847	1	Texas Made Sports Development Inc.	Ryan Raya	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000845	1	Trella Technologies LLC	Aja Atwood	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001713167-19-000006	1	French Morning Media Group Inc	Emmanuel Saint-Martin	CEO
0001784144-19-000001	1	Nanno, Inc.	Elisabeth P. Oertle	CEO/Co-Founder/Director
0001774152-19-000002	1	TWENTY-SECOND CENTURY DORA TECHNOLOGY HOLDINGS, INC.	/s/Jiannan Zhang	Director, Chief Executive Officer, and Secretary
0001665160-19-000844	1	StorEn Technologies Inc.	Carlo Brovero	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-19-000280	1	Advanced Aesthetic Technologies, Inc.	Doug Abel	Principal Executive Officer
0001669191-19-000277	1	TriniCorp, Inc.	Melvin Du	Principal Executive Officer
0001665160-19-000843	1	South Plains Petroleum Inc	Richard Quintal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
