ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-18-001394	1	TotalSource Solutions, Inc	George B. Brown	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001393	1	Timeburst	Chris La Cross	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001392	1	ECXTECH INC.	Ryan Cullins	CEO, Principal Executive Officer, Director
0001751443-18-000006	1	Transatlantic Real Estate LLC	Nicole Birch	CEO
0001762574-18-000001	1	Shaping Games Inc.	Alfred Steiof	President
0001665160-18-001390	1	Discountcell, Inc.	Jennifer King	CEO, Principle Executive Officer, Principle Financial Officer and Director
0001761779-18-000001	1	Revry, Inc.	Damian Pelliccione	Principal Executive Officer, principal financial officer,  controller, and Director
0001746059-18-000014	1	WANDERING STAGE LLC	Nathan McNiff	Owner
0001758696-18-000007	1	Smart Yields, Inc.	Vincent Kimura	Director and Chief Executive Officer
0001746271-18-000006	1	Stepstone Art Resources, LLC	Brendan Burns	Managing Partner
0001746059-18-000013	1	ALIMENTARY LLC	Shane Clyburn	Owner/Co-Founder
0001754712-18-000003	1	CentriCrude Services, Inc.	Edward Stoltenberg	Chief Financial Officer
0001669191-18-000557	1	Dig Dates, Inc.	Casey Isaacson	Principal Executive Officer
0001665160-18-001387	1	World Cycling League	John Nelson	COO, Principal Financial Officer, Principal Accounting Officer and Managing Member
0001654300-18-000003	1	ChoiceTrade Holdings, Inc.	Neville Golvala	CEO
0001669191-18-000554	1	Phoenix PharmaLabs Inc	William W Crossman	Principal Executive Officer
0001665160-18-001386	1	Ella and Oak, LLC	Christine H. Callahan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001757055-18-000002	1	Growgenics LLC	Rick Genga	CEO
0001665160-18-001381	1	Keezel Inc.	Friso Schmid	CFO, Principal Financial Officer and Principal Accounting Officer
0001746059-18-000012	1	11 HAIR STORIES, LLC	Chelsea Falcetti	Owner/Co-Founder
0001762067-18-000002	1	Anjin Services Group, Inc.	Michael Woodrum	CEO
0001666102-18-000003	1	Armored Citizen, LLC.	Aaron K Gilbert	President & CEO
0001762067-18-000001	1	Fathom Producers, Llc	Sammy Lee Butts II	CEO
0001666102-18-000002	1	Armored Citizen, LLC.	Aaron K Gilbert	President & CEO
0001702498-18-000004	1	Bucket Technologies, Inc.	Daniel Kam	President and Chief Operating Officer
0001670254-18-000605	1	Trustwire Corporation	Hugh Hall	CEO
0001665160-18-001379	1	Housa, LLC	Jason Walker	Founder and Manager, Chief Business Development Officer, Principal Executive Officer, Principal Financial Officer
0001670254-18-000603	1	The Cookie Department, Inc.	Akiva Resnikoff	Founder & CEO The Cookie Department
0001668287-18-000086	1	Elastico Tequila Grille Co	Dano Veal	Owner
0001760170-18-000001	1	Commissary Hall LLC	Sebastian Madero	Treasurer
0001665160-18-001376	1	Solutions Vending International	Dawn Dickson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001374	1	VESvault Corp.	John Brixus	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001367	1	Savvy Technology Solutions LLC	Wenkai Katherine Chen	CEO, Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer, and Director
0001665160-18-001371	1	Housa, LLC	Jason Walker	Founder and Manager, Chief Business Development Officer, Principal Executive Officer, Principal Financial Officer
0001670254-18-000601	1	LEAD Tech, Inc	Yumi Alyssa Kimura	CEO
0001665160-18-001358	1	Xcraft Enterprises, LLC	JD Claridge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001740484-18-000005	1	TEST Foundation, Inc.	/s/Neil Thanedar	President and Chairman of the Board
0001665160-18-001357	1	Locking Line Barriers Corp	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary, and Principal Accounting Officer
0001757857-18-000003	1	FanCompete LLC	John Senew	CEO
0001754591-18-000001	1	607 Western Restaurants LLC	Robert Ahn	Managing Member
0001669191-18-000551	1	Involved, Inc.	Jacob Dansey	Principal Executive Officer
0001665160-18-001353	1	Screw City, LLC	Joselito Seldera	Managing Member, Principal Executive Officer, Principal Financial Officer
0001670254-18-000598	1	Federation Brewing, LLC	Larry Cretan	Co-founder and CFO
0001670254-18-000588	1	PlantPharm BioMed, Ltd.	Robert Britt	Founder, Chairman, CEO
0001670254-18-000592	1	COCINA CON CORAZON CORP.	Marshall Dean	CEO
0001665160-18-001355	1	FLIP Inc.	Gary Davi	CEO, Principal Executive Officer and Director
0001684220-18-000002	1	Community Ventures	Jennifer Lyn Kassan	President
0001670254-18-000595	1	Onedome Global, Inc.	Bertram Meyer	CEO (employee)
0001720035-18-000004	1	ArtistWorks, LLC	Patricia Butler	CEO
0001753336-18-000003	1	Eagle Protect, PBC	Stephen Warne Ardagh	President and Chief Executive Officer
0001761087-18-000001	1	ROWViGOR, LLC	Kevin Allen	CEO, President, CFO, Secretary, Chariman, Co Founder
0001753754-18-000006	1	Tendedbar LLC	/s/James Perkins	Chief Executive Officer
0001642688-18-000005	1	Robin Technologies Inc.	/s/Justin Crandall	Chief Executive Officer
0001754776-18-000006	1	Two Spirit LLC	Robert Smith	Member
0001665160-18-001351	1	Medblocs, Inc.	Sri Gudavalli	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001757029-18-000002	1	Rose Products LLC	Amanuel Tsegai	CEO
0001760655-18-000002	1	Blue Sparrow LLC	Luke Cypher	Owner
0001760453-18-000002	1	Pig Hill Brewery LLC	Naomi Auth	Owner
0001758128-18-000003	1	BX SPACES LLC	Rafael Alvarez	Chief Executive Officer
0001669191-18-000549	1	Movatic, Inc.	Ansgar Strother	Principal Executive Officer
0001557286-18-000001	1	NAPA VALLEY LIMONCELLO COMPANY, LLC	Arthur Hartunian	Managing Member
0001745986-18-000004	1	Airto, Inc.	Shi Li	Principal executive officer, principal financial officer, principal accounting officer, and Director
0001727744-18-000004	1	Trouvaille LLC	Paul Hardersen	CEO
0001665160-18-001349	1	One Roq Spirits LLC	J. Garrett Green	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001348	1	One Roq Spirits LLC	J. Garrett Green	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000586	1	ChoiceTrade Holdings, Inc.	Neville Golvala	CEO
0001665160-18-001346	1	SARITAS MACARONI & CHEESE INC	Sarita Ekya	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-18-000011	1	NIGHTSHADEPOPUP LLC	Rachel Miller	Owner, NIGHTSHADEPOPUP, LLC
0001665160-18-001344	1	Dark Zone Productions, Inc.	Scott Pearlman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001343	1	GeoOrbital Inc.	Michael Burtov	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001341	1	Sober Network Inc.	Harold Jonas	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001339	1	shiftMobility Inc.	Pavana Jain	CEO and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001337	1	EVERYONE makes PROGRESS, INC	Anthony R. Hancovsky	CEO, Principal Executive Officer and Director
0001747279-18-000003	1	Olive's BFF LLC	William A Holderness	CFO
0001665160-18-001333	1	Briarwood Entertainment Group, Inc.	Mark Jones	CEO, Principal Executive Officer, Controller, and Director
0001717111-18-000007	1	Red Hen Collective Cooperative, Inc.	Molly Madden	President
0001665160-18-001335	1	Valorous Media, Inc.	Earl M. Benjamin	CEO, President, and Director
0001759426-18-000008	1	Avila's Restaurant Number 2, LLC	Trenton Avila Marrs	Manager
0001665160-18-001329	1	Cookie Club of America, Inc.	Clifford Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001761153-18-000001	1	KS Fitness LLC	Kent Sammons II	Owner
0001669191-18-000547	1	Rapunzl Investments, LLC	Brian Curcio	Principal Executive Officer
0001665160-18-001327	1	Powell Development Group Inc.	Charles Powell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-18-000545	1	SRA Health, Inc.	Steven Coen	Principal Executive Officer
0001669191-18-000543	1	Future Mobility Company Holdings, Inc.	Dagan Mishoulam	Principal Executive Officer
0001760678-18-000001	1	County Route Catering, Inc.	Mark Ganem	Owner
0001665160-18-001326	1	Valorous Media, Inc	Earl M. Benjamin	CEO and Director
0001748490-18-000003	1	Cardboard Live, Inc.	Wilson Hunter	Chief Executive Officer
0001670254-18-000583	1	Wrap LLC	Chris Harvey	Sales Director
0001665160-18-001325	1	NowKeto, Inc.	Joshua Paul Christensen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000580	1	Petit Vour, LLC	Ryan Miner	Co-CEO, Co-Founder
0001758128-18-000001	1	BX SPACES LLC	Rafael Alvarez	Chief Executive Officer
0001760655-18-000001	1	Blue Sparrow LLC	Luke Cypher	Owner
0001665160-18-001324	1	Atlis Motor Vehicles Inc	Mark Hanchett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001323	1	Virtual QE	Shawn Findlater	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001322	1	GeoOrbital Inc.	Michael Burtov	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001755873-18-000001	1	VisuWall Technologies Inc. (f/k/a VisuWall Technologies, LLC)	Kobi Wu	Director and Chief Executive Officer
0001665160-18-001321	1	UBIF Tech Solutions, Inc.	Mike Pierce	CEO, Principal Executive Officer, Director and Chairman
0001665160-18-001318	1	Exclusive Foods, Inc	Matthew Thompson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001316	1	UBIF Tech Solutions Inc	Mike Pierce	CEO, Principal Executive Officer, Director and Chairman
0001665160-18-001314	1	Market Analyst, LLC	Naqi Jaffery	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001753229-18-000004	1	OH SO POLISH, INC	Angela Dupree	President/CEO
0001759516-18-000005	1	NY Scoops LLC	Timothy Kostenko	Managing Member
0001758447-18-000001	1	Social5, LLC	Judson Smedley	Chief Financial Officer
0001757857-18-000002	1	FanCompete LLC	John Senew	CEO
0001760318-18-000002	1	Physio, LLC	Dillon Auxier	CEO
0001746271-18-000005	1	Stepstone Art Resources, LLC	Brendan Burns	Managing Partner
0001665160-18-001312	1	CFBB Pictures	Jason Buterin	CEO and Manager, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001753754-18-000005	1	Tendedbar LLC	James Perkins	Chief Executive Oficer
0001665160-18-001311	1	UBIF Tech Solutions, Inc.	Mike Pierce	CEO, Principal Executive Officer, Director and Chairman
0001746474-18-000002	1	Coterie Group, LLC	Charles Lusk II	Manager
0001665160-18-001310	1	Valorous Media, Inc	Earl M. Benjamin	CEO and Director
0001665160-18-001308	1	MPW Associates, LLC	James W. Killen	CEO and Manager
0001669191-18-000541	1	CARROT pass, LLC	Michael Antaran	Principal Executive Officer
0001669191-18-000539	1	Deshyo LLC	Zachary Silverman	Principal Executive Officer
0001669191-18-000536	1	Woodpecker Technologies, LLC	Alex Melehy	Principal Executive Officer
0001720035-18-000003	1	ArtistWorks, LLC	Patricia Butler	CEO
0001752109-18-000006	1	ROOTS & VINE PRODUCE & CAFE, INC	Ena Jones	President/CEO
0001665160-18-001306	1	Valorous Media, Inc.	Earl M. Benjamin	CEO and Director
0001665160-18-001304	1	JWL.COM, Inc.	David Zinberg	CEO, Principal Executive Officer and Director
0001665160-18-001303	1	Exclusive Foods, Inc	Matthew Thompson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001300	1	Cyndescope, Inc.	Dennis Dicker	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-18-000534	1	Swoon City Music LLC	Maureen Lloren	Principal Executive Officer
0001669191-18-000532	1	BumBee Designs Incorporated	James Canova	Principal Executive Officer
0001665160-18-001297	1	Wand USA Inc.	Andrew Schlack	CEO, Principal Executive Officer and Director
0001665160-18-001294	1	Karr Group of Companies, LLC	Mahesh Talwar	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001691608-18-000003	1	Fair Isle Brewing LLC	Geoffrey Barker	Manager
0001757184-18-000001	1	MORE GOLD INVESTORS, LLC	Francine Anderson	President/CEO
0001669191-18-000524	1	Swoon City Music LLC	Maureen Lloren	Principal Executive Officer
0001754776-18-000005	1	Visuwall Technologies Inc.	Kobi Wu	Director & Chief Executive Officer
0001760049-18-000001	1	Coinseed, Inc.	Sukhbat Lkhagvadorj	CFO
0001754776-18-000004	1	Two Spirit LLC	Robert Smith	Member
0001665160-18-001291	1	Cityfreighter Inc	Michael Schoening	President, Principal Executive Officer and Director
0001756092-18-000002	1	Sunset Patio Lounge LLC	Dominic Moreau	Managing Member
0001665160-18-001289	1	ZENVST INC.	Alexander Beauchamp	CEO, Principal Executive Officer and Director
0001665160-18-001286	1	EPEC Holdings, Inc	Steve Vanechanos	Executive Chairman, CEO, Principal Executive Officer and Director
0001665160-18-001285	1	Cryptid LLC	Brad Rego	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001756121-18-000001	1	Medcognition, Inc.	Kevin King	CEO
0001670254-18-000577	1	The One Experience LLC	Kenneth Schwenker	Founder / Organizer
0001665160-18-001284	1	Anatomic Global Inc.	David Farley	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001283	1	Metasepia, Inc.	Vance David Watkins	CEO, Principal Financial Officer, and Principal Accounting Officer
0001670254-18-000574	1	Element Farms, Inc.	Serdar Mizrakci	Founder & CEO
0001760453-18-000001	1	Pig Hill Brewery LLC	Naomi Auth	Owner
0001668287-18-000084	1	Bum Butt Corporation	Mark Hayes	Owner
0001756109-18-000002	1	Orion Span, Inc.	Frank Bunger	CEO & Founder
0001669191-18-000522	1	Subba Media Inc	Mark Jennings	Principal Executive Officer
0001669191-18-000518	1	Involved, Inc.	Jacob Dansey	Principal Executive Officer
0001669191-18-000516	1	Involved, Inc.	Jacob Dansey	Principal Executive Officer
0001669191-18-000514	1	Mercurius Biorefining, Inc	Karl Seck	Principal Executive Officer
0001665160-18-001282	1	Strat Brands Group Inc.	Justin Marek	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001756109-18-000001	1	Orion Span, Inc.	Frank Bunger	CEO & Founder
0001668287-18-000082	1	English for a Song, Inc.	Joshua Harrison	Owner
0001670254-18-000569	1	Evolution Spirit Brands LLC	Robert Dozier	Founder + Chief Executive Officer
0001668287-18-000080	1	Of The North Beverage International Inc	Ron Stamp	Owner
0001665160-18-001280	1	Cyrus The Great Production Company, Inc	Alan Bailey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-18-000511	1	Domestic Brands Inc	Lawrence Charles	Principal Executive Officer
0001754594-18-000003	1	Waffle Bus Heights, LLC	Phi Nguyen	Manager
0001754594-18-000001	1	The Waffle Bus Heights LLC	Phi Nguyen	Manager
0001668287-18-000078	1	Michael Ray Galleries	Michael Ray Eamotte	Owner
0001745458-18-000003	1	Hemster, Inc.	Allison Lee	Director
0001750337-18-000008	1	Remember When Ice Cream Inc	Deb Spotts	Owner
0001758188-18-000004	1	Throwback Family Fun, LLC	Kelsey Redwine	President
0001665160-18-001279	1	Fuller Real Estate Solutions LLC	Jonathan Fuller	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001759620-18-000003	1	Blendtopia, Inc.	Tiffany Taylor	Founder & CEO
0001665160-18-001277	1	ToGoBOX Inc.	Taegon Lee	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001275	1	Rhino Hide LLC	Jason Giddon	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001668287-18-000076	1	earthdog, GP	David Colella	Partner
0001665160-18-001274	1	Rhino Hide LLC.	Jason Giddon	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001754146-18-000001	1	Bargeboard & Beams, LLC	Erik Holmberg	Manager of Manager, Alonson's Development, LLC
0001617350-18-000005	1	Banaia, Inc.	Himanshu Agarwal	Director, Chief Executive Officer
0001670254-18-000564	1	Curtiss Motorcycle Company, Inc.	Jay Etheridge	CFO
0001749548-18-000007	1	Geek Girl Tech, PBC	Jenn Diesi	Chief Executive Officer
0001717111-18-000006	1	Lei Co Cooperative, Inc.	Tiffany Lacsado	President
0001753666-18-000003	1	South Side Shares, LLC	Jay Readey	President of NeighborScapes, NFP, the Manager
0001665160-18-001272	1	Divinia Water, Inc.	Steven R Sedlmayr	CEO, Principal Executive Officer and Director and Principal Financial Officer
0001743800-18-000005	1	Greg Miller Project, LLC	/Gregory Miller/	President
0001717111-18-000005	1	Red Hen Collective Cooperative, Inc.	Molly Madden	President
0001743800-18-000004	1	Greg Miller Project, LLC	/Gregory Miller/	President
0001668287-18-000074	1	Palouse Ag-Drone Services LLC	William Benson	Owner
0001748372-18-000008	1	Feast & Fettle, Inc.	Carlos Ventura	Chief Executive Officer
0001750319-18-000002	1	Smilelove LLC	David Frazier	Principal executive officer, principal financial officer, principal accounting officer, and director
0001670254-18-000562	1	SouveNEAR, LLC	Suzanne Southard	Manager
0001670254-18-000559	1	BnB Chat Inc	Daniel Hall	President/CEO
0001665160-18-001271	1	Proof Media Inc.	Luigi DeMeo	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001269	1	UniData Tech, Inc.	Chris Anthony	CEO, Principal Executive Officer, and Director
0001665160-18-001267	1	Gab AI Inc	Andrew Torba	CEO, Principal Executive Officer and Director,Principal Financial Officer and Principal Accounting Officer
0001665160-18-001266	1	Worthy Financial, Inc	Sally Outlaw	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001261	1	ICARUS BLOCKCHAIN GROUP INC.	Maya Parbhoe	CEO, Principal Executive Officer and Director
0001665160-18-001264	1	Persona Network, Inc.	Matthew Kerle	CEO, Principal Executive Officer and Director
0001751443-18-000005	1	Transatlantic Real Estate LLC	Nicole Birch, Esq.	CEO
0001665160-18-001257	1	Worldcast Live, Inc	Peter Lewis	CEO, Principal Executive Officer, and Director
0001665160-18-001254	1	KapowChain, LLC	Sang Truong	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001253	1	Sang Truong	Sang Truong	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001252	1	Jackson Hole Televison, Inc.	Rubin Rodriguez Jr	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001249	1	KapowChain, LLC	Sang Truong	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001247	1	1Up Golf Development Group, Inc	John R. Humphrey	CEO and Founder, Principal Executive and Director
0001665160-18-001246	1	Skinz R Us, LLC	Matthew Brown	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001642688-18-000004	1	Robin Technologies Inc.	Justin Crandall	Chief Executive Officer
0001670254-18-000555	1	Hawaiian Ola Brewing Corporation	Naehalani Breeland	Marketing Director
0001670254-18-000556	1	LEAD Tech, Inc	Yumi Alyssa Kimura	CEO
0001670254-18-000549	1	Hawaiian Ola Brewing Corporation	Naehalani Breeland	Marketing Director
0001665160-18-001243	1	EscoBoss, Inc.	Juliet Andriassian	CEO, Principal Executive Officer and Director, director/officer, Principal Financial Officer and Principal Accounting Officer
0001752109-18-000005	1	ROOTS & VINE PRODUCE & CAFE, INC	Ena Jones	President/CEO
0001745458-18-000002	1	Hemster, Inc.	Allison Lee	Chief Executive Officer
0001752109-18-000004	1	ROOTS & VINE PRODUCE & CAFE, INC	Ena Jones	President/CEO
0001755378-18-000003	1	PANGEA Partners, LLC	Nick Bradley	principal executive officer, principal financial officer, principal accounting officer, and director
0001665160-18-001236	1	Proof Media Inc.	Luigi DeMeo	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001755378-18-000002	1	PANGEA Partners, LLC	Nick Bradley	principal executive officer, principal financial officer, principal accounting officer, and director
0001746271-18-000004	1	Stepstone Art Resources, LLC	Brendan Burns	Managing Partner
0001755378-18-000001	1	PANGEA Partners, LLC	Nick Bradley	principal executive officer, principal financial officer, principal accounting officer, and director
0001746271-18-000003	1	Stepstone Art Resources, LLC	Brendan Burns	Managing Partner
0001665160-18-001232	1	WebTez, Inc.	Peter J. Tezza II	CEO, Principal Executive Officer and Director
0001665160-18-001229	1	New Haven Community Solar, LLC	Franz Hochstrasser	Principal Executive Officer and Manager
0001758135-18-000006	1	Jubel, Inc.	Jose Pablo Toscano	CEO
0001669191-18-000506	1	CARROT pass, LLC	Michael Antaran	Principal Executive Officer
0001746059-18-000009	1	DAISYFACE FLOW, LLC	Morgan Chase	Owner
0001669191-18-000504	1	Ao1 Solutions Inc.	Tyrre Burks	Principal Executive Officer
0001665160-18-001226	1	The Winston Box, LLC	Amit Patel	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001224	1	Solar Direct LLC	Kirk Maust	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001222	1	G3C Technologies Corporation	Vitaly Khusidman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001753229-18-000003	1	OH SO POLISH, INC	Angela Dupree	President/CEO
0001670254-18-000540	1	My Trail Company, PBC	Demetri Coupounas	CEO
0001665160-18-001219	1	NetObjex, Inc.	Raghu Bala	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001216	1	MineryTech Solutions Inc.	Nick Foster	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001675481-18-000006	1	Spotlight: Girls	Lynn Johnson	CEO
0001665160-18-001213	1	Erndo Inc.	Peter Jenson	CEO, Principal Executive Officer, and Principal Executive Director
0001637604-18-000001	1	PureWine Inc.	David Meadows	CEO
0001665160-18-001211	1	Smart Snow Solutions LLC	Gregory Campbell	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001746059-18-000008	1	WATERVIEW HOSPITALITY, LLC	Keenan Langlois	Owner
0001758696-18-000005	1	Smart Yields, Inc.	Vincent Kimura	Director and Chief Executive Officer
0001665160-18-001207	1	Caddell Prep Inc.	Glyn Caddell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-18-000501	1	Advanced Aesthetic Technologies, Inc.	Richard Burtt	Principal Executive Officer
0001665160-18-001205	1	Mycroft AI Inc.	Joshua Montgomery	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001204	1	StorEn Technologies Inc.	Carlo Brovero	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001203	1	Tribal Rides, Inc	Joe Grimes	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001202	1	WCB Productions, LLC	Cornell Christanson	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001753754-18-000004	1	Tendedbar LLC	James Perkins	Chief Executive Oficer
0001753666-18-000001	1	South Side Shares, LLC	Jay Readey	President of the Manager, NeighborScapes NFP
0001751259-18-000005	1	5 Generation Bakers, LLC	Scott Baker	Owner
0001670254-18-000533	1	The Pinball Company LLC	Nic Parks	CEO
0001670254-18-000536	1	Cary Rx Inc	Areo Nazari	CEO and Founder
0001753839-18-000008	1	Cherish Productions	Bryan Melendez	CEO
0001670254-18-000530	1	Phenomix Sciences LLC	Andres Acosta	MD, PhD
0001751287-18-000003	1	WORLD BLOCKCHAIN PROJECT	Joseph Hernandez	Founder
0001669191-18-000497	1	Involved, Inc.	Jacob Dansey	Principal Executive Officer
0001669191-18-000495	1	Braidy Industries, Inc.	Craig Bouchard	Principal Executive Officer
0001750894-18-000004	1	Zeehaus Inc.	JUSTIN LEE	CEO
0001749553-18-000004	1	Creamy Coconuts, LLC	Kai Nortey	Chief Executive Officer, Member
0001756562-18-000003	1	Nutri-Chef Gluten-Free Foods, LLC	Kenneth A. Crecelius	Owner
0001669191-18-000492	1	Gravity Power, LLC	Thomas  Mason	Principal Executive Officer
0001665160-18-001201	1	Boku International, Inc.	Lynn Rolle	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-001199	1	HEAL Diabetes Clinics, Inc.	Richard Koffler	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001756193-18-000002	1	729 Lime, LLC	David M. Talla	Manager of Morongo Moraga, LLC, the Manager
0001670254-18-000526	1	Orthogonal Thinker Inc.	David Nikzad	Founder
0001670254-18-000527	1	Orthogonal Thinker Inc.	David Nikzad	Founder
0001665160-18-001197	1	Smoke Cartel, Inc.	Darby Cox	CEO, Principal Executive Officer and Director
0001669191-18-000481	1	ChoiceTrade Holdings, Inc.	Neville Golvala	Principal Executive Officer
