ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001665160-18-001392	1	Ryan Cullins	CEO, Principal Executive Officer, Director	2018-12-26
0001665160-18-001392	2	Brian Catudan	Principal Financial Officer, Principal Accounting Officer	2018-12-26
0001751443-18-000006	1	Nicole Birch	CEO	2018-12-21
0001762574-18-000001	2	Alfred Steiof	Director	2018-12-21
0001762574-18-000001	1	Andreas Schemm	Director	2018-12-21
0001665160-18-001390	2	Craig King	Executive Vice President and Director	2018-12-21
0001665160-18-001390	1	Jennifer King	CEO, Principle Executive Officer, Principle Financial Officer and Director	2018-12-21
0001761779-18-000001	2	Christopher Rodriguez	Director	2018-12-21
0001761779-18-000001	1	Damian Pelliccione	Director	2018-12-21
0001761779-18-000001	3	Alia J. Daniels	Director	2018-12-21
0001761779-18-000001	4	LaShawn McGhee	Director	2018-12-21
0001746059-18-000014	1	Nathan McNiff	Owner	2018-12-21
0001758696-18-000007	3	Man Wai Stephen Tsang	Director	2018-12-21
0001758696-18-000007	1	Vincent Kimura	Director and Chief Executive Officer	2018-12-21
0001758696-18-000007	2	Isar Mostafanezhad	Director	2018-12-21
0001746271-18-000006	1	Brendan Burns	Manager and Chief Executive Officer	2018-12-21
0001746059-18-000013	1	Shane Clyburn	Owner/Co-Founder	2018-12-21
0001746059-18-000013	2	Robert MacLean	Owner/Co-Founder	2018-12-21
0001754712-18-000003	3	David B. Park	Chief Executive Officer & Chief Technical Officer	2018-10-18
0001754712-18-000003	2	R. Mitchell Hindman	President & Chief Operating Officer	2018-10-18
0001754712-18-000003	1	Edward A. Stoltenberg	Chief Financial Officer	2018-10-18
0001669191-18-000557	1	Casey Isaacson	Principal Executive Officer	2018-12-14
0001669191-18-000557	6	Keith  Isaacson	Board Member	2018-12-14
0001669191-18-000557	3	Leigh Isaacson	Principal Accounting Officer	2018-12-15
0001669191-18-000557	4	Leigh Isaacson	Board Member	2018-12-15
0001669191-18-000557	2	Keith  Isaacson	Principal Financial Officer	2018-12-14
0001669191-18-000557	5	Casey Isaacson	Board Member	2018-12-14
0001665160-18-001387	1	John Nelson	COO, Principal Financial Officer, Principal Accounting Officer and Managing Member	2018-12-21
0001665160-18-001387	2	David Chauner	CEO and Managing Member	2018-12-21
0001654300-18-000003	1	Neville Golvala	CEO	2018-12-19
0001669191-18-000554	8	William W Crossman	Board Member	2018-10-10
0001669191-18-000554	1	William W Crossman	Principal Executive Officer	2018-10-10
0001669191-18-000554	6	John A Lawson	Board Member	2018-10-10
0001669191-18-000554	5	Lawrence Toll	Board Member	2018-10-10
0001669191-18-000554	4	Timmy Chou	Board Member	2018-10-10
0001669191-18-000554	7	Chris Tew	Board Member	2018-10-10
0001669191-18-000554	2	Timmy Chou	Principal Financial Officer	2018-10-10
0001669191-18-000554	3	Timmy Chou	Principal Accounting Officer	2018-10-10
0001665160-18-001386	1	Christine H. Callahan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officerr	2018-12-20
0001757055-18-000002	1	Rick Genga	CEO	2018-12-20
0001665160-18-001381	2	Aike Muller	CEO, Principal Executive Officer, President and Director	2018-12-20
0001665160-18-001381	1	Friso Schmid	CFO, Principal Financial Officer and Principal Accounting Officer	2018-12-20
0001746059-18-000012	1	Tiffany Duchesne	Owner/Co-Founder	2018-12-20
0001746059-18-000012	2	Chelsea Falcetti	Owner/Co-Founder	2018-12-20
0001762067-18-000002	1	Michael Woodrum	CEO	2018-12-18
0001666102-18-000003	1	Aaron K Gilbert	President & CEO	2018-12-20
0001762067-18-000001	1	Sammy Lee Butts II	CEO	2018-12-18
0001666102-18-000002	1	Aaron K Gilbert	President & CEO	2018-12-20
0001702498-18-000004	1	Daniel Kam	Director	2018-12-19
0001702498-18-000004	2	Charles Lee	Director	2018-12-19
0001702498-18-000004	3	Francis Hwang	Director	2018-12-19
0001670254-18-000605	1	Angela Hall	Director	2018-12-17
0001665160-18-001379	3	Kirpal Singh	Founder and Manager	2018-12-18
0001665160-18-001379	2	Corwin Stone	Founder and Manager	2018-12-18
0001665160-18-001379	1	Jason Walker	Founder and Manager, Chief Business Development Officer, Principal Executive Officer, Principal Financial Officer	2018-12-18
0001670254-18-000605	2	Hugh Hall	CEO	2018-12-17
0001670254-18-000603	1	Andrea Kirschner	CFO The Cookie Department	2018-11-29
0001670254-18-000603	2	Akiva Resnikoff	Founder & CEO The Cookie Department	2018-11-28
0001668287-18-000086	1	Dano Veal	Owner	2018-12-19
0001760170-18-000001	1	Sebastian Madero	Treasurer	2018-12-19
0001760170-18-000001	2	Francisco Madero	Director	2018-12-19
0001760170-18-000001	3	Camila Madero	Manager	2018-12-19
0001665160-18-001376	1	Dawn Dickson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-19
0001665160-18-001374	1	John Brixus	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-19
0001665160-18-001374	2	Jim Zubov	CTO, Director, Secretary	2018-12-19
0001665160-18-001358	1	JD Claridge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-18
0001670254-18-000601	1	Yumi Alyssa Kimura	CEO	2018-12-13
0001665160-18-001371	1	Jason Walker	Founder and Manager, Chief Business Development Officer, Principal Executive Officer, Principal Financial Officer	2018-12-18
0001665160-18-001367	1	Wenkai Katherine Chen	CEO, Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer, and Director	2018-12-18
0001665160-18-001371	2	Corwin Stone	Founder and Manager	2018-12-18
0001665160-18-001371	3	Kirpal Singh	Founder and Manager	2018-12-18
0001740484-18-000005	2	/s/Helton Souza	Treasurer and Director	2018-12-18
0001740484-18-000005	3	/s/Rafael Ferreira	Secretary and Director	2018-12-18
0001740484-18-000005	1	/s/Neil Thanedar	President and Chairman of the Board	2018-12-18
0001665160-18-001357	1	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary, and Principal Accounting Officer	2018-12-18
0001757857-18-000003	1	John Senew	CEO	2018-12-18
0001754591-18-000001	3	Richard McCarthy	Operations Manager	2018-12-17
0001754591-18-000001	2	Robert Ahn	Managing Member	2018-12-17
0001754591-18-000001	1	Robert Kim	Managing Member	2018-12-17
0001669191-18-000551	4	Jacob Dansey	Board Member	2018-09-24
0001669191-18-000551	3	Jacob Dansey	Principal Accounting Officer	2018-09-24
0001669191-18-000551	2	Jacob Dansey	Principal Financial Officer	2018-09-24
0001669191-18-000551	1	Jacob Dansey	Principal Executive Officer	2018-09-24
0001670254-18-000588	4	Robert Britt	Founder, Chairman, CEO	2018-12-14
0001684220-18-000002	1	Jennifer Lyn Kassan	President	2018-12-14
0001670254-18-000592	1	Marshall Dean	CEO	2018-12-14
0001665160-18-001353	1	Joselito Seldera	Managing Member, Principal Executive Officer, Principal Financial Officer	2018-12-14
0001665160-18-001353	2	Chris Pratola	Managing Member, Principal Accounting Officer	2018-12-14
0001670254-18-000588	1	Cheryl J. Dillner	Secretary and Board Member	2018-12-14
0001670254-18-000588	2	Peggy L. Britt	Controller	2018-12-14
0001670254-18-000588	3	Richard R Matner	President and Board Member	2018-12-14
0001670254-18-000598	1	Aram Cretan	Co-Founder and Manager	2018-12-14
0001670254-18-000595	3	Bertram Meyer	CEO (employee)	2018-12-14
0001670254-18-000595	2	Leila Amirsadeghi	CMO/CXO	2018-12-14
0001670254-18-000595	1	Parker Johnson	Co-Founder	2018-12-14
0001665160-18-001355	3	Michael T. Bradley	Principal Financial Officer and Principal Accounting Officer	2018-12-14
0001665160-18-001355	2	Mark Madison	Vice President	2018-12-14
0001665160-18-001355	1	Gary Davi	CEO, Principal Executive Officer and Director	2018-12-14
0001670254-18-000598	2	Larry Cretan	Co-founder and CFO	2018-12-14
0001720035-18-000004	2	Patricia Butler	Manager, CEO, Treasurer & Secretary	2018-12-14
0001720035-18-000004	1	David Butler	Chairman and Manager	2018-12-14
0001753336-18-000003	2	Stephen Warne Ardagh	Treasurer, Director	2018-12-14
0001753336-18-000003	1	Lynda McLean Ronaldson	Director	2018-12-14
0001761087-18-000001	2	Fola Awosika	Co Founder and Head of Fitness	2018-12-14
0001761087-18-000001	1	Moses McCall	Co Founder and Sr. Architect	2018-12-14
0001753754-18-000006	2	/s/Justin Honeysuckle	Chief Operating Officer	2018-12-14
0001753754-18-000006	1	/s/James Perkins	Chief Executive Officer	2018-12-14
0001642688-18-000005	4	/s/Mahmoud Haidar	Director	2018-12-14
0001642688-18-000005	3	/s/Scott Harper	Director	2018-12-14
0001642688-18-000005	2	/s/William Buchanan	Director	2018-12-14
0001642688-18-000005	1	/s/Justin Crandall	Chief Executive Officer	2018-12-14
0001642688-18-000005	5	/s/Christopher Moll	Director	2018-12-14
0001754776-18-000006	1	Robert Smith	CEO and Founder	2018-12-13
0001665160-18-001351	3	Venkata Melukota	Architecture and Director	2018-12-13
0001665160-18-001351	2	Varun Ramanujam	President, CTO and Director	2018-12-13
0001665160-18-001351	1	Sri Gudavalli	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-13
0001757029-18-000002	1	Amanuel Tsegai	CEO	2018-12-13
0001760655-18-000002	1	Luke Cypher	Owner	2018-12-13
0001760453-18-000002	1	Naomi Auth	Owner	2018-12-13
0001758128-18-000003	2	Vincent Benedetto	Manager	2018-12-12
0001758128-18-000003	1	Rafael Alvarez	Manager	2018-12-12
0001669191-18-000549	3	Ansgar Strother	Principal Accounting Officer	2018-12-11
0001669191-18-000549	5	Adam Jakiela	Board Member	2018-12-11
0001669191-18-000549	4	Ansgar Strother	Board Member	2018-12-11
0001669191-18-000549	2	Ansgar Strother	Principal Financial Officer	2018-12-11
0001669191-18-000549	1	Ansgar Strother	Principal Executive Officer	2018-12-11
0001557286-18-000001	1	Arthur Hartunian	Managing Member	2018-12-12
0001745986-18-000004	2	Duncan Sham	Director	2018-12-12
0001745986-18-000004	1	Shi Li	Director	2018-12-12
0001727744-18-000004	1	Paul Hardersen	CEO	2018-12-12
0001665160-18-001349	1	J. Garrett Green	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-12
0001665160-18-001348	1	J. Garrett Green	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-12
0001670254-18-000586	2	Neville Golvala	CEO	2018-12-07
0001670254-18-000586	1	Ronald Buckner	CFO	2018-12-07
0001665160-18-001346	1	Sarita Ekya	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-11
0001746059-18-000011	1	Rachel Miller	Owner, NIGHTSHADEPOPUP, LLC	2018-12-11
0001665160-18-001344	1	Scott Pearlman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-11
0001665160-18-001343	1	Michael Burtov	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-11
0001665160-18-001341	1	Harold Jonas	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-11
0001665160-18-001339	1	Pavana Jain	CEO and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-11
0001665160-18-001337	2	Christopher J. Lucskay	Controller, Chief Financial Officer and Director	2018-12-11
0001665160-18-001337	1	Anthony R. Hancovsky	CEO, Principal Executive Officer and Director	2018-12-11
0001747279-18-000003	1	William A Holderness	CFO	2018-12-11
0001717111-18-000007	3	Molly Madden	Director, CFO	2018-12-06
0001717111-18-000007	2	Stephen Rye Switzer	Director	2018-12-06
0001717111-18-000007	1	Stephanie Sprinkle	Director	2018-12-06
0001665160-18-001333	1	Mark Jones	CEO, Principal Executive Officer, Controller, and Director	2018-12-10
0001759426-18-000008	1	Trenton Avila Marrs	Manager	2018-12-10
0001665160-18-001335	3	Sharon Liu	Principal Financial Officer and Principal Accounting Officer	2018-12-10
0001717111-18-000007	4	Yusuf George	Director	2018-12-06
0001665160-18-001335	1	Ani Khachoian	Executive Vice President and Director	2018-12-10
0001665160-18-001335	2	Earl M. Benjamin	CEO, President, and Director	2018-12-10
0001665160-18-001329	1	Clifford Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-10
0001761153-18-000001	1	Kent Sammons II	Owner	2018-12-10
0001669191-18-000547	1	Brian Curcio	Principal Executive Officer	2018-10-09
0001669191-18-000547	2	Brian Curcio	Principal Financial Officer	2018-10-09
0001669191-18-000547	4	Brian Curcio	Board Member	2018-10-09
0001669191-18-000547	3	Brian Curcio	Principal Accounting Officer	2018-10-09
0001665160-18-001327	1	Charles Powell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-10
0001669191-18-000545	4	Steven Coen	Board Member	2018-10-04
0001669191-18-000545	3	Steven Coen	Principal Accounting Officer	2018-10-04
0001669191-18-000545	2	Steven Coen	Principal Financial Officer	2018-10-04
0001669191-18-000545	1	Steven Coen	Principal Executive Officer	2018-10-04
0001669191-18-000543	1	Dagan Mishoulam	Principal Executive Officer	2018-10-09
0001669191-18-000543	5	Dagan Mishoulam	Board Member	2018-10-09
0001669191-18-000543	4	Ryan Meduna-Gee	Board Member	2018-10-09
0001669191-18-000543	3	Ryan Meduna-Gee	Principal Accounting Officer	2018-10-09
0001669191-18-000543	2	Ryan Meduna-Gee	Principal Financial Officer	2018-10-09
0001760678-18-000001	1	Mark Ganem	Owner	2018-12-10
0001665160-18-001326	2	Ani Khachoian	Executive Vice President and Director	2018-12-07
0001665160-18-001326	1	Earl M. Benjamin	CEO and Director	2018-12-07
0001665160-18-001326	3	Sharon Liu	Principal Financial Officer and Principal Accounting Officer	2018-12-07
0001670254-18-000583	3	Chris Harvey	Sales Director	2018-12-06
0001670254-18-000583	2	Javier Castro	CEO	2018-12-06
0001670254-18-000583	1	Chris Harvey	Sales Director	2018-12-06
0001748490-18-000003	1	Wilson Hunter	Director	2018-12-07
0001748490-18-000003	2	James Hsu	Director	2018-12-07
0001748490-18-000003	3	Engin Son	Director	2018-12-07
0001665160-18-001325	1	Joshua Paul Christensen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-07
0001670254-18-000580	1	Madeline Alcott	Co-CEO	2018-11-12
0001670254-18-000580	2	Ryan Miner	Co-CEO, Co-Founder	2018-11-12
0001758128-18-000001	2	Vincent Benedetto	Manager	2018-12-07
0001758128-18-000001	1	Rafael Alvarez	Manager	2018-12-07
0001760655-18-000001	1	Luke Cypher	Owner	2018-12-07
0001665160-18-001324	1	Mark Hanchett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-07
0001665160-18-001323	1	Shawn Findlater	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-07
0001665160-18-001322	1	Michael Burtov	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-07
0001755873-18-000001	1	Kobi Wu	Director & Chief Executive Officer	2018-12-07
0001665160-18-001321	3	Sam Dundee	Chief Financial Officer and Principal Accounting Officer	2018-12-06
0001665160-18-001321	2	Brad Reece	Chief Operating Officer, Director and Secretary	2018-12-06
0001665160-18-001321	1	Mike Pierce	CEO, Principal Executive Officer, Director and Chairman	2018-12-06
0001665160-18-001318	1	Matthew Thompson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-04
0001665160-18-001316	1	Mike Pierce	CEO, Principal Executive Officer, Director and Chairman	2018-12-06
0001665160-18-001316	2	Brad Reece	Chief Operating Officer, Director and Secretary	2018-12-06
0001665160-18-001316	3	Sam Dundee	Chief Financial Officer and Principal Accounting Officer	2018-12-06
0001665160-18-001314	1	Naqi Jaffery	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2018-12-06
0001753229-18-000004	1	Angela Dupree	President/CEO	2018-12-06
0001759516-18-000005	1	Timothy Kostenko	Managing Member	2018-12-06
0001758447-18-000001	1	Judson Smedley	Chief Financial Officer	2018-12-06
0001757857-18-000002	1	John Senew	CEO	2018-12-06
0001760318-18-000002	1	Dillon Auxier	CEO	2018-12-06
0001746271-18-000005	1	Brendan Burns	Manager and Chief Executive Officer	2018-12-06
0001665160-18-001312	1	Jason Buterin	CEO and Manager, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer	2018-12-06
0001753754-18-000005	1	James Perkins	Chief Executive Officer	2018-12-06
0001753754-18-000005	2	Justin Honeysuckle	Chief Operating Officer	2018-12-06
0001665160-18-001311	2	Brad Reece	Chief Operating Officer, Director and Secretary	2018-12-06
0001665160-18-001311	1	Mike Pierce	CEO, Principal Executive Officer, Director and Chairman	2018-12-06
0001665160-18-001311	3	Sam Dundee	Chief Financial Officer and Principal Accounting Officer	2018-12-06
0001746474-18-000002	5	Donald Power	Manager	2018-12-06
0001746474-18-000002	4	Deborah Power	Manager	2018-12-06
0001746474-18-000002	3	Michelle Marshall	Manager	2018-12-06
0001746474-18-000002	2	Sean Marshall	Manager	2018-12-06
0001746474-18-000002	1	Charles Lusk II	Manager	2018-12-06
0001665160-18-001310	1	Earl M. Benjamin	CEO and Director	2018-12-06
0001665160-18-001310	3	Sharon Liu	Principal Financial Officer and Principal Accounting Officer	2018-12-06
0001665160-18-001310	2	Ani Khachoian	Executive Vice President and Director	2018-12-06
0001665160-18-001308	2	Stephanie L. Watson	CFO and the Principal Accounting Officer	2018-12-06
0001665160-18-001308	1	James W. Killen	CEO and Manager	2018-12-06
0001669191-18-000541	3	Michael Antaran	Principal Accounting Officer	2018-10-23
0001669191-18-000541	1	Michael Antaran	Principal Executive Officer	2018-10-23
0001669191-18-000541	2	Michael Antaran	Principal Financial Officer	2018-10-23
0001669191-18-000541	4	Michael Antaran	Board Member	2018-10-23
0001669191-18-000539	1	Zachary Silverman	Principal Executive Officer	2018-08-31
0001669191-18-000539	4	Zachary Silverman	Board Member	2018-08-31
0001669191-18-000539	3	Zachary Silverman	Principal Accounting Officer	2018-08-31
0001669191-18-000539	2	Zachary Silverman	Principal Financial Officer	2018-08-31
0001669191-18-000536	2	Alex Melehy	Principal Financial Officer	2018-06-29
0001669191-18-000536	3	Alex Melehy	Principal Accounting Officer	2018-06-29
0001669191-18-000536	4	Alex Melehy	Board Member	2018-06-29
0001669191-18-000536	1	Alex Melehy	Principal Executive Officer	2018-06-29
0001720035-18-000003	1	David Butler	Chairman and Manager	2018-12-06
0001720035-18-000003	2	Patricia Butler	Manager, CEO, Treasurer & Secretary	2018-12-06
0001752109-18-000006	1	Ena Jones	President/CEO	2018-12-06
0001665160-18-001306	1	Ani Khachoian	Executive Vice President and Director	2018-12-04
0001665160-18-001306	3	Sharon Liu	Principal Financial Officer and Principal Accounting Officer	2018-12-04
0001665160-18-001306	2	Earl M. Benjamin	CEO and Director	2018-12-04
0001665160-18-001304	2	Larry E. Russell	Principal Accounting Officer and Principal Financial Officer	2018-12-04
0001665160-18-001304	1	David Zinberg	CEO, Principal Executive Officer and Director	2018-12-04
0001665160-18-001303	1	Matthew Thompson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-04
0001665160-18-001300	1	Dennis Dicker	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-12-04
0001669191-18-000534	2	Ned Sedlak	Principal Financial Officer	2018-05-14
0001669191-18-000534	1	Maureen Lloren	Principal Executive Officer	2018-05-14
0001669191-18-000534	4	Maureen Lloren	Board Member	2018-05-14
0001669191-18-000534	3	Mike Beck	Principal Accounting Officer	2018-05-14
0001669191-18-000532	3	James Canova	Principal Accounting Officer	2018-11-28
0001669191-18-000532	4	Valerie  Canova	Board Member	2018-11-28
0001669191-18-000532	5	James Canova	Board Member	2018-11-28
0001669191-18-000532	1	James Canova	Principal Executive Officer	2018-11-28
0001669191-18-000532	2	Valerie  Canova	Principal Financial Officer	2018-11-28
0001757184-18-000001	1	Francine Anderson	Preident/CEO	2018-12-03
0001691608-18-000003	2	Andrew Pogue	Manager	2018-12-03
0001691608-18-000003	1	Geoffrey Barker	Manager	2018-12-03
0001665160-18-001294	1	Mahesh Talwar	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2018-12-03
0001665160-18-001297	2	Benjamin Anderson	COO, Principal Financial Officer, Principal Accounting Officer, Director	2018-12-03
0001665160-18-001297	1	Andrew Schlack	CEO, Principal Executive Officer and Director	2018-12-03
0001665160-18-001294	2	Ajay Keshap	Chief Business Officer and Manager	2018-12-03
0001669191-18-000524	3	Mike Beck	Principal Accounting Officer	2018-05-14
0001669191-18-000524	2	Ned Sedlak	Principal Financial Officer	2018-05-14
0001669191-18-000524	1	Maureen Lloren	Principal Executive Officer	2018-05-14
0001669191-18-000524	4	Maureen Lloren	Board Member	2018-05-14
0001754776-18-000005	1	Kobi Wu	Director & Chief Executive Officer	2018-12-03
0001760049-18-000001	1	Sukhbat Lkhagvadorj	CFO	2018-12-03
0001754776-18-000004	1	Robert Smith	CEO and Founder	2018-12-03
0001665160-18-001291	1	Michael Schoening	President, Principal Executive Officer and Director	2018-12-03
0001665160-18-001291	2	Joe Storment	Principle Financial Officer and Principal Accounting Officer	2018-12-03
0001756092-18-000002	1	Dominic Moreau	Managing Member	2018-12-03
0001665160-18-001289	2	Michael Liss	Principal Accounting Officer, Principal Financial Officer, Chief Product Officer	2018-12-03
0001665160-18-001289	1	Alexander Beauchamp	CEO, Principal Executive Officer and Director	2018-12-03
0001665160-18-001286	1	Steve Vanechanos	Executive Chairman, CEO, Principal Executive Officer and Director	2018-12-03
0001665160-18-001286	4	Glenn Pohs	Director	2018-12-03
0001665160-18-001286	2	Steven Relis	Principal Financial Officer and Principal Accounting Officer	2018-12-03
0001665160-18-001286	3	James Hyde	Vice Chairman and Director	2018-12-03
0001665160-18-001285	1	Brad Rego	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2018-12-03
0001756121-18-000001	1	Kevin King	CEO	2018-11-30
0001756121-18-000001	3	Brian Dedmon	CFO	2018-11-30
0001756121-18-000001	4	John Quarles	CTO	2018-11-30
0001756121-18-000001	2	Roland Paquette	COO	2018-11-30
0001670254-18-000577	1	Omar kaczmarczyk	Cwo	2018-11-30
0001670254-18-000577	2	Kenneth Schwenker	Founder / Organizer	2018-11-29
0001665160-18-001284	1	David Farley	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-11-30
0001665160-18-001283	3	Peter Landrock	Phd and Director	2018-11-30
0001665160-18-001283	2	Kerry Brown	CTO and Director	2018-11-30
0001665160-18-001283	1	Vance David Watkins	CEO, Principal Financial Officer, and Principal Accounting Officer	2018-11-30
0001670254-18-000574	1	Serdar Mizrakci	Founder & CEO	2018-11-29
0001760453-18-000001	1	Naomi Auth	Owner	2018-11-30
0001668287-18-000084	1	Mark Hayes	Owner	2018-11-30
0001756109-18-000002	1	Frank Bunger	CEO & Founder	2018-11-30
0001669191-18-000522	1	Mark Jennings	Principal Executive Officer	2017-11-30
0001669191-18-000522	2	Mark Jennings	Principal Financial Officer	2017-11-30
0001669191-18-000522	4	Mark Jennings	Board Member	2017-11-30
0001669191-18-000522	3	Mark Jennings	Principal Accounting Officer	2017-11-30
0001669191-18-000518	2	Jacob Dansey	Principal Financial Officer	2018-09-24
0001669191-18-000518	1	Jacob Dansey	Principal Executive Officer	2018-09-24
0001669191-18-000518	3	Jacob Dansey	Principal Accounting Officer	2018-09-24
0001669191-18-000518	4	Jacob Dansey	Board Member	2018-09-24
0001669191-18-000516	4	Jacob Dansey	Board Member	2018-09-24
0001669191-18-000516	1	Jacob Dansey	Principal Executive Officer	2018-09-24
0001669191-18-000516	3	Jacob Dansey	Principal Accounting Officer	2018-09-24
0001669191-18-000516	2	Jacob Dansey	Principal Financial Officer	2018-09-24
0001669191-18-000514	5	Michael Vevera	Board Member	2018-11-28
0001669191-18-000514	4	Karl Seck	Board Member	2018-11-28
0001669191-18-000514	3	Karl Seck	Principal Accounting Officer	2018-11-28
0001669191-18-000514	2	Michael Vevera	Principal Financial Officer	2018-11-28
0001669191-18-000514	1	Karl Seck	Principal Executive Officer	2018-11-28
