accession_number	id	issuer	issuerSignature	issuerTitle
0001665160-20-000033	5003925	Outbound Brewing Inc.	Marty Reed	CEO, Founder, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001716822-20-000004	5003926	70 Million Resources, Inc.	/s/ Richard Bronson	CEO, Director
0001715013-20-000001	5003919	Edge Tech Labs, LLC	Shaun Masavage	CEO
0001732447-20-000001	5003927	Gather Voices, Inc.	Michael Hoffman	Secretary
0001765975-20-000001	5003920	Patio Bar One, LLC	David Brendan Murphy	Manager
0001765975-20-000002	5003921	Patio Bar One, LLC	David Brendan Murphy	Manager
0001790166-20-000001	5003922	Compound Projects, LLC	Janine Yorio	Chief Executive Officer
0001665160-20-000034	5003928	Clearwater Distilling Co LLC	Matt Eau Claire	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000035	5003929	SanMelix Laboratories, Inc	Diana Sabacinski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001775091-20-000001	5003930	420 Real Estate, LLC	Willard L. Jackson Jr., by Sean Fuellhart POA	CEO
0001669191-20-000008	5003931	Dome Audio Inc.	Benjamin White	Principal Executive Officer
0001669191-20-000010	5003923	Global Cancer Technology, Inc	John Clark	Principal Executive Officer
0001669191-20-000012	5003932	Neurotez Inc.	Nikolaos Tezapsidis	Principal Executive Officer
0001793344-20-000007	5003933	Vivosens Inc.	Miray Tayfun	CEO
0001793344-20-000008	5003944	Pistil & Pollen, LLC	Amy Dannemiller	Chief Executive Officer
0001746059-20-000005	5003934	Cooks & Farmers LLC	Michael Arrington	Owner and Founder
0001787023-20-000001	5003945	LEAF & ASH LLC	Stephanie Bryan	CEO
0001746059-20-000006	5003935	Association of Child Daycare Providers, Inc.	Monica Wright	Owner and Founder
0001706937-20-000005	5003946	WhereBy.Us Enterprises, Inc	Christopher Sopher	CEO, President, Director
0001797650-20-000001	5003936	Woofy, Inc.	Arjun Rai	President, Director
0001706937-20-000006	5003937	Buff Bake, Inc.	Ryan Queen	Co-President
0001706937-20-000008	5003938	WhereBy.Us Enterprises, Inc	Christopher Sopher	CEO, President
0001665160-20-000038	5003947	Waverly Labs Inc.	Andrew Ochoa	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000040	5003948	StorEn Technologies	Carlo Brovero	CEO, President, Chief Executive Officer, Treasurer, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000041	5003949	StorEn Technologies Inc.	Carlo Brovero	CEO, President, Chief Executive Officer, Treasurer, Principal Financial Officer and Principal Accounting Officer
0001706937-20-000009	5003950	WhereBy.Us Enterprises, Inc	Christopher Sopher	CEO, President, Director
0001746059-20-000007	5003951	Motherboard, Inc.	Albert Harlow	Owner and Founder
0001746059-20-000008	5003953	TheTeSpa LLC	Alexis Jones	Founder & CEO
0001798376-20-000001	5003954	Sharswood 1CF,LLC	Gregory Reaves	Co-manager of manager, Sharswood 1 SPNSRS,LLC
0001792640-20-000001	5003952	Flowerbee Group, Inc	Jonathan Macri by Sean Fuellhart POA	CEO
0001746059-20-000009	5003955	Chivanada, LLC	Daniel Yarzagaray	Owner and CoFounder
0001746059-20-000010	5003956	Naked River Brewing Co LLC	Robert Raulston	Owner and Founder
0001746059-20-000012	5003957	TB Duvall, LLC	Tayo Bailey-Duvall	Owner and Founder
0001746059-20-000014	5003975	4210 Charlotte Partners, LLC	Louisa Green	Owner and Founder
0001746059-20-000015	5003976	Tempo, LLC	Javier Solis	Owner and CoFounder
0001791747-20-000001	5003958	Oomi Inc.	/s/ Obi Onyejekwe	CEO
0001788657-20-000001	5003959	Flowh, Inc.	Eric Darst	CEO
0001581437-20-000001	5003960	DIGITAL DREAM LABS, LLC	H. Jacob Hanchar	Chief Executive Officer
0001800155-20-000001	5003961	Sits N Wiggles Dog Daycare N Training, LLC	Valarie Ross	Co-Owner
0001792930-20-000001	5003977	Padlist, Inc.	Blake Van Leer	Chief Executive Officer
0001793868-20-000001	5003962	Porky's LLC	Nicholas Weiss	Co-Owner
0001798823-20-000001	5003978	Wine Collective, LLC	Enrique Pallares	Co-Owner
0001669191-20-000014	5003979	AwayZone, Inc.	LaToya Johnson	Principal Executive Officer
0001665160-20-000043	5003963	Atlis Motor Vehicle Inc.	Mark Hanchett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001668287-20-000001	5003980	Actual Natural Health & Wellness Products, Inc.	Paul Lobel	CEO
0001668287-20-000002	5003981	Hospitality Innovated, LLC	Yannis Moati	CEO
0001665160-20-000044	5003964	PlantSnap, Inc.	Eric Ralls	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000045	5003965	Parallel Flight Technologies, Inc.	Joshua Resnick	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-20-000016	5003966	Amazing Pizza LLC	Jacqueline Field	Owner and Founder
0001669191-20-000017	5003967	AwayZone, Inc.	LaToya Johnson	Principal Executive Officer
0001670254-20-000014	5003968	The Greatest Adventures On Earth, LLC	Daryn Hillhouse	Co-Founder & CEO
0001670254-20-000016	5003982	eCarra, LLC	Rock Robinson	CEO
0001670254-20-000039	5003988	Black Sands Entertainment Inc.	Manuel Godoy	CEO
0001796828-20-000002	5003983	3204 Lyons Avenue LLC	Chris Senegal	President/CEO
0001670254-20-000021	5003986	Elite Amateur Fight League, Inc.	Jesse Nunez	Founder / Executive Producer, Marine Corps Veteran
0001670254-20-000026	5003987	Mammalz, PBC	Alexander Finden	Co-Founder, COO
0001670254-20-000041	5003989	Delsure Health Insurance Inc.	Abbas Bayat	Founder, CEO
0001670254-20-000048	5003970	Neurohacker Collective, LLC	James Schmachtenberger	CEO
0001670254-20-000046	5003990	Proper Good Inc	Christopher Jane	Founder & CEO
0001670254-20-000019	5003984	GIFTWITH Inc	Eshed Doni	CEO and Founder
0001784247-20-000002	5003985	DreamVentures Women & Minority Developers, LLC	John Whatley	President/CEO
0001670254-20-000036	5003969	California Kebab PB Restaurant LLC	Alex Pierson	Managing Member
0001665160-20-000046	5003991	Metai Knights Media Inc	Dele Atanda	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001783580-20-000001	5003992	Ember Fund LLC	Alex Wang	Chief Executive Officer, Director
0001783580-20-000002	5003993	Ember Fund LLC	Alex Wang	Chief Executive Officer, Director
0001780439-20-000001	5003994	Kansas City Breweries Co LLC	Terri Louise Bricker	President
0001748372-20-000002	5003995	Feast & Fettle, Inc.	Carlos Ventura	CEO
0001736423-20-000005	5003996	Acciyo, Inc.	Anum Hussain	CEO & Director
0001668287-20-000003	5003971	Actual Natural Health & Wellness Products, Inc.	Paul Lobel	CEO & President
0001755767-20-000001	5003972	Cyber Consumer Club Corp	Al Mughairy by Sean Fuellhart POA	CEO
0001704205-20-000001	5003997	Ideal Conceal, Inc.	Kirk Kjellberg	CEO
0001670254-20-000050	5003973	Strengths, Inc.	Paul Allen	Founder and CEO
0001670254-20-000053	5003998	CB Auto Group, Inc.	John A Perez	CEO & Chairman
0001774858-20-000001	5003974	Project JAM INC.	Anthony Livadas	COO
0001746059-20-000017	5004015	IYLIA, LLC	Layla-Joy Williams	Founder & CEO
0001746059-20-000018	5004016	Unlocal Beer Company, LLC	Andrew Jerry	Founder
0001791558-20-000001	5004017	EME Squared LLC	Eric Earnest	Owner
0001791558-20-000002	5003999	K.B.I. LLC	Philip Knight	Owner
0001791558-20-000003	5004018	CE Communitas, LLC	Craig Cozza	Owner
0001791558-20-000004	5004000	Work Hard Digital Services LLC	Jason Philips	Member
0001791558-20-000005	5004019	Oakmont Barbeque Co LLC	Ken Shields	Owner
0001791558-20-000006	5004020	Cissonius Corp	Karl Horn	Owner
0001791558-20-000007	5004021	Camino Kombucha Co.	Nohra Murad	Owner
0001746059-20-000019	5004022	M.R.R Rest LLC	Samson Romeo Regalli	Owner and CoFounder
0001670254-20-000055	5004023	SunState Laboratories, Inc.	David Shahan	Founder / CEO
0001700943-20-000001	5004024	Plei, Inc.	/s/ Sebastian Duque	CEO, Director
0001792115-20-000001	5004025	Sprout CF Fund, Inc.	Joshua Carr	President
0001670254-20-000057	5004026	Subverse Inc.	Bill Ottman	CIO
0001799231-20-000001	5004002	HAZN, Inc	Elias Tobias	CEO
0001796532-20-000002	5004001	Edison Golf Co	Terry Koehler	Chairman
0001780439-20-000003	5004027	Aviana Holdings Inc	Vanaja Vijaya Ragavan	President and CEO
0001665160-20-000047	5004028	Rhino Hide LLC	Jason Giddings	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000048	5004029	WaterRR, Inc	Bruce Kania	Chief Executive Officer, Principal Executive Officer, Director
0001670254-20-000060	5004030	LAWRENCEVILLE PLASMA PHYSICS, INC.	Eric J. Lerner	President and Chief Scientist
0001670254-20-000061	5004031	Social Study Media LLC	Russell Greene	Founder and CEO
0001670254-20-000064	5004003	Shark Wheel, Inc.	Zack Fleishman	Chief Operating Officer
0001670254-20-000065	5004032	Learn with ORION LLC	Christine Outram	Chief Executive Officer
0001746059-20-000020	5004033	De Carolis Brothers Cyclists LLC	Luca De Carolis	Owner and CEO
0001670254-20-000069	5004034	Skeptic Distillery Co.	Karl C Loepke	President
0001670254-20-000070	5004035	Shark Wheel, Inc.	Zack Fleishman	Chief Operating Officer
0001785115-20-000001	5004036	Boring Life Inc	/s/ Serafina Palandech	CEO, Director
0001798376-20-000003	5004004	Sharswood 1CF,LLC	Gregory Reaves	Co-manager of manager, Sharswood 1 SPNSRS,LLC
0001665160-20-000051	5004005	Geoship SPC	Morgan Bierschenk	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer of Geoship SPC
0001669191-20-000019	5004037	Kings Crowd LLC	Christopher Lustrino	Principal Executive Officer
0001798376-20-000004	5004006	Sharswood 1CF,LLC	Gregory Reaves	Co-manager of manager, Sharswood 1 SPNSRS,LLC
0001746059-20-000021	5004007	INFIN8 SKATES ROLLER RINK INC.	Rasheeda Wallace	Founder & CEO
0001669191-20-000020	5004008	Attorney Et Al. Inc.	MICHAEL GABRIEL	Principal Executive Officer
0001795289-20-000001	5004038	Trimpakt, Inc.	Jonathan Restelli	Co Founder, CEO
0001665160-20-000052	5004041	Life Imaging Fla, Inc.	J. Thomas Graham	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001790658-20-000001	5004039	Apex Memorial, LP	Jeremy Sanders	Manager of its General Partner, Triumph Franchise Management, LLC
0001790657-20-000001	5004040	Apex Tex-Katy, LP	Jeremy Sanders	Manager of its General Partner, Triumph Franchise Management, LLC
0001665160-20-000054	5004042	Elevate Nutrition Inc.	Paul Salomone	COO, Co-Founder, Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000022	5004043	StemSation International, Inc	Ray C.  Carter, Jr.	Principal Executive Officer
0001669191-20-000024	5004009	SelenBio, Inc.	Kenny Gallagher	Principal Executive Officer
0001669191-20-000027	5004010	Raveler Inc	Jaime  van Schyndel	Principal Executive Officer
0001669191-20-000029	5004044	Attorney Et Al. Inc.	MICHAEL GABRIEL	Principal Executive Officer
0001665160-20-000055	5004045	Atmos Home Inc.	Mark Lyle	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000056	5004046	The Fantasy Network Corporation	Ronald B Newcomb	CEO, Principal Executive Officer and Director
0001665160-20-000061	5004012	An Angry Boy Inc.	Andrew Fitzgerald	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000059	5004011	The Fantasy Network Corporation	Ronald B Newcomb	CEO, Principal Executive Officer and Director
0001788691-20-000001	5004013	BioLargo Water Investment Group, Inc.	Dennis Calvert	President and CEO
0001669191-20-000031	5004047	THB Holdco, LLC	Christopher Darnell	Principal Executive Officer
0001669191-20-000033	5004014	THB Holdco, LLC	Christopher Darnell	Principal Executive Officer
0001665160-20-000063	5004048	Called Higher Studios, Inc.	Jason Brown	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001755873-20-000001	5004055	Visuwall Technologies Inc.	/s/Kobi Wu	Director & Chief Executive Officer
0001790424-20-000001	5004049	GreenZone Pharms	Daniel Marlow	CEO
0001670254-20-000071	5004075	Fuchsia Shoes Inc	Afshan Abbas	CEO
0001746059-20-000023	5004050	Tipsy Cupcakes RVA LLC	Charmesha Cousins	Owner and CoFounder
0001746059-20-000024	5004051	G Wagner Restaurants LLC	Wagner Garcia	Owner and CoFounder
0001665160-20-000065	5004052	My French Connection, Inc.	Jessica Barouche	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-20-000025	5004053	Association of Child Daycare Providers, Inc.	Monica Wright	Owner
0001746059-20-000026	5004054	9 MILES EAST SARATOGA LLC	Gordon Sacks	Founder & CEO
0001765252-20-000002	5004095	QWIKLEAF LLC	Neil Biafore	Founder / CEO
0001777274-20-000003	5004076	Oracle Health Inc.	Jaeson Bang	CEO, Founder
0001746059-20-000027	5004077	9 MILES EAST SARATOGA LLC	Gordon Sacks	Founder & CEO
0001785164-20-000001	5004078	Green Growth Real Estate, LLC	Neil Parsan by Sean Fuellhart POA	CEO
0001669191-20-000035	5004096	College Coaching Network Inc.	Claude Harris	Principal Executive Officer
0001788691-20-000006	5004097	BioLargo Water Investment Group, Inc.	Dennis Calvert	President and CEO
0001785943-20-000001	5004079	Status Money Inc.	Majd Maksad	Chief Executive Officer
0001665160-20-000069	5004098	SONDORS Electric Car Company	Storm Sondors	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001799769-20-000001	5004080	Egeria Corp	Sedale Turbovsky	President & CEO
0001706939-20-000001	5004099	kulaBrands, Inc.	Peter Gantner	CEO
0001669191-20-000037	5004100	Neurotez Inc.	Nikolaos Tezapsidis	Principal Executive Officer
0001665160-20-000071	5004101	Franny's Manufacturing Inc	Jeff Tacy	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000073	5004081	SONDORS Electric Car Company	Storm Sondors	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001722137-20-000001	5004082	Upshift Inc.	/s/ Ezra Goldman	Chief Executive Officer, President
0001665160-20-000075	5004083	Soko Group, Inc.	Dave Sokolowski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000079	5004084	Yae! Organics Inc	Lorenzo Holley	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-20-000028	5004102	Lucky Goat Brewing LLC	Kendall Peabody	Owner and CoFounder
0001665160-20-000080	5004085	Currency Tracking Technologies LLC	Keith F. Duffy	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001791223-20-000001	5004103	Renu Robotics Corporation	Tim Matus	Chief Executive Officer/President
0001670254-20-000074	5004087	COLORS Oakland LLC	Saru Jayaraman	Founder
0001665160-20-000081	5004104	Icarus Blockchain Group Inc.	Maya Parbhoe	CEO, Principal Executive Officer and Director
0001799973-20-000001	5004086	Dispatch Goods, Inc.	/s/ Lindsey Hoell	CEO, Director
0001665160-20-000082	5004105	Toy Overlord, Inc.	Matt Westover	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001794960-20-000001	5004106	Fashwire Inc.	/s/ Kimberly Carney	CEO
0001771551-20-000001	5004107	Secure Solar Capital LLC	Anthony Smith	Manager
0001669191-20-000039	5004127	College Coaching Network Inc.	Claude Harris	Principal Executive Officer
0001665160-20-000083	5004108	Rayton Solar Inc.	Andrew Yakub	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000084	5004109	SmartSoda Holdings, Inc.	Lior Shafir	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000085	5004110	El Tinieblo International, Inc.	Brian Gale	CEO, Principal Executive Officer and Director
0001801610-20-000001	5004111	Pure Green Franchise Corp	/s/ Ross Franklin	Chief Executive Officer (Principal Executive and Financial Officer)
0001677504-20-000001	5004128	Fama Financial Holdings, Inc.	Saiful Khandaker	CEO
0001801610-20-000002	5004129	Pure Green Franchise Corp	Ross Franklin	Chief Executive Officer and Director
0001670254-20-000078	5004130	LIFOGRAPH, INC.	Dea Wilson	CEO and Founder
0001730486-20-000001	5004112	Thematic, Inc.	Marc Schrobilgen	Chief Executive Officer
0001670254-20-000084	5004113	LIFOGRAPH, INC.	Dea Wilson	CEO and Founder
0001746059-20-000029	5004114	Stoneman Brewery LLC	Justin Korby	Owner and Founder
0001684004-20-000001	5004131	Black Point Seafood, LLC	Mark Murrell	CEO
0001669191-20-000042	5004115	BitMovio, Inc.	Xianming Zhu	Principal Executive Officer
0001793349-20-000001	5004132	Growing Talent LLC	/s/ Rashaan Everett	Manager
0001670254-20-000086	5004116	OSCAR Brands Inc.	Oscar de Vries	CEO & Founder
0001665160-20-000088	5004133	SONDORS Electric Car Company	Storm Sondors	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001785626-20-000004	5004117	Zanbazan, LLC	Nargis Mougey	Member
0001746059-20-000031	5004134	Mizen Funeral Home & Cremation Services LLC	Aaron Mizen	Owner and Founder
0001665160-20-000092	5004135	Pacific Integrated Energy, Inc.	Phil Layton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-20-000088	5004118	Curastory Inc.	Tiffany Kelly	Founder & CEO
0001670254-20-000094	5004119	Snake Oil Song, LLC	Micah Van Hove	Director/Producer
0001670254-20-000099	5004121	Fasty Fresh, Inc.	Rick Richman	Founder CEO
0001670254-20-000104	5004136	Natural Machines, Inc	Emilio Sepulveda	Co-Founder and CEO
0001670254-20-000101	5004122	Calyx Cultivation Tech. Corp.	John C Higgins	President/CEO
0001670254-20-000096	5004120	Video Yearbook, Inc.	Nam Mokwunye	Founder/Chief Catalyst
0001669191-20-000045	5004137	Deuce Drone LLC	Rhett Ross	Principal Executive Officer
0001669191-20-000047	5004138	Attorney Et Al. Inc.	MICHAEL GABRIEL	Principal Executive Officer
0001665160-20-000100	5004123	Noble Naturals	David Allred	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000101	5004139	GLOW Beverages, inc.	John Larson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000102	5004140	Wand USA Inc.	Andrew Schlack	CEO, Principal Executive Officer and Director
0001790689-20-000001	5004141	Another Round LLC	Gary Kendall Spence	Manager
0001789878-20-000001	5004142	Giant Leap Coffee, LLC	Logan Beck	President
0001794484-20-000001	5004124	Alpha'a, Inc.	/s/ Manuela Seve	Chief Executive Officer
0001670254-20-000106	5004125	GenesisAI Corporation	Archil Cheishvili	CEO
0001670254-20-000107	5004143	Galactic Adventures, Inc.	Frank Zanca	CFO
0001802577-20-000002	5004126	Michael James Ferguson Jr Foreign Private Trust	Noble Mikhail JM Firdaus El	Executive Ruler/Treasurer/Foreign Minister
0001669191-20-000049	5004144	BumBee Designs Incorporated	James Canova	Principal Executive Officer
0001746059-20-000032	5004145	Naked River Brewing Co LLC	Robert Raulston	Owner and Founder
0001790166-20-000004	5004147	Compound Projects, LLC	Janine Yorio	Chief Executive Officer
0001665160-20-000104	5004146	Trella Technologies LLC	Aja Atwood	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000051	5004148	College Coaching Network Inc.	Claude Harris	Principal Executive Officer
0001789369-20-000001	5004149	Clee Wellness LLC	Caroll Lee	Manager
0001746059-20-000033	5004150	Kin Tap & Rec Room, LLC	Elizabeth Castellana	Owner and Founder
0001759332-20-000001	5004151	Persona Network, Inc.	Colby Schaeffer	CFO
0001654300-20-000001	5004152	ChoiceTrade Holdings, Inc.	Neville Golvala	CEO
0001665160-20-000105	5004153	Liberty PlugIns, Inc.	Chris Outwater	CEO, Principal Executive Officer and Director
0001792116-20-000001	5004167	2270 Platt LLC	Joseph Jonna	Co-Manager
0001554477-20-000002	5004168	Thuzio, Inc.	Jared Augustine	Chief Executive Officer
0001665160-20-000106	5004154	Thalia Brands, Inc.	Chris Bradley	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001797565-20-000001	5004169	BioPact Cellular Transport, Inc.	Kurt Swogger	CEO and President
0001554477-20-000003	5004170	Woofy, Inc.	Arjun Rai	President, Director
0001665160-20-000109	5004155	Thoughtfull Toys, Inc.	David Silverglate	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-20-000034	5004156	Avalon Lounge & Game Cafe, Inc.	Melissa Lewis-Gentry	Owner and CoFounder
0001665160-20-000112	5004157	GoBQ Grills, Inc.	Todd Zaroban	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-20-000036	5004158	Rai Family Enterprises	Biplaw Rai	Owner and CoFounder
0001798833-20-000002	5004159	Blacklist Equity Fund, LLC	Fahad Rajput	Manager
0001665160-20-000114	5004160	GoBQ Grills, Inc.	Todd Zaroban	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001722197-20-000001	5004171	INDECO UNION	David Levine	Chief Executive Officer
0001213900-20-003498	5004161	Steve's Gym LLC	William Zanker	Chief Executive Officer
0001746059-20-000037	5004162	Plum Island Grille, Inc.	Francis Broadberry	Owner
0001665160-20-000122	5004172	Baqua Inc.	Sandra W. Marlowe	Chairman & CEO
0001665160-20-000124	5004173	Baqua	Sandra W. Marlowe	Chairman & CEO
0001746059-20-000039	5004174	Enthrall Capital Investments LLC	Mike Pirtle	Owner and CoFounder
0001665160-20-000127	5004163	Baqua, Incorporated	Sandra W. Marlowe	Chief Executive Officer
0001746059-20-000041	5004164	Bullfinch Brewpub, LLC	David Collins	Owner and Founder
0001740075-20-000001	5004175	Ecoventz Inc.	Andreas Roussos	CEO
