accession_number	isAmendment	progressUpdate	natureOfAmendment	nameOfIssuer	legalStatusForm	legalStatusOtherDesc	jurisdictionOrganization	dateIncorporation	street1	street2	city	stateOrCountry	zipCode	issuerWebsite	companyName	commissionCik	commissionFileNumber	crdNumber
0001791279-20-000002	0	Raised $11,000		Creative Coffee & Supply LLC	Limited Liability Company		PA	2019-09-13 00:00:00.0	309 SMITHFIELD ST		PITTSBURGH	PA	15222	https://crtv.coffee/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001746059-20-000002	1		Issuer is extending the deadline to invest.	Peak Performance Nutrition LLC	Limited Liability Company		NY	2015-06-12 00:00:00.0	620 19TH STREET		WATERVLIET	NY	12189	http://foodtherapymeals.com/	MainVest, Inc.	0001746059	007-00162	
0001791279-20-000003	0	Raised $46,750		Rolling Pepperoni LLC	Limited Liability Company		PA	2018-10-15 00:00:00.0	5304 BUTLER STREET		PITTSBURGH	PA	15201	http://www.rollingpepperoni.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001746059-20-000003	1		Issuer is extending the deadline to invest.	Lucky Goat Brewing LLC	Limited Liability Company		MA	2019-09-03 00:00:00.0	379 MAIN STREET		WAREHAM	MA	02571	https://www.facebook.com/LuckyGoat/	MainVest, Inc.	0001746059	007-00162	
0001783004-20-000001	0		The Company is extending the offering deadline and has done an intermediary close.	SkyHi Travel, Inc.	Corporation		DE	2016-02-01 00:00:00.0	13614 SUNSET DRIVE		APPLE VALLEY	CA	92308	https://flyskyhi.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-20-000020	0			Dermal Photonics Corporation	Corporation		DE	2012-10-18 00:00:00.0	100 Corporate Place, Ste 303		Peabody	MA	01960	www.niraskin.com	StartEngine Capital, LLC	0001665160	007-00007	
0001766521-20-000001	0			SleepChoices LLC	Limited Liability Company		DE	2017-02-03 00:00:00.0	10700 WILES RD.		CORAL SPRINGS	FL	33076	www.sleepchoices.com				
0001665160-20-000023	0		Updating minimum investment amount	Dermal Photonics Corporation	Corporation		DE	2012-10-18 00:00:00.0	100 Corporate Place, Ste 303		Peabody	MA	01960	www.niraskin.com	StartEngine Capital, LLC	0001665160	007-00007	
0001716822-20-000001	0			70 Million Resources, Inc.	Corporation		DE	2016-08-10 00:00:00.0	145 S. Fairfax Avenue, 2nd Floor		Los Angeles	CA	90036	http://www.70millionjobs.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001797667-20-000002	0		One of our documents have been updated. This will not require investors to reconfirm as the offering is not yet opened to the public for making investment commitments.	Degrees Plato LLC	Limited Liability Company		CA	2016-05-09 00:00:00.0	4251 MACARTHUR BOULEVARD		OAKLAND	CA	94619	https://www.degreesplato.com	SMBX, Inc.	0001707214	007-00129	290186
0001746059-20-000004	1		Issuer is extending the deadline to accept investment. The issuer has reduced the target investment threshold. The Issuer has also adjusted Budget to reflect the adjusted target investment amount.	WORKROOM FEMCIETY INC.	Corporation		MA	2019-03-29 00:00:00.0	10 GINITA STREET		BOSTON	MA	02122	https://www.theworkroomboston.com/	MainVest, Inc.	0001746059	007-00162	
0001716822-20-000003	1		Updating Form C's Bad Actor disclosure.	70 Million Resources, Inc.	Corporation		DE	2016-08-10 00:00:00.0	145 S. FAIRFAX AVENUE, 2ND FLOOR		LOS ANGELES	CA	90036	http://www.70millionjobs.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001791548-20-000001	0			Natural Selection Nutrition, LLC	Limited Liability Company		KY	2016-09-15 00:00:00.0	14972 FORT CAMPBELL BOULEVARD, OAK GROVE		OAK GROVE	KY	42262	http://www.naturalselection.co	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-20-000025	1		Issuer extending the campaign and updating financials.	Dapper Boi, Inc.	Corporation		DE	2015-06-17 00:00:00.0	8680 Miralani Drive, STE 104		San Diego	CA	92126	www.DapperBoi.com	StartEngine Capital, LLC	0001665160	007-00007	
0001752109-20-000002	0		This offer is being extended to reach the goal of 107,000. The successfully reached its in minimum goal.	ROOTS & VINE PRODUCE & CAFE, INC	Corporation		IL	2018-07-24 00:00:00.0	2016 W. 119TH STREET		CHICAGO	IL	60643	www.RootsAndVineInc.com	Buy The Block	0001693877	007-00098	287496
0001665160-20-000028	0			PT Motion Works, Inc.	Corporation		DE	2009-08-13 00:00:00.0	740 E. Solana Circle		Solana Beach	CA	92075	https://www.elliptigo.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-20-000006	0			Shockwave Motors, Inc.	Corporation		DE	2014-02-10 00:00:00.0	5840 Brights Pike		Russellville	TN	37860	www.ShockwaveMotors.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001799343-20-000001	0			Go Buddha LLC	Limited Liability Company		OH	2019-12-13 00:00:00.0	2017 WATERBURY RD		LAKEWOOD	OH	44107	https://gobuddhameals.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001797667-20-000003	0		One of our documents have been updated. This will not require investors to reconfirm as the offering is not yet opened to the public for making investment commitments.	Degrees Plato LLC	Limited Liability Company		CA	2016-05-09 00:00:00.0	4251 MACARTHUR BOULEVARD		OAKLAND	CA	94619	https://www.degreesplato.com	SMBX, Inc.	0001707214	007-00129	290186
0001670254-20-000004	0			Brackett Productions LLC	Limited Liability Company		IN	2017-05-11 00:00:00.0	4231 W 96th St.		Indianapolis	IN	46268	http://www.brackett.movie	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-20-000006	0			Chicks With Class LLC	Limited Liability Company		TX	2016-01-28 00:00:00.0	16430 West Lake HOUSTON Pkwy		Houston	TX	77044	http://www.chickswithclass.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-20-000029	1		Issuer is extending the length of their campaign by 30 days.	VLISO, inc.	Corporation		DE	2017-07-21 00:00:00.0	2035 SUNSET LAKE ROADSUITE B-2	SUITE B-2	NEWARK	DE	19703	http://chow420.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000030	1		Issuer is extending the length of their campaign by 60 days.	GoSun Inc.	Corporation		DE	2016-12-21 00:00:00.0	1217 ELLIS ST		CINCINNATI	OH	45223	https://www.gosun.co	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000031	0	At the close of the offering, the issuer closed on $36,949 and 37,334 number of securities.		Vizrom Inc.	Corporation		DE	2018-08-14 00:00:00.0	1848 TRAILRIDGE DRIVE		PELHAM	AL	35124	www.vizrom.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000033	0			Outbound Brewing Inc.	Corporation		DE	2019-12-12 00:00:00.0	4904 Ladera Sarina		Del Mar	CA	92014	https://www.outboundbrewing.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001716822-20-000004	1		Updating Valuation Cap and First Equity Financing terms.	70 Million Resources, Inc.	Corporation		DE	2016-08-10 00:00:00.0	145 S. FAIRFAX AVENUE, 2ND FLOOR		LOS ANGELES	CA	90036	http://www.70millionjobs.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001715013-20-000001	0			Edge Tech Labs, LLC	Limited Liability Company		VA	2013-08-16 00:00:00.0	4141 N. HENDERSON RD.	PLAZA SUITE 7	ARLINGTON	VA	22203	www.edgetechlabs.com				
0001732447-20-000001	0			Gather Voices, Inc.	Corporation		DE	2017-05-22 00:00:00.0	4021 N. BROADWAY		CHICAGO	IL	60613	www.gathervoices.co				
0001765975-20-000001	0		Revised pro forma income statement to include terms of the lease that were already disclosed in the accountant's report and inadvertently left off the pro forma.	Patio Bar One, LLC	Limited Liability Company		TX	2018-04-06 00:00:00.0	5858 WESTHEIMER RD. SUITE 101		HOUSTON	TX	77057	https://www.pattersonparkhouston.com/	NextSeed Securities, LLC	0001723503	008-70055	291387
0001765975-20-000002	0		Competitive set of business information uploaded to offering page to illustrate offering concept.	Patio Bar One, LLC	Limited Liability Company		TX	2018-04-06 00:00:00.0	5858 WESTHEIMER RD. SUITE 101		HOUSTON	TX	77057	https://www.pattersonparkhouston.com/	NextSeed Securities, LLC	0001723503	008-70055	291387
0001790166-20-000001	0			Compound Projects, LLC	Limited Liability Company		DE	2019-09-23 00:00:00.0	20 Clinton Street		NEW YORK	NY	10002	getcompound.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-20-000034	1		Issuer is extending the length of their campaign by 60 days.	Clearwater Distilling Co LLC	Limited Liability Company		UT	2018-04-23 00:00:00.0	564 W 700 S, SUITE 401	SUITE 401	PLEASANT GROVE	UT	84062	https://www.clearwaterdistilling.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000035	1		Issuer is extending the length of their campaign by 60 days.	SanMelix Laboratories, Inc	Corporation		DE	2017-01-13 00:00:00.0	1150 NORTH 35TH AVENUE SUITE 225	SUITE 225	HOLLYWOOD	FL	33021	www.sanmelixlaboratories.com	StartEngine Capital, LLC	0001665160	007-00007	
0001775091-20-000001	0		Extend the closing date of the offering to 04/15/2020.	420 Real Estate, LLC	Limited Liability Company		TX	2019-04-18 00:00:00.0	1700 POST OAK BLVD	SUITE 600	HOUSTON	TX	77056	www.invest420land.com	truCrowd, Inc	0001667145	007-00015	283063
0001669191-20-000008	0		issuer extended offering deadline.	Dome Audio Inc.	Corporation		DE	2017-04-03 00:00:00.0	2 Park Square	Suite 2212	Rahway	NJ	07065	https://www.domeaudioinc.com/	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000010	0		issuer extended offering deadline.	Global Cancer Technology, Inc	Corporation		NV	2017-05-18 00:00:00.0	16776 Bernardo Center Drive	#203	San Diego	CA	92128	www.globalcancertechnology.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000012	0		correction of section 3 and section 30 of the offering statement.	Neurotez Inc.	Corporation		DE	2005-10-14 00:00:00.0	991 Highway 22	SUITE 200A	Bridgewater	NJ	08807	www.neurotez.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001793344-20-000007	0			Vivosens Inc.	Corporation		DE	2017-09-19 00:00:00.0	44 TEHAMA STREET		SAN FRANCISCO	CA	94105	http://vivoo.io	OpenDeal Portal LLC	0001751525	007-00167	283874
0001793344-20-000008	0			Pistil & Pollen, LLC	Limited Liability Company		DE	2016-03-16 00:00:00.0	5082 EAST HAMPDEN AVENUE SUITE 242		DENVER	CO	80222	https://www.janewest.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001746059-20-000005	0			Cooks & Farmers LLC	Limited Liability Company		MA	2019-07-20 00:00:00.0	822 GUILFORD AVENUE	#676	BALTIMORE	MD	21202	https://www.cooksandfarmers.com/	MainVest, Inc.	0001746059	007-00162	
0001787023-20-000001	0		Extending offering deadline to 5/15/2020	LEAF & ASH LLC	Limited Liability Company		OK	2019-04-08 00:00:00.0	17290 MARY ENNIS CIRCLE		CHOCTAW	OK	73020	www.leafandashok.com	truCrowd, Inc	0001667145	007-00015	283063
0001746059-20-000006	0			Association of Child Daycare Providers, Inc.	Corporation		MA	2002-04-16 00:00:00.0	3125 REACH STREET		PHILADELPHIA	PA	19134	https://www.mangobahia.com/	MainVest, Inc.	0001746059	007-00162	
0001706937-20-000005	0			WhereBy.Us Enterprises, Inc	Corporation		FL	2014-07-08 00:00:00.0	1951 NW 7TH AVE SUITE 600		MIAMI	FL	33136	https://www.whereby.us/				
0001797650-20-000001	1		The Form C is hereby amended to decrease the target offering amount to $100,000.	Woofy, Inc.	Corporation		DE	2016-09-28 00:00:00.0	26 WEST 61ST STREET	FIFTH FLOOR	NEW YORK	NY	10023	www.hellowoofy.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001706937-20-000006	1		Updating Executive Officers of the Company	Buff Bake, Inc.	Corporation		DE	2018-05-10 00:00:00.0	811 S. GRAND AVE		SANTA ANA	CA	92705	www.buffbake.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001706937-20-000008	0			WhereBy.Us Enterprises, Inc	Corporation		FL	2014-07-08 00:00:00.0	1951 NW 7TH AVE SUITE 600	SUITE 600	MIAMI	FL	33136	https://www.whereby.us/				
0001665160-20-000038	1		Increasing the maximum funding goal, adding a financial audit with updated financial condition and use of proceeds and extending the end date of the campaign.	Waverly Labs Inc.	Corporation		DE	2014-06-16 00:00:00.0	19 Morris Avenue, Brooklyn		New York	NY	11205	www.waverlylabs.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000040	1		Issuer is extending their campaign and raising their maximum raise.	StorEn Technologies	Corporation		DE	2017-01-03 00:00:00.0	25 Health Sciences Drive		Stony Brook	NY	11790	www.storen.tech	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000041	0		Issuer is fixing error in end date.	StorEn Technologies Inc.	Corporation		DE	2017-01-03 00:00:00.0	25 HEALTH SCIENCES DRIVE		STONY BROOK	NY	11790	www.storen.tech	StartEngine Capital, LLC	0001665160	007-00007	
0001706937-20-000009	0			WhereBy.Us Enterprises, Inc	Corporation		FL	2014-07-08 00:00:00.0	1951 NW 7TH AVE SUITE 600		MIAMI	FL	33136	https://www.whereby.us/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001746059-20-000007	1		Issuer is extending the deadline to invest.	Motherboard, Inc.	Corporation		WY	2018-06-11 00:00:00.0	30 N GOULD ST	STE R	SHERIDAN	WY	82801	https://clickitgroup.com/	MainVest, Inc.	0001746059	007-00162	
0001746059-20-000008	1		Issuer is making the following modifications: (i) extending the deadline to 3/4/2020, (ii) updating language in the Business Plan section, (iii) updating uses of funds, and (iv) updating projected financials.	TheTeSpa LLC	Limited Liability Company		MA	2018-09-13 00:00:00.0	103 BABSON ST.		MATTAPAN	MA	02126	https://www.thetespa.com/	MainVest, Inc.	0001746059	007-00162	
0001798376-20-000001	0			Sharswood 1CF,LLC	Limited Liability Company		DE	2019-11-07 00:00:00.0	3002 CECIL B. MOORE AVENUE		PHILADELPHIA	PA	19121	www.mosaicdp.com	NSSC Funding Portal, LLC	0001665614	007-00012	
0001792640-20-000001	0		Updating the ""team"" section of the business plan in the offering statement. Correcting ""state/country"" in ""physical address of issuer"" to Michigan.  Extending offering deadline to May 31st, 2020.	Flowerbee Group, Inc	Corporation		MI	2019-01-22 00:00:00.0	24725 W 12 MILE ROAD	SUITE 302	SOUTHFIELD	MI	48034	https://www.flowerbeegroup.com/	truCrowd, Inc	0001667145	007-00015	283063
0001746059-20-000009	0			Chivanada, LLC	Limited Liability Company		TN	2017-09-01 00:00:00.0	2333 MARYLEBONE STREET		MURFREESBORO	TN	37129	www.chivanada.com	MainVest, Inc.	0001746059	007-00162	
0001746059-20-000010	0			Naked River Brewing Co LLC	Limited Liability Company		TN	2017-01-21 00:00:00.0	1791 REGGIE WHITE BLVD.		CHATTANOOGA	TN	37408	www.nakedriverbrewing.com	MainVest, Inc.	0001746059	007-00162	
0001746059-20-000012	0			TB Duvall, LLC	Limited Liability Company		TN	2019-01-09 00:00:00.0	1656 N TENNESSEE BLVD		MURFREESBORO	TN	37130	morningbrewboro.com	MainVest, Inc.	0001746059	007-00162	
0001746059-20-000014	0			4210 Charlotte Partners, LLC	Limited Liability Company		TN	2018-03-05 00:00:00.0	4902 CHARLOTTE PIKE		NASHVILLE	TN	37209	www.instagram.com/ottos_nashville	MainVest, Inc.	0001746059	007-00162	
0001746059-20-000015	0			Tempo, LLC	Limited Liability Company		TN	2017-02-08 00:00:00.0	112 CLAYBROOK LANE		CANE RIDGE	TN	37013	www.temponashville.com	MainVest, Inc.	0001746059	007-00162	
0001791747-20-000001	0	$107,000 in investments.		Oomi Inc.	Corporation		DE	2016-09-02 00:00:00.0	838 COMMONWEALTH AVE		VENICE	CA	90291	https://getunomi.com	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001788657-20-000001	0		Extending the offering deadline to 03/31/2020. Correcting list of material debt for issuer for question 24 on the offering statement.	Flowh, Inc.	Corporation		CO	2011-02-09 00:00:00.0	19814 EAST CALEY DRIVE	SUITE 102	CENTENNIAL	CO	80016	http://flowh.com	truCrowd, Inc	0001667145	007-00015	283063
0001581437-20-000001	0	The Offering closed successfully on January 15, 2020, having received investment commitments of $1,015,129, although a final accounting has not taken place.		DIGITAL DREAM LABS, LLC	Limited Liability Company		PA	2012-07-27 00:00:00.0	100 SOUTH COMMONS	SUITE 102	PITTSBURGH	PA	15212	https://www.digitaldreamlabs.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001800155-20-000001	0			Sits N Wiggles Dog Daycare N Training, LLC	Limited Liability Company		OH	2015-06-01 00:00:00.0	3460 WOODRIDGE RD		CLEVELAND HEIGHTS	OH	44121	http://sitsnwigglescle.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001792930-20-000001	0		Amendment includes the extension of the end date and minor edits to the deck and profile.	Padlist, Inc.	Corporation		DE	2019-10-24 00:00:00.0	PO BOX 79171		CHARLOTTE	NC	28271	www.padlist.com	SI SECURITIES, LLC	0001603038	008-69440	170937
0001793868-20-000001	1		Update to target date	Porky's LLC	Limited Liability Company		PA	2018-03-19 00:00:00.0	34-36 BRIDGE ST		PITTSBURGH	PA	15223	https://www.porkysbarandgrill.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001798823-20-000001	0			Wine Collective, LLC	Limited Liability Company		MD	2019-03-13 00:00:00.0	1700 W 41ST ST		BALTIMORE	MD	21211	https://www.winecollective.vin/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001669191-20-000014	0			AwayZone, Inc.	Corporation		DE	2017-10-30 00:00:00.0	6055 N College Ave		Indianapolis	IN	46220	https://www.awayzone.us/	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-20-000043	1		Issuer is increased their maximum funding goal.	Atlis Motor Vehicle Inc.	Corporation		DE	2016-11-09 00:00:00.0	7259 East Posada Ave		MESA	AZ	85212	atlismotorvehicles.com	StartEngine Capital, LLC	0001665160	007-00007	
0001668287-20-000001	0			Actual Natural Health & Wellness Products, Inc.														
0001668287-20-000002	0			Hospitality Innovated, LLC														
0001665160-20-000044	1		Issuer is extending the length of their campaign by 60 days.	PlantSnap, Inc.	Corporation		DE	2016-06-16 00:00:00.0	473.5 WEST COLORADO AVE		TELLURIDE	CO	81435	https://www.plantsnap.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000045	0	At the close of the offering, the issuer closed on $1,069,806.1 and 797,848 number of securities.		Parallel Flight Technologies, Inc.	Corporation		DE	2018-09-10 00:00:00.0	1120 SYLVIA WAY		BEN LOMOND	CA	95005	https://parallel.aero	StartEngine Capital, LLC	0001665160	007-00007	
0001746059-20-000016	0	At the close of the offering, the issuer closed on $25,300.00. The funds are currently being processed. The actual amount may be lower.		Amazing Pizza LLC	Limited Liability Company		MA	2019-10-08 00:00:00.0	273 CABOT ST.		BEVERLY	MA	01915	https://www.amazing-pizza.com/	MainVest, Inc.	0001746059	007-00162	
0001669191-20-000017	0		correction of price per share.	AwayZone, Inc.	Corporation		DE	2017-10-30 00:00:00.0	6055 N College Ave		Indianapolis	IN	46220	https://www.awayzone.us/	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001670254-20-000014	0			The Greatest Adventures On Earth, LLC	Limited Liability Company		OH	2019-03-27 00:00:00.0	131 E McMicken Avenue		Cincinnati	OH	45202	http://www.TheGreatestAdventureOnEarth.com	Wefunder Portal LLC	0001670254	007-00033	283503
