ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001669191-17-000026	1	New Slobbr, LLC	Michelle Fournier	Principal Executive Officer
0001670254-17-000032	1	Chicago Steak Company, Inc.	Tommy Tsitouris	President
0001670254-17-000031	1	MobileSpike Inc.	Michael Moormeier	CEO
0001691341-17-000003	1	Damsel Productions LLC	/s/ Megan Summers	Manager
0001669191-17-000023	1	New Slobbr, LLC	Michelle Fournier	Principal Executive Officer
0001690909-17-000002	1	Ellison Eyewear, Inc	Aristotle Loumis	Chief Executive Officer
0001445866-17-000207	1	Daplie, Inc.	Bryson Hill	Chief Executive Officer
0001690909-17-000001	1	Ellison Eyewear, Inc	Aristotle Loumis	Chief Executive Officer
0001695437-17-000005	1	CF0005, LLC	Manfred Sternberg	President of Manager
0001670254-17-000028	1	Retaggio's, Inc	William Madison Fowler	President
0001670254-17-000030	1	Retaggio's, Inc	William Madison Fowler	President
0001665160-17-000058	1	PT Motion Works, Inc.	Bryan Pate	CEO
0001664957-17-000003	1	Pearachute Inc.	Desiree Vargas Wrigley	Chief Executive Officer and President
0001670254-17-000026	1	Hawaiian Ola Brewing Corporation	Brett Jacobson	CEO
0001670254-17-000027	1	Charron Favreau L.L.C.	Kurt Charron	President
0001696861-17-000001	1	CS Porters Partners, LP	Stephen J. Bryant	Stephen J. Bryant, Vice President of CS Porters Inc., its General Partner
0001670254-17-000025	1	Scrap Connection, Inc.	Chris Yerbey	CEO
0001674439-17-000005	1	NextRX Inc.	Ralf-Rainer von Albedyhll	CEO
0001674439-17-000004	1	NextRX Inc.	Ralf-Rainer von Albedyhll	CEO
0001696993-17-000001	1	ALCHEMA INC.	/s/ Chingyen Chang	CEO, President and Treasurer
0001670254-17-000024	1	Scrap Connection, Inc.	Chris Yerbey	CEO
0001676315-17-000007	1	CAYO Inc	Tim Trefts	CEO
0001691477-17-000001	1	Cornerstone Kids, Inc.	Lynne Fleming	CEO
0001669191-17-000018	1	Master Renovations Associates, LLC	Daniel Wielhouwer	Principal Executive Officer
0001644600-17-000019	1	Couture Collective LLC	Sallie Giordano	Founder, CEO, Managing Member
0001669191-17-000017	1	Court Innovations Incorporated	MJ Cartwright	Principal Executive Officer
0001669191-17-000016	1	G WIZICON Technologies, Inc.	Herbert Gibson	Principal Executive Officer
0001669191-17-000015	1	dotSport LLC	Ronald Andruff	Principal Executive Officer
0001665160-17-000057	1	Vios Nutrition Inc.	Brock & Lanae Agee	Co-Founders
0001665160-17-000051	1	Vios Nutrition Inc.	Brock & Lanae Agee	Co-Founders
0001644600-17-000017	1	Hustle Con Media	Samuel Parr	CEO and Director
0001670254-17-000023	1	South Austin Beer Partners, LLC dba South Austin Brewery	martyn buffler	manager
0001694334-17-000001	1	RatHaus Tempe, LLC	Donald Hulke	Manager of the Manager of RatHaus Tempe, LLC
0001694917-17-000002	1	Vive Restaurant Group Livermore, LLC	William Bornhorst	Member
0001690794-17-000001	1	StressPal, Inc.	Pennie Sempell	CEO
0001691774-17-000001	1	Texas Zebo, L.L.C.	/s/ John Long	Managing Partner
0001665160-17-000042	1	The Hyper-Sub	Reynolds Marion	Founder / Inventor
0001670254-17-000021	1	Comic Blitz LLC	Jordan Plosky	Co-Founder & CEO
0001665160-17-000040	1	Better World Spirits	Wade Keech	THE PHILANTHROPIC SPIRIT
0001665160-17-000036	1	Bargible, Inc.	Emett Stone	CEO/Founder
0001670254-17-000019	1	Evolution Spirits, Inc.	Ian M Crystal	CEO
0001665160-17-000033	1	Sol Boards, Inc.	John Wildman	Chairman and CEO
0001691448-17-000001	1	Barber Surgeons Inc.	Dr. Justin Rome	Principal Executive Officer
0001668506-17-000010	1	Have Not Films	/s/ Erik H. Bernard	CEO
0001682915-17-000003	1	RealtyReturns, Inc.	rexford r. hibbs	ceo
0001668506-17-000008	1	Have Not Films	/s/ Erik H. Bernard	CEO
0001694011-17-000001	1	Gorge Training Facility, LLC	Doug Krause	President
0001445866-17-000123	1	SLICK TECHNOLOGIES, CORP.	/s/ Thomas Agarate	CEO
0001665160-17-000031	1	Monday Motorbikes	Sarah Rizk	COO
0001691189-17-000003	1	MB Fantasy Football League, Inc	Charles Taylor ESQ	President
0001665160-17-000028	1	HYLETE	Ron Wilson	Co-Founder, CEO
0001675896-17-000004	1	Treycent, Inc	Donald McSwain	President
0001675896-17-000003	1	Treycent, Inc	Donald McSwain	President
0001691341-17-000002	1	Damsel Productions LLC	/s/ Megan Summers	Manager
0001695657-17-000001	1	Pristine Sun Corp	Troy	President
0001676858-17-000001	1	Fizzics Group, LLC	Philip Petracca	CEO, Founder
0001665160-17-000025	1	Alkane Truck Company	Robert Smith	CEO
0001670254-17-000017	1	Fun-gi Games LLC	Alfred Fung	CEO
0001695082-17-000004	1	DUO, LLC	Andrew Yaros	CEO
0001695656-17-000001	1	Pristine Sun WI, LLC	Troy Helming	President
0001665160-17-000022	1	Jetpack Aviation	David Mayman	CEO
0001664957-17-000001	1	Pearachute Inc.	Desiree Vargas Wrigley	Chief Executive Officer and President
0001670254-17-000016	1	Vera Roasting Company, Inc.	Mark Galvin	President
0001670254-17-000015	1	Vera Roasting Company, Inc.	Mark Galvin	President
0001670254-17-000013	1	Vera Roasting Company, Inc.	Mark Galvin	President
0001693526-17-000004	1	Skillmil, Inc.	Noel Gonzalez	President and CEO
0001693526-17-000002	1	Skillmil, Inc.	Noel Gonzalez	President and CEO
0001695244-17-000003	1	EverMem, Inc	Thomas Reese	Chief Executive Officer; President
0001695244-17-000001	1	EverMem, Inc.	Thomas Reese	Chief Executive Officer; President
0001670254-17-000012	1	Hopster's LLC	Lee Cooper	CEO
0001644600-17-000012	1	Hustle Con Media	Samuel Parr	CEO and Director
0001665160-17-000019	1	From Fat to Finish Line	Angela Lee	CEO / Co-Founder
0001670254-17-000010	1	Dollar Shots Club, Inc.	Kevin Martino	CEO
0001689502-17-000001	1	Next Minute, Inc.	Rolv E. Heggenhaugen	CEo
0001694917-17-000001	1	Vive Restaurant Group Livermore, LLC	William Bornhorst	Member
0001669191-17-000011	1	G WIZICON Technologies, Inc.	Herbert Gibson	Principal Executive Officer
0001690042-17-000001	1	BeatStars Inc.	/s/ Ibrahim Batshon	CEO
0001669191-17-000009	1	Court Innovations Incorporated	MJ Cartwright	Principal Executive Officer
0001688220-17-000001	1	KBlock Tools, LLC	Ken Blocker	President
0001695437-17-000004	1	CF0005, LLC	Manfred Sternberg	President of Manager
0001670254-17-000008	1	BLAZnTECH, Inc.	Benjamin Bondar	Founder & CEO
0001664526-17-000002	1	PLAY IMPOSSIBLE CORP	/s/ Brian Monnin	CEO
0001674439-17-000002	1	NextRX Inc.	Ralf-Rainer von Albedyhll	CEO
0001687197-17-000002	1	StressPal, Inc.	Pennie Sempell	CEO
0001670254-17-000007	1	Hopster's LLC	Lee Cooper	CEO
0001611945-17-000001	1	Art Craft Entertainment, Inc.	/s/ J. TODD COLEMAN	CEO
0001687197-17-000003	1	Bluurp, Inc	Darell Austin, Jr	CEO
0001144204-17-003456	1	WORTHPOINT Corp	/s/ William Seippel	Chief Executive Officer
0001644600-17-000011	1	Seattle Monthly Bike Rental LLC	Zach Herrington-Shaner	Principal Executive Officer
0001695333-17-000004	1	Live Esq, LLC	Andro Samuel	CEO
0001695082-17-000003	1	DUO, LLC	Andrew Yaros	President
0001695333-17-000003	1	Live Esq, LLC	Andro Samuel	CEO
0001668506-17-000006	1	Instaparty, LLC	/s/ Liam Hayden	CEO
0001693411-17-000004	1	GoFish Cam, Inc.	Brandon Jason Austin	Chief Executive Officer
0001691877-17-000001	1	Me Tyme Network, Inc.	Remedios Meraz	CEO
0001695166-17-000001	1	Phrame, Inc.	Gary Golduber	CEO
0001695082-17-000001	1	DUO, LLC	Andrew Yaros	President
0001644600-17-000008	1	Swannies Footwear, LLC	Matt Stang	CEO
0001668506-17-000005	1	Instaparty, LLC	/s/ Liam Hayden	CEO
0001647487-17-000001	1	Republic Restoratives LLC	/s/ Pia Carusone	Owner
0001695333-17-000001	1	Live Esq, LLC	Andro Samuel	CEO
0001669191-17-000005	1	G WIZICON Technologies, Inc.	Herbert Gibson	Principal Executive Officer
0001213900-17-000472	1	Snapwire Media, Inc.	Chad Newell	CEO
0001694994-17-000001	1	Big Cheese, Inc.	Alfonso J. Cervantes	Executive Chairman
0001695121-17-000001	1	Sievent, LLC	Michael Purnell	CEO
0001694974-17-000001	1	Field Guide to Evil, LLC	James Shapiro	Manager and Principal Officer and Principal Accounting Officer
0001665160-17-000012	1	Alkane Truck Company	Robert Smith, III	CEO, CFO, & Secretary
0001695029-17-000001	1	WorkCar, Inc.	Brian Santos	CEO
0001690216-17-000001	1	Bronzebuck LLC	Alan Levin	Managing Partner
0001674439-17-000001	1	NextRX Inc.	Ralf-Rainer von Albedyhll	CEO
0001685706-17-000001	1	Vive Restaurant Group Livermore, LLC	William Bornhorst	Member
0001691341-17-000001	1	Damsel Productions LLC	/s/ Megan Summers	Manager
0001668506-17-000003	1	IS3D, LLC	/s/ Thomas Robertson	CEO
0001668506-17-000002	1	Oma's Spirit's, LLC	/s/ Kyle Miller	CEO
0001691942-17-000003	1	Voyage Media Inc.	Nat Mundel	Chief Executive Officer
0001670254-17-000006	1	Hopster's LLC	lee cooper	ceo
0001693084-17-000001	1	UpCurrent, Inc.	Victor A. Montoya	Manager
0001644600-17-000005	1	Hustle Con Media	Samuel Parr	CEO and Director
0001676315-17-000005	1	CAYO Inc	Tim Trefts	CEO
0001691942-17-000001	1	Voyage Media Inc.	Nat Mundel	Chief Executive Officer
0001670254-17-000005	1	Evolution Spirits, Inc.	Ian M Crystal	CEO
0001665160-17-000009	1	From Fat to Finish Line	Angela Lee	CEO / Co-Founder
0001687197-17-000001	1	Bluurp, Inc	Victor A. Montoya	Operations Manager
0001668506-17-000001	1	Oma's Spirit's, LLC	/s/ Kyle Miller	CEO
0001669191-17-000002	1	G WIZICON Technologies, Inc.	Herbert Gibson	Principal Executive Officer
0001670254-17-000004	1	Hopster's LLC	Lee Cooper	CEO
0001665160-17-000006	1	Baqua Inc.	Sandra Marlowe	CEO
0001670254-17-000001	1	EVELO, Inc.	Boris Mordkovich	CEO
0001670254-17-000002	1	Motoroso, Inc.	Alex Littlewood	Founder & CEO
0001665160-17-000005	1	Sondors Electric Car Co	Storm Sondors	CEO
0001665160-17-000007	1	Green Sense Farms, LLC	Robert Colangelo	CEO and Founding Farmer
0001691189-17-000001	1	MB Fantasy Football League, Inc	Charles E. Taylor, Esq	President
0001644600-17-000002	1	PT Motion Works, Inc.	Bryan Pate	Co-President
0001693411-17-000003	1	GoFish Cam, Inc.	Brandon Jason Austin	Chief Executive Officer
0001693411-17-000001	1	GoFish Cam, Inc.	Brandon Jason Austin	Chief Executive Officer
0001688072-17-000001	1	GOODMEETS, INC	Eve Peters	President and CEO
0001665160-17-000003	1	Gotham Ballers Inc	Mark Aguirre	President & Director
0001686564-17-000003	1	LGBT Weddings, Inc.	Kimberly Vaughan	President & CEO
0001686564-17-000002	1	LGBT Weddings, Inc.	Kimberly Vaughan	President & CEO
0001686564-17-000001	1	LGBT Weddings, Inc.	Kimberly Vaughan	resident & CEO
0001665160-16-000193	1	ITFT (Innovative Technology for Transportation)	Matthew Godley	Founder & CEO
0001665160-16-000192	1	Gotham Ballers Inc	Mark Aguirre	President & Director
