ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001665160-17-000079	1		Issuer is extending the deadline of their offering.	AnJeDa Fitness, Inc.	Corporation		DE	2015-11-03	1104 S HAYWORTH AVE		Los Angeles	CA	90035	https://www.fattofinish.com	AnJeDa Fitness, Inc.	0001665160	007-00007	
0001670254-17-000038	1		Increase maximum offering amount; Move deadline date earlier; Add reviewed financials.	Vera Roasting Company, Inc.	Corporation		DE	2015-09-17	99 Bow Street	Suite 100E	Portsmouth	NH	03801	https://www.veraroasting.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-17-000076	0			Zoi, INC	Corporation		DE	2017-01-06	611 N. Commonwealth Ave		Los Angeles	CA	90004	http://whatiszoi.com	Zoi, INC	0001665160	007-00007	
0001665160-17-000073	0	The total amount of securities sold in the Baqua offering are $30,200.		Baqua Inc.	Corporation		KY	2015-03-15	325 W MAIN ST THIRD FLOOR		LEXINGTON	KY	40507	http://www.baqua.com/	StartEngine Capital LLC	0001665160	007-00007	
0001665160-17-000070	0			Chores R Us LLC	Corporation		DE	2016-05-09	222 W Merchandise Mart Plaza	suite1212	Chicago	IL	60654	https://chorerelief.com/	Chores R Us LLC	0001665160	007-00007	
0001700529-17-000003	0		Fixed typing error.  The maximum amount of shares sold is 41,667.	BudLodge Inc	Corporation		AK	2017-02-25	6485 HAYSTACK DRIVE		FAIRBANKS	AK	99712	https://www.budlodge.com	truCrowd, Inc	0001667145	007-00015	
0001691189-17-000004	0			MB Fantasy Football League, Inc														
0001700529-17-000001	0			BudLodge Inc	Corporation		AK	2017-02-25	6485 HAYSTACK DRIVE		FAIRBANKS	AK	99712	https://www.BudLodge.com	truCrowd, Inc	0001667145	007-00015	
0001670254-17-000036	0			PlantSnap Inc.	Corporation		NV	2016-06-16	473.5 West Colorado Ave.		Telluride	CO	81435	http://www.plantsnap.net	Wefunder Portal LLC	0001670254	007-00033	283503
0001697047-17-000003	1		Corrected pre-money valuation from $3,000,000.00 to $3,300,000.00 in the Company Summary attached as Exhibit B.	Tasty Minstrel Games, LLC	Limited Liability Company		UT	2009-03-11	4883A OLD HIGHWAY ROAD		MOUNTAIN GREEN	UT	84050	http://www.playtmg.com	First Democracy VC	0001683054	007-00076	285360
0001608695-17-000002	0			G. Randall & Sons, Inc.	Corporation		CA	2014-04-08	2069 COAST BLVD		DEL MAR	CA	92014	Randysclub.com	truCrowd, Inc	0001667145	007-00015	
0001697047-17-000001	0			Tasty Minstrel Games, LLC	Limited Liability Company		UT	2009-03-11	4883A Old Highway Road		Mountain Green	UT	84050	http://www.playtmg.com	First Democracy VC	0001683054	007-00076	285360
0001445866-17-000228	0		Change deadline for target offering amount to March 31, 2017 and file financial statements as an exhibit.	Daplie, Inc.	Corporation		UT	2015-08-12	560 S. 100 W., SUITE 1		PROVO	UT	84601	https?//daplie.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001698596-17-000001	0			JRC Enterprises LLC. DBA Dental Fix RX	Limited Liability Company		MD	2017-01-04	322 Fairmount Drive		Edgewater	MD	21037	www.dentalfixrx.com	FundingWonder	0001680047	007-00070	285012
0001665160-17-000064	0			GLN Holdings, Inc.	Corporation		NV	2017-01-25	9613 South Lake Shore Drive		Lake Lotawana	MO	64086	https://www.gamelootnetwork.com	GLN Holdings, Inc.	0001665160	007-00007	
0001669191-17-000029	0			chronability, inc	Corporation		DE	2015-03-11	745 Atlantic Ave		Boston	MA	02111	www.chronability.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001674421-17-000001	0	We raised approximately $200,118.00. Payments are still being processed; final number is yet to be determined. The offering closed on 01-27-2017.		Bloomery Investment Holdings, LLC	Limited Liability Company		WV	2014-09-22	16357 CHARLES TOWN ROAD		CHARLES TOWN	WV	25414	bloomerysweetshine.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001644600-17-000030	0			SEPARATE.US	Corporation		DE	2014-10-29	4096 PIEDMONT AVENUE	#325	OAKLAND	CA	94611	www.seperate.us.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001669191-17-000028	0			nFlate, Inc.	Corporation		DE	2014-01-01	11501 Dublin Blvd	Suite 200	Dublin	CA	94568	http://seeitbuy.it	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001644600-17-000028	0			Juhi LLC	Limited Liability Company		DE	2015-12-03	164 E. 61ST STREET	GROUND FLOOR	NEW YORK	NY	10065	www.juhicenter.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001667014-17-000001	1		Additions to Management Discussion of Financial Condition, Additional Related Parties Transactions, Changes to Intended Use of Proceeds, Changes to Pending Litigation, Changes to Revenue Sharing Loan Maturity Date.	Big Brother Holding Company, LLC	Limited Liability Company		MI	2014-11-14	24 SOUTH WHITTAKER STREET		NEW BUFFALO	MI	49117	https://www.beerchurchbrewing.com/	LOCALSTAKE MARKETPLACE LLC	0001544442	008-69063	000162726
0001644600-17-000025	0		Including updated information regarding investor perks	GoFish Cam, Inc.	Corporation		DE	2015-11-02	4600 COMMANDERS POINT DRIVE		AUSTIN	VA	78734	www.gofishcam.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001693084-17-000002	0			UpCurrent, Inc.														
0001670254-17-000035	0	$216,943.00 in investments. Payments are still being processed; final number is yet to be determined. The deadline date was set to today to work around an EDGAR glitch but the offering actually closed on 02-24-2017		South Austin Beer Partners, LLC dba South Austin Brewery	Limited Liability Company		TX	2013-09-16	415 East St. Elmo Rd. #1		Austin	TX	78745	http://southaustinbrewery.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001695370-17-000001	0			Intero Restaurant LLC	Limited Liability Company		TX	2014-04-01	2612 East Cesar Chavez Street		AUSTIN	TX	78702	http://interorestaurant.com/	NextSeed US LLC	0001667892	007-00023	283225
0001644600-17-000023	0			FenSens, Inc	Corporation		DE	2016-07-20	383 E. LAUREL RD		BELLINGHAM	WA	98226	www.fensens.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001644600-17-000021	0	$199,150 is our best estimate for the total amount of securities that will be sold.		Barber Surgeons Inc.	Corporation		DE	2016-07-28	1880 CENTURY PARK EAST	SUITE 200	LOS ANGELES	CA	90067	www.barbersurgeons.co	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001669191-17-000027	0		Removed URIs from attached pitchDeck.pdf	New Slobbr, LLC	Limited Liability Company		DE	2017-01-11	14 Mitchell Pond Road		Windham	NH	03087	slobbr.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-17-000026	1		Offering date change and updated pitch deck.	New Slobbr, LLC	Limited Liability Company		DE	2017-01-11	14 Mitchell Pond Road		Windham	NH	03087	slobbr.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001670254-17-000032	0			Chicago Steak Company, Inc.	Corporation		MD	2007-10-26	350 B  Christopher Ave		Gaithersburg	MD	20879	http://www.mychicagosteak.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-17-000031	0		Extending deadline to 03/25/2017	MobileSpike Inc.	Corporation		DE	2016-03-31	3411 Silverside Rd #104 Rodney Bldg		Wilmington	DE	19819	http://www.mobilespike.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001691341-17-000003	1		Added 5 states on pg. 2 of the pdf. Extended offering deadline to June 30, 2017	Damsel Productions LLC	Limited Liability Company		DE	2016-08-17	8 THE GREEN	SUITE B	DOVER	DE	19901	www.damselgame.net	MANORHAVEN CAPITAL LLC	0001058484	008-50911	000044965
0001669191-17-000023	0			New Slobbr, LLC	Limited Liability Company		DE	2017-01-11	14 Mitchell Pond Road		Windham	NH	03087	slobbr.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001690909-17-000002	0		Incorrect 2.21.17 offering deadline entered on Form C. Intermediary's website and all Investor communications indicated offering deadline of 3.5.17. Offering did close 3.5.17: see Form C-U. EDGAR would not accept 3.5.17 offering deadline for this filing.	Ellison Eyewear, Inc	Corporation		DE	2014-03-19	314 WEST INSTITUTE PLACE	LOFT 2E	CHICAGO	IL	60610	www.WearEllison.com	OpenDeal Inc., dba Republic	0001672732	007-00046	283874
0001445866-17-000207	0		Change deadline for target offering amount to March 15, 2017 due to oversubscriptions and provide for treatment of oversubscriptions	Daplie, Inc.	Corporation		UT	2015-08-12	560 S. 100 W., SUITE 1		PROVO	UT	84601	https?//daplie.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001690909-17-000001	0	The Issuer has raised a total of $131,079 during the offering period.		Ellison Eyewear, Inc	Corporation		DE	2014-03-19	314 WEST INSTITUTE PLACE	LOFT 2E	CHICAGO	IL	60610	www.WearEllison.com	OpenDeal Inc., dba Republic	0001672732	007-00046	283874
0001695437-17-000005	0		Extending the Application Period for subscribing to the offering from March 10, 2017 to March 31, 2017.	CF0005, LLC	Limited Liability Company		TX	2016-12-21	4550 POST OAK PL	STE 119	HOUSTON	TX	77027	cf0005.crudefunders.com	NORTH CAPITAL PRIVATE SECURITIES CORPORATION	0001496269	008-68648	000154559
0001670254-17-000030	1		Correcting presentation of pre-money valuation.	Retaggio's, Inc	Corporation		AL	2017-02-21	1394 Dug Hill Road		Brownsboro	AL	35741	http://www.retaggiohsv.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-17-000028	0			Retaggio's, Inc	Corporation		AL	2017-02-21	1394 Dug Hill Road		Brownsboro	AL	35741	http://www.retaggiohsv.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-17-000058	0	PT Motion works has closed on $1,000,000.00 at the conclusion of their offering period.		PT Motion Works, Inc.	Corporation		DE	2009-08-13	740 E. SOLANA CIRCLE		SOLANA BEACH	CA	92075	www.elliptigo.com	StartEngine Capital LLC	0001665160	007-00007	
0001664957-17-000003	1		The Issuer is increasing its maximum offering amount from $100,000 to $250,000.  Financial statements reviewed by a public accountant are being prepared and will be filed, along with an updated Form C, promptly once they are completed.	Pearachute Inc.	Corporation		DE	2015-11-23	320 WEST OHIO STREET	SUITE 3W	CHICAGO	IL	60654	https://www.pearachutekids.com/	OpenDeal Inc.	0001672732	007-00046	283874
0001670254-17-000026	0		Extended deadline date to June 1st, and updated business plan.	Hawaiian Ola Brewing Corporation	Corporation		HI	2015-12-22	89-1368 MAMALAHOA HWY		Captain Cook	HI	96704	http://www.hawaiianola.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-17-000027	0			Charron Favreau L.L.C.	Limited Liability Company		CA	2011-08-12	4682 Calle Bolero	Unit B	Camarillo	CA	93012	http://www.chareau.us	Wefunder Portal LLC	0001670254	007-00033	283503
0001696861-17-000001	0			CS Porters Partners, LP	Limited Partnership		TX	2017-01-12	800 TOWN AND COUNTRY BLVD	SUITE 200	HOUSTON	TX	77024	www.portersbutchery.com	NextSeed US LLC	0001667892	007-00023	283225
0001670254-17-000025	1		Update risks factors to mention the foreign subsidiary.	Scrap Connection, Inc.	Corporation		DE	2012-07-12	1828 Amos Drive		Muscle Shoals	AL	35661	http://www.scrapconnection.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001674439-17-000005	1		Extended expiration date to 4/20/2017	NextRX Inc.	Corporation		NV	2015-09-01	8670 WEST CHEYENNE AVENUE	SUITE 120	LAS VEGAS	NV	89129	nextrx.net	truCrowd, Inc	0001667145	007-00015	
0001674439-17-000004	1		Updated valuation and change in price per share	NextRX Inc.	Corporation		NV	2015-09-01	8670 WEST CHEYENNE AVENUE	SUITE 120	LAS VEGAS	NV	89129	nextrx.net	truCrowd, Inc	0001667145	007-00015	
0001696993-17-000001	0			ALCHEMA INC.	Corporation		DE	2015-11-25	479 Jessie St		San Francisco	CA	94103	www.alchema.com	FIRST DEMOCRACY VC	0001683054	007-00076	285360
0001670254-17-000024	1		Include CPA reviewed financials, update most-recent and prior fiscal year financials, increase maximum offering amount to $750,000 and include updated business plan.	Scrap Connection, Inc.	Corporation		DE	2012-07-12	1828 Amos Drive		Muscle Shoals	AL	35661	http://www.scrapconnection.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001676315-17-000007	0			CAYO Inc														
0001691477-17-000001	0			Cornerstone Kids, Inc.	Corporation		SC	2016-07-12	548 PINTAIL DR		AIKEN	SC	29803	www.aikencornerstonekids.com	Jumpstart Micro, Inc	0001664804	007-00008	
0001669191-17-000018	0			Master Renovations Associates, LLC	Limited Liability Company		FL	2016-08-01	7876 Mandarin Drive		Boca Raton	FL	33433	http://opensourcecap.com/?page_id=8592	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001644600-17-000019	0			Couture Collective LLC	Limited Liability Company		NY	2014-10-01	410 EAST 57TH STREET	SUITE 2C	NEW YORK	NY	10022	www.couturecollective.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001669191-17-000017	0		Removed incorrect references to Broker-dealer	Court Innovations Incorporated	Corporation		DE	2014-01-27	213 S. Ashley St.	Suite 200	Ann Arbor	MI	48104	getmatterhorn.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-17-000016	0		Removed incorrect references to Broker-dealer	G WIZICON Technologies, Inc.	Corporation		MI	2012-02-23	26300 Telegraph Rd.	Suite 101	Southfield	MI	48033	gaprosystem.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-17-000015	0			dotSport LLC	Limited Liability Company		NY	2007-10-09	1140 Broadway	6th Floor	New York	NY	10001	www.dotsportllc.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-17-000057	1		PDF was deleted from previous submission	Vios Nutrition, Inc.	Corporation		NC	2015-12-29	751 West Fourth Street	Suite 120	Winston-Salem	NC	27040	vioslife.com	Vios Nutrition, Inc.	0001665160	007-00007	
0001665160-17-000051	0			Vios Nutrition, Inc.	Corporation		NC	2015-12-29	751 West Fourth Street	Suite 120	Winston-Salem	NC	27040	vioslife.com	Vios Nutrition, Inc.	0001665160	007-00007	
0001644600-17-000017	0	The company has terminated its offering and will accept $150,000 from investors.		Hustle Con Media	Corporation		DE	2014-11-25	1381 9TH AVE.		SAN FRANCISCO	CA	94122	www.thehustle.co	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001670254-17-000023	0		Move deadline date to February 24, include video transcript and updated business plan.	South Austin Beer Partners, LLC dba South Austin Brewery	Limited Liability Company		TX	2013-09-16	415 East St. Elmo Rd. #1		Austin	TX	78745	http://southaustinbrewery.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001694334-17-000001	0			RatHaus Tempe, LLC	Limited Liability Company		AZ	2016-11-08	3946 E GLENROSA AVE		PHOENIX	AZ	85018	www.rathaususa.com	FlashFunders Funding Portal, LLC	0001665087	007-00009	
0001694917-17-000002	0	The issuer has reached the maximum funding amount of $200,000.		Vive Restaurant Group Livermore, LLC	Limited Liability Company		CA	2016-12-29	3415 OTTER CT		HAYWARD	CA	94542	www.cincotacobar.com	NextSeed US LLC	0001667892	007-00023	283225
0001690794-17-000001	0			StressPal, Inc.														
0001691774-17-000001	0		Include webinar transcript	Texas Zebo, L.L.C.	Limited Liability Company		TX	2001-11-30	218 W. FOURTH STREET		AUSTIN	TX	78701	http://halcyoncoffeebar.com/	First Democracy VC	0001683054	007-00076	285360
0001665160-17-000042	0			Hyper-Sub Platform Technologies, Inc.	Corporation		FL	2016-10-26	4661 West SR 238		Lake Butler	FL	32054	www.hypersub.com	Hyper-Sub Platform Technologies, Inc.	0001665160	007-00007	
0001670254-17-000021	0			Comic Blitz LLC	Limited Liability Company		DE	2014-03-27	2669 1/2 Waverly Drive		Los Angeles	CA	90039	https://www.comicblitz.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-17-000040	1		Clerical error, should be filed as a Debt offering as represented on StartEngine website.	Better World Spirits Inc	Corporation		PA	2015-03-05	155 W Market St		York	PA	17401	www.betterworldspirits.com	Better World Spirits Inc	0001665160	007-00007	
0001665160-17-000036	0			Bargible Inc.	Corporation		CA	2015-11-01	383 Bay shore Ave	unit 220	Long Beach	CA	90803	http://bargible.com/	Bargible Inc.	0001665160	007-00007	
0001670254-17-000019	0		Moved deadline date forward to February 13, include updated business plan and video transcripts.	Evolution Spirits, Inc.	Corporation		DE	2014-06-09	1123 Broadway, Suite 1007		New York	NY	10014	http://www.monkeyrum.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-17-000033	0	Sol Board Inc offering has closed on $1,000,000 of investment		Sol Boards, Inc.	Corporation		OR	2013-03-05	1001 SW EMKAY DR	SUITE 100	BEND	OR	97702	www.golfboard.com	Sol Boards, Inc.	0001665160	007-00007	
0001691448-17-000001	0		Updated disclosure regarding concurrent offering.	Barber Surgeons Inc.	Corporation		DE	2016-07-28	1880 CENTURY PARK EAST	SUITE 200	LOS ANGELES	CA	90067	www.barbersurgeons.co	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001668506-17-000010	0		Corrected clerical error resulting in discrepancy in share price and campaign end date between different places in the Form C.	Have Not Films	Corporation		WA	2015-10-29	113 CHERRY ST.		SEATTLE	WA	98104	http://www.havenotfilms.com	GrowthFountain Capital LLC	0001668506	007-00028	
0001682915-17-000003	0			RealtyReturns, Inc.														
0001668506-17-000008	0			Have Not Films	Corporation		WA	2015-10-29	113 CHERRY ST.		SEATTLE	WA	98104	http://www.havenotfilms.com	GrowthFountain Capital LLC	0001668506	007-00028	
0001694011-17-000001	0			Gorge Training Facility, LLC	Limited Liability Company		OR	2014-08-15	543 NE BRAZEE		PORTLAND	OR	97212	www.rutefoundations.com	GRIDSHARE LLC	0001665812	007-00018	
0001445866-17-000123	0			SLICK TECHNOLOGIES, CORP.	Corporation		DE	2015-08-31	1663 EL DORADO AVE		SANTA CRUZ	CA	95062	https://www.slick.video	DreamFunded MarketPlace, LLC	0001670761	007-00037	6639970
0001665160-17-000031	0			Jauvtis Engineering	Corporation		DE	2013-02-14	100 N Hill Dr #23		Brisbane,	CA	94005	www.mondaymotorbikes.com	Jauvtis Engineering	0001665160	007-00007	
0001691189-17-000003	0		Due to some marketing reasons and nothing material, this capital raise was not started. This amendment changes the end date to April 12, 2017. It also clarifies the Investment offer which includes preferred stock and a profit sharing component.	MB Fantasy Football League, Inc	Corporation		GA	2016-05-10	809 DEERWOOD DRIVE		STOCKBRIDGE	GA	30281	www.millionairefantasyfootball.com	Jumpstart Micro, Inc	0001664804	007-00008	
0001665160-17-000028	0			Hylete, Inc.	Corporation		CA	2012-03-26	560 Stevens Avenue		Solana Beach	CA	92075	www.hylete.com	Hylete, Inc.	0001665160	007-00007	
0001675896-17-000004	0			Treycent, Inc	Corporation		FL	2016-05-20	7431 ROEBELENII CT		SARASOTA	FL	34241	www.treycent.com	Jumpstart Micro, Inc	0001664804	007-00008	
0001675896-17-000003	0			Treycent, Inc														
0001691341-17-000002	1		Added 11 states on pg. 2 of the pdf. Corrected formatting issues to make pdf more legible.	Damsel Productions LLC	Limited Liability Company		DE	2016-08-17	8 THE GREEN	SUITE B	DOVER	DE	19901	www.damselgame.net	MANORHAVEN CAPITAL LLC	0001058484	008-50911	000044965
0001695657-17-000001	0			Pristine Sun Corp	Corporation		DE	2016-08-26	548 MARKET STREET	SUITE 13000	SAN FRANCISCO	CA	94104-5401	www.pristinesun.com	GRIDSHARE LLC	0001665812	007-00018	
0001676858-17-000001	0			Fizzics Group, LLC	Limited Liability Company		DE	2014-07-07	1775 Route 34	Ste D14	Farmingdale	NJ	07727	www.fizzics.com	First Democracy VC	0001683054	007-00076	285360
0001665160-17-000025	1		Adjusted the Minimum Share Purchase amount	Alkane Truck Company, Inc.	Corporation		SC	2011-02-07	1053 London Street		Myrtle Beach	SC	29577	www.alkanetruckcompany.com	Alkane Truck Company, Inc.	0001665160	007-00007	
0001670254-17-000017	0		Move up deadline date to February 9th and include latest business plan	Fun-gi Games LLC	Limited Liability Company		CA	2015-05-04	2135 W 236th Place		Torrance	CA	90501	http://www.fun-gi.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001695082-17-000004	0		Attach business plan, change to executive summary and inventory amounts	DUO, LLC	Limited Liability Company		DE	2009-01-29	930 VIA MIL CUMBRES #47		SOLANA BEACH	CA	92075	www.tidymates.com	DreamFunded MarketPlace, LLC	0001670761	007-00037	6639970
0001695656-17-000001	0			Pristine Sun WI, LLC	Limited Liability Company		WI	2015-08-01	548 MARKET STREET	SUITE 13000	SAN FRANCISCO	CA	94104-5401	www.pristinesun.com	GRIDSHARE LLC	0001665812	007-00018	
