ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001665160-17-000083	5	Douglas Kinney	Chief Executive Officer	2017-03-29
0001665160-17-000083	6	Pat Baggette	Chief Financial Officer and General Counsel	2017-03-29
0001665160-17-000092	1	Ransom Williams	Lead Dev/Co-Founder	2017-03-29
0001665160-17-000090	2	Delbert W. Smith	Director	2017-03-29
0001665160-17-000090	1	David M. Smith	CEO	2017-03-29
0001665160-17-000088	3	Kathy Woodrum	Vice President of Operations	2017-03-29
0001695244-17-000004	2	Yinghua Yang	Chief Operating Officer	2017-03-29
0001695244-17-000004	1	Thomas Reese	Sole Director; Chief Executive Officer; President; Treasurer	2017-03-29
0001665160-17-000080	2	ADAM CISEK	Director of Finance	2017-03-28
0001670254-17-000043	1	David W. Baxter	CTO	2017-03-28
0001665160-17-000080	1	TARIK KHRIBECH	CEO	2017-03-28
0001644600-17-000032	1	Orion Parrott	Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer and Director	2017-03-28
0001695437-17-000006	1	Allan Fine	Manager	2017-03-27
0001701418-17-000001	2	/s/ Bryant Callahan	Board Member	2017-03-24
0001701418-17-000001	1	/s/ Kalen Barker	Board Member	2017-03-24
0001670254-17-000042	1	Michael Lawrence Luczaj	CEO	2017-03-23
0001665160-17-000079	2	Dave Johnson	Chairman of the Board	2017-03-24
0001665160-17-000079	7	Rik Akey	Head Coach	2017-03-24
0001665160-17-000079	4	Cynthia Akey	Chief Operating Officer	2017-03-24
0001665160-17-000079	5	Nora Breuker	Community Manager	2017-03-24
0001665160-17-000079	6	John Hulsey	Team Captain	2017-03-24
0001665160-17-000079	1	Jennifer Roe	CMO / Co-Founder	2017-03-24
0001665160-17-000079	3	Karen Curtis	Chief Technology Officer	2017-03-24
0001670254-17-000038	1	Glen P. Miller	Founder & CTO	2017-03-22
0001670254-17-000038	2	Evan Young	Director of Finance & Operations	2017-03-22
0001665160-17-000073	1	Sandra Marlowe	CEO	2017-03-22
0001665160-17-000076	3	Christian Broce	CTO	2017-03-22
0001665160-17-000076	1	Christian Broce	CTO	2017-03-22
0001665160-17-000076	2	Bryan Lorden	CEO	2017-03-22
0001665160-17-000073	2	Byron Marlowe	COO	2017-03-22
0001665160-17-000070	1	ADAM CISEK	Director of Finance	2017-03-20
0001665160-17-000070	2	Tarik Khribech	CEO/Founder	2017-03-20
0001700529-17-000003	1	Justine Baker, T.C.	CEO	2017-03-20
0001691189-17-000004	1	Charles Taylor	President	2017-03-20
0001700529-17-000001	1	Justine Baker, T.C.	CEO	2017-03-20
0001670254-17-000036	1	Eric Ralls	CEO	2017-03-17
0001697047-17-000003	1	/s/ Michael Mindes	CEO, Co-Founder	2017-03-17
0001608695-17-000002	1	Brendon Strause	Vice-President and Secretary	2017-03-17
0001697047-17-000001	1	Michael Mindes	CEO, Co-Founder, Managing Member	2017-03-06
0001445866-17-000228	1	Bryson Hill	Chief Executive Officer	2017-03-15
0001698596-17-000001	1	Ryan Clark	Manager	2017-02-22
0001665160-17-000064	4	Lance Baker	President	2017-03-14
0001665160-17-000064	5	Douglas Kinney	Chief Executive Officer	2017-03-14
0001665160-17-000064	6	Pat Baggette	Chief Financial Officer and General Counsel	2017-03-14
0001665160-17-000064	7	Christopher Hussey	Chief Marketing Officer	2017-03-14
0001665160-17-000064	1	S. Patrick Baggette II	CFO/ General Counsel	2017-03-14
0001665160-17-000064	2	Christopher Hussey	Chief Marketing Officer	2017-03-14
0001665160-17-000064	3	Lance Baker	President & Founder	2017-03-14
0001669191-17-000029	1	Nizar Taki MD	Principal Executive Officer	2017-03-14
0001669191-17-000029	2	Nizar Taki MD	Principal Financial Officer	2017-03-14
0001669191-17-000029	3	Nizar Taki MD	Principal Accounting Officer	2017-03-14
0001669191-17-000029	4	Nizar Taki MD	Board Member	2017-03-14
0001674421-17-000001	1	Linda Losey	Member and COO	2017-03-14
0001644600-17-000030	1	Sandro Tuzzo	Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer , Director	2017-03-14
0001669191-17-000028	2	Joseph Monastiero	Principal Financial Officer	2017-03-13
0001669191-17-000028	1	Joseph Monastiero	Principal Executive Officer	2017-03-13
0001669191-17-000028	3	Joseph Monastiero	Principal Accounting Officer	2017-03-13
0001669191-17-000028	4	Joseph Monastiero	Board Member	2017-03-13
0001644600-17-000028	2	Deborah Adams	Director	2017-03-13
0001644600-17-000028	3	Neal Shenoy	Director	2017-03-13
0001644600-17-000028	1	Juhi Singh	Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer and Director	2017-03-13
0001667014-17-000001	2	John Lustina	President	2017-03-10
0001667014-17-000001	1	Jane Simon	Secretary/Treasurer	2017-03-10
0001644600-17-000025	1	Brandon Jason Austin	Chief Executive Officer and Director	2017-03-10
0001693084-17-000002	1	Sankar Patel	CEO	2017-03-10
0001670254-17-000035	1	Bryan Wallace	Board Member	2017-03-07
0001695370-17-000001	2	Krystal Craig	Manager	2017-03-10
0001695370-17-000001	1	Ian Thurwachter	Manager	2017-03-10
0001644600-17-000023	2	Kyle Ellicott	Director	2017-03-09
0001644600-17-000023	1	Andrew Karuza	CEO, Principal Accounting Officer, Principal Financial Officer and Director	2017-03-09
0001644600-17-000021	1	Justin Rome	Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer and Director	2017-03-08
0001644600-17-000021	2	Ari Goldberg	Director	2017-03-08
0001669191-17-000027	1	Michelle Fournier	Principal Executive Officer	2017-03-07
0001669191-17-000027	2	Michelle Fournier	Principal Financial Officer	2017-03-07
0001669191-17-000027	3	Michelle Fournier	Principal Accounting Officer	2017-03-07
0001669191-17-000026	2	Michelle Fournier	Principal Financial Officer	2017-03-07
0001669191-17-000026	3	Michelle Fournier	Principal Accounting Officer	2017-03-07
0001669191-17-000026	1	Michelle Fournier	Principal Executive Officer	2017-03-07
0001670254-17-000031	3	Gabe Terreson	COO	2017-03-04
0001670254-17-000031	2	Todd O'Halloran	Secretary	2017-03-04
0001670254-17-000031	1	Raymond Moss	VP / Director of Training	2017-03-06
0001670254-17-000032	1	Matt Crowley	VP	2017-03-07
0001691341-17-000003	2	/s/ Anthony Wood	Owner/Creative Director	2017-03-07
0001691341-17-000003	1	/s/ Megan Summers	Manager	2017-03-07
0001669191-17-000023	3	Michelle Fournier	Principal Accounting Officer	2017-03-07
0001669191-17-000023	2	Michelle Fournier	Principal Financial Officer	2017-03-07
0001669191-17-000023	1	Michelle Fournier	Principal Executive Officer	2017-03-07
0001690909-17-000002	2	Ravi Patel	Director	2017-03-07
0001690909-17-000002	1	Aristotle Loumis	Director	2017-03-07
0001445866-17-000207	1	Bryson Hill	Chief Executive Officer	2017-03-06
0001690909-17-000001	1	Aristotle Loumis	Director	2017-03-06
0001690909-17-000001	2	Ravi Patel	Director	2017-03-06
0001695437-17-000005	1	Allan Fine	Manager	2017-03-06
0001665160-17-000058	1	Bryan Pate	CEO	2017-03-03
0001670254-17-000030	1	Rahul Arora	Director	2017-03-03
0001665160-17-000058	2	Brent Teal	CTO and Co Founder	2017-03-03
0001670254-17-000028	1	Rahul Arora	Director	2017-03-03
0001664957-17-000003	1	Sam Yagan	Director and Chairman of the Board	2017-03-03
0001664957-17-000003	2	Desiree Vargas Wrigley	Director, Chief Executive Officer, President and Chief Financial Officer	2017-03-03
0001670254-17-000026	1	Chris Whidden	Brand Manager	2017-02-28
0001670254-17-000027	1	Kurt Charron	President	2017-03-01
0001670254-17-000026	2	J Naehalani Breeland	Secretary	2017-02-28
0001696861-17-000001	1	Bradley R. Freels	Director and President	2017-02-28
0001696861-17-000001	2	Jonathan Brinsden	Director and Executive Vice President	2017-02-28
0001696861-17-000001	3	Stephen J. Bryant	Vice President	2017-02-28
0001670254-17-000025	1	Chris Yerbey	CEO	2017-02-28
0001674439-17-000005	1	Ralf-Rainer von Albedyhll	CEO	2017-02-28
0001674439-17-000004	1	Ralf-Rainer von Albedyhll	CEO	2017-02-27
0001696993-17-000001	1	/s/ Chingyen Chang	CEO, President and Treasurer	2017-02-27
0001670254-17-000024	1	Chris Yerbey	CEO	2017-02-27
0001676315-17-000007	1	Tim Trefts	CEO	2017-02-10
0001676315-17-000007	2	Harry Grundmann	Chairman	2017-02-10
0001691477-17-000001	1	Lynne Fleming	CEO	2017-02-27
0001669191-17-000018	5	Daniel Wielhouwer	Board Member	2017-02-13
0001669191-17-000018	4	James Beeson	Board Member	2017-02-13
0001669191-17-000018	3	James Beeson	Principal Accounting Officer	2017-02-13
0001669191-17-000018	2	James Beeson	Principal Financial Officer	2017-02-13
0001669191-17-000018	1	Daniel Wielhouwer	Principal Executive Officer	2017-02-13
0001644600-17-000019	1	Sallie Giordano	Founder, CEO, Managing Member	2017-02-21
0001669191-17-000017	1	MJ Cartwright	Principal Executive Officer	2016-12-13
0001669191-17-000017	2	MJ Cartwright	Principal Financial Officer	2016-12-13
0001669191-17-000017	4	James Prescott	Board Member	2016-12-13
0001669191-17-000017	5	MJ Cartwright	Board Member	2016-12-13
0001669191-17-000017	3	MJ Cartwright	Principal Accounting Officer	2016-12-13
0001669191-17-000016	4	Herbert Gibson	Board Member	2017-01-09
0001669191-17-000016	3	Herbert Gibson	Principal Accounting Officer	2017-01-09
0001669191-17-000016	1	Herbert Gibson	Principal Executive Officer	2017-01-09
0001669191-17-000016	2	Herbert Gibson	Principal Financial Officer	2017-01-09
0001669191-17-000015	4	Cherian Mathai	Board Member	2017-01-30
0001669191-17-000015	1	Ronald Andruff	Principal Executive Officer	2017-01-30
0001669191-17-000015	2	Cherian Mathai	Principal Financial Officer	2017-01-30
0001669191-17-000015	3	Cherian Mathai	Principal Accounting Officer	2017-01-30
0001665160-17-000057	3	Kathy Woodrum	Vice President of Operations	2017-02-21
0001665160-17-000057	1	Joseph Land	Co-Founder	2017-02-21
0001665160-17-000057	2	Gordon Tessler, PhD	Vios Product Formulator	2017-02-21
0001665160-17-000057	4	Lori B. Patterson	Vice President of Marketing	2017-02-21
0001665160-17-000051	1	Joseph Land	Co-Founder	2017-02-17
0001665160-17-000051	2	Gordon Tessler, PhD	Vios Product Formulator	2017-02-17
0001665160-17-000051	3	Kathy Woodrum	Vice President of Operations	2017-02-17
0001665160-17-000051	4	Lori B. Patterson	Vice President of Marketing	2017-02-17
0001644600-17-000017	1	Samuel Pass	Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer and Director	2017-02-17
0001644600-17-000017	2	John Havel	Director	2017-02-17
0001670254-17-000023	1	Bryan Wallace	Board Member	2017-02-16
0001694334-17-000001	1	Donald Hulke	Manager of the Manager of RatHaus Tempe, LLC	2017-02-15
0001694917-17-000002	2	Silvano Hernandez Mejia	Member	2017-02-14
0001694917-17-000002	1	William Bornhorst	Member	2017-02-14
0001690794-17-000001	1	Pennie Sempell	ceo	2017-02-14
0001691774-17-000001	1	/s/ John Long	Managing Partner	2017-02-09
0001691774-17-000001	2	/s/ Kris Hardy	Managing Partner	2017-02-09
0001665160-17-000042	1	David M. Smith	CEO	2017-02-08
0001665160-17-000042	2	Delbert W. Smith	Director	2017-02-08
0001670254-17-000021	1	Gregory Weiss	Co-Founder/CTO	2017-02-07
0001665160-17-000040	1	Wade Keech	THE PHILANTHROPIC SPIRIT	2017-02-08
0001665160-17-000036	1	Chad Palsulich	CTO/Co-Founder	2017-02-07
0001670254-17-000019	2	David Goodacre	CFO	2017-02-06
0001670254-17-000019	1	Zane Lamprey	Chairman	2017-02-06
0001665160-17-000033	1	John Wildman	Chairman and CEO	2017-02-07
0001665160-17-000033	3	Don Wildman	Co-Founder	2017-02-07
0001665160-17-000033	2	Jeff Dowell	President	2017-02-07
0001691448-17-000001	1	Dr. Justin Rome	Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer, Director	2017-02-07
0001691448-17-000001	2	Ari Goldberg	Director	2017-02-07
0001668506-17-000010	3	/s/ John Hoernschemeyer	Board Member	2017-02-07
0001668506-17-000010	2	/s/ Wayne Robinson	Board Member	2017-02-07
0001668506-17-000010	1	/s/ Erik H. Bernard	Board Member	2017-02-07
0001682915-17-000003	1	rexford r. hibbs	ceo	2017-02-06
0001668506-17-000008	3	/s/ John Hoernschemeyer	Board Member	2017-02-02
0001668506-17-000008	1	/s/ Erik H. Bernard	Board Member	2017-02-02
0001668506-17-000008	2	/s/ Wayne Robinson	Board Member	2017-02-02
0001694011-17-000001	2	Doug Krause	President	2017-02-06
0001694011-17-000001	1	Doug Krause	President	2017-02-06
0001445866-17-000123	1	/s/ Thomas Agarate	CEO	2017-01-25
0001665160-17-000031	1	Nathan Jauvtis	Co-Founder and Chief Scientist	2017-02-03
0001665160-17-000031	2	Josh Rasmussen	Co-Founder and CEO	2017-02-03
0001691189-17-000003	1	Charles Taylor ESQ	President	2017-02-03
0001665160-17-000028	2	Garrett Potter	CFO	2017-02-03
0001665160-17-000028	1	Matt Paulson	Co-Founder, CIO	2017-02-03
0001675896-17-000004	1	Donald McSwain	President	2017-02-03
0001675896-17-000003	1	Donald McSwain	President	2017-02-03
0001691341-17-000002	2	/s/ Anthony Wood	Owner/Creative Director	2017-02-03
0001691341-17-000002	1	/s/ Megan Summers	Manager	2017-02-03
0001695657-17-000001	1	Troy Helming	President	2017-02-02
0001676858-17-000001	1	Phillip Petracca	CEO, founder	2017-02-02
0001670254-17-000017	1	Alfred Fung	CEO	2017-01-26
0001665160-17-000025	1	Robert Smith	CEO	2017-02-01
0001695082-17-000004	1	Andrew Yaros	CEO	2017-02-01
0001695656-17-000001	1	TroyHelming	President	2017-02-01
0001665160-17-000022	7	Boris Jarry	Operations Manager	2017-01-31
0001665160-17-000022	2	Stefano Paris	Chief Technical Officer	2017-01-31
0001665160-17-000022	3	Sergey Samchyk	Head of Computer Engineering	2017-01-31
0001665160-17-000022	4	Bruce Tulloch	New Media and Technologies	2017-01-31
0001665160-17-000022	5	Yuriy Fuks	Electrical and Computer Engineering Advisor	2017-01-31
0001665160-17-000022	6	Daniel Schwarzbaum	Director of Marketing	2017-01-31
0001665160-17-000022	1	Nelson Tyler	Chief Designer	2017-01-31
0001664957-17-000001	1	Sam Yagan	Director and Chairman of the Board	2017-01-31
0001664957-17-000001	2	Desiree Vargas Wrigley	Director, Chief Executive Officer, President and Chief Financial Officer	2017-01-31
0001670254-17-000016	1	Glen P. Miller	Founder, Chair & CTO	2017-01-28
0001670254-17-000016	2	Evan Young	Director of Finance and Operations	2017-01-28
0001670254-17-000015	1	Glen P. Miller	Founder, Chair & CTO	2017-01-28
0001670254-17-000015	2	Evan Young	Director of Finance and Operations	2017-01-28
0001670254-17-000013	2	Evan Young	Director of Finance and Operations	2017-01-28
0001670254-17-000013	1	Glen P. Miller	Founder, Chair & CTO	2017-01-28
0001693526-17-000004	1	Noel Gonzalez	President and CEO; Sole Director	2017-01-30
0001693526-17-000004	2	Leonard Chapman	Chief Operating Officer	2017-01-30
0001693526-17-000002	2	Steve Garza	CTO	2017-01-27
0001693526-17-000002	1	Leonard Chapman	Chief Operating Officer	2017-01-27
0001695244-17-000003	2	Yinghua Yang	Chief Operating Officer	2017-01-27
0001695244-17-000003	1	Thomas Reese	Sole Director; Chief Executive Officer; President; Treasurer	2017-01-27
0001695244-17-000001	1	Yinghua Yang	Chief Operating Officer; Chief Design Officer	2017-01-27
0001695244-17-000001	2	Thomas Reese	Chief Executive Officer; Chief Technology Officer	2017-01-27
0001670254-17-000012	1	Karen Cooper	Owner	2017-01-26
0001644600-17-000012	1	Samuel Parr	Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer and Director	2017-01-26
0001644600-17-000012	2	John Havel	Director	2017-01-26
0001665160-17-000019	5	Nora Breuker	Community Manager	2017-01-26
0001665160-17-000019	1	Jennifer Roe	CMO / Co-Founder	2017-01-26
0001665160-17-000019	4	Cynthia Akey	Chief Operating Officer	2017-01-26
0001665160-17-000019	3	Karen Curtis	Chief Technology Officer	2017-01-26
0001665160-17-000019	2	Dave Johnson	Chairman of the Board	2017-01-26
0001665160-17-000019	6	John Hulsey	Team Captain	2017-01-26
0001665160-17-000019	7	Rik Akey	Head Coach	2017-01-26
0001670254-17-000010	1	Eric Flesche	Director	2017-01-20
0001670254-17-000010	2	Christopher Rowe	COO	2017-01-20
0001689502-17-000001	1	Rolv E. Heggenhaugen	CEO	2017-01-25
0001694917-17-000001	1	William Bornhorst	Member	2017-01-25
0001694917-17-000001	2	Silvano Hernandez Mejia	Member	2017-01-25
0001669191-17-000011	3	Herbert Gibson	Principal Accounting Officer	2017-01-09
0001669191-17-000011	4	Herbert Gibson	Board Member	2017-01-09
0001669191-17-000011	2	Herbert Gibson	Principal Financial Officer	2017-01-09
0001669191-17-000011	1	Herbert Gibson	Principal Executive Officer	2017-01-09
0001690042-17-000001	2	/s/ Joseph E. Shatara	CCO/Acting CFO	2017-01-25
0001690042-17-000001	1	/s/ Ibrahim Batshon	CEO	2017-01-25
0001669191-17-000009	1	MJ Cartwright	Principal Executive Officer	2016-12-13
0001669191-17-000009	4	James Prescott	Board Member	2016-12-13
0001669191-17-000009	2	MJ Cartwright	Principal Financial Officer	2016-12-13
0001669191-17-000009	5	MJ Cartwright	Board Member	2016-12-13
0001669191-17-000009	3	MJ Cartwright	Principal Accounting Officer	2016-12-13
0001688220-17-000001	1	Ken Blocker	President	2017-01-25
0001695437-17-000004	1	Allan Fine	Manager	2017-01-25
0001670254-17-000008	2	William Tate	CFO	2017-01-19
0001670254-17-000008	1	Michael J. Penney	Chief Marketing Officer	2017-01-20
0001664526-17-000002	1	/s/ Brian Monnin	CEO	2017-01-24
0001674439-17-000002	1	Ralf-Rainer von Albedyhll	CEO	2017-01-24
0001670254-17-000007	1	Karen Cooper	Owner	2017-01-23
0001611945-17-000001	1	/s/ J. TODD COLEMAN	CEO	2017-01-23
0001687197-17-000003	1	Darell Austin, Jr	CEO	2017-01-23
0001687197-17-000002	1	Pennie Sempell	CEO	2017-01-23
0001144204-17-003456	1	/s/ William Seippel	Chief Executive Officer	2017-01-23
0001144204-17-003456	2	/s/ John Hale	Senior Vice President of Finance, principal accounting officer	2017-01-23
0001144204-17-003456	3	/s/ William N. McAtee	Director	2017-01-23
0001144204-17-003456	7	/s/ Michael Wharton	Director	2017-01-23
0001144204-17-003456	6	/s/ James Sturgill	Director	2017-01-23
0001144204-17-003456	4	/s/ Roger Ogden	Director	2017-01-23
0001144204-17-003456	5	/s/ Peter Schleider	Director	2017-01-23
0001644600-17-000011	1	Zach Herrington-Shaner	Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer and Member	2017-01-23
0001644600-17-000011	2	Lucas Nivon	Member	2017-01-23
0001695333-17-000004	1	Andro Samuel	CEO	2017-01-23
0001695082-17-000003	1	Andrew Yaros	President	2017-01-23
0001695333-17-000003	1	Andro Samuel	CEO	2017-01-23
0001668506-17-000006	1	/s/ Liam Hayden	CEO	2017-01-23
0001691877-17-000001	1	Remedios Meraz	CEO	2017-01-20
0001693411-17-000004	1	Brandon Jason Austin	Chief Executive Officer and Director	2017-01-20
0001695166-17-000001	1	Gary Golduber	CEO	2017-01-20
0001695082-17-000001	1	Andrew Yaros	President	2017-01-20
0001644600-17-000008	2	Adam Iverson	COO, Principal Executive Officer, Director	2017-01-20
0001644600-17-000008	1	Matt Stang	CEO, Principal Financial Officer, Principal Accounting Officer, Director	2017-01-20
0001668506-17-000005	1	/s/ Liam Hayden	CEO	2017-01-20
0001647487-17-000001	1	/s/ Pia Carusone	Owner	2017-01-20
0001695333-17-000001	1	Andro Samuel	CEO	2017-01-20
0001669191-17-000005	3	Herbert Gibson	Principal Accounting Officer	2017-01-09
0001669191-17-000005	2	Herbert Gibson	Principal Financial Officer	2017-01-09
0001669191-17-000005	1	Herbert Gibson	Principal Executive Officer	2017-01-09
0001669191-17-000005	4	Herbert Gibson	Board Member	2017-01-09
0001213900-17-000472	1	Chad Newell	CEO	2017-01-12
0001694974-17-000001	2	Tim League	Producer	2017-01-18
0001694994-17-000001	2	Ronald Scott	Chief Financial Officer	2017-01-18
0001694994-17-000001	1	Alfonso J. Cervantes	Executive Chairman and Director	2017-01-18
0001694974-17-000001	1	Tim League	Producer	2017-01-18
0001695121-17-000001	1	Michael Purnell	CEO	2017-01-18
0001665160-17-000012	1	Robert Smith, III	CEO, CFO, & Secretary	2017-01-18
0001695029-17-000001	1	Brian Santos	CEO	2017-01-18
0001690216-17-000001	1	Alan Levin	Managing Partner	2017-01-18
0001674439-17-000001	1	Ralf-Rainer von Albedyhll	CEO	2017-01-17
0001685706-17-000001	1	William Bornhorst	Member	2017-01-17
0001685706-17-000001	2	Silvano Hernandez Mejia	Member	2017-01-17
0001691341-17-000001	1	/s/ Megan Summers	Manager	2017-01-17
0001691341-17-000001	2	/s/ Anthony Wood	Owner/Creative Director	2017-01-17
0001668506-17-000003	1	/s/ Thomas Robertson	CEO and Board Member	2017-01-11
0001668506-17-000003	2	/s/ Bob Pinckney	Member Board of Directors	2017-01-11
0001668506-17-000002	1	/s/ Kyle Miller	CEO	2017-01-17
0001668506-17-000002	4	Robert Kutyla	Board Member	2017-01-17
0001668506-17-000002	3	Scott Bishop	Board Member	2017-01-17
0001668506-17-000002	5	Walter Marcinowski	Board Member	2017-01-17
0001668506-17-000002	6	Gregory Feldman	Board Member	2017-01-17
0001668506-17-000002	2	/s/ Dave Perry	Board Member	2017-01-17
0001691942-17-000003	1	Nat Mundel	Chief Executive Officer and Director	2017-01-17
0001693084-17-000001	1	Victor A. Montoya	Manager	2017-01-13
0001670254-17-000006	1	Karen Cooper	Owner	2017-01-13
0001644600-17-000005	2	John Havel	Director	2017-01-13
0001644600-17-000005	1	Samuel Parr	Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer and Director	2017-01-13
0001676315-17-000005	2	Harry Grundmann	Chairman	2017-01-10
0001676315-17-000005	1	Tim Trefts	CEO	2017-01-10
0001691942-17-000001	1	Nat Mundel	Chief Executive Officer and Director	2017-01-13
0001670254-17-000005	2	Zane Lamprey	Chairman	2016-12-14
0001670254-17-000005	1	David Goodacre	CFO	2017-01-12
0001687197-17-000001	1	Victor A. Montoya	Operations Manager	2017-01-11
0001665160-17-000009	2	Dave Johnson	Chairman of the Board	2017-01-11
0001665160-17-000009	1	Jennifer Roe	CMO / Co-Founder	2017-01-11
0001665160-17-000009	3	Angela Lee	CEO / Co-Founder	2017-01-11
0001668506-17-000001	1	/s/ Kyle Miller	CEO	2017-01-11
0001668506-17-000001	4	/s/ David Perry	Board Member	2017-01-11
0001668506-17-000001	3	/s/ Walter Marcinowski	Board Member	2017-01-11
0001668506-17-000001	2	/s/ Robert Kutyla	Board Member	2017-01-11
0001669191-17-000002	2	Herbert Gibson	Principal Financial Officer	2017-01-09
0001669191-17-000002	1	Herbert Gibson	Principal Executive Officer	2017-01-09
0001669191-17-000002	4	Herbert Gibson	Board Member	2017-01-09
0001669191-17-000002	3	Herbert Gibson	Principal Accounting Officer	2017-01-09
0001670254-17-000004	1	Karen Cooper	Owner	2017-01-06
0001665160-17-000007	1	Robert Colangelo	CEO and Founding Farmer	2017-01-05
0001665160-17-000005	1	Storm Sondors	CEO	2017-01-05
0001670254-17-000001	1	Yevgeniy Mordkovich	COO	2017-01-04
0001665160-17-000006	1	Sandra Marlowe	CEO	2017-01-05
0001670254-17-000002	1	Alex Littlewood	Founder & CEO	2017-01-05
0001691189-17-000001	1	Charles E. Taylor, Esq	President	2017-01-05
0001693411-17-000003	1	Brandon Jason Austin	Chief Executive Officer and Director	2017-01-03
0001644600-17-000002	2	Brent Teal	Co-President, director	2017-01-03
0001644600-17-000002	1	Bryan Pate	Co-President, principal financial officer, principal accounting officer, director	2017-01-03
0001693411-17-000001	1	Brandon Jason Austin	Chief Executive Officer and Director	2017-01-03
0001688072-17-000001	1	Eve Peters	President, CEO and Director	2017-01-03
0001665160-17-000003	2	Carl George	Chairman & CEO	2017-01-03
0001665160-17-000003	1	Brian Kelly	EVP & Director	2017-01-03
