ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001685446-16-000001	0			Aquinas-TL Smith #25, LLC	Limited Liability Company		TX	2016-08-15	4550 POST OAK PL	STE 119	HOUSTON	TX	77027	cf0004.crudefunders.com	NORTH CAPITAL PRIVATE SECURITIES CORPORATION	0001496269	008-68648	000154559
0001684570-16-000002	0			MIZAYA INC.	Corporation		FL	2016-08-19	1035 SOUTH STATE RD 7	SUITE 315-13	WELLINGTON	FL	33414	www.mizayaresort.com	UFP, LLC	0001668380	007-00024	
0001665160-16-000126	0			RockmaniaLive, INC	Corporation		CA	2015-01-29	3112 HUTTON DR.		BEVERLY HILLS	CA	90210	http://rockmanialive.com	StartEngine Capital LLC	0001665160	007-00007	
0001681772-16-000003	1		Two changes were established:  1) Sales of common stock Class A and Class B. 2) Maximum shares increased  to 5 Million	GLOBAL ELECTRIC TRANSPORT INC	Corporation		CA	2015-09-24	163 WHITNEY PLACE		FREMONT	CA	94539	www.getetrans.com	TRUCROWD INC	0001667145	007-00015	
0001669191-16-000046	0		Offering statement originally uploaded was accidentally blank	Kindred Brands Inc.	Corporation		DE	2015-10-15	425 WASHINGTON ST	Suite 5	Brighton	MA	02135	troupejewelry.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001685501-16-000001	0			New Media, Inc.	Corporation		GA	2016-09-19	10750 MEDLOCK BRIDGE ROAD		DULUTH	GA	30097	http://www.new-media-inc.com	UFP, LLC	0001668380	007-00024	
0001670254-16-000138	1		Changed terms to clarify the definition of units and added caps on the first and second year payments. Also included updated business plan.	N1CE USA, LLC	Limited Liability Company		DE	2015-09-16	1000 N. West Street	Suite 1501	Wilmington	DE	19801	http://www.n1ce.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000137	0	$197,676 in investments. Payments are still being processed; final number is yet to be determined. The deadline date was set to today to work around an EDGAR glitch but the offering actually closed on 09-15-16.		My Trail Company, PBC	Corporation		CO	2015-04-09	6595 Odell Place	Suite G-1	Boulder	CO	80301	http://mytrailco.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001684972-16-000001	0			Flying Nun Collective, LLC	Limited Liability Company		TX	2016-09-15	223 EAST 11TH ST		HOUSTON	TX	77008	http://www.citizenpilates.com/	NextSeed US LLC	0001667892	007-00023	283225
0001670254-16-000135	0			Boxes Inc.	Corporation		DE	2012-05-03	3818 SW 50 CT		Fort Lauderdale	FL	33312	http://box.es	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000133	0			Haint Blue Brewing Company LLC	Limited Liability Company		AL	2015-12-07	806 Monroe St		Mobile	AL	36602	http://www.haintbluebrew.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001669191-16-000035	0			Kindred Brands Inc.	Corporation		DE	2015-10-15	425 WASHINGTON ST	Suite 5	Brighton	MA	02135	troupejewelry.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-16-000092	0			investFeed Inc.	Corporation		DE	2014-09-29	111 NELSON ST.	SUITE #2	BROOKLYN	NY	11231	www.investFeed.com	StartEngine Capital LLC	0001665160	007-00007	
0001685112-16-000004	0			Florida Equity Fund Inc	Corporation		FL	2016-09-13	PO BOX 39748		FT LAUDERDALE	FL	33339	floridaequityfund.com	UFP, LLC	0001668380	007-00024	
0001685112-16-000005	0			Florida Equity Fund Inc	Corporation		FL	2016-09-13	PO BOX 39748		FT LAUDERDALE	FL	33339	floridaequityfund.com	UFP, LLC	0001668380	007-00024	
0001685112-16-000006	0			Florida Equity Fund Inc	Corporation		FL	2016-09-13	PO BOX 39748		FT LAUDERDALE	FL	33339	floridaequityfund.com	UFP, LLC	0001668380	007-00024	
0001685112-16-000001	0			Florida Equity Fund Inc	Corporation		FL	2016-09-13	PO BOX 39748		FT LAUDERDALE	FL	33339	floridaequityfund.com	UFP, LLC	0001668380	007-00024	
0001685112-16-000003	0			Florida Equity Fund Inc	Corporation		FL	2016-09-13	PO BOX 39748		FT LAUDERDALE	FL	33339	floridaequityfund.com	UFP, LLC	0001668380	007-00024	
0001670254-16-000132	0		Include updated business plan, pitch deck and video transcript.	VooDoo Spirits, Inc.	Corporation		DE	2012-07-11	108 Cliffside Dr.		Canandaigua	NY	14424	http://www.tambour-original.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-16-000091	0		Complete financial review did not have the complete attachment	Sondors Electric Car Co	Corporation		DE	2016-08-15	20058 PACIFIC COAST HIGHWAY		MALIBU	CA	90265	http://gosondors.com	StartEngine Capital LLC	0001665160	007-00007	
0001670254-16-000130	0			Thisisground Holdings, Inc.	Corporation		DE	2015-10-01	2449B Hunter St.		Los Angeles	CA	90021	http://www.thisisground.info/	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-16-000089	0			Sondors Electric Car Co	Corporation		DE	2016-08-15	20058 PACIFIC COAST HIGHWAY		MALIBU	CA	90265	http://gosondors.com	StartEngine Capital LLC	0001665160	007-00007	
0001670254-16-000128	0			MobileSpike Inc.	Corporation		DE	2016-03-31	3411 Silverside Rd #104 Rodney Bldg		Wilmington	DE	19819	http://www.mobilespike.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000127	0		Changed deadline date to September 21st, update number of employees, include video transcript and updated business plan.	EveryFit, Inc.	Corporation		DE	2010-07-08	44 School St.	Suite 350	Boston	MA	02108	http://www.qmedichealth.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000126	0		Changed deadline date to September 15th, updated amount raised in concurrent Colorado DPO, include video transcriptions, and updated business plan.	My Trail Company, PBC	Corporation		CO	2015-04-09	6595 Odell Place	Suite G-1	Boulder	CO	80301	http://mytrailco.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000124	0			MOBODEXTER INC	Corporation		DE	2013-11-22	616 Corporate Way,	Suite 2-6564	Valley Cottage	NY	10989	http://www.mobodexter.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000122	1		Changes in Board of Managers, correction in principal security holders, and updated business plan.	Cleveland Whiskey LLC	Limited Liability Company		OH	2009-07-08	1768 E. 25th St		Cleveland	OH	44114	http://clevelandwhiskey.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001625242-16-000171	1		Extending the raise deadline for the investment.	BYS Daily. Inc.	Corporation		VA	2016-05-11	8045 Fareholm Drive	NA	Los Angeles	CA	90046	www.sydeapp.com	Venture.co Brokerage Services LLC	0001625242	008-69560	173924
0001670254-16-000121	1		Extended deadline date to October 1st.	Red Bay Coffee Company	Limited Liability Company		CA	2013-08-09	3098 E. 10th Street		oakland	CA	94606	http://www.redbaycoffee.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000118	0	The final number is 10,000 shares sold for a total investment of $1,000,000.00. The deadline date was set to today to work around an EDGAR glitch but the offering actually closed on 08-29-16.		Beta Bionics, Inc.	Corporation		MA	2015-10-21	Business Innovation Center	8 Saint Mary's Street, Suite 936	Boston	MA	02215	http://www.betabionics.org	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000119	0			VetPronto - Mobile Veterinarians Inc.	Corporation		DE	2014-05-21	113 Ripley		San Francisco	CA	94110	http://www.vetpronto.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000116	0			Community Ventures	Corporation		CA	2008-11-15	4388 Lorren Drive		Fremont	CA	94536	http://c-ventures.org	Wefunder Portal LLC	0001670254	007-00033	283503
0001682697-16-000003	0			Alive Global Water, Inc.	Corporation		FL	2016-08-11	1035 SOUTH STATE RD 7	SUITE 315-13	WELLINGTON	FL	33414	www.aliveglobalwater.com	UFP, LLC	0001668380	007-00024	
0001670254-16-000115	1		New offering terms, lowered offering amount to $25K, updated use of funds and business plan.	Exemplars Inc.	Corporation		DE	2015-09-08	448  Ignacio Blvd	#343	Novato	CA	94949	https://veditz.org	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000114	1		Changed offering terms, extended deadline, increased maximum offering amount to $1M, included CPA reviewed financials, and updated business plan.	Hawaiian Ola Brewing Corporation	Corporation		HI	2015-12-22	89-1368 MAMALAHOA HWY		Captain Cook	HI	96704	http://www.hawaiianola.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000113	1		The first $250K of notes will be entitled to their pro-rata share of 20% of all unit sales instead of the first $100K, and include updated business plan.	N1CE USA, LLC	Limited Liability Company		DE	2015-09-16	1000 N. West Street	Suite 1501	Wilmington	DE	19801	http://www.n1ce.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001683638-16-000001	0			B3 MEDIA GROUP INC	Corporation		FL	2016-08-24	3524 NW 29TH CT		LAUDERDALE LAKES	FL	33311	www.facebook.com/b3mediagroupinc	UFP, LLC	0001668380	007-00024	
0001679373-16-000005	1		Change offering deadline.	Farm From a Box Inc.	Corporation		DE	2012-02-06	101 THE EMBARCADERO #214		SAN FRANCISCO	CA	94105	farmfromabox.com	OpenDeal Inc.	0001672732	007-00046	283874
0001445095-16-000006	0		Attaching the Offering Statement	ATMOCEAN INC	Corporation		DE	2006-01-09	1274 VALLECITA		SANTA FE	NM	87501	https://atmocean.com/	TRUCROWD INC	0001667145	007-00015	
0001682240-16-000001	0			Collective HTX, LLC	Limited Liability Company		TX	2015-04-24	2001 COMMERCE ST	STE. 200	HOUSTON	TX	77002	http://thecoophtx.com/	NextSeed US LLC	0001667892	007-00023	283225
0001683513-16-000004	0			AAA HOME INVESTMENTS INC.	Corporation		FL	2016-08-26	1421 SW 107 AVE #206		MIAMI	FL	33174	http://www.AAAhomeinvestments.com	UFP, LLC	0001668380	007-00024	
0001670254-16-000112	1		Changed offering terms and include updated business plan.	WePower App, Inc.	Corporation		CA	2015-02-06	3060 El Cerrito Plaza	#509	El Cerrito	CA	94530	http://wepowerapp.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001675554-16-000005	0	Vigilante Gaming Bar, LLC has raised a total of $119,700.		Vigilante Gaming Bar, LLC	Limited Liability Company		TX	2015-07-14	4102 AVENUE H #A		AUSTIN	TX	78751	http://vigilantebar.com/	NextSeed US LLC	0001667892	007-00023	
0001676480-16-000003	0	Brewer's Table - East Austin, LLC has raised a total of $396,500.		Brewer's Table - East Austin, LLC	Limited Liability Company		TX	2016-02-26	4715 EAST 5TH ST		AUSTIN	TX	78702	caskandcoal.com	NextSeed US LLC	0001667892	007-00023	283225
0001682915-16-000011	0		Attached more documents to Form-C including complete Form C, Business Plan and CPA Review	RealtyReturns, Inc.	Corporation		DE	2016-06-13	388 MARKET ST, 13TH FL		SAN FRANCISCO	CA	94111	www.realtyreturns.com	DreamFunded MarketPlace, LLC	0001670761	007-00037	6639970
0001683264-16-000001	0			Kayak Concepts LLC	Limited Partnership		ME	2007-09-26	18 VINE STREET		GARDINER	ME	04345	www.kayakcondos.com	Jumpstart Micro, Inc	0001664804	007-00008	
0001644600-16-000185	0	Due to an Edgar glitch, today is the first day we could file. The actual administrative time in settling the accounts takes longer than the filing deadline: $170,000 is our best estimate for the total amount of securities that will be sold.		MF Fire	Limited Liability Company		MD	2014-04-23	3413 METZEROTT RD.		COLLEGE PARK	MD	20740	www.mffire.com	SI Portal, LLC	0001669328	007-00029	283382
0001670254-16-000111	0	$476,851.00 in investments. Payments are still being processed; final number is yet to be determined. The deadline date was set to today to work around an EDGAR glitch but the offering actually closed on 08-17-16.		Sam Lee Laundry LLC	Limited Liability Company		CA	2015-01-02	224 28th street		San Francisco	CA	94131	http://www.thespeakeasysf.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001674180-16-000007	0	Native Hostel Austin LLC raised a total of $396,500.		Native Hostel Austin LLC	Limited Liability Company		TX	2016-03-31	807 E. 4TH STREET		AUSTIN	TX	78702	nativehostels.com	NextSeed US LLC	0001667892	007-00023	283225
0001682915-16-000009	0			RealtyReturns, Inc.	Corporation		DE	2016-06-13	388 MARKET ST, 13TH FL		SAN FRANCISCO	CA	94111	www.realtyreturns.com	DreamFunded MarketPlace, LLC	0001670761	007-00037	6639970
0001670254-16-000110	0		Include video transcripts.	Beta Bionics, Inc.	Corporation		MA	2015-10-21	Business Innovation Center	8 Saint Mary's Street, Suite 936	Boston	MA	02215	http://www.betabionics.org	Wefunder Portal LLC	0001670254	007-00033	283503
0001683099-16-000001	0			CHARLES HOLDINGS, CORP	Corporation		FL	2016-06-17	2700 W ATLANTIC BLVD. STE.102A		POMPANO BEACH	FL	33069	www.charlesholdings.com	UFP, LLC	0001668380	007-00024	
0001679373-16-000004	0		Add supplemental information.	Farm From a Box Inc.	Corporation		DE	2012-02-06	101 THE EMBARCADERO #214		SAN FRANCISCO	CA	94105	farmfromabox.com	OpenDeal Inc.	0001672732	007-00046	283874
0001670254-16-000107	0			Ohos, Inc.	Corporation		CO	2016-01-20	3001 Brighton Blvd, Suite 537		Denver	CO	80216	http://www.myohos.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001682495-16-000009	0		Correction to Financial Statements	Online Portal, Inc.	Corporation		FL	2016-08-01	247 SW 122ND TERRACE		PEMBROKE PINES	FL	33025	onportal.us	UFP, LLC	0001668380	007-00024	
0001682664-16-000002	0		Correction to financial statements	TASEAH DEVELOPMENT CORP	Corporation		FL	2016-06-16	15224 NORTHGATE BLVD	APT 304	OAK PARK	MI	48237	http://www.taseah.com	UFP, LLC	0001668380	007-00024	
0001682664-16-000001	0			TASEAH DEVELOPMENT CORP	Corporation		FL	2016-06-16	15224 NORTHGATE BLVD	APT 304	OAK PARK	MI	48237	http://www.taseah.com	UFP, LLC	0001668380	007-00024	
0001682883-16-000001	0			NAMA-J Farms Inc	Corporation		FL	2016-08-09	13348 SW 31ST STREET		MIRAMAR	FL	33027	www.namajfarms.com	UFP, LLC	0001668380	007-00024	
0001670254-16-000105	0	Total Investment: $101,386.00. Due to a glitch in Edgar, C-U filings are not accepted once the deadline date has passed. Therefore, the deadline date was set to today (in this filing) but the offering actually closed on 07-28-2016.		N1CE USA, LLC	Limited Liability Company		DE	2015-09-16	1000 N. West Street	Suite 1501	Wilmington	DE	19801	http://www.n1ce.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000106	0			N1CE USA, LLC	Limited Liability Company		DE	2015-09-16	1000 N. West Street	Suite 1501	Wilmington	DE	19801	http://www.n1ce.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001445095-16-000005	0			ATMOCEAN INC	Corporation		DE	2006-01-09	1274 VALLECITA		SANTA FE	NM	87501	https://atmocean.com/	TRUCROWD INC	0001667145	007-00015	
0001670254-16-000104	0		Changed deadline date and include updated business plan.	Beta Bionics, Inc.	Corporation		MA	2015-10-21	Business Innovation Center	8 Saint Mary's Street, Suite 936	Boston	MA	02215	http://www.betabionics.org	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000103	0			Rocket Innovations, Inc.														
0001625242-16-000169	1		Extended the raise deadline for the investment. Updated company capitalization table. Reduced target offering to $250,000.00.	BYS Daily	Corporation		VA	2016-05-11	8045 FAREHOLM DRIVE	NA	LOS ANGELES	CA	90046	www.sydeapp.com	Venture.co Brokerage Services LLC	0001625242	008-69560	173924
0001647869-16-000003	1		Extend Offering Deadline to October 7, 2016.	RaceYa, Inc.	Corporation		DE	2014-04-07	175 VARICK STREET		NEW YORK	NY	10014	raceya.com	OpenDeal Inc.	0001672732	007-00046	283874
0001670254-16-000101	1		Extended the deadline date, changed the offering terms, included 1.5x revenue share contract and updated business plan.	Red Bay Coffee Company	Limited Liability Company		CA	2013-08-09	3098 E. 10th Street		oakland	CA	94606	http://www.redbaycoffee.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000102	1		Change offering terms to 1.5X revenue share and updated business plan.	Vive! Restaurant Group LLC	Limited Liability Company		CA	2015-09-22	3415 Otter Ct		hayward	CA	94542	http://cincotacobar.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001682495-16-000004	0			Red Empire Real Estate Investments, Inc	Corporation		FL	2016-08-01	3021 SW 22ND CT		FORT LAUDERDALE	FL	33312	redempire.us	UFP, LLC	0001668380	007-00024	
0001680454-16-000003	0		Company executed a small repurchase of shares from its existing shareholders, rendering the existing capital structure as reported in the originally attached Issuer Disclosure and Investment Documents inaccurate. This amendment is to correct that.	Swaggle Inc.	Corporation		DE	2014-09-16	2006 17TH STREET NW		WASHINGTON	DC	20009	http://goswaggle.com/	FLASHFUNDERS SECURITIES, LLC	0001320303	008-66859	000134742
0001665160-16-000088	0			Green Sense Farms, LLC	Limited Liability Company		IN	2012-09-24	6525 DANIEL BURNHAM DR	SUITE B	PORTAGE	IN	46368	www.greensensefarms.com	StartEngine Capital LLC	0001665160	007-00007	
0001670254-16-000100	0	$1,000,000.00 in investments. Payments are still being processed; final number is yet to be determined. The deadline date was set to today to work around an EDGAR glitch but the offering actually closed on 08-12-16.		Hops and Grain Production, LLC	Limited Liability Company		TX	2016-05-03	507 Calles St.	Suite 101	Austin	TX	78702	http://www.hopsandgrain.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001682495-16-000002	0			Online Portal, Inc.	Corporation		FL	2016-08-01	247 SW 122ND TERRACE		PEMBROKE PINES	FL	33025	onportal.com	UFP, LLC	0001668380	007-00024	
0001670254-16-000099	0	$335,111 in investments. Payments are still being processed; final number is yet to be determined. The deadline date was set to today to work around an EDGAR glitch but the offering actually closed on 08-09-16.		TAXA Biotechnologies Inc	Corporation		DE	2012-03-08	665 3rd Street	Ste 230	San Francisco	CA	94107	http://www.taxa.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001680634-16-000017	0		The Offering Period is being to extended to a closing date of 12/16/2016	OneGlobe Citizen	Limited Liability Company		IL	2016-02-25	222 W MERCHANDISE MART PLZ	STE 1212	CHICAGO	IL	60654	www.oneglobecitizen.com	crowdsourcefunded.com	0001667727	007-00027	001400667
0001670254-16-000098	0	Total Investment: $999,999.00. Shares Sold: 142,857. Due to a glitch in Edgar, C-U filings are not accepted once the deadline date has passed. Therefore, the deadline date was set to today (in this filing) but the offering actually closed on 08-14-16.		Legion M Entertainment, Inc.	Corporation		DE	2016-03-04	6425 Christie Ave. 5th Floor		Emeryville	CA	94608	http://www.thelegionm.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001644600-16-000180	0		To reflect a closing date of November 7, 2016 and revised information in the investor presentation and the SeedInvest offering page.	SwitchPitch, LLC	Limited Liability Company		DC	2013-08-25	1000 WISCONSIN AVENUE, NW SUIT	SUITE 100	WASHINGTON	DC	20007	www.switchpitch.com	SI Portal, LLC	0001669328	007-00029	283382
0001665160-16-000087	0		The issuer changed their offering terms and extended their timeline.	TurtleWise, Inc.	Corporation		DE	2015-03-17	154 COBBLESTONE COURT DRIVE	SUITE 122	VICTOR	NY	14564	www.turtlewise.net	StartEngine Capital LLC	0001665160	007-00007	
0001670254-16-000090	0		Include updated business plan, podcast transcription, and changed deadline date.	Sam Lee Laundry LLC	Limited Liability Company		CA	2015-01-02	224 28th street		San Francisco	CA	94131	http://www.thespeakeasysf.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001625242-16-000160	0			SecurShade INC	Corporation		DE	2016-05-15	8 LEROY RD		WILLISTON	VT	05495	http://gordonswindowdecor.com/securshade/	VENTURE.CO BROKERAGE SERVICES LLC	0001625242	008-69560	000173924
0001681772-16-000001	0			GLOBAL ELECTRIC TRANSPORT INC	Corporation		CA	2015-09-24	163 WHITNEY PLACE		FREMONT	CA	94539	www.getetrans.com	TRUCROWD INC	0001667145	007-00015	
0001644600-16-000175	0			Primo Connect, Inc.	Corporation		DE	2015-02-05	1550 SCENIC AVE., SUITE 100		COSTA MESA	CA	92626	www.primo.me/home	StartEngine Capital LLC	0001665160	007-00007	282945
0001670254-16-000087	0			Discotech, Inc.	Corporation		CA	2013-10-07	928 N Western Avenue PH7		Los Angeles	CA	90029	http://www.discotech.me/	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000086	0		Updating deadline and business plan.	Hops and Grain Production, LLC	Limited Liability Company		TX	2016-05-03	507 Calles St.	Suite 101	Austin	TX	78702	http://www.hopsandgrain.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001644600-16-000174	0			SwitchPitch, LLC	Limited Liability Company		DC	2013-08-25	1000 WISCONSIN AVENUE, NW SUIT	SUITE 100	WASHINGTON	DC	20007	www.switchpitch.com	SI Portal, LLC	0001669328	007-00029	283382
0001679372-16-000008	0		Upload financial statements.	Youngry, LLC	Limited Liability Company		DE	2016-06-14	5490 MACARTHUR BLVD, STE 500		NEWPORT BEACH	CA	92660	youngry.com	OpenDeal Inc.	0001672732	007-00046	283874
0001670254-16-000084	0			One Technologies, Inc.	Corporation		DE	2016-05-26	100 Mcallister St Apt 1908		San Francisco	CA	94102	http://tryoneapp.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000082	0			WePower App, Inc.	Corporation		CA	2015-02-06	3060 El Cerrito Plaza	#509	El Cerrito	CA	94530	http://wepowerapp.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001680454-16-000001	0			Swaggle Inc.	Corporation		DE	2014-09-16	2006 17TH STREET NW		WASHINGTON	DC	20009	http://goswaggle.com/	FLASHFUNDERS SECURITIES, LLC	0001320303	008-66859	000134742
0001665160-16-000086	0		Had technical error uploading the updated offering term attachments.	LRF Thoroughbred Fund LLC	Limited Liability Company		CA	2016-06-27	5950 CANOGA AVE SUITE 510		WOODLAND HILLS	CA	91367	www.littleredfeather.com	StartEngine Capital LLC	0001665160	007-00007	
0001680634-16-000015	0			OneGlobe Citizen	Limited Liability Company		IL	2016-02-25	222 W MERCHANDISE MART PLZ	STE 1212	CHICAGO	IL	60654	www.oneglobecitizen.com	crowdsourcefunded.com	0001667727	007-00027	001400667
0001674319-16-000010	0	Issuer reached Offering Deadline (7-22-16). Total Investment: $92,036.00. Shares Sold: 184,072. Filing delayed due to technical glitch in Edgar filing system. This filing is made pursuant to documented instructions received from the SEC Filer Tech Unit.		MobileSpike, Inc.	Corporation		DE	2016-03-31	3269 WASHINGTON WAY		LONGVIEW	WA	98632	http://www.mobilespike.com/	FLASHFUNDERS SECURITIES, LLC	0001320303	008-66859	000134742
0001674319-16-000009	0		Amendment is made pursuant to instructions received from the SEC Filer Tech Unit. We have been instructed to amend the Offering Deadline to a later date, which will allow for Form C-U filing. Records of this correspondence/instruction have been retained.	MobileSpike, Inc.	Corporation		DE	2016-03-31	3269 WASHINGTON WAY		LONGVIEW	WA	98632	http://www.mobilespike.com/	FLASHFUNDERS SECURITIES, LLC	0001320303	008-66859	000134742
0001665160-16-000085	0		Interal Edgar error not representing all of the states issuer intends to offer the securities	LRF Thoroughbred Fund LLC	Limited Liability Company		CA	2016-06-27	5950 CANOGA AVE SUITE 510		WOODLAND HILLS	CA	91367	www.littleredfeather.com	StartEngine Capital LLC	0001665160	007-00007	
0001677351-16-000001	0			Salon de Lingerie, LLC	Limited Liability Company		DE	2015-10-15	990 BISCAYNE BLVD., SUITE 401		MIAMI	FL	33132	http://www.sdl-miami.com/	FLASHFUNDERS SECURITIES, LLC	0001320303	008-66859	000134742
0001665160-16-000084	0		The issuer opted to update their minimum funding goal to $100,000 and added a perk for the first 50 investors as well as updated their funding end date to 10/1/16.	LRF Thoroughbred Fund LLC	Limited Liability Company		CA	2016-06-27	5950 CANOGA AVE SUITE 510		WOODLAND HILLS	CA	91367	www.littleredfeather.com	StartEngine Capital LLC	0001665160	007-00007	
0001677351-16-000003	0			Content Launch Solutions, Inc.														
0001670254-16-000081	0		Changed deadline date, updated Form C, updated business plan and included transcription of the podcast.	TAXA Biotechnologies Inc	Corporation		DE	2012-03-08	665 3rd Street	Ste 230	San Francisco	CA	94107	http://www.taxa.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001681345-16-000001	0			Colin Holdings, Corp	Corporation		FL	2016-06-18	9050 PINES BLVD 415-425		PEMBROKE PINES	FL	33024	colinholdings.com	UFP, LLC	0001668380	007-00024	
0001665160-16-000083	0		1) The original Form C filing did not include all 50 states. This was a result of an internal error on the Edgar Site.  2) The issuer opted to change the funding end date from 9/15/2016 to 9/30/2016.	LRF Thoroughbred Fund LLC	Limited Liability Company		CA	2016-06-27	5950 CANOGA AVE SUITE 510		WOODLAND HILLS	CA	91367	www.littleredfeather.com	StartEngine Capital LLC	0001665160	007-00007	
0001670254-16-000079	1		Change offering terms and include updated business plan.	Vive! Restaurant Group LLC	Limited Liability Company		CA	2015-09-22	3415 Otter Ct		hayward	CA	94542	http://cincotacobar.com	Wefunder Portal LLC	0001670254	007-00033	283503
