ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001670254-16-000077	1	Everipedia, Inc.	Mahbod Moghadam	Cofounder
0001625242-16-000141	1	popSLATE Media Inc	/s/ Yashar Behzadi	CEO
0001625242-16-000135	1	BYS Daily	/s/ Ryan Huss	COO
0001625242-16-000132	1	Bomboard LLC	/s/ Anders Stubkjaer	COO/CFO
0001665160-16-000081	1	LRF Thoroughbred Fund LLC	William Koch	Managing Partner
0001670254-16-000076	1	N1CE USA, LLC	Thomas Van Hare	Director of Investor Relations
0001670254-16-000074	1	VooDoo Spirits, Inc.	Jacob M Muhleman	President and CEO
0001675554-16-000004	1	Vigilante Gaming Bar, LLC	Preston Swincher	CEO
0001675585-16-000006	1	Viaggiatori, LLC	Fabio Villari	President
0001675585-16-000005	1	AXE A.I. TECHNOLOGIES LLC	James Spencer	President
0001677548-16-000001	1	Housebook, Inc	Yanli Gong	CEO
0001674319-16-000005	1	Lifeblink Inc	/s/ Dave Girgenti	CEO
0001665160-16-000079	1	Snapwire Media, Inc.	Chad Newell	CEO
0001679372-16-000007	1	Youngry, LLC	Ash Kumra	President
0001680153-16-000001	1	Yokal Productions II Inc.	Christopher Pappas	Chief Executive Officer
0001679373-16-000003	1	Farm From a Box Inc.	Scott Stewart Thompson	President
0001647869-16-000002	1	RaceYa, Inc.	Abigail Edgecliff Johnson	Cheif Executive Officer
0001680041-16-000001	1	Maternova, Inc.	Margaret E. Wirth	CEO
0001679372-16-000006	1	Youngry, LLC	Ash Kumra	President
0001679373-16-000001	1	Farm From a Box Inc.	Scott Stewart Thompson	President
0001679372-16-000004	1	RaceYa, Inc.	Abigail Edgecliffe-Johnson	Chief Executive Officer
0001679372-16-000002	1	Youngry, LLC	Ash Kumra	President
0001667014-16-000003	1	Big Brother Holding Company, LLC	John Lustina	Co-Founder
0001678997-16-000002	1	CloudSpray Corp	Walt Runkis	Chairman
0001679526-16-000003	1	W. Blazer Holdings LLC	Jason Matthews	CEO
0001674207-16-000002	1	MF Fire	Paul LaPorte	CEO and Voting Member
0001675585-16-000004	1	AXE A.I. TECHNOLOGIES LLC	James Spencer	President
0001670254-16-000073	1	Proof of Concept, LLC	Joshua E Morton	President
0001609838-16-000003	1	Around Labs, Inc.	/s/ Diego Villarreal	CEO
0001670254-16-000071	1	Red Bay Coffee Company	Keba Konte	Founder
0001670254-16-000069	1	Vive! Restaurant Group LLC	William Bonhorst	Co-Founder
0001677843-16-000002	1	VG Smartglass LLC	Michael E. Stacey	Vice President
0001625242-16-000120	1	BYS Daily Inc	/s/ Ryan Huss	COO
0001678208-16-000004	1	Uncensored Freedom Inc.	Kent A. Hachmeister	CEO/President
0001675585-16-000002	1	James William Spencer	James William Spencer	President
0001678623-16-000001	1	SEED VOLAGE TECH CORP	Tami Harrison	CEO
0001676570-16-000005	1	SharkStopper, Inc.	/s/ Brian Wynne	CEO
0001670254-16-000067	1	Monday Night Mile LLC | DBA BeerFit	Marc Hodulich	Founder & CEO
0001675896-16-000002	1	Treycent, Inc	Donald McSwain	President
0001676208-16-000001	1	Viaggiatori, LLC	Fabio Villari	President
