ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001724091-17-000003	1	Lian Pham	Partner of the general partner	2017-12-14
0001724091-17-000003	2	Lam Mai	Partner of the general partner	2017-12-14
0001724091-17-000001	1	Lian Pham	Partner of the general partner	2017-12-14
0001724091-17-000001	2	Lam Mai	Partner of the general partner	2017-12-14
0001665160-17-000688	2	David Fogel	Chief Financial Officer, Principal Accounting Officer	2017-12-14
0001665160-17-000688	1	Michael Burtov	Chief Executive Officer and Director	2017-12-14
0001670254-17-000375	2	James Hyde	Vice-Chairman	2017-12-10
0001670254-17-000375	3	Brian Van Flandern	Board Member	2017-12-10
0001670254-17-000375	4	Glenn Pohs	Director	2017-12-09
0001670254-17-000375	5	Ronald H. Miller	President/CEO and Co Vice Chairman	2017-12-09
0001670254-17-000375	6	Steven Heller	secretary	2017-12-09
0001670254-17-000375	7	Steven Relis	CFO and Treasurer	2017-12-08
0001670254-17-000375	1	James	Hyde	2017-12-10
0001670254-17-000375	9	Steve Vanechanos	Executive Chairman of the Board	2017-12-08
0001670254-17-000375	8	Steve Vanechanos	Executive Chairman of the Board	2017-12-08
0001718518-17-000004	1	Mychal Simka	Director	2017-10-10
0001722007-17-000001	1	Naomi Homison	Managing Director	2017-12-14
0001139685-17-000004	1	Jonathan Cohen	President and CEO	2017-12-14
0001723949-17-000001	1	Kent Hardman	CEO	2017-12-13
0001710013-17-000003	1	Michael Smock	President	2017-12-12
0001665160-17-000687	1	John Cascarano	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2017-12-12
0001665160-17-000684	1	Leslie Hernandez	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-12-12
0001724453-17-000003	1	Sohrob Farudi	Founder & CEO	2017-12-11
0001708151-17-000004	1	Wai Lun Pun	COO	2017-12-12
0001669191-17-000189	1	Robert Chunn	Principal Executive Officer	2017-11-07
0001669191-17-000189	5	Rodney Hare	Board Member	2017-11-07
0001669191-17-000189	4	Robert Chunn	Board Member	2017-11-07
0001669191-17-000189	2	Rodney Hare	Principal Financial Officer	2017-11-07
0001669191-17-000189	3	Rodney Hare	Principal Accounting Officer	2017-11-07
0001665160-17-000676	1	Rod Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-12-11
0001665160-17-000678	1	Eskil Nordhaug	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2017-12-11
0001665160-17-000675	1	Rod Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-12-11
0001665160-17-000674	1	Gary Jurman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-12-11
0001724453-17-000001	1	Sohrob Farudi	Founder & CEO	2017-12-11
0001665160-17-000672	1	Gary Jurman	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-12-11
0001665160-17-000670	1	Jamie Garelli	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-12-11
0001665160-17-000670	2	Don DiCostanzo	Director	2017-12-11
0001665160-17-000670	3	Gregory L. Hirsch	Director	2017-12-11
0001665160-17-000669	1	David Goodman	Principal Executive Officer and Director, Principal Accounting Officer, Principal Financial Officer	2017-12-11
0001724740-17-000003	1	YouNow Inc.	Managing Member	2017-12-11
0001724740-17-000003	2	Crowd Include LLC	Securities Member	2017-12-11
0001670254-17-000374	1	Peter Nevenglosky	Co-CEO	2017-12-01
0001670254-17-000374	2	Nathan Whitehouse	CEO	2017-11-30
0001724740-17-000001	1	YouNow, Inc.	Managing Member	2017-12-08
0001724740-17-000001	2	Crowd Include LLC	Securities Member	2017-12-08
0001722152-17-000001	1	Patricia Hertling	President	2017-11-22
0001720905-17-000001	1	Yung-Chih Chen	President	2017-12-08
0001723843-17-000001	3	Roie Edery	CEO	2017-12-08
0001723843-17-000001	2	Aleksey Klempner	Founder	2017-12-08
0001723843-17-000001	1	Eran Peery	Founder	2017-12-08
0001670254-17-000372	1	Todd Schechter	COO & co-founder	2017-12-06
0001665160-17-000666	1	Eric Ralls	Founder, CEO, Treasurer, Secretary, Director, Principal accounting officer, Principal financial officer	2017-12-07
0001670254-17-000372	2	Noel Weinstein	Board Member	2017-12-04
0001670254-17-000372	3	Chelsea Brownridge	CEO and Founder	2017-12-03
0001665160-17-000665	1	Atara Dzikowski	CEO and Director	2017-12-07
0001665160-17-000665	2	David Dahan	Principal Financial Officer and Principal Accounting Officer	2017-12-07
0001724637-17-000001	1	Rassul Zarinfar	President/CEO of sole member	2017-12-07
0001720880-17-000003	1	Melissa Jane Stapley	Founder and CEO	2017-12-07
0001665160-17-000663	6	David Heyman	Director of Applied Philosophy Lab, P.B.C., as sole member of Indeco, LLC	2017-12-07
0001665160-17-000663	5	Jeff Hembrock	Director of Applied Philosophy Lab, P.B.C., as sole member of Indeco, LLC	2017-12-07
0001665160-17-000663	4	Paul Feldman	Director of Applied Philosophy Lab, P.B.C., as sole member of Indeco, LLC	2017-12-07
0001665160-17-000663	3	Denise Denson	Director of Applied Philosophy Lab, P.B.C., as sole member of Indeco, LLC	2017-12-07
0001665160-17-000663	1	David Levine	Principal Executive Officer, Principal Accounting Officer, and Director of Applied Philosophy Lab, P.B.C., as sole member of Indeco, LLC	2017-12-07
0001665160-17-000663	2	Russell Bruemmer	Director of Applied Philosophy Lab, P.B.C., as sole member of Indeco, LLC	2017-12-07
0001717257-17-000003	1	/s/ Elaine Brodsky	Board Member	2017-12-07
0001716818-17-000004	2	Carlo Bizzotto	Director	2017-12-07
0001716818-17-000004	1	Benjamin Hossein-Zadeh	Director	2017-12-07
0001716818-17-000004	3	Andrew Raisman	Director	2017-12-07
0001708151-17-000003	1	Wai Lun Pun	COO	2017-12-06
0001665160-17-000662	1	Ruben Cortez	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-09-12
0001665160-17-000662	4	Dmitriy Smirnov	Director	2017-09-12
0001665160-17-000662	3	Igor Efremov	Director	2017-09-12
0001665160-17-000662	2	Mark Rizzo	Chief Technology Officer, Secretary, and Director	2017-09-12
0001722182-17-000001	1	Emily Dong	CEO	2017-11-20
0001670254-17-000369	1	Michael Kanter	CEO	2017-12-05
0001670254-17-000370	1	Sheila R. W. Copeland	VP of Government Licensing  and Greek Organization	2017-11-30
0001670254-17-000370	2	Vanessa Braxton	CEO & President	2017-11-30
0001620525-17-000002	1	Graham Dodge	Co-Founder and CEO	2017-12-05
0001620525-17-000002	2	James Sajor	Co-Founder and COO	2017-12-05
0001620525-17-000002	3	Michael Belt	Co-Founder and CTO	2017-12-05
0001670254-17-000368	1	Stacy Lowery	President	2017-11-03
0001670254-17-000368	2	Alex Hall	CEO	2017-11-03
0001670254-17-000366	1	Jeanene Morgan	Chief Financial Officer	2017-12-02
0001670254-17-000366	2	Hayden Michael Moeller	Chief Operating Officer	2017-11-29
0001670254-17-000366	3	Klaus Moeller	Founder	2017-11-29
0001720033-17-000001	1	Vico Neve Enterprises Ltd.	Managing Member	2017-12-05
0001670254-17-000365	1	Jeanene Morgan	Chief Financial Officer	2017-12-02
0001670254-17-000365	2	Hayden Michael Moeller	Chief Operating Officer	2017-11-30
0001665160-17-000661	5	Russell Bruemmer	Director	2017-12-04
0001665160-17-000661	4	Jeff Hembrock	Director	2017-12-04
0001665160-17-000661	3	Paul Feldman	Director	2017-12-04
0001670254-17-000365	3	Klaus Moeller	Founder	2017-11-30
0001665160-17-000661	1	David Levine	Principal Accounting Officer and Director	2017-12-04
0001665160-17-000661	2	Denise Denson	Director	2017-12-04
0001670254-17-000363	2	Hayden Michael Moeller	Chief Operating Officer	2017-11-29
0001670254-17-000363	3	Klaus Moeller	Founder	2017-11-29
0001670254-17-000363	1	Jeanene Morgan	Chief Financial Officer	2017-12-02
0001670254-17-000362	1	Daniel Schmachtenberger	Chief Strategy Officer	2017-12-05
0001670254-17-000362	3	Jordan Greenhall	CEO	2017-12-05
0001670254-17-000362	2	James Schmachtenberger	President	2017-12-05
0001669191-17-000188	2	Brad Ziajor	Principal Financial Officer	2017-08-28
0001669191-17-000188	3	Brad Ziajor	Principal Accounting Officer	2017-08-28
0001669191-17-000188	1	Brad Ziajor	Principal Executive Officer	2017-08-28
0001669191-17-000185	2	Francis Huynh	Principal Financial Officer	2017-08-28
0001669191-17-000185	3	Francis Huynh	Principal Accounting Officer	2017-08-28
0001669191-17-000185	1	Francis Huynh	Principal Executive Officer	2017-08-28
0001669191-17-000183	2	Mark Jennings	Principal Financial Officer	2017-11-30
0001669191-17-000183	1	Mark Jennings	Principal Executive Officer	2017-11-30
0001669191-17-000183	3	Mark Jennings	Principal Accounting Officer	2017-11-30
0001669191-17-000183	4	Mark Jennings	Board Member	2017-11-30
0001718354-17-000003	1	Shiva Kashalkar	CEO	2017-12-04
0001669191-17-000180	4	Jessica Hyejin Lee	Board Member	2017-09-17
0001669191-17-000180	3	Jessica Hyejin Lee	Principal Accounting Officer	2017-09-17
0001669191-17-000180	2	Jessica Hyejin Lee	Principal Financial Officer	2017-09-17
0001669191-17-000180	1	Jessica Hyejin Lee	Principal Executive Officer	2017-09-17
0001723487-17-000001	1	Charles Feltman	President/CEO	2017-12-04
0001670254-17-000361	2	Joseph Cotropia	CSO	2017-12-01
0001670254-17-000361	3	Charles Cotropia	CEO	2017-12-01
0001664526-17-000009	1	Brian Monnin	CEO	2017-12-01
0001670254-17-000361	1	Paul D. Fellegy	CFO	2017-12-01
0001665160-17-000660	2	Richard Cuoto	Chief Financial Officer, Principal Accounting Officer	2017-12-01
0001665160-17-000660	1	Michael Burtov	Chief Executive Officer and Director	2017-12-01
0001664526-17-000008	1	Brian Monnin	Chief Executive Officer	2017-11-01
0001718971-17-000003	1	Erick Opeka	Co-Founder	2017-10-13
0001718971-17-000003	2	Jason Connell	Co-Founder - President	2017-10-13
0001665160-17-000658	1	Steve Nauert	CEO, Principle Executive Officer and Director, Principle Financial Officer and Principle Accounting Officer	2017-12-01
0001708151-17-000002	1	Wai Lun Pun	COO	2017-11-30
0001665160-17-000656	2	Jeremy Belchinsky	Principal Executive Officer and Director	2017-11-30
0001665160-17-000656	1	Brad Kifferstein	CEO	2017-11-30
0001665160-17-000656	3	Brad Shanahan	Principal Accounting Officer and Principal Financial Officer	2017-11-30
0001644600-17-000172	1	Koushalah Sunder	Principal Executive Officer, Principal Financial Officer and Director	2017-11-30
0001644600-17-000172	2	Sunder Nadarajah	Controller	2017-11-30
0001723677-17-000001	1	Maria Alexandra Jaton	CCO and Co-Founder	2017-11-30
0001723677-17-000001	2	Sven Ernst	Director and Co-Founder	2017-11-30
0001723677-17-000001	3	Alexander Klein	CEO and Co-Founder	2017-11-30
0001723677-17-000001	4	Eduard Sachava	CTO	2017-11-30
0001670254-17-000359	2	Marcus Slater	VP of Marketing	2017-11-15
0001670254-17-000359	3	Mario Costanz	CEO	2017-11-15
0001715007-17-000003	1	Seema Lindskog	Founder & CEO	2017-11-29
0001670254-17-000359	1	Theodore Muftic	CFO	2017-11-15
0001670254-17-000360	1	Kevin Strom	CEO	2017-11-18
0001718414-17-000005	2	Daniel Twyman	Managing Partner	2017-11-29
0001718414-17-000005	1	Brian Gettelfinger	Managing Partner	2017-11-29
0001665160-17-000655	5	Tim Larson	SVP - Distribution	2017-11-29
0001665160-17-000655	4	Dan Zifkin	President and CEO	2017-11-29
0001665160-17-000655	3	Jessica Hoyt	VP Program Acquisitions	2017-11-29
0001715813-17-000004	1	/s/ Cheryl Clements	Chief Executive Officer	2017-11-29
0001665160-17-000655	1	Jon Bottorff	CFO	2017-11-29
0001665160-17-000655	2	James Betesh	SVP - Operations	2017-11-29
0001649856-17-000004	3	Todd Horowitz	Board of Director	2017-11-28
0001649856-17-000004	4	Bradley Harrison	Board of Director	2017-11-28
0001649856-17-000004	1	Edward B. Hopper, III	CEO	2017-11-28
0001670254-17-000358	1	Benjamin Bondar	CEO & Founder	2017-11-28
0001665160-17-000653	1	Aaron Itzkowitz	CEO, President, Chairman, Director, Principal Executive Officer	2017-11-28
0001665160-17-000653	2	Ron Erickson	Director	2017-11-28
0001665160-17-000653	3	David Markowski	Principal Financial Officer, Principal Accounting Officer	2017-11-28
0001649856-17-000004	2	Mrinali Vaswani	CFO & COO	2017-11-28
0001665160-17-000649	1	Frank Erik Banks	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-28
0001665160-17-000645	1	Brad Rego	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2017-11-28
0001716174-17-000003	1	Anand (Andy) Pandharikar	Founder and CEO	2017-09-18
0001670254-17-000357	4	Emily Montoya	Chief Brand Officer	2017-11-22
0001670254-17-000357	5	Corvas Brinkerhoff	Chief Technology Officer	2017-11-22
0001670254-17-000357	6	Damian Taggart	Chief Business Development Officer	2017-11-22
0001670254-17-000357	7	Peter Andrew Zandan	Board Member	2017-11-22
0001670254-17-000357	8	Vince Kadlubek	CEO	2017-11-21
0001670254-17-000357	2	Andrew Tulchin	Chief Financial Officer	2017-11-27
0001670254-17-000357	1	Matthew King	Chief Creative Officer	2017-11-27
0001670254-17-000357	3	Sean Di Ianni	COO	2017-11-27
0001670254-17-000355	5	Roger Baer	CEO	2017-11-17
0001670254-17-000355	4	Daniel Johnson	President	2017-11-17
0001670254-17-000355	3	Robert Nowaczyk	Founder/Chairman	2017-11-17
0001670254-17-000355	2	Christopher Allender	Promotions Director	2017-11-17
0001670254-17-000355	1	Thomas Nikosey	CCO/Branding	2017-11-19
0001670254-17-000355	6	David Johnson	COO/CFO	2017-11-17
0001715704-17-000003	1	Neeraj Sharma	CEO, Comptroller, Chief Financial Officer, and Director	2017-11-27
0001715704-17-000003	2	Deep Shikha Vashisth	Director	2017-11-27
0001665160-17-000641	1	Robert Taylor Hughes	CEO, Principal Executive Officer, and Director	2017-11-27
0001665160-17-000641	2	Richard Friedberg	Principal Financial Officer, Principal Accounting Officer, Manager	2017-11-27
0001705496-17-000008	1	Lu Yany	Managing Member	2017-11-27
0001665160-17-000638	1	Kanwar Singh	CEO, Principal Executive Officer	2017-11-27
0001665160-17-000638	3	Gabriela Vidal-Corrales	Managing Member, Director	2017-11-27
0001665160-17-000638	2	Stuart Kramer	CFO, Principle Financial Officer, Principle Accounting Officer	2017-11-27
0001723146-17-000002	1	Jay Noland	CEO	2017-11-27
0001718414-17-000004	1	Brian Gettelfinger	Managing Partner	2017-11-24
0001718414-17-000004	2	Daniel Twyman	Managing Partner	2017-11-24
0001665160-17-000636	1	Aike Muller	Principal Executive Officer and President	2017-11-22
0001665160-17-000636	2	Friso Schmid	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-22
0001669191-17-000174	1	Jen Forman	Principal Executive Officer	2017-10-06
0001669191-17-000174	6	Eric Forman	Board Member	2017-10-06
0001669191-17-000174	5	Jon Spencer	Board Member	2017-10-09
0001669191-17-000174	4	Jen Forman	Board Member	2017-10-06
0001669191-17-000174	3	Jen Forman	Principal Accounting Officer	2017-10-06
0001669191-17-000174	2	Jen Forman	Principal Financial Officer	2017-10-06
0001690909-17-000005	2	Ravi Patel	Director	2017-11-22
0001690909-17-000005	1	Aristotle Loumis	Director	2017-11-22
0001716818-17-000003	2	Carlo Bizzotto	Director	2017-11-22
0001716818-17-000003	3	Andrew Raisman	Director	2017-11-22
0001716818-17-000003	1	Benjamin Hossein-Zadeh	Director	2017-11-22
0001665160-17-000634	1	Michael Kolb	President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-22
0001665160-17-000632	1	David Fennema	CEO, Principal Executive Officer, Principal Financial Officer, Principal Accounting Officer, Manager	2017-11-22
0001665160-17-000631	1	David Fennema	CEO, Principal Executive Officer, Principal Financial Officer, Principal Accounting Officer, Manager	2017-11-22
0001690909-17-000004	1	Aristotle Loumis	Director	2017-11-21
0001670254-17-000354	2	Gary Mekikian	Co-founder and CTO	2017-11-20
0001665160-17-000621	1	Brig Taylor	Founder and CEO	2017-11-21
0001665160-17-000621	2	Michelle Taylor	President and Creative Director	2017-11-21
0001665160-17-000621	3	Rick Lilley	Chief Operations Officer	2017-11-21
0001665160-17-000621	4	Navi Singh	Chief Financial Officer	2017-11-21
0001665160-17-000621	5	Cameron Diegle	Financial Controller	2017-11-21
0001674439-17-000010	1	Ralf-Rainer von Albedyhll	CEO	2017-11-21
0001665160-17-000627	1	David Fennema	CEO, Principal Executive Officer, Principal Financial Officer, Principal Accounting Officer, Manager	2017-10-31
0001670254-17-000354	1	Tigarn Mekikian	Board Member	2017-11-20
0001665160-17-000622	1	Rick Medlen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-21
0001665160-17-000623	1	Andrew Ochoa	CEO, Principal Executive Officer, Director, Principal Financial Officer, Principal Accounting Officer	2017-11-21
0001690909-17-000004	2	Ravi Patel	Director	2017-11-21
0001690909-17-000004	3	John Roa	Director	2017-11-21
0001665160-17-000629	1	Gary Fenton	Principal Executive Officer and Managing Partner, Principal Financial Officer and Principal Accounting Officer	2017-11-21
0001665160-17-000625	1	David Fennema	CEO, Principal Executive Officer, Principal Financial Officer, Principal Accounting Officer, Manager	2017-10-31
0001665160-17-000620	1	Tim Bradford	CTO/Director	2017-09-27
0001716298-17-000004	3	Leslie Smith	Chairman of the Board and Chief Operating Officer	2017-11-17
0001716298-17-000004	4	Maria Del Mar Gomez Viela	Director	2017-11-17
0001716298-17-000004	2	Emily Levy	Director and Chief Executive Officer	2017-11-17
0001716298-17-000004	1	Yousef Al-Humaidhi	Director and Chief Financial Officer	2017-11-17
0001722475-17-000001	1	Dwight Orbin Johnson	CEO	2017-11-21
0001665160-17-000619	1	Eric Vaughn	CEO, Principle Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer	2017-11-21
0001719326-17-000004	1	Kevin Davis	CEO/President/Secretary/Director	2017-10-05
0001665160-17-000616	1	Robert Laing	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2017-11-20
0001718518-17-000003	1	Mychal Simka	Director	2017-10-10
0001719488-17-000001	1	Nick Apostolopoulos	Sole owner of the sole member of the Issuer	2017-11-20
0001670254-17-000351	1	Tara Gardner	Director	2017-11-15
0001670254-17-000351	2	Lowrie B. Fawley	Managing Member	2017-11-15
0001670254-17-000350	1	Robin Cooper	Chief Academic Officer	2017-11-17
0001670254-17-000350	2	Ladie Malek	Co-Founder and President	2017-11-17
0001690888-17-000008	3	Arshad Hisham	Chief Accounting Officer	2017-11-20
