ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001724862-17-000001	0			PST Evergreen Investment, Inc.	Corporation		CA	2017-05-26	2156 ESPERANCA AVE		SANTA CLARA	CA	95054	www.mumuhotpot.com	NextSeed US LLC	0001667892	007-00023	283225
0001665160-17-000716	0			TOTALSOURCE SOLUTIONS INCORPORATED	Corporation		VA	2016-10-31	1020 John Paul Jones Drive		Stafford	VA	22554	https://www.totalsource.solutions	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-17-000714	1		Updated offering document due to filing error.	Space Division Inc.	Corporation		DE	2017-11-16	1313 W. 135TH STREET		GARDENA	CA	90247	https://www.spacedivisioninc.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-17-000713	1		Issuer is extending their campaign	PlantSnap, Inc.	Corporation		DE	2016-06-11	604 ARIZONA AVENUE		SANTA MONICA	CA	90401	PlantSnap.net	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-17-000392	1		Geoff OKeefe and Tom Vogl are no longer on the board of directors ; extended campaign ; updated business plan	My Trail Company, PBC	Corporation		CO	2015-04-09	1418 Pearl Street		Boulder	CO	80302	http://mytrailco.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001705954-17-000008	0		The Form C filed on November 13, 2017 is hereby amended to change the offering deadline.	Coding Autism, LLC	Limited Liability Company		CA	2016-06-14	20096 KNOLLWOOD DR.		SARATOGA	CA	95070	www.codingautism.com	OpenDeal Inc.	0001672732	007-00046	283874
0001705954-17-000006	0			madeBOS, Inc	Corporation		DE	2016-07-25	2481 60TH AVE		OAKLAND	CA	94605	www.madebos.com	OpenDeal Inc.	0001672732	007-00046	283874
0001705954-17-000005	0		The Form C filed on October 27, 2017 is hereby amended to change the offering deadline..	Youngry, LLC	Limited Liability Company		DE	2016-06-14	1621 ALTON PARKWAY	SUITE 250	IRVINE	CA	92660	www.youngry.com	OpenDeal Inc.	0001672732	007-00046	283874
0001705954-17-000003	0	The Issuer raised approximately $86,552 during the offering period. The previous Form C-U filed on July 17, 2017 indicated an incorrect amount and has thus been withdrawn.		madeBOS, Inc	Corporation		DE	2016-07-25	2481 60TH AVE		OAKLAND	NY	94605	www.madebos.com	OpenDeal Inc.	0001672732	007-00046	283874
0001705954-17-000002	0			madeBOS, Inc														
0001722152-17-000003	1		The Form C has been amended to reflect a change in the Convertible Securities description within the Capitalization and Ownership section of the Form C, to disclose further amendments made to the convertible securities agreements on December 9, 2017.	NPTA Spirits	Corporation		CA	2014-04-28	170 Park Row	Suite 12a	New York	NY	10038	www.materialvodka.com	First Democracy VC	0001683054	007-00076	285360
0001665160-17-000712	1		Extending campaign 90 days to March 28th, 2018.	LifeBridge 10000, LLC	Limited Liability Company		FL	2015-01-05	862 E WILDMERE AVE		LONGWOOD	FL	32750	http://www.lifebridge10000.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001724467-17-000001	0			Panty Prop Inc.	Corporation		NY	2015-09-24	Box 3075		Farmingdale	NY	11735	https://www.pantyprop.com/	SI Securities, LLC	0001603038	008-69440	170937
0001719970-17-000004	0		Extend offering expiration date from 1/31/2018 to 3/31/2018	Digital Currency Growth LLC	Limited Liability Company		FL	2017-09-19	1449 WETHERINGTON WAY		PALM HARBOR	FL	34683	digitalcurrencygrowth.com	truCrowd, Inc	0001667145	007-00015	
0001670254-17-000386	0		Included video transcripts, and updated business plan.	Native American Natural Foods LLC	Limited Liability Company		SD	2006-09-05	287 Water Tower Rd		Kyle	SD	57752	http://www.tankabar.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-17-000387	0		Changed deadline date, included video transcripts, and updated business plan.	PAYROLL4FREE.COM, LLC	Limited Liability Company		OH	2012-05-23	23297 Commerce Park		Beachwood	OH	44122	http://www.payroll4free.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-17-000710	0			Space Division Inc.	Corporation		DE	2017-11-16	1313 W. 135th Street		Gardena	CA	90247	https://www.spacedivisioninc.com	StartEngine Capital, LLC	0001665160	007-00007	
0001724453-17-000004	0		This Amendment is filed to add the Webinar Transcript (Exhibit G) and the Facebook Live Transcript (Exhibit H).	Fanchise League Company LLC	Limited Liability Company		DE	2017-10-11	5792 W Jefferson Blvd		Los Angeles	CA	90016	www.fcfl.io	First Democracy VC	0001683054	007-00076	285360
0001670254-17-000388	1		Lowered minimum threshold to $75,000 to fund one truck instead of two ; updated cash on hand in financial condition ; extended campaign ; updated business plan	Grit Grocery, LLC	Limited Liability Company		TX	2015-06-09	5210 Griggs Rd. #14565		Houston	TX	77021	http://gritgrocery.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-17-000708	0			121C Inc														
0001670254-17-000389	1		Finance Director Emily McCullough is no longer with the company ; changed deadline date ; included video transcripts ; updated business plan	Digitally Imported, Inc.	Corporation		NY	2000-08-24	383 Corona Street	Suite 310	Denver	CO	80218	http://www.di.fm	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-17-000390	0			Ipsento Coffee Co.	Corporation		IL	2017-11-21	2035 N Western Avenue		Chicago	IL	60647	http://ipsento.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001726073-17-000001	0			Woodland Rockwell No. 1 GP	General Partnership		TX	2017-12-19	1700 POST OAK BLVD	2 BLVD PLACE, STE 600	HOUSTON	TX	77056	WWW.CRUDEFUNDERS.COM	ENTORO SECURITIES, LLC	0000914873	008-46630	000035192
0001670254-17-000385	0		Extended campaign, and updated business plan.	Texas Beer Company LLC	Limited Liability Company		TX	2013-03-28	201 N Main St		Taylor	TX	76574	http://texasbeerco.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001679373-17-000003	0			Farm From a Box, Inc.	Corporation		CA	2012-02-06	101 THE EMBARCADERO #214		SAN FRANCISCO	CA	94105	http://www.farmfromabox.com/	OpenDeal Inc.	0001672732	007-00046	283874
0001670254-17-000384	0	$369,150.00 in investments. Payments are still being processed; final number is yet to be determined.		Happy Tax Holding Corp	Corporation		DE	2017-02-23	350 Lincoln Road		Miami	FL	33139	https://GetHappyTax.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-17-000383	0	The final number is $403,471.00 in investments.		CrowdMed, Inc.	Corporation		DE	2012-10-31	548 Market Street #15731		San Francisco	CA	94104	https://www.crowdmed.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-17-000381	0			MoJoe Brewing Company, LLC	Limited Liability Company		MD	2015-02-03	900 E Fayette St.	PO Box 41287	Baltimore	MD	21203	http://www.mojoebrewing.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001593780-17-000005	0	The issuer raised approximately $1,070,000 during the offering period. Payments are still being processed; the exact amount has yet to be determined.		Edisun Microgrids, Inc.	Corporation		DE	2013-04-09	130 W. Union St.		Pasadena	CA	91103	https://www.edisun.com/	SI Securities, LLC	0001603038	008-69440	170937
0001718528-17-000004	0	The issuer raised approximately $174,536.67 during the offering period. Payment are still being processed; the exact amount has yet to be determined.		World's Best Enterprises LLC	Limited Liability Company		TX	2014-08-22	17330 Preston Rd.	Suite 200D	Dallas	TX	75252	https://www.worldsbest.com/	SI Securities, LLC	0001603038	008-69440	170937
0001665160-17-000701	0			GlobaLiquids Inc. DBA eLYQD.com	Corporation		IL	2017-03-27	437 Bloomfield Drive		Bolingbrook	IL	60440	www.elyqd.com	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-17-000379	0			Jupiter Media & Entertainment Management LLC	Limited Liability Company		DE	2017-07-26	8 The Green		Dover	DE	19901	http://www.jmemi.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-17-000698	0			PerFIcT Inc.	Corporation		DE	2017-11-09	1942 Overland Ave	Apt #3	Los Angeles	CA	90025	perfict.co	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-17-000704	0			Space Division Inc.	Corporation		DE	2017-11-16	1313 W. 135th Street		Gardena	CA	90247	https://www.spacedivisioninc.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-17-000707	0	At the end of the offering, the issuer closed on $12,536 and 6,268 securities.		Wetboard, Inc.	Corporation		WA	2015-08-11	417 BELLEVUE WAY SE	#202	BELLEVUE	WA	98004	www.wetboardinc.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-17-000706	0		Clarification of bonus perk.	Solar Direct LLC	Limited Liability Company		FL	1985-11-26	6935 15TH ST E	120	SARASOTA	FL	34243	www.SolarDirect.com	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-17-000377	0	$189,229.00 in investments. Payments are still being processed; final number is yet to be determined.		Urban Juncture, Inc.	Corporation		IL	2003-11-12	4245 S. King Dr.		Chicago	IL	60653	http://www.urbanjuncture.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-17-000695	0			Solar Direct LLC	Limited Liability Company		FL	1985-11-26	6935 15th St E	120	Sarasota	FL	34243	www.SolarDirect.com	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-17-000193	0		Issuer extended offering deadline	YouStake, Inc.	Corporation		DE	2015-05-01	618 S 11th St	Suite 140	Las Vegas	NV	89101	http://www.youstake.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-17-000192	0		Issuer extended offering deadline	Charlotte's Closet, LLC	Limited Liability Company		DE	2016-02-22	14 Vanderventer Avenue	Suite L5	Port Washington	NY	11050	http://charlottes-closet.com/	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-17-000693	0		Updated the offering document to show the correct minimum investment amount	Biotech Restorations Holdings, LLC	Limited Liability Company		FL	2017-02-02	137 CROSS CREEK ROAD #137		DENVER	NC	26037	http://www.biotechrestorations.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001719977-17-000002	0			FanFood, Inc.	Corporation		DE	2016-02-01	20 W Kinzie, 17th Floor		Chicago	IL	60654	www.fanfoodapp.com	First Democracy VC	0001683054	007-00076	285360
0001670254-17-000376	0		Updated business plan.	Chateau Marcel, Inc.	Corporation		DE	2015-03-25	833 Broadway	2nd floor	New York	NY	10003	http://www.drinkmarcel.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-17-000692	1		The company is extending the length of their campaign.	Atmos Home Inc.	Corporation		FL	2017-08-30	13761 WEATHERSTONE DR.		SPRING HILL	FL	34609	http://atmoshome.tech/	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-17-000691	1		The issuer is extending their campaign	Real Bloody Mary Co., LLC	Limited Liability Company		DE	2016-05-20	12711 VENTURA BLVD. #290		STUDIO CITY	CA	91604	https://www.vampire.com/bloodymary	StartEngine Capital, LLC	0001665160	007-00007	
0001708151-17-000007	0		Updated the deadline of the offering to December 27, 2017	Uni-Boil MP Inc.	Corporation		CA	2015-05-08	500 NORTH ATLANTIC BLVD.	#127	MONTEREY PARK	CA	91754	http://www.uniboil.com	Mr. Crowd	0001666102	007-00042	284278
0001708151-17-000006	0	As of December 12, 2017, the Issuer has raised a total of $11,020. Payments are still being processed and the final number is yet to be determined.		Uni-Boil MP Inc.	Corporation		CA	2015-05-08	500 NORTH ATLANTIC BLVD.	#127	MONTEREY PARK	CA	91754	http://www.uniboil.com	Mr. Crowd	0001666102	007-00042	284278
0001708151-17-000005	0	As of December 18, 2017, the Issuer has raised a total of $11,020. Payments are still being processed and the final number is yet to be determined.		Uni-Boil MP Inc.	Corporation		CA	2015-05-08	500 NORTH ATLANTIC BLVD.	#127	MONTEREY PARK	CA	91754	http://www.uniboil.com	Mr. Crowd	0001666102	007-00042	284278
0001723348-17-000001	0			Millie's Ice Cream Truck, LLC	Limited Liability Company		PA	2017-11-14	6901 Lynn Way		PITTSBURGH	PA	15208	http://www.millieshomemade.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001665160-17-000690	0	The amount of security sold at the end of the offering was $218,266.65 and 161679 securities.		Care2.com, Inc.	Corporation		DE	1998-09-23	203 REDWOOD SHORES PARKWAY, SUITE 230		REDWOOD CITY	CA	94065	http://www.care2.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001718518-17-000005	1		Amendment to disclose the hiring of Leighton Lloyd as the Chief Operating Officer on November 8, 2017. An  agreement was executed with Mr. Lloyd that governs his compensation, the services he will provide and other matters relating to his employment.	SuperdopeTV, Inc.	Corporation		DE	2017-09-11	11021 Ventura Blvd.	#362	Studio City	CA	91604	SuperdopeTV.net	First Democracy VC	0001683054	007-00076	285360
0001665160-17-000689	0	At the end of the offering, the issuer closed on $19,000 and 19,000 securities.		Ovanova, Inc.	Corporation		DE	2015-09-02	5822 WARING AVE		HOLLYWOOD	CA	90038	www.ovanova.co	StartEngine Capital, LLC	0001665160	007-00007	
0001724833-17-000001	0			Got Produce Franchising USA Inc	Corporation		DE	2016-12-26	9450 SW GEMINI DR. # 51741		BEAVERTON	OR	97008	www.gotproduce.us	GrowthFountain Capital LLC	0001668506	007-00028	
0001669654-17-000001	0			Onward Method, Inc.	Corporation		DE	2015-12-16	8605 Santa Monica Blvd	STE 39971	Los Angeles	CA	90069	onward.org	First Democracy VC	0001683054	007-00076	285360
0001724091-17-000003	0		Including accountant's review statement.	Bravery Chef Hall, LP	Limited Partnership		TX	2017-07-10	1008 PRAIRIE ST		HOUSTON	TX	77002	braverychefhall.com	NextSeed US LLC	0001667892	007-00023	283225
0001724091-17-000001	0			Bravery Chef Hall, LP	Limited Partnership		TX	2017-07-10	1008 PRAIRIE ST		HOUSTON	TX	77002	braverychefhall.com	NextSeed US LLC	0001667892	007-00023	283225
0001665160-17-000688	0		Updated offering document not included in previous amendment	GeoOrbital Inc.	Corporation		DE	2014-08-07	1 BROADWAY 14TH FLOOR		CAMBRIDGE	MA	02142	www.geoo.com	StartEngine Capital LLC	0001665160	007-00007	
0001670254-17-000375	0	The final number is $222,459.00 in investments.		Epec Holdings, Inc. (f/k/a Epec Biofuels Holdings, Inc.)	Corporation		FL	2008-10-09	1776 Pine Island Road, Suite 316		Plantation	FL	33322	http://jamesfchyde.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001718518-17-000004	0	The issuer raised approximately $233,076 during the offering period.  Payments are still being processed; the exact amount has yet to be determined.		SuperdopeTV, Inc.	Corporation		DE	2017-09-11	11021 Ventura Blvd.	#362	Studio City	CA	91604	SuperdopeTV.net	First Democracy VC	0001683054	007-00076	285360
0001722007-17-000001	0			Pittsburgh Juice Co	Limited Liability Company		PA	2013-03-16	3418 PENN AVENUE		PITTSBURGH	PA	15201	https://pittsburghjuicecompany.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001139685-17-000004	0		This Amendment is filed to add the Webinar Transcript (Exhibit I)	20/20 GeneSystems, Inc.	Corporation		DE	2000-09-28	9430 KEY WEST AVE.		ROCKVILLE	MD	20850	www.2020gene.com	First Democracy VC	0001683054	007-00076	285360
0001723949-17-000001	0			609 Fairfield LLC	Limited Liability Company		KY	2017-01-27	PO BOX 8163		CINCINNATI	OH	45208	www.mariannetheatre.com	Thrivera Ventures Fund I, LLC	0001707360	007-00116	
0001710013-17-000003	0		Extend closing date to March 30, 2018.	Distributed Security, Inc.	Corporation		IL	2011-03-16	518 S. ROUTE 31 #238		MCHENRY	IL	60050	www.distributedsecurity.com	truCrowd, Inc	0001667145	007-00015	
0001665160-17-000687	0			Small Batch Beauty, LLC	Limited Liability Company		TN	2015-03-23	1604 Tynewood Drive		Nashville	TN	37215	https://www.getbeast.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-17-000684	0			ARO Holdings LLC	Limited Liability Company		TX	2016-06-14	906 E.5th St	#106	Austin	TX	78702	www.shop-aro.com	StartEngine Capital, LLC	0001665160	007-00007	
0001724453-17-000003	0		Updating to include a question and answer video transcript.	Fanchise League Company LLC	Limited Liability Company		DE	2017-10-11	5792 W Jefferson Blvd		Los Angeles	CA	90016	www.fcfl.io	First Democracy VC	0001683054	007-00076	285360
0001708151-17-000004	1		Amendments: 1) Lower the target number of securities to be offered and the target offering amount; 2) The use proceeds; 3) The Securities offered will be entitled to voting rights; 4) Offering deadline; 5) Share Subscription Agreement;	Uni-Boil MP Inc.	Corporation		CA	2015-05-08	500 NORTH ATLANTIC BLVD.	#127	MONTEREY PARK	CA	91754	http://www.uniboil.com	Mr. Crowd	0001666102	007-00042	284278
0001669191-17-000189	0		Extended offering deadline	ContentOro Inc.	Corporation		DE	2014-06-24	3820 Packard Street	Suite 160	Ann Arbor	MI	48108	www.contentoro.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-17-000675	0			Buying Collective Holdings Incorporated	Corporation		DE	2016-12-12	1450 South Blackhawk Boulevard		Mt. Pleasant	UT	84647	www.greenpolkadotbox.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-17-000678	0			StayblGear LLC	Limited Liability Company		WA	2014-06-18	10645 N Tatum Blvd #288		Phoenix	AZ	85028	www.stayblcam.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-17-000676	0			Buying Collective Holdings Incorporated	Corporation		DE	2016-12-12	1450 South Blackhawk Boulevard		Mt. Pleasant	UT	84647	www.greenpolkadotbox.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-17-000674	0		Updated end date of the offering prior to launch	DIY Tee Shirts Screen Printing Supply, INC	Corporation		FL	2012-07-18	5942 BENJAMIN RD		TAMPA	FL	33634	http://merchmakr.com	StartEngine Capital, LLC	0001665160	007-00007	
0001724453-17-000001	0			Fanchise League Company LLC	Limited Liability Company		DE	2017-10-11	5792 W Jefferson Blvd		Los Angeles	CA	90016	www.fcfl.io	First Democracy VC	0001683054	007-00076	285360
0001665160-17-000672	0			DIY TEE SHIRTS SCREEN PRINTING SUPPLY, INC	Corporation		FL	2012-07-18	5942 Benjamin Rd		Tampa	FL	33634	http://merchmakr.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-17-000670	0			Bringpro, Inc.														
0001665160-17-000669	0	At the end of the offering, the issuer closed on $41,138 and 3,070 securities.		EZ-Coco, LLC	Limited Liability Company		WY	2013-05-16	412 N MAIN ST.	#100	BUFFALO	WY	82834	https://www.coco-jack.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001724740-17-000003	1		The Form C filed on December 8, 2017 is hereby amended to include new risk factors, financial statements, offering page, and transcript, and to also increase the maximum offering amount.	YouNow Services LLC	Limited Liability Company		DE	2017-12-04	6324 FAIRMOUNT AVE #2591		EL CERITO	CA	94530	None	OpenDeal Inc.	0001672732	007-00046	283874
0001724740-17-000001	0			YouNow Services LLC	Limited Liability Company		DE	2017-12-04	6324 Fairmount Ave #2591		El Cerito	CA	94530	None	OpenDeal Inc.	0001672732	007-00046	283874
0001670254-17-000374	0		Extend deadline date, and updated business plan.	Avua Corporation	Corporation		DE	2011-03-03	284 Sullivan Pl		Brooklyn	NY	11225	http://www.avuacachaca.com.br	Wefunder Portal LLC	0001670254	007-00033	283503
0001722152-17-000001	0			NPTA Spirits	Corporation		CA	2014-04-28	170 Park Row	Suite 12a	New York	NY	10038	www.materialvodka.com	First Democracy VC	0001683054	007-00076	285360
0001720905-17-000001	0			Nude, Inc.	Corporation		DE	2017-09-29	40195 Santa Teresa Common	40195 Santa Teresa Common	Fremont	CA	94539	https://nudeapp.co/	First Democracy VC	0001683054	007-00076	285360
0001723843-17-000001	0			Bistro Planet, Inc.	Corporation		CA	2016-10-07	22900 Ventura Blvd	Suite 250	Woodland Hills	CA	91367	https://www.bistroplanet.com	SI Securities, LLC	0001603038	008-69440	170937
0001665160-17-000666	0		Typographical error for maximum funding goal in the offering document.	PlantSnap, Inc.	Corporation		DE	2016-06-11	604 ARIZONA AVENUE		SANTA MONICA	CA	90401	PlantSnap.net	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-17-000372	0			Dog Parker, Inc.	Corporation		DE	2016-04-08	New Lab	19 Morris Avenue, Building 128	Brooklyn	NY	11205	http://www.dogparker.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-17-000665	1		Extending the end date of their campaign.	Samsara Luggage Inc.	Corporation		DE	2017-08-12	ONE UNIVERSITY PLAZA, SUITE 505		HACKENSACK	NJ	07601	www.SamsaraLuggage.com	StartEngine Capital, LLC	0001665160	007-00007	
0001724637-17-000001	0			BuffBrew Taproom, LLC	Limited Liability Company		TX	2017-09-25	5301 NOLDA ST		HOUSTON	TX	77007	www.buffbrew.com	NextSeed US LLC	0001667892	007-00023	283225
0001720880-17-000003	1		Extending offering end date to February 2, 2018.	MJ Hybrid Solutions, Inc.	Corporation		DE	2017-03-10	427 9th Ave	Unit 1006	San Diego	CA	92101	https://mjhybridsolutions.com/	SI Securities, LLC	0001603038	008-69440	170937
0001665160-17-000663	0		Correction to address, incorporation date, adding campaign web screenshots, updating team & compensation disclosures.	Indeco, LLC	Limited Liability Company		DE	2017-11-03	11911 Freedom Drive	8th Floor	Reston	VA	20190	https://ind.eco/	StartEngine Capital, LLC	0001665160	007-00007	
0001717257-17-000003	0		The issuer has reduced their maximum goal from $1,000,000 to $300,000.  Please see attached document to view their new use of proceeds. (labeled use of proceeds)	Kobeyaki Newport LLC	Limited Liability Company		NJ	2016-12-28	525 WASHINGTON BLVD		JERSEY CITY	NJ	07310	http://www.kobeyaki.com	GrowthFountain Capital LLC	0001668506	007-00028	
0001716818-17-000004	1		Updating the offering end date to January 24, 2018.	Copdate USA Inc.	Corporation		DE	2017-07-12	8 The Green	Suite A	Dover	DE	19901	https://www.copdate.com/	SI Securities, LLC	0001603038	008-69440	170937
0001708151-17-000003	0	As of December 1, 2017, the Issuer has raised a total of $10,000. Payments are still being processed and the final number is yet to be determined.		Uni-Boil MP Inc.	Corporation		CA	2015-05-08	500 NORTH ATLANTIC BLVD.	#127	MONTEREY PARK	CA	91754	http://www.uniboil.com	Mr. Crowd	0001666102	007-00042	284278
0001665160-17-000662	1		Issuer has updated extended the end date of their offering.	Bright Locker, Inc.	Corporation		TX	2014-03-23	12731 RESEARCH BLVD. SUITE A102		AUSTIN	TX	78759	https://www.brightlocker.com	StartEngine Capital, LLC	0001665160	007-00007	
0001722182-17-000001	0			Pawprint, Inc.	Corporation		CA	2014-09-11	1222 Harrison St.	#2333	San Francisco	CA	94103	www.getpawprint.com	First Democracy VC	0001683054	007-00076	285360
0001720033-17-000001	0			Vico Neve LLC	Limited Liability Company		NY	2011-05-11	338 E 67TH STREET, SUITE 29		NEW YORK	NY	10065	www.altaneve.com	OpenDeal Inc.	0001672732	007-00046	283874
0001670254-17-000366	0			Hiero 2, Inc.	Corporation		NV	2017-08-23	400 S 4th Street, Suite 500		Las Vegas	NV	89101	http://www.hiero2.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-17-000368	0	$218,455.00 in investments. Payments are still being processed; final number is yet to be determined.		Ridgemont Outfitters, Inc.	Corporation		CA	2013-11-05	2525 Cherry Avenue	Suite 375	Signal Hill	CA	90755	http://ridgemontoutfitters.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-17-000661	0		Adding campaign web screenshots, updating team & compensation disclosures.	Indeco, LLC	Limited Liability Company		DE	2017-09-25	8 THE GREEN	SUITE 7111	DOVER	DE	19901	https://ind.eco/	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-17-000369	0	$89,805.00 in investments. Payments are still being processed; final number is yet to be determined.		Eliot's Adult Nut Butters LLC	Limited Liability Company		OR	2013-10-24	39 NE Thompson St.		Portland	OR	97212	http://eliotsadultnutbutters.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-17-000370	0			Black Momma Tea and Cafe, Inc	Corporation		DE	2017-08-23	1488 Deer Park Avenue	suite #382	N.Babylon	NY	11703	http://www.blackmommateas.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-17-000365	0			Hiero 2, Inc.														
0001620525-17-000002	0			Sickweather, Inc	Corporation		MD	2011-01-01	2936 Ridge Road		Windsor Mill	MD	21244	http://www.sickweather.com/	SI Securities, LLC	0001603038	008-69440	170937
0001670254-17-000363	0			Hiero 2, Inc.	Corporation		NV	2017-08-23	400 S 4th Street, Suite 500		Las Vegas	NV	89101	http://www.hiero2.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-17-000362	0	$872,654.00 in investments. Payments are still being processed; final number is yet to be determined.		Neurohacker Collective, LLC	Limited Liability Company		WY	2015-12-11	179 Calle Magdalena	Suite 100	Encinitas	CA	92024	http://neurohacker.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001669191-17-000188	0	End of offering		Photog LLC	Limited Liability Company		MI	2017-04-18	602 Catherine Street	Apt 2	Ann Arbor	MI	48104	find-a-photog.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
