ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-17-000625	1	Biotech Restorations Holdings, LLC.	David Fennema	CEO, Principal Executive Officer, Principal Financial Officer, Principal Accounting Officer, Manager
0001670254-17-000354	1	M and M MEDIA, INC.	Gary Mekikian	Co-founder and CTO
0001665160-17-000620	1	WitFoo, Inc.	Tim Bradford	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001716298-17-000004	1	Mighty Well, Inc.	Yousef Al-Humaidhi	Director and Chief Financial Officer
0001722475-17-000001	1	JDwight LLC	Dwight Orbin Johnson	CEO
0001665160-17-000619	1	BOXX Corp	Eric Vaughn	CEO, Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer
0001719326-17-000004	1	Best Food Trucks, Inc.	Kevin Davis	CEO, Secretary, President, and Director
0001665160-17-000616	1	Farm.One, Inc.	Robert Laing	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001718518-17-000003	1	SuperdopeTV, Inc.	Mychal Simka	CEO and President
0001719488-17-000001	1	619 North Park LLC	Nick Apostolopoulos	Sole owner of the sole member of the Issuer
0001670254-17-000351	1	Rogue Chimera Films LLC	Lowrie B. Fawley	Managing Member
0001670254-17-000350	1	Impact Science Education, Inc.	Ladie Malek	Co-Founder and President
0001690888-17-000008	1	InGen Dynamics, Inc.	Arshad Hisham	Chief Executive Officer
0001670254-17-000347	1	Impact Science Education, Inc.	Ladie Malek	Co-Founder and President
0001670254-17-000345	1	Loveseat, Inc	Chris Stanchak	Cofounder & CEO
0001665160-17-000613	1	OPER, LLC	David Laiderman	Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer
0001670254-17-000343	1	EPIC Global Franchising LLC	Alexander Nicholas	Founder and CEO
0001670254-17-000341	1	Impact Science Education, Inc.	Ladie Malek	Co-Founder and President
0001665160-17-000612	1	Sun Fund Renewables Inc.	Michael Licamele	CEO, Principal Executive Officer and Sole Director, Principal Financial Officer and Principal Accounting Officer
0001720822-17-000001	1	SilkRoll Inc.	Janet WU	CEO
0001665160-17-000604	1	Kerrington Home	Stacie A. Claytor	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-17-000339	1	Industry Water Filtration, Inc.	Richard Yanda	President
0001665160-17-000607	1	15th Round, LLC	George Giovanis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001719326-17-000003	1	Best Food Trucks, Inc.	Kevin Davis	CEO, Secretary, President, and Director
0001719882-17-000001	1	MiqroTech	Meade Lewis	Chief Executive Officer
0001716298-17-000001	1	Mighty Well, Inc.	Yousef Al-Humaidhi	Director and Chief Financial Officer
0001713410-17-000003	1	Happy gifts Inc	/s/ Sean Rimokh	Chief Executive Officer
0001598982-17-000003	1	True Gault, Inc. (f/k/a Shulogique, Inc.)	Sandra Gault	CEO and Co-Founder
0001665160-17-000601	1	WangleSpace	Stephen T Sorenson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-17-000598	1	HireJoe	Paul Wagner	CEO, Principal Executive Officer, Director, Principal Financial Officer, Principal Accounting Officer
0001710782-17-000001	1	REvolve Partners LLC	Khadijeh Hindi	Managing Partner
0001715013-17-000004	1	Edge Tech Labs, LLC	Shaun Masavage	CEO
0001719970-17-000002	1	Digital Currency Growth LLC	Robert Cefail	President
0001670254-17-000337	1	Reclaimant LLC d/b/a Fortress Presents	Alec Jhangiani	Founder & CEO
0001665160-17-000595	1	Waverly Labs Inc	Andrew Ochoa	CEO, Principal Executive Officer, Director, Principal Financial Officer, Principal Accounting Officer
0001715007-17-000001	1	FreshMynd Inc.	Seema Lindskog	CEO and Director
0001670254-17-000336	1	VAUTE COUTURE, INC.	Leanne Mai-ly Hilgart	President
0001670254-17-000335	1	BOARDWALK HOSPITALITY INC.	Mike Meader	Co-Founder/President
0001722994-17-000001	1	C.A.S. Handmade Inc.	/s/ Cara DesJardins	CEO
0001670254-17-000334	1	Neurohacker Collective, LLC	Jordan Greenhall	CEO
0001670254-17-000333	1	Eliot's Adult Nut Butters LLC	Michael Kanter	CEO
0001670254-17-000332	1	iGenApps Inc.	Norman Ortiz	CEO
0001720486-17-000008	1	Tattoo Technologies, Inc.	Mark Mahoney	CEO, President and Director
0001690447-17-000003	1	Owlized, Inc.	Aaron Selverston	Chief Executive Officer
0001715895-17-000003	1	Coding Autism, LLC	Oliver Thornton	Chief Executive Officer
0001720486-17-000005	1	Tattoo Technologies, Inc.	Mark Mahoney	CEO, President, and Director
0001720486-17-000004	1	Tattoo Technologies, Inc.	Mark Mahoney	CEO, President, and Director
0001722191-17-000002	1	4 Pure, Inc	Will Boyle	CEO
0001665160-17-000592	1	Zoi, Inc.	Bryan Lorden	CEO, Principal Executive Officer and Director
0001665160-17-000587	1	StartEngine Capital LLC	Bryan Lorden	CEO
0001665160-17-000586	1	Zoi, Inc.	Bryan Lorden	CEO
0001670254-17-000330	1	Dancing Pigs Productions LLC	Raja Rahman	CEO
0001715749-17-000005	1	3DaGoGo, Inc	Andrew Taylor	CEO
0001679372-17-000005	1	Youngry, LLC	Ash Kumra	President
0001670254-17-000326	1	Pillow, INC.	Darren Smith	Founder & CEO
0001670254-17-000328	1	Amici Montessori Language Academy LLC	Sean Diana	Founder & CEO
0001690447-17-000001	1	Owlized, Inc.	Aaron Selverston	Chief Executive Officer
0001665160-17-000585	1	Ceres Greens LLC	Jacob Isham	CEO, Managing Member, Principal Financial Officer and Principal Accounting Officer
0001670254-17-000323	1	YOPI Technologies INC	Hemi Re'em	President & Co-Founder
0001665160-17-000583	1	StartEngine Capital LLC	Eric Ralls	Founder, CEO, Treasurer, Secretary, Director, Principal accounting officer, Principal financial officer
0001721517-17-000001	1	Sentry Baby Products, LLC	/s/ Jim Holley	CEO
0001665160-17-000581	1	Baja United Imports, Inc.	Jim Riley	President
0001717408-17-000001	1	EvaBot Inc.	Rabi Gupta	CEO
0001665160-17-000582	1	Filmio, Inc.	Ian LeWinter	President
0001669191-17-000172	1	ContentOro Inc.	Robert Chunn	Principal Executive Officer
0001608695-17-000006	1	G. Randall & Sons, Inc.	Brendon Strause	Managing Director
0001665160-17-000580	1	VolAero UAV & Drones Holdings Corp.	Charles Zwebner	CEO, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001665160-17-000579	1	Shark Wheel LLC	Zack Fleishman	Principal Executive Officer and Director, Principal Financial Officer and Controller
0001669191-17-000171	1	SimpleForms, PBC	Emily Rotolo	Principal Executive Officer
0001718354-17-000001	1	Green Pinata LLC	/s/ Shiva Kashalkar	Chief Executive Officer
0001715895-17-000001	1	Coding Autism, LLC	Oliver Thornton	Chief Executive Officer
0001712565-17-000003	1	Taxdrop Inc.	/Alice Cheng/	Chief Executive Officer
0001715417-17-000003	1	Alkalign Holding Company, LLC	Erin Paruszewski	President
0001665160-17-000576	1	Ceres Greens LLC	Jacob Isham	CEO, Managing Member, Principal Financial Officer and Principal Accounting Officer
0001665160-17-000578	1	LoveBug Probiotics	Ashley Harris	CEO, Principal Executive Officer and Director
0001665160-17-000574	1	Indeco	David Levine	Founder
0001669191-17-000168	1	ContentOro Inc.	Robert Chunn	Principal Executive Officer
0001665160-17-000572	1	STAYBLGEAR LLC	Eskil Nordhaug	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-17-000571	1	BioHealthonomics	Cristian Arnou	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-17-000569	1	Bright Locker, Inc.	Ruben Cortez	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001711875-17-000004	1	Jetpack Inc	Fatima Dicko	President and CEO
0001665160-17-000567	1	Yecup	Vigen Sanahyan	CEO, Principal Executive Officer and Director and Principal Accounting Officer
0001665160-17-000564	1	Bringpro, Inc.	Jamie Garelli	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001715599-17-000003	1	Full Circle Brewing, Co. Ltd. LLC	Arthur Moye	CEO
0001720880-17-000002	1	MJ Hybrid Solutions, Inc.	Melissa Jane Stapley	Founder and CEO
0001665160-17-000563	1	Ceres Greens LLC	Jacob Isham	CEO, Managing Member, Principal Financial Officer and Principal Accounting Officer
0001719701-17-000001	1	Tropical Sunshine Products, LLC	Martin Molina	CEO
0001670254-17-000321	1	Ganaz Inc.	Srinivas Artham	Co-founder
0001704090-17-000007	1	Gulf Coast Canna Meds, Inc.	Lori Daugherty	President
0001644600-17-000169	1	Splash Beverage Group, Inc.	Robert Nistico	CEO
0001669191-17-000165	1	Involved, Inc.	Jacob Dansey	Principal Executive Officer
0001720880-17-000001	1	MJ Hybrid Solutions, Inc.	Melissa Jane Stapley	Founder and CEO
0001680729-17-000010	1	Arbit, Inc.	Alex Bullington	Co-Founder and CEO
0001665160-17-000562	1	Ube, Inc	Utz Baldwin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001704205-17-000014	1	Ideal Conceal, Inc.	Kirk Kjellberg	CEO
0001670254-17-000319	1	PAYROLL4FREE.COM, LLC	Marta Mendizabal	VP & COO
0001670254-17-000320	1	ZipZap, Inc.	Alan Safahi	CEO
0001670254-17-000318	1	BioClonetics Immunotherapeutics, Inc.	Charles Cotropia	CEO
0001670254-17-000316	1	New Century Cyber Technologies, Inc	Anatoliy Zhuravlev	President & CEO
0001665160-17-000560	1	Ceres Greens	Jacob Isham	CEO, Managing Member, Principal Financial Officer and Principal Accounting Officer
0001690888-17-000006	1	InGen Dynamics, Inc.	Arshad Hisham	Chief Executive Officer
0001665160-17-000558	1	PlantSnap, Inc.	Eric Ralls	Founder, CEO, Treasurer, Secretary, Director, Principal accounting officer, Principal financial officer
0001665160-17-000556	1	PlantSnap Inc.	Eric Ralls	Founder, CEO, Treasurer, Secretary, Director, Principal accounting officer, Principal financial officer
0001705975-17-000001	1	Pitch 25, LLC	Brian Ching	Manager
0001669191-17-000163	1	SimpleForms, PBC	Emily Rotolo	Principal Executive Officer
0001670254-17-000315	1	Daplie, Inc.	Brian Bourgerie	CFO, Crowdfunding
0001670254-17-000306	1	Amulet Group Holdings, Inc.	Jeffrey Isquith	President & CEO
0001665160-17-000554	1	Judobaby Inc.	Dan Mueller	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-17-000313	1	Daplie, Inc.	Brian Bourgerie	CFO, Crowdfunding
0001665160-17-000553	1	GRACEDBYGRIT	Kimberly Caccavo	Founder and CEO
0001717904-17-000001	1	RMR Laboratories, Inc	Michael Lui	CEO
0001670254-17-000311	1	Happy Tax Holding Corp	Mario Costanz	CEO
0001680729-17-000009	1	Arbit, Inc.	Alex Bullington	Co-Founder and CEO
0001715749-17-000003	1	3DaGoGo, Inc	Andrew Taylor	CEO
0001665160-17-000552	1	Spendwith, Corp.	C. Jibril Sulaiman II	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001712328-17-000001	1	Blue Cord Farms Inc	Robert Head	CEO
0001711429-17-000006	1	Three Little Stooges Productions LLC	Earl Benjamin	President, CEO at C3 Entertainment Inc.
0001665160-17-000551	1	Plum	Utz Baldwin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-17-000548	1	Karmies	Megan Haines	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001664526-17-000007	1	Play Impossible Corporation	Brian Monnin	CEO and Director
0001720051-17-000001	1	Semper Fi Restaurants LLC	Seungwhan Chang	Sole Member
0001670254-17-000304	1	LAWRENCEVILLE PLASMA PHYSICS, INC.	Eric J. Lerner	President and Chief Scientist
0001665160-17-000533	1	Style Station	Melissa Meister	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Office
0001665160-17-000541	1	WeRTeachers	Mark Poling	CEO, Principal Executive Officer, CFO, Principal Financial Officer and Principal Accounting Officer and Director
