,CIK,FILING_DATE,SUBMISSION_TYPE,OFFERINGAMOUNT,PROGRESSUPDATE,NATUREOFAMENDMENT,MAXIMUMOFFERINGAMOUNT,CURRENTEMPLOYEES,TOTALASSETMOSTRECENTFISCALYEAR,TOTALASSETPRIORFISCALYEAR,CASHEQUIMOSTRECENTFISCALYEAR,CASHEQUIPRIORFISCALYEAR,ACTRECEIVEDRECENTFISCALYEAR,ACTRECEIVEDPRIORFISCALYEAR,SHORTTERMDEBTMRECENTFISCALYEAR,SHORTTERMDEBTPRIORFISCALYEAR,LONGTERMDEBTRECENTFISCALYEAR,LONGTERMDEBTPRIORFISCALYEAR,NETINCOMEMOSTRECENTFISCALYEAR,NETINCOMEPRIORFISCALYEAR,Form_C_Number,Funding_Success
34,1674497,2016-05-19,C,50000.0,,,1000000.0,2.0,218410.55,0.0,208960.92,0.0,0.0,0.0,14702.92,0.0,376275.49,0.0,-192650.78,0.0,0,0
35,1651835,2016-05-20,C,100000.0,,,1000000.0,7.0,1228213.0,965104.0,200802.0,100811.0,67538.0,97723.0,938684.0,778223.0,316426.0,344994.0,-85411.0,-577998.0,0,0
36,1641104,2016-05-23,C/A,50000.0,,"include audited financials, increase maximum offering amount, update risks, signed by another managing member",1000000.0,8.0,559684.0,0.0,392970.0,0.0,1401.0,0.0,231.0,0.0,0.0,0.0,-57247.0,0.0,0,0
37,1674671,2016-05-24,C/A,50000.0,,"include CPA reviewed financials, increase maximum offering amount to $200K, add risk, and update business plan",200000.0,1.0,8100.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,12000.0,0.0,-28057.0,0.0,0,0
38,1674421,2016-05-24,C/A,300000.0,,The net income figures in the xml portion of our filing did not reflect that they were a negative value. The figures in the actual Form C and as presented on the Funding Portal are accurate.,996000.0,0.0,738636.0,799612.0,6697.0,2432.0,23876.0,24193.0,148073.0,148170.0,464128.0,485244.0,-381628.0,-326093.0,0,0
39,1674833,2016-05-24,C,278066.0,,,999362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
40,1590676,2016-05-24,C,250000.0,,,1000000.0,2.0,159506.0,86976.0,92937.0,16560.0,0.0,0.0,306917.0,296745.0,132221.0,118055.0,-261808.0,-288215.0,0,0
41,1674779,2016-05-25,C,100000.0,,,1000000.0,0.0,54008.0,54129.0,2156.0,4414.0,5180.0,0.0,0.0,0.0,87504.0,74269.0,-43556.0,-87834.0,0,0
42,1674816,2016-05-25,C,400000.0,,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
43,1674376,2016-05-25,C/A,250000.0,,Browser bug relating to the negative sign to indicate a negative number in first submission,1000000.0,2.0,906372.0,236471.0,160997.0,78264.0,0.0,0.0,774535.0,76542.0,2575000.0,965000.0,-1518634.0,-805512.0,0,0
44,1674180,2016-05-27,C/A,275000.0,,To update certain images and add bonus rewards on the offering page.,500000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
45,1674082,2016-06-01,C/A,200000.0,,"Lowered target offering amount to $200K, include revenue share for the first $200K, and updated business plan.",1000000.0,3.0,230909.0,441532.0,193376.0,432140.0,-1097.0,0.0,589120.0,569251.0,230909.0,441532.0,-298573.0,-361237.0,0,0
46,1674082,2016-06-01,C/A,200000.0,,Include updated SAFE contract where major investor threshold is $10K instead of $25K.,1000000.0,3.0,230909.0,441532.0,193376.0,432140.0,-1097.0,0.0,589120.0,569251.0,230909.0,441532.0,-298573.0,-361237.0,0,0
47,1674783,2016-06-02,C,200000.0,,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
48,1674783,2016-06-02,C/A,200000.0,,EDGAR error when selecting jurisdictions and correction to formatting error on exhibit.,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
49,1674617,2016-06-02,C,300000.0,,,1000000.0,3.0,2411.0,4178.0,56.0,56.0,0.0,0.0,281029.0,131131.0,0.0,135000.0,-16665.0,-184565.0,0,0
50,1674180,2016-06-03,C/A,275000.0,,To update certain images on the offering page.,500000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
51,1675554,2016-06-06,C,150000.0,,,200000.0,3.0,149674.0,0.0,129919.0,0.0,0.0,0.0,12522.0,0.0,150000.0,0.0,-12848.0,0.0,0,0
52,1674383,2016-06-06,C,50000.0,,,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
53,1590676,2016-06-08,C/A,250000.0,,Updated offering memorandum to include current information on company plans. Added Manager as signatory.,1000000.0,2.0,159506.0,86976.0,92937.0,16560.0,0.0,0.0,306917.0,296745.0,132221.0,118055.0,-261808.0,-288215.0,0,0
54,1675554,2016-06-09,C/A,150000.0,,To clarify a statement on the offering page.,200000.0,3.0,149674.0,0.0,129919.0,0.0,0.0,0.0,12522.0,0.0,150000.0,0.0,-12848.0,0.0,0,0
55,1674383,2016-06-13,C/A,50000.0,,"Including CPA reviewed financials and increasing maximum offering amount to $1,000,000.",1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
56,1674617,2016-06-13,C/A,200000.0,,"This amendment modifies the closing date from 8/15/16 to 11/15/16 and reduces the minimum funding goal from $300,000 to $200,000. This offering has not yet been made live on StartEngine.",1000000.0,3.0,2411.0,4178.0,56.0,56.0,0.0,0.0,281029.0,131131.0,0.0,135000.0,-16665.0,-184565.0,0,0
57,1674180,2016-06-17,C/A,275000.0,,To update certain images and add an example of how revenue share works on the offering page.,500000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
58,1677340,2016-06-17,C,50000.0,,,100000.0,3.0,88346.0,82967.0,5856.0,1944.0,45979.0,20879.0,271320.0,124239.0,0.0,0.0,-141702.0,-25893.0,0,0
59,1674421,2016-06-17,C/A,300000.0,,"The Form C has been amended to update certain information, including the extension of the offering deadline and the lowering of the minimum investment amount, as set forth in further detail on the cover page of the Form C.",996000.0,0.0,738636.0,799612.0,6697.0,2432.0,23876.0,24193.0,148073.0,148170.0,464128.0,485244.0,-381628.0,-326093.0,0,0
60,1674421,2016-06-17,C/A,300000.0,,"The Form C has been amended to update certain information, including the extension of the offering deadline and the lowering of the minimum investment amount, as set forth in further detail on the cover page of the Form C.",996000.0,0.0,738636.0,799612.0,6697.0,2432.0,23876.0,24193.0,148073.0,148170.0,464128.0,485244.0,-381628.0,-326093.0,0,0
61,1677405,2016-06-20,C,50000.0,,,100000.0,3.0,28298.0,19536.0,28298.0,19536.0,0.0,0.0,316345.0,320237.0,0.0,0.0,0.0,0.0,0,0
62,1674816,2016-06-20,C/A,400000.0,,"Edgar did not process initial uploads of the offering memorandum or subscription agreement. Updated typographical errors, added manager to signatory, and attached financial documentation. Extended deadline due to escrow delay.",1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
63,1674779,2016-06-20,C/A,250000.0,,EDGAR did not accept prior uploaded subscription agreement. Added company financials. Extended Deadline due to delayed escrow.,1000000.0,2.0,906372.0,236471.0,160997.0,78264.0,0.0,0.0,774535.0,76542.0,2575000.0,965000.0,-1518634.0,-805512.0,0,0
64,1676918,2016-06-21,C,50000.0,,,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
65,1674519,2016-06-22,C,100000.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
66,1675481,2016-06-23,C,25000.0,,,100000.0,4.0,21311.56,6016.480000000001,13410.56,6016.480000000001,5401.0,0.0,4536.64,716.86,75000.0,0.0,-18439.29,76309.8,0,0
67,1674531,2016-06-24,C-W,,,,,,,,,,,,,,,,,,0,0
68,1677405,2016-06-27,C/A,50000.0,,Changes in offering terms associated with dates; Additional company disclosures made in definitive investment documents; Change to Disclosure Requirements (Short Term Debt adjusted); Change to shareholder name in Disclosure Questionnaire.,100000.0,3.0,28298.0,19536.0,28298.0,19536.0,0.0,0.0,336345.0,340237.0,0.0,0.0,0.0,0.0,0,0
69,1675481,2016-06-27,C/A,25000.0,,Include Articles of Incorporation and updated business plan,100000.0,4.0,21311.56,6016.480000000001,13410.56,6016.480000000001,5401.0,0.0,4536.64,716.86,75000.0,0.0,-18439.29,76309.8,0,0
70,1676570,2016-06-28,C/A,70000.0,,Offering Page images failed to upload. Attaching Offering Page images.,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19304.0,-3919.0,0,0
71,1676570,2016-06-28,C,70000.0,,,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19304.0,-3919.0,0,0
72,1676480,2016-06-28,C,250000.0,,,300000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
73,1675896,2016-07-01,C,60000.0,,,300000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
74,1676208,2016-07-01,C,50000.0,,,100000.0,1.0,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
75,1678542,2016-07-01,C,20000.0,,,1000000.0,5.0,481084.0,31578.0,481084.0,31578.0,0.0,0.0,129497.0,0.0,0.0,0.0,-289991.0,18578.0,0,0
76,1676570,2016-07-01,C/A,70000.0,,"Amending Issuer Disclosure Questionnaire to include the following: ""All information presented to investors hosted on FlashFunders.com is available in the 'OFFERING PAGE' attachment to the SharkStopper Form C/A."" No material change has been made.",100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19304.0,-3919.0,0,0
77,1674816,2016-07-05,C/A,400000.0,,"Edgar did not process initial uploads of the offering memorandum or subscription agreement. Updated typographical errors, added manager to signatory, and attached financial documentation. Extended deadline due to escrow delay.",1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
78,1678208,2016-07-05,C,50000.0,,,,1.0,5785.0,0.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-995.0,0.0,0,0
79,1677843,2016-07-05,C,55555.56,,,400000.0,6.0,33019.0,3882.0,14093.0,1779.0,0.0,0.0,5499.0,0.0,2221.0,0.0,-112628.0,-220.0,0,0
80,1678623,2016-07-05,C,100000.0,,,500000.0,4.0,866.0,1077.0,0.0,0.0,0.0,0.0,67258.0,25476.0,0.0,0.0,-41933.0,-25844.0,0,0
81,1675585,2016-07-05,C,100000.0,,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
82,1678717,2016-07-06,C,25000.0,,,100000.0,2.0,64602.0,0.0,64602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-398.0,0.0,0,0
83,1678622,2016-07-07,C,40000.0,,,100000.0,28.0,429781.39,9177.23,356627.42,1931.73,16694.69,0.0,49687.45,2272.77,623666.72,0.0,-145125.84,5321.2,0,0
84,1609838,2016-07-07,C,20000.0,,,100000.0,2.0,46402.35,0.0,15195.48,0.0,0.0,0.0,6675.5,0.0,42164.38,0.0,-237220.15,0.0,0,0
85,1677340,2016-07-08,C/A,50000.0,,"Correction in financials regarding long-term debt, include pitch deck and updated business plan.",100000.0,3.0,88346.0,82967.0,5857.0,1944.0,45979.0,20879.0,201320.0,58909.0,70000.0,65330.0,-141702.0,-25893.0,0,0
86,1675585,2016-07-12,C/A,100000.0,,Updated management team and correct an error found on the financial statements effecting the gross profit and beginning and ending cash,500000.0,4.0,866.0,1077.0,0.0,0.0,0.0,0.0,67258.0,25476.0,0.0,0.0,-41933.0,-25844.0,0,0
87,1674207,2016-07-12,C/A,100000.0,,"Reduction of target offering amount and maximum offering, as well as extension of the offering.",200000.0,3.0,10170.0,7321.0,10170.0,7321.0,0.0,0.0,0.0,0.0,0.0,0.0,-36772.0,-2250.0,0,0
88,1678997,2016-07-14,C,500000.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
89,1679526,2016-07-14,C,100000.0,,,500000.0,8.0,162080.0,317402.0,1813.0,63068.0,0.0,42815.0,158011.0,140511.0,0.0,0.0,60060.0,-210022.0,0,0
90,1667014,2016-07-15,C,100000.0,,,,3.0,12214.24,0.0,33.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
91,1679372,2016-07-18,C,50000.0,,,500000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
92,1647869,2016-07-18,C,100000.0,,,500000.0,1.0,22199.0,12219.0,22199.0,12219.0,0.0,0.0,0.0,0.0,60000.0,0.0,51179.0,7781.0,0,0
93,1679373,2016-07-18,C,465000.0,,,999999.0,2.0,1000.0,2706.0,0.0,1039.0,0.0,0.0,60000.0,0.0,145000.0,135000.0,-258943.0,-183821.0,0,0
94,1679372,2016-07-19,C/A,50000.0,,Upload the transcript of the video available on the funding portal.,500000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
95,1680041,2016-07-19,C,100000.0,,,500000.0,2.0,47264.0,44509.0,16351.0,8399.0,4727.0,6051.0,100645.0,80364.0,0.0,0.0,-50654.0,-35506.0,0,0
96,1647869,2016-07-19,C/A,100000.0,,Upload transcript to video posted on funding portal.,500000.0,1.0,22199.0,12219.0,22199.0,12219.0,0.0,0.0,0.0,0.0,60000.0,0.0,51179.0,7781.0,0,0
97,1679373,2016-07-21,C/A,250000.0,,"This amendment reduces the target offering amount, modifies the use of proceeds, changes the terms of the securities offered, adds information regarding the company's business, and other changes more fully described in the Form C.",999999.0,2.0,1000.0,2706.0,0.0,1039.0,0.0,0.0,60000.0,0.0,145000.0,135000.0,-258943.0,-183821.0,0,0
98,1680153,2016-07-21,C,110000.0,,,1000000.0,0.0,2359.0,0.0,2359.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,0
99,1679372,2016-07-22,C/A,50000.0,,Upload supplemental information.,500000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,1680084,2016-07-25,C,50000.0,,,1000000.0,3.0,135709.0,226987.0,4101.0,216987.0,128438.0,0.0,2150103.0,1330305.0,100000.0,255000.0,-764698.0,-883461.0,0,0
101,1679413,2016-07-25,C,50000.0,,,100000.0,4.0,39302.0,32769.0,857.0,2769.0,0.0,0.0,0.0,0.0,29020.0,20300.0,-10256.0,-2531.0,0,0
102,1677548,2016-07-26,C,100000.0,,,1000000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
103,1675585,2016-07-26,C/A,100000.0,,Correction to the number of outstanding shares,500000.0,4.0,866.0,1077.0,0.0,0.0,0.0,0.0,67258.0,25476.0,0.0,0.0,-41933.0,-25844.0,0,0
104,1676208,2016-07-26,C/A,50000.0,,Change of date,100000.0,1.0,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
105,1675554,2016-07-27,C/A,50000.0,,,1000000.0,3.0,1255.0,0.0,1255.0,0.0,0.0,0.0,0.0,0.0,1255.0,0.0,18745.0,0.0,0,0
106,1671074,2016-07-27,C/A,20000.0,,Update deadline date and include updated business plan.,100000.0,1.0,58415.22,55511.0,4304.0,10793.19,0.0,0.0,3315.55,4089.93,0.0,0.0,-48683.79,-37391.66,0,0
107,1680323,2016-07-27,C,75000.0,,To extend the offering termination date and update certain terms of the offering.,150000.0,3.0,149674.0,0.0,129919.0,0.0,0.0,0.0,12522.0,0.0,150000.0,0.0,-12848.0,0.0,0,0
108,1678967,2016-07-27,C,300000.0,,,1000000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
109,1674779,2016-07-28,C/A,250000.0,,Extending raise deadine per issuer request.,1000000.0,2.0,906372.0,236471.0,160997.0,78264.0,0.0,0.0,774535.0,76542.0,2575000.0,965000.0,-1518634.0,-805512.0,0,0
110,1590676,2016-07-28,C/A,250000.0,,Extended investment deadline/closing date to match the issuer's Escrow End Date..,1000000.0,2.0,159506.0,86976.0,92937.0,16560.0,0.0,0.0,306917.0,296745.0,132221.0,118055.0,-261808.0,-288215.0,0,0
111,1674816,2016-07-28,C/A,400000.0,,Extending the raise deadline for the investment.,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
112,1674102,2016-07-29,C,50000.0,,,100000.0,5.0,116651.0,0.0,17768.98,0.0,0.0,0.0,120000.0,0.0,0.0,0.0,-4049.0,0.0,0,0
113,1678717,2016-08-01,C/A,100000.0,,Change offering terms and include updated business plan.,500000.0,2.0,64602.0,0.0,64602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-398.0,0.0,0,0
114,1678967,2016-08-01,C/A,300000.0,,1) The original Form C filing did not include all 50 states. This was a result of an internal error on the Edgar Site.  2) The issuer opted to change the funding end date from 9/15/2016 to 9/30/2016.,1000000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
115,1681345,2016-08-02,C,100000.0,,,1000000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
116,1674082,2016-08-02,C/A,200000.0,,"Changed deadline date, updated Form C, updated business plan and included transcription of the podcast.",1000000.0,3.0,230909.0,441532.0,193376.0,432140.0,-1097.0,0.0,589120.0,569251.0,230909.0,441532.0,-298573.0,-361237.0,0,0
117,1680634,2016-08-03,C,100000.0,,,625000.0,5.0,7800.0,0.0,30000.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0,0
118,1674319,2016-08-03,C-U,50000.0,"Issuer reached Offering Deadline (7-22-16). Total Investment: $92,036.00. Shares Sold: 184,072. Filing delayed due to technical glitch in Edgar filing system. This filing is made pursuant to documented instructions received from the SEC Filer Tech Unit.",,1000000.0,5.0,37516.0,48983.0,0.0,255.0,0.0,0.0,26813.0,32416.0,0.0,0.0,0.0,0.0,0,0
119,1678967,2016-08-03,C/A,100000.0,,Interal Edgar error not representing all of the states issuer intends to offer the securities,1000000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
120,1674319,2016-08-03,C/A,50000.0,,"Amendment is made pursuant to instructions received from the SEC Filer Tech Unit. We have been instructed to amend the Offering Deadline to a later date, which will allow for Form C-U filing. Records of this correspondence/instruction have been retained.",1000000.0,5.0,37516.0,48983.0,0.0,255.0,0.0,0.0,26813.0,32416.0,0.0,0.0,0.0,0.0,0,0
121,1677351,2016-08-03,C,,,"The issuer opted to update their minimum funding goal to $100,000 and added a perk for the first 50 investors as well as updated their funding end date to 10/1/16.",,,,,,,,,,,,,,,0,0
122,1677405,2016-08-03,C-W,100000.0,,,1000000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
123,1678967,2016-08-03,C/A,50000.0,,,600000.0,4.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32356.0,0.0,0,0
124,1678967,2016-08-04,C/A,100000.0,,Had technical error uploading the updated offering term attachments.,1000000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125,1680454,2016-08-04,C,50000.0,,,100000.0,4.0,307.29,100.0,307.29,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-2992.71,0.0,0,0
126,1662923,2016-08-05,C,50000.0,,,1000000.0,2.0,700.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,-1815.0,0.0,0,0
127,1678705,2016-08-08,C,50000.0,,,500000.0,2.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-596.0,0.0,0,0
