ACCESSION_NUMBER	COMPENSATIONAMOUNT	FINANCIALINTEREST	SECURITYOFFEREDTYPE	SECURITYOFFEREDOTHERDESC	NOOFSECURITYOFFERED	PRICE	PRICEDETERMINATIONMETHOD	OFFERINGAMOUNT	OVERSUBSCRIPTIONACCEPTED	OVERSUBSCRIPTIONALLOCATIONTYPE	DESCOVERSUBSCRIPTION	MAXIMUMOFFERINGAMOUNT	DEADLINEDATE	CURRENTEMPLOYEES	TOTALASSETMOSTRECENTFISCALYEAR	TOTALASSETPRIORFISCALYEAR	CASHEQUIMOSTRECENTFISCALYEAR	CASHEQUIPRIORFISCALYEAR	ACTRECEIVEDRECENTFISCALYEAR	ACTRECEIVEDPRIORFISCALYEAR	SHORTTERMDEBTMRECENTFISCALYEAR	SHORTTERMDEBTPRIORFISCALYEAR	LONGTERMDEBTRECENTFISCALYEAR	LONGTERMDEBTPRIORFISCALYEAR	REVENUEMOSTRECENTFISCALYEAR	REVENUEPRIORFISCALYEAR	COSTGOODSSOLDRECENTFISCALYEAR	COSTGOODSSOLDPRIORFISCALYEAR	TAXPAIDMOSTRECENTFISCALYEAR	TAXPAIDPRIORFISCALYEAR	NETINCOMEMOSTRECENTFISCALYEAR	NETINCOMEPRIORFISCALYEAR
0001625242-16-000114	7% of Funds raised	None	Common Stock		12000	83.33	NA	400000.0	Y	Other	At the descretion of company management	1000000.0	2016-08-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001677405-16-000001	FlashFunders shall be entitled to compensation for services equal to four percent (4%) of gross proceeds, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the issuer in connection with the offering.		Preferred Stock		238834	0.4187		50000.0	Y	Other	At the Issuer's discretion.	100000.0	2016-08-26	3	28298	19536	28298	19536	0	0	316345	320237	0	0	0	0	12734	649901	800	800	0	0
0001674421-16-000010	5.0% and $0.00		Other	LLC/Membership Interests	12000	25.0		300000.0	Y	Other	At the Company's discretion	996000.0	2016-09-15	0	738636	799612	6697	2432	23876	24193	148073	148170	464128	485244	790683	789927	493335	323187	0	0	-381628	-326093
0001674421-16-000008	5.0% and $0.00		Other	LLC/Membership Interests	12000	25.0		300000.0	Y	Other	At the Company's discretion	996000.0	2016-09-15	0	738636	799612	6697	2432	23876	24193	148073	148170	464128	485244	790683	789927	493335	323187	0	0	-381628	-326093
0001670254-16-000058	3.0% of the offering amount upon a successful fundraise.	No	Common Stock		50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1;	50000.0	Y	Other	As determined by the issuer	100000.0	2016-12-13	3	88346	82967	5856	1944	45979	20879	271320	124239	0	0	540097	300519	175214	82643	0	0	-141702	-25893
0001674180-16-000006	NextSeed charges the Issuer 10% of the total offering amount as compensation for its services provided in connection with the offering, provided that NextSeed will only charge 5% for funds raised from investors referred by the issuer.	None	Debt				The value of the security is the face value of the note purchased by the investor.	275000.0	Y	First-come, first-served basis		500000.0	2016-07-11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-16-000078	As compensation for the services provided hereunder by StartEngine Capital, Issuer shall pay to StartEngine Capital at the conclusion of the offering a fee consisting of a 5% (five percent) commission based on the amount of investments raised in the Offer		Common Stock		500000	0.4		200000.0	Y	First-come, first-served basis		1000000.0	2016-11-15	3	2411	4178	56	56	0	0	281029	131131	0	135000	0	0	0	0	350	400	-16665	-184565
0001670254-16-000056	3.0% of the offering amount upon a successful fundraise.	No	Debt			1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1.	50000.0	Y	Other	As determined by the issuer	1000000.0	2016-12-01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001675554-16-000003	NextSeed charges the Issuer 10% of the total offering amount as compensation for its services provided in connection with the offering, provided that NextSeed will only charge 5% for funds raised from investors referred by the issuer.	None	Debt				The value of the security is the face value of the note purchased by the investor.	150000.0	Y	First-come, first-served basis		200000.0	2016-08-02	3	149674	0	129919	0	0	0	12522	0	150000	0	0	0	0	0	0	0	-12848	0
0001625242-16-000081	8% of Funds raised	None	Common Stock		5000000	0.2	NA	250000.0	Y	Other	At the descretion of company management	1000000.0	2016-08-06	2	159506	86976	92937	16560	0	0	306917	296745	132221	118055	0	0	0	0	0	0	-261808	-288215
0001670254-16-000055	3.0% of the offering amount upon a successful fundraise.	No	Debt			1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1.	50000.0	Y	Other	As determined by the issuer	100000.0	2016-12-01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001675554-16-000001	NextSeed charges the Issuer 10% of the total offering amount as compensation for its services provided in connection with the offering, provided that NextSeed will only charge 5% for funds raised from investors referred by the issuer.	None	Debt				The value of the security is the face value of the note purchased by the investor.	150000.0	Y	First-come, first-served basis		200000.0	2016-08-02	3	149674	0	129919	0	0	0	12522	0	150000	0	0	0	0	0	0	0	-12848	0
0001674180-16-000005	NextSeed charges the Issuer 10% of the total offering amount as compensation for its services provided in connection with the offering, provided that NextSeed will only charge 5% for funds raised from investors referred by the issuer.	None	Debt				The value of the security is the face value of the note purchased by the investor.	275000.0	Y	First-come, first-served basis		500000.0	2016-07-11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-16-000073	As compensation for the services provided hereunder by StartEngine Capital, Issuer shall pay to StartEngine Capital at the conclusion of the offering a fee consisting of a 7% (seven percent) commission based on the amount of investments raised in the Offer		Common Stock		750000	0.4		300000.0	Y	First-come, first-served basis		1000000.0	2016-08-15	3	2411	4178	56	56	0	0	281029	131131	0	135000	0	0	0	0	350	400	-16665	-184565
0001644600-16-000148	7.5% of gross proceeds	None	Debt				$1.00 at par value.	200000.0	Y	First-come, first-served basis		1000000.0	2016-08-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001644600-16-000146	7.5% of gross proceeds	None	Debt				$1.00 at par value.	200000.0	Y	First-come, first-served basis		1000000.0	2016-08-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-16-000054	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	200000	1.0	Pro-rated portion of the total principal value of $200,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	200000.0	Y	Other	As determined by the issuer	1000000.0	2016-11-12	3	230909	441532	193376	432140	-1097	0	589120	569251	230909	441532	5694	1115	0	0	0	0	-298573	-361237
0001670254-16-000053	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	200000	1.0	Pro-rated portion of the total principal value of $200,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	200000.0	Y	Other	As determined by the issuer	1000000.0	2016-11-12	3	230909	441532	193376	432140	-1097	0	589120	569251	230909	441532	5694	1115	0	0	0	0	-298573	-361237
0001674180-16-000004	NextSeed charges the Issuer 10% of the total offering amount as compensation for its services provided in connection with the offering, provided that NextSeed will only charge 5% for funds raised from investors referred by the issuer.	None	Debt				The value of the security is the face value of the note purchased by the investor.	275000.0	Y	First-come, first-served basis		500000.0	2016-07-11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001625242-16-000040	7% of Funds raised	None	Common Stock		12000	83.33	NA	400000.0	Y	Other	At the descretion of company management	1000000.0	2016-09-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-16-000071	Issuer shall pay to StartEngine Capital at the conclusion of the offering a fee consisting of a 7% (seven percent) commission based on the amount of investments raised in the Offering and paid upon disbursement of funds from escrow at the time of a closing		Common Stock		100000	1.0		100000.0	Y	First-come, first-served basis		1000000.0	2016-08-15	0	54008	54129	2156	4414	5180	0	0	0	87504	74269	45054	18685	46790	21886	0	0	-43556	-87834
0001625242-16-000032	9% of Funds raised	None	Common Stock		617284	1.62	NA	250000.0	Y	Other	At the descretion of company management	1000000.0	2016-08-06	2	906372	236471	160997	78264	0	0	774535	76542	2575000	965000	278610	0	260046	0	0	0	-1518634	-805512
0001625242-16-000025	8% of Funds raised	None	Common Stock		5000000	0.2	NA	250000.0	Y	Other	At the descretion of company management	1000000.0	2016-08-06	2	159506	86976	92937	16560	0	0	306917	296745	132221	118055	0	0	0	0	0	0	-261808	-288215
0001674421-16-000003	7.0% and $0.00		Other	LLC/Membership Interests	1000	300.0		300000.0	Y	Other	At the Company's discretion	996000.0	2016-07-31	0	738636	799612	6697	2432	23876	24193	148073	148170	464128	485244	790683	789927	493335	323187	0	0	-381628	-326093
0001445866-16-002207	7% of the amount raised	None	Common Stock		534743	0.52		278066.0	Y	Other	More shares will be sold at the same price	999362.0	2016-09-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-16-000052	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	200000.0	2016-11-19	1	8100	0	4000	0	0	0	0	0	12000	0	0	0	0	0	0	0	-28057	0
0001670254-16-000051	3.0% of the offering amount upon a successful fundraise	No	Other	Series B Units	10	5000.0	10 shares of Class B Units	50000.0	Y	Other	As determined by the issuer	1000000.0	2016-11-19	8	559684	0	392970	0	1401	0	231	0	0	0	0	0	0	0	0	0	-57247	0
0001670254-16-000049	3% of the offering amount upon a successful fundraise.	No	Other	Limited Liability Company Common Units	37175	2.69	37,175 units at $2.69 per unit	100000.0	Y	Other	As determined by the issuer	1000000.0	2016-11-16	7	1228213	965104	200802	100811	67538	97723	938684	778223	316426	344994	1075304	964192	477495	589419	0	0	-85411	-577998
0001670254-16-000047	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	100000.0	2016-11-15	1	8100	0	4000	0	0	0	0	0	12000	0	0	0	0	0	0	0	-28057	0
0001670254-16-000045	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1000000.0	2016-11-15	2	218410.55000000002	0	208960.92	0	0	0	14702.92	0	376275.49	0	0	0	0	0	0	0	-192650.78	0
0001670254-16-000044	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	25000	1.0	Pro-rated portion of the total principal value of $25,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	25000.0	Y	Other	As determined by the issuer	1000000.0	2016-11-14	7	86780	8606	31076	5866	0	0	0	5866	131	0	1118	0	0	0	0	0	-120410	-6394
0001670254-16-000043	3.0% of the offering amount upon a successful fundraise.	No	Preferred Stock		10000	5.0	10,000 shares of Preferred Stock	50000.0	Y	Other	As determined by the issuer	1000000.0	2016-11-14	4	335856	0	132659	0	0	0	11597	0	0	0	0	0	0	0	0	0	-111841	0
0001665160-16-000070	As compensation for the services provided hereunder by StartEngine Capital, Issuer shall pay to StartEngine Capital at the conclusion of the offering a fee consisting of a 7% (seven percent) commission based on the amount of investments raised in the Offer		Common Stock		109890	0.91		99999.90000000001	Y	First-come, first-served basis		999999.0	2016-08-23	3	87772	0	86424	0	0	0	341326	0	0	0	0	0	0	0	0	0	-253544	0
0001670254-16-000042	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	100000.0	2016-11-13	2	138159	48801	1534	1512	0	0	58778	64570	226418	0	112399	82564	80098	41699	0	0	-144819	-51274
0001665160-16-000069	Issuer shall pay to StartEngine Capital at the conclusion of the offering a fee consisting of a 7% (seven percent) commission based on the amount of investments raised in the Offering and paid upon disbursement of funds from escrow at the time of a close.		Common Stock		80000	0.28		22400.0	Y	First-come, first-served basis		999880.0	2017-05-13	6	26753	0	2170	0	0	0	10041	0	0	0	0	0	0	0	0	0	-8288	0
0001670254-16-000040	3.0% of the offering amount upon a successful fundraise.	No	Common Stock		27549	3.63	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $3.63; each investment equals one share of stock as described under Item 13.	100000.0	N				2016-11-13	4	357539.48	-83023.13	0	0	0	0	155727	31410	0	0	207961	0	106969.1	130.13	0	0	-401680.5	-105268.13
0001670254-16-000037	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	100000.0	2016-11-13	12	583711	246008	383616	107231	116862	57087	0	0	1099957	799957	1483560	790158	-1057865	-549546	0	0	-72133	-9560
0001670254-16-000035	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	25000	1.0	Pro-rated portion of the total principal value of $25,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	25000.0	Y	Other	As determined by the issuer	100000.0	2016-11-13	4	342658	446980	105271	213039	0	0	58872	79205	577657	491548	579304	407227	286627	183133	0	0	-184589	-214102
0001670254-16-000032	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	100000.0	2016-11-13	5	129599	82367	9997	27942	22702	10330	51400	17263	252063	163560	961102	716800	752734	563528	0	0	-94908	-68563
0001670254-16-000030	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	100000.0	2016-11-13	6	843125	0	70337	0	0	0	70000	0	175000	0	0	0	0	0	0	0	-174663	0
0001674319-16-000003	FlashFunders shall be entitled to compensation for services equal to five percent (5%) of gross proceeds, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.		Preferred Stock		100000	0.5		50000.0	Y	Other	At the Issuer's discretion.	1000000.0	2016-07-22	5	37516	48983	0	255	0	0	26813	32416	0	0	0	0	0	0	0	0	0	0
0001670254-16-000026	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	20000	1.0	Pro-rated portion of the total principal value of $20,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	20000.0	Y	Other	As determined by the issuer	100000.0	2016-11-13	3	127803	0	0	0	0	0	127562	0	7065	0	0	0	0	0	0	0	-129663	0
0001670254-16-000024	3.0% of the offering amount upon a successful fundraise	No	Other	Series B Units	10	5000.0	10 shares of Class B Units	50000.0	Y	Other	As determined by the issuer	100000.0	2016-11-12	8	559684	0	392970	0	1401	0	231	0	559684	0	0	0	0	0	0	0	-57247	0
0001670254-16-000022	3.0% of the offering amount upon a successful fundraise.	No	Common Stock		500	100.0	Please see response to Question 13 for complete discussion.  In short, same price per share as Series A Preferred Stock investment by Eli Lilly and Company.	50000.0	Y	Other	As determined by the issuer	1000000.0	2016-12-19	10	5015954	0	1250	0	0	0	267070	0	0	0	0	0	0	0	0	0	-230547	0
0001644600-16-000137	SI Portal, LLC will receive a 5% cash commission and 5% equity commission on all sales through the portal (e.g., $5,000 cash and $5,000 equity on a raise of $100,000)	The intermediary will acquire an equity interest in the issuer valued at 5% of the amount raised through SI Portal, LLC	Preferred Stock		20000	10.0		200000.0	Y	First-come, first-served basis		1000000.0	2017-05-16	0	88815	0	12166	0	11250	0	10356	0	32222	0	14901	0	0	0	0	0	-4763	0
0001644600-16-000134	Si Portal, LLC will receive a 5% cash commission and 5% equity commission on all sales through the portal (e.g., $5,000 cash and $5,000 equity on a raise of $100,000)	The intermediary will acquire an equity interest in the issuer valued at 5% of the amount raise through SI Portal, LLC.	Debt			1.0		250000.0	Y	First-come, first-served basis		1000000.0	2016-07-15	3	10170	7321	10170	7321	0	0	0	0	0	0	100000	28500	0	0	0	0	-36772	-2250
0001670254-16-000020	3.0% of the offering amount upon a successful fundraise.	No	Common Stock		71429	7.0	Determined internally.	500000.0	Y	Other	We'll offer 42 shares to each investors, and divide the remainder pro rata based on total purchase. If it's still oversubscribed, we'll do the same with 15 shares. If it's still oversubscribed, first come first served, 15 shares per person.	1000000.0	2016-08-14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-16-000068	Issuer shall pay to StartEngine Capital at the conclusion of the offering a fee consisting of a 7% (seven percent) commission based on the amount of investments raised in the Offering and paid upon disbursement of funds from escrow at the time of a closing		Common Stock		50000	2.0		100000.0	Y	First-come, first-served basis		1000000.0	2016-08-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-16-000067	Issuer shall pay to StartEngine Capital at the conclusion of the offering a fee consisting of a 7% (seven percent) commission based on the amount of investments raised in the Offering and paid upon disbursement of funds from escrow at the time of a closing		Common Stock		100000	1.0		100000.0	Y	First-come, first-served basis		1000000.0	2016-08-15	0	54008	54129	2156	4414	5180	0	0	0	87504	74269	45054	18685	46790	21886	0	0	43556	87834
0001644600-16-000132	A flat fee of 7% if the campaign is successful	No	Common Stock		16000	5.0		80000.0	Y	First-come, first-served basis		100000.0	2016-06-06	2	35873	0	27303	0	0	0	10202	0	63799	0	0	0	0	0	0	0	-48127	0
0001665160-16-000058	Issuer shall pay to StartEngine Capital at the conclusion of the offering a fee consisting of a 7% (seven percent) commission based on the amount of investments raised in the Offering and paid upon disbursement of funds from escrow at the time of a close.		Common Stock		80000	0.28		22400.0	Y	First-come, first-served basis		999880.0	2017-05-13	6	26753	0	2170	0	0	0	10041	0	0	0	0	0	0	0	0	0	-8288	0
0001670254-16-000016	3.0% of the offering amount upon a successful fundraise.	No	Debt			10.0	Pro-rated portion of the total principal value of $60,000; interests will be sold in increments of $10.	60000.0	Y	Other	As determined by the issuer	100000.0	2016-11-12	5	105693	11664	22497.07	1686.1100000000001	0	0	10118	2173	0	0	136384	41011	53267	25804	0	0	-12796	3716
0001665160-16-000056	Issuer shall pay to StartEngine Capital at the conclusion of the offering a fee consisting of a 7% (seven percent) commission based on the amount of investments raised in the Offering and paid upon disbursement of funds from escrow at the time of a closing		Common Stock		50000	2.0		100000.0	Y	First-come, first-served basis		1000000.0	2016-08-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-16-000055	Issuer shall pay to StartEngine Capital at the conclusion of the offering a fee consisting of a 7% (seven percent) commission based on the amount of investments raised in the Offering and paid upon disbursement of funds from escrow at the time of a close.		Common Stock		80000	0.28		22400.0	Y	First-come, first-served basis		999880.0	2017-05-13	6	26753	0	2170	0	0	0	10041	0	0	0	0	0	0	0	0	0	-8288	0
0001670254-16-000015	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE) with a $4m valuation cap	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	50000.0	Y	Other	As determined by the issuer	100000.0	2016-11-12	2	43882.04	48920.1	3007.9700000000003	30688.28	0	0	36260.13	28237.350000000002	94434.51	78342.73	13903.53	50565.61	12846.79	22945.04	0	0	-29152.62	20089.15
0001670254-16-000012	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1000000.0	2016-11-12	3	1255	0	1255	0	0	0	0	0	1255	0	0	0	0	0	0	0	18745	0
0001670254-16-000010	3.0% of the offering amount upon a successful fundraise.	No	Other	Investor Units	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	50000.0	Y	Other	As determined by the issuer	100000.0	2016-11-12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-16-000008	3.0% of the offering amount upon a successful fundraise.	No	Debt			1.0	Pro-rated portion of the total principal value of $25,000; interests will be sold in increments of $1.	25000.0	Y	Other	As determined by the issuer	100000.0	2016-11-12	1	4551918.97	3651353.81	-3286	1838.28	375	-850	15211.2	-91.34	3496391.37	2735860.0300000003	578652.66	310799.8	106790.93000000001	1505	29082.46	0	124522.43000000001	-33698.97
0001674421-16-000002	7.0% and $0.00		Other	LLC/Membership Interests	1000	300.0		300000.0	Y	Other	At the Company's discretion	996000.0	2016-07-31	0	738636	799612	6697	2432	23876	24193	148073	148170	464128	485244	790683	789927	493335	323187	0	0	381628	326093
0001674180-16-000002	NextSeed charges the Issuer 10% of the total offering amount as compensation for its services provided in connection with the offering, provided that NextSeed will only charge 5% for funds raised from investors referred by the issuer.	None	Debt				The value of the security is the face value of the note purchased by the investor.	275000.0	Y	First-come, first-served basis		500000.0	2016-07-11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-16-000002	3.0% of the offering amount upon a successful fundraise.	No	Other	Simple Agreement for Future Equity (SAFE)	400000	1.0	Pro-rated portion of the total principal value of $400,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	400000.0	Y	Other	As determined by the issuer	1000000.0	2016-11-12	3	230909	441532	193376	432140	-1097	0	589120	569251	230909	441532	5694	1115	0	0	0	0	-298573	-361237
0001644600-16-000127	7% to StartEngine	N/A	Common Stock		750000	0.4		300000.0	Y	First-come, first-served basis		1000000.0	2016-10-31	8	161623	73417	5993	4900	0	0	35611	34585	670062	280643	0	0	0	0	420	820	-459638	-290958
0001669760-16-000047	7.0% and $0.00		Other	LLC/Membership Interests	1000	300.0		300000.0	Y	Other	At the Company's discretion	996000.0	2016-07-31	0	738636	799612	6697	2432	23876	24193	148073	148170	464128	485244	790683	789927	493335	323187	0	0	381628	326093
