ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001675554-16-000003	1	Preston Swincher	CEO	2016-06-09
0001675554-16-000003	2	Philip Kromer	President	2016-06-09
0001625242-16-000081	1	/s/ Anders Stubkjaer	COO/CFO	2016-05-19
0001625242-16-000081	2	/s/ John H. West	CEO	2016-06-06
0001675554-16-000001	2	Philip Kromer	President	2016-06-02
0001670254-16-000055	1	Josh Hare	Founder/CEO	2016-06-03
0001675554-16-000001	1	Preston Swincher	CEO	2016-06-02
0001674180-16-000005	3	William M. Steakley	Treasurer	2016-06-03
0001674180-16-000005	2	Antonio T. Madrid	Secretary	2016-06-03
0001674180-16-000005	1	Michael R. Dickson	President	2016-06-03
0001665160-16-000073	1	Briggs Porter	Head of Business Development	2016-06-02
0001665160-16-000073	2	Bart Porter	COO	2016-06-02
0001644600-16-000148	1	Alex Thaler	Principal Executive Officer and Director	2016-06-02
0001644600-16-000148	3	Jeff Yurecko	Principal Financial Officer, Principal Accounting Officer and Director	2016-06-02
0001644600-16-000148	2	Marc Snover	Principal Executive Officer and Director	2016-06-02
0001644600-16-000146	1	Alex Thaler	Principal Executive Officer and Director	2016-06-02
0001644600-16-000146	2	Marc Snover	Principal Executive Officer and Director	2016-06-02
0001644600-16-000146	3	Jeff Yurecko	Principal Financial Officer, Principal Accounting Officer and Director	2016-06-02
0001670254-16-000054	1	Antony Evans	CEO	2016-05-16
0001670254-16-000053	1	Antony Evans	CEO	2016-05-16
0001674180-16-000004	1	Michael R. Dickson	Member	2016-05-25
0001674180-16-000004	2	Antonio T. Madrid	Member	2016-05-20
0001674180-16-000004	3	William M. Steakley	Member	2016-05-19
0001625242-16-000040	1	/s/ Ryan Huss	COO	2016-05-25
0001625242-16-000032	1	/s/ Yashar Behzadi	CEO	2015-09-17
0001665160-16-000071	1	Christopher Panucci	President	2016-05-24
0001665160-16-000071	2	William Kurtzner	Director	2016-05-24
0001625242-16-000025	1	/s/ Anders Stubkjaer	COO/CFO	2016-05-19
0001674421-16-000003	2	Thomas J. Kiefer	Member	2016-05-24
0001674421-16-000003	3	Robert H. Losey	Member	2016-05-24
0001674421-16-000003	1	Linda S. Losey	Member	2016-05-24
0001445866-16-002207	1	/s/ Stephen M. Cutter Jr	CEO	2016-05-20
0001670254-16-000052	1	Christopher Fisher	CEO	2016-05-18
0001670254-16-000051	1	Geoffrey Libby	Managing Member	2016-05-23
0001670254-16-000051	2	Nick A. Olivero	Managing Member	2016-05-16
0001670254-16-000049	2	Joseph K Crocker	Member	2016-05-19
0001670254-16-000049	1	David A. Camiener	Member	2016-05-20
0001670254-16-000047	1	Christopher Fisher	CEO	2016-05-18
0001670254-16-000045	1	Martin Kessler	COO	2016-05-17
0001670254-16-000044	1	Andrew Freedman	CTO	2016-05-17
0001670254-16-000043	3	Geoffrey M. O'Keeffe	Director	2016-05-16
0001670254-16-000043	4	Kimberly Coupounas	Member, Board of Directors	2016-05-16
0001670254-16-000043	2	Anne Maleady	Director	2016-05-16
0001670254-16-000043	1	Thomas H Vogl, Jr	Director	2016-05-16
0001665160-16-000070	1	Chris Hone	Co-Founder / Chief Sales Officer	2016-05-17
0001670254-16-000042	2	Alan Tabor	Board Member	2016-05-17
0001670254-16-000042	1	Richard Ying	Vice President	2016-05-17
0001665160-16-000069	1	Akhil Garland	Director	2016-05-17
0001665160-16-000069	2	Rory Hurley	Director of Software Development	2016-05-17
0001670254-16-000040	1	Jacob Epstein	CoFounder	2016-05-16
0001670254-16-000037	1	David Nelson	Director of Business Development	2016-05-16
0001670254-16-000035	1	Jim Nguyen	CTO	2016-05-16
0001670254-16-000035	2	Robert Angarita	Director	2016-05-16
0001670254-16-000032	1	Joshua Cook	CEO	2016-05-16
0001674319-16-000003	2	/s/ Todd Cory O'Halloran	CFO, Director	2016-05-16
0001670254-16-000030	2	Daniel Tucholski	CTO	2016-05-15
0001674319-16-000003	1	/s/ Michael Patrick Moormeier	CEO, Director	2016-05-16
0001670254-16-000024	1	Nick A. Olivero	Managing Member	2016-05-16
0001670254-16-000030	3	Arlene Garcia-Gunderson	President/Co-Founder	2016-05-15
0001670254-16-000026	1	Andy Fox	CEO	2016-05-16
0001670254-16-000030	1	Daniil Brodovich	CEO of TalkToChef / Cookstream, Inc.	2016-05-15
0001670254-16-000022	2	Jeffrey S. Hitchcock	Board Member, Public Benefit Director	2016-05-16
0001670254-16-000022	1	Gilbert Clarke	Chief Operating and Financial Officer, Treasurer	2016-05-16
0001670254-16-000022	3	Serafina Raskin	VP General Counsel, Secretary	2016-05-16
0001670254-16-000022	4	Edward Raskin	VP Benefit Officer, Board Member	2016-05-16
0001644600-16-000137	1	Charles Stack	CEO, CFO, Chief Accounting Officer, Sole Director	2016-05-16
0001644600-16-000134	3	Ryan Fisher	COO and Voting Member	2016-05-16
0001644600-16-000134	2	Taylor Myers	CTO and Voting Member	2016-05-16
0001644600-16-000134	1	Paul LaPorte	CEO and Voting Member	2016-05-16
0001670254-16-000020	2	Paul Scanlan	Cofounder & CEO	2016-05-16
0001670254-16-000020	1	Terri Lubaroff	Secretary	2016-05-16
0001665160-16-000068	1	Matthew McLemore	Secretary/UX Designer	2016-05-16
0001665160-16-000067	1	Christopher Panucci	Director	2016-05-16
0001644600-16-000132	2	Ralf-Rainer von Albedyhll	CEO & CFO, Director, Principal Accounting Officer	2016-05-16
0001644600-16-000132	1	Oliver Mandt-Rauch	President & COO, Director	2016-05-16
0001665160-16-000058	1	Akhil Garland	Director	2016-05-15
0001670254-16-000016	1	Matt Gorecki	COO	2016-05-16
0001665160-16-000056	1	Matthew McLemore	Secretary/UX Designer	2016-05-15
0001665160-16-000055	2	Rory Hurley	Director of Software Development	2016-05-16
0001665160-16-000055	1	Akhil Garland	Director	2016-05-16
0001670254-16-000015	1	John McDougall	Assistant manager/treasurer	2016-05-16
0001670254-16-000012	2	Mikael Dren	President and COO	2016-05-16
0001670254-16-000012	1	Jim Nyberg	Director Global Sales	2016-05-16
0001670254-16-000010	1	Jody Hall	Ceo	2016-05-16
0001670254-16-000008	1	Bernard Loyd	President	2016-05-16
0001674421-16-000002	1	Linda S. Losey	Manager, Member	2016-05-16
0001674421-16-000002	3	Robert H. Losey	Member	2016-05-16
0001674421-16-000002	2	Thomas J. Kiefer	Member	2016-05-16
0001674180-16-000002	1	Michael R. Dickson	President	2016-05-12
0001674180-16-000002	3	William M. Steakley	Treasurer	2016-05-12
0001674180-16-000002	2	Antonio T. Madrid	Secretary	2016-05-12
0001670254-16-000002	1	Antony Evans	CEO	2016-05-16
0001644600-16-000127	1	David Baird	CEO, CFO, Chief Accounting Officer, Sole Director	2016-05-16
0001669760-16-000047	1	Linda S. Losey	Manager, Member	2016-05-16
0001669760-16-000047	3	Robert H. Losey	Member	2016-05-16
0001669760-16-000047	2	Thomas J. Kiefer	Member	2016-05-16
