ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001670254-17-000170	1	Daniel Schmachtenberger	Chief Strategy Officer	2017-06-20
0001665160-17-000224	2	Charles Manning	Co-Founder, Director	2017-06-20
0001665160-17-000224	1	JD Claridge	President and CEO	2017-06-20
0001665160-17-000224	3	Kevin Nichols	CFO	2017-06-20
0001706024-17-000004	1	Patrick Sherwin	Chief Executive Officer	2017-06-20
0001695121-17-000004	1	Manny Fernandez	CEO	2017-06-20
0001644600-17-000128	1	John Millin	Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer and Director	2017-06-20
0001695166-17-000004	1	Manny Fernandez	CEO	2017-06-20
0001704091-17-000003	1	Jonathan Tate	Member	2017-06-19
0001704091-17-000003	2	Jonathan Tate	Member	2017-06-19
0001665160-17-000223	2	Emmanuele Spera	CEO	2017-06-19
0001665160-17-000223	1	Tommaso Gecchelin	CTO	2017-06-19
0001665160-17-000222	1	Helena Fogarty	Founder and CEO	2017-06-19
0001644600-17-000125	1	Christopher K Sopher	Principal Executive Officer and Director	2017-06-19
0001644600-17-000125	2	Rebekah Monson	Principal Financial Officer, Principal Accounting Officer and Director	2017-06-19
0001665160-17-000221	2	Emmanuele Spera	CEO	2017-06-19
0001665160-17-000221	1	Tommaso Gecchelin	CTO	2017-06-19
0001686564-17-000008	1	Kimberly Vaughan	CEO	2017-06-19
0001670254-17-000168	1	Jose Leonardo Lopez	Manager. Mexico	2017-06-16
0001670254-17-000168	2	Jesse Lee Carrigan	Manager. CEO	2017-05-30
0001665160-17-000220	5	Adi Peleg	Chief Operating Officer	2017-06-15
0001665160-17-000220	4	Mary Wolff	Chief Strategy Officer	2017-06-15
0001665160-17-000220	3	Aviv Hillo, Esq., Adv.	Founder, CEO	2017-06-15
0001665160-17-000220	2	Omer Hertz	CTO, Co-Founder	2017-06-15
0001665160-17-000220	1	Leticia Kontoroff	Director of Customer Relation	2017-06-15
0001445866-17-000869	1	/s/ Darell Austin, Jr	CEO	2017-06-16
0001670254-17-000166	3	Sajal Sahay	Co-Founder/CEO	2017-05-08
0001670254-17-000166	1	Arti Kapoor	Director	2017-06-15
0001670254-17-000166	2	Sajal Sahay	Co-founder & CEO	2017-06-15
0001644600-17-000123	2	Josh Rasmussen	Co-Founder and Chief Executive Officer	2017-06-16
0001644600-17-000123	1	Nathan Jauvtis	Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer and Director	2017-06-16
0001665160-17-000218	1	Leticia Kontoroff	Director of Customer Relation	2017-06-15
0001665160-17-000218	2	Omer Hertz	CTO, Co-Founder	2017-06-15
0001665160-17-000218	3	Aviv Hillo, Esq., Adv.	Founder, CEO	2017-06-15
0001665160-17-000218	4	Mary Wolff	Chief Strategy Officer	2017-06-15
0001665160-17-000218	5	Adi Peleg	Chief Operating Officer	2017-06-15
0001708099-17-000001	1	Scott Bachman	CFO	2017-06-14
0001644600-17-000121	1	Oliver Ryan	CEO, Principal Financial Officer, Principal Accounting Officer, Director	2017-06-14
0001701184-17-000004	1	Sky Wegman	Member	2017-06-14
0001644600-17-000119	1	Oliver Ryan	Chief Executive Officer, Principal Financial Officer, Principal Accounting Officer and Director	2017-06-14
0001665160-17-000214	4	Patrick Read Johnson	EVP Development	2017-06-13
0001665160-17-000214	9	Chris J. Davis	Chief Technology Officer	2017-06-13
0001665160-17-000214	10	Kevin Hertz	Chief Technology Consultant	2017-06-13
0001665160-17-000214	1	Bryan Hertz	Executive Chairman	2017-06-13
0001665160-17-000214	2	Ian LeWinter	President	2017-06-13
0001665160-17-000214	3	Bob Giargiari	Chief Financial Officer	2017-06-13
0001665160-17-000214	7	Don Richmond	Chief Creative Officer	2017-06-13
0001665160-17-000214	6	Corey Hertz	Chief Product Officer	2017-06-13
0001665160-17-000214	5	Peter Bowers	Chief Content Officer	2017-06-13
0001665160-17-000214	8	Elvis Williams	VP, Sound	2017-06-13
0001213900-17-006413	1	/s/ CHAD NEWELL	Chief Executive Officer	2017-06-13
0001670254-17-000163	1	Brenda Guerra	CFO	2017-06-12
0001709126-17-000001	1	Rebecca L. Kip	Chief Executive Officer	2017-06-11
0001686564-17-000007	1	Kimberly Vaughan	CEO	2017-06-12
0001708725-17-000002	1	Mallesh Murugesan	CEO & Co-Founder	2017-06-12
0001670254-17-000161	1	Michael J. Rosenberg	President	2017-06-08
0001670254-17-000159	1	Barbara Bickham	CTO	2017-06-09
0001557286-17-000006	1	Arthur Hartunian	Managing Member, Master Spirits Maker	2017-06-09
0001684321-17-000005	1	Christy J. Jepson	Manager	2017-06-09
0001684321-17-000004	1	Christy J. Jepson	Manager	2017-06-09
0001644600-17-000117	1	Colin Roche	CEO and Director	2017-06-09
0001644600-17-000117	2	Leandro Vera	Principal Accounting Officer, Principal Financial Officer and Director	2017-06-09
0001644600-17-000115	2	Sumeet Sheokand	Director	2017-06-09
0001644600-17-000115	1	Cary Breese	Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer and Director	2017-06-09
0001665160-17-000211	5	Tim Larson	SVP - Distribution	2017-06-08
0001665160-17-000211	3	Jessica Hoyt	VP Program Acquisitions	2017-06-08
0001665160-17-000211	2	James Betesh	SVP - Operations	2017-06-08
0001665160-17-000211	1	Jon Bottorff	CFO	2017-06-08
0001665160-17-000211	4	Dan Zifkin	President and CEO	2017-06-08
0001669191-17-000071	3	Nizar Taki MD	Principal Accounting Officer	2017-03-14
0001669191-17-000071	4	Nizar Taki MD	Board Member	2017-03-14
0001669191-17-000071	2	Nizar Taki MD	Principal Financial Officer	2017-03-14
0001669191-17-000071	1	Nizar Taki MD	Principal Executive Officer	2017-03-14
0001706939-17-000001	1	Peter Gantner	President	2017-06-08
0001687516-17-000003	1	Jonathan Ofir	CEO	2017-06-08
0001670254-17-000157	1	Peter Nevenglosky	Co-CEO and Director	2017-06-07
0001670254-17-000156	1	John B. Ottman	Chairman	2017-06-06
0001670254-17-000156	2	Peter Schwartz	CFO	2017-06-06
0001687688-17-000006	1	Elizabeth Bambach	CEO	2017-06-06
0001705517-17-000001	1	/s/ Charles Carpenter	Board Member	2017-06-06
0001705517-17-000001	2	/s/ Whitney Gass	Board Member	2017-06-06
0001705517-17-000001	3	/s/ Barton Hamilton	Board Member	2017-06-06
0001705517-17-000001	4	Steven Smith	Board Member	2017-06-06
0001522456-17-000005	1	Richard Garriott de Cayeux	CEO & Creative Director	2017-05-23
0001665160-17-000207	1	Storm Sondors	Chief Electric Officer and CEO	2017-06-06
0001686564-17-000006	1	Kimberly Vaughan	CEO	2017-06-06
0001686564-17-000005	1	Kimberly Vaughan	CEO	2017-06-06
0001644600-17-000113	2	Aashi Vel	Co-Chief Executive Officer and Director	2017-06-06
0001644600-17-000113	1	Stephanie Lawrence	Co-Chief Executive Officer and Director	2017-06-06
0001669191-17-000070	1	Eric  Janszen	Principal Executive Officer	2017-03-30
0001669191-17-000070	2	Eric  Janszen	Principal Financial Officer	2017-03-30
0001669191-17-000070	6	Sonny Tahiliani	Board Member	2017-03-30
0001669191-17-000070	4	Eric  Janszen	Board Member	2017-03-30
0001669191-17-000070	5	Eric Malafeew	Board Member	2017-03-30
0001669191-17-000070	3	Eric  Janszen	Principal Accounting Officer	2017-03-30
0001665160-17-000206	1	Brock Agee	President, COO, Director	2017-06-01
0001644600-17-000110	1	Jose Gildo Beleski	Principal Executive Officer, Principal Financial Officer and Director	2017-06-01
0001644600-17-000110	2	Catherine Bunke	Principal Accounting Officer and Director	2017-06-01
0001644600-17-000110	3	Ana D'Arace	Director	2017-06-01
0001669191-17-000069	5	Dennis  Adamo	Board Member	2017-05-12
0001669191-17-000069	2	Dennis  Adamo	Principal Financial Officer	2017-05-12
0001669191-17-000069	3	Dennis  Adamo	Principal Accounting Officer	2017-05-12
0001669191-17-000069	4	V Owen  Bush	Board Member	2017-05-12
0001669191-17-000069	1	V Owen  Bush	Principal Executive Officer	2017-05-12
0001670254-17-000147	2	Stuart S. Shapiro	Founder and CEO	2017-06-01
0001670254-17-000147	1	Laurie Dolphin	Treasurer	2017-06-01
0001522456-17-000003	1	Richard Garriott de Cayeux	CEO & Creative Director	2017-05-23
0001665160-17-000205	1	Robert Smith III	CEO,CFO, Director	2017-05-30
0001669191-17-000068	1	Daniel Wielhouwer	Principal Executive Officer	2017-02-13
0001669191-17-000068	2	James Beeson	Principal Financial Officer	2017-02-13
0001669191-17-000068	3	James Beeson	Principal Accounting Officer	2017-02-13
0001669191-17-000068	4	James Beeson	Board Member	2017-02-13
0001669191-17-000068	5	Daniel Wielhouwer	Board Member	2017-02-13
0001670254-17-000145	1	Colleen Marie O'Connor	Founder and CEO	2017-05-26
0001670254-17-000143	1	Gene Frisco	CEO and Managing Member	2017-05-25
0001644600-17-000108	1	John Mullin	CEO, Principal Accounting Officer, Principal Financial Officer and Director	2017-05-26
0001670254-17-000139	2	Daniel J Kaplan	Board member	2017-05-25
0001670254-17-000141	4	Daris Rice	Director	2017-05-25
0001670254-17-000139	1	Morgan W Duffy	Director	2017-05-24
0001670254-17-000141	2	Brandon D. Fugal	Director	2017-05-25
0001670254-17-000141	1	William W Cawsey	Vice President/ Business Development	2017-05-24
0001670254-17-000141	3	Gerwin Martin	COO	2017-05-25
0001669191-17-000067	2	Joseph Monastiero	Principal Financial Officer	2017-03-13
0001669191-17-000067	1	Joseph Monastiero	Principal Executive Officer	2017-03-13
0001669191-17-000067	4	Joseph Monastiero	Board Member	2017-03-13
0001669191-17-000067	3	Joseph Monastiero	Principal Accounting Officer	2017-03-13
0001670254-17-000137	1	Teague Egan	Chief Chatter Officer	2017-05-24
0001665160-17-000204	1	Brock Agee	President, COO, Director	2017-05-24
0001665160-17-000201	1	Kate Nowlan	Founder/COO	2017-05-24
0001665160-17-000201	3	Kimberly Caccavo	CEO	2017-05-24
0001665160-17-000201	2	Ralene Cavataio	CFO	2017-05-24
0001665160-17-000199	1	Bryan Lorden	CEO	2017-05-23
0001665160-17-000199	2	Christian Broce	CTO	2017-05-23
0001644600-17-000105	1	C. David Kerpen	Chief Executive Officer, Chief Financial Officer, Principal Accounting Officer and Director	2017-05-23
0001706950-17-000003	1	Mychal Simka	Sole Manager, CEO, and President	2017-05-23
0001644600-17-000102	1	Michael Burtov	Chief Executive Officer and Director	2017-05-23
0001644600-17-000102	2	Richard Cuoto	Chief Financial Officer, Principal Accounting Officer	2017-05-23
0001665160-17-000197	1	John Askew	Executive Vice President	2017-05-22
0001665160-17-000197	2	Mark Scoggins	Chairman and CEO	2017-05-22
0001670254-17-000134	1	Martijn van Halen	CTO	2017-05-22
0001644600-17-000098	1	Dan Miller	Chief Executive Officer, Chief Financial Officer, Principal Accounting Officer and Director	2017-05-22
0001670254-17-000131	1	Hadar Eshel	CEO	2017-05-20
0001670254-17-000131	3	Tsur Yahav	CTO	2017-05-20
0001670254-17-000131	2	Lior Eliezer	Chairman	2017-05-20
0001665160-17-000194	1	Jason N. Garland	CEO	2017-05-22
0001670254-17-000128	1	William Matthew F. McKinstry	Co-Founder	2017-05-19
0001701417-17-000004	1	Arlene Utal	President of Utal Yoga Corporation, its manager	2017-05-19
0001701417-17-000004	2	Sheryl Utal	Vice President and Secretary of Utal Yoga Corporation, the manager	2017-05-19
0001644600-17-000096	1	Tyler Tate	CEO, President and Sole Director	2017-05-19
0001670254-17-000127	1	Marcus Slater	VP of Marketing	2017-05-02
0001670254-17-000127	2	Ted Muftic	CFO	2017-05-03
0001698596-17-000004	1	Ryan Clark	Manager	2017-05-19
0001670254-17-000125	1	Matt Crowley	VP	2017-05-01
0001670254-17-000126	1	Chris Yerbey	CEO	2017-05-17
0001695816-17-000001	1	/andy karuza/	CEO	2017-05-18
0001644600-17-000094	1	Tyler Tate	CEO, President and Sole Director	2017-05-18
0001691477-17-000006	1	Lynne Fleming	CEO	2017-05-18
0001691477-17-000005	1	Lynne Fleming	CEO	2017-05-18
0001694994-17-000010	2	/s/Ronald Scott	Chief Financial Officer	2017-05-18
0001694994-17-000010	1	/s/Alfonso J. Cervantes	Executive Chairman	2017-05-18
0001694994-17-000010	3	/s/Algie Hodges	President, Chief Executive Officer, Director	2017-05-18
0001694994-17-000009	2	/s/Ronald Scott	Chief Financial Officer	2017-05-18
0001694994-17-000009	1	/s/Alfonso J. Cervantes	Executive Chairman	2017-05-18
0001694994-17-000009	3	/s/Algie Hodges	President, Chief Executive Officer, Director	2017-05-18
0001706216-17-000001	1	/s/ Jordan Samson	Board	2017-05-17
0001665160-17-000193	1	Marielle Wardell	Vice President	2017-05-17
0001704250-17-000001	1	John Kang	Managing Member	2017-05-17
0001704250-17-000001	2	Cuong Mai	Director	2017-05-17
0001665160-17-000190	1	Deanna Hodges	President	2017-05-17
0001672227-17-000003	1	Michael Scillia	Corporate Secretary	2017-05-16
0001705130-17-000002	1	Jamie Migdal	CEO, CFO and Director	2017-05-16
0001213900-17-005172	1	/s/ AVIV HILLO	CEO	2017-05-09
0001695370-17-000003	2	Krystal Craig	Manager	2017-05-15
0001695370-17-000003	1	Ian Thurwachter	Manager	2017-05-15
0001687688-17-000005	1	Elizabeth Bambach	CEO	2017-05-15
0001669191-17-000066	6	Dave Dombroski	Board Member	2017-05-01
0001669191-17-000066	1	Alex Arata	Principal Executive Officer	2017-05-01
0001669191-17-000066	2	Andrew Austin	Principal Financial Officer	2017-05-01
0001669191-17-000066	3	Dave Dombroski	Principal Accounting Officer	2017-05-01
0001669191-17-000066	4	Alex Arata	Board Member	2017-05-01
0001665160-17-000187	1	Storm Sondors	Chief Electric Officer and CEO	2017-05-12
0001669191-17-000064	1	V Owen  Bush	Principal Executive Officer	2017-05-12
0001669191-17-000064	2	Dennis  Adamo	Principal Financial Officer	2017-05-12
0001669191-17-000064	3	Dennis  Adamo	Principal Accounting Officer	2017-05-12
0001669191-17-000064	4	V Owen  Bush	Board Member	2017-05-12
0001669191-17-000064	5	Dennis  Adamo	Board Member	2017-05-12
0001670254-17-000123	1	Marcus Slater	VP of Marketing	2017-05-02
0001670254-17-000123	2	Ted Muftic	CFO	2017-05-03
0001669191-17-000066	5	Andrew Austin	Board Member	2017-05-01
0001669191-17-000065	4	Joseph La Torre	Board Member	2017-05-12
0001669191-17-000065	3	Joseph La Torre	Principal Accounting Officer	2017-05-12
0001669191-17-000065	1	Joseph La Torre	Principal Executive Officer	2017-05-12
0001669191-17-000065	2	Joseph La Torre	Principal Financial Officer	2017-05-12
0001669191-17-000059	1	Jean Borno	Principal Executive Officer	2017-05-12
0001669191-17-000059	2	Jean Borno	Principal Financial Officer	2017-05-12
0001669191-17-000059	4	Jean Borno	Board Member	2017-05-12
0001669191-17-000059	3	Jean Borno	Principal Accounting Officer	2017-05-12
0001670254-17-000121	1	Michael J. Rosenberg	President	2017-05-12
0001665160-17-000186	2	Sunil Vallath	Founder and CEO	2017-05-12
0001665160-17-000186	1	Imad Samhat	V.P Operations	2017-05-12
0001665160-17-000186	3	Parvathy Sreekumar	Operations Associate	2017-05-12
0001644600-17-000091	3	Ronald Tribble	Director	2017-05-12
0001644600-17-000091	2	Jason Schmidt	CFO, Principal Accounting Officer and Director	2017-05-12
0001644600-17-000091	1	Philip Vidal	CEO and Director	2017-05-12
0001670254-17-000120	1	Alex Littlewood	Founder & CEO	2017-05-11
0001670254-17-000119	1	Eric Ralls	CEO	2017-05-09
0001706024-17-000002	2	Gary Starr	Director	2017-05-11
0001706024-17-000002	1	Patrick Sherwin	Chief Executive Officer	2017-05-11
0001670254-17-000118	1	Lizzy Boelter	Chef & Owner	2017-05-11
0001687688-17-000004	1	Elizabeth Bambach	CEO	2017-05-11
0001701604-17-000004	1	David Huth	Partner	2017-05-10
0001701604-17-000004	2	Stephen Deyton	Partner	2017-05-10
0001701604-17-000004	3	Jordan Sliz	Partner	2017-05-10
0001665160-17-000181	1	Diane Ashbee	Director of Marketing/Merchandising	2017-05-10
0001665160-17-000181	2	Richard Ashbee	President, Secretary, Treasurer and Director	2017-05-10
0001665160-17-000168	1	Imad Samhat	V.P Operations	2017-05-10
0001665160-17-000170	3	Parvathy Sreekunar	Operations Associate	2017-05-10
0001665160-17-000170	2	Imad Samhat	VP of Operations	2017-05-10
0001665160-17-000170	1	Sunil Vallath	CEO	2017-05-10
0001665160-17-000168	3	Parvathy Sreekumar	Operations Associate	2017-05-10
0001665160-17-000168	2	Sunil Vallath	Founder and CEO	2017-05-10
0001665160-17-000174	3	Parvathy Sreekumar	Operations Associate	2017-05-10
0001665160-17-000174	2	Sunil Vallath	Founder and CEO	2017-05-10
0001665160-17-000174	1	Imad Samhat	V.P Operations	2017-05-10
0001701604-17-000001	1	Sky Wegman	Member	2017-05-10
0001703108-17-000008	1	/s/ James Treneman	Manager	2017-05-10
0001691341-17-000008	1	/s/ Megan Summers	Manager	2017-05-10
0001691341-17-000008	2	/s/ Anthony Wood	Owner/Creative Director	2017-05-10
0001669191-17-000055	2	Michelle Fournier	Principal Financial Officer	2017-03-07
0001669191-17-000055	1	Michelle Fournier	Principal Executive Officer	2017-03-07
0001669191-17-000055	3	Michelle Fournier	Principal Accounting Officer	2017-03-07
0001670254-17-000116	1	Lizzy Boelter	Chef & Owner	2017-05-09
0001690888-17-000003	1	Arshad Hisham Acharathu Parakkatu Mahal	CEO	2017-05-09
0001696861-17-000002	2	Jonathan Brinsden	Director and Executive Vice President	2017-05-08
0001696861-17-000002	3	Stephen J. Bryant	Vice President	2017-05-08
0001665160-17-000165	2	Joseph Marcello	Board of Directors	2017-05-08
0001665160-17-000165	3	Sean Patrick Fahey	CEO	2017-05-08
0001696861-17-000002	1	Bradley R. Freels	Director and President	2017-05-08
0001665160-17-000165	1	Chris Kerzich	Board of Directors	2017-05-08
0001670254-17-000114	4	Geoffrey McDonnell O'Keeffe	Director	2017-05-04
0001670254-17-000114	3	Kimberly Anne Riether Coupounas	Director, B Lab	2017-05-04
0001670254-17-000114	2	Anne Marady	BoardifDirectors	2017-05-04
0001670254-17-000114	1	Thomas H Vogl, Jr	Board Member	2017-05-04
0001675554-17-000001	1	Preston Swincher	Chief Executive Officer	2017-05-08
0001705954-17-000001	1	Martha Hernandez	CEO, President, CFO and Director	2017-05-08
