ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-17-000224	1	Xcraft Enterprises, LLC	JD Claridge	CEO and Co-Founder
0001670254-17-000170	1	Neurohacker Collective, LLC	Jordan Greenhall	CEO
0001695121-17-000004	1	Sievent, LLC	Manny Fernandez	CEO
0001644600-17-000128	1	CHRGR Inc.	John Mullin	CEO
0001695166-17-000004	1	Phrame, Inc.	Manny Fernandez	CEO
0001704091-17-000003	1	360913 S Saratoga LLC	Jonathan Tate	Member
0001665160-17-000223	1	Next Future Transportation Inc.	Tommaso Gecchelin	CTO
0001665160-17-000222	1	Mi Ola, Inc	Helena Fogarty	Founder and CEO
0001644600-17-000125	1	WhereBy.Us Enterprises, Inc	Christopher K Sopher	Principal Executive Officer
0001665160-17-000221	1	Next Future Transportation Inc.	Tommaso Gecchelin	CTO
0001686564-17-000008	1	LGBT Weddings, Inc.	Kimberly Vaughan	CEO
0001445866-17-000869	1	Bluurp, Inc	Darell Austin, Jr	CEO
0001670254-17-000166	1	OODLES CORPORATION	Asheesh Barman	Co-Founder, President & COO
0001670254-17-000168	1	Quila Maria's Tequila Ria, LLC	Jesse Lee Carrigan	FOUNDER,MANAGING MEMBER. US.
0001665160-17-000220	1	K-Lawyers	Aviv Hillo	Founder, CEO
0001644600-17-000123	1	Jauvtis Engineering, Inc.	Nathan Jauvtis	Principal Executive Officer
0001665160-17-000218	1	K-Lawyers	Aviv Hillo	Founder, CEO
0001708099-17-000001	1	CF0006, LLC	Manfred Sternberg	President of Manager, ACSI
0001644600-17-000121	1	Count It Labs Inc.	Oliver Ryan	CEO
0001701184-17-000004	1	Bat Country, LLC	Sky Wegman	Member
0001644600-17-000119	1	Count It Labs Inc.	Oliver Ryan	Chief Executive Officer
0001665160-17-000214	1	Filmio	Ian LeWinter	President
0001213900-17-006413	1	SNAPWIRE MEDIA, INC.	/s/ CHAD NEWELL	Chief Executive Officer
0001670254-17-000163	1	VAUTE COUTURE, INC.	Leanne Mai Ly Hilgart	President
0001709126-17-000001	1	Hear My Voice, Inc.	Steven M. Kip	Chief Operating Officer
0001686564-17-000007	1	LGBT Weddings, Inc.	Kimberly Vaughan	CEO
0001708725-17-000002	1	Chirrp, Inc.	Mallesh Murugesan	CEO & CO-Founder
0001670254-17-000159	1	CinemaDraft, LLC	Edwardo Jackson	CEO & Founder
0001670254-17-000161	1	PAYROLL4FREE.COM, LLC	Marta Mendizabal	VP & COO
0001557286-17-000006	1	Napa Valley Limoncello Co, LLC	Arthur Hartunian	Managing Member, Master Spirits Maker
0001684321-17-000005	1	Italian Cafe, LLC	Christy J. Jepson	Manager
0001684321-17-000004	1	Italian Cafe, LLC	Christy J. Jepson	Manager
0001644600-17-000117	1	Swiftmile, inc	Colin Roche	CEO
0001644600-17-000115	1	NowRx, Inc.	Cary Breese	CEO
0001665160-17-000211	1	Vibrant TV	Jon Bottorff	CFO
0001669191-17-000071	1	chronability, inc	Nizar Taki MD	Principal Executive Officer
0001706939-17-000001	1	kulaBrands, Inc.	Peter Gantner	President
0001687516-17-000003	1	Corsica Innovations, Inc.	Jonathan Ofir	CEO
0001670254-17-000157	1	Avua Corporation	Nathan Whitehouse	CEO
0001670254-17-000156	1	Minds Inc.	Bill Ottman	CEO
0001687688-17-000006	1	Your Active World Holdings, Inc.	Elizabeth Bambach	CEO
0001705517-17-000001	1	Herbal Compliance, CO	/s/ Charles Carpenter	CEO
0001522456-17-000005	1	Portalarium, Inc.	Richard Garriott de Cayeux	Founder and CEO
0001665160-17-000207	1	Sondors Electric Car Co	Storm Sondors	Chief Electric Officer and CEO
0001686564-17-000006	1	LGBT Weddings, Inc.	Kimberly Vaughan	CEO
0001686564-17-000005	1	LGBT Weddings, Inc.	Kimberly Vaughan	CEO
0001644600-17-000113	1	Traveling Spoon	Stephanie Lawrence	Co-Chief Executive Officer and Director
0001669191-17-000070	1	VirZOOM, Inc.	Eric  Janszen	Principal Executive Officer
0001665160-17-000206	1	Vios Nutrition, Inc.	Brock Agee	President, COO, Director
0001644600-17-000110	1	Trikke Tech Inc.	Jose Gildo Beleski	Principal Executive Officer
0001669191-17-000069	1	SpaceoutVR, Inc.	V Owen  Bush	Principal Executive Officer
0001670254-17-000147	1	NIGHT FLIGHT, INC.	Stuart S Shapiro	Founder and CEO
0001522456-17-000003	1	Portalarium, Inc.	Richard Garriott de Cayeux	Founder and CEO
0001665160-17-000205	1	Alkane Truck Company, Inc	Robert Smith III	CEO,CFO, Director
0001669191-17-000068	1	Master Renovations Associates, LLC	Daniel Wielhouwer	Principal Executive Officer
0001670254-17-000145	1	CAVU Biotherapies, Inc.	Colleen Marie O'Connor	Founder and CEO
0001670254-17-000143	1	Asanda Air II LLC	Gene Frisco	CEO and Managing Member
0001644600-17-000108	1	CHRGR Inc.	John Mullin	CEO
0001670254-17-000141	1	Buying Collective Holdings Incorporated	Rod Smith	CEO
0001670254-17-000139	1	Block Chaser, Inc	David O'Hara	CEO
0001669191-17-000067	1	nFlate, Inc.	Joseph Monastiero	Principal Executive Officer
0001670254-17-000137	1	Chatter, LLC	Pasha King	CEO
0001665160-17-000204	1	Vios Nutrition, Inc.	Brock Agee	President, COO, Director
0001665160-17-000201	1	GRACEDBYGRIT	Kimberly Caccavo	Founder/CEO
0001665160-17-000199	1	Zoi, Inc.	Bryan Lorden	CEO
0001644600-17-000105	1	Likeable Local Inc.	C. David Kerpen	Chief Executive Officer
0001706950-17-000003	1	Bravo Bunny LLC	Mychal Simka	Sole Manager, CEO, and President
0001644600-17-000102	1	GeoOrbital Inc.	Michael Burtov	Chief Executive Officer
0001665160-17-000197	1	Los Angeles SuperStars	Mark Scoggins	Chairman and CEO
0001670254-17-000134	1	iGenApps Inc.	Norman Ortiz	CEO
0001644600-17-000098	1	Level Therapy General Corp	Dan Miller	Chief Executive Officer
0001670254-17-000131	1	Cigloo, Inc.	Hadar Eshel	CEO & Co- Founder
0001665160-17-000194	1	qaZING, Inc.	Jason N. Garland	CEO
0001670254-17-000128	1	Welcome2 Inc.	Joe Blunda	CEO
0001701417-17-000004	1	Red Diamond Yoga 3500 LLC	Arlene Utal	President of Utal Yoga Corporation, its manager
0001644600-17-000096	1	Crema Co.	Tyler Tate	CEO
0001670254-17-000127	1	Happy Tax Holding Corp	Mario Costanz	CEO
0001698596-17-000004	1	JRC Enterprises LLC. DBA Dental Fix RX	Ryan Clark	Manager
0001670254-17-000126	1	Scrap Connection, Inc.	Chris Yerbey	Founder & CEO
0001670254-17-000125	1	Chicago Steak Company, Inc.	Tom Tsitouris	President
0001695816-17-000001	1	FenSens, Inc	/andy karuza/	CEO
0001644600-17-000094	1	Crema Co.	Tyler Tate	CEO
0001691477-17-000006	1	Cornerstone Kids, Inc.	Lynne Fleming	CEO
0001691477-17-000005	1	Cornerstone Kids, Inc.	Lynne Fleming	CEO
0001694994-17-000010	1	Big Cheese, Inc.	/s/Alfonso J. Cervantes	Executive Chairman
0001694994-17-000009	1	Big Cheese, Inc.	/s/Alfonso J. Cervantes	Executive Chairman
0001706216-17-000001	1	Noise Makers Studios	/s/ Jordan Samson	CEO
0001665160-17-000193	1	Niveau Brands Inc.	Elliott Johnson	CEO
0001704250-17-000001	1	Dumpling Bros, LLC	John Kang	Managing Member
0001665160-17-000190	1	Yonduur	Deanna Hodges	President
0001672227-17-000003	1	SMART RX SYSTEMS INC	Michael Scillia	Corporate Secretary
0001705130-17-000002	1	FETCHFIND, LLC	Jamie Migdal	CEO
0001213900-17-005172	1	K-LAWYERS, INC.	/s/ AVIV HILLO	CEO
0001695370-17-000003	1	Intero Restaurant LLC	Ian Thurwachter	Manager
0001687688-17-000005	1	Your Active World Holdings, Inc.	Elizabeth Bambach	CEO
0001669191-17-000065	1	Caylent, Inc.	Joseph La Torre	Principal Executive Officer
0001670254-17-000123	1	Happy Tax Holding Corp	Mario Costanz	CEO
0001665160-17-000187	1	Sondors Electric Car Company	Storm Sondors	Chief Electric Officer and CEO
0001669191-17-000066	1	Sidekick Technologies, Inc.	Alex Arata	Principal Executive Officer
0001669191-17-000064	1	SpaceoutVR, Inc.	V Owen  Bush	Principal Executive Officer
0001669191-17-000059	1	1787 Financial Corporation, Inc.	Jean Borno	Principal Executive Officer
0001670254-17-000121	1	PAYROLL4FREE.COM, LLC	Marta Mendizabal	VP & COO
0001665160-17-000186	1	Exploride	Sunil Vallath	Founder and CEO
0001644600-17-000091	1	Made on Main	Philip Vidal	CEO
0001670254-17-000120	1	Motoroso, Inc.	Alex Littlewood	Founder & CEO
0001670254-17-000119	1	PlantSnap Inc.	Eric Ralls	CEO
0001706024-17-000002	1	GoSun Inc.	Patrick Sherwin	Chief Executive Officer
0001670254-17-000118	1	Grease Box, LLC	Lizzy Boelter	Chef & Owner
0001687688-17-000004	1	Your Active World Holdings, Inc.	Elizabeth Bambach	CEO
0001701604-17-000004	1	Reimagining The Thing Formerly Known as The Box LLC	David Huth	Partner
0001665160-17-000181	1	Caleigh and Clover Inc.	Richard Ashbee	President, Secretary, Treasurer and Director
0001665160-17-000168	1	Exploride	Sunil Vallath	CEO
0001665160-17-000174	1	Exploride	Sunil Vallath	Founder and CEO
0001665160-17-000170	1	Exploride, Inc.	Sunil Vallath	CEO
0001701604-17-000001	1	Bat Country, LLC	Sky Wegman	Member
0001703108-17-000008	1	Lab Cat Games LLC	/s/ James Treneman	Manager
0001691341-17-000008	1	Damsel Productions LLC	/s/ Megan Summers	Manager
0001669191-17-000055	1	New Slobbr, LLC	Michelle Fournier	Principal Executive Officer
0001670254-17-000116	1	Grease Box, LLC	Lizzy Boelter	Chef & Owner
0001690888-17-000003	1	InGen Dynamics, Inc.	Arshad Hisham Acharathu Parakkatu Mahal	CEO
0001665160-17-000165	1	WindowMirror	Sean Patrick Fahey	CEO
0001696861-17-000002	1	CS Porters Partners, LP	Stephen J. Bryant	Vice President of CS Porters Inc., its General Partner
0001670254-17-000114	1	My Trail Company, PBC	Demetri Coupounas	CEO
0001675554-17-000001	1	Vigilante Gaming Bar, LLC	Preston Swincher	Chief Executive Officer
0001705954-17-000001	1	madeBOS, Inc	Martha Hernandez	CEO
0001680041-17-000001	1	Maternova, Inc.	Margaret E. Wirth	CEO
0001669191-17-000051	1	dotSport LLC	Ronald Andruff	Principal Executive Officer
0001686564-17-000004	1	LGBT Weddings, Inc.	Kimberly Vaughan	CEO
0001670254-17-000107	1	CrowdMed, Inc.	Jared Heyman	CEO
0001670254-17-000111	1	Sam Lee Laundry LLC	David Gluck	Producer & General Manager
0001670254-17-000113	1	Comic Blitz LLC	Jordan Plosky	CEO
0001670254-17-000112	1	Happy Tax Holding Corp	Mario Costanz	CEO
0001670254-17-000110	1	Sam Lee Laundry LLC	David Gluck	Producer & General Manager
0001664957-17-000009	1	madeBOS, Inc	Martha Hernandez	CEO
0001670254-17-000104	1	XtractMor, Inc	Douglas G Mancosky	CEO
0001705463-17-000001	1	Darling Media, Inc.	/s/ Steve Dubbeldam	President
0001670254-17-000102	1	Minds Inc.	Bill Ottman	CEO
0001644600-17-000089	1	Juhi LLC	Juhi Singh	CEO
0001625242-17-000015	1	SecurShade INC	Gordon Clements	Presidnet
0001670254-17-000100	1	VoiceVoice, Inc. dba MaestroConference	Brian Burt	Founder/CEO
0001665160-17-000161	1	AnJeDa Fitness, Inc.	Angela Lee	CEO and Co Founder
0001644600-17-000087	1	Laugh Radio	David Scott	Chief Executive Officer
0001669191-17-000049	1	Sidekick Technologies, Inc.	Alex Arata	Principal Executive Officer
0001665160-17-000159	1	Vyllage	Laura A. Borland	President and Co-Founder
0001670254-17-000098	1	DirectCare, Inc.	Philip Klaparda	CEO
0001665160-17-000155	1	DNX7 Foods LLC	John Rooney	CEO
0001644600-17-000085	1	Laugh Radio	David Scott	Chief Executive Officer
0001644600-17-000083	1	FenSens, Inc	Andrew Karuza	CEO
0001670254-17-000096	1	Sam Lee Laundry LLC	David Gluck	Producer & General Manager
0001665160-17-000153	1	Hylete	Ron Wilson	Co-Founder, CEO
0001705496-17-000001	1	Stanley Grove LLC	Lu Yang	Managing Member
0001665160-17-000151	1	ITFT, INC.	Matthew Godley	Founder and CEO
0001665160-17-000152	1	Bargible Inc.	Emett Stone	CEO
0001665160-17-000150	1	Jauvtis Engineering, Inc.	Dr. Nathan Jauvtis	Principal Accounting Officer, Principal Financial Officer and Director
0001477932-17-002043	1	WOLFPRINT 3D INC	/s/ Timmu Toke	Chief Executive Officer
0001667014-17-000002	1	Big Brother Holding Company, LLC	John Lustina	President
0001665160-17-000149	1	Gotham Ballers, Inc.	Carl George	CEO
0001702939-17-000003	1	Ondello, Inc.	Mark Hadfield	CEO
0001694994-17-000008	1	Big Cheese, Inc.	/s/Alfonso J. Cervantes	Executive Chairman
0001493152-17-004639	1	Baqua Inc.	/s/ Sandra Marlowe	Chief Executive Officer
0001684972-17-000002	1	Two A&H Entertainment, LLC	Hugo Gamboa	Manager
0001670254-17-000089	1	TAXA Biotechnologies Inc	Antony Evans	CEO
0001573591-17-000002	1	Sol Boards, Inc.	Jaden Levitt	Controller
0001684972-17-000003	1	Collective HTX, LLC	Thuy-My Luong	Chief Executive Officer
0001670254-17-000091	1	VetPronto - Mobile Veterinarians Inc.	Joe Waltman	CEO
0001670254-17-000094	1	MilTec Platform, Inc.	Tanya Flynn	Product Development Director
0001206774-17-001525	1	Gotham Ballers, Inc.	/s/ CARL GEORGE	CEO
0001670254-17-000093	1	Scrap Connection, Inc.	Chris Yerbey	Founder & CEO
0001647869-17-000001	1	RaceYa, Inc.	Abigail Edgecliffe-Johnson	Chief Executive Officer
0001665160-17-000148	1	Green Sense Farms, LLC	Robert Colangelo	CEO and Founding Farmer
0001694974-17-000003	1	Field Guide to Evil, LLC	/s/ James Shapiro	Manager and Principal Officer and Principal Accounting Officer
0001644600-17-000080	1	MF Fire, Inc.	Paul LaPorte	CEO and Director
0001684972-17-000001	1	Flying Nun Collective, LLC	Jessica Hughes	Manager
0001670254-17-000088	1	Beta Bionics, Inc.	Edward Damiano	CEO
0001699129-17-000002	1	Chores R Us LLC	Adam Cisek	Finance Director
0001674180-17-000002	1	Native Hostel Austin LLC	Antonio T. Madrid	Manager
0001678705-17-000001	1	One Technologies, Inc	William Bonhorst	Co-Founder and CEO
0001691774-17-000003	1	Texas Zebo, L.L.C.	John Long	Manager
0001690042-17-000002	1	BeatStars Inc.	Ibrahim Batshon	CEO
0001690909-17-000003	1	Ellison Eyewear, Inc	Aristotle Loumis	Chief Executive Officer
0001647487-17-000002	1	Republic Restoratives LLC	Pia Carusone	Owner
0001697047-17-000004	1	Tasty Minstrel Games, LLC	/s/ Michael Mindes	CEO, Co-Founder
0001691774-17-000002	1	Texas Zebo, L.L.C.	/s/ John Long	Managing Partner
0001696993-17-000003	1	ALCHEMA INC.	/s/ Chingyen Chang	CEO, President and Treasurer
0001644600-17-000079	1	Alkane Truck Company, Inc	Robert Smith III	CEO,CFO, Director
0001684715-17-000001	1	Sugar Refinery, LLC	Amrita Karnani	President
0001664526-17-000003	1	PLAY IMPOSSIBLE CORP	Brian Monnin	CEO
0001571049-17-004254	1	Vios Nutrition, Inc.	/s/ Brock Agee	President, COO, Director
0001676480-17-000001	1	Brewer's Table - East Austin, LLC	Ali Sabzevari	Manager
0001656615-17-000003	1	qaZING, Inc.	Jason N. Garland	Chief Executive Officer
0001144204-17-023611	1	ITFT, INC.	/s/ Matthew Godley	Founder & CEO
0001644600-17-000077	1	Hylete	Ron Wilson	Co-Founder, CEO
0001611945-17-000002	1	Art Craft Entertainment, Inc.	J. Todd Coleman	CEO and Secretary
0001674421-17-000002	1	Bloomery Investment Holdings, LLC	Linda S. Losey	Member and COO
0001699129-17-000001	1	Chores R Us LLC	Adam Cisek	Finance Director
0001665160-17-000147	1	Alkane Truck Company, Inc	Robert Smith, III	CEO, CFO, Secretary
0001644600-17-000074	1	GoFish Cam, Inc.	Brandon Jason Austin	Chief Executive Officer
0001684220-17-000002	1	Community Ventures	Jennifer Kassan	President
0001679373-17-000002	1	Farm From a Box Inc.	Scott Stewart Thompson	President
0001679372-17-000001	1	Youngry, LLC	Ash Kumra	President
0001688072-17-000002	1	GOODMEETS, INC	Eve Peters	President and CEO
0001688786-17-000001	1	Jetpack Aviation Corp	/David Mayman/	CEO
0001699630-17-000006	1	Angelei, llc	Marcie McGovern	Manager
0001693526-17-000006	1	Skillmil, Inc.	Noel Gonzalez	President and CEO
0001670254-17-000084	1	FAFCO, INC.	Robert Leckinger	President & CEO
0001669191-17-000046	1	Lawrence Hunt Fashion, Inc.	Jeffrey Schattner	President and CEO
0001206774-17-001500	1	Gotham Ballers, Inc.	/s/ CARL GEORGE	CEO
0001669191-17-000047	1	Kindred Brands, Inc.	Andy Fox	CEO
0001670254-17-000079	1	WhiteClouds Inc.	Jerry Ropelato	Chief Executive Officer
0001669191-17-000045	1	Court Innovations Inc	MJ Cartwright	CEO
0001665160-17-000144	1	qaZING, Inc.	Jason Garland	CEO
0001704461-17-000001	1	cPay LLC	Jon Underwood	Manager
0001665160-17-000145	1	AnJeDa Fitness, Inc.	Angela Lee	CEO and Co Founder
0001670254-17-000082	1	Brewtex LLC	Carl Braun	Co Founder
0001670254-17-000081	1	Ridgemont Outfitters, Inc.	Alex Hall	CEO
0001670254-17-000085	1	Designer Solutions Inc.	Heather Gillette	CEO
0001665160-17-000146	1	Niveau Brands, Inc.	Elliott Johnson	CEO
0001670254-17-000078	1	Powell Development Group, Inc.	Charles Powell	Founder and CEO
0001670254-17-000076	1	Charron Favreau L.L.C.	Kurt Charron	President
0001690888-17-000002	1	InGen Dynamics, Inc.	Arshad Hisham Acharathu Parakkatu Mahal	CEO
0001656615-17-000002	1	qaZING, Inc.	Jason N. Garland	Chief Executive Officer
0001670254-17-000074	1	Texas Beer Company LLC	Ian Davis	Co-Founder and CEO
0001670254-17-000073	1	Hawaiian Ola Brewing Corporation	Brett Jacobson	CEO
0001694994-17-000006	1	Big Cheese, Inc.	/s/Alfonso J. Cervantes	Executive Chairman
0001672227-17-000002	1	SMART RX SYSTEMS INC	Michael Scillia	Corporate Secretary
0001644600-17-000071	1	PT Motion Works, Inc.	Bryan Pate	CEO
0001644600-17-000069	1	SEPARATE.US	Sandro Tuzzo	CEO
0001670254-17-000072	1	Ohos, Inc.	David Needham	CEO
0001651835-17-000001	1	Cleveland Whiskey LLC	Tom Lix	CEO
0001669191-17-000044	1	Zelgor Inc	John Fanning Jr	Principal Executive Officer
0001669191-17-000042	1	Zelgor Inc	John Fanning Jr	Principal Executive Officer
0001644600-17-000067	1	Traveling Spoon	Stephanie Lawrence	Co-Chief Executive Officer and Director
0001665160-17-000143	1	AnJeDa Fitness, Inc.	Angela Lee	CEO
0001693526-17-000005	1	Skillmil, Inc.	Noel Gonzalez	President and CEO
0001656615-17-000001	1	qaZING, Inc.	Jason N. Garland	Chief Executive Officer
0001665160-17-000142	1	Next Future Transportation	Tommaso Gecchelin	CTO
0001670254-17-000070	1	Do., LLC	Heather McDougall	Chief Manager
0001670254-17-000069	1	One Technologies, Inc.	William Bonhorst	CEO
0001665160-17-000139	1	Jetpack Aviation Corp	David Mayman	CEO
0001665160-17-000140	1	Better World Spirits Inc	Wade Keech	CEO and Philanthropic Spirit
0001670254-17-000071	1	Urban Juncture, Inc.	Bernard Loyd	President
0001701418-17-000005	1	BlueHollar, LLC	/s/ Kalen Barker	CEO
0001683872-17-000004	1	Sondors Electric Car Co	/Storm Sondors/	CEO
0001691477-17-000004	1	Cornerstone Kids, Inc.	Lynne Fleming	CEO
0001704091-17-000001	1	360913 S Saratoga LLC	Jonathan Tate	Member
0001691341-17-000007	1	Damsel Productions LLC	/s/ Megan Summers	Manager
0001703108-17-000007	1	Lab Cat Games LLC	/s/ James Treneman	Manager
0001670254-17-000066	1	ZipZap, Inc.	Alan Safahi	CEO
0001670254-17-000068	1	Comic Blitz LLC	Jordan Plosky	CEO
0001644600-17-000064	1	Legion M Entertainment, Inc.	Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer and Treasurer
0001670254-17-000065	1	Somogyi AgTech LLC dba Anikona Farm	Chris Somogyi	President
0001670254-17-000064	1	Somogyi AgTech LLC dba Anikona Farm	Chris Somogyi	President
0001693725-17-000001	1	Instaparty, LLC	/s/ Liam Hayden	CEO
0001670254-17-000062	1	Rental Marketplace, LLC	Elias Chavando	President & CEO
0001691942-17-000004	1	Voyage Media Inc.	Nat Mundel	Chief Executive Officer
0001644600-17-000062	1	Flickswitch LLC	David Vatz	Chief Financial Officer
0001670254-17-000060	1	Somogyi AgTech LLC dba Anikona Farm	Chris Somogyi	President
0001695260-17-000005	1	Claims Detectives, Inc.	Byron Holmes	CEO
0001670254-17-000058	1	Powur, PBC	Andrew Wilson	CFO
0001665160-17-000137	1	InGen Dynamics, Inc.	Arshad Hisham	CEO and Founder
0001683872-17-000001	1	Sondors Electric Car Co	/Storm Sondors/	Chief Executive Officer
0001703991-17-000001	1	FUGU, Inc.	Larry Cornell	CEO
0001665160-17-000138	1	Storiad, Inc.	Nathan Tyler	Technology Lead
0001665160-17-000135	1	MI OLA	Helena Fogarty	CEO and Founder
0001665160-17-000132	1	Storiad, Inc.	Ramzi Hajj	President, CEO
0001703784-17-000001	1	HEMP VOICE INC	Daniel L Stanton	CEO President
0001665160-17-000129	1	Next Future Transportation	Tommaso Gecchelin	CTO
0001704205-17-000002	1	Ideal Conceal, Inc.	Kirk Kjellberg	CEO
0001674439-17-000006	1	NextRX Inc.	Ralf-Rainer von Albedyhll	CEO
0001701417-17-000003	1	Red Diamond Yoga 3500 LLC	Arlene Utal	President of Utal Yoga Corporation, the manager
0001691477-17-000003	1	Cornerstone Kids, Inc.	Lynne Fleming	CEO
0001670254-17-000057	1	MySwimPro, Inc.	Fares Ksebati	CEO
0001644600-17-000059	1	Flickswitch LLC	David Vatz	Chief Financial Officer
0001644600-17-000056	1	GoFish Cam, Inc.	Brandon Jason Austin	Chief Executive Officer
0001665160-17-000125	1	Insta Slim, Inc.	Eemaan Jalili	CEO and Director
0001695260-17-000004	1	Claims Detectives, Inc.	Byron Holmes	CEO
0001695260-17-000003	1	Claims Detectives, Inc.	Byron Holmes	CEO
0001669191-17-000040	1	G WIZICON Technologies, Inc.	Herbert Gibson	Principal Executive Officer
0001703108-17-000006	1	Lab Cat Games LLC	/s/ James Treneman	Manager
0001691341-17-000006	1	Damsel Productions LLC	/s/ Megan Summers	Manager
0001680382-17-000004	1	PANEX KENZAM Ltd	Jacob N. Maaga	Chief Executive Officer
0001697680-17-000001	1	Biopropulsion, LLC	Thom Gambaro	Manager
0001670254-17-000056	1	MilTec Platform, Inc.	Tanya Flynn	Product Development Director
0001687688-17-000002	1	Your Active World Holdings, Inc.	Elizabeth Bambach	CEO/President
0001665160-17-000122	1	That Christmas Movie	Jay Kogen	Executive Producer
0001665160-17-000119	1	xCraft	JD Claridge	CEO and Co-Founder
0001703108-17-000005	1	Lab Cat Games LLC	/s/ James Treneman	Manager
