ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001665160-19-000731	1	Sarita Ekya	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-06-25
0001665160-19-000730	1	Quincy Acklen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-06-25
0001665160-19-000729	1	Calvin Wiese	CEO, Principal Executive Officer, Director, Principal Financial Officer, Principal Accounting Officer	2019-06-25
0001778787-19-000002	1	David Heimbuch	Founder / CEO	2019-06-25
0001779469-19-000001	1	Brock Heasley	CEO	2019-06-25
0001665160-19-000728	3	Bobbi Hull	Vice President, Secretary, and Director	2019-06-24
0001665160-19-000728	1	Anthony Diagostino	Treasurer, Principal Financial Officer, Principal Accounting Officer and Director	2019-06-24
0001665160-19-000728	2	Karen St. Hilaire	CEO, Principal Executive Officer and Director	2019-06-24
0001665160-19-000726	1	Jason Giddings	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-06-24
0001780348-19-000001	1	Kathleen Peake	Owner	2019-06-24
0001741274-19-000001	1	Idicula Mathew	CEO	2019-06-24
0001665160-19-000724	1	Duncan Parker	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-06-24
0001665160-19-000720	1	Vincent Meyer	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-06-24
0001733443-19-000001	3	Matthew Faraci	COO	2019-06-24
0001733443-19-000001	1	Derral Eves	CEO	2019-06-24
0001733443-19-000001	2	Dallas Jenkins	CCO	2019-06-24
0001670254-19-000397	1	Dea Wilson	CEO and Founder	2019-06-20
0001665160-19-000719	1	Max Weissberg	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-06-21
0001778787-19-000001	1	David Heimbuch	Founder / CEO	2019-06-21
0001665160-19-000718	1	Diana Sabacinski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-06-21
0001769210-19-000003	1	Jose Bernardo De La Vega	President, Secretary, Treasurer, & Sole Director	2019-06-21
0001769210-19-000002	1	Jose Bernardo De La Vega	President, Secretary, Treasurer, & Sole Director	2019-06-20
0001776715-19-000003	1	Adam Carolla	Manager	2019-06-20
0001765507-19-000006	1	Maria Cabuquit	CEO	2019-06-20
0001665160-19-000715	1	Mark Daniel Farb	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-06-20
0001665160-19-000713	1	Diana Sabacinski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-06-19
0001665160-19-000710	1	Paul Hobbs	CEO, Principal Executive Officer and Director	2019-06-19
0001665160-19-000710	2	Vernon Turner	Principal Financial Officer and Principal Accounting Officer and Director	2019-06-19
0001665160-19-000709	1	Allan Grosvenor	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-06-19
0001665160-19-000708	1	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary, and Principal Accounting Officer	2019-06-19
0001731197-19-000004	1	John Lin	CEO, principal executive officer, principal financial officer, principal accounting officer	2019-06-18
0001731197-19-000004	2	Justin Messina	CTO	2019-06-18
0001669191-19-000206	3	Jason Brown	Principal Accounting Officer	2019-04-10
0001669191-19-000206	4	Jeff Vanderpol	Board Member	2019-04-10
0001669191-19-000206	5	Dr. David Jensen	Board Member	2019-04-10
0001669191-19-000206	6	Stephen Wilson	Board Member	2019-04-10
0001669191-19-000204	7	Chris Anderson	Board Member	2019-03-05
0001669191-19-000206	8	Ryan  Beckman	Board Member	2019-04-10
0001669191-19-000206	9	Kirk Layne	Board Member	2019-04-10
0001669191-19-000204	1	Chris Anderson	Principal Executive Officer	2019-03-05
0001669191-19-000204	2	Chris Anderson	Principal Financial Officer	2019-03-05
0001669191-19-000204	3	Chris Anderson	Principal Accounting Officer	2019-03-05
0001669191-19-000204	4	John Preston	Board Member	2019-03-06
0001669191-19-000204	5	Shad Azimi	Board Member	2019-03-05
0001669191-19-000204	6	Roger  Berry	Board Member	2019-03-05
0001669191-19-000206	2	Jason Brown	Principal Financial Officer	2019-04-10
0001669191-19-000206	1	Jason Brown	Principal Executive Officer	2019-04-10
0001669191-19-000206	7	Jason Brown	Board Member	2019-04-10
0001665160-19-000707	1	Mike Azzarello	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-06-17
0001665160-19-000707	4	Ray Gedert	Director	2019-06-17
0001665160-19-000707	3	George LeBeau	Director	2019-06-17
0001665160-19-000707	2	Bruce Sawhill, PhD	CTO and Director	2019-06-17
0001665160-19-000703	4	Ray Gedert	Director	2019-06-17
0001665160-19-000703	3	George LeBeau	Director	2019-06-17
0001665160-19-000703	2	Bruce Sawhill, PhD	CTO and Director	2019-06-17
0001665160-19-000703	1	Mike Azzarello	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-06-17
0001665160-19-000701	1	Darius Grandberry	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-06-14
0001719575-19-000005	1	/s/ Henry Finkelstein	CEO	2019-06-14
0001665160-19-000699	1	Aja Atwood	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-06-14
0001670254-19-000390	3	Rainford Knight	CFO	2019-05-30
0001670254-19-000390	4	Steven Smith	Founder and CEO	2019-05-30
0001670254-19-000395	1	Alvaro Sabido	CTO + Co-Founder	2019-06-13
0001670254-19-000395	2	Maxeme Tuchman	CEO + Co-Founder	2019-06-13
0001669191-19-000202	1	Craig Bouchard	Principal Executive Officer	2019-01-23
0001669191-19-000202	2	Julio  Ramirez	Principal Financial Officer	2019-01-23
0001669191-19-000202	3	Charles Price	Board Member	2019-01-23
0001669191-19-000202	4	Norton Schwartz	Board Member	2019-01-23
0001669191-19-000202	5	Michael Porter	Board Member	2019-01-23
0001669191-19-000202	6	John  Preston	Board Member	2019-01-23
0001669191-19-000202	7	Christopher Schuh	Board Member	2019-01-23
0001669191-19-000202	8	Craig Bouchard	Board Member	2019-01-23
0001665160-19-000697	1	Daniel Rubano	CEO,  Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-06-13
0001665160-19-000697	2	Lawrence M. Drake II, Ph.D.	Director	2019-06-13
0001670254-19-000392	1	Thomas Fanelli	Founder/CEO	2019-06-13
0001670254-19-000390	1	Sara Sherbondy	Chief Operating Officer	2019-05-31
0001670254-19-000390	2	Iselgis Garcia	Director	2019-05-30
0001670254-19-000385	2	Josh Simons	Co-founder and CEO	2019-06-11
0001670254-19-000385	1	Russell Colman	Treasurer	2019-06-12
0001770563-19-000002	1	Meghan Pohl	Owner	2019-06-13
0001779281-19-000001	1	JAMES SOUTHWOOD	FOUNDER	2019-06-13
0001767357-19-000003	1	Edward Glicken	CEO	2019-06-13
0001668287-19-000024	1	John Crockett	Owner	2019-06-12
0001773359-19-000002	1	/s/ Adam Berry	CEO	2019-06-12
0001774041-19-000003	1	Katherine Stillwell	CEO and sole Director	2019-06-12
0001665160-19-000695	1	Andy Powell	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-06-12
0001665160-19-000695	2	Julie Powell	Manager	2019-06-12
0001778262-19-000001	2	Gordon Feller	Director	2019-06-11
0001778262-19-000001	3	Joe Dignan	Director	2019-06-11
0001778262-19-000001	1	Michael Jansen	CEO, Chairman and Director	2019-06-11
0001766810-19-000003	1	Jeff Chen	CEO	2019-06-11
0001778774-19-000003	2	Payton Jonson	CTO	2019-06-11
0001778774-19-000003	3	Themiya Chandraratna	VP of Product	2019-06-11
0001778774-19-000003	1	Caleb Gilbert	CEO	2019-06-11
0001759355-19-000010	1	Glendon Schuster	CTO, Member, Board of Managers	2019-01-03
0001759355-19-000010	3	Charlie Walch	CEO, Co-Founder	2019-01-03
0001759355-19-000010	2	Barry Goldman	Science Advisor, Co-Founder	2019-01-03
0001665160-19-000693	1	Anthony C. Materna	Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer and Director	2019-06-07
0001665160-19-000693	2	Andrea Morara	President and Director	2019-06-07
0001770281-19-000003	1	Christopher VanBerg	CEO	2019-06-07
0001665160-19-000690	1	Joseph Gangi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-06-07
0001772369-19-000003	1	Bradley McLaughlin	CEO & Chairman	2019-06-07
0001665160-19-000689	1	Giovanni Austin	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2019-06-07
0001776774-19-000002	1	John-Roveen Abante	Manager	2019-06-06
0001776774-19-000002	2	Giovan Cuchapin	Manager	2019-06-06
0001776774-19-000002	3	Mark Pascual	Manager	2019-06-06
0001670254-19-000383	2	Peter Miller	Director	2019-06-04
0001670254-19-000383	3	Tejal Pastakia	Principal	2019-06-04
0001670254-19-000383	4	Harry Matsumoto	Director	2019-06-04
0001670254-19-000383	5	Richard Loo	Director of Real Estate Development	2019-06-04
0001670254-19-000383	6	Susan Boyd	Chief Executive Officer	2019-06-04
0001670254-19-000383	7	Deva Hasson	Director	2019-06-03
0001670254-19-000383	8	Jacqueline Hansen	CFO	2019-06-03
0001670254-19-000383	9	Peter Larsen	Director	2019-06-03
0001670254-19-000383	10	Bart Cima	Member of the Board	2019-06-03
0001670254-19-000383	11	Gabriel F. Grant	Director	2019-06-03
0001670254-19-000383	12	Duane T Leonard	Executive Director	2019-06-03
0001670254-19-000383	13	Alexandra Hudson	EDirector	2019-06-03
0001670254-19-000383	14	Shelly Crocker	Director	2019-06-03
0001670254-19-000383	15	Amy Besunder	Director of Fund Development and Communications	2019-06-03
0001670254-19-000383	1	Marni Wright	Director	2019-06-04
0001766521-19-000002	3	/s/Larry Deville	Chief Operating Officer	2019-06-06
0001766521-19-000002	2	/s/Philip Shen	Chief Executive Officer of PYS Associates, LLC, its Manager	2019-06-06
0001766521-19-000002	1	/s/Philip Shen	Chief Executive Officer	2019-06-06
0001767606-19-000004	1	Michael Varner	CEO	2019-06-06
0001669191-19-000193	1	Chris Anderson	Principal Executive Officer	2019-03-05
0001669191-19-000193	2	Chris Anderson	Principal Financial Officer	2019-03-05
0001669191-19-000193	3	Chris Anderson	Principal Accounting Officer	2019-03-05
0001669191-19-000193	7	Chris Anderson	Board Member	2019-03-05
0001669191-19-000193	4	John Preston	Board Member	2019-03-06
0001669191-19-000193	6	Roger  Berry	Board Member	2019-03-05
0001669191-19-000193	5	Shad Azimi	Board Member	2019-03-05
0001665160-19-000687	1	David Chasasen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-06-06
0001669191-19-000191	4	Tiffany Nguyen	Board Member	2019-04-28
0001669191-19-000191	3	Tiffany Nguyen	Principal Accounting Officer	2019-04-28
0001669191-19-000191	2	Tiffany Nguyen	Principal Financial Officer	2019-04-28
0001669191-19-000191	1	Tiffany Nguyen	Principal Executive Officer	2019-04-28
0001769284-19-000003	2	Thomas Marshall	COO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-06-06
0001769284-19-000003	1	Randall James Bee II	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-06-06
0001666102-19-000017	1	Judson Smedley	Chief Financial Officer	2019-06-06
0001668287-19-000021	1	SHUAIB MITCHELL	Owner	2019-06-06
0001670254-19-000374	1	Matt Miller	Producer	2019-05-31
0001670254-19-000374	2	Paul McCabe	Creator	2019-05-31
0001670254-19-000374	3	Jim Cummings	Director	2019-05-31
0001665160-19-000682	1	Randall Jones	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-06-05
0001665160-19-000680	2	Stuart Kramer	CFO, Principle Financial Officer, Principle Accounting Officer	2019-06-05
0001665160-19-000680	1	Kanwar Singh	CEO, Principal Executive Officer	2019-06-05
0001665160-19-000680	3	Gabriela Vidal-Corrales	Managing Member, Director	2019-06-05
0001683168-19-001803	1	/s/ Charles Feltman	President	2019-06-05
0001767242-19-000003	1	Dave Rothenberg	Chairman, COO	2019-06-04
0001767242-19-000003	2	Matthew Runeare	CEO	2019-06-04
0001742010-19-000003	1	Jennifer Absinthia Vermut	Manager and Sole Member	2019-06-04
0001665160-19-000678	1	Jeff Tacy	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-06-03
0001761676-19-000001	1	Ryan Wallin	Board member	2019-06-03
0001761676-19-000001	2	Chris Anderson	CEO	2019-06-03
0001665160-19-000676	1	Dan Abbate	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-06-03
0001772270-19-000002	1	MARGARET CROWLEY	OWNER	2019-06-03
0001670254-19-000370	1	John Giannopoulos	Owner, Managing Director	2019-05-30
0001670254-19-000368	1	Ryan Vet	founder, CEO	2019-05-29
0001670254-19-000367	1	John Giannopoulos	Owner, Managing Director	2019-05-30
0001670254-19-000372	1	John Giannopoulos	Owner, Managing Director	2019-05-30
0001665160-19-000674	1	Sheri Atwood	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-05-31
0001713366-19-000001	1	Carl Jibril Sulaiman II	CEO	2019-05-31
0001772494-19-000001	1	Andrew Kanakis	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-05-31
0001772494-19-000001	2	Rory Will	President, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-05-31
0001774075-19-000006	3	Randall Lee McGill	Director	2019-05-30
0001665160-19-000671	2	John C Tillger	CFO, Principal Account officer, and Director	2019-05-30
0001665160-19-000671	3	Christian Collucci	Exec VP and Director	2019-05-30
0001665160-19-000671	4	Danny Lyon	Exec VP and Director	2019-05-30
0001774075-19-000006	2	Jeremy Gamble	Director	2019-05-30
0001774075-19-000006	1	Fred McGill	Director	2019-05-30
0001665160-19-000671	1	Ralph Askar	CEO and President	2019-05-30
0001777350-19-000001	2	Joseph Marcus	Managing Director	2019-05-30
0001777350-19-000001	1	David Spinney	Managing Director	2019-05-30
0001771924-19-000002	1	Ilya Kupershmidt	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-05-30
0001666102-19-000016	1	Nathan Zeleznick	Chairman/Chief Executive Officer	2019-05-29
0001773972-19-000001	1	Theresa Quintanilla	CEO	2019-05-30
0001765568-19-000003	2	Joey Rodolfo	Director	2019-05-30
0001765568-19-000003	1	Stacy Bennett	Director	2019-05-30
0001776793-19-000003	1	MATTHEW KAPLAN	FOUNDER & CEO	2019-05-29
0001775091-19-000003	1	Willard L Jackson Jr	CEO	2019-05-29
0001765252-19-000003	1	Neil Biafore	CEO	2019-05-29
0001769270-19-000006	1	Vincent Perri	Owner	2019-05-29
0001776715-19-000002	1	Adam Carolla	Manager	2019-05-28
0001774075-19-000004	3	Randall Lee McGill	Director	2019-05-24
0001774075-19-000004	2	Jeremy Gamble	Director	2019-05-24
0001670254-19-000363	1	Gerrit Coetzee	Founder at Stealth Machine Company	2019-05-21
0001774075-19-000004	1	Fred McGill	Director	2019-05-24
0001669191-19-000188	2	Christopher Lustrino	Principal Financial Officer	2018-09-11
0001669191-19-000188	1	Christopher Lustrino	Principal Executive Officer	2018-09-11
0001669191-19-000188	3	Christopher Lustrino	Principal Accounting Officer	2018-09-11
0001669191-19-000188	4	Christopher Lustrino	Board Member	2018-09-11
0001665160-19-000669	1	Jason Giddings	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-05-24
0001665160-19-000667	1	Linda Farquhar	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-05-24
0001665160-19-000666	1	Adnan Malik	CEO, Director, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer	2019-05-24
0001771924-19-000001	1	Ilya Kupershmidt	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-05-24
0001665160-19-000665	1	Aleksei Ostanin	CEO, Director, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer	2019-05-24
0001774075-19-000003	2	Jeremy Gamble	Director	2019-05-24
0001774075-19-000003	1	Fred McGill	Director	2019-05-24
0001774075-19-000003	3	Randall Lee McGill	Director	2019-05-24
0001421744-19-000003	4	Antonio Carvalho	Director, CEO & CFO	2019-05-23
0001421744-19-000003	1	Anjun K. Bose	President	2019-05-23
0001421744-19-000003	2	Gaetano Scuderi, MD	Director	2019-05-23
0001421744-19-000003	3	Gordon Ramseier	Director	2019-05-23
0001665160-19-000664	3	Anne Kania	Executive Vice President, Director, Treasurer, Principal Accounting Officer, and Principal Financial Officer	2019-05-23
0001665160-19-000664	2	Alicia Pettys	Director	2019-05-23
0001665160-19-000664	1	Bruce Kania	Chief Executive Officer, Principal Executive Officer, Director	2019-05-23
0001774075-19-000001	3	Randall Lee McGill	Director	2019-05-23
0001774075-19-000001	2	Jeremy Gamble	Director	2019-05-23
0001774075-19-000001	1	Fred McGill	Director	2019-05-23
0001717800-19-000001	1	Jen Forman	Founder/CEO	2019-05-22
0001665160-19-000663	1	David M. Michonski	CEO, Principal Executive Officer, and Director	2019-05-23
0001665160-19-000663	2	Linda D. Michonski	Director	2019-05-23
0001665160-19-000663	3	Edward Giardina	Principal Financial Officer, Principal Accounting Officer, and Director	2019-05-23
0001773435-19-000001	1	Julio Garcia	Managing Member of General Partner, ASMK Memorial LLC	2019-05-23
0001773435-19-000001	2	Amber Garcia	Managing Member of General Partner, ASMK Memorial LLC	2019-05-23
0001735180-19-000001	1	Joseph Arbeely	Manager & Co-Founder	2019-05-17
0001735180-19-000001	2	Roveen Abante	Co-Founder	2019-04-29
0001735180-19-000001	3	Michael Chase LoVullo	Co-Founder	2019-05-16
0001665160-19-000662	1	Andrew Schlack	CEO, Principal Executive Officer and Director	2019-05-22
0001665160-19-000662	2	Benjamin Anderson	COO, Principal Financial Officer, Principal Accounting Officer, Director	2019-05-22
0001759348-19-000006	1	Alex Edson	Managing Member, Founder and CEO	2019-05-22
0001665160-19-000659	1	Cornell Christanson	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-05-22
0001665160-19-000658	1	Robert J Freedman	CEO, Principal Executive Officer and Manager	2019-05-22
0001665160-19-000658	2	Coan I Knight	Controller	2019-05-22
0001777400-19-000001	1	JOSE BARRIGA	FOUNDER & CEO	2019-05-22
0001670254-19-000361	2	Jennifer Stanchak	Cofounder & CTO	2019-05-20
0001670254-19-000361	1	Gabriel Weinberg	Director	2019-05-20
0001670254-19-000361	3	Chris Stanchak	Cofounder & CEO	2019-05-20
0001644600-19-000021	3	Trevor Pettennude	Director	2019-05-22
0001644600-19-000021	4	John Tomich	Director	2019-05-22
0001644600-19-000021	1	John Davis	Chief Executive Officer, Principal Financial Officer, Principal Accounting Officer	2019-05-22
0001644600-19-000021	2	Mark Lynn	Chairman	2019-05-22
0001758255-19-000006	2	/s/ MARGARET J. CROSS	VICE PRESIDENT, TREASURER, & DIRECTOR	2019-05-21
0001758255-19-000006	3	/s/ CATHERINE A. COWEN	CHAIR OF BOARD OF DIRECTORS	2019-05-21
0001758255-19-000006	4	/s/ DANA MURDOCK	PRESIDENT & DIRECTOR	2019-05-21
0001758255-19-000006	1	/s/ MARIO E. PASSALACQUA	CORPORATE SECRETARY & DIRECTOR	2019-05-21
0001744032-19-000001	2	Randall Crowder	COO, Director	2019-05-21
0001744032-19-000001	3	Matt Aune	CFO, Director	2019-05-21
0001744032-19-000001	1	Alan Knitowski	Chairman, CEO	2019-05-21
0001776793-19-000001	1	MATTHEW KAPLAN	FOUNDER & CEO	2019-05-21
0001736388-19-000006	2	Paul Sieradzki	Director	2019-05-21
0001736388-19-000006	1	Daniel Downs	Director	2019-05-21
0001665160-19-000656	1	Richard Quintal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-05-20
0001736388-19-000005	2	Paul Sieradzki	Director	2019-05-20
0001736388-19-000005	1	Daniel Downs	Director	2019-05-20
0001668287-19-000018	1	Mark Kreitzman	Managing Director	2019-05-20
0001668287-19-000015	1	Curtis Claar	Managing Partner	2019-05-20
0001670254-19-000360	1	Harry Giannopoulos	Partner/Secretary	2019-05-16
0001670254-19-000360	2	John Giannopoulos	Owner, Managing Director	2019-05-15
0001724740-19-000005	1	Adi Sideman	Managing Member	2019-05-17
0001766839-19-000001	1	Beatriz Ramos	Director	2019-05-17
0001766839-19-000001	2	Yehudit Mam	Director	2019-05-17
0001774172-19-000001	2	JOHN ESPADA	MANAGER	2019-05-17
0001774172-19-000001	3	ZEV SALAMANCA	MANAGER	2019-05-17
0001774172-19-000001	1	MY LAM	MANAGER	2019-05-17
0001736388-19-000004	1	Daniel Downs	Co-Founder, President, Director	2019-05-17
0001670254-19-000352	6	John Sallaway	CEO	2019-05-07
0001670254-19-000352	1	Michael Sharp	Director	2019-05-08
0001670254-19-000352	2	Richard B. Platt	President & Member of the Board	2019-05-08
0001670254-19-000355	2	Leonid Kovtun	CEO and Director	2019-05-08
0001670254-19-000355	3	Maximillian Kovtun	President	2019-05-08
0001670254-19-000352	4	David C Tucker	Board	2019-05-07
0001670254-19-000352	3	John Sallaway	CEO	2019-05-08
0001670254-19-000352	5	John Sallaway	CEO	2019-05-07
0001670254-19-000355	1	Taras Yermakov	Director	2019-05-08
0001773359-19-000001	1	/s/ Adam Berry	CEO	2019-05-16
0001774156-19-000005	1	/s/ Peter Ghiorse	Co-Founder & CEO	2019-05-16
0001772369-19-000001	1	Bradley McLaughlin	CEO & Chairman	2019-05-16
0001754591-19-000002	1	Robert Kim	Managing Member	2019-05-01
0001754591-19-000002	2	Robert Ahn	Managing Member	2019-05-14
0001719575-19-000004	1	/s/ Henry Finkelstein	CEO	2019-05-16
0001677504-19-000003	1	Saiful Khandaker	CEO	2019-04-30
0001666102-19-000015	1	Melissa Spelts	Director and Owner	2019-05-13
0001719575-19-000002	1	Henry Finkelstein	CEO	2019-03-13
0001776715-19-000001	1	Adam Carolla	Manager	2019-05-15
0001775338-19-000002	1	allison macphee	president	2019-05-15
0001702784-19-000003	2	John Mullin	CEO, President & Director	2019-05-15
0001702784-19-000003	1	John Mullin	CEO, President & Director	2019-05-15
0001702784-19-000003	3	Evan Madden-Peister	CFO	2019-05-14
0001690888-19-000001	1	Arshad Hisham	Founder / CEO	2019-05-15
0001773260-19-000006	2	Peter Kingston	Vice President	2019-05-14
0001773260-19-000006	1	David Roche	President	2019-05-14
0001665160-19-000654	1	Robert Farmer	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-05-14
0001719921-19-000001	1	Matt Bitsche	President	2019-04-25
0001719921-19-000001	4	Jeff McKnight	Manager	2019-05-01
0001719921-19-000001	3	David Day	Manager	2019-05-14
0001719921-19-000001	2	Russell Reynolds	Manager	2019-04-25
0001769210-19-000001	1	Jose Bernardo De La Vega	President, Secretary, Treasurer, & Sole Director	2019-05-13
0001772897-19-000002	1	LaShondra Graves	Co-Founder	2019-05-13
0001690631-19-000003	1	Elliott Johnson	CEO	2019-05-13
0001743181-19-000002	3	Greg Smith	Director	2019-05-13
0001743181-19-000002	1	Harold Hughes	Director	2019-05-13
0001743181-19-000002	2	Kwame Anku	Director	2019-05-13
0001772897-19-000001	1	LaShondra Grave	Co-Founder	2019-05-13
0001665160-19-000653	1	Robert Farmer	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-05-06
0001665160-19-000651	1	Michael Azzarello	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer	2019-05-13
0001665160-19-000650	1	Essam Tawfik Marcus	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-05-13
0001670254-19-000339	3	Henry Cheang	Director	2019-05-07
0001670254-19-000339	4	Lukas Pospichal	Director	2019-05-07
0001670254-19-000339	5	Leonard F. Murphy	Director	2019-05-07
0001670254-19-000339	2	Jonathan Ewert	Director	2019-05-08
0001670254-19-000339	6	James Wilson	CEO	2019-05-07
0001670254-19-000344	2	Todd Folk	CEO/CoFounder	2019-05-10
0001670254-19-000344	1	Nicholas Ludwig	Founder & COO	2019-05-10
0001670254-19-000339	1	Glen Edward Robinson	CFO	2019-05-10
0001665160-19-000649	1	Michael Winston	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-04-30
0001775186-19-000002	1	Stephen Stayer	Member	2019-05-10
0001775186-19-000002	2	Martin Stayer	Member	2019-05-10
0001775186-19-000002	3	Sara Stayer	Member	2019-05-10
