ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001665160-19-000731	0	The amount raised at the time of closing is $77,500.		SARITAS MACARONI & CHEESE INC	Corporation		NY	2005-10-19	197 1ST AVE		NEW YORK	NY	10003	www.smacnyc.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000730	0	The amount raised at the time of closing is $15,700.		Gyomo, Inc.	Corporation		DE	2016-03-29	2214 ROCK HILL RD	SUITE 270	HERDON	VA	20170	https://www.gyomo.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000729	0			Kalibrate Blockchain Corp														
0001778787-19-000002	0		This amendment is filed to attach a second video transcript as Exhibit G.	Hidrent, Inc.	Corporation		DE	2019-05-08	3908 Estelleine Drive		Celina	TX	75009	https://www.hidrent.com/	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001779469-19-000001	0			Shift, LLC	Limited Liability Company		CA	2018-10-15	3101 N. FILBERT AVE.		FRESNO	CA	93727	https://studios.vidangel.com/theshift	VAS Portal, LLC	0001749383	007-00165	298941
0001665160-19-000728	0			North Country Showcase Inc	Corporation		NY	2017-03-22	6100 St Lawrence Centre		Massena	NY	13662	https://www.northcountryshowcase.com				
0001665160-19-000726	1		Extending the end date of the campaign by 60 days.	Rhino Hide LLC	Limited Liability Company		ID	2018-06-13	273 BIRCH BANKS		SAGLE	ID	83860	www.rhino-hide.com	StartEngine Capital, LLC	0001665160	007-00007	
0001780348-19-000001	0			Upcycle This!, LLC	Limited Liability Company		OH	2019-04-01	4289 PRASSE ROAD		SOUTH EUCLID	OH	44121	www.upcyclethiscollective.com	Honeycomb Portal LLC	0001705726	007-00119	289015
0001741274-19-000001	0			Hera Health Solutions, Inc.	Corporation		DE	2017-05-22	11141 Wellshire Lane		Frisco	TX	75035	herahealthsolutions.com	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001665160-19-000724	0			Dine Inc.	Corporation		DE	2017-06-05	1717 E Cary St, 1717 Innovation Center		Richmond	VA	23223	https://DineGigs.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000720	1		Issuer is extending the length of their campaign by 60 days.	Goffee, Inc	Corporation		DE	2018-02-01	315 W 39TH STREET, FLOOR 8, APT 811	APT 3K	NEW YORK	NY	10018	www.goffeeshop.com	StartEngine Capital, LLC	0001665160	007-00007	
0001733443-19-000001	0			Chosen, LLC	Limited Liability Company		UT	2017-10-24	4 S. 2600 W., SUITE 5		HURRICANE	UT	84737	thechosen.tv	VAS Portal, LLC	0001749383	007-00165	298941
0001670254-19-000397	0			LIFOGRAPH, INC.	Corporation		DE	2012-11-07	2375 De La Cruz Blvd.		Santa Clara	CA	95050	https://www.lifograph.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-000719	1		Issuer is extending the length of their campaign by 60 days.	Karaganda, LLC	Limited Liability Company		CA	2017-04-03	2618 SAN MIGUEL DRIVE SUITE 496		NEWPORT BEACH	CA	92660	https://www.karagandafilm.com	StartEngine Capital, LLC	0001665160	007-00007	
0001778787-19-000001	0			Hidrent, Inc.	Corporation		DE	2019-05-08	3908 Estelleine Drive		Celina	TX	75009	https://www.hidrent.com/	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001665160-19-000718	0		Clarifying maximum funding goal on Offering Details document	SanMelix Laboratories, Inc.	Corporation		DE	2017-01-13	1150 North 35th Avenue Suite 225		HOLLYWOOD	FL	33021	www.sanmelixlaboratories.com	StartEngine Capital, LLC	0001665160	007-00007	
0001769210-19-000003	0		Form C/A: https://www.sec.gov/Archives/edgar/data/1769210/000176921019000002/0001769210-19-000002-index.htm is hereby amended and restated to correct the Deadline to reach the Target Offering Amount to August 21, 2019 at 11:59pm PT.	MEALTHY, INC.	Corporation		DE	2017-08-15	110 SAN ANTONIO ST. #1808		SAN ANTONIO	TX	78701	https://mealthy.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001769210-19-000002	0		The offering deadline in the Company's initial Form C is amended to August 21, 2019 at 11:59pm PT. Investment commitments will be accepted in the 48 hours prior to the offering deadline. Cancellations can be made before 11:59pm PT on August 19, 2018.	MEALTHY, INC.	Corporation		DE	2017-08-15	110 SAN ANTONIO ST. #1808		SAN ANTONIO	TX	78701	https://mealthy.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001776715-19-000003	0		Form C/A filed to add webinar transcript as Exhibit G.	Flower Street Docs, LLC	Limited Liability Company		CA	2019-04-10	16217 Kittridge Street		Van Nuys	CA	91406	N/A	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001765507-19-000006	0			POPOVER KING LLC														
0001665160-19-000715	1		Issuer is extending the length of their campaign by 43 days.	Flower Turbines LLC	Limited Liability Company		NY	2013-09-25	240 CENTRAL AVE.	1J	LAWRENCE	NY	11559	http://www.flowerturbines.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000713	0			SanMelix Laboratories, Inc.	Corporation		DE	2017-01-13	1150 North 35th Avenue Suite 225		HOLLYWOOD	FL	33021	www.sanmelixlaboratories.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000710	1		Issuer is extending the length of their campaign by 30 days.	Alta Zero Emissions Solutions Inc.	Corporation		NV	2018-05-06	3960 HOWARD HUGHES PARKWAY	SUITE 500	LAS VEGAS	NV	89169	www.altazeroemissionstransportation.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000709	1		Issuer is extending the length of their campaign by 60 days.	microsurgeonbot,inc	Corporation		DE	2017-05-22	2355 WESTWOOD BLVD., SUITE 961	SUITE 961	LOS ANGELES	CA	90064	http://msb.ai	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000708	1		Issuer is extending the length of their campaign by 19 days.	Locking Line Barriers Corp	Corporation		CO	2015-10-10	4155 E. JEWELL AVE.	SUITE 610	DENVER	CO	80222	www.WaterBlocks.NET	StartEngine Capital, LLC	0001665160	007-00007	
0001731197-19-000004	0	The issuer raised approximately $366,675.00 during the offering period. Payments are still being processed; the exact amount has yet to be determined.		Taste Labs, Inc	Corporation		DE	2018-01-08	833 BROADWAY	2ND FLOOR	NEW YORK	NY	10003	https://www.taste.io/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001669191-19-000204	0		amended to include greater clarification of the issuer's intended use of proceeds.	Vantem Global, LLC	Limited Liability Company		DE	2010-11-22	7 Central St, #180	Suite 1100	Arlington	MA	02476	www.vantemglobal.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-19-000206	0		amended to include greater clarification of the issuer's intended use of proceeds.	HUNNY, INC.	Corporation		DE	2018-05-16	1200 North Federal Highway		Boca Raton	FL	33432	hunny.io	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-19-000707	1		Updating Offering Document	Personal Airline Exchange, Inc.	Corporation		DE	2008-01-29	805 PASEO DEL ROBLEDO		THOUSAND OAKS	CA	91360	www.pax.aero	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000703	0			Personal Airline Exchange, Inc.	Corporation		DE	2008-01-29	805 PASEO DEL ROBLEDO		THOUSAND OAKS	CA	91360	www.pax.aero	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000701	0			Leagueswype LLC	Limited Liability Company		DE	2016-06-06	417 Des Plaines		Forest Park	IL	60130	https://www.leagueswype.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001719575-19-000005	1		Adding webinar transcript as Exhibit G.	Big Data Analytics, Inc	Corporation		CO	2017-04-30	209 Anemone Dr		Boulder	CO	80302	www.CannabisBigData.co	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001665160-19-000699	1		Issuer is extending the length of their campaign by 60 days.	Trella Technologies LLC	Limited Liability Company		MA	2016-11-03	173 CLAY POND RD.		BOURNE	MA	02532	www.trella.io	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-19-000392	0			Convesio, Inc.	Corporation		DE	2018-02-12	290 Firestone Dr		Walnut Creek	CA	94598	https://convesio.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-19-000395	0			Caribu Inc.	Corporation		DE	2015-09-01	111 NE 1st Street		Miami	FL	33132	https://caribu.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-19-000390	0			Vegan Fine Foods LLC	Limited Liability Company		FL	2017-07-14	330 SW 2nd Street		Fort Lauderdale	FL	33312	http://www.veganfinefoods.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001669191-19-000202	0		issuer extended offering deadline.	Braidy Industries, Inc.	Corporation		DE	2016-08-26	1544 Winchester Avenue	Third Floor	Ashland	KY	41101	https://www.braidyindustries.com/	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-19-000697	0			GroundSwell SPC	Corporation		WA	2017-03-14	1700 Main Street #203		Washougal	WA	98671	groundswellworld.com	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-19-000385	0			Vampr Inc.	Corporation		DE	2016-12-08	3110 Main St		Santa Monica	CA	90405	http://www.vampr.me	Wefunder Portal LLC	0001670254	007-00033	283503
0001770563-19-000002	0	Total funds raised $16,300		Batch LLC	Limited Liability Company		PA	2014-04-01	230 WEST MAIN ST		SAXONBURG	PA	16056	https://www.batch-homegrown-handmade.com/home.html	Honeycomb Portal LLC	0001705726	007-00119	289015
0001779281-19-000001	0			BREAK ROCK BREWING LLC	Limited Liability Company		MA	2018-10-27	949 ADAMS STREET		BOSTON	MA	02124	www.breakrockbrewing.com	MainVest, Inc.	0001746059	007-00162	
0001767357-19-000003	1		Update from LLC to Corporation and change taxpayer ID and status. Amend offering from debt instrument to preferred share of stock delivered via token. Amend end date to 12/31/2019.	H&G Science LLC	Corporation		MN	2015-09-09	1330 GOODRICH AVE.		ST. PAUL	MN	55105	hgscience.com	truCrowd, Inc	0001667145	007-00015	283063
0001668287-19-000024	0			Blockinetics, Inc	Corporation		AZ	2019-04-01	2114 N Main Street		Flagstaff	AZ	86004	blockinetics.io	Razitall Inc	0001668287	007-00026	
0001773359-19-000002	0		This Amendment is filed to add a webinar transcript.	PoliticalBank, LLC	Limited Liability Company		IN	2015-05-27	9793 Wentworth Court		Carmel	IN	46032	https://www.politicalbank.com/	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001774041-19-000003	0			JUMPSTART INSURANCE SOLUTIONS, INC.	Corporation		CA	2015-11-04	344 THOMAS L BERKLEY WAY		OAKLAND	CA	94612	https://www.jumpstartrecovery.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-19-000695	0			Festive Beverages LLC														
0001778262-19-000001	0			Cityzenith Holdings, Inc.	Corporation		DE	2009-04-23	2506 NORTH CLARK STREET		CHICAGO	IL	60614	https://cityzenith.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001766810-19-000003	0		Extending the offering deadline	Ruf Technology Corp	Corporation		CA	2018-05-22	1572 KIMBERLY AVE		FULLERTON	CA	92831	www.rufhome.com	truCrowd, Inc	0001667145	007-00015	283063
0001778774-19-000003	0			Esgro Inc.	Corporation		DE	2019-02-19	1514 Royce Drive		Locust Grove	GA	30248	www.esgro.com	Thrivera Ventures Fund I, LLC	0001707360	007-00116	288924
0001759355-19-000010	0	Pluton Biosciences raised approximately $98,000 during the offering period.  Payments are still being processed; the exact amount has yet to be determined.		Charlie Walch	Limited Liability Company		MO	2017-01-17	312 Planthurst Rd		St. Louis	MO	63119	https://plutonbio.com	Nvsted	0001700730	007-00111	288930
0001665160-19-000693	0			Intelligent Beverage Technology, Inc.	Corporation		CA	2018-05-21	1251 14th Street, #314		Santa Monica	CA	90404	https://www.ibtpush.com	StartEngine Capital, LLC	0001665160	007-00007	
0001770281-19-000003	0		Adding webinar transcript as Exhibit G.	CVBM Interests LLC	Limited Liability Company		TX	2017-01-26	7204 Wardman Dr		Del Valle	TX	78617	heartratesocial.com	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001665160-19-000690	0	The amount raised at the time of closing is $11,000.		Security Biometrics Corp	Corporation		DE	2017-04-19	8 FANEUIL HALL NORTH MARKETPLACE	3RD FLOOR	BOSTON	MA	02109	www.biometricwallet.net	StartEngine Capital, LLC	0001665160	007-00007	
0001772369-19-000003	0		Corrected erroneous references to net operating losses in the Offering Statement; corrected typo in Auditor's report to reflect auditor's review of both the fiscal year 2017 and 2018 financial statements.	P5 Systems, Inc.	Corporation		CA	2016-06-30	3264 GREY HAWK COURT		CARLSBAD	CA	92010	budtrader.com	Equifund Crowd Funding Portal Inc.	0001705665	007-00115	
0001665160-19-000689	1		Issuer is extending the length of their campaign by 60 days.	Arygin Corp	Corporation		DE	2018-09-14	13155 NOEL RD	SUITE 900	DALLAS	TX	75240	https://www.arygin.com	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-19-000383	0			Bellwether Housing	Other	501(c)(3) Non-Profit	WA	1980-07-01	1651 Bellevue Ave		Seattle	WA	98122	https://www.bellwetherhousing.org/	Wefunder Portal LLC	0001670254	007-00033	283503
0001776774-19-000002	0			RUNBMP LLC	Limited Liability Company		TX	2019-03-05	506-E YALE		HOUSTON	TX	77007	http://www.bemorepacifickitchenandbar.com/	NEXTSEED SECURITIES, LLC	0001723503	008-70055	000291387
0001766521-19-000002	0	The offering successfully closed on June 5, 2019 with $36,110.00 raised from 57 investors, although a final accounting has not been completed.		SleepChoices LLC	Limited Liability Company		DE	2017-02-03	10700 WILES RD.		CORAL SPRINGS	FL	33076	https://sleepchoices.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001767606-19-000004	1		Extending offering and adjusting the valuation and terms of the security.	Varner Enterprises Inc	Corporation		DE	2019-02-05	22520 LAHSER RD		SOUTHFIELD	MI	48033	www.l2records.com	truCrowd, Inc	0001667145	007-00015	283063
0001669191-19-000193	0		issuer extended offering deadline.	Vantem Global, LLC	Limited Liability Company		DE	2010-11-22	7 Central St, #180	Suite 1100	Arlington	MA	02476	www.vantemglobal.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-19-000687	0			Spintura, Inc.	Corporation		DE	2017-08-21	215 East 68th St.		New York	NY	10065	spintura.com	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-19-000191	0			Asprodental Inc.	Corporation		DE	2019-01-04	1213 E. Chapman Ave.		Fullerton	CA	92831	asprodental.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001769284-19-000003	0	The issuer raised approximately $230,000 during the offering period. Payment are still being processed; the exact amount has yet to be determined.		Osiris Media Corp	Corporation		DE	2017-11-07	3300 13TH STREET NE		WASHINGTON	DC	20017	https://www.osirispod.com/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001666102-19-000017	1		1) Extend offering deadline 2) Update Directors and Officers 3) Include 2018 Financial Statements 4) Update Question 24 and 26 to reflect changes in 2018 5) Update financial condition of the issuer and discussion on results of operation in 2018	Social5, LLC	Limited Liability Company		UT	2012-03-02	13961 SOUTH MINUTEMAN DRIVE	STE 125	DRAPER	UT	84020	https://social5.com	Mr. Crowd	0001666102	007-00042	284278
0001668287-19-000021	0			THE GAME THAT CHANGED COLLEGE BASKETBALL, LLC	Limited Liability Company		MD	2019-06-04	6513 Queens Chapel Rd		University Park	MD	20782	www.nubiafilmworks.com/	Razitall Inc	0001668287	007-00026	
0001670254-19-000374	0			PURPLE ENVELOPE LLC	Limited Liability Company		CA	2018-08-23	3191 Casitas Ave		Atwater Village	CA	90039	http://www.thunderroadfeature.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-000682	0			Bot Image, Inc.	Corporation		NE	2018-03-20	9840 S 140th St, Ste 8		Omaha	NE	68138	www.botimageai.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000680	0			Phoenix Settlements LLC DBA Emergent Solar Solutions	Limited Liability Company		AZ	2013-08-02	3302 E Indian School Road		Phoenix	AZ	85018	https://www.emergentsolar.com				
0001683168-19-001803	0		Updated Offering information	C. Meyers Feldman & Co	Corporation		NV	2018-05-21	5031 CERROMAR DRIVE		NAPLES	FL	34112	http://cmeyersfeldman.com/	crowdsourcefunded.com	0001667727	007-00027	283378
0001767242-19-000003	0			Mighty Health Co.	Corporation		DE	2017-06-13	675 Hegenberger Road, Suite 120		Oakland	CA	94621	www.mightycbd.co	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001742010-19-000003	0	The total amount of securities sold in the offering was $63,500.		Absinthia's Bottled Spirits, LLC	Limited Liability Company		CA	2013-07-29	1962 LEIMERT BLVD		OAKLAND	CA	94602	www.absinthia.com	MiTec, PBC	0001690300	007-00133	292759
0001665160-19-000678	1		Corrections to related party transactions and Notes to Financial Statements.	Franny's Distribution Inc	Corporation		NC	2018-10-29	204 Elk Park Drive		Asheville	NC	28804	www.frannysfarmacy.com	StartEngine Capital, LLC	0001665160	007-00007	
0001761676-19-000001	0			DENTAL GENIE HOLDINGS, LLC	Limited Partnership		AZ	2018-11-16	1760 EAST PECOS ROAD	SUITE 332	GILBERT	AZ	85295	https://www.dentalgenie.com/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001665160-19-000676	1		Issuer is extending the length of their campaign by 60 days.	81-c, Inc.	Corporation		DE	2018-11-20	1760 N JOG ROAD, SUITE 150	SUITE 150	WEST PALM BEACH	FL	33411	81-c.com	StartEngine Capital, LLC	0001665160	007-00007	
0001772270-19-000002	0	Our best estimate of the total amount raised by Issuer in the offering is $107,000. The funds are currently being processed. The actual amount may be lower.		THIRD CLIFF BAKERY LLC	Limited Liability Company		MA	2019-02-13	196 QUINCY ST		DORCHESTER	MA	02121	www.thirdcliffbakery.com	MainVest, Inc.	0001746059	007-00162	
0001670254-19-000368	0			boon, Inc.	Corporation		NC	2018-12-18	1002 Fargo St		Durham	NC	27707	http://www.DoingBoon.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-19-000367	0			SFBC Pittsburgh, LLC														
0001670254-19-000372	0			SFBC Pittsburgh, LLC	Limited Liability Company		PA	2019-04-04	331 Circle of Progress Dr		Pottstown	PA	19464	http://slyfoxbeer.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-19-000370	0			SFBC Pittsburgh, LLC	Limited Liability Company		PA	2019-04-04	331 Circle of Progress Dr		Pottstown	PA	19464	http://slyfoxbeer.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-000674	0			Smart Family Tech Inc.	Corporation		DE	2018-01-11	2443 Fair Oaks Blvd #42		Sacramento	CA	95825	https://supportpay.com	StartEngine Capital, LLC	0001665160	007-00007	
0001713366-19-000001	0			Spendwith, Corp.	Corporation		DE	2017-06-07	3600 Cherokee St NW	Suite 120 #3038	Kennesaw	GA	30144	https://spendwith.com	truCrowd, Inc	0001667145	007-00015	283063
0001772494-19-000001	0			Hostry Inc	Corporation		DE	2018-01-23	122 ELIZABETH STREET	SUITE 1A	NEW YORK	NY	10013	https://www.hostry.co/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001665160-19-000671	1		Issuer has updated language in its offering document, made aesthetic changes to campaign page and extended the end date of its offering.	II Transatlantic, Inc.	Corporation		DE	2015-02-24	6615 Flanders Drive	Suite B	San Diego	CA	92121	https://instantimprints.com	StartEngine Capital, LLC	0001665160	007-00007	
0001774075-19-000006	0		Error in name of the company in the pre-populated head of the online form. The new C/A reflects the change and aligns the names in the PDF form and the online forms, certain typographical errors fixed.	SIMPLESHOWING HOLDINGS, INC.	Corporation		DE	2018-01-12	715 PEACHTREE ST. NORTHEAST		ATLANTA	GA	30308	https://www.simpleshowing.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001777350-19-000001	0			FOOD FOR THOUGHT LLC	Limited Liability Company		MA	2017-08-01	537 COLUMBUS AVE		BOSTON	MA	02118	https://lobstahonaroll.com/	MainVest, Inc.	0001746059	007-00162	
0001771924-19-000002	1		Amended Exhibit A to increase interest rate from 0% to 5% and removal of risk	Gali Health Inc.	Corporation		DE	2015-10-20	888 7TH ST, SUITE 108		SAN FRANCISCO	CA	94107	https://galihealth.com/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001666102-19-000016	1		1) Extension of offering deadline 2) Inclusion of the 2018 Financial Statements 3) Update of Question 26 to reflect transactions occurred in 2018 4) Update of the financial condition of the issuer and discussion on results of operation in 2018	Vibravision, LLC.	Limited Liability Company		UT	2016-10-26	1710 WALL AVE		OGDEN	UT	84404	https://VibravisionUSA.com	Mr. Crowd	0001666102	007-00042	284278
0001773972-19-000001	0			Creative Houston, a Public Benefit Corp	Corporation		TX	2018-06-29	1615 TURNPIKE		HOUSTON	TX	77008	www.creativehouston.org	Pitch Venture Group LLC	0001736729	007-00153	
0001765568-19-000003	0	The Offering successfully closed, having raised approximately $61,276, although a final accounting has not yet taken place.		WOW Studios, Inc.	Corporation		WA	2015-12-17	603 STEWART ST. #707		SEATTLE	WA	98101	http://www.bukibrand.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001776793-19-000003	1		Issuer is amending the offering memorandum in the description of the Company's business and business plan under section 227.201(d) and providing additional information under section 227.201(t).	MOBILE COOKS LLC	Limited Liability Company		MA	2018-09-18	114 UNIVERSITY RD #2		BROOKLINE	MA	02445	https://mobilecooks.com	MainVest, Inc.	0001746059	007-00162	
0001775091-19-000003	1		Decreased the minimum amount per investor from $500 to $200.	420 Real Estate, LLC	Limited Liability Company		TX	2019-04-18	1700 POST OAK BLVD	SUITE 600	HOUSTON	TX	77056	www.invest420land.com	truCrowd, Inc	0001667145	007-00015	283063
0001765252-19-000003	0		Extended the closing date of the offering to July 31st, 2019	QWIKLEAF LLC	Limited Liability Company		MI	2018-03-16	3320 SPINNAKER LN	5B	DETROIT	MI	48207	www.qwikleaf.com	truCrowd, Inc	0001667145	007-00015	283063
