ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-19-000731	1	SARITAS MACARONI & CHEESE INC	Sarita Ekya	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000730	1	Gyomo, Inc.	Quincy Acklen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000729	1	Kalibrate Blockchain Corp	Calvin Wiese	CEO, Principal Executive Officer, Director, Principal Financial Officer, Principal Accounting Officer
0001778787-19-000002	1	Hidrent, Inc.	David Heimbuch	Founder / CEO
0001779469-19-000001	1	Shift, LLC	Brock Heasley	CEO
0001665160-19-000728	1	North Country Showcase Inc	Anthony Diagostino	Treasurer, Principal Financial Officer, Principal Accounting Officer and Director
0001665160-19-000726	1	Rhino Hide LLC	Jason Giddings	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001780348-19-000001	1	Upcycle This!, LLC	Kathleen Peake	Owner
0001741274-19-000001	1	Hera Health Solutions, Inc.	Idicula Mathew	CEO
0001665160-19-000724	1	Dine Inc.	Duncan Parker	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000720	1	Goffee, Inc	Vincent Meyer	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001733443-19-000001	1	Chosen, LLC	Derral Eves	CEO
0001670254-19-000397	1	LIFOGRAPH, INC.	Dea Wilson	CEO and Founder
0001665160-19-000719	1	Karaganda, LLC	Max Weissberg	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001778787-19-000001	1	Hidrent, Inc.	David Heimbuch	Founder / CEO
0001665160-19-000718	1	SanMelix Laboratories, Inc.	Diana Sabacinski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001769210-19-000003	1	MEALTHY, INC.	Jose Bernardo De La Vega	President, Secretary, Treasurer, & Sole Director
0001769210-19-000002	1	MEALTHY, INC.	Jose Bernardo De La Vega	President, Secretary, Treasurer, & Sole Director
0001776715-19-000003	1	Flower Street Docs, LLC	Adam Carolla	Manager
0001765507-19-000006	1	POPOVER KING LLC	Maria Cabuquit	CEO
0001665160-19-000715	1	Flower Turbines LLC	Mark Daniel Farb	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000713	1	SanMelix Laboratories, Inc.	Diana Sabacinski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000710	1	Alta Zero Emissions Solutions Inc.	Paul Hobbs	CEO, Principal Executive Officer and Director
0001665160-19-000709	1	microsurgeonbot,inc	Allan Grosvenor	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000708	1	Locking Line Barriers Corp	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary, and Principal Accounting Officer
0001731197-19-000004	1	Taste Labs, Inc	John Lin	CEO, principal executive officer, principal financial officer, principal accounting officer
0001669191-19-000204	1	Vantem Global, LLC	Chris Anderson	Principal Executive Officer
0001669191-19-000206	1	HUNNY, INC.	Jason Brown	Principal Executive Officer
0001665160-19-000707	1	Personal Airline Exchange, Inc.	Mike Azzarello	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000703	1	Personal Airline Exchange, Inc.	Mike Azzarello	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000701	1	Leagueswype LLC	Darius Grandberry	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001719575-19-000005	1	Big Data Analytics, Inc	Henry Finkelstein	CEO
0001665160-19-000699	1	Trella Technologies LLC	Aja Atwood	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001669191-19-000202	1	Braidy Industries, Inc.	Craig Bouchard	Principal Executive Officer
0001665160-19-000697	1	GroundSwell SPC	Daniel Rubano	CEO,  Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000395	1	Caribu Inc.	Maxeme Tuchman	CEO + Co-Founder
0001670254-19-000390	1	Vegan Fine Foods LLC	Steven Smith	Founder and CEO
0001670254-19-000392	1	Convesio, Inc.	Thomas Fanelli	Founder/CEO
0001670254-19-000385	1	Vampr Inc.	Josh Simons	Co-founder and CEO
0001770563-19-000002	1	Batch LLC	Meghan Pohl	Owner
0001779281-19-000001	1	BREAK ROCK BREWING LLC	JAMES SOUTHWOOD	FOUNDER
0001767357-19-000003	1	H&G Science LLC	Edward Glicken	CEO
0001668287-19-000024	1	Blockinetics, Inc	John Crockett	Owner
0001773359-19-000002	1	PoliticalBank, LLC	Adam Berry	CEO
0001774041-19-000003	1	JUMPSTART INSURANCE SOLUTIONS, INC.	Katherine Stillwell	CEO and sole Director
0001665160-19-000695	1	Festive Beverages LLC	Andy Powell	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001778262-19-000001	1	Cityzenith Holdings, Inc.	Michael Jansen	CEO, Chairman and Director
0001766810-19-000003	1	Ruf Technology Corp	Jeff Chen	CEO
0001778774-19-000003	1	Esgro Inc.	Caleb Gilbert	CEO
0001759355-19-000010	1	Pluton Biosciences, LLC	Charlie Walch	CEO
0001665160-19-000693	1	Intelligent Beverage Technology, Inc.	Anthony C. Materna	Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer and Director
0001770281-19-000003	1	CVBM Interests LLC	Christopher VanBerg	CEO
0001665160-19-000690	1	Security Biometrics Corp	Joseph Gangi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001772369-19-000003	1	P5 Systems, Inc.	Bradley McLaughlin	CEO & Chairman
0001665160-19-000689	1	Arygin Corp	Giovanni Austin	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000383	1	Bellwether Housing	Amy Besunder	Director of Fund Development and Communications
0001776774-19-000002	1	RUNBMP LLC	John-Roveen Abante	Manager
0001766521-19-000002	1	SleepChoices LLC	/s/Philip Shen	Chief Executive Officer
0001767606-19-000004	1	Varner Enterprises Inc	Michael Varner	CEO
0001669191-19-000193	1	Vantem Global, LLC	Chris Anderson	Principal Executive Officer
0001665160-19-000687	1	Spintura, Inc.	David Chasasen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-19-000191	1	Asprodental Inc.	Tiffany Nguyen	Principal Executive Officer
0001769284-19-000003	1	Osiris Media Corp	Randall James Bee II	Founder, CEO
0001666102-19-000017	1	Social5, LLC	Judson Smedley	Chief Financial Officer
0001668287-19-000021	1	THE GAME THAT CHANGED COLLEGE BASKETBALL, LLC	SHUAIB MITCHELL	Owner
0001670254-19-000374	1	PURPLE ENVELOPE LLC	Jim Cummings	Director
0001665160-19-000682	1	Bot Image, Inc.	Randall Jones	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000680	1	Phoenix Settlements LLC	Kanwar Singh	CEO, Principal Executive Officer
0001683168-19-001803	1	C. Meyers Feldman & Company	/s/ Charles Feltman	President
0001767242-19-000003	1	Mighty Health Co.	David Rothenberg	Chairman, COO
0001742010-19-000003	1	Absinthia's Bottled Spirits, LLC	Jennifer Absinthia Vermut	Manager and Sole Member
0001665160-19-000678	1	Franny's Distribution Inc	Jeff Tacy	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001761676-19-000001	1	DENTAL GENIE HOLDINGS, LLC	Chris Anderson	CEO
0001665160-19-000676	1	81-c, Inc.	Dan Abbate	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001772270-19-000002	1	THIRD CLIFF BAKERY LLC	MARGARET CROWLEY	OWNER
0001670254-19-000372	1	SFBC Pittsburgh, LLC	John Giannopoulos	Owner, Managing Director
0001670254-19-000368	1	boon, Inc.	Ryan Vet	founder, CEO
0001670254-19-000367	1	SFBC Pittsburgh, LLC	John Giannopoulos	Owner, Managing Director
0001670254-19-000370	1	SFBC Pittsburgh, LLC	John Giannopoulos	Owner, Managing Director
0001665160-19-000674	1	Smart Family Tech Inc.	Sheri Atwood	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001713366-19-000001	1	Spendwith, Corp.	Carl Jibril Sulaiman II	CEO
0001772494-19-000001	1	Hostry Inc	Andrew Kanakis	Founder, CEO
0001665160-19-000671	1	II Transatlantic, Inc.	Ralph Askar	CEO and President
0001774075-19-000006	1	SIMPLESHOWING HOLDINGS, INC.	Fred McGill	Chief Executive Officer
0001777350-19-000001	1	FOOD FOR THOUGHT LLC	David Spinney	Managing Director
0001771924-19-000002	1	Gali Health Inc.	Ilya Kupershmidt	Founder, CEO
0001666102-19-000016	1	Vibravision, LLC.	Nathan Zeleznick	Chairman/Chief Executive Officer
0001773972-19-000001	1	Creative Houston, a Public Benefit Corp	Theresa Quintanilla	CEO
0001765568-19-000003	1	WOW Studios, Inc.	Joey Rodolfo	Chief Executive Officer
0001776793-19-000003	1	MOBILE COOKS LLC	MATTHEW KAPLAN	FOUNDER & CEO
0001775091-19-000003	1	420 Real Estate, LLC	Willard L Jackson Jr	CEO
0001765252-19-000003	1	QWIKLEAF LLC	Neil Biafore	CEO
0001769270-19-000006	1	Supper LLC	Vincent Perri	Owner
0001776715-19-000002	1	Flower Street Docs, LLC	Adam Carolla	Manager
0001774075-19-000004	1	SIMPLESHOWING,INC.	Fred McGill	Chief Executive Officer
0001670254-19-000363	1	Stealth Machine Company	Gerrit Coetzee	Founder at Stealth Machine Company
0001669191-19-000188	1	Kings Crowd LLC	Christopher Lustrino	Principal Executive Officer
0001665160-19-000669	1	Rhino Hide LLC	Jason Giddings	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000667	1	entreDonovan Wholesale, LLC	Linda Farquhar	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000666	1	MyApps Corp, Inc.	Adnan Malik	CEO, Director, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001771924-19-000001	1	Gali Health Inc.	Ilya Kupershmidt	Founder, CEO
0001665160-19-000665	1	Hudway, Inc.	Aleksei Ostanin	CEO, Director, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001774075-19-000003	1	SIMPLESHOWING,INC.	Fred McGill	Chief Executive Officer
0001421744-19-000003	1	Cytonics Corp	Anjun K. Bose	President
0001665160-19-000664	1	WaterRR, Inc	Bruce Kania	Chief Executive Officer, Principal Executive Officer, Director
0001717800-19-000001	1	Charlotte's Closet, LLC	Jen Forman	Founder/CEO
0001774075-19-000001	1	SIMPLESHOWING,INC.	Fred McGill	Chief Executive Officer
0001665160-19-000663	1	Quigler, Inc	David M. Michonski	CEO, Principal Executive Officer, and Director
0001773435-19-000001	1	Boardwalk Ambriza L.P.	Julio Garcia	Managing Member of General Partner, ASMK Memorial LLC
0001665160-19-000662	1	Wand USA Inc.	Andrew Schlack	CEO, Principal Executive Officer and Director
0001735180-19-000001	1	Travis Midtown, LLC	Joseph Arbeely	Manager & Co-Founder
0001759348-19-000006	1	The MailTag Company, LLC	Alex Edson	Managing Member, Founder and CEO
0001665160-19-000659	1	WCB Productions, LLC	Cornell Christanson	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000658	1	LIFE RECOVERY SYSTEMS HD LLC	Robert J Freedman	CEO, Principal Executive Officer and Manager
0001777400-19-000001	1	GREEN MAMA, LLC	JOSE BARRIGA	FOUNDER & CEO
0001670254-19-000361	1	Loveseat, Inc	Chris Stanchak	Cofounder & CEO
0001644600-19-000021	1	Denim LA, Inc.	John Davis	Chief executive Officer
0001758255-19-000006	1	Thumb Butte Distillery, Inc.	/s/ DANA MURDOCK	PRESIDENT & DIRECTOR
0001744032-19-000001	1	PhunCoin, Inc.	Alan Knitowski	CEO
0001776793-19-000001	1	MOBILE COOKS LLC	MATTHEW KAPLAN	FOUNDER & CEO
0001736388-19-000006	1	R3 Printing, Inc.	Daniel Downs	President
0001665160-19-000656	1	South Plains Petroleum Inc	Richard Quintal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001736388-19-000005	1	R3 Printing, Inc.	Daniel Downs	President
0001668287-19-000018	1	CryptoLancers Inc.	Mark Kreitzman	Managing Director
0001668287-19-000015	1	EV Trail LLC	Curtis Claar	Managing Partner
0001670254-19-000360	1	SFBC Pittsburgh, LLC	John Giannopoulos	Owner, Managing Director
0001724740-19-000005	1	YouNow Services, LLC	Adi Sideman	Managing Member
0001766839-19-000001	1	Showopp Inc	Beatriz Ramos	Principal Executive Officer, Principal Financial Officer, Principal Accounting Officer, and Director
0001774172-19-000001	1	APEX PERFORMANCE & COMBATIVES, LLC	MY LAM	MANAGER
0001736388-19-000004	1	R3 Printing, Inc.	Daniel Downs	Co-Founder, President, Director
0001670254-19-000355	1	Travelmate Robotics Inc.	Maximillian Kovtun	President
0001670254-19-000352	1	vSpatial, Inc.	John Sallaway	CEO
0001773359-19-000001	1	PoliticalBank, LLC	Adam Berry	CEO
0001774156-19-000005	1	GiveXist, Inc.	Peter Ghiorse	Co-Founder & CEO
0001772369-19-000001	1	P5 Systems, Inc.	Bradley McLaughlin	CEO & Chairman
0001754591-19-000002	1	607 Western Restaurants LLC	Robert Ahn	Managing Member
0001719575-19-000004	1	Big Data Analytics, Inc	Henry Finkelstein	CEO
0001677504-19-000003	1	Fama Financial Holdings, Inc.	Saiful Khandaker	CEO
0001666102-19-000015	1	Connection Publishing, LLC	Melissa Spelts	Director and Owner
0001719575-19-000002	1	Big Data Analytics, Inc	Henry Finkelstein	CEO
0001776715-19-000001	1	Flower Street Docs, LLC	Adam Carolla	Manager
0001775338-19-000002	1	Betterway organic farms corp	allison macphee	president
0001702784-19-000003	1	CHRGR Inc.	John Mullin	CEO, President & Director
0001690888-19-000001	1	InGen Dynamics, Inc.	Arshad Hisham	CEO / Founder
0001773260-19-000006	1	Rockridge International Corp	David Roche	President
0001665160-19-000654	1	Eskapr, LLC	Robert Farmer	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001719921-19-000001	1	Wichita Falls Brewing Company, LLC	Matt Bitsche	President
0001769210-19-000001	1	MEALTHY, INC.	Jose Bernardo De La Vega	President
0001772897-19-000002	1	Takes a Village 1 Corp	Lashondra Graves	Co-Founder
0001743181-19-000002	1	BANDWAGONFANCLUB INC.	Harold Hughes	CEO
0001690631-19-000003	1	Niveau Brands, Inc.	Elliott Johnson	CEO
0001772897-19-000001	1	Takes a Village 1 Corp	LaShondra Grave	Co-Founder
0001665160-19-000653	1	Eskapr L.L.C.	Robert Farmer	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000651	1	Personal Airline Exchange, Inc.	Michael Azzarello	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer
0001665160-19-000650	1	NOVO AERO TECHNOLOGY, INC	Essam Tawfik Marcus	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000339	1	Veriglif Inc.	James Wilson	CEO
0001670254-19-000344	1	App App, Inc.	Todd Folk	CEO/CoFounder
0001665160-19-000649	1	Jet Token Inc.	Michael Winston	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001775186-19-000002	1	Sama Sama LLC	Stephen Stayer	Member
0001665160-19-000644	1	Play Fantasy Sports Corp	Ian Olito	CEO, Principal Executive Officer, Director, Principal Financial Officer, Principal Accounting Officer
0001665160-19-000646	1	WitFoo, Inc.	Tim Bradford	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000636	1	360 ONLY Novelty Co.	Jon Verwiel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000634	1	Water Markets LLC	Anastasia Valdes	CEO, Principal Executive Officer, Manager, Principal Financial Officer, Principal Accounting Officer
0001665160-19-000632	1	Texta, Inc.	Kirsten Nelson	CEO, Principal Executive Officer, and Director
0001694974-19-000001	1	Field Guide to Evil, LLC	Tim League	Managing Member
0001665160-19-000630	1	GRACEDBYGRIT	Kimberly Caccavo	Founder/CEO
0001665160-19-000631	1	Ella and Oak, LLC	Christine H. Callahan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001744818-19-000001	1	Inside.com, Inc.	Austin Smith	President
0001773434-19-000001	1	Across Movie LLC	Christopher Foley	CEO
0001665160-19-000628	1	LIFE RECOVERY SYSTEMS HD LLC	Robert J Freedman	CEO, Principal Executive Officer and Manager
0001665160-19-000627	1	Bioclonetics Immunotherapeutics, Inc.	Charles S. Cotropia	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000626	1	KOTA Longboards, LLC	Michael P. Maloney	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001712508-19-000004	1	MedAnswers	ALICE CRISCI	CHIEF EXEUTIVE OFFICER
0001748490-19-000002	1	Cardboard Live, Inc.	Wilson Hunter	CEO & Director
0001773138-19-000001	1	EADO BC Bar LLC	Brian Ching	Manager
0001665160-19-000625	1	TotalSource Solutions, Inc	George B. Brown	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000623	1	PAYGEVITY, INC.	Neil H. Rothenberg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000622	1	Hudway, Inc.	Aleksei Ostanin	CEO, Director, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000621	1	Work Force Coin	Mark B. Hayes	CEO, Principal Executive Officer and Director
0001746386-19-000001	1	Esembly Inc.	Elizabeth Turrigiano	President
0001675773-19-000003	1	RadioPublic PBC	Jake Shapiro	CEO
0001737485-19-000001	1	Urban Putt Denver LLC	Steve Fox	President
0001745004-19-000001	1	Cherish Productions	Bryan Melendez	CEO
0001775091-19-000002	1	420 Real Estate, LLC	Willard L Jackson	CEO
0001669191-19-000184	1	Flagship Fitness, Inc.	Adrian Haid	Principal Executive Officer
0001669191-19-000182	1	PropertyClub, Inc.	Andrew  Weinberger	Principal Executive Officer
0001755490-19-000003	1	Benmelos, LLC	Benjamin Berg	President
0001665160-19-000620	1	EpigenCare Inc.	William Lee	CEO, Principal Executive Officer and Director
0001665160-19-000619	1	Eclipse Diagnostics Inc	Luka Fajs	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000618	1	Citizen Health Project, Inc.	Brennen Hodge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000617	1	Eskapr L.L.C.	Robert Farmer	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000615	1	Wise Power Inc	Kevin J. Williams	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000614	1	CEN INC	James Tagg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001736388-19-000003	1	R3 Printing, Inc.	Daniel Downs	President
0001770023-19-000004	1	Hit Reset LLC	Siri Chakka	Manager
0001754594-19-000004	1	Waffle Bus Heights, LLC	Phi Nguyen	Manager
0001760170-19-000003	1	Commissary Hall LLC	Sebastian Madero	Treasurer
0001669191-19-000177	1	Subba Media Inc	Mark Jennings	Principal Executive Officer
0001669191-19-000175	1	Subba Media Inc	Mark Jennings	Principal Executive Officer
0001669191-19-000173	1	Swoon City Music LLC	Maureen Lloren	Principal Executive Officer
0001669191-19-000171	1	God's Garden Treasures LLC	Karin Crawford	Principal Executive Officer
0001669191-19-000169	1	GT Spirits Inc	Christopher Moran	Principal Executive Officer
0001669191-19-000167	1	Dig Dates, Inc.	Casey Isaacson	Principal Executive Officer
0001669191-19-000164	1	SRA Health, Inc.	Steven Coen	Principal Executive Officer
0001752130-19-000006	1	CoverUS, Inc	Andrew Hoppin	CEO & Director
0001754594-19-000003	1	City Griddle, LLC	Sameer Patel	Manager of APRB, LLC, the Manager
0001710909-19-000001	1	Home61 Inc.	Olivier Grinda	CEO
0001670254-19-000326	1	Smartgurlz US Inc	Sharmi Albrechtsen	CEO
0001670254-19-000329	1	CB Auto Group, Inc.	John A Perez	CEO & Chairman
0001756092-19-000004	1	Sunset Patio Lounge LLC	Dominic Moreau	Managing Member
0001739405-19-000002	1	Oxalis Food, LLC	Steve Wong	Managing Member of Redwood Hospitality LLC, the Managing Member
0001691608-19-000003	1	Fair Isle Brewing LLC	Geoffrey Barker	Manager
0001725458-19-000002	1	California 88, LLC	Eric Hsu	Managing Member
0001670254-19-000325	1	Snapwire Media, Inc.	Chad Newell	CEO
0001670254-19-000324	1	KetoNatural Pet Foods, Inc.	Daniel Schulof	Co-founder and CEO
0001665160-19-000613	1	The 360 ONLY Novelty Co.	Jon Verwiel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000321	1	Attic Brewing Company LLC	Laura Lacy	Owner, Manager, and Operations
0001775315-19-000001	1	Counselor, LLC	Philip Pesses	Manager
0001774242-19-000002	1	Railway Heights LP	Lian Pham	Member
0001670254-19-000320	1	Loveseat, Inc	Chris Stanchak	Cofounder & CEO
0001766486-19-000001	1	StreetInfoTech, Inc.	Jonathan Schick	COO
0001737259-19-000001	1	Kansas City Breweries Co LLC	Terri Bricker	President
0001743563-19-000003	1	Huge Legal Technology Company, Inc.	Cody Barbo	CEO, Director, President, Chief Financial Officer and Treasurer
0001710904-19-000002	1	Rapunzl Investments LLC	Brian Curcio	CEO & Founder
0001477932-19-002295	1	WORLD TREE COP USA, LLC	/s/ Michelle Gordon	Chief Financial Officer
0001716298-19-000001	1	Mighty Well, Inc.	Yousef Al-Humaidhi	Director and Chief Financial Officer
0001670254-19-000319	1	World Tree COP USA, LLC	Wendy Burton	Founder & CEO
0001665160-19-000611	1	Power2Peer Inc.	Mamta Sonwalkar	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001756381-19-000002	1	Fretch LLC	Naresh Mulchandani	CEO
0001767606-19-000003	1	Varner Enterprises Inc	Michael Varner	CEO
0001640709-19-000002	1	Bellhop Technologies Inc.	Payam Safa	CEO
0001770281-19-000001	1	CVBM Interests LLC	Christopher VanBerg	CEO
0001670254-19-000317	1	Epec Holdings, Inc. (f/k/a Epec Biofuels Holdings, Inc.)	Steve Vanechanos	Executive Chairman of the Board
0001736283-19-000009	1	Ample Foods, Inc.	Connor Young	President and CEO
0001666102-19-000014	1	Uni-Boil MP Inc.	Alan Pun	COO
0001722969-19-000001	1	Atlis Motor Vehicles Inc	Mark Hanchett	Chief Executive Officer
0001665160-19-000598	1	Bioclonetics Immunotherapeutics, Inc.	Charles S. Cotropia	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001726537-19-000003	1	Pistil & Pollen, LLC	Amy Dannemiller	Chief Executive Officer
0001665160-19-000607	1	IJUZE Corp	Esmond Goei	CEO, Principal Executive Officer and Director
0001665160-19-000603	1	GeoOrbital Inc.	Michael Burtov	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001728855-19-000001	1	Boon VR LLC	Satya Ridhima Parvathaneni	Founder and Chief Executive Officer
0001665160-19-000606	1	Cen Inc.	James Tagg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000608	1	IJUZE Corp	Esmond Goei	CEO, Principal Executive Officer and Director
0001665160-19-000609	1	MicroGen Vet LLC	Kurt Dombkowski	CEO, Principal Executive Officer, Manager
0001747795-19-000003	1	Lavabit, LLC	Ladar Levison	CEO
0001775483-19-000002	1	SureSave Insurance Corp	Steven Erich Hubbard	CEO
0001728559-19-000003	1	Totle Inc.	David Bleznak	Chief Executive Officer, Director
0001665160-19-000601	1	StorEn Technologies, Inc.	Carlo Brovero	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000602	1	Sarita's Macaroni and Cheese, Inc.	Sarita Ekya	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000597	1	Bioclonetics Immunotherapeutics, Inc.	Charles S. Cotropia	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001702939-19-000001	1	Ondello, Inc.	Mark Hadfield	CEO
0001750319-19-000004	1	Smilelove LLC	David Frazier	Manager
0001665160-19-000595	1	Shark Wheel, Inc.	Zack Fleishman	COO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000594	1	Stella Carakasi DTC Inc.	Steven Boutrous	Chief Executive Officer, Chief Financial Officer, Chief Accounting Officer, and Director
0001755873-19-000002	1	Visuwall Technologies Inc.	/s/Kobi Wu	Director & Chief Executive Officer
0001665160-19-000593	1	GuruMD Virtual Med, Inc	Clinton Osborn	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001759355-19-000009	1	Pluton Biosciences, LLC	Charlie Walch	CEO
0001665160-19-000592	1	HEAL Diabetes Clinics Inc	Richard Koffler	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001725458-19-000001	1	California 88, LLC	Eric Hsu	Managing Member
