ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-19-000294	1	STARTENGINE CROWDFUNDING, INC.	Howards Marks	CEO
0001665160-19-000293	1	Rhino Hide LLC	Jason Giddon	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000292	1	Seat Amigo Inc.	Rusty Shaffer	CEO, Director, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000133	1	Neurohacker Collective, LLC	Hakan Lindskog	Chief Operating Officer
0001670254-19-000127	1	Neurohacker Collective, LLC	James Schmachtenberger	CEO
0001421744-19-000001	1	Cytonics Corp	Anjun K. Bose	President
0001765300-19-000003	1	FanBeat Inc.	Edward Trimble	Chief Executive Officer
0001739450-19-000003	1	Fluent Forever Inc.	Gabriel Wyner	CEO
0001728559-19-000002	1	Totle Inc.	/s/David Bleznak	Chief Executive Officer, Director
0001665160-19-000290	1	HEAL Diabetes Clinics Inc	Richard Koffler	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000123	1	Como Audio, Inc	Thomas DeVesto	Como Audio Founder/Designer
0001665160-19-000289	1	Your Car, Our Driver, Inc.	Josef Wojtkow	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000120	1	Unity Vibration Living Kombucha Tea LLC	Rachel Kanaan	Co-founder
0001731189-19-000003	1	3451 Benning LLC	Adrian Washington	CEO of Manager, Neighborhood Development Co., LLC
0001731189-19-000002	1	3451 Benning LLC	Adrian Washington	CEO of Manager, The Neighborhood Development Company, LLC
0001669191-19-000103	1	Ocean Renewable Power Company, Inc.	Christopher Sauer	Principal Executive Officer
0001665160-19-000288	1	Ella & Oak LLC	Christine H. Callahan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000287	1	Mycroft AI Inc.	Joshua Montgomery	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001763661-19-000005	1	Coursapp Inc.	Warren Essey	CEO, President
0001761087-19-000002	1	ROW ViGOR	Kevin Allen	CEO, President, CFO, Secretary, Chairman, Co Founder
0001665160-19-000286	1	Red Lilly Management, LLC	Crystal Knight	CEO, Principal Executive Officer and Manager, Controller and Principal Accounting Officer
0001767504-19-000001	1	Brooklyn Heights Farm Residences LLC	Doug Maxwell	Doug Maxwell, Manager of the Managing Member, S3RD LLC
0001725124-19-000001	1	Rhymella, Inc	Megan Rzezutko	President, CEO
0001665160-19-000283	1	Vizrom Inc.	Emmanuel Umoh	CEO, Principal Executive Officer and Director,Principal Financial Officer and Principal Accounting Officer
0001593780-19-000001	1	Edisun Microgrids, Inc.	Bill Gross	CEO
0001735243-19-000002	1	Platform at 930, LLC	Laura Nettleton	Manager
0001735243-19-000001	1	Platform at 930, LLC	Laura Nettleton	Manager
0001769270-19-000005	1	Good Chroma LLC	Tyler Czuczman	Owner
0001769270-19-000004	1	Supper LLC	Vincent Perri	Owner
0001665160-19-000281	1	Paygevity Inc.	Neil H. Rothenberg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-19-000101	1	Dig Dates, Inc.	Casey Isaacson	Principal Executive Officer
0001669191-19-000098	1	Ocean Renewable Power Company, Inc.	Christopher Sauer	Principal Executive Officer
0001670254-19-000118	1	Circle Medical Technologies, Inc.	George Favvas	CEO and Co-founder
0001670254-19-000116	1	Seven Stills, Inc	Tim Obert	Co-Founder & CEO
0001665160-19-000278	1	Divinia Water, Inc.	Steven R Sedlmayr	CEO, Principal Executive Officer and Director and Principal Financial Officer
0001770023-19-000001	1	Hit Reset LLC	Siri Chakka	Manager
0001765325-19-000003	1	TWISTED ESCAPE ROOM LLC	Jonathan Griffin	Co-Founder
0001665160-19-000276	1	Cheap Plate Inc.	Richard J. Temple	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001695816-19-000005	1	Fensens, Inc.	Andrew Karuza	CEO
0001771010-19-000001	1	Hohm Inc.	Jonathon Nikolas Woods	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer
0001743861-19-000003	1	10XTS INC	Michael Hiles	CEO
0001665160-19-000273	1	Trella Technologies LLC	Aja Atwood	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000270	1	HUDWAY, CORPORATION	Aleksei Ostanin	CEO, Director, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000267	1	Cookie Club of America Inc	Clifford Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001754146-19-000001	1	Bargeboard & Beams, LLC	Erik Holmberg	Manager of Manager, Alanson's Development, LLC
0001760318-19-000003	1	Physio LLC	Dillon Auxier	CEO
0001759125-19-000004	1	Outpost Trading Co	Kenneth J. Manning	CEO
0001763661-19-000004	1	Coursapp, Inc.	Warren Essey	CEO, President
0001665160-19-000266	1	GuruMD Virtual Med, Inc	Clinton Osborn	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000113	1	Virtual Immersive Educational Worlds, Inc.	David R Bradford	Chief Executive Officer
0001670254-19-000112	1	Petit Vour, LLC	Ryan Miner	Co-CEO
0001665160-19-000265	1	Solutions Vending International, Inc.	Dawn Dickson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001765315-19-000003	1	SALEM SPICE, INC.	David Bowie	President
0001668287-19-000006	1	SECRETDAYS CO.	JOY CRUZ	Owner
0001670254-19-000110	1	Take Me to Tarzana LLC	Maceo Greenberg	Writer/Director
0001669191-19-000094	1	Swoon City Music LLC	Maureen Lloren	Principal Executive Officer
0001769638-19-000001	1	Good Chroma LLC	Tyler Czuczman	Owner
0001754712-19-000002	1	CentriCrude Services, Inc.	Edward Stoltenberg	Chief Financial Officer
0001665160-19-000264	1	Flower Turbines LLC	Mark Daniel Farb	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-19-000091	1	Ocean Renewable Power Company, Inc.	Christopher Sauer	Principal Executive Officer
0001670254-19-000105	1	MoneyVoice, PBC	Brent Schulkin	CEO
0001758255-19-000004	1	Thumb Butte Distillery, Inc.	Dana Murdock	President & Director
0001670254-19-000103	1	Vinder, Inc.	Sam Lillie	Founder/CEO
0001765585-19-000004	1	Ohana School of Performing Arts	Ashley Kohl	Owner
0001769270-19-000003	1	Supper LLC	Vincent Perri	Owner
0001669191-19-000088	1	Swoon City Music LLC	Maureen Lloren	Principal Executive Officer
0001759348-19-000005	1	Mailtag Company, LLC	Alex Edson	CEO
0001668287-19-000003	1	My Beer Buddy Inc.	John Paul Campa	Owner
0001665160-19-000263	1	Power2Peer, Inc.	Mamta Sonwalkar	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000262	1	Mosaic Distributors, LLC	Chris Kolodziejski	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000261	1	ArtMap, Inc	David Smooke	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000260	1	Screw City LLC	Joselito Seldera	Managing Member, Principal Executive Officer, Principal Financial Officer
0001762000-19-000003	1	Mitte Corp.	Moritz Waldstein Wartenberg	CEO
0001669191-19-000085	1	Vantem Global, LLC	Chris Anderson	Principal Executive Officer
0001669191-19-000082	1	Movatic, Inc.	Ansgar Strother	Principal Executive Officer
0001669191-19-000080	1	BumBee Designs Incorporated	James Canova	Principal Executive Officer
0001758128-19-000001	1	BX SPACES LLC	Rafael Alvarez	Chief Executive Officer
0001767319-19-000001	1	Wooter Holding Corp	Alex Aleksandrovski	CEO
0001665160-19-000259	1	Monetran, LLC	Don Bielak	CEO, Principal Executive Officer and Manager,Principal Financial Officer and Principal Accounting Officer
0001769270-19-000001	1	Supper LLC	Vincent Perri	Owner
0001665160-19-000258	1	BluCollr, LLC	Christoper R. Lawrence	CEO, Manager, Head of Business Development and Marketing
0001762574-19-000001	1	Shaping Games Inc.	Alfred Steiof	President
0001669191-19-000078	1	Future Mobility Company Holdings, Inc.	Dagan Mishoulam	Principal Executive Officer
0001728559-19-000001	1	Totle Inc.	/s/David Bleznak	Chief Executive Officer, Director
0001765748-19-000005	1	Jack Henry Spirits LLC	John Barlow	Member
0001665160-19-000256	1	Quigler, Inc.	David M. Michonski	CEO, Principal Executive Officer, and Director
0001665160-19-000252	1	81-c Inc.	Dan Abbate	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001736283-19-000007	1	Ample Foods, Inc.	Connor Young	President and Chief Executive Officer
0001665160-19-000249	1	Festive Beverages, LLC	Andy Powell	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001759125-19-000003	1	Outpost Trading Company	Kenneth J. Manning	CEO
0001758188-19-000001	1	Throwback Family Fun, LLC	Kelsey Redwine	President
0001670254-19-000099	1	Womp Studio LLC	Gabriela Trueba	Founder and CEO
0001665160-19-000245	1	Dragon Cloud, Inc.	Patrick Mac Gillis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000096	1	Black Momma Tea and Cafe, Inc	Vanessa Braxton	CEO & President
0001756797-19-000001	1	WANDERING STAGE LLC	Nathan McNiff	Owner
0001756904-19-000001	1	ALIMENTARY LLC	Shane Clyburn	Owner/Co-Founder
0001769004-19-000001	1	Sleepless Musical, LLC	David Shor	Sole Member
0001766440-19-000005	1	Pope's Kitchen, LLC	Clark Pope	Owner
0001665160-19-000243	1	One Roq Spirits, LLC	J. Garrett Green	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001752109-19-000001	1	ROOTS & VINE PRODUCE & CAFE, INC	Ena Jones	President/CEO
0001757431-19-000002	1	BROADWAY PROJECT ONE, LLC	FRANCINE ANDERSON	PRESIDENT/CEO
0001767606-19-000002	1	Varner Enterprises Inc	Michael Varner	CEO
0001765748-19-000004	1	Jack Henry Spirits LLC	John Barlow	Member
0001665160-19-000242	1	DiscountCell, Inc	Jennifer King	CEO, Principle Executive Officer, Principle Financial Officer and Director
0001708142-19-000006	1	Ironclad Distillery, Inc.	/s/Stephen King	President
0001760520-19-000004	1	ActionTrac Global LLC	HAL WENDEL	FOUNDER/CEO
0001768551-19-000002	1	47-53 Crescent Ave, LLC	Kim Bianca Williams	Manager of Manager, Urban Synergy in Action, LLC
0001759348-19-000004	1	Mailtag Company, LLC	Alex Edson	CEO
0001709628-19-000002	1	CLOUDASTRUCTURE, INC.	/s/ S. Richard Bentley	CEO
0001670254-19-000089	1	True Syrups & Garnishes DBA Pratt Standard Cocktail Company	Tory Pratt	Founder
0001670254-19-000087	1	SFO84, Inc	Matthieu Jost	CEO
0001759945-19-000001	1	SCENTBOX, LLC	Craig DuAlba	CTO
0001665160-19-000240	1	Fusion Properties Management Group, Inc. d/b/a Fusion Farms	Kendell Lang	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001760318-19-000002	1	Physio, LLC	Dillon Auxier	CEO
0001768510-19-000001	1	Oak & Partners Apparel, LLC	Dan Abenhaim	Business Director, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer
0001760272-19-000003	1	New Moon Clothing, Inc.	Carole Murphy	President
0001766521-19-000001	1	SleepChoices LLC	/s/Philip Shen	Chief Executive Officer
0001665160-19-000236	1	Bahari Energy LLC	Habib Bahari	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-19-000076	1	GT Spirits Inc	Christopher Moran	Principal Executive Officer
0001665160-19-000234	1	TotalSource Solutions, Inc	George B. Brown	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000233	1	Dashing Corp	Alaxander Villmann	CEO, Principal Executive Officer and Director
0001760049-19-000001	1	Coinseed, Inc.	Sukhbat Lkhagvadorj	CFO
0001665160-19-000231	1	WaterRR, Inc.	Bruce Kania	Chief Executive Officer, Principal Executive Officer, Director
0001669191-19-000074	1	BumBee Designs Incorporated	James Canova	Principal Executive Officer
0001665160-19-000228	1	Bein Carib Inc.	Andrew Anderson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001666102-19-000006	1	Success By Media LLC	Jay Noland	Chief Executive Officer
0001669191-19-000072	1	SRA Health, Inc.	Steven Coen	Principal Executive Officer
0001766595-19-000001	1	Luviv, LLC	Louis Kampi	Owner
0001669191-19-000069	1	GT Spirits Inc	Christopher Moran	Principal Executive Officer
0001665160-19-000225	1	entreDonovan Wholesale, LLC	Linda Farquhar	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000223	1	II Transatlantic, Inc.	Ralph Askar	CEO and Presidentr
0001765585-19-000003	1	Ohana School of Performing Arts	Ashley Kohl	Owner
0001665160-19-000220	1	MyApps Corp.	Adnan Malik	CEO, Director, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000217	1	Geopulse Exploration Inc.	Marcus Laun	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000216	1	CEN INC	James Tagg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001666102-19-000005	1	Fragrance of Heaven LLC	Terri Arthur	Owner & CEO
0001757098-19-000001	1	ZenSpace Inc	Mayank Agrawal	CEO
0001758255-19-000003	1	Thumb Butte Distillery, Inc.	Dana Murdock	President & Director
0001669191-19-000066	1	Domestic Brands Inc	Lawrence Charles	Principal Executive Officer
0001665160-19-000214	1	Eden GeoPower, Inc.	Paris Smalls	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000082	1	Active Faith Inc.	Lanny Smith	CEO
0001670254-19-000085	1	The Clement Street Brewpub, LLC	Ivan Hopkinson	Founder
0001757857-19-000002	1	FanCompete LLC	John Senew	President
0001754594-19-000001	1	Waffle Bus Heights, LLC	Phi Nguyen	Manager
0001675481-19-000003	1	Spotlight: Girls	Lynn Johnson	CEO
0001669191-19-000064	1	Advanced Aesthetic Technologies, Inc.	Richard Burtt	Principal Executive Officer
0001665160-19-000211	1	ECXTECH INC.	Ryan Cullins	CEO, Principal Executive Officer, Director
0001761087-19-000001	1	ROWViGOR, LLC	Kevin Allen	CEO, President, CFO, Secretary, Chariman, Co Founder
0001699129-19-000002	1	Chores R Us LLC	tarik khribech	President
0001702498-19-000001	1	Bucket Technologies, Inc.	Daniel Kam	President and Chief Operating Officer
0001757431-19-000001	1	BROADWAY PROJECT ONE, LLC	FRANCINE ANDERSION	President/CEO
0001670254-19-000081	1	Cary Rx Inc	Kevin Lance	Head of Growth
0001670254-19-000080	1	Asgard Brewing	Stephen Porter	Co-Founder and CEO
0001670254-19-000078	1	Ohos, Inc.	Dave Needham	CEO, Founder
0001768621-19-000001	1	Commongrounds Cooperative	Kate Redman	Project Director
0001670254-19-000075	1	Medford Brewing Company	Nick Bolitho	Co-Founder
0001665160-19-000210	1	Wise Power Inc	Kevin J. Williams	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001765947-19-000002	1	Blackcommerce LLC	Edward Merriman	President/CEO
0001691881-19-000001	1	Court Innovations Inc	/s/ MJ Cartwright	CEO
0001669191-19-000062	1	Mercurius Biorefining, Inc	Karl Seck	Principal Executive Officer
0001761153-19-000001	1	KS Fitness LLC	Kent Sammons	Owner
0001761779-19-000001	1	Revry, Inc.	Damian Pelliccione	Principal Executive Officer and Director
0001764876-19-000001	1	Halo Energy LLC	Vincent Loccisano	CEO
0001670254-19-000073	1	Inhabit.io, Inc	Chai Mishra	CEO
0001665160-19-000207	1	THATS EATERTAINMENT CORP.	Ronald L. Miller, Jr.	Vice President, CFO, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000209	1	World Cycling League	John Nelson	COO, Principal Financial Officer, Principal Accounting Officer and Managing Member
0001749548-19-000003	1	Geek Girl Tech, PBC	Jenn Diesi	Chief Executive Officer
0001665160-19-000204	1	Jet Token Inc.	Michael Winston	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-19-000060	1	Subba Media Inc	Mark Jennings	Principal Executive Officer
0001765507-19-000004	1	POPOVER KING LLC	Maria Cabuquit	CEO
0001766440-19-000004	1	Pope's Kitchen, LLC	Clark Pope	Owner
0001666102-19-000003	1	Saberation Inc.	Edward Armstrong	CEO
0001670254-19-000071	1	Homefree, LLC	Jill Robbins	Founder/President
0001665160-19-000203	1	Cheaters III Ltd.	Bobby Goldsein	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000067	1	Charron Favreau LLC	Kurt Charron	President
0001768117-19-000001	1	ITERUM FOODS LLC	MATTHEW MCPHERSON	OWNER
0001670254-19-000064	1	Unionmade	Todd Barket	Owner
0001665160-19-000200	1	Cheaters III, Ltd.	Bobby Goldsein	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001768151-19-000002	1	Subziwalla LLC	Sajal Rohatgi	Manager
0001665160-19-000198	1	NetObjex, Inc	Raghu Bala	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001768151-19-000001	1	Subziwalla LLC	Sajal Rohatgi	Manager
0001665160-19-000197	1	Xcraft Enterprises, LLC	JD Claridge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000196	1	Worldcast Live Inc	Peter Lewis	CEO, Principal Executive Officer, and Director
0001665160-19-000195	1	Icarus Blockchain Group Inc.	Maya Parbhoe	CEO, Principal Executive Officer and Director
0001665160-19-000194	1	Persona Network, Inc.	Matthew Kerle	CEO, Principal Executive Officer and Director
0001669191-19-000058	1	Gravity Power, LLC	Thomas  Mason	Principal Executive Officer
0001669191-19-000054	1	Advanced Aesthetic Technologies, Inc.	Richard Burtt	Principal Executive Officer
0001666102-19-000001	1	Organic Living Inc.	JAI MCFALL	Chief Executive Officer
0001670254-19-000063	1	AGGRESSIVELY ORGANIC, INC	Jonathan Partlow	CEO
0001765833-19-000002	1	automed Inc.	David Edwards	principal executive officer, principal financial officer, principal accounting officer, and Director
0001669191-19-000052	1	Rapunzl Investments, LLC	Brian Curcio	Principal Executive Officer
0001665160-19-000192	1	CrediBILL, Inc.	Neeraj Sharma	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000189	1	First 2 View, Inc.	Jeffrey D. Rapson	President, Chief Executive Officer, Director, Principal Accounting Officer, and Principal Financial Officer
0001665160-19-000186	1	Locking Line Barriers Corp	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary, and Principal Accounting Officer
0001665160-19-000184	1	Blue Agave Importers, LLLP	William Foss	CEO, Principal Executive Officer, and Director
0001760678-19-000001	1	County Route Catering, Inc.	Mark Ganem	Owner
0001758831-19-000001	1	DAISYFACE FLOW, LLC	Morgan Chase	Owner
0001765833-19-000001	1	automed Inc.	David Edwards	principal executive officer, principal financial officer, principal accounting officer, and director
0001755490-19-000001	1	Benmelos, LLC	Benjamin Berg	President
0001665160-19-000178	1	Keezel, Inc.	Friso Schmid	CFO, Principal Financial Officer and Principal Accounting Officer
0001708142-19-000005	1	Ironclad Distillery, Inc.	/s/Stephen King	President
0001662136-19-000001	1	Engage, Inc.	Lief Larson	CEO, principal executive officer, principal financial officer, controller or principal accounting officer, and majority of the board of directors or persons performing similar functions.
0001665160-19-000177	1	G3C Technologies Corp	Vitaly Khusidman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001708142-19-000004	1	Ironclad Distillery, Inc.	/s/Stephen King	President
0001665160-19-000175	1	Atlis Motor Vehicles Inc	Mark Hanchett	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000174	1	CFBB Pictures	Jason Buterin	CEO and Manager, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000173	1	Virtual QE	Shawn Findlater	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000172	1	Caddell Prep Inc.	Glyn Caddell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000171	1	NowKeto, Inc.	Joshua Paul Christensen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000062	1	WinSanTor, Inc.	Stanley Kim	CEO
0001708142-19-000003	1	Ironclad Distillery, Inc.	/s/Stephen King	President
0001656562-19-000003	1	Ample Hills Holdings, Inc.	Brian Smith	Chief Executive Officer
0001708142-19-000002	1	Ironclad Distillery, Inc.	/s/Stephen King	President
0001617350-19-000001	1	Banaia, Inc.	Himanshu Agarwal	Director & Chief Executive Officer
0001739714-19-000001	1	Certifiably, INC	Anne Chambers	CEO
0001665160-19-000170	1	Stella Carakasi DTC, Inc.	Steven Boutrous	Chief Executive Officer, Chief Financial Officer, Chief Accounting Officer, and Director
0001758255-19-000001	1	Thumb Butte Distillery, Inc.	Dana Murdock	President & Director
0001669191-19-000050	1	PropertyClub, Inc.	Andrew  Weinberger	Principal Executive Officer
0001760318-19-000001	1	Physio, LLC	Dillon Auxier	CEO
0001665160-19-000166	1	WebTez Inc.	Peter J. Tezza II	CEO, Principal Executive Officer and Director
0001767357-19-000001	1	H&G Science LLC	Edward Glicken	CEO
0001759516-19-000001	1	NY SCOOPS LLC	TIMOTHY KOSTENKO	MANAGING MEMBER
0001720035-19-000001	1	ARTISTWORKS, LLC	PATRICIA BUTLER	CEO
0001656562-19-000002	1	Banaia, Inc.	Himanshu Agarwal	Director & Chief Executive Officer
0001725567-19-000003	1	Neurotez Inc.	Nikolaos Tezapsidis	CEO
0001698872-19-000002	1	Charron Favreau L.L.C.	Kurt Charron	President
0001709628-19-000001	1	CLOUDASTRUCTURE, INC.	S. Richard Bentley	CEO
0001670254-19-000060	1	Hyperspace XR, LLC	Jeff Ludwyck	Founder & CEO
0001761397-19-000001	1	OddFellows Holding Co LLC	K. Mohan Kumar	Managing Member of Manager
0001665160-19-000165	1	Jet Token Inc.	Michael Winston	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000164	1	Jackson Hole Televison, Inc.	Rubin Rodriguez Jr	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001670254-19-000059	1	Palmia Corporation	Robert Nathanson	CEO
0001670254-19-000057	1	Marlo's Bakeshop LLC	Marlo Giudice	Founder and CEO
0001669191-19-000048	1	Advanced Aesthetic Technologies, Inc.	Richard Burtt	Principal Executive Officer
0001665160-19-000163	1	GeoOrbital Inc.	Michael Burtov	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-19-000046	1	Flagship Fitness, Inc.	Adrian Haid	Principal Executive Officer
0001665160-19-000161	1	Jet Token Inc.	Michael Winston	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001695816-19-000003	1	Fensens, Inc.	Andrew Karuza	CEO
0001665160-19-000157	1	Work Force Coin, LLC	Mark B. Hayes	CEO, Principal Executive Officer and Director
0001670254-19-000055	1	MySwimPro, Inc.	Fares Ksebati	CEO
0001670254-19-000053	1	WhiteClouds, Inc.	Jerry Ropelato	CEO
0001670254-19-000050	1	GNH Restaurant 3 LLC	Joey Parsi	CEO/Founder
0001665160-19-000154	1	4Good Inc.	Stephanus Vermeulen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001760453-19-000001	1	Pig Hill Brewery LLC	Naomi Auth	Owner
0001670254-19-000048	1	Tesseract Space, Inc.	Erik Franks	CEO
0001670254-19-000047	1	Tesseract Space, Inc.	Erik Franks	CEO
0001670254-19-000045	1	Hopster's LLC	Lee Cooper	Founder
0001670254-19-000044	1	POWERHANDZ Inc	Darnell Jones	Founder / President
0001670254-19-000042	1	Mars Colony, LLC DBA Meridian Hive	Cayce Rivers	Chief Executive Officer
0001711652-19-000001	1	Baja United Imports, Inc.	/Jim Riley/	CEO
0001665160-19-000152	1	Fusion Properties Management Group, Inc. d/b/a Fusion Farms	Kendell Lang	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-19-000149	1	Rentah, Inc.	Anup Desai	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001739206-19-000001	1	Meg Media Inc.	Patrick Davis Jones	Chief Executive Officer
0001733434-19-000001	1	Viri Systems Inc.	Patrick Davis Jones	Chief Executive Officer
0001753336-19-000001	1	Eagle Protect, PBC	Stephen Warne Ardagh	President and Chief Executive Officer
0001717111-19-000001	1	Red Hen Collective Cooperative, Inc.	Molly Madden	President
