ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001769270-19-000004	0		Update to compensation to intermediary disclosure	Supper LLC	Limited Liability Company		PA	2017-07-18	221 THAD STREET		HOUSTON	PA	15432	http://supperpgh.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001665160-19-000281	0			Paygevity Inc.	Corporation		DE	2015-02-19	142 West 57th Street, 7th Floor		New York	NY	10019	www.paygevity.com	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-19-000101	0		issuer extended offering deadline.	Dig Dates, Inc.	Corporation		DE	2017-07-07	419 Romain St		Gretna	LA	70053	DigDates.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-19-000098	0		issuer updated pitch deck.	Ocean Renewable Power Company, Inc.	Corporation		DE	2017-04-05	254 Commercial St	Suite 119B	Portland	ME	04101	www.ORPC.co	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001670254-19-000118	1		Update investment agreement	Circle Medical Technologies, Inc.	Corporation		DE	2015-04-01	333 1st Street		San Francisco	CA	94105	http://www.circlemedical.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-19-000116	0		Updated closing date to 4/20/19	Seven Stills, Inc	Corporation		DE	2018-05-22	1439 Egbert Ave Unit C		San Francisco	CA	94124	http://sevenstillsofsf.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-000278	1		Issuer is extending the length of their campaign by 42 days.	Divinia Water, Inc.	Corporation		ID	2015-10-29	149 CHESTNUT ST.		IDAHO FALLS	ID	83402	www.diviniawater.com	StartEngine Capital, LLC	0001665160	007-00007	
0001770023-19-000001	0			Hit Reset LLC	Limited Liability Company		TX	2018-05-29	1914 E. 6th	#6918	Austin	TX	78702	www.hitreset.io	MicroVentures Marketplace Inc.	0001478147	008-68458	152513
0001765325-19-000003	0	Our best estimate of the total amount raised by Issuer in the offering is $41,200. The funds are currently being processed. The actual amount may be lower.		TWISTED ESCAPE ROOM LLC	Limited Liability Company		MA	2018-04-12	207 WASHINGTON ST		SALEM	MA	01970	https://twistedescaperoom.com	MainVest, Inc.	0001746059	007-00162	
0001665160-19-000276	0			Cheap Plate Inc.	Corporation		DE	2018-01-26	306 E 92nd Street, Apt 1R		New York	NY	10128	www.cheapplate.com	StartEngine Capital, LLC	0001665160	007-00007	
0001695816-19-000005	0		Add webinar transcript (attached to Form C as Exhibit G).	Fensens, Inc.	Corporation		DE	2016-07-06	383 E. Laurel Rd.		Bellingham	WA	98226	https://fensens.com/	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001771010-19-000001	0			Hohm Inc.	Corporation		DE	2017-01-04	2159 INDIA STREET		SAN DIEGO	CA	92101	https://hohm.life	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001743861-19-000003	0			10XTS INC														
0001665160-19-000273	0			Trella Technologies LLC	Limited Liability Company		MA	2016-11-03	173 Clay Pond Rd.		Bourne	MA	02532	www.trella.io	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000270	0			HUDWAY, CORPORATION	Corporation		DE	2017-12-29	3221 carter ave 484		Marina Del Rey	CA	90292	hudway.co	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000267	0	At the close of the offering, the issuer closed on $10,654.		Cookie Club of America Inc	Corporation		NV	2018-05-23	910 DEL DIOS ROAD	#148	ESCONDIDO	CA	92029	https://www.cookieclubofamerica.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001754146-19-000001	0	Target offering amount of $1,000 raised.		Bargeboard & Beams, LLC	Limited Liability Company		DE	2018-09-21	5442 BURGUNDY STREET		NEW ORLEANS	LA	70117	https://www.alansonsdevelopment.com/bargeboardandbeams	NSSC Funding Portal, LLC	0001665614	007-00012	
0001760318-19-000003	0	The offering did not meet its target; funds being returned to investors.		Physio LLC	Limited Liability Company		FL	2018-02-26	2002 E. 5TH AVENUE #108		TAMPA	FL	33605	www.fitpeak.com	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001759125-19-000004	0	The offering did not meet its target; funds being returned to investors.		Outpost Trading Co	Corporation		DE	2017-01-30	3470 19TH ST.		SAN FRANCISCO	CA	94110	http://outposttrade.com	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001763661-19-000004	0		Add webinar transcript (attached to Form C as Exhibit H).	Coursapp, Inc.	Corporation		DE	2016-03-01	1111 Euclid St #301		Santa Monica	CA	90403	www.kudu.com	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001665160-19-000266	1		Issuer is extending the length of their campaign by 46 days.	GuruMD Virtual Med, Inc	Corporation		DE	2018-08-28	1515 SOUTH CAPITAL TEXAS HIGHWAY	SUITE 105	AUSTIN	TX	78746	www.gurumd.net	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-19-000113	0			Virtual Immersive Educational Worlds, Inc.	Corporation		DE	2014-09-15	3317 N. Cottonwood Lane		PROVO	UT	84604	http://www.fluentworlds.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-19-000112	1		Disclose intent to convert to a C-Corp	Petit Vour, LLC	Limited Liability Company		TX	2012-11-01	1005 E Saint Elmo Rd		Austin	TX	78745	http://www.petitvour.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-000265	1		Issuer is extending the length of their campaign by 30 days.	Solutions Vending International, Inc.	Corporation		DE	2017-04-07	1275 KINNEAR AVE		COLUMBUS	OH	43212	www.PopCom.Shop	StartEngine Capital, LLC	0001665160	007-00007	
0001765315-19-000003	1		Issuer is amending the terms of the offering and extending the offering deadline.	SALEM SPICE, INC.	Corporation		MA	2015-02-19	62 WHARF ST		SALEM	MA	01970	www.salemspice.com	MainVest, Inc.	0001746059	007-00162	
0001668287-19-000006	0			SECRETDAYS CO.	Corporation		CA	2018-09-17	1658 Front Street		San Diego	CA	92101	secretdays.co/	Razitall Inc	0001668287	007-00026	
0001670254-19-000110	0			Take Me to Tarzana LLC	Limited Liability Company		CA	2019-02-08	1917 Rodney Dr. #203		Los Angeles	CA	90027	http://www.pulpdigitalproductions.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001669191-19-000094	0		correcting end date from former filing.	Swoon City Music LLC	Limited Liability Company		DE	2016-01-29	502 Smith Street		Brooklyn	NY	11231	swooncitymusic.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001769638-19-000001	0			Good Chroma LLC	Limited Liability Company		PA	2017-03-27	3799 LOGAN FERRY RD., APT H		PITTSBURGH	PA	15239	https://www.goodchroma.com	Honeycomb Portal LLC	0001705726	007-00119	289015
0001754712-19-000002	1		This third Amendment is filed to extend the Offering Deadline to October 29, 2019.	CentriCrude Services, Inc.	Corporation		MO	2018-04-11	4240 Duncan Ave	Suite 200	St. Louis	MO	63110	centricrude.com	Nvsted	0001700730	007-00111	288930
0001665160-19-000264	1		Issuer is extending the length of their campaign by 47 days.	Flower Turbines LLC	Limited Liability Company		NY	2013-09-25	240 CENTRAL AVE.	1J	LAWRENCE	NY	11559	http://www.flowerturbines.com	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-19-000091	0			Ocean Renewable Power Company, Inc.	Corporation		DE	2017-04-05	254 Commercial St	Suite 119B	Portland	ME	04101	www.ORPC.co	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001670254-19-000105	0			MoneyVoice, PBC	Other	Public Benefit Corporation	DE	2016-07-22	390 Euclid Ave		Oakland	CA	94610	https://moneyvoice.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001758255-19-000004	0		Add a webinar transcript attached as Exhibit H to Form C.	Thumb Butte Distillery, Inc.	Corporation		AZ	2013-10-08	400 N Washington Ave		Prescott	AZ	86301	ThumbButteDistillery.com	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001670254-19-000103	1		Add reviewed financials; increase max target to $300k	Vinder, Inc.	Corporation		WA	2018-01-23	1535 Redwood St.		Port Townsend	WA	98368	http://www.veggievinder.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001765585-19-000004	0			Ohana School of Performing Arts														
0001769270-19-000003	0		Addition to Risk Factors	Supper LLC	Limited Liability Company		PA	2017-07-18	221 THAD STREET		HOUSTON	PA	15432	http://supperpgh.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001669191-19-000088	0		issuer extended offering deadline.	Swoon City Music LLC	Limited Liability Company		DE	2016-01-29	502 Smith Street		Brooklyn	NY	11231	swooncitymusic.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001759348-19-000005	0	The Offering successfully received capital commitments equaling approximately $106,696 on March 12, 2019, although a final accounting has not yet been completed.		Mailtag Company, LLC	Limited Liability Company		AZ	2017-09-19	6021 E. LAFAYETTE BLVD.		SCOTTSDALE	AZ	85251	http://MailTag.io	OpenDeal Portal LLC	0001751525	007-00167	283874
0001668287-19-000003	0			My Beer Buddy Inc.	Corporation		AZ	2018-10-05	522 N Central Ave # 831		Phoenix	AZ	85004	www.mybeerbuddy.net	Razitall Inc	0001668287	007-00026	
0001665160-19-000263	0	At the close of the offering, the issuer closed on $86,336 and 43,449 number of securities.		Power2Peer, Inc.	Corporation		DE	2018-01-05	100 MORRISSEY BOULEVARD	VDC SUITE 166	BOSTON	MA	02125	https://power2peer.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000262	0	At the close of the offering, the issuer closed on $50,829.75 and 53,667 number of securities.		Mosaic Distributors, LLC	Limited Liability Company		CA	2012-10-08	507 CALLE SAN PABLO		CAMARILLO	CA	93012	https://www.chella.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000261	0	At the close of the offering, the issuer closed on $1,070,922.71 and 134,129 number of securities.		ArtMap, Inc	Corporation		CA	2012-12-10	1099 CAPITOL STREET, SUITE 221		EAGLE	CO	81631	hackernoon.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000260	1		Issuer is extending the length of their campaign by 50 days.	Screw City LLC	Limited Liability Company		IL	2018-10-19	670 REGAL LANE		ALGONQUIN	IL	60102	www.screwcitymovie.com	StartEngine Capital, LLC	0001665160	007-00007	
0001762000-19-000003	0	The offering successfully raised $30,000 on March 8, 2019.		Mitte Corp.	Corporation		DE	2018-09-04	C/O WG SERVICE PARTNERS LLC	100 WALL STREET, 10TH FLOOR	NEW YORK	NY	10005	www.mitte.co	OpenDeal Portal LLC	0001751525	007-00167	283874
0001669191-19-000085	0			Vantem Global, LLC	Limited Liability Company		DE	2010-11-22	7 Central St, #180	Suite 1100	Arlington	MA	02476	www.vantemglobal.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-19-000082	0		issuer added information about key people.	Movatic, Inc.	Corporation		DE	2016-08-12	505 E Liberty LL 500		Ann Arbor	MI	48104	movatic.co	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-19-000080	0		issuer added information about key people.	BumBee Designs Incorporated	Corporation		CA	2018-06-04	1250 Borregas Avenue	#131	Sunnyvale	CA	94089	http://www.bumbeeseat.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001758128-19-000001	0			BX SPACES LLC														
0001767319-19-000001	0			Wooter Holding Corp	Corporation		DE	2018-08-20	727 PAGE AVE		STATEN ISLAND	NY	10307	https://wooterapparel.com/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001665160-19-000259	1		Issuer is extending the length of their campaign by 53 days.	Monetran, LLC	Limited Liability Company		DE	2018-03-26	501 PERSHING CT.		HOCKESSIN	DE	19707	monetran.com	StartEngine Capital, LLC	0001665160	007-00007	
0001769270-19-000001	0			Supper LLC	Limited Liability Company		PA	2017-07-18	221 Thad Street		Houston	PA	15432	http://supperpgh.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001665160-19-000258	1		Issuer is extending the length of their campaign by 53 days.	BluCollr, LLC	Limited Liability Company		NY	2018-01-10	29 HARKIN LN.		HICKSVILLE	NY	11801	http://blucollr.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001762574-19-000001	0	The Offering successfully closed on $152,533 of investment commitments on March 2, 2019, although a final accounting has not been completed.		Shaping Games Inc.	Corporation		DE	2018-08-27	347 5TH AVENUE, SUITE 1402	C/O PRYOR CASHMAN	NEW YORK	NY	10016	www.vreo.io	OpenDeal Portal LLC	0001751525	007-00167	
0001669191-19-000078	0	End of offering. Issuer raised an estimated $105,118.		Future Mobility Company Holdings, Inc.	Corporation		DE	2018-07-19	2620 North Wayne Avenue	Apt. 1S	Chicago	IL	60614	travelpriva.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001765748-19-000005	0		Add webinar transcript (attached to Form C as Exhibit G)	Jack Henry Spirits LLC	Limited Liability Company		UT	2015-10-13	1802 S. Jordan Pkwy, #200		South Jordan	UT	84095	https://tequilaciudad.com/	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001728559-19-000001	0			Totle Inc.	Corporation		DE	2017-09-12	260 E BROWN STREET	SUITE 200	BIRMINGHAM	MI	48009	https://www.tottle.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-19-000256	0			Quigler, Inc.	Corporation		DE	2015-03-09	143 Hoyt Street, Apt 7 L		Stamford	CT	06905	www.quigler.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-000252	0			81-c Inc.	Corporation		DE	2018-11-20	1760 N Jog Road, Suite 150		West Palm Beach	FL	33411	81-c.com	StartEngine Capital, LLC	0001665160	007-00007	
0001736283-19-000007	1		The offering is hereby extended until March 27, 2019 at 11:59 pm PT.	Ample Foods, Inc.	Corporation		DE	2015-10-23	55 RODGERS ST.		SAN FRANCISCO	CA	94103	http://amplemeal.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-19-000249	0			Festive Beverages, LLC	Limited Liability Company		FL	2013-01-14	1743 Independence Blvd., Suite D5		Sarasota	FL	34234	www.wingdingcocktails.com	StartEngine Capital, LLC	0001665160	007-00007	
0001759125-19-000003	0		Added webinar transcript (attached to Form C as Exhibit G)	Outpost Trading Company	Corporation		DE	2017-01-30	3470 19th St.		San Francisco	CA	94110	http://outposttrade.com	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001758188-19-000001	0		Changed the dates of the offering to match other documentation and allowed the use of over subscription and providing the method to do that.	Throwback Family Fun, LLC	Limited Liability Company		AZ	2017-04-03	1940 N HUBBARD LN		CASA GRANDE	AZ	85122	fun4cg.com	Fundme.com, Inc.	0001683485	007-00078	
