ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001735243-19-000002	1	Laura Nettleton	Manager	2019-03-20
0001735243-19-000001	1	Laura Nettleton	Manager	2019-03-20
0001769270-19-000005	1	Tyler Czuczman	Owner	2019-03-20
0001769270-19-000004	1	Vincent Perri	Owner	2019-03-20
0001665160-19-000281	1	Neil H. Rothenberg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-03-19
0001669191-19-000101	4	Keith  Isaacson	Board Member	2018-12-14
0001669191-19-000101	2	Keith  Isaacson	Principal Financial Officer	2018-12-14
0001669191-19-000101	1	Casey Isaacson	Principal Executive Officer	2018-12-14
0001669191-19-000101	3	Casey Isaacson	Board Member	2018-12-14
0001669191-19-000098	2	Christopher Sauer	Board Member	2019-03-05
0001669191-19-000098	3	Sebastian Scripps	Board Member	2019-03-05
0001669191-19-000098	5	Barbara Gollan	Board Member	2019-03-05
0001669191-19-000098	4	Daniel Googel	Board Member	2019-03-05
0001669191-19-000098	1	Christopher Sauer	Principal Executive Officer	2019-03-05
0001670254-19-000118	4	George Favvas	CEO and Co-founder	2018-12-12
0001670254-19-000118	2	George Favvas	CEO and Co-founder	2019-03-07
0001670254-19-000118	1	Jean-Sebastien Boulanger	CTO	2019-03-07
0001670254-19-000118	3	Jean-Sebastien Boulanger	CTO and Co-founder	2018-12-13
0001670254-19-000116	1	Clinton Potter	Co-Founder & COO	2019-03-18
0001670254-19-000116	2	Tim Obert	Co-Founder & CEO	2019-03-18
0001665160-19-000278	1	Steven R Sedlmayr	CEO, Principal Executive Officer and Director and Principal Financial Officer	2019-03-19
0001665160-19-000278	2	Remy J Sedlmayr	Principal Accounting Officer	2019-03-19
0001770023-19-000001	2	Siri Chakka	Manager	2019-03-19
0001770023-19-000001	1	Silva Gentchev	Manager	2019-03-19
0001765325-19-000003	1	Jonathan Griffin	Co-Founder	2019-03-19
0001765325-19-000003	2	Abigail O'Leary	Co-Founder	2019-03-19
0001665160-19-000276	1	Richard J. Temple	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-03-18
0001695816-19-000005	1	Andrew Klein	CFO	2019-03-18
0001695816-19-000005	2	Nik Talreja	Board Member	2019-03-18
0001695816-19-000005	3	Andrew Karuza	CEO	2019-03-18
0001771010-19-000001	1	Jonathon Nikolas Woods	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-03-18
0001743861-19-000003	1	Michael Hiles	CEO	2019-03-18
0001743861-19-000003	2	Rob Slater	COO	2019-03-18
0001743861-19-000003	3	John Bentley II	CTO	2019-03-18
0001665160-19-000273	1	Aja Atwood	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-03-18
0001665160-19-000270	1	Aleksei Ostanin	CEO, Director, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer	2019-03-18
0001665160-19-000267	1	Clifford Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-03-18
0001754146-19-000001	1	Erik Holmberg	Manager of Manager, Alanson's Development, LLC	2019-03-18
0001760318-19-000003	1	Dillon Auxier	CEO	2019-03-15
0001759125-19-000004	2	Kenneth J. Manning	CEO	2019-03-15
0001759125-19-000004	1	Caleb Morairty	Treasurer and Director	2019-03-15
0001763661-19-000004	1	Warren Essey	CEO	2019-03-15
0001665160-19-000266	1	Clinton Osborn	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-03-15
0001670254-19-000113	2	David R Bradford	Chief Executive Officer	2019-03-14
0001670254-19-000113	1	Linda Marie Bradford	Founder/CPO	2019-03-14
0001670254-19-000112	1	Madeline Alcott	Co-CEO	2019-03-06
0001670254-19-000112	2	Ryan Miner	Co-CEO	2019-03-06
0001665160-19-000265	1	Dawn Dickson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-03-15
0001765315-19-000003	2	Roy Bene	CEO	2019-03-15
0001765315-19-000003	1	David Bowie	President	2019-03-15
0001668287-19-000006	1	JOY CRUZ	Owner	2019-03-15
0001670254-19-000110	2	Maceo Greenberg	Writer/Director	2019-03-11
0001670254-19-000110	1	Maceo Greenberg	Writer/Director	2019-03-11
0001669191-19-000094	3	Mike Beck	Principal Accounting Officer	2018-05-14
0001669191-19-000094	2	Ned Sedlak	Principal Financial Officer	2018-05-14
0001669191-19-000094	1	Maureen Lloren	Principal Executive Officer	2018-05-14
0001669191-19-000094	4	Maureen Lloren	Board Member	2018-05-14
0001769638-19-000001	1	Tyler Czuczman	Owner	2019-03-14
0001754712-19-000002	2	R. Mitchell Hindman	President & Chief Operating Officer	2018-10-18
0001754712-19-000002	1	Edward A. Stoltenberg	Chief Financial Officer	2018-10-18
0001754712-19-000002	3	David B. Park	Chief Executive Officer & Chief Technical Officer	2018-10-18
0001665160-19-000264	1	Mark Daniel Farb	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-03-14
0001669191-19-000091	1	Christopher Sauer	Principal Executive Officer	2019-03-05
0001669191-19-000091	2	Abbey Manders	Principal Financial Officer	2019-03-05
0001669191-19-000091	3	Abbey Manders	Principal Accounting Officer	2019-03-05
0001669191-19-000091	4	Christopher Sauer	Board Member	2019-03-05
0001669191-19-000091	5	Sebastian Scripps	Board Member	2019-03-05
0001669191-19-000091	6	Daniel Googel	Board Member	2019-03-05
0001669191-19-000091	7	Barbara Gollan	Board Member	2019-03-05
0001670254-19-000105	2	Brent Schulkin	CEO	2019-03-08
0001670254-19-000105	1	Michael Durand	Founder and board member	2019-03-08
0001758255-19-000004	1	Mario E. Passalacqua	Corporate Secretary & Director	2019-03-13
0001758255-19-000004	2	Margaret J. Cross	Vice President, Treasurer & Director	2019-03-13
0001758255-19-000004	3	Catherine A. Cowen	Chair of Board of Directors	2019-03-13
0001758255-19-000004	4	Dana Murdock	President & Director	2019-03-13
0001670254-19-000103	1	Mark DeJarnatt	Cto	2019-03-06
0001670254-19-000103	2	Sam Lillie	Founder/CEO	2019-03-05
0001765585-19-000004	1	Ashley Kohl	Owner	2019-03-12
0001769270-19-000003	1	Vincent Perri	Owner	2019-03-12
0001669191-19-000088	2	Ned Sedlak	Principal Financial Officer	2018-05-14
0001669191-19-000088	1	Maureen Lloren	Principal Executive Officer	2018-05-14
0001669191-19-000088	4	Maureen Lloren	Board Member	2018-05-14
0001669191-19-000088	3	Mike Beck	Principal Accounting Officer	2018-05-14
0001759348-19-000005	1	Alex Edson	Managing Member	2019-03-12
0001668287-19-000003	1	John Paul Campa	Owner	2019-03-11
0001665160-19-000263	1	Mamta Sonwalkar	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2019-03-11
0001665160-19-000262	1	Chris Kolodziejski	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-03-11
0001665160-19-000261	1	David Smooke	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-03-11
0001665160-19-000260	2	Chris Pratola	Managing Member, Principal Accounting Officer	2019-03-11
0001665160-19-000260	1	Joselito Seldera	Managing Member, Principal Executive Officer, Principal Financial Officer	2019-03-11
0001762000-19-000003	1	Moritz Waldstein Wartenberg	Director	2019-03-11
0001669191-19-000085	7	Chris Anderson	Board Member	2019-03-05
0001669191-19-000085	5	Shad Azimi	Board Member	2019-03-05
0001669191-19-000085	4	John Preston	Board Member	2019-03-06
0001669191-19-000085	3	Chris Anderson	Principal Accounting Officer	2019-03-05
0001669191-19-000085	2	Chris Anderson	Principal Financial Officer	2019-03-05
0001669191-19-000085	1	Chris Anderson	Principal Executive Officer	2019-03-05
0001669191-19-000085	6	Roger  Berry	Board Member	2019-03-05
0001669191-19-000082	2	Ansgar Strother	Principal Financial Officer	2018-12-11
0001669191-19-000082	5	Adam Jakiela	Board Member	2018-12-11
0001669191-19-000082	4	Ansgar Strother	Board Member	2018-12-11
0001669191-19-000082	3	Ansgar Strother	Principal Accounting Officer	2018-12-11
0001669191-19-000082	1	Ansgar Strother	Principal Executive Officer	2018-12-11
0001669191-19-000080	5	James Canova	Board Member	2018-11-28
0001669191-19-000080	1	James Canova	Principal Executive Officer	2018-11-28
0001669191-19-000080	2	Valerie  Canova	Principal Financial Officer	2018-11-28
0001669191-19-000080	3	James Canova	Principal Accounting Officer	2018-11-28
0001669191-19-000080	4	Valerie  Canova	Board Member	2018-11-28
0001758128-19-000001	2	Vincent Benedetto	Manager	2019-03-08
0001758128-19-000001	1	Rafael Alvarez	Manager	2019-03-08
0001767319-19-000001	1	Alex Aleksandrovski	CEO	2019-03-08
0001665160-19-000259	1	Don Bielak	CEO, Principal Executive Officer and Manager,Principal Financial Officer and Principal Accounting Officer	2019-03-08
0001769270-19-000001	1	Vincent Perri	Owner	2019-03-08
0001665160-19-000258	2	Christopher M. Carsten	Principal Financial Officer, Principal Accounting Officer, Manager, Head of Operations and Strategy	2019-03-08
0001665160-19-000258	1	Christoper R. Lawrence	CEO, Manager, Head of Business Development and Marketing	2019-03-08
0001762574-19-000001	1	Alfred Steiof	Director	2019-03-08
0001762574-19-000001	2	Andreas Schemm	Director	2019-03-08
0001669191-19-000078	2	Ryan Meduna-Gee	Principal Financial Officer	2018-10-09
0001669191-19-000078	3	Ryan Meduna-Gee	Principal Accounting Officer	2018-10-09
0001669191-19-000078	5	Dagan Mishoulam	Board Member	2018-10-09
0001669191-19-000078	4	Ryan Meduna-Gee	Board Member	2018-10-09
0001669191-19-000078	1	Dagan Mishoulam	Principal Executive Officer	2018-10-09
0001765748-19-000005	2	Lisa Barlow	Member	2019-03-07
0001728559-19-000001	2	/s/Adam Bleznak	Director	2019-03-07
0001728559-19-000001	1	/s/David Bleznak	Chief Executive Officer, Director	2019-03-07
0001765748-19-000005	1	John Barlow	Member	2019-03-07
0001665160-19-000256	1	David M. Michonski	CEO, Principal Executive Officer and Director	2019-03-07
0001665160-19-000256	2	Linda D. Michonski	Director	2019-03-07
0001665160-19-000256	3	Edward Giardina	Principal Financial Officer, Principal Accounting Officer, and Director	2019-03-07
0001665160-19-000252	1	Dan Abbate	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-03-07
0001736283-19-000007	1	Connor Young	Director	2019-03-07
0001665160-19-000249	2	Julie Powell	Manager	2019-03-07
0001665160-19-000249	1	Andy Powell	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-03-07
0001759125-19-000003	3	Jeff Wolfe	Director	2019-03-07
0001759125-19-000003	1	Caleb Morairty	Treasurer and Director	2019-03-07
0001759125-19-000003	2	Kenneth J. Manning	CEO	2019-03-07
0001758188-19-000001	1	Kelsey Redwine	President	2019-03-06
0001670254-19-000099	1	Gabriela Trueba	Founder and CEO	2019-03-04
0001670254-19-000096	2	Sheila R. W. Copeland	VP Government Licensing and Organizations	2018-11-28
0001665160-19-000245	1	Patrick Mac Gillis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-03-05
0001670254-19-000096	1	George Tootle	VP of National Sales and Marketing Rep	2018-11-28
0001670254-19-000096	3	Vanessa Braxton	CEO & President	2018-11-28
0001756797-19-000001	1	Nathan McNiff	Owner	2019-03-05
0001756904-19-000001	2	Robert MacLean	Owner/Co-Founder	2019-03-05
0001756904-19-000001	1	Shane Clyburn	Owner/Co-Founder	2019-03-05
0001769004-19-000001	1	David Shor	Sole Member	2019-03-05
0001766440-19-000005	1	Clark Pope	Owner	2019-03-05
0001665160-19-000243	1	J. Garrett Green	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-03-05
0001752109-19-000001	1	Ena Jones	President/CEO	2019-03-05
0001757431-19-000002	1	FRANCINE ANDERSON	PRESIDENT/CEO	2019-03-05
0001767606-19-000002	1	Michael Varner	CEO	2019-03-04
0001765748-19-000004	2	Lisa Barlow	Member	2019-03-04
0001765748-19-000004	1	John Barlow	Member	2019-03-04
0001665160-19-000242	2	Craig King	Executive Vice President and Director	2019-03-04
0001665160-19-000242	1	Jennifer King	CEO, Principle Executive Officer, Principle Financial Officer and Director	2019-03-04
0001708142-19-000006	1	/s/Stephen King	President	2019-03-04
0001760520-19-000004	1	HAL WENDEL	FOUNDER/CEO	2019-03-04
0001768551-19-000002	1	Kim Bianca Williams	Manager of Manager, Urban Synergy in Action, LLC	2019-03-04
0001759348-19-000004	1	Alex Edson	Managing Member	2019-03-04
0001670254-19-000087	3	Matthieu Jost	CEO	2019-02-28
0001670254-19-000087	2	Marc Dedonder	CCO	2019-02-28
0001670254-19-000089	1	Tory Pratt	Founder	2019-02-28
0001670254-19-000087	1	Francois de Landes de Saint Palais d Aussac	COO	2019-02-28
0001709628-19-000002	1	/s/ S. Richard Bentley	CEO	2019-03-01
0001709628-19-000002	2	/s/ Elizabeth Fetter	Director	2019-03-01
0001759945-19-000001	1	Craig DuAlba	CTO	2019-03-01
0001759945-19-000001	2	Les DuAlba	CEO	2019-03-01
0001665160-19-000240	1	Kendell Lang	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2019-03-01
0001760318-19-000002	1	Dillon Auxier	CEO	2019-03-01
0001768510-19-000001	1	Dan Abenhaim	Business Director, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2019-03-01
0001760272-19-000003	1	Carole Murphy	Director and CFO	2019-02-28
0001766521-19-000001	3	/s/Larry Deville	Chief Operating Officer	2019-03-01
0001766521-19-000001	1	/s/Philip Shen	Chief Executive Officer	2019-03-01
0001766521-19-000001	2	/s/Philip Shen	Chief Executive Officer of PYS Associates, LLC, its Manager	2019-03-01
0001665160-19-000236	1	Habib Bahari	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-28
0001669191-19-000076	5	David Moran	Board Member	2019-02-26
0001669191-19-000076	6	Christopher Moran	Board Member	2019-02-26
0001669191-19-000076	4	David Gordon	Board Member	2019-02-26
0001669191-19-000076	3	David Moran	Principal Accounting Officer	2019-02-26
0001669191-19-000076	2	David Gordon	Principal Financial Officer	2019-02-26
0001669191-19-000076	1	Christopher Moran	Principal Executive Officer	2019-02-26
0001665160-19-000234	1	George B. Brown	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-28
0001665160-19-000233	2	Richard Sherman	COO, Principal Financial Officer, Principal Accounting Officer, and Director	2019-02-28
0001665160-19-000233	1	Alaxander Villmann	CEO, Principal Executive Officer and Director	2019-02-28
0001760049-19-000001	1	Sukhbat Lkhagvadorj	CFO	2019-02-28
0001665160-19-000231	3	Anne Kania	Executive Vice President, Director, Treasurer, Principal Accounting Officer, and Principal Financial Officer	2019-02-28
0001665160-19-000231	1	Bruce Kania	Chief Executive Officer, Principal Executive Officer, Director	2019-02-28
0001665160-19-000231	2	Alicia Pettys	Director	2019-02-28
0001669191-19-000074	5	James Canova	Board Member	2018-11-28
0001669191-19-000074	1	James Canova	Principal Executive Officer	2018-11-28
0001669191-19-000074	2	Valerie  Canova	Principal Financial Officer	2018-11-28
0001669191-19-000074	3	James Canova	Principal Accounting Officer	2018-11-28
0001669191-19-000074	4	Valerie  Canova	Board Member	2018-11-28
0001665160-19-000228	1	Andrew Anderson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-27
0001666102-19-000006	1	Jay Noland	Chief Executive Officer	2019-02-26
0001669191-19-000072	1	Steven Coen	Principal Executive Officer	2018-10-04
0001669191-19-000072	2	Steven Coen	Principal Financial Officer	2018-10-04
0001669191-19-000072	3	Steven Coen	Principal Accounting Officer	2018-10-04
0001669191-19-000072	4	Steven Coen	Board Member	2018-10-04
0001766595-19-000001	1	Louis Kampi	Owner	2019-02-27
0001669191-19-000069	6	Christopher Moran	Board Member	2019-02-26
0001669191-19-000069	1	Christopher Moran	Principal Executive Officer	2019-02-26
0001669191-19-000069	2	David Gordon	Principal Financial Officer	2019-02-26
0001669191-19-000069	3	David Moran	Principal Accounting Officer	2019-02-26
0001669191-19-000069	4	David Gordon	Board Member	2019-02-26
0001669191-19-000069	5	David Moran	Board Member	2019-02-26
0001665160-19-000225	1	Linda Farquhar	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2019-02-26
0001665160-19-000223	1	Ralph Askar	CEO and President	2019-02-26
0001665160-19-000223	2	John C Tillger	CFO, Principal Account officer, and Director	2019-02-26
0001665160-19-000223	3	Christian Collucci	Exec VP and Director	2019-02-26
0001665160-19-000223	4	Danny Lyon	Exec VP and Director	2019-02-26
0001765585-19-000003	1	Ashley Kohl	Owner	2019-02-26
0001665160-19-000220	1	Adnan Malik	CEO, Director, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer	2019-02-26
0001665160-19-000217	1	Marcus Laun	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-26
0001665160-19-000216	1	James Tagg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-26
0001665160-19-000216	2	Dr. Edward Guy III	Director and Secretary	2019-02-26
0001665160-19-000216	3	Dr. Erik Viirr MD PHD	Director	2019-02-26
0001665160-19-000216	4	Manju Kesani	Director	2019-02-26
0001666102-19-000005	1	Terri Arthur	Owner & CEO	2019-02-26
0001757098-19-000001	1	Mayank Agrawal	CEO	2019-02-25
0001758255-19-000003	3	Catherine A. Cowen	Chair of Board of Directors	2019-02-25
0001758255-19-000003	4	Dana Murdock	President & Director	2019-02-25
0001758255-19-000003	2	Margaret J. Cross	Vice President, Treasurer & Director	2019-02-25
0001758255-19-000003	1	Mario E. Passalacqua	Corporate Secretary & Director	2019-02-25
0001669191-19-000066	1	Lawrence Charles	Principal Executive Officer	2018-11-19
0001669191-19-000066	2	Lawrence Charles	Board Member	2018-11-19
0001670254-19-000085	2	Ivan Hopkinson	Founder	2019-02-21
0001670254-19-000082	1	Kirbi Smith	COO	2019-02-18
0001670254-19-000085	1	Natasha Gatto	CFO	2019-02-22
0001670254-19-000082	2	Lanny Smith	CEO	2019-02-15
0001665160-19-000214	1	Paris Smalls	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2019-02-22
0001757857-19-000002	1	John Senew	President	2019-02-22
0001754594-19-000001	1	Phi Nguyen	Manager	2019-02-22
0001675481-19-000003	1	Lynn Johnson	CEO, CFO, Director	2019-02-20
0001675481-19-000003	2	Allison Kenny	Director	2019-02-20
0001669191-19-000064	5	John Cammett	Board Member	2018-11-08
0001669191-19-000064	6	Leonard Miller	Board Member	2018-11-08
0001669191-19-000064	7	Brian Kinney	Board Member	2018-11-07
0001669191-19-000064	8	Paul Sinnott	Board Member	2018-11-07
0001669191-19-000064	4	Peter Rogal	Board Member	2018-11-07
0001669191-19-000064	3	Mitchel Sayare	Board Member	2018-11-07
0001669191-19-000064	2	Richard Burtt	Principal Financial Officer	2018-11-07
0001669191-19-000064	1	Richard Burtt	Principal Executive Officer	2018-11-07
0001669191-19-000064	9	Richard Burtt	Board Member	2018-11-07
