ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001670254-16-000200	1	Jared Heyman	CEO	2016-11-10
0001669760-16-000095	1	Georgia Quinn	Managing Member	2016-11-15
0001690042-16-000004	2	Ibrahim S. Batshon	CEO	2016-11-14
0001690042-16-000004	1	Joseph E. Shatara	CCO/Acting CFO	2016-11-14
0001690042-16-000001	1	Joseph E. Shatara	CCO/Acting CFO	2016-11-14
0001690042-16-000001	2	Ibrahim S. Batshon	CEO	2016-11-14
0001689758-16-000001	1	Richard A Heaton	CEO	2016-11-14
0001664526-16-000005	1	Pia Carusone	Owner	2016-11-14
0001670254-16-000198	1	Chris Yerbey	CEO	2016-11-14
0001144204-16-134497	1	/s/ Gene Massey	CFO	2016-11-14
0001664526-16-000003	1	Brian Monnin	CEO	2016-11-14
0001664526-16-000007	1	Jeffrey Todd Coleman	CEO	2016-11-14
0001681345-16-000004	1	PAUL U DESIR	PRESIDENT	2016-11-14
0001682664-16-000006	1	James E.Ward Jr	President/CEO	2016-11-14
0001682664-16-000005	1	James E.Ward Jr	President/CEO	2016-11-14
0001682664-16-000004	1	James E.Ward Jr	President/CEO	2016-11-14
0001669191-16-000062	3	Andy Fox	Principal Accounting Officer	2016-09-20
0001669191-16-000062	4	Andy Fox	Board Member	2016-09-20
0001670254-16-000193	1	Alan Tabor	Board Member	2016-11-10
0001670254-16-000193	2	Richard Ying	COO	2016-11-10
0001669191-16-000062	1	Andy Fox	Principal Executive Officer	2016-09-20
0001670254-16-000196	1	Martin Kessler	COO	2016-11-10
0001670254-16-000197	1	Matt Gorecki	COO	2016-11-10
0001670254-16-000195	1	Bernard Loyd	President	2016-11-10
0001669191-16-000062	2	Andy Fox	Principal Financial Officer	2016-09-20
0001670254-16-000192	1	Jim Nguyen	CTO	2016-11-08
0001670254-16-000191	1	Jim Nguyen	CTO	2016-11-08
0001670254-16-000190	1	Jim Nguyen	CTO	2016-11-08
0001670254-16-000189	2	KIMBERLY COUPOUNAS	DIRECTOR, B LAB COLORADO	2016-11-08
0001670254-16-000189	1	Anne Maleady	9 November 2016	2016-11-09
0001670254-16-000187	1	Janelle Schroy	President	2016-11-09
0001670254-16-000189	3	Gwoff O'Keeffe	Director	2016-11-08
0001685501-16-000008	1	Shenghua Hong	President/CEO	2016-11-08
0001625242-16-000175	1	/s/ Ryan Huss	COO	2016-07-28
0001677548-16-000005	1	Yanli Gong	CEO	2016-11-07
0001647869-16-000005	1	Abigail Edgecliffe-Johnson	Director, Chief Executive Officer	2016-11-04
0001684570-16-000005	1	Kencle Windross	President	2016-11-04
0001682883-16-000004	1	Henry Johnson	President	2016-11-04
0001682385-16-000002	1	Patrick Noel	Co-CEO	2016-11-04
0001682495-16-000011	1	Patrick Noel	President	2016-11-04
0001685501-16-000007	1	Shenghua Hong	President/CEO	2016-11-01
0001670254-16-000186	1	Ray Chintalapati	CTO	2016-11-03
0001670254-16-000185	2	Anne Maleady	Board of Directors	2016-10-28
0001670254-16-000185	3	Kimberly Coupounas	Member, Board of Directors	2016-10-28
0001670254-16-000185	4	Geoffrey M. O'Keeffe	Director	2016-10-28
0001670254-16-000185	1	Thomas H Vogl, Jr	Director	2016-10-28
0001670254-16-000184	1	Ian Bushong	CTO	2016-11-02
0001670254-16-000184	2	Mark Wu	COO	2016-11-02
0001670254-16-000183	1	Soren Berg	CTO	2016-11-02
0001688437-16-000006	1	Gregory Parker	CEO / Managing Member	2016-11-01
0001688437-16-000004	1	Gregory Parker	CEO / Managing Member	2016-11-01
0001683264-16-000003	1	Buddy Doyle	President	2016-11-01
0001677548-16-000004	1	Yanli Gong	CEO	2016-11-01
0001670254-16-000182	1	David Nelson	Director of Business Development	2016-10-28
0001665160-16-000141	2	Carl Wenz	CFO	2016-10-28
0001665160-16-000141	1	Robert Colangelo	CEO and Founding Farmer	2016-10-28
0001665160-16-000142	1	Andrew Dewey	CEO/CFO	2016-10-28
0001680454-16-000005	1	/s/ Yue Niu	CEO, Director	2016-10-28
0001680454-16-000005	2	/s/ Martin Sherene	CFO/CTO, Director	2016-10-28
0001680454-16-000005	3	/s/ Michael Ashe	Chief Product Officer, Director	2016-10-28
0001680454-16-000005	4	/s/ Mokyi Chow	Secretary/Chief Creative Director, Director	2016-10-28
0001688226-16-000002	1	Tawni O'Dell	Co-Managing Member	2016-10-28
0001688226-16-000002	2	Mitchell Maxwell	Co-Managing Member	2016-10-28
0001687197-16-000002	1	Victor Montoya	Manager	2016-10-27
0001677351-16-000004	2	/s/ Bojan Didic	President	2016-10-27
0001677351-16-000004	1	/s/ Alfonso J. Cervantes	CEO	2016-10-27
0001677351-16-000004	3	/s/ Ronald Scott	CFO	2016-10-27
0001670254-16-000180	2	John Creswell	Board Member	2016-10-24
0001670254-16-000180	1	Glenn Gottfried	Board Chair	2016-10-09
0001670254-16-000180	3	Earl M. Furfine	Board Member	2016-10-25
0001683856-16-000003	2	/s/ Alejandro Curiel	CFO	2016-10-26
0001683856-16-000003	1	/s/ Gabriel D. Bourie Corneille	President, CEO	2016-10-26
0001683856-16-000003	3	/s/ Matias Pablo Perrone	Vice President, CTO	2016-10-26
0001688437-16-000003	1	Gregory Parker	CEO / Managing Member	2016-10-26
0001670254-16-000178	1	Bryan Wallace	Founder	2016-10-25
0001670254-16-000176	1	Jamison Wiggins	Owner	2016-10-24
0001679373-16-000006	1	Brandi LeAnn DeCarli	Director	2016-10-25
0001679373-16-000006	2	Scott Stewart Thompson	Director	2016-10-25
0001688072-16-000005	1	Eve Peters	President, CEO and Director	2016-10-24
0001688072-16-000003	1	Eve Peters	CEO	2016-10-24
0001688129-16-000001	1	Donna R Beasley	President	2016-10-24
0001670254-16-000173	1	William Swanson	Chief Architect	2016-10-21
0001670254-16-000175	1	Joshua E Morton	President	2016-10-14
0001670254-16-000173	3	Tim Horton	CTO	2016-10-21
0001670254-16-000173	4	Will Pangman	COO	2016-10-21
0001670254-16-000172	1	John McDougall	Co-founder/CCO	2016-10-18
0001682664-16-000003	1	James E.Ward Jr	President/CEO	2016-10-21
0001670254-16-000173	2	Kevin Sullivan	Co-Founder / Board Member	2016-10-21
0001684628-16-000004	1	kencle windross	President	2016-10-21
0001682864-16-000007	1	Dexter Dixon	President	2016-10-21
0001679372-16-000009	1	Ash Kumra	President	2016-10-21
0001684568-16-000004	1	ERROL HARVEY	President	2016-10-21
0001685112-16-000007	1	Eric Johnson	President	2016-10-21
0001684570-16-000004	1	Kencle Windross	President	2016-10-21
0001684463-16-000002	1	ERROL HARVEY	PRESIDENT	2016-10-20
0001682495-16-000010	1	Patrick Noel	President	2016-10-20
0001682883-16-000003	1	Henry N Johnson	President	2016-10-20
0001682385-16-000001	1	Uriel Ortiz	President	2016-10-20
0001684570-16-000003	1	Kencle Windross	President	2016-10-20
0001681345-16-000003	1	paul desir	president	2016-10-20
0001670254-16-000171	3	David Haynes	Director	2016-10-18
0001670254-16-000171	4	Kevin L. Cash	Chief Financial Officer - Baker & Hostetler LLP	2016-10-18
0001670254-16-000170	4	Kevin L. Cash	Chief Financial Officer - Baker & Hostetler LLP	2016-10-18
0001670254-16-000171	1	Blake Squires	Partner Hatch Services LLC	2016-10-18
0001670254-16-000167	1	Geoffrey Libby	Managing Member	2016-10-18
0001670254-16-000167	2	Nick Olivero	Managing Member	2016-10-17
0001670254-16-000170	1	Blake Squires	Partner Hatch Services LLC	2016-10-18
0001670254-16-000170	2	Rebecca Lynn White	Director	2016-10-18
0001670254-16-000170	3	David Haynes	Director	2016-10-18
0001670254-16-000171	2	Rebecca Lynn White	Director	2016-10-18
0001670254-16-000168	1	Jared Heyman	CEO	2016-10-18
0001670254-16-000165	1	David Goodacre	CFO/COO	2016-10-18
0001670254-16-000165	2	Zane Lamprey	Chairman	2016-10-18
0001682240-16-000002	1	Thuy-My Luong	Chief Executive Officer	2016-10-19
0001682240-16-000002	2	Sandy Tran	Chief Financial Officer	2016-10-17
0001445866-16-002763	1	Bryson Hill	Chief Executive Officer	2016-10-19
0001685501-16-000005	1	Shenghua Hong	President/CEO	2016-10-19
0001685501-16-000004	1	Shenghua Hong	President/CEO	2016-10-19
0001670254-16-000160	1	Arlene Garcia Gunderson	President/Co-Founder	2016-10-18
0001670254-16-000161	1	Mark Liebman	CTO	2016-10-18
0001670254-16-000160	2	Daniel Tucholski	CTO	2016-10-18
0001685501-16-000003	1	Shenghua Hong	President	2016-10-18
0001670254-16-000163	1	Yevgeniy Mordkovich	CTO	2016-10-18
0001680153-16-000003	1	Christopher Pappas	CEO	2016-10-18
0001670254-16-000158	1	Nikolay Shkolnik	VP, CTO	2016-10-17
0001670254-16-000158	2	Per A. Suneby	Director	2016-10-17
0001670254-16-000155	1	Kori Chen	COO	2016-10-13
0001670254-16-000154	1	David A Needham	CEO	2016-10-17
0001670254-16-000156	1	Gabriela Alves	COO	2016-10-17
0001678208-16-000007	1	Kent Hachmeister	CEO	2016-10-17
0001670254-16-000153	1	Kavitha Gopalan	CoFounder and CMO	2016-10-14
0001684972-16-000003	1	Jessica Hughes	Manager	2016-10-17
0001062993-16-011751	1	/s/ James H. Kilroy	Manager	2016-10-12
0001674421-16-000011	3	Robert H. Losey	Class A Member	2016-10-17
0001674421-16-000011	1	Linda S. Losey	Class A Member	2016-10-17
0001674421-16-000011	2	Thomas J. Kiefer	Class A Member	2016-10-17
0001445866-16-002753	1	Bryson Hill	Chief Executive Officer	2016-10-13
0001680041-16-000003	1	Margaret E. Wirth	Director	2016-10-13
0001677548-16-000003	1	Yanli Gong	President	2016-10-13
0001684628-16-000003	1	kencle windross	PRESIDENT	2016-10-12
0001684628-16-000002	1	kencle windross	PRESIDENT	2016-10-12
0001670254-16-000152	1	Josh Hare	Founder & CEO	2016-10-11
0001683856-16-000001	2	/s/ Alejandro Curiel	CFO	2016-10-12
0001683856-16-000001	3	/s/ Matias Pablo Perrone	Vice President, CTO	2016-10-12
0001683856-16-000001	1	/s/ Gabriel D. Bourie Corneille	President, CEO	2016-10-12
0001644600-16-000201	2	Chris Furlong	Director	2016-10-12
0001644600-16-000201	1	David Glickman	Principal Financial Officer, Principal Accounting Officer, Director	2016-10-12
0001670254-16-000151	2	Mark Wu	COO	2016-10-11
0001670254-16-000151	1	Ian Bushong	CTO	2016-10-11
0001665160-16-000134	1	Sandra Marlowe	CEO	2016-10-07
0001665160-16-000134	3	Rachel Bullock	Corporate Secretary	2016-10-07
0001665160-16-000134	2	Byron Marlowe	COO	2016-10-07
0001670254-16-000150	2	Daniel Tucholski	CTO	2016-10-06
0001670254-16-000150	1	Arlene Garcia Gunderson	President/Co-Founder	2016-10-06
0001670254-16-000150	3	Daniil Brodovich	Member Board of Directors	2016-10-07
0001665160-16-000131	2	Andrew Freedman	CTO	2016-10-06
0001665160-16-000131	1	Ronald Chernesky	CEO	2016-10-06
0001670254-16-000149	1	John McDougall	Co-founder/CCO	2016-10-06
0001670254-16-000148	1	Michael Macadaan	CEO	2016-10-06
0001670254-16-000147	1	David A Needham	CEO	2016-10-04
0001670254-16-000145	2	Julian Martinez	Marketing Director	2016-10-06
0001670254-16-000145	1	Christopher Kyle	Director	2016-10-05
0001669191-16-000060	5	David  Pinkney	Board Member	2016-10-01
0001669191-16-000060	1	Jeffrey Schattner	Principal Executive Officer	2016-10-01
0001669191-16-000060	2	Jeffrey Schattner	Principal Financial Officer	2016-10-01
0001669191-16-000060	3	Jeffrey Schattner	Principal Accounting Officer	2016-10-01
0001669191-16-000060	4	Jeffrey Schattner	Board Member	2016-10-01
0001684568-16-000002	1	ERROL HARVEY	PRESIDENT	2016-10-04
0001665160-16-000130	1	Ronald Chernesky	CEO	2016-10-04
0001665160-16-000130	2	Andrew Freedman	CTO	2016-10-04
0001647869-16-000004	1	Abigail Edgecliffe-Johnson	Chief Executive Officer	2016-10-04
0001669191-16-000057	2	Jeffrey Schattner	Principal Financial Officer	2016-10-01
0001669191-16-000057	1	Jeffrey Schattner	Principal Executive Officer	2016-10-01
0001669191-16-000057	4	Jeffrey Schattner	Board Member	2016-10-01
0001669191-16-000057	5	David  Pinkney	Board Member	2016-10-01
0001669191-16-000057	3	Jeffrey Schattner	Principal Accounting Officer	2016-10-01
0001644600-16-000196	2	Haver Jarveoja	Principal Accounting Officer and Principal Financial Officer	2016-10-03
0001670254-16-000144	1	Arlene Garcia Gunderson	President/Co-Founder	2016-10-03
0001670254-16-000144	4	Timothy M. OConnor	CEO	2016-10-03
0001670254-16-000144	3	Dan Tucholski	CTO	2016-10-03
0001670254-16-000144	2	Daniil Brodovich	Member Board of Directors	2016-10-03
0001644600-16-000196	1	Timmu Toke	Principal Executive Officer	2016-10-03
0001670254-16-000143	1	John McDougall	Co-founder/CCO	2016-10-03
0001670254-16-000142	1	David Nelson	Director of Business Development	2016-10-01
0001670254-16-000141	1	David A Needham	co-founder/CEO	2016-10-01
