ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-18-000932	1	Xascale Inc.	Jeff Mueller	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000438	1	Bugsy Brewing Inc	Michel Myara	CEO
0001739405-18-000006	1	Oxalis Food, LLC	Steve Wong	Managing member of Redwood Hospitality LLC, the managing member
0001750508-18-000002	1	Pittsburgh Current LLC	Bethany Ruhe	Owner
0001735180-18-000004	1	Travis Midtown, LLC	Joseph Arbeely	Manager & Co-Founder
0001665160-18-000925	1	MintHealth Inc.	Dr. Samir Damani	CEO, Principal Executive Officer and Director
0001665160-18-000924	1	Sagoon Inc.	Govinda Giri	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000923	1	Farr Hotels and Resorts, Inc	Ken Farr	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001751259-18-000004	1	5 Generation Bakers, LLC	Scott A. Baker	President
0001665160-18-000921	1	Etelligent, Inc	Barbara Weller	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000919	1	Kerrington Home Inc.	Stacie Claytor	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001750337-18-000007	1	Remember When Ice Cream Inc	Debra M. Spotts	President
0001665160-18-000917	1	Sagoon Inc.	Govinda Giri	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000916	1	Mosaic Distributors, LLC	Chris Kolodziejski	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001669191-18-000415	1	Swoon City Music LLC	Maureen Lloren	Principal Executive Officer
0001745594-18-000001	1	CRF Baltimore Affordable Housing, LLC	Jeffrey Villwock	CEO, Community Redevelopment Fund, Inc., Manager
0001665160-18-000912	1	CFBB Pictures, LLC	Jason Buterin	CEO and Manager, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001746343-18-000004	1	Sing 1, LLC	Laura Lasco	Manager of NexGen Restaurants, LLC, the manager
0001665160-18-000914	1	Mycroft AI Inc.	Joshua Montgomery	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001751443-18-000001	1	Transatlantic Real Estate LLC	Nicole Birch	CEO
0001665160-18-000910	1	Trait Inc.	Mohammad Ghumman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001743800-18-000003	1	Greg Miller Project, LLC	Gregory David Miller	President
0001739571-18-000005	1	Crab Corner II, LLC	John Smolen	Owner
0001669191-18-000413	1	Kingscrowd LLC	Christopher Lustrino	Principal Executive Officer
0001635926-18-000007	1	Because Learning	Sunny Washington	CEO and cofounder
0001749079-18-000006	1	BITFENCE.IO LLC	Vladimir Tereshkov	CEO
0001669191-18-000410	1	PropertyClub, Inc.	Andrew  Weinberger	Principal Executive Officer
0001665160-18-000908	1	Gigvines	Jarrod Blake	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001752109-18-000002	1	ROOTS & VINE PRODUCE & CAFE, INC	Ena Jones	President/CEO
0001669191-18-000408	1	Ao1 Solutions Inc.	Tyrre Burks	Principal Executive Officer
0001669191-18-000406	1	Maingear, Inc.	Wallace Santos	Principal Executive Officer
0001665160-18-000906	1	Atmos Home Inc.	Mark Lyle	CEO, CTO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001751259-18-000003	1	5 Generation Bakers, LLC	Scott A. Baker	President
0001670254-18-000434	1	Kangaroo Oral Care, LLC	Jaime Frand	CEO
0001670254-18-000436	1	Strive Tech Inc.	Nikola Mrvaljevic	CEO
0001665160-18-000905	1	Time Token, Inc.	Greg Nelson	CEO, Principal Executive Officer and Director
0001749079-18-000001	1	BITFENCE.IO LLC	Vladimir Tereshkov	CEO
0001665160-18-000904	1	AMPERE ELECTRIC CARS, INC	Tony Chan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-18-000402	1	Deshyo LLC	Zachary Silverman	Principal Executive Officer
0001665160-18-000903	1	Cityfreighter Inc.	Michael Schoening	President, Principal Executive Officer and Director
0001665160-18-000902	1	JINGLZ, INC.	Aaron Itzkowitz	CEO, President, Chairman, Director, Principal Executive Officer
0001665160-18-000900	1	Cityfreighter Inc.	Michael Schoening	President, Principal Executive Officer and Director
0001669191-18-000398	1	Aphios Pharma LLC	Trevor  Castor	Principal Executive Officer
0001665160-18-000897	1	NowKeto, Inc.	Joshua Paul Christensen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001750894-18-000001	1	Zeehaus Inc.	Justin Lee	CEO
0001665160-18-000895	1	NetObjex, Inc	Raghuram Balasubramanian	CEO, Principal Executive Officer, Director, Principal Accounting Officer, Principal Financial Officer
0001665160-18-000892	1	Anchor Digital Inc.	Marcus Martin II	CEO and Principal Executive Officer
0001749046-18-000003	1	Nori, LLC	/s/ Paul Gambill	Chief Executive Officer and Co-Manager
0001742857-18-000003	1	POQ ISSUER, LLC	G. Michael Weiksner	Chief Technology Officer
0001749046-18-000002	1	Nori, LLC	Paul Gambill	Chief Executive Officer and Co-Manager
0001665160-18-000888	1	Epec Holdings, Inc.	Steve Vanechanos	Executive Chairman, CEO, Principal Executive Officer and Director
0001742055-18-000001	1	SapientX Inc.	David Colleen	CEO, Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer
0001665160-18-000886	1	ONO 3D, Inc	Pietro Gabriele	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001745548-18-000004	1	K POP Foods, Inc.	Theodore Lee	CEO and Director
0001665160-18-000884	1	Dablr, Inc	Jake Obremski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000883	1	Dashing Corp	Alaxander Villmann	CEO, Principal Executive Officer and Director
0001665160-18-000881	1	Freedom Motors, Inc.	Paul Moller	CEO, Principal Executive Officer
0001665160-18-000880	1	Live Shop Buy, Inc.	Joseph Anselmo	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001675773-18-000004	1	RadioPublic PBC	Jake Shapiro	CEO and President and Director
0001751259-18-000002	1	5 Generation Bakers, LLC	Scott A. Baker	President
0001670254-18-000432	1	Ridgemont Outfitters, Inc.	Alex Hall	CEO
0001670254-18-000431	1	My Trail Company, PBC	Demetri Coupounas	CEO
0001670254-18-000426	1	Yolo Rum, LLC	Philip Guerin	Managing Member
0001670254-18-000429	1	Naia, Inc.	Chris Tan	CEO and Co-Founder
0001670254-18-000424	1	Asgard Brewing	Stephen Porter	Co-Founder and CEO
0001670254-18-000427	1	The OmniPad Company, LLC	Neil Epstein	CEO / President
0001751635-18-000003	1	Neopenda, PBC	Sona Shah	CEO
0001670254-18-000422	1	Extreme Sandbox, LLC	Randy Stenger	Founder/CEO
0001670254-18-000416	1	The Cookie Department, Inc.	Akiva Resnikoff	Founder & CEO The Cookie Department
0001670254-18-000419	1	Bourbon & Boots Acquisition Company, LLC	Rod Ford	Chairman and CEO
0001670254-18-000415	1	Martingale LLC	Chris Taylor	Producer / Writer
0001751259-18-000001	1	5 Generation Bakers, LLC	Scott A. Baker	President
0001670254-18-000414	1	Texas Brewer Support, LLC	Davis Sean Tucker	President/Founder
0001670254-18-000413	1	Amulet Group Holdings, Inc.	Jeffrey Isquith	President and CEO
0001665160-18-000877	1	Real Bloody Mary Co., LLC	Michael Machat	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000876	1	LIFE RECOVERY SYSTEMS HD LLC	Robert J Freedman	CEO, Principal Executive Officer and Manager
0001658754-18-000001	1	Latin Everywhere Inc.	Richard Hull	CEO, Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer
0001746291-18-000004	1	DWEALTH LLC	Oluseun Odumusi	CEO
0001665160-18-000863	1	Time Token, Inc.	Greg Nelson	CEO, Principal Executive Officer and Director
0001670254-18-000411	1	ClassApps, Inc.	Sheryl Briggs	President
0001683168-18-002559	1	C. Meyers Feldman & Company	/s/ Charles Feltman	President
0001670254-18-000407	1	Barrel Harbor Brewing Company, LLC	Tim St.Martin	CEO
0001670254-18-000412	1	Neurohacker Collective, LLC	James Schmachtenberger	CEO
0001750975-18-000002	1	Victor George Spirits, LLC	Victor Harvey	CEO
0001670254-18-000408	1	MoJoe Brewing Company, LLC	Joseph Hyman	Co-Founder and CEO
0001665160-18-000871	1	ConsideredThoughtfully	Dorothy McKinney	CEO, Principal Executive Officer and Director
0001665160-18-000873	1	BOND FILM PLATFORM INC.	Vlad Lobak	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001750513-18-000001	1	Oz. House LLC	Sean Kanter	Manager
0001665160-18-000864	1	Unicoin Blockchain, Inc.	Chris Anthony	Principal Executive Officer and Director, Principal Financial Officer
0001665160-18-000869	1	Wise Power Inc	Kevin J. Williams	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000406	1	Altcoin Exchange, Inc.	Andrew Gazdecki	CEO and Co-Founder
0001670254-18-000405	1	DNA PRO-FIT LLC	Domingo Correa	President and CEO
0001670254-18-000404	1	Parvenu Fundraising, Inc	Patrick Hoban	Co-founder & CEO
0001670254-18-000403	1	Stewbum & Stonewall Brewing Co LLC	Darren Garvey	Owner
0001670254-18-000402	1	OODLES CORPORATION	Asheesh Barman	Co-Founder, President, & COO
0001670254-18-000401	1	Tampon Tribe, Inc.	Jennifer Eden	CEO
0001683168-18-002552	1	Hylete, Inc.	/s/ Ronald Wilson	Chief Executive Officer
0001665160-18-000862	1	Geopulse Exploration Inc.	Marcus Laun	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000400	1	KetoNatural Pet Foods, Inc.	Daniel Schulof	Co-founder and CEO
0001665160-18-000861	1	NOVO AERO TECHNOLOGY, INC	Essam Tawfik Marcus	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000399	1	Newchip Inc.	Ryan Rafols	Founder & CEO
0001665160-18-000860	1	Sun Fund Renewables Inc.	Michael Licamele	CEO, Principal Executive Officer and Sole Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000859	1	Bioclonetics Immunotherapeutics, Inc.	Charles S. Cotropia	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000858	1	Monte Cristo Productions, LLC	Avi Bernard	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000856	1	Overland ATS, LLC	Waldemar F. Kissel Jr.	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000854	1	IJUZE Corp	Esmond Goei	CEO, Principal Executive Officer and Director
0001665160-18-000853	1	GarageSkins, Inc.	Richard L Medlen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001750975-18-000001	1	Victor George Spirits, LLC	Victor George Spririts	CEO
0001665160-18-000852	1	Overland ATS, LLC	Waldemar F. Kissel Jr.	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001669191-18-000394	1	YouStake, Inc.	Frank DeGeorge	President and Chief Executive Officer
0001735494-18-000006	1	Nicci Willis & Co	Jameen Willis	Managing Director
0001744818-18-000002	1	Inside.com, Inc.	Austin Smith	President
0001665160-18-000849	1	QUILA MARIA'S TEQUILA RIA, LLC	Jesse Lee Carrigan	CEO, Manager, Principal Financial Officer and Principal Accounting Officer
0001750508-18-000001	1	Pittsburgh Current LLC	Bethany Ruhe	Owner
0001670254-18-000397	1	ATAxe LLC	Daniel Poane	Owner
0001704607-18-000001	1	NuLeaf Tech, Inc.	Rachel Major	CEO and Director
0001693411-18-000004	1	EF Resources, Inc.	Casey Minshew	CEO, Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer
0001693411-18-000003	1	GoFish Cam, Inc.	Brandon Austin	CEO and Director
0001669191-18-000392	1	Sterilogy LLC	Bradley Ahlgren	Principal Executive Officer
0001669191-18-000389	1	Pet & Tie, Inc.	Diego Mendes Alves	Principal Executive Officer
0001670254-18-000395	1	eProtege Inc	Phillip Henry	President & CEO
0001669191-18-000387	1	Woodpecker Technologies, LLC	Alex Melehy	Principal Executive Officer
0001670254-18-000393	1	Tyme Commerce, Inc.	Bobby Marhamat	Co-Founder & CEO
0001669191-18-000383	1	Subba Media Inc	Mark Jennings	Principal Executive Officer
0001669191-18-000380	1	Swoon City Music LLC	Maureen Lloren	Principal Executive Officer
0001717111-18-000001	1	Red Hen Collective Cooperative, Inc.	Molly Madden	President
0001745226-18-000005	1	Moonlighting LLC	Jeff Tennery	Chief Executive Officer
0001684321-18-000005	1	Italian Cafe, LLC	Christy J. Jepson	Manager
0001670254-18-000392	1	The Enclave Group LLC	Oscar Chow	CEO/Founder
0001670254-18-000391	1	Stewbum & Stonewall Brewing Co LLC	Darren Garvey	Owner
0001720733-18-000001	1	Lei Co Cooperative, Inc.	Tiffany Lacsado	President
0001670254-18-000389	1	Arolucha, Inc.	Jason Brown	CEO
0001743800-18-000002	1	Greg Miller Project, LLC	/Gregory Miller/	President
0001750337-18-000006	1	Remember When Ice Cream Inc	Debra M. Spotts	President
0001665160-18-000848	1	Fuller Real Estate Solutions LLC.	Jonathan Fuller	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000846	1	Sober Network Inc.	Harold Jonas	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000388	1	ZYPPAH, Inc.	Jonathan Greenburg	CEO
0001665160-18-000844	1	Cryptid LLC	Brad Rego	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000387	1	Industry Water Filtration, Inc.	Richard Yanda	President
0001670254-18-000386	1	KALiiN, LLC	Richard Grover	Founder/CEO
0001665160-18-000843	1	TotalSource Solutions, Inc	George B. Brown	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000842	1	Junto Bicycle Works, Ltd.	Brian Powell	CEO and Principal Executive Officer
0001665160-18-000841	1	LGBT Media, Inc.	Jordan Weiss	Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Accounting Officer
0001749553-18-000002	1	Creamy Coconuts, LLC	Kai Nortey	CEO, Member
0001684004-18-000001	1	Black Point Seafood, LLC	Mark Murrell	CEO
0001749548-18-000002	1	Geek Girl Tech, PBC	Jenn Diesi	Chief Executive Officer
0001665160-18-000840	1	1Up Golf Development Group, Inc.	John R. Humphrey	CEO and Founder, Principal Executive and Director
0001675481-18-000003	1	Spotlight: Girls	Lynn Johnson	CEO
0001741753-18-000002	1	Local Choice Inc	Paula Dezzutti Hewlette	Director, President, Chief Executive Officer
0001665160-18-000838	1	Perfict Inc.	Cory Faulkner	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001675481-18-000002	1	Spotlight: Girls	Lynn Johnson	CEO
0001706937-18-000002	1	WhereBy.Us Enterprises, Inc	Christopher Sopher	CEO
0001665160-18-000837	1	Digital Direct IR, Inc	Peter Kaufman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001739018-18-000002	1	Come Home Zone Development Co	David Borinsky	Manager of Manager, CHZ Management, LLC
0001665160-18-000836	1	Firebot Inc	Mark Baldino	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001750337-18-000005	1	Remember When Ice Cream Inc	Debra M. Spotts	President
0001750337-18-000004	1	Remember When Ice Cream Inc	Debra M. Spotts	President
0001750337-18-000003	1	Remember When Ice Cream Inc	Debra M. Spotts	President
0001750307-18-000002	1	Mosaic 4537 Wayne Avenue GP, LLC	Gregory Reaves	Managing member of Manager, Mosaic Development Partners, LLC
0001665160-18-000835	1	Locking Line Barriers Corp	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary, and Principal Accounting Officer
0001750337-18-000002	1	Remember When Ice Cream Inc	Debra M. Spotts	President
0001750307-18-000001	1	Mosaic 4537 Wayne Avenue GP, LLC	Gregory Reaves	Managing member of Manager, Mosaic Development Partners, LLC
0001665160-18-000833	1	New Haven Community Solar, LLC	Franz Hochstrasser	Principal Executive Officer and Manager
0001750337-18-000001	1	Remember When Ice Cream Inc	Debra Spotts	President
0001665160-18-000831	1	Yummi Inc.	Pete Wong	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000384	1	DNA PRO-FIT LLC	Domingo Correa	President and CEO
0001700426-18-000002	1	Flickswitch LLC	David Vatz	CFO
0001743181-18-000005	1	BANDWAGONFANCLUB INC.	Harold Hughes	Chief Executive Officer
0001670254-18-000383	1	Palmia Corporation	Robert Nathanson	CEO
0001723146-18-000007	1	Fragrance of Heaven LLC	Terri Arthur	Owner & CEO
0001650631-18-000002	1	DoneGood, PBC	Cullen Schwarz	CEO and Director
0001670254-18-000380	1	The Hard Soda Co. LLC	John Lynch	Founder
0001665160-18-000828	1	TrustaBit LLC	Saritta Hines	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000827	1	Baja United Imports, Inc.	Jim Riley	CEO and Principal Executive Officer and Director
0001670254-18-000377	1	Dun Rite Games, Inc	Ricardo Velez	Founder  Co-CEO
0001669191-18-000378	1	Kingscrowd LLC	Christopher Lustrino	Principal Executive Officer
0001669191-18-000376	1	Verdant Power Inc.	John Banigan	Principal Executive Officer
0001739018-18-000001	1	Come Home Zone Development Co	David Borinsky	Manager of Manager, CHZ Management, LLC
0001665160-18-000826	1	Keezel, Inc.	Aike Muller	Principal Executive Officer and President
0001670254-18-000376	1	'Laine's Bake Shop LLC, BG Consortium LLC	Rachel E. Bernier-Green	Owner
0001665160-18-000825	1	Ceres Greens LLC	Jacob Isham	CEO, Managing Member, Principal Financial Officer and Principal Accounting Officer
0001635926-18-000004	1	Because Learning	Sunny Washington	CEO and cofounder
0001748253-18-000001	1	Vibravision, LLC.	Nathan S Zeleznick	Chairman/Chief Executive Officer
0001665160-18-000823	1	Crooru Corp	Wilson Encarnacion	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000824	1	POUNDWISHES INC.	John Hussey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000822	1	YouStake, Inc.	Frank DeGeorge	CEO, Principal Executive Officer and Director
0001139685-18-000003	1	20/20 GeneSystems, Inc.	Jonathan Cohen	Chief Executive Officer
0001741220-18-000001	1	CW Petroleum Corp	/s/ Christopher Williams	CEO
0001665160-18-000821	1	Power2Peer, Inc.	Mamta Sonwalkar	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000820	1	American Ultimate Disc League, LLC	Steven T Gordon	Principal Executive Officer and Manager
0001568609-18-000007	1	Cuddle Clones LLC	Jennifer Williams	Manager and COO
0001665160-18-000818	1	Virtual QE, Inc	Shawn Findlater	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001139685-18-000002	1	20/20 GeneSystems, Inc.	Jonathan Cohen	Chief Executive Officer
0001139685-18-000001	1	20/20 GeneSystems, Inc.	Jonathan Cohen	Chief Executive Officer
0001743080-18-000007	1	Gard Midtown, LLC	Jonathan Serrano	Manager
0001665160-18-000814	1	Tribal Rides, Inc.	Joe Grimes	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000810	1	CEN INC	James Tagg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000375	1	Nude Inc	Erin Carpenter	CEO
0001665160-18-000812	1	Denim LA, Inc.	Corey Epstein	Co-CEO, Principal Executive Officer and Director
0001670254-18-000373	1	Augmented Reality Sports Management Corporation	Robert Sigmon	CEO, Founder
0001665160-18-000811	1	Atlis Motor Vehicles Inc	Mark Hanchett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000372	1	Precise Portions, LLC	Ann Marie Stephens	Co-Founder & CEO
0001670254-18-000371	1	Altcoin Exchange, Inc.	Andrew Gazdecki	CEO and Co-Founder
0001665160-18-000809	1	Livingway, Inc.	Jules Trasleglise	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001742134-18-000009	1	Item Banc	Virginia Robertson	CEO and Director
