ACCESSION_NUMBER	COMPENSATIONAMOUNT	FINANCIALINTEREST	SECURITYOFFEREDTYPE	SECURITYOFFEREDOTHERDESC	NOOFSECURITYOFFERED	PRICE	PRICEDETERMINATIONMETHOD	OFFERINGAMOUNT	OVERSUBSCRIPTIONACCEPTED	OVERSUBSCRIPTIONALLOCATIONTYPE	DESCOVERSUBSCRIPTION	MAXIMUMOFFERINGAMOUNT	DEADLINEDATE	CURRENTEMPLOYEES	TOTALASSETMOSTRECENTFISCALYEAR	TOTALASSETPRIORFISCALYEAR	CASHEQUIMOSTRECENTFISCALYEAR	CASHEQUIPRIORFISCALYEAR	ACTRECEIVEDRECENTFISCALYEAR	ACTRECEIVEDPRIORFISCALYEAR	SHORTTERMDEBTMRECENTFISCALYEAR	SHORTTERMDEBTPRIORFISCALYEAR	LONGTERMDEBTRECENTFISCALYEAR	LONGTERMDEBTPRIORFISCALYEAR	REVENUEMOSTRECENTFISCALYEAR	REVENUEPRIORFISCALYEAR	COSTGOODSSOLDRECENTFISCALYEAR	COSTGOODSSOLDPRIORFISCALYEAR	TAXPAIDMOSTRECENTFISCALYEAR	TAXPAIDPRIORFISCALYEAR	NETINCOMEMOSTRECENTFISCALYEAR	NETINCOMEPRIORFISCALYEAR
0001665160-18-000973	6 percent	N/A	Common Stock		25000	0.4	N/A	10000.0	Y	Other	At issuer's discretion	100000.0	2018-09-21	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000972	6 percent	N/A	Other	Common Stock and SP Tokens	2000	5.0	N/A	10000.0	Y	Other	At issuer's discretion	1000000.0	2018-09-18	12	529.98	529.98	529.98	529.98	0	0	0	0	0	0	0	0	0	0	0	0	-20.02	-20.02
0001670254-18-000454	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	300000	1.0	Pro-rated portion of the total principal value of $300,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	300000.0	Y	Other	As determined by the issuer	1070000.0	2019-03-20	5	116234	211697	109627	44191	1577	1661	319672	221474	450000	425000	1558270	1101422	0	0	-168163	1375	-581563	-139770
0001670254-18-000456	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Preferred Stock		60000	1.11	Dividing pre-money valuation ($8,013,941.37) by number of shares outstanding on fully diluted basis.	53400.0	Y	Other	As determined by the issuer	1063500.0	2019-03-15	6	72272	106463	71972	79952	0	14691	703093	233733	819656	659700	1432693	1300039	1155634	1115264	0	0	-663507	-701956
0001753336-18-000001	6.5% of offering proceeds that are actually distributed to the issuer.	None.	Debt				Face value	100000.0	Y	First-come, first-served basis		1070000.0	2018-12-16	5	429814	319974	38847	55644	78283	32119	513280	432098	0	0	155224	42406	126419	28699	250	1600	-679522	-620884
0001751635-18-000005	6.0% of the amount raised	2% of the Securities being issued in this Offering	Other	Crowd Safe Units of SAFE (Simple Agreement for Future Equity)	25000	1.0		25000.0	Y	Other	At the Company's discretion	1070000.0	2019-01-18	2	37367	37040	37354	37040	0	0	0	0	0	0	158745	193148	0	0	0	0	2730	-15769
0001665160-18-000970	6 percent	N/A	Other	Class B Common Units	4201	2.38	N/A	9998.380000000001	Y	Other	At issuer's discretion	106997.66	2018-12-20	4	581118.26	311192.5	28029.12	2587.67	13554.460000000001	11661.9	30676.95	11590	405314.37	110486.61	242849.57	292752.21	1098.98	1232.01	8501.76	11023.36	-9854.06	-405.88
0001670254-18-000452	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1070000.0	2019-03-20	3	157052	244664	80164	168057	0	0	16738	46637	933513	441011	160334	256462	-73741	-110898	-338	-87	-550215	-201514
0001751635-18-000004	6.0% of the amount raised	2% of the Securities being issued in this Offering	Other	Crowd Safe Units of SAFE (Simple Agreement for Future Equity)	25000	1.0		25000.0	Y	Other	At the company's discretion	1070000.0	2019-01-18	2	37367	37040	37354	37040	0	0	0	0	0	0	158745	193148	0	0	0	0	2730	-15769
0001746343-18-000005	NextSeed charges 10% of the total Offering Amount as compensation for its services in connection with the Offering; provided only 5% is charged on amounts raised from investors referred by the issuer.	None	Debt				the face value of the note	50000.0	Y	First-come, first-served basis		107000.0	2018-09-18	3	298301.77	0	264501.97000000003	0	0	0	36.33	0	0	0	0	0	0	0	0	0	-1734.56	0
0001670254-18-000450	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1070000.0	2019-03-20	3	372248	289261	91392	43050	37543	15481	25280	3511	148425	152754	323065	249296	-96527	-80074	-3290	-2684	52084	-63862
0001745727-18-000005	6.0% of the amount raised	2% of the Securities being issued in this Offering	Other	Units of Crowd SAFE (Simple Agreement for Future Equity)	25000	1.0		25000.0	Y	First-come, first-served basis		1070000.0	2019-01-18	1	29325	100	29325	100	0	0	0	0	0	0	0	0	0	0	0	0	-51931	0
0001750319-18-000001	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Debt				Determined in conjunction with a broker-dealer.	25000.0	Y	First-come, first-served basis		1070000.0	2018-11-16	4	111002	0	56455	0	31413	0	135386	0	0	0	101306	0	58284	0	0	0	-24384	0
0001751443-18-000003	The intermediary will get paid a success fee of 9%	None	Debt			100.0	Arbitrarily	10000.0	Y	First-come, first-served basis		1070000.0	2019-01-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001745986-18-000001	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Debt				Determined in conjunction with a broker-dealer.	25000.0	Y	First-come, first-served basis		700000.0	2018-12-07	3	67786	18998	13766	18998	54000	0	41918	0	0	0	84381	73250	0	0	0	0	1978	-5232
0001670254-18-000448	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Series A 2018 COP Units	150000	1.0	Number of outstanding securities multiplied by the unit price. The first $135,000 will have a Unit price of $0.90, and thereafter $1.	135000.0	Y	Other	As determined by the issuer	1070000.0	2019-03-15	5	78880	63594	9178	18574	26902	6500	0	528	0	0	0	0	0	0	0	0	-7186	-53934
0001665160-18-000967	6 percent	N/A	Other	Class B Non-Voting Common Stock	2808	3.56	N/A	9996.48	Y	Other	At issuer's discretion	534996.8	2018-12-20	10	483629	130735	92147	160	67882	0	788420	995982	49477	325000	137136	565495	163812	683268	0	0	-728885	-1121053
0001670254-18-000446	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	250000	1.0	Pro-rated portion of the total principal value of $250,000; interests will be sold in increments of $1; each investment is convertible into one share of preferred stock of the Company, as more particularly described under Item 13.	250000.0	Y	Other	As determined by the issuer	600000.0	2019-03-19	8	563589	392847	283540	239141	46673	33974	7294707	5060773	0	0	442981	323724	266246	288745	0	0	-3183089	-2965863
0001665160-18-000964	10 percent	N/A	Other	Membership Units	10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-12-20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001669191-18-000423	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		556	18.0	At issuer's discretion.	10008.0	Y	First-come, first-served basis		1069992.0	2018-11-19	54	15302382	0	2134399	0	0	0	0	0	0	0	0	0	0	0	0	0	-5528764	-80098
0001665160-18-000953	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-12-17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000957	6 percent	N/A	Other	Class B Non-Voting Common Stock designated as GAB Tokens	2500		N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-11-19	2	776569	16187	637291	16187	0	0	50958	5000	0	0	93260	0	49843	0	1479	1554	-201704	11087
0001665160-18-000950	6 percent	N/A	Common Stock		2500	4.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-11-19	4	15022	0	15007	0	15	0	56398	0	120000	0	0	0	0	0	0	0	-287441	0
0001665160-18-000949	6 percent	N/A	Other	Common Stock and COVR Tokens	10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-09-14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000948	6 percent	N/A	Debt			1.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-09-14	1	318830	0	149	0	2668	0	94137	0	350843	0	28425	0	-31251	0	0	0	-126860	0
0001665160-18-000947	6 percent	N/A	Other	Series B Common Units	3030	3.3000000000000003	N/A	9999.0	Y	Other	At issuer's discretion	1069998.6	2018-09-15	8	941107	1813552	863868	1791168	69739	14884	127242	176864	516894	526712	171275	160823	339036	457539	0	0	-813005	-1221578
0001751443-18-000002	The intermediary will get paid a success fee of 9%	None	Debt			100.0	Arbitrarily	10000.0	Y	First-come, first-served basis		1070000.0	2019-01-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000943	6 percent	N/A	Common Stock		20000	0.5	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-11-16	15	1054108.6	653811.8	269010.36	-1925.43	86258.19	83123.38	976372.98	1062047.33	58415.630000000005	217447.98	2275571.9	3178983.22	1296854.46	2176259.51	0	0	150187.15	-11007.14
0001665160-18-000945	6 percent	N/A	Common Stock		6666	1.5	N/A	9999.0	Y	Other	At issuer's discretion	106999.5	2018-12-17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001751287-18-000002	7% success fee	none	Other	DUSTO (Debt until Security Token Offering)	2000	5.0	Arbitrarily	10000.0	Y	First-come, first-served basis		1070000.0	2018-12-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001748169-18-000002	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Preferred Stock		28439	0.8791		25000.0	Y	First-come, first-served basis		1070000.0	2018-09-14	5	0	0	0	0	0	0	14388	0	0	0	0	0	0	0	0	0	-14388	0
0001665160-18-000942	6 percent	N/A	Other	Non-Voting Common Stock and AutOn Tokens	10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-12-17	42	827792	394820	578543	79917	0	33460	259102	136662	100896	850646	662818	130355	0	0	800	800	-1178061	-1780297
0001665160-18-000939	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-12-17	42	827792	394820	578543	79917	0	33460	259102	136662	100896	850646	662818	130355	0	0	800	800	-1178061	-1780297
0001670254-18-000444	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1000000.0	2019-03-08	9	34521	0	14717	0	0	0	109	0	0	0	0	0	0	0	0	0	-91663	0
0001665160-18-000937	6 percent	N/A	Other	Units	1000	10.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-11-27	3	136450	92361	24163	0	0	0	23385	23331	0	0	0	0	0	0	0	0	-42415	-90229
0001665160-18-000936	6 percent	N/A	Other	Class B Units	3759	2.66	N/A	9998.94	Y	Other	At issuer's discretion	106892.1	2018-05-07	6	54280.93	17980.23	54138.39	17776	0	0	573538.25	351995.67	0	0	14380.61	1941.73	107499.17	319628.10000000003	0	0	-208016	-436450.17
0001665160-18-000935	6 percent	N/A	Other	Class A Non Voting Stock	28571	0.35000000000000003	N/A	9999.85	Y	Other	At issuer's discretion	350558.95	2018-09-08	4	10789	4665	104	395	0	0	24206	6875	0	0	0	0	0	0	0	0	-11207	-2810
0001670254-18-000442	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	100000	1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	100000.0	Y	Other	As determined by the issuer	1070000.0	2019-03-13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2700
0001691608-18-000001	A % of the total Offering Amount (10% for <$250,000 and 9% for more than $250,000 and $500,000 or less, 8% for more than $500,000 and $750,000 or less and 7% for more than $750,000); provided only 5% is charged on investors introduced by the issuer.	None	Debt				Face value of the security	200000.0	Y	First-come, first-served basis		400000.0	2018-11-30	3	241189	65549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000934	6 percent	N/A	Other	Convertible Promissory Note and Violet Tokens	10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-11-13	10	185	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001658754-18-000003	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Debt				Determined in conjunction with a broker-dealer.	25000.0	Y	First-come, first-served basis		1070000.0	2018-11-02	5	624326	1443846	366972	856921	19725	226688	53522	232416	261203	2117053	836277	1809635	1793434	2421474	0	0	-504994	-790696
0001665160-18-000932	6 percent	N/A	Other	Common Stock Class B	2000	5.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-12-13	1	59107	12784	54684	12784	0	0	1590	5823	62744	11272	57750	31505	0	0	210.73000000000002	0	-916	-4321
0001670254-18-000440	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Revenue Participation Agreement	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1.	50000.0	Y	Other	As determined by the issuer	107000.0	2019-03-12	1	112314.33	0	112363.33	0	0	0	3078.33	0	0	0	0	0	0	0	0	0	-12781.69	0
0001670254-18-000438	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1070000.0	2019-03-08	1	139417	108934	42272	11309	0	8618	104982	9484	0	0	334367	109353	241756	90280	0	0	-123669	-98448
0001739405-18-000006	NextSeed charges 10% of the total Offering Amount; provided NextSeed will only charge 5% of amount raised from investors that were introduced by the Issuer	None	Debt				Face value of the note	100000.0	Y	First-come, first-served basis		250000.0	2018-09-06	2	151039	1487	151039	1487	0	0	0	0	0	0	47404	28004	9840	3632	0	0	-7578	-5437
0001750508-18-000002	4.0% of total offering plus 2.85% per investment (capped @ $21.76).	No	Debt			1.0	Pro-rated portion of the total principal of $31,250	10000.0	Y	First-come, first-served basis		31250.0	2018-10-29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001735180-18-000004	NextSeed charges 8% of the total Offering Amount; provided NextSeed will only charge 5% of amount raised from investors that were introduced by the Issuer	None	Debt				Face value of the note	200000.0	Y	First-come, first-served basis		700000.0	2018-09-06	3	103950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000925	6 percent	N/A	Other	Non-Voting Common Stock designated as Mintheath Token Class (MHST)	12500	0.25	$0.25 per share for the first 15 days, $0.40 per share for the next 30 days, $0.80 per share thereafter	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-09-10	20	282352	0	280161	0	0	0	964420	0	0	0	0	0	0	0	0	0	-682069	0
0001665160-18-000924	6 percent	N/A	Common Stock		435	23.0	N/A	10005.0	Y	Other	At issuer's discretion	1069983.0	2018-10-29	25	326927	349225	312112	295383	0	0	908202	592994	993174	1204329	0	0	0	0	0	0	-4548854	-624524
0001665160-18-000923	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	100000.0	2018-12-12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
