ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-18-000241	1	LIFE RECOVERY SYSTEMS HD LLC	Robert J Freedman	CEO, Principal Executive Officer and Manager
0001709244-18-000001	1	Gab Al Inc	/Andrew Torba/	CEO
0001735243-18-000001	1	Platform at 930, LLC	Laura Nettleton	Manager
0001665160-18-000240	1	Vibrant TV, LLC	Jon Bottorff	CFO
0001665160-18-000239	1	WitFoo, Inc.	Tim Bradford	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001715749-18-000001	1	3DaGoGo, Inc	Andrew Taylor	CEO
0001670254-18-000097	1	Loop Devices Inc.	Michael Bettua	CEO & Co-founder
0001670254-18-000095	1	V-PLAN INC.	Megharaju Kachu	CEO- President
0001670254-18-000094	1	Better Network, Inc.	Kunal Gupta	Co-Founder & Engineer
0001669191-18-000162	1	ICEBREAKER, INC.	Kevin Murray	Principal Executive Officer
0001669191-18-000160	1	ICEBREAKER, INC.	Kevin Murray	Principal Executive Officer
0001721104-18-000010	1	Cloud Cover Media, Inc.	/s/Mark H. Lehman	CEO
0001721104-18-000009	1	Cloud Cover Media, Inc.	/s/Mark H. Lehman	CEO
0001669191-18-000156	1	Finnest, Inc.	Clemens Grave	Principal Executive Officer
0001669191-18-000158	1	4Gen Technology Group, Inc.	Jacob Clifton	Principal Executive Officer
0001670254-18-000092	1	Simple Machine, LLC	Damon Evans	Founder & CEO
0001665160-18-000237	1	Whetstone International Network LLC	John W Whetstone	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000232	1	Apparent Energy, Inc.	William Patridge	President, CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000234	1	EPEC Holdings, Inc	Steve Vanechanos	Principal Executive Officer and Director
0001665160-18-000228	1	Rentah, Incorporated	Anup Yogesh Desai	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000226	1	Real Bloody Mary Co., LLC	Michael Machat	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001734991-18-000002	1	Local X Change, LLC	Zebulon Bartels	Owner
0001722710-18-000004	1	Myways, Inc.	Michael Jordan	CEO
0001731640-18-000004	1	WealthZoo, LLC	Jeff Titak	CEO
0001669191-18-000148	1	Fathom Drones Inc.	Matthew Gira	Principal Executive Officer
0001665160-18-000224	1	PlantSnap Inc.	Eric Ralls	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000222	1	EpigenCare Inc.	William Lee	CEO, Principal Executive Officer and Director
0001730062-18-000004	1	Los Pinos Ranch Vineyards, LLC	Matthew Lipton	Chief Executive Officer
0001730062-18-000003	1	Los Pinos Ranch Vineyards, LLC	Matthew Lipton	Chief Executive Officer
0001726537-18-000003	1	Pistil & Pollen, LLC	Amy Dannemiller	Chief Executive Officer
0001723348-18-000003	1	Millie's Ice Cream Truck, LLC	Melissa Horst	Owner
0001670254-18-000090	1	Jeeva Medical Corp	Anthony Jaccarino	Chief Executive Officer
0001670254-18-000088	1	bid2bed, LLC	Roee Keren-Tzur	Business Development
0001665160-18-000216	1	Solar Direct LLC	Kirk Maust	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001730206-18-000004	1	Acropolis Games LLC	Timothy Roberts	Owner
0001716456-18-000001	1	Digital Direct IR, Inc	/s/ Peter Kaufman	CEO
0001665160-18-000214	1	Atlis Motor Vehicles, Inc	Mark Hanchett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000207	1	Atmos Home Inc.	Mark Lyle	CEO, CTO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000211	1	Life Recovery Systems HD, LLC	Robert J Freedman	CEO, Principal Executive Officer and Manager
0001670254-18-000086	1	Arolucha, Inc.	Jason Brown	CEO
0001722710-18-000003	1	Myways, Inc.	Michael Jordan	CEO
0001669191-18-000144	1	Atmos Digital Inc	William Donovan	Principal Executive Officer
0001669191-18-000140	1	Verdant Power Inc.	John Banigan	Principal Executive Officer
0001665160-18-000199	1	Buying Collective Holdings Inc	Rod Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000200	1	Buying Collective Holdings Inc	Rod Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001682510-18-000003	1	Splash Wines, Inc	Robert Imeson	CEO, Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer
0001670254-18-000084	1	Attic Brewing Company LLC	Laura Lacy	Owner, Manager, and Operations
0001670254-18-000083	1	ClassApps, Inc.	Sheryl Briggs	President
0001665160-18-000198	1	Contenders Clothing, LLC	Jonathan Snyder	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001730741-18-000001	1	When it Changed Inc.	Charles Broskoski	Chief Executive Officer
0001730100-18-000002	1	Witnet Foundation	/s/Daniele Levi	President
0001704091-18-000002	1	360913 S Saratoga LLC	Jonathan Tate	Manager
0001704091-18-000001	1	360913 S Saratoga LLC	Jonathan Tate	Manager
0001729427-18-000001	1	CNS Pharmaceuticals, Inc.	John Climaco	Chief Executive Officer
0001665160-18-000197	1	POUNDWISHES INC.	John Hussey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000195	1	PoundWishes Inc.	John Hussey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001724862-18-000001	1	PST Evergreen Investment, Inc.	Han Hu	Director
0001665160-18-000193	1	STAYBLGEAR LLC	Eskil Nordhaug	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001727469-18-000004	1	Majik Water LLC	Clare Sewell	Chief Operating Officer
0001719648-18-000001	1	Freerolls Entertainment, Inc.	/s/ Charles Potter	CEO
0001665160-18-000191	1	Gyomo, Inc.	Quincy Acklen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000188	1	MAGNABID, INC.	Pez Zarifian	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000185	1	ElectroniXiQ, Inc.	Karlos Walkes	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001682510-18-000002	1	Splash Wines, Inc	Robert Imeson	CEO, Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer
0001670254-18-000078	1	Pedal Holdings Inc.	Chadd Johnson	Founder / CEO
0001670254-18-000077	1	OODLES CORPORATION	Asheesh Barman	Co-Founder, President & COO
0001665160-18-000182	1	Contenders Clothing, Inc.	Jonathan Snyder	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001608695-18-000002	1	G. Randall & Sons, Inc.	Brendon Strause	Co-Founder
0001608695-18-000001	1	G. Randall & Sons, Inc.	Brendon Strause	Co-Founder
0001733434-18-000001	1	Viri Systems Inc.	Patrick Davis Jones	CEO
0001665160-18-000180	1	Kind Katie Movie Partners, LLC	Jon Graham	CEO and Director, Principal Financial Officer and Principal Accounting Officer
0001726531-18-000005	1	Unlimited Tomorrow, Inc.	Easton LaChappelle	CEO
0001727168-18-000003	1	Hackrod Inc.	Michael McCoy	Chief Executive Officer
0001690165-18-000007	1	ReGrained, Inc.	Jordan Schwartz	COO and Cofounder
0001670254-18-000074	1	Hustle Fitness, Inc.	Matt Michaux	CEO
0001679372-18-000001	1	Youngry, LLC	Ash Kumra	President
0001732334-18-000002	1	Witty Inventions LLC	Frances Jones	CEO
0001665160-18-000179	1	ARTICHOKE, LLC	Justin Shelby	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001729813-18-000004	1	Molly B Industries, LLC	Molly Beane	CEO and Managing Member
0001732447-18-000002	1	Gather Voices, Inc.	Michael Hoffman	CEO
0001728560-18-000001	1	SynTouch, Inc.	David Groves	CEO, Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer
0001731479-18-000001	1	Rodin, Inc.	Taron Lizagub	CEO
0001639718-18-000001	1	Roomi Inc.	Ajay Yadav	Founder & CEO
0001670254-18-000073	1	I-PASS Patient Safety Institute, Inc.	Scott Pitt	Chief Financial Officer
0001705975-18-000001	1	Pitch 25, LLC	Brian Ching	Manager
0001665160-18-000177	1	PlantSnap, Inc.	Eric Ralls	CEO
0001705496-18-000001	1	Stanley Grove LLC	Lu Yang	Managing Member
0001598982-18-000001	1	True Gault, Inc. (f/k/a Shulogique, Inc.)	Sandra Gault	CEO and Co-Founder
0001720822-18-000001	1	SilkRoll Inc.	Janet WU	CEO
0001665160-18-000175	1	DLYTE, LLC	Barry Shore	Founder, CEO, Managing Member, Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000071	1	Beer District Brewing LLC	Michael Doyle	Manager
0001670254-18-000069	1	Coppertino Inc	Ivan Ablamskyi	Founder and CEO
0001670254-18-000068	1	Chateau Marcel, Inc.	Albert Dahan	CEO
0001726073-18-000003	1	Woodland Rockwell No. 1 GP	Manfred Sternberg	President of ACSI, General Partner
0001669753-18-000003	1	Whoseyourlandlord, Inc.	Camellus Ofornedu Ezeugwu Jr.	Chief Executive Officer
0001730062-18-000001	1	Los Pinos Ranch Vineyards, LLC	Matthew Lipton	Chief Executive Officer
0001665160-18-000170	1	Eclipse Diagnostics Inc.	Luka Fajs	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-18-000136	1	ChoiceTrade Holdings, Inc.	Neville Golvala	Principal Executive Officer
0001722007-18-000005	1	Pittsburgh Juice Co	Naomi Homison	Managing Director
0001665160-18-000147	1	LiteScape Technologies, Inc.	Aleksey Feldman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000065	1	Twins Chicken INC	Sean Fitzhugh	Founder
0001670254-18-000061	1	KetoNatural Pet Foods, Inc.	Daniel Schulof	Co-founder and CEO
0001670254-18-000067	1	Neurohacker Collective, LLC	Jordan Greenhall	CEO
0001665160-18-000149	1	Space Division Inc.	Ryan Oliges	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000063	1	Coppertino Inc	Ivan Ablamskyi	Founder and CEO
0001712427-18-000001	1	Kookaburra Sustainable Solutions Inc	Michael Schieck	President
0001665160-18-000145	1	JINGLZ, INC.	Aaron Itzkowitz	CEO, President, Chairman, Director, Principal Executive Officer
0001669191-18-000132	1	City Windmills Inc.	David Mapley	Principal Executive Officer
0001730100-18-000001	1	Witnet Foundation	/s/Daniele Levi	President
0001669191-18-000127	1	Neurotez Inc.	Nikolaos Tezapsidis	Principal Executive Officer
0001669191-18-000125	1	Charlotte's Closet, LLC	Jen Forman	Principal Executive Officer
0001732797-18-000002	1	QUINN INC	John Orekunrin	Founder & CEO
0001719379-18-000001	1	BLOCKSTACK TOKEN LLC	Muneerb Ali	Managing Director
0001732797-18-000001	1	QUINN INC	John Orekunrin	Founder & CEO
0001731540-18-000001	1	WolfPack Systems, Inc	Jonathan Chashper	President and CEO
0001669191-18-000116	1	ChoiceTrade Holdings, Inc.	Neville Golvala	Principal Executive Officer
0001665160-18-000142	1	North Country Showcase Inc	Anthony Diagostino	Treasurer, Principal Financial Officer, Principal Accounting Officer and Director
0001670254-18-000058	1	Ganaz Inc.	Srinivas Artham	Co-founder
0001670254-18-000059	1	Balanced Software, Inc.	Richard Burton	Chief Executive Officer
0001669191-18-000123	1	ChoiceTrade Holdings, Inc.	Neville Golvala	Principal Executive Officer
0001665160-18-000144	1	GeoOrbital Inc.	Michael Burtov	Chief Executive Officer
0001670254-18-000060	1	GlobeChat, Inc.	Kevin Strom	CEO
0001731640-18-000002	1	WealthZoo, LLC	Jeff Titak	CEO
0001669191-18-000113	1	Verdant Power Inc.	John Banigan	Principal Executive Officer
0001684321-18-000002	1	Italian Cafe, LLC	Christy Jepson	Manager
0001723477-18-000001	1	Vacayo, Inc.	Truth Oladapo	CEO
0001722850-18-000001	1	Krav Maga NYC, LLC	Matan Gavish	Managing Member
0001724091-18-000001	1	Bravery Chef Hall, LP	Lian Pham	Partner of the general partner
0001670254-18-000057	1	Nemucore Medical Innovations, Inc.	Tim Coleman	Founder and CEO
0001665160-18-000136	1	Three Flip Studios, Inc	Rob Howland	CEO
0001665160-18-000133	1	Eliport, Inc.	Dmitry Skorinko	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000130	1	MedChain Inc	Joachim Sandgaard	CEO, Director, Principal Executive Officer, Principal Financial Officer, and Principal Accounting Officer
0001665160-18-000138	1	Phoenix Settlements LLC	Kanwar Singh	CEO, Principal Executive Officer
0001725458-18-000003	1	California 88, LLC	Eric Hsu	Managing Member
0001670254-18-000056	1	Impact Science Education, Inc.	Ladie Malek	Co-Founder and President
0001670254-18-000055	1	OODLES CORPORATION	Asheesh Barman	Co-Founder, President & COO
0001684321-18-000001	1	Italian Cafe, LLC	Christy Jepson	Manager
0001726998-18-000001	1	Avant Media Institute LLC	Ryan Klonek	President
0001727744-18-000001	1	Trouvaille LLC	Paul S Hardersen	Chief Executive Officer
0001720880-18-000002	1	MJ Hybrid Solutions, Inc.	Melissa Jane Stapley	Founder and CEO
0001715895-18-000001	1	Coding Autism, LLC	Oliver Thornton	Chief Executive Officer
0001721392-18-000004	1	SmarterD,Inc.	Vijay Sundhar	CEO
0001721392-18-000003	1	SmarterD,Inc.	Vijay Sundhar	CEO
0001665160-18-000128	1	FireBot, Inc.	Mark Baldino	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001654438-18-000003	1	BarLink, LLC	/s/ Dean Matthews	CEO
0001704205-18-000002	1	Ideal Conceal, Inc.	Kirk Kjellberg	CEO
0001704205-18-000001	1	Ideal Conceal, Inc.	Kirk Kjellberg	CEO
0001665160-18-000126	1	PlantSnap, Inc.	Eric Ralls	Founder, CEO, Treasurer, Secretary, Director, Principal accounting officer, Principal financial officer
0001731189-18-000002	1	3451 Benning LLC	Adrian Washington	"CEO, The Neighborhood Development Company, L.L.C. (""NDC""), Manager of 3451 Benning LLC"
0001670254-18-000054	1	Orthogonal Thinker Inc.	Helene Servillon	Director
0001665160-18-000125	1	Cryptid LLC	Brad Rego	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001690909-18-000001	1	Ellison Eyewear, Inc	Aristotle Loumis	Chief Executive Officer
0001670254-18-000052	1	Orthogonal Thinker Inc.	Helene Servillon	Director
0001670254-18-000050	1	Barrel Harbor Brewing Company, LLC	Tim St.Martin	CEO
0001719488-18-000001	1	619 North Park LLC	Nick Apostolopoulos	Sole owner of the sole member of the Issuer
0001665160-18-000123	1	CBL Worldwide II, Inc.	Jamar Johnson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001712328-18-000001	1	Blue Cord Farms Inc	Robert Head	CEO
0001669191-18-000109	1	Atmos Digital Inc	William Donovan	Principal Executive Officer
0001731189-18-000001	1	3451 Benning LLC	Adrian Washington	"CEO, The Neighborhood Development Company, L.L.C. (""NDC""), Manager of 3451 Benning LLC"
0001665160-18-000121	1	Perfict Inc.	Cory Faulkner	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000120	1	WORDEGO INC	Dr. Okan Erol	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000119	1	HireJoe, Inc	Paul Wagner	CEO, Principal Executive Officer, Director, Principal Financial Officer, Principal Accounting Officer
0001690447-18-000003	1	Owlized, Inc.	Aaron Selverston	Chief Executive Officer
0001725124-18-000004	1	Rhymella, Inc.	Megan McElroy Rzezutko	Chief Executive Officer, Director and Co-Founder
0001665160-18-000117	1	CannaKorp, Inc.	James Winokur	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000115	1	Biotech Restorations Holdings, LLC	David Fennema	CEO, Principal Executive Officer, Principal Financial Officer, Principal Accounting Officer, Manager
0001670254-18-000048	1	iPianoLab LLC	David Negron	Director of Operations
0001669191-18-000106	1	Atmos Digital Inc	William Donovan	Principal Executive Officer
0001730609-18-000001	1	Love Goodly Inc.	Justine Lassoff	CEO, Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer
0001722710-18-000001	1	Myways, Inc.	Michael Jordan	CEO
0001665160-18-000113	1	OSSIC Corporation	Jason Riggs	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000044	1	Eve Fund 1, LLC.	Chris Parker	Co-founder | Producer
0001670254-18-000046	1	Kwame Palace LLC	George Baah	Founder & President
0001670254-18-000043	1	Hawaiian Ola Brewing Corporation	Brett Jacobson	CEO
0001574738-18-000001	1	FileThis, Inc.	Brian Berson	CEO and Director
0001729314-18-000002	1	Dante Labs International LLC	Andrea Riposati	CEO and Managing Member
0001670254-18-000042	1	SpaceFab.US, Inc.	Randall Chung	CEO/Co-Founder
0001670254-18-000040	1	M and M MEDIA, INC.	Gary Mekikian	Co-founder and CEO
0001728670-18-000006	1	CrownMob Inc.	Ricardo Grant	CEO
0001731055-18-000001	1	ROYALTY BEAUTY SUPPLY, LLC	LaTaja Dingle	President
0001665160-18-000110	1	Ceres Greens LLC	Jacob Isham	CEO, Managing Member, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000039	1	Sam Lee Laundry LLC	David Gluck	Producer & General Manager
0001669191-18-000103	1	Gamify, Inc.	Erik Boyer	Principal Executive Officer
0001688786-18-000001	1	Jetpack Aviation Corp	/David Mayman/	David Mayman
0001730727-18-000004	1	320 Kingsland, LLC	/s/ Brian Strumke	CEO
0001665160-18-000109	1	Zoi, Inc.	Bryan Lorden	CEO, Principal Executive Officer and Director
0001723850-18-000001	1	609 Fairfield LLC	Kent Hardman	CEO
0001719921-18-000001	1	Wichita Falls Brewing Company, LLC	Matt Bitsche	President
0001723949-18-000010	1	Fatwood LLC	Bob Dames	President
0001665160-18-000108	1	BioHealthonomics Inc	Cristian Arnou	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000038	1	Hawaiian Ola Brewing Corporation	Brett Jacobson	CEO
0001693877-18-000004	1	ROYALTY BEAUTY SUPPLY, LLC	La'Taja Dingle	President
0001725124-18-000003	1	Rhymella, Inc.	Megan McElroy Rzezutko	Chief Executive Officer, Director and Co-Founder
0001730727-18-000003	1	320 Kingsland, LLC	/s/ Brian Strumke	CEO
0001730727-18-000001	1	320 Kingsland, LLC	/s/ Brian Strumke	CEO
0001716298-18-000001	1	Mighty Well, Inc.	Yousef Al-Humaidhi	Director and Chief Financial Officer
0001670254-18-000036	1	Vela Motor Company LLC	William Marsh	Cofounder and CEO
0001670254-18-000034	1	ClassApps, Inc.	Sheryl Briggs	President
0001670254-18-000032	1	smartQED, Inc.	Rishi Mukhopadhyay	COO and Head of Product
0001730206-18-000001	1	Acropolis Games LLC	Timothy Roberts	Owner
0001670254-18-000031	1	Malibu Compost Inc.	Randy Ritchie	CEO
0001580960-18-000001	1	Pigeonly, Inc.	Frederick Hutson	Chief Executive Officer
0001728855-18-000001	1	Boon VR LLC	Satya Ridhima Parvathaneni	Chief Executive Officer
0001665160-18-000107	1	VolAero UAV & Drones Holdings Corp.	Charles Zwebner	CEO, Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer
0001719882-18-000002	1	MiqroTech	Meade Lewis	Chief Executive Officer
0001665160-18-000106	1	Samsara Luggage Inc.	Atara Dzikowski	CEO and Director
0001720051-18-000001	1	Semper Fi Restaurants LLC	Seungwhan Chang	Sole Member
0001725124-18-000001	1	Rhymella, Inc.	Megan McElroy Rzezutko	Chief Executive Officer, Director and Co-Founder
0001602930-18-000001	1	WorldViz, LLC	Andrew Beall	CEO and CTO
0001725458-18-000001	1	California 88, LLC	Eric Hsu	Managing Member
0001728670-18-000004	1	CrownMob Inc.	Ricardo Grant	CEO
0001728670-18-000001	1	CrownMob Inc.	Ricardo Grant	CEO
0001726073-18-000002	1	Woodland Rockwell No. 1 GP	Manfred Sternberg	President of ACSI, General Partner
0001663940-18-000001	1	Auntie April's	April Spears	President/CEO
0001725245-18-000002	1	Preemadonna Inc.	Herpreet Walia	CEO & President
0001665160-18-000105	1	General Presence Inc.	Frank Erik Banks	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000104	1	Trikke Tech Inc.	Jose Gildo Beleski	CEO, Principle Financial Officer, Director
0001665160-18-000103	1	Gulfstar Air Charters, Inc.	Paul Joseph Posti, Jr.	Chief Executive Officer
0001665160-18-000102	1	Farm One, Inc.	Robert Laing	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669654-18-000001	1	Onward Method, Inc.	Gabe Zichermann	CEO
0001665160-18-000101	1	HireJoe, Inc	Paul Wagner	CEO, Principal Executive Officer, Director, Principal Financial Officer, Principal Accounting Officer
0001665160-18-000100	1	EPEC Holdings, Inc	Steve Vanechanos	Principal Executive Officer and Director
0001723949-18-000009	1	Fatwood LLC	Robert Dames	President
0001670254-18-000029	1	ZYPPAH, Inc.	Jonathan Greenburg	CEO
0001670254-18-000027	1	eyeCam, Inc.	Bryan Davis	CEO
0001665160-18-000099	1	15th Round LLC	George Giovanis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001729247-18-000001	1	Rosca Finance Inc.	Aamer Shahab	CEO and Director
0001729481-18-000002	1	Apex Farms Corp.	/s/ Alexander M. Woods-Leo	Chairman, CEO, President, COO, Secretary, Treasurer, CFO
0001670254-18-000025	1	Texas Brewer Support, LLC	Davis Sean Tucker	President/Founder
0001665160-18-000095	1	LifeBridge 10000, LLC	Peter F Travers	CEO and Managing Member, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000097	1	ZipZap, Inc.	Alan Safahi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000094	1	LRF Thoroughbred Fund II LLC	Gary Fenton	Principal Executive Officer and Managing Partner, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000093	1	IJUZE Corp	Esmond Goei	Principle Executive officer and Director
0001669191-18-000099	1	Split Mountain Productions Inc	Gray Frederickson	Principal Executive Officer
0001665160-18-000092	1	Ube, Inc	Utz Baldwin	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000024	1	I-PASS Patient Safety Institute, Inc.	Scott Pitt	Chief Financial Officer
0001665160-18-000090	1	BOROUGH FIVE SLATE ONE LLC	Julio Vincent Gambuto	CEO, Principal Executive Officer, Director, Principal Accounting Officer, Principal Financial Officer
0001665160-18-000082	1	anyone Media Network, Inc	Charles Simmons	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000085	1	ScreenDoor GreenHouse LLC	Jason Giddings	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-18-000023	1	Modbook Inc.	Andreas Haas	CEO & Lead Engineer
0001665160-18-000079	1	Aurora Sky Events LLC	Nathanael Engen	Founder, CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001669191-18-000096	1	SimpleForms, PBC	Emily Rotolo	Principal Executive Officer
0001669191-18-000093	1	Home61, Inc.	Olivier Grinda	Principal Executive Officer
0001665160-18-000077	1	CAKNOW Technology Inc.	Vance Xiang	CEO, Principal Executive Officer, Director, Principal Accounting Officer, Principal Financial Officer
0001723146-18-000001	1	Success By Media LLC	Jay Noland	CEO
0001670254-18-000021	1	Chicago Steak Company, Inc.	Matt Crowley	Vice President
0001669191-18-000091	1	Movatic, Inc.	Ansgar Strother	Principal Executive Officer
0001670254-18-000022	1	LAWRENCEVILLE PLASMA PHYSICS, INC.	Eric J. Lerner	President and Chief Scientist
0001665160-18-000075	1	Horror Equity Fund, Inc.	Marlon Schulman	Principal Executive Officer, Principal Financial Officer and Principal Accounting Officer, Director
0001683052-18-000002	1	Alchemy Mining Group, Inc.	Bruce A. Cosgrove	President/C.F.O.
0001669191-18-000088	1	ICEBREAKER, INC.	Kevin Murray	Principal Executive Officer
0001719866-18-000001	1	Gulfstar Air Charters, Inc.	Paul Joseph Posti, Jr.	Chief Executive Officer
0001669191-18-000086	1	Charlotte's Closet, LLC	Jen Forman	Principal Executive Officer
0001669191-18-000084	1	Home61, Inc.	Olivier Grinda	Principal Executive Officer
0001704090-18-000001	1	Gulf Coast Canna Meds, Inc.	Lori Daugherty	President
0001665160-18-000073	1	Bright Locker, Inc.	Ruben Cortez	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-18-000074	1	Vibrant TV, LLC	Jon Bottorff	CFO
0001665160-18-000072	1	Keezel, Inc.	Aike Muller	Principal Executive Officer and President
0001665160-18-000071	1	Mi Ola, Inc	Helena Fogarty	CEO and Founder
