ACCESSION_NUMBER	COMPENSATIONAMOUNT	FINANCIALINTEREST	SECURITYOFFEREDTYPE	SECURITYOFFEREDOTHERDESC	NOOFSECURITYOFFERED	PRICE	PRICEDETERMINATIONMETHOD	OFFERINGAMOUNT	OVERSUBSCRIPTIONACCEPTED	OVERSUBSCRIPTIONALLOCATIONTYPE	DESCOVERSUBSCRIPTION	MAXIMUMOFFERINGAMOUNT	DEADLINEDATE	CURRENTEMPLOYEES	TOTALASSETMOSTRECENTFISCALYEAR	TOTALASSETPRIORFISCALYEAR	CASHEQUIMOSTRECENTFISCALYEAR	CASHEQUIPRIORFISCALYEAR	ACTRECEIVEDRECENTFISCALYEAR	ACTRECEIVEDPRIORFISCALYEAR	SHORTTERMDEBTMRECENTFISCALYEAR	SHORTTERMDEBTPRIORFISCALYEAR	LONGTERMDEBTRECENTFISCALYEAR	LONGTERMDEBTPRIORFISCALYEAR	REVENUEMOSTRECENTFISCALYEAR	REVENUEPRIORFISCALYEAR	COSTGOODSSOLDRECENTFISCALYEAR	COSTGOODSSOLDPRIORFISCALYEAR	TAXPAIDMOSTRECENTFISCALYEAR	TAXPAIDPRIORFISCALYEAR	NETINCOMEMOSTRECENTFISCALYEAR	NETINCOMEPRIORFISCALYEAR
0001669191-18-000167	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		10000	1.0	Comparable companies analysis and APV model that took into consideration anticipated burn rate, various fixed and variable costs, and the timeline for revenue generation.	10000.0	Y	First-come, first-served basis		107000.0	2018-05-22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001669191-18-000165	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		24391	0.41000000000000003	The valuation was determined based on comparable companies.	10000.31	Y	First-come, first-served basis		106999.75	2018-05-22	1	5048	0	2198	0	0	0	0	0	0	0	0	0	0	0	0	0	-3952	0
0001665160-18-000241	6 percent	N/A	Other	Class B Common Units	1044	9.57	N/A	9991.08	Y	Other	At issuer's discretion	106992.6	2018-07-02	4	198953	230859.89	1783	7617.25	0	23199.66	159391	213147.59	3024616	2771254.79	104330	237896.48	76515	124007.15000000001	0	0	-230344	-133511.87
0001709244-18-000001														3	759518	16187	637748	16187	0	0	0	5000	0	0	100419	0	426525	46151	1479	1554	-220041	11087
0001735243-18-000001	A success fee equal to 4% of the amount raised.	None	Preferred Stock		50000	1.0		50000.0	Y	First-come, first-served basis		105000.0	2018-06-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000240	6 percent	N/A	Common Stock		8000	1.25	N/A	10000.0	Y	Other	At issuer's discretion	1000000.0	2018-03-23	10	56071	187790	33334	159809	2217	5298	149000	0	0	0	24792	14374	0	0	0	0	-554644	-317745
0001665160-18-000239	6 percent	N/A	Common Stock		5434	1.84	N/A	9998.56	Y	Other	At issuer's discretion	106999.68000000001	2018-03-22	5	20358.62	0	18858.62	0	0	0	17229.04	0	0	0	0	0	102319.15000000001	0	7689.17	0	-363370.42	0
0001715749-18-000001	5.0%	2% of securities raised.  On the same terms as the Crowd SAFE.	Other	Crowd Safe (Simple Agreement for Future Equity) Units	50000	1.0		50000.0	Y	First-come, first-served basis		500000.0	2017-11-14	11	563460	181821	422311	146821	2976	35000	8453	692	841514	2932250	55680	122258	8679	26249	0	0	-174411	-94864
0001670254-18-000095	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1070000.0	2018-09-21	1	1998	0	1060	0	938	0	446	0	0	0	1898	0	0	0	0	0	1452	0
0001670254-18-000097	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	1070000.0	2018-09-21	5	319488	368764	424	99541	5596	0	939858	890480	124556	43655	291997	0	254585	0	0	0	-2422983	-2266575
0001670254-18-000094	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	50000	1.0	Pro-rated portion of the total principal value of $50,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	50000.0	Y	Other	As determined by the issuer	350000.0	2018-09-21	4	1202	86	1202	86	0	0	706	0	97630	82854	6284	0	0	0	0	0	-14366	-59506
0001669191-18-000162	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		13699	0.73	The company determined the valuation based on the convertible note cap for existing notes.	10000.27	Y	First-come, first-served basis		106999.75	2018-05-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001669191-18-000160	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		13699	0.73	The company determined the valuation based on the convertible note cap for existing notes.	10000.27	Y	First-come, first-served basis		106999.75	2018-03-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001721104-18-000010	5% of total amount raised.	5% of total amount raised in SAFEs	Other	SAFE (Simple Agreement for Future Equity)	50000	1.0	Arbitrarily set by Management.	50000.0	Y	First-come, first-served basis		1070000.0	2018-04-22	12	57179	35620	39179	22620	0	0	0	0	902000	510000	634259	450958	294404	259288	800	1257	-828496	-682876
0001721104-18-000009	5% of the amount raised	5% of the amount raised in SAFEs.	Other	Units of SAFE (Simple Agreement for Future Equity)	50000	1.0	Arbitrarily set by Management	50000.0	Y	First-come, first-served basis		1070000.0	2018-04-22	12	57179	35620	39179	22620	0	0	0	0	902000	510000	634259	450958	294404	259288	800	1257	-828496	-682876
0001669191-18-000156	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		24391	0.41000000000000003	The valuation was determined based on comparable companies.	10000.31	Y	First-come, first-served basis		106999.75	2018-05-22	1	5048	0	2198	0	0	0	0	0	0	0	0	0	0	0	0	0	-3952	0
0001670254-18-000092	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Convertible Note	250000	1.0	Pro-rated portion of the total principal value of $250,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	250000.0	Y	Other	As determined by the issuer	750000.0	2018-04-30	26	278781	12659	19321	12659	65944	0	4993	20857	0	0	619388	10779	206587	16002	0	0	281986	-8824
0001669191-18-000158	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		10000	1.0	Comparable companies analysis and APV model that took into consideration anticipated burn rate, various fixed and variable costs, and the timeline for revenue generation.	10000.0	Y	First-come, first-served basis		107000.0	2018-05-22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000237	6 percent	N/A	Other	Class B Non-Voting Membership Units	20	500.0	N/A	10000.0	Y	Other	At issuer's discretion	425000.0	2018-06-21	1	5449	0	5449	0	0	0	0	0	0	0	0	0	0	0	0	0	-36051	0
0001665160-18-000234	6% + $4,000 service fee paid to StartEngine Crowdfunding	N/A	Other	Convertible Note	10000	100.0	N/A	10000.0	Y	Other	At issuer's discretion	308000.0	2018-04-30	1	329742	409150	2961	4906	23308	0	221274	122653	0	0	30747	0	221252	141042	0	0	-419129	-379592
0001665160-18-000232	6 percent	N/A	Common Stock		4000	2.5	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-04-30	6	208540	154660	1639	54262	0	0	28139	7405	50000	37257	0	0	0	0	0	0	-605324	-225727
0001665160-18-000228	6 percent	N/A	Common Stock		100000	0.1	N/A	10000.0	Y	Other	At issuer's discretion	100000.0	2018-04-30	3	9354.75	0	9211	0	0	0	21533.38	35161.63	0	0	0	0	0	0	0	0	-117272.48	-83879.02
0001665160-18-000226	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-04-30	7	11150	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	-14218.73	0
0001734991-18-000002	2.0% of total offering upon a successful fundraise	No	Debt			1.0	Pro-rated portion of the total principal value of $25,000.	10000.0	Y	First-come, first-served basis		25000.0	2018-05-09	6	83968	90929	48053	37928	15740	15245	1848	1447	160437	181639	1388239	1128768	1037233	820096	6161	6077	67216	23269
0001722710-18-000004	7.0%	The intermediary will receive a number of Crowd Notes of the issuer that is equal to 2.0% (two percent) of the total number of Crowd Notes sold by the issuer in in the Offering.	Other	Crowd Note	50000	1.0		50000.0	Y	Other	At the Company's discretion	250000.0	2018-04-23	1	186106	0	186106	0	0	0	150572	0	250000	0	0	0	0	0	0	0	-214466	0
0001731640-18-000004	Intermediary will be paid 7% of the amount raised less $3,500 already paid	none	Other	Simple Agreement for Future Equity + Revenue Participation	200	50.0	Arbitrary	10000.0	Y	First-come, first-served basis		1070000.0	2018-07-31	0	30053	0	3824	0	0	0	0	0	0	0	0	0	0	0	0	0	-6980	0
0001669191-18-000148	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		203	49.5	The valuation was determined by the valuation cap of convertible notes that we have negotiated with TechStars Mobility.	10048.5	Y	First-come, first-served basis		1069992.0	2018-04-02	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000224	6 percent	N/A	Common Stock		386	25.88	N/A	9989.68	Y	Other	At issuer's discretion	164208.6	2018-04-30	15	22573	0	22573	0	0	0	0	0	89900	0	0	0	0	0	0	0	-67327	0
0001665160-18-000222	6 percent	N/A	Other	EPIC Tokens	25000	0.4	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-05-18	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001730062-18-000004	7.0%	The First Democracy VC, will be entitled to receive a number of units of Series A Preferred Membership Interest of the issuer that is equal to two percent (2%) of the total number of units sold by the issuer in in the Offering.	Other	Series A Preferred Membership Interest	50000	1.0		50000.0	Y	Other	At the Company's discretion	107000.0	2018-04-30	30	1200349.42	875889.38	-21862.48	4712.25	39550.47	52242.92	298932.2	65871.53	1404657.1	1418046.21	2232388.52	2043189.97	850078.89	673749.47	118689.61	113964.52	-113085.06	-90361.2
0001730062-18-000003	7.0%	The First Democracy VC, will be entitled to receive a number of units of Series A Preferred Membership Interest of the issuer that is equal to two percent (2%) of the total number of units sold by the issuer in in the Offering.	Other	Series A Preferred Membership Interest	50000	1.0		50000.0	Y	Other	At the Company's discretion	107000.0	2018-04-30	30	1200349.42	875889.38	-21862.48	4712.25	39550.47	52242.92	298932.2	65871.53	1404657.1	1418046.21	2232388.52	2043189.97	850078.89	673749.47	118689.61	113964.52	-113085.06	-90361.2
0001726537-18-000003	5.0% of the amount raised	A commission equal to 2% of the total Securities issued as part of such successful Offering	Other	Units of SAFE (Simple Agreement for Future Equity)	25000	1.0		25000.0	Y	Other	Other: at the company's discretion.	1070000.0	2018-04-30	2	517643	0	517643	0	0	0	2780	0	0	0	13021	0	2249	0	0	0	-312196	0
0001723348-18-000003	2.0% of the offering amount upon a successful fundraise.	No.	Debt			1.0	Pro-rated portion of the total principal value of $25,000	10000.0	Y	First-come, first-served basis		50000.0	2018-03-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001670254-18-000090	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	401000	1.0	Pro-rated portion of the total principal value of $401,000; interests will be sold in increments of $1; each investment is convertible to one share of stock as described under Item 13.	401000.0	Y	Other	As determined by the issuer	1070000.0	2018-09-14	1	23097	29277	23097	29277	0	0	0	0	0	139625	5140	78276	0	0	0	0	-6181	8664
0001670254-18-000088	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	499000	1.0	Pro-rated portion of the total principal value of $499,000; interests will be sold in increments of $1; each investment is convertible to one unit as described under Item 13.	499000.0	Y	Other	As determined by the issuer	1064000.0	2018-09-14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000216	6 percent	N/A	Common Stock		20000	0.5	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-05-21	15	1054108.6	653811.8	269010.36	-1925.43	86258.19	83123.38	976372.98	1062047.33	58415.630000000005	217447.98	2275571.9	3178983.22	1296854.46	2176259.51	0	0	150187.15	-11007.14
0001730206-18-000004	5.0%	The resulting aggregate Placement Fee does not include a $1,000 Offering Preparation fee paid prior to the Offering.	Other	Revenue Sharing Agreements	75000	1.0	N/A	75000.0	Y	Other	At Issuer's discretion	105000.0	2019-01-31	2	49546.340000000004	50716.33	3753.71	9153.44	0	0	1248.79	180.4	0	0	112776.83	230902.72	70188.79000000001	159323.19	10633.28	10544.41	3079.2000000000003	19380.82
0001716456-18-000001	6% of proceeds + pass through and registration fees	n/a	Common Stock		200	50.0	Pro-rated portion of the total principal value	10000.0	Y	First-come, first-served basis		450000.0	2018-03-13	4	170032	110331	2172	2241	0	0	0	0	344285	251510	0	0	0	0	0	0	0	0
0001665160-18-000207	6 percent	N/A	Common Stock		2857	3.5	N/A	9999.5	Y	Other	At issuer's discretion	1069999.0	2018-05-15	2	13060	0	3060	0	0	0	0	0	0	0	0	0	0	0	0	0	-290	0
0001670254-18-000086	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Common Stock		16667	3.0	Dividing pre-money valuation ($9,475,191) by number of shares outstanding on fully diluted basis.	50001.0	Y	Other	As determined by the issuer	1070000.0	2018-09-14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001665160-18-000211	6 percent	N/A	Other	Class B Common Units	1044	9.57	N/A	9991.08	Y	Other	At issuer's discretion	106992.6	2018-04-30	4	230859.89	271426.58	7617.25	1383.29	23199.66	45500.340000000004	213147.59	250694.96	2771254.79	2640726.24	237896.48	346316.11	124007.15000000001	191002.59	0	0	-133511.87	-415814.19
0001665160-18-000214	6 percent	N/A	Common Stock		34482	0.29	N/A	9999.78	Y	Other	At issuer's discretion	1035714.41	2018-06-14	1	609	-1251	609	-1251	0	0	0	0	0	0	0	0	0	0	0	0	-41140	-1251
0001722710-18-000003	7.0%	The intermediary will receive a number of Crowd Notes of the issuer that is equal to 2.0% (two percent) of the total number of Crowd Notes sold by the issuer in in the Offering.	Other	Crowd Note	50000	1.0		50000.0	Y	Other	At the Company's discretion	250000.0	2018-04-23	1	186106	0	186106	0	0	0	150572	0	250000	0	0	0	0	0	0	0	-214466	0
0001669191-18-000144	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		50000	0.2	The valuation is at issuer's discretion.	10000.0	Y	First-come, first-served basis		100000.0	2018-03-13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001669191-18-000140	Up to 4.9% of amount raised for a successful offering	None.	Common Stock		1429	7.0	The valuation methodology utilized a future earnings/cash flow discount model over a 7-year period.	10003.0	Y	First-come, first-served basis		1069950.0	2018-06-12	6	283113	591934	115512	397155	779	21930	894838	1595781	0	0	486311	82837	484755	193755	0	0	1435822	1343555
0001665160-18-000199																																
0001665160-18-000200	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	1070000.0	2018-03-13	12	170501	0	170501	0	0	0	188000	0	0	0	0	0	0	0	0	0	-18010	0
0001670254-18-000083	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Other	Simple Agreement for Future Equity (SAFE)	75000	1.0	Pro-rated portion of the total principal value of $75,000; interests will be sold in increments of $1.	75000.0	Y	Other	As determined by the issuer	1070000.0	2018-08-10	2	206501	633994	1644	11558	41729	0	161192	13912	0	455239	203711	376958	57879	62033	0	0	-161323	-3253
0001670254-18-000084	5.0% of the offering amount upon a successful fundraise, and be entitled to reimbursement for out-of-pocket third party expenses it pays or incurs on behalf of the Issuer in connection with the offering.	Securities equal to 2.0% of the securities sold will be issued to the intermediary upon a successful fundraise.	Debt			1.0	Pro-rated portion of the total principal value of $100,000; interests will be sold in increments of $1	100000.0	Y	Other	As determined by the issuer	500000.0	2018-09-07	1	18150	0	17460	0	0	0	0	0	0	0	0	0	677	0	0	0	-4639	0
0001682510-18-000003	7.5% of the amount raised	SI Securities will receive equity compensation equal to 5% of the number of securities sold.	Preferred Stock		25000	1.0		25000.0	Y	First-come, first-served basis		1070000.0	2018-05-18	9	2019917	871200	4157	11679	345472	93807	2465520	1215205	0	0	8278174	6005302	7357931	5207207	31235	2068	33947	5589
0001665160-18-000198	6 percent	N/A	Common Stock		10000	1.0	N/A	10000.0	Y	Other	At issuer's discretion	1000000.0	2018-06-08	6	159364	275391	5401	73295	6262	10461	152996	0	0	71586	279898	140201	135943	45046	0	0	-238198	-97788
0001730741-18-000001	5.0% of the amount raised	2% of the Securities being issued in this Offering	Other	Units of SAFE (Simple Agreement for Future Equity)	50000	1.0		50000.0	Y	First-come, first-served basis		1070000.0	2018-06-14	5	8483	6433	5964	3914	0	0	31073	28219	100000	0	17344	10049	2353	1970	0	0	-113189	-9608
0001730100-18-000002	6.0% of the amount raised	2% of the Securities being issued in this Offering	Other	DPAs (Debt Payable by Assets)	200000	1.0		200000.0	Y	Other	At the Company's discretion	1070000.0	2018-04-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001704091-18-000002																																
0001704091-18-000001														0	95000	0	95000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001729427-18-000001	5.0% of the amount raised and 2% of the Securities being issued in this Offering	If offering is successful, intermediary will receive a commission equivalent to 2% of the Securities being issued in this Offering	Other	Units of SAFE (Simple Agreement for Future Equity)	100000	1.0		100000.0	Y	First-come, first-served basis		1070000.0	2018-06-11	4	162194	0	110543	0	0	0	121825	0	0	0	0	0	0	0	0	0	-219362	0
0001665160-18-000197	6 percent	N/A	Common Stock		5000	2.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-06-11	9	513509	371600	74132	23444	296	0	466061	238253	0	0	964160	463307	837310	407613	916	0	-435898.31	-389902
0001665160-18-000195	6 percent	N/A	Common Stock		5000	2.0	N/A	10000.0	Y	Other	At issuer's discretion	107000.0	2018-06-11	9	513509	371600	74132	23444	296	0	466061	238253	0	0	964160	463307	837310	407613	916	0	-435898.31	-389902
0001724862-18-000001	NextSeed charges 7% of the total raised as compensation for its services provided in connection with the offering; provided that NextSeed will only charge 5% of the amount raised from investors that were introduced to the NextSeed by the Issuer	None	Debt				Face value of the security	150000.0	Y	First-come, first-served basis		400000.0	2018-03-05	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
