ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001730062-18-000004	1		"This Amendment is filed to add a description of the exempt offerings conducted in the last three years in the ""Capitalization and Ownership"" section."	Los Pinos Ranch Vineyards, LLC	Limited Liability Company		TX	2005-08-26	658 County Road 1334		Pittsburg	TX	75686	lospinosranchvineyards.com	First Democracy VC	0001683054	007-00076	285360
0001730062-18-000003	1		"This Amendment is filed to add a description of the exempt offerings conducted in the last three years in the ""Capitalization and Ownership"" section."	Los Pinos Ranch Vineyards, LLC	Limited Liability Company		TX	2005-08-26	658 County Road 1334		Pittsburg	TX	75686	lospinosranchvineyards.com	First Democracy VC	0001683054	007-00076	285360
0001726537-18-000003	1		This Form C is amended to (i) extend the campaign to April 30, 2018 at 11:59pm PT, (ii) lower the minimum investment to $25.00, and (iii) clarify that any additional Class B membership units may be issued pursuant to the Issuer's agreements	Pistil & Pollen, LLC	Limited Liability Company		DE	2016-03-16	5082 EAST HAMPDEN AVENUE SUITE 242		DENVER	CO	80222	www.janewest.com	OpenDeal Inc.	0001672732	007-00046	283874
0001723348-18-000003	0	Offering successfully completed. $49,700 total raise.		Millie's Ice Cream Truck, LLC	Limited Liability Company		PA	2017-11-14	6901 LYNN WAY		PITTSBURGH	PA	15208	http://www.millieshomemade.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001670254-18-000090	0			Jeeva Medical Corp	Corporation		DE	2015-04-06	135 Maine Street, #122		Brunswick	ME	04011	http://jeevamed.com/#	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-18-000088	0			bid2bed, LLC	Limited Liability Company		FL	2018-01-04	151 N Nob Hill Rd		Plantation	FL	33324	http://bid2bed.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-18-000216	1		Issuer is extending their campaign.	Solar Direct LLC	Limited Liability Company		FL	1985-11-26	6935 15TH ST E	120	SARASOTA	FL	34243	www.SolarDirect.com	StartEngine Capital, LLC	0001665160	007-00007	
0001730206-18-000004	1		Amendment to target raise	Acropolis Games LLC	Limited Liability Company		IN	2015-04-07	105 SAND CREEK HWY		ADRIAN	MI	49221	http://www.acropolisgames.net	LOCALSTAKE MARKETPLACE LLC	0001544442	008-69063	000162726
0001716456-18-000001	0	Issuer successfully raised $18,150 selling 363 shares		Digital Direct IR, Inc	Corporation		NY	1998-01-01	61-21 183RD STREET		FRESH MEADOWS	NY	11365	http://www.ir3inc.com	GrowthFountain Capital LLC	0001668506	007-00028	
0001665160-18-000211	0			Life Recovery Systems HD, LLC	Limited Liability Company		LA	2002-06-06	711 Kimball Ave		Alexandria	LA	71301	www.life-recovery.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000214	0			Atlis Motor Vehicles, Inc	Corporation		DE	2016-11-09	7259 East Posada Ave		MESA	AZ	85212	atlismotorvehicles.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000207	1		The company is extending the length of their campaign and increasing maximum funding goal.	Atmos Home Inc.	Corporation		FL	2017-08-30	13761 WEATHERSTONE DR.		SPRING HILL	FL	34609	http://atmoshome.tech/	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-18-000086	0			Arolucha, Inc.	Corporation		DE	2017-10-06	PO Box 680276		Franklin	TN	37068	http://www.arolucha.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001722710-18-000003	0		Revised pitch deck.	Myways, Inc.	Corporation		DE	2017-05-22	1355 Market St	#488	San Francisco	CA	94103	http://www.circleof.io/	First Democracy VC	0001683054	007-00076	285360
0001669191-18-000144	0	End of offering. Issuer raised an estimated $50,443.		Atmos Digital Inc	Corporation		DE	2016-03-12	142 W 57th St	11th Floor	New York	NY	10019	atmosxr.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-18-000140	0		Issuer extended offering deadline	Verdant Power Inc.	Corporation		DE	2006-06-28	20 River Road	Suite 20C	New York	NY	10044	www.verdantpower.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001670254-18-000083	1		updated contracts so major investors do not get pro-rata rights ; updated risks ; updated questions 13, 21, 26, and 28 ; updated business plan	ClassApps, Inc.	Corporation		DE	2017-12-15	706 E 19th Street		Kansas City	MO	64108	http://www.classapps.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-18-000199	0			Buying Collective Holdings Inc														
0001682510-18-000003	1		Updating the offering end date and the number of shares authorized.	Splash Wines, Inc	Corporation		ID	2014-10-02	1191 E IRON EAGLE DRIVE	SUITE 100	EAGLE	ID	83616	https://splashwines.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001670254-18-000084	0			Attic Brewing Company LLC	Limited Liability Company		PA	2017-06-29	137 Berkley Street		Philadelphia	PA	19144	http://atticbrewing.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-18-000200	0	At the close of the offering, the amount closed on is $196,515.00 and 196,515 number of securities sold, final amount subject to change pending final receipt of committed investments.		Buying Collective Holdings Inc	Corporation		DE	2016-12-12	1450 SOUTH BLACKHAWK BOULEVARD		MT. PLEASANT	UT	84647	www.greenpolkadotbox.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000198	0		Correction to offering document in Use of Proceeds.	Contenders Clothing, LLC	Corporation		NV	2018-02-23	4040 PIONEER AVENUE SUITE 205		LAS VEGAS	NV	89102	www.contendersclothing.com	StartEngine Capital, LLC	0001665160	007-00007	
0001730741-18-000001	0			When it Changed Inc.	Corporation		DE	2014-07-29	26 SAINT JAMES PLACE	3F	BROOKLYN	NY	11205	https://www.are.na	OpenDeal Inc.	0001672732	007-00046	283874
0001730100-18-000002	0	The offering is fully subscribed, the offering will close on Friday March 23rd, 2018 at 11:59:59 PM EST. All cancellations must be received before March 21st, 11:59:59 PM EST. The issuer will continue to accept investment commitments through this period.		Witnet Foundation	Corporation		DE	2018-01-08	C/O K&L GATES,	925 FOURTH AVENUE, SUITE 2900	SEATTLE	WA	98104	https://witnet.foundation	OpenDeal Inc.	0001672732	007-00046	283874
0001704091-18-000002	0			360913 S Saratoga LLC	Limited Liability Company		DE	2017-03-31	1336 MAGAZINE ST STE 1		NEW ORLEANS	LA	70130	www.officejt.com				
0001704091-18-000001	0			360913 S Saratoga LLC	Limited Liability Company		DE	2017-03-31	1336 MAGAZINE ST STE 1		NEW ORLEANS	LA	70130	www.officejt.com				
0001729427-18-000001	0			CNS Pharmaceuticals, Inc.	Corporation		NV	2017-07-27	2100 WEST LOOP SOUTH	SUITE 900	HOUSTON	TX	77027	cnspharma.com	OpenDeal Inc.	0001672732	007-00046	283874
0001665160-18-000197	0		Updating offering document before company goes live.	POUNDWISHES INC.	Corporation		CA	2015-02-09	909 ELECTRIC AVENUE	SUITE 209	SEAL BEACH	CA	90740	poundwishes.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000195	0			PoundWishes Inc.	Corporation		CA	2015-02-09	909 Electric Avenue	Suite 209	Seal Beach	CA	90740	poundwishes.com	StartEngine Capital, LLC	0001665160	007-00007	
0001724862-18-000001	0	Issuer raised $174,000. The actual processing time to confirm the commitments may take longer than the filing deadline, and the total amount is our best estimate at this time. The actual amount may be lower.		PST Evergreen Investment, Inc.	Corporation		CA	2017-05-26	2156 ESPERANCA AVE		SANTA CLARA	CA	95054	www.mumuhotpot.com	NextSeed US LLC	0001667892	007-00023	283225
0001665160-18-000193	1		The company is extending their offering.	STAYBLGEAR LLC	Limited Liability Company		WA	2014-06-18	10645 N TATUM BLVD #288		PHOENIX	AZ	85028	www.stayblcam.com	StartEngine Capital, LLC	0001665160	007-00007	
0001727469-18-000004	0			Majik Water LLC														
0001719648-18-000001	0		The company is changing the expiration date of its offering to August 1, 2018.  In addition, the company has issued additional non-voting common stock warrants.  There are still 891,898 units authorized (as before) but now 103,500 are outstanding.	Freerolls Entertainment, Inc.	Corporation		UT	2017-09-18	6725 SOUTH FRY ROAD 321		KATY	TX	77494	http://freerollspokerclubs.com	GrowthFountain Capital LLC	0001668506	007-00028	
0001665160-18-000188	0			MAGNABID, INC.	Corporation		DE	2015-11-19	9735 Wilshire Blvd,	Unit 123	Beverly Hills	CA	90212	www.magnabid.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000191	0			Gyomo, Inc.	Corporation		DE	2016-03-29	2214 Rock Hill Rd	Suite 270	Herdon	VA	20170	https://www.gyomo.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000185	0			ElectroniXiQ, Inc.	Corporation		GA	2015-04-15	88 North Avondale Rd.	#506	Avondale Estates	GA	30002	https://electronixiq.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001682510-18-000002	0			Splash Wines, Inc	Corporation		ID	2014-10-02	1191 E IRON EAGLE DRIVE	SUITE 100	EAGLE	ID	83616	https://splashwines.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001670254-18-000078	0			Pedal Holdings Inc.	Corporation		DE	2018-01-24	11332 Belmont Lake Drive		Las Vegas	NV	89135	http://www.pedal.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-18-000077	0			OODLES CORPORATION	Other	S Corporation	CA	2017-02-10	3626 Sandalford Way		San Ramon	CA	94582	http://www.oodlescorp.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-18-000182	0			Contenders Clothing, Inc.	Corporation		NV	2018-02-23	4040 Pioneer Avenue Suite 205		Las Vegas	NV	89102	www.contendersclothing.com	StartEngine Capital, LLC	0001665160	007-00007	
0001608695-18-000002	0			G. Randall & Sons, Inc.	Corporation		CA	2014-04-08	2069 COAST BLVD		DEL MAR	CA	92014	randysclub.com				
0001608695-18-000001	0			G. Randall & Sons, Inc.	Corporation		CA	2014-04-08	2069 COAST BLVD		DEL MAR	CA	92014	randysclub.com				
0001733434-18-000001	0			Viri Systems Inc.	Corporation		IL	2018-01-20	5327 WEST GRACE STREET		CHICAGO	IL	60641	www.eazl.co	truCrowd, Inc	0001667145	007-00015	
0001665160-18-000180	1		Issuer is extending their campaign and increasing their maximum funding goal.	Kind Katie Movie Partners, LLC	Limited Liability Company		GA	2017-03-04	3973 FOXGLOVE ROAD		TUCKER	GA	30084	www.kindkatiemovie.com	StartEngine Capital, LLC	0001665160	007-00007	
0001726531-18-000005	1		extend offering deadline to March 22, 2018, change Valuation Cap to $10,000,000.00 for Securities sold over $1,350,000, increase total offering for the combined total of this and Regulation D Rule 506 (c) offering to $1,600,000, add video transcript	Unlimited Tomorrow, Inc.	General Partnership		DE	2014-02-06	2918 Eastborough Dr.		Fort Collins	CO	80525	http://www.unlimitedtomorrow.com/	First Democracy VC	0001683054	007-00076	285360
0001727168-18-000003	0		Adding a video transcript.	Hackrod Inc.	Corporation		DE	2017-02-21	21700 Oxnard St	Suite 2070	Woodland Hills	CA	91367	hackrod.com	First Democracy VC	0001683054	007-00076	285360
0001690165-18-000007	0		Adding second video transcript to Exhibits.	ReGrained, Inc.	Corporation		CA	2016-12-14	1550 Carroll Ave		San Francisco	CA	94124	regrained.com	First Democracy VC	0001683054	007-00076	285360
0001670254-18-000074	0			Hustle Fitness, Inc.	Corporation		DE	2016-02-01	2000 Smallman Street		Pittsburgh	PA	15222	http://hustle.fitness	Wefunder Portal LLC	0001670254	007-00033	283503
0001679372-18-000001	0			Youngry, LLC														
0001732334-18-000002	0			Witty Inventions LLC	Limited Liability Company		AZ	2018-02-14	2302 E MAGNOLIA ST. SUITE 2		PHOENIX	AZ	85034	www.wittyinventionsllc.com	truCrowd, Inc	0001667145	007-00015	
0001665160-18-000179	0			ARTICHOKE, LLC	Limited Liability Company		MD	2004-03-19	1111 Light Street	4th Floor (Betamore)	Baltimore	MD	21230	https://getartichoke.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001729813-18-000004	0			Molly B Industries, LLC	Limited Liability Company		CA	2015-05-06	3952 JEWELL STREET	APT. P106	SAN DIEGO	CA	92109-6020	https://frommollywithlove.com/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001731479-18-000001	0			Rodin, Inc.	Corporation		DE	2016-06-20	9415 TELFAIR AVE		SUN VALLEY	CA	91352	https://rodin.io/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001732447-18-000002	0			Gather Voices, Inc.	Corporation		DE	2017-05-22	4021 N. Broadway		Chicago	IL	60613	https://gathervoicesapp.com/	First Democracy VC	0001683054	007-00076	285360
0001728560-18-000001	0			SynTouch, Inc.	Corporation		DE	2016-02-17	3720 CLIFTON PLACE		MONTROSE	CA	91020	https://www.syntouchinc.com/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001639718-18-000001	0	On February 28, 2018, Roomi concluded its offering of Units of SAFE (Simple Agreement for Future Equity).  Roomi raised approximately $331,254.89 in the offering, however final accounting has not been completed.		Roomi Inc.	Corporation		DE	2013-04-17	33 IRVING PLACE		NEW YORK	NY	10003	rommiapp.com	OpenDeal Inc., dba Republic	0001672732	007-00046	283874
0001670254-18-000073	0	The final number is $149,054.98 in investments.		I-PASS Patient Safety Institute, Inc.	Corporation		DE	2016-04-22	161 Worcester Road	Suite 402	Framingham	MA	01701	https://ipassinstitute.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001705975-18-000001	0	Issuer raised $550,000. The actual processing time to confirm the commitments may take longer than the filing deadline, and the total amount is our best estimate at this time. The actual amount may be lower.		Pitch 25, LLC	Limited Liability Company		TX	2015-12-29	PO BOX 924372		HOUSTON	TX	77292-4372	pitch25.com	NextSeed US LLC	0001667892	007-00023	283225
0001665160-18-000177	0	At the close of the offering, the amount closed on is $118,150.00 and 118,150 number of securities sold.		PlantSnap, Inc.	Corporation		DE	2016-06-16	604 ARIZONA AVENUE		SANTA MONICA	CA	90401	http://www.plantsnap.net	Wefunder Portal LLC	0001670254	007-00033	283503
0001705496-18-000001	0	Issuer closed the investment offering on January 15, 2018 after meeting its target offering amount of $90,000. Issuer received the funds of $90,000 on January 29,2018.		Stanley Grove LLC	Limited Liability Company		CA	2017-02-24	21 GRANDVIEW AVE		IRVINE	CA	92603	stanleygrove.com	MinnowCfunding LLC	0001665872	007-00020	
0001598982-18-000001	0	The intermediary has indicated that at the end of the offering, the issuer has closed on approximately $79,925 in securities sold.		True Gault, Inc.	Corporation		DE	2014-01-31	154 Cobblestone Court	Suite 175	Victor	NY	14564	www.truegault.com	OpenDeal Inc. dba &quot;Republic&quot;	0001672732	007-00046	283874
0001720822-18-000001	0	The issuer raised approximately $104, 973 during the offering period.    Payments are still being processed so the final amount has not been determined.		SilkRoll Inc.	Corporation		DE	2016-05-04	833 Market St	Suite 312	SAN FRANCISCO	CA	94103	https://silkroll.com	OpenDeal Inc. dba &quot;Republic&quot;	0001672732	007-00046	283874
0001670254-18-000071	0			Beer District Brewing LLC	Limited Liability Company		NV	2017-04-13	914 South Main		Las Vegas	NV	89101	http://beerdistrictbrewing.com	Wefunder Portal LLC	0001670254	007-00033	283503
