ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001795615-20-000004	0		Extending offering deadline	Hemp Real Estate Investments, Inc.	Corporation		GA	2019-08-31	400 WEST PEACHTREE STREET NW		ATLANTA	GA	30308	hemprealestateinvestmentsinc.com	truCrowd, Inc	0001667145	007-00015	283063
0001669191-20-000554	0		the issuer extended the offering date.	Monetran, LLC	Limited Liability Company		DE	2018-03-26	501 Pershing Ct.		Hockessin	DE	19707	www.monetran.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001788657-20-000003	0		Extending the offering deadline	Flowh, Inc.	Corporation		CO	2011-02-09	10954 Belle Creek Blvd	SUITE 102	Henderson	CO	80640	http://flowh.com	truCrowd, Inc	0001667145	007-00015	283063
0001826438-20-000002	0			H Influencer Collective Inc.	Corporation		DE	2016-08-31	100 S 4TH STREET	SUITE 3B	BROOKLYN	NY	11249	https://thehhub.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001826308-20-000002	0		The amendment includes the addition of perks for investors who invest over certain amounts.	Tuttle Twins Show, LLC	Limited Liability Company		UT	2020-04-03	410 S UNIVERSITY AVE.		PROVO	UT	84601	www.tuttletwins.tv	VAS Portal, LLC	0001749383	007-00165	298941
0001670254-20-000886	0			MARUX, Inc.	Corporation		MI	2019-12-23	6001 Cass Ave,	c/o WeWork, 2nd Floor	Detroit	MI	48202	http://www.marux.co	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-20-000885	0			Annestes Thoroughbreds Inc	Corporation		DE	2020-07-07	411 East 57th St	Suite 1-A	New York	NY	10022	https://sportblx.com/offerings/annestes-thoroughbreds/	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-20-001213	0		Updating error in valuation	Solgaard Design Inc.	Corporation		DE	2019-08-16	1151 Broadway Suite 3S		New York	NY	10001	www.solgaard.co	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-001215	0			Shacksbury Holdings, Inc.	Corporation		VT	2013-07-02	11 Main St.		Vergennes	VT	05491	www.shacksbury.com	StartEngine Capital, LLC	0001665160	007-00007	
0001746059-20-000307	0			McKai Brewing LLC	Limited Liability Company		PA	2018-04-09	1520 GREENVIEW AVE		READING	PA	19601	https://www.facebook.com/pages/category/Brewery/Willow-	MainVest, Inc.	0001746059	007-00162	
0001670254-20-000884	0	The final number is $110,328.00 in investments.		Annestes Thoroughbreds Inc	Corporation		DE	2020-07-07	411 East 57th St	Suite 1-A	New York	NY	10022	https://sportblx.com/offerings/annestes-thoroughbreds/	Wefunder Portal LLC	0001670254	007-00033	283503
0001824811-20-000002	1		Update to target end date.	Sister Sunflower Ltd	Limited Liability Company		PA	2020-05-27	7904 GERMANTOWN AVE		PHILADELPHIA	PA	19118	sistersunflower.com	Honeycomb Portal LLC	0001705726	007-00119	289015
0001775794-20-000001	0			RAIDAQ LLC	Limited Liability Company		WY	2018-08-05	6576 NC 96 Highway West		Youngsville	NC	27596	raidatech.com	truCrowd, Inc	0001667145	007-00015	283063
0001746059-20-000306	1		Issuer is extending the deadline to invest.	Chivanada, LLC	Limited Liability Company		TN	2017-09-01	2333 MARYLEBONE STREET		MURFREESBORO	TN	37129	www.chivanada.com	MainVest, Inc.	0001746059	007-00162	
0001670254-20-000882	0			YogaClub LLC	Limited Liability Company		DE	2016-07-18	1730 HOLLY AVE		EL SEGUNDO	CA	90245	http://www.yogaclub.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001820003-20-000002	0			Airo Capital Management, Inc.	Corporation		MD	2018-08-29	11710 Old Georgetown Rd.	Suite 808	Rockville	MD	20852	https://www.airocapitalmanagement.com/	www.fundme.com	0001683485	007-00078	2344863
0001670254-20-000880	0			Inhabit.io, Inc	Corporation		DE	2016-06-10	330 Shaw road	Unit F	San Francisco	CA	94080	https://shopmove.co/				
0001665160-20-001211	1		Updating End Date	Z0cal Inc	Corporation		DE	2019-12-19	16321 GOTHARD ST. STE C	STE C	HUNTINGTON BEACH	CA	92647-8026	zocalicecream.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-001209	0			Z0cal Inc	Corporation		DE	2019-12-19	16321 Gothard St. STE C		Huntington Beach	CA	92647-8026	zocalicecream.com	StartEngine Capital, LLC	0001665160	007-00007	
0001746059-20-000305	1		Issuer is amending the physical location of their brick and mortar location.	Fit Wellness, LLC	Limited Liability Company		GA	2020-08-11	235 PHARR RD NE	APT 1701	ATLANTA	GA	30305	https://www.w4humanity.com/	MainVest, Inc.	0001746059	007-00162	
0001794603-20-000004	1		Company is extending its campaign until March 30, 2021	YEII Inc.	Corporation		DE	2019-10-03	247 BRANNAN ST. 5TH FLOOR.		SAN FRANCISCO	CA	94107	https://www.yeii.org	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-20-001207	0			Rayton Solar, Inc.	Corporation		DE	2013-10-17	16112 Hart St.		Van Nuys	CA	91406	raytonsolar.com	StartEngine Capital, LLC	0001665160	007-00007	
0001806372-20-000004	1		The Company is disclosing the issuance of a new warrant and extending the campaign until December 3, 2020.	Dollaride, Inc.	Corporation		DE	2016-12-13	370 JAY STREET		BROOKLYN	NY	11201	https://dollaride.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001815481-20-000003	0	$123,657 in investments. Payments still processing; final figure not yet determined.		Procurement Foundry INC	Corporation		MA	2020-02-07	47 BOSTON HILL RD		FAIRHAVEN	MA	02719	https://procurementfoundry.com/	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001746059-20-000303	0			White Elk Tea & Coffee Co	Limited Liability Company		VA	2020-09-16	12000 BRIDLE POST PL		MANASSAS	VA	20112	https://www.facebook.com/whiteelktea/	MainVest, Inc.	0001746059	007-00162	
0001826308-20-000001	0			Tuttle Twins Show, LLC	Limited Liability Company		UT	2020-04-03	410 S UNIVERSITY AVE.		PROVO	UT	84601	https://www.tuttletwins.tv	VAS Portal, LLC	0001749383	007-00165	298941
0001670254-20-000879	0		Adding lead investor.	Ad Fontes Media, Inc.	Other	Public Benefit Corporation	CO	2018-02-12	5442 W. 97th Place		Westminster	CO	80020	https://adfontesmedia.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-20-000878	0		Adding lead investor.	Neighborhood Sun Benefit Corp	Other	Public Benefit Corporation	MD	2016-11-03	8121 Georgia Ave., Suite 300		Silver Spring	MD	20910	http://neighborhoodsun.solar	Wefunder Portal LLC	0001670254	007-00033	283503
0001746059-20-000302	1		Issuer is amending their target investment amount. Issuer is also amending the terms of the note agreement to reflect lower minimum. Lastly, Issuer is extending the deadline to make an investment.	CGK ON NEWBURY LLC	Limited Liability Company		MA	2020-01-10	266 NEWBURY ST.		BOSTON	MA	02116	www.crazygoodkitchen.com	MainVest, Inc.	0001746059	007-00162	
0001669191-20-000552	0		the issuer extended the offering date.	Puro Trader, Inc dba Yahyn	Corporation		DE	2013-02-12	25 SUNDIAL AVE STE 406		Manchester	NH	03103	www.yahyn.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000550	0		the issuer extended the offering date.	MILLENNIAL FERTILITY CO. LLC	Limited Liability Company		MI	2019-11-26	4111 Andover Road	West 3rd Floor	Bloomfield Hills	MI	48302	www.millennialfertilityco.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-20-001205	0			Zenus, Inc.	Corporation		DE	2015-10-19	411 West Monroe Street		Austin	TX	78704	https://zenus-biometrics.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-20-000548	0		the issuer extended the offering date.	Infinovate LLC	Limited Liability Company		DE	2016-05-24	3753 Howard Hughes Drive	Suite 215	Las Vegas	NV	89169	www.infinovate.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001670254-20-000875	0		Updating terms for investors after the first $65,800 invested.	Annestes Thoroughbreds Inc	Corporation		DE	2020-07-07	411 East 57th St	Suite 1-A	New York	NY	10022	https://sportblx.com/offerings/annestes-thoroughbreds/	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-20-000876	0			Doodeo Inc.	Corporation		DE	2018-10-15	Delaware is 2035 Sunset Lake Road, Suite	County of New Castle	Newark	DE	19702	http://www.doodeo.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001748804-20-000001	0		The deadline for the offering has been extended to October 31, 2020. In addition, the maximum raise amount has been increased from $25,000 to $35,000 and one additional document has been disclosed.	Cookie Department, Inc.	Corporation		CA	2012-01-17	6424 SW ALFRED ST		PORTLAND	OR	97219	https://thecookiedepartment.com	SMBX, Inc.	0001707214	007-00129	290186
0001746059-20-000301	0			Big Chief Brewing, LLC	Limited Liability Company		PA	2019-08-08	193 EASTON RD		HORSHAM	PA	19044	http://bigchiefbrewing.com/	MainVest, Inc.	0001746059	007-00162	
0001792116-20-000002	1		Extension of offering deadline (target amount has already been reached)	2270 Platt LLC	Limited Liability Company		MI	2019-02-11	6200 SECOND AVENUE	SUITE D-102	DETROIT	MI	48202	https://thrive-collaborative.com/veridianatcountyfarm	LOCALSTAKE MARKETPLACE LLC	0001544442	008-69063	000162726
0001669191-20-000546	0		the issuer extended the offering date.	Zelgor Inc	Corporation		DE	2012-08-03	745 Atlantic Ave		Boston	MA	02111	zelgor.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000545	0		the issuer extended the offering date.	Watch Party LLC	Limited Liability Company		DE	2017-11-16	1400 Commonwealth Avenue	Apt 18	Allston	MA	02134	watchpartyllc.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000544	0		the issuer extended the offering date.	PromoShare, Inc.	Corporation		DE	2018-01-16	2035 W Grand Ave.		Chicago	IL	60612	promoshare.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000543	0		the issuer extended the offering date.	Jinglz, Inc.	Corporation		FL	2017-03-09	10802 LAKE WYNDS CT		BOYNTON BEACH	FL	33437	https://jinglzinc.com/	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000542	0		the issuer extended the offering date.	Dome Audio Inc.	Corporation		DE	2017-04-03	2 Park Square	Suite 2212	Rahway	NJ	07065	https://www.domeaudioinc.com/	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000541	0		the issuer extended the offering date.	FinTron, LLC	Limited Liability Company		NY	2017-09-22	101 Franklin St		Westport	CT	06880	https://www.fintroninvest.com/home	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000540	0		the issuer made minor changes to the offering page.	Backers Inc.	Corporation		WY	2018-03-26	4627 W Teco Ave	STE 205	Las Vegas	NV	89139	www.backers.solutions	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-20-001202	1		Issuer extended their campaign and increased their maximum raise amount.	R3 Printing, Inc.	Corporation		DE	2018-03-12	145 South Fairfax Avenue, Suite 200		Los Angeles	CA	90036	r3printing.com	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-20-000537	0		the issuer extended the offering date.	PromoShare, Inc.	Corporation		DE	2018-01-16	2035 W Grand Ave.		Chicago	IL	60612	promoshare.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001746059-20-000299	0			Coquette LLC	Limited Liability Company		NM	2020-09-19	1314 RUFINA CIR STE A3		SANTA FE	NM	87507	https://www.coquettecakes.com	MainVest, Inc.	0001746059	007-00162	
0001746059-20-000298	0			Camino Brewing Company, LLC	Limited Liability Company		DE	2014-12-09	PO BOX 90553		SAN JOSE	CA	95109	https://caminobrewing.com	MainVest, Inc.	0001746059	007-00162	
0001445866-20-001411	1		Unwinding of Organic Soda Pop Acquisition	SmartSoda Holdings, Inc.	Corporation		DE	2019-02-15	25700 SCIENCE PARK DRIVE	SUITE 370	BEACHWOOD	OH	44122	www.smartsodagroup.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001670254-20-000869	0			Smartgurlz US Inc	Corporation		DE	2017-05-03	2201 South Clark Street		Arlington	VA	22202	http://www.smartgurlz.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-20-000871	0			Wildeye Inc.	Corporation		FL	2020-07-21	774 Mays Blvd	10-666	Incline Village	NV	89451	https://wildeye.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001445866-20-001406	1		Unwinding of Organic Soda Pop Acquisition	SmartSoda Holdings, Inc.	Corporation		DE	2019-02-15	25700 SCIENCE PARK DRIVE	SUITE 370	BEACHWOOD	OH	44122	www.smartsodagroup.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001669191-20-000532	0		the issuer extended the offering date.	Domestic Brands Inc	Corporation		DE	2018-09-19	235 E Broadway	Ste 518	Long Beach	CA	90802	cnctea.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-20-001198	0		Issuer updated their campaign page	O2 Treehouse Commercial Inc	Corporation		CA	2019-03-06	1960 Mandela Parkway		Oakland	CA	94501	https://www.o2treehouse.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-20-000530	0		the issuer extended the offering date.	GenesisAI Corporation	Corporation		DE	2018-07-03	1010 Massachusetts Ave		CAMBRIDGE	MA	02138	https://www.genesisai.io/	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001670254-20-000867	0			GlobeChat, Inc.	Corporation		DE	2016-04-01	29200 Paseo Carmona		San Juan Capistrano	CA	92675	https://www.globechat.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-20-001196	1		Issuer is extending the length of their campaign by 60 days.	Innovative Eyewear Inc	Corporation		FL	2019-08-15	12000 BISCAYNE BL STE 216	STE 216	NORTH MIAMI	FL	33181	lucyd.co	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-001195	1		Issuer is extending the length of their campaign by 60 days.	Swabbies Tech, Inc.	Corporation		DE	2010-06-15	11150 NORTH WILLIAMS ST, #8-109	#8-109	DUNNELLON	FL	34432	https://www.thebeebo.com/pages/better-family-inc	StartEngine Capital, LLC	0001665160	007-00007	
0001746059-20-000297	1		Intermediary is amending minimum and maximum target amounts. Amended terms are reflected in Offering Memorandum and Note Agreement	Groundlion Brewing Company, LLC	Limited Liability Company		NC	2016-01-28	135 MOUNT ZIONS CHURCH RD		SEAGROVE	NC	27341	groundlionbrewing.com	MainVest, Inc.	0001746059	007-00162	
0001665160-20-001194	1		Issuer is extending the length of their campaign by 60 days.	Tapville Franchising, Inc.	Corporation		DE	2020-06-08	216 S WASHINGTON STREET		NAPERVILLE	IL	60540	https://tapvillesocial.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001746059-20-000296	0	At the close of the offering, the issuer closed on $34,400.00. The funds are currently being processed. The actual amount may be lower.		Culinary Craft Workshop, LLC	Limited Liability Company		MD	2019-09-24	13 FRANCIS ST		ANNAPOLIS	MD	21401	http://culinarycraftworkshop.com	MainVest, Inc.	0001746059	007-00162	
0001746059-20-000295	0			East End Lights, LLC														
0001669191-20-000526	0			Dj Holdings, LLC	Limited Liability Company		MA	2017-10-13	23 Central Square		Bridgewater	MA	02324	www.justpourcoffee.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-20-001193	1		Changing minimum investment and extending the campaign	Fluz App Inc.	Corporation		DE	2018-01-23	16 West 45th Street, 7th Floor		New York	NY	10036	https://fluz.app	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-001191	1		Issuer is extending the length of their campaign by 60 days.	Atmos Home Inc.	Corporation		FL	2017-08-23	2308 CIRCUIT WAY		BROOKSVILLE	FL	34604	https://atmoshome.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-001190	1		Issuer is extending the length of their campaign by 60 days.	Baqua Inc.	Corporation		DE	2016-03-28	325 W MAIN ST SUITE 300	SUITE 300	LEXINGTON	KY	40507	www.baqua.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-001188	0			Yerbae Brands Co.	Corporation		DE	2020-08-21	14850 N Scottsdale Rd #295		Scottsdale	AZ	85254	https://yerbae.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001803592-20-000002	0	The Offering closed successfully on 9/19/2020, having received investment commitments of $121,579, although a final accounting has not taken place.		GrapeStars International, Inc.	Corporation		DE	2016-07-12	78 SOUTHWEST 7TH STREET		MIAMI	FL	33130	http://www.grapestars.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001789130-20-000003	1		The target offering amount and the target number of securities to be sold have been decreased; the use of proceeds has been changed as well.	Audink Inc.	Corporation		DE	2016-08-08	925B PEACHTREE ST NE	STE 2017	ATLANTA	GA	30309-3918	https://www.audios.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001670254-20-000866	0			Annestes Thoroughbreds Inc														
0001746059-20-000294	0			Groundlion Brewing Company, LLC	Limited Liability Company		NC	2016-01-28	135 MOUNT ZIONS CHURCH RD		SEAGROVE	NC	27341	groundlionbrewing.com	MainVest, Inc.	0001746059	007-00162	
0001782494-20-000001	0			Ratio Holdings, LLC	Limited Liability Company		OR	2017-08-02	1204 SE WATER AVENUE, SUITE 15		PORTLAND	OR	97214	https://www.ratiocoffee.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001805831-20-000002	0		The Form C amendment is being filed by the Company to provide Investors with information regarding an intermediate close of the Offering that the Company conducted on September 11, 2020, and to change the Offering Deadline to December 11, 2020.	Prazo, Inc.	Corporation		DE	2015-05-21	8430 SANTA MONICA BOULEVARD		WEST HOLLYWOOD	CA	90069	www.joinborrow.com	OpenDeal Portal LLC	0001751525	007-00167	28374
0001686984-20-000006	1		The offering deadline has been extended, and the form C/A has been prepared to reflect the expiration of some stock grants in capitalization section, addition of a risk factor regarding the conversion rights of major investors, among few minor changes.	Snailz, Inc.	Corporation		DE	2016-04-18	48 WALL STREET	5TH FLOOR	NEW YORK	NY	10005	http://snailzapp.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001670254-20-000863	0			Pavr Solutions, LLC	Limited Liability Company		KY	2020-01-14	1251 Belmar Dr		Louisville	KY	40213	https://www.getpavr.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001669191-20-000524	0		the issuer extended the offering date.	THB Holdco, LLC	Limited Liability Company		DE	2018-05-24	2214 Ripley Avenue		Redondo Beach	CA	90278	http://TheHumanBaton.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000522	0		the issuer extended the offering date.	AllTheBelts LLC	Limited Liability Company		WY	2019-03-15	66 Fairmount Avenue		Oakland	CA	94611	www.allthebelts.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000520	0		the issuer made a change with regard to the number of shares outstanding.	Vymedic Inc.	Corporation		DE	2020-03-30	9800 Pyramid Court	Suite 400	Englewood	CO	80112	vymedic.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000514	0			Vymedic Inc.	Corporation		DE	2020-03-30	9800 Pyramid Court	Suite 400	Englewood	CO	80112	vymedic.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001683168-20-003254	0		Revised for name change	24/7 Labs Corp	Corporation		NV	2006-08-04	6107 MEMORIAL HWY, SUITE F		TAMPA	FL	33615	www.24-7labs.com	IPO Wallet LLC	0001753710	007-00170	299148
0001665160-20-001185	0	At the close of the offering, the issuer closed on $1,069,895.3 and 1,047,477 number of securities.		Aquipor Technologies, Inc.	Corporation		WA	2015-10-21	4118 E. 33RD AVE.		SPOKANE	WA	99223	www.aquipor.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-001184	0	At the close of the offering, the issuer closed on $1,068,340.5 and 253,404 number of securities.		Streamlytics, Inc.	Corporation		DE	2018-10-11	8623 WASHINGTON BLVD		CULVER CITY	CA	90232	https://www.streamlytics.co/	StartEngine Capital, LLC	0001665160	007-00007	
0001824239-20-000004	0		Update to business address.	Jinjo LLC	Limited Liability Company		MI	2018-11-01	16768 GLENMOOR BLVD		MACOMB	MI	48044	https://www.goblinorder.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001746059-20-000293	0			Tezcat, LLC	Limited Liability Company		FL	2019-07-16	4915 BAYMEADOWS RD	APT 5H	JACKSONVILLE	FL	32217	http://www.tepeyolotbeer.com	MainVest, Inc.	0001746059	007-00162	
0001824239-20-000003	0			Jinjo LLC	Limited Liability Company		MI	2018-11-01	16768 GLENMOOR BLVD		MACOMB	MI	48044	https://www.goblinorder.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001824239-20-000002	0		update to target amount and end date	Pit Boss Inc	Corporation		GA	2008-07-07	856 VIRGINIA AVE		ATLANTA	GA	30334	https://pitboss-bbq.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001670254-20-000861	0			Full Plate Management, LLC	Limited Liability Company		CO	2019-01-03	3273 S. Tulare Cir.		Denver	CO	80231	https://www.dropbox.com/s/p8yb0s7itqw32s4/Concept%20Deck%20-%20Fuel%20%26%20Iron%20-%208.13.20.pdf?dl=0	Wefunder Portal LLC	0001670254	007-00033	283503
0001821518-20-000004	0		This Amendment is filed to include the 2019 financial statements for the Company, to update the company summary, pitch deck, and subscription agreement, and to include a video transcription.	C P Rocketry INC	Corporation		NJ	2019-08-08	1400 Adams St		Hoboken	NJ	07030	https://hudsonspace.systems/	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001670254-20-000860	1		Adding CPA-reviewed financials and lead investor.	Univoice Corporation	Corporation		DE	2018-09-08	1912 Dinsdale Lane		Austin	TX	78741	http://www.univoice.app	Wefunder Portal LLC	0001670254	007-00033	283503
0001820285-20-000003	0		Including 2019 financial statements and a pitch deck, reducing the minimum target investment to $25,000.00, and extending the offering deadline to 2/22/2021.	Kobrelms LLC	Limited Liability Company		PA	2019-10-25	2717 Commercial Center Blvd	Suite E-200	Katy	TX	77494	https://www.kobrelms.com/	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001670254-20-000859	0			GlobeChat, Inc.	Corporation		DE	2016-03-28	29200 Paseo Carmona		San Juan Capistrano	CA	92675	http://info.GlobeChat.com				
0001670254-20-000857	0			Our Mayberry Inc.	Corporation		WA	2018-06-14	330 112th AVE NE, Suite 300		Bellevue	WA	98004	http://www.ourmayberry.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001794611-20-000007	1		The Company is extending its offering until December 31, 2020.	Zephyr Aerospace, L.L.C.	Limited Liability Company		PR	2019-02-05	151 CALLE SAN FRANCISCO		SAN JUAN	PR	00901	www.zephyrseat.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-20-001183	1		Extending campaign 30 days.	Macro Snacks, Inc	Corporation		NC	2018-04-18	422 CROMPTON STREET		CHARLOTTE	NC	28273	www.snackmacro.com	StartEngine Capital, LLC	0001665160	007-00007	
0001746059-20-000292	1		Issuer is extending the deadline to make an investment. Issuer is also amending financials statements in Appendix B & their tax return information for the most recent financial year. Lastly, Issuer is amending a business plan	FROG JUICE INC	Corporation		TN	2018-03-15	2617 E BROADWAY AVE		MARYVILLE	TN	37804	http://www.frogjuicekombucha.com	MainVest, Inc.	0001746059	007-00162	
0001784191-20-000005	0			Avenify Corp	Corporation		DE	2018-07-28	1000 N. West St. Suite 1200		Wilmington	DE	19801	https://avenify.com/				
0001665160-20-001181	0	At the close of the offering, the issuer closed on $374,535 and 33,292 number of securities.		STARTENGINE CROWDFUNDING, INC.	Corporation		DE	2014-03-19	8687 MELROSE AVE	7TH FL - GREEN BUILDING	WEST HOLLYWOOD	CA	90069	www.startengine.com	truCrowd	0001667145	007-00015	283063
0001670254-20-000855	0			Swingman Thoroughbred Corp.	Corporation		DE	2020-09-15	411 East 57th St	Suite 1-A	New York	NY	10022	https://sportblx.com/offerings/swingman	Wefunder Portal LLC	0001670254	007-00033	283503
0001780439-20-000057	0			Encrypgen Inc.	Corporation		DE	2018-01-02	3502 Bimini Lane	Apt. D2	Pompano Beach	FL	33066	https://encrypgen.com/	Fundopolis Portal LLC	0001729158	007-00143	292835
0001665160-20-001179	0			O2 Treehouse Commercial Inc	Corporation		CA	2019-03-06	1418 Central Avenue APT 15		Alameda	CA	94501	o2treehouse.com	StartEngine Capital, LLC	0001665160	007-00007	
0001746059-20-000291	0	At the close of the offering, the issuer closed on $59,500. The funds are currently being processed. The actual amount may be lower.		Mary Celeste, LLC	Limited Liability Company		MA	2018-11-02	151 FRONT STREET		MARION	MA	02738	https://www.marycelestemarion.com/	MainVest, Inc.	0001746059	007-00162	
