ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001665160-20-001215	2	David Dolginow	Vice President, Director for Shacksbury Holdings Inc.	2020-09-29
0001665160-20-001215	1	Colin Davis	President, CEO, Principal Financial Officer, Controller, and Director for Shacksbury Holdings Inc.	2020-09-29
0001670254-20-000885	1	John Hall	Director	2020-09-29
0001746059-20-000307	1	Mark Camlin	President	2020-09-29
0001670254-20-000885	2	George Hall	Board Member	2020-09-29
0001670254-20-000884	2	John Hall	CEO Adara Asset Management ( Board Member)	2020-09-29
0001670254-20-000884	1	George Hall	President	2020-09-29
0001824811-20-000002	1	Kay Henderson	Owner	2020-09-29
0001775794-20-000001	1	Adam Steven Fogerson	COO	2020-09-29
0001746059-20-000306	2	Kai Yarzagaray	Owner and CoFounder	2020-09-29
0001746059-20-000306	1	Daniel Yarzagaray	Owner and CoFounder	2020-09-29
0001670254-20-000882	2	David Palmer	COO/Co-Founder	2020-09-24
0001670254-20-000882	3	Scott Yamano	CEO/Co-Founder	2020-09-23
0001670254-20-000882	1	Nicholas John Nomann	CMO	2020-09-24
0001820003-20-000002	1	Frederic Richardson	Chairman President	2020-09-29
0001670254-20-000880	1	Chai Mishra	CEO	2020-09-28
0001665160-20-001211	1	Dr. Jareer Abu Ali	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-29
0001665160-20-001209	1	Dr. Jareer Abu Ali	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-29
0001746059-20-000305	2	Felippe Marques	Owner and CoFounder	2020-09-29
0001746059-20-000305	1	Greg Chickneas	Owner and CoFounder	2020-09-29
0001794603-20-000004	1	/s/ Erik Alvarez Ortegon	CEO, Director	2020-09-29
0001665160-20-001207	1	Andrew Yakub	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-29
0001806372-20-000004	1	s/ Sulaiman Sanni	CEO, Director	2020-09-29
0001806372-20-000004	2	/s/ Christopher Coles	CTO, Director	2020-09-29
0001815481-20-000003	1	/s/ Steven Michael Cadieux	President	2020-09-29
0001746059-20-000303	1	Christopher Perron	Owner and Founder	2020-09-29
0001826308-20-000001	1	Daniel Harmon	Manager and President	2020-09-29
0001826308-20-000001	2	Jonny Vance	Chief Marketing Officer	2020-09-29
0001826308-20-000001	3	Benton Crane	Manager and Executive Producer	2020-09-29
0001670254-20-000879	1	Vanessa Otero	Founder and CEO	2020-08-14
0001670254-20-000878	3	Gary Skulnik	CEO	2020-09-24
0001670254-20-000878	2	Ian Sneed	DIrector of Operations	2020-09-24
0001670254-20-000878	1	William Bumpers	Board member	2020-09-24
0001746059-20-000302	1	Jose DeSouza	Owner and CoFounder	2020-09-29
0001746059-20-000302	2	Selma DeSouza	Owner and CoFounder	2020-09-29
0001669191-20-000552	3	Joshua  Leavitt	Principal Accounting Officer	2020-09-29
0001669191-20-000552	4	Joshua  Leavitt	Board Member	2020-09-29
0001669191-20-000552	6	Jonathan Cooper	Board Member	2020-09-29
0001669191-20-000552	2	Joshua  Leavitt	Principal Financial Officer	2020-09-29
0001669191-20-000552	1	Joshua  Leavitt	Principal Executive Officer	2020-09-29
0001669191-20-000552	5	Pierre  Rogers	Board Member	2020-09-29
0001669191-20-000550	3	Philip Bock	Principal Accounting Officer	2020-09-29
0001669191-20-000550	2	Philip Bock	Principal Financial Officer	2020-09-29
0001669191-20-000550	1	Philip Bock	Principal Executive Officer	2020-09-29
0001669191-20-000550	6	Kurt  Kramarenko	Board Member	2020-09-29
0001669191-20-000550	4	Harry Cendrowski	Board Member	2020-09-29
0001669191-20-000550	5	Michael Rosen	Board Member	2020-09-29
0001665160-20-001205	1	Panagiotis Moutafis, Ph.D.	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-28
0001669191-20-000548	2	Candice  Rauter	Principal Financial Officer	2020-09-29
0001669191-20-000548	6	Jason Ozur	Board Member	2020-09-29
0001669191-20-000548	5	Blair Buick	Board Member	2020-09-29
0001669191-20-000548	7	Floyd Kephart	Board Member	2020-09-29
0001669191-20-000548	1	Jason Ozur	Principal Executive Officer	2020-09-29
0001669191-20-000548	3	Candice  Rauter	Principal Accounting Officer	2020-09-29
0001669191-20-000548	4	Candice  Rauter	Board Member	2020-09-29
0001670254-20-000875	2	John Hall	CEO Adara Asset Management ( Board Member)	2020-09-24
0001670254-20-000876	1	Rony Hage	Founder and CEO	2020-09-16
0001670254-20-000875	1	George hall	President	2020-09-24
0001748804-20-000001	1	Akiva Resnikoff	Chief Executive Officer	2020-09-28
0001746059-20-000301	1	Mark Dashner	Owner and Founder	2020-09-28
0001792116-20-000002	2	Matthew Grocoff	Co-Manager	2020-09-28
0001792116-20-000002	3	David Eifrid	Co-Manager	2020-09-28
0001792116-20-000002	1	Joseph Jonna	Co-Manager	2020-09-28
0001669191-20-000546	1	John Fanning Jr	Principal Executive Officer	2020-09-28
0001669191-20-000546	2	John Fanning Jr	Principal Financial Officer	2020-09-28
0001669191-20-000546	4	John Fanning Jr	Board Member	2020-09-28
0001669191-20-000546	3	John Fanning Jr	Principal Accounting Officer	2020-09-28
0001669191-20-000545	1	Chelinde Edouard	Principal Executive Officer	2020-09-28
0001669191-20-000545	2	John Fanning, Jr	Board Member	2020-09-28
0001669191-20-000545	3	Chelinde Edouard	Board Member	2020-09-28
0001669191-20-000544	4	Ernesto Pedroza	Board Member	2020-09-28
0001669191-20-000544	2	Ernesto Pedroza	Principal Financial Officer	2020-09-28
0001669191-20-000544	3	Ernesto Pedroza	Principal Accounting Officer	2020-09-28
0001669191-20-000544	1	Ernesto Pedroza	Principal Executive Officer	2020-09-28
0001669191-20-000543	1	David Markowski	Principal Executive Officer	2020-09-28
0001669191-20-000543	2	Ron Erickson	Board Member	2020-09-28
0001669191-20-000542	4	Benjamin White	Board Member	2020-09-28
0001669191-20-000542	1	Benjamin White	Principal Executive Officer	2020-09-28
0001669191-20-000542	3	Benjamin White	Principal Accounting Officer	2020-09-28
0001669191-20-000542	2	Benjamin White	Principal Financial Officer	2020-09-28
0001669191-20-000541	2	Wilder  Rumpf	Principal Financial Officer	2020-09-28
0001669191-20-000541	3	Wilder  Rumpf	Principal Accounting Officer	2020-09-28
0001669191-20-000541	4	Wilder  Rumpf	Board Member	2020-09-28
0001669191-20-000541	1	Wilder  Rumpf	Principal Executive Officer	2020-09-28
0001669191-20-000540	3	Brian Tinney	Principal Accounting Officer	2020-09-28
0001669191-20-000540	2	Matthew Smart	Principal Financial Officer	2020-09-28
0001669191-20-000540	5	Brian Tinney	Board Member	2020-09-28
0001669191-20-000540	4	Matthew Smart	Board Member	2020-09-28
0001669191-20-000540	1	Brian Tinney	Principal Executive Officer	2020-09-28
0001665160-20-001202	1	Petra Wood	Director; Vice President; Head of Growth; Chief Operating Officer; Secretary of R3 Printing, Inc.	2020-09-28
0001669191-20-000537	1	Ernesto Pedroza	Principal Executive Officer	2020-09-28
0001669191-20-000537	4	Ernesto Pedroza	Board Member	2020-09-28
0001669191-20-000537	2	Ernesto Pedroza	Principal Financial Officer	2020-09-28
0001669191-20-000537	3	Ernesto Pedroza	Principal Accounting Officer	2020-09-28
0001746059-20-000299	1	Caitlin Olsen	Owner and Founder	2020-09-28
0001746059-20-000298	2	Noathn Poulos	COO and Co-Founder	2020-09-28
0001746059-20-000298	1	Allen Korenstein	CEO and Co-Founder	2020-09-28
0001670254-20-000869	1	Gert Erik Riget	Managing Director	2020-09-20
0001670254-20-000871	2	Harold Cohn	CEO & CTO	2020-09-25
0001670254-20-000871	1	Diane Cohn	President & CMO	2020-09-25
0001445866-20-001411	1	/s/ Lior Shafir	Cheif Executive Officer	2020-09-25
0001670254-20-000869	2	Jesper Nissen	COO	2020-09-18
0001670254-20-000869	3	Sharmi Albrechtsen	CEO	2020-09-18
0001445866-20-001406	1	/s/ Lior Shafir	Cheif Executive Officer	2020-09-25
0001669191-20-000532	4	Lawrence Charles	Board Member	2020-09-25
0001669191-20-000532	3	Lawrence Charles	Principal Accounting Officer	2020-09-25
0001669191-20-000532	2	Lawrence Charles	Principal Financial Officer	2020-09-25
0001669191-20-000532	1	Lawrence Charles	Principal Executive Officer	2020-09-25
0001669191-20-000532	5	Scott Huthmacher	Board Member	2020-09-25
0001665160-20-001198	2	Dustin Feider	CEO, Principal Executive Officer and Director	2020-09-25
0001665160-20-001198	1	Heather Feider	Principal Financial Officer and Principal Accounting Officer	2020-09-25
0001669191-20-000530	2	Archil Cheishvili	Board Member	2020-09-25
0001669191-20-000530	1	Archil Cheishvili	Principal Executive Officer	2020-09-25
0001670254-20-000867	1	Kevin Strom	CEO	2020-09-23
0001665160-20-001196	2	Konrad Dabrowski	CFO, Principal Financial Officer, Principal Accounting Officer	2020-09-25
0001665160-20-001196	1	Harrison Gross	CEO, Principal Executive Officer, Director	2020-09-25
0001665160-20-001195	2	Paula DOnofrio	Principal Financial Officer and Principal Accounting Officer	2020-09-25
0001665160-20-001195	1	Carman Cook	CEO, Principal Executive Officer and Director	2020-09-25
0001746059-20-000297	2	Samuel Brown IV	Owner and CoFounder	2020-09-25
0001746059-20-000297	1	Samuel Brown III	Owner and CoFounder	2020-09-25
0001665160-20-001194	1	Joseph Tota	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-25
0001746059-20-000296	2	Joan Robinson	Owner and CoFounder	2020-09-25
0001746059-20-000296	1	Michael Carter	Owner and CoFounder	2020-09-25
0001746059-20-000295	1	Joseph Darrigo	Owner and Founder	2020-09-25
0001669191-20-000526	1	Jason Hebert	Principal Executive Officer	2020-09-25
0001669191-20-000526	4	Jason Hebert	Board Member	2020-09-25
0001669191-20-000526	3	Jason Hebert	Principal Accounting Officer	2020-09-25
0001669191-20-000526	2	Jason Hebert	Principal Financial Officer	2020-09-25
0001665160-20-001193	1	Maurice Harary	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-25
0001665160-20-001191	1	Mark Lyle	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-25
0001665160-20-001190	1	Sandra W. Marlowe	Chief Executive Officer	2020-09-25
0001665160-20-001188	1	Todd Gibson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-24
0001803592-20-000002	5	Bruno Gutton	Director	2020-09-25
0001803592-20-000002	4	Charles-Andre Sauve	Director	2020-09-25
0001803592-20-000002	3	Stephan Fortier	Director	2020-09-25
0001803592-20-000002	2	Kevin Harrington	Director	2020-09-25
0001803592-20-000002	1	Jean Jean Pelletier	CEO, Director	2020-09-25
0001670254-20-000866	1	George hall	President	2020-09-24
0001746059-20-000294	2	Samuel Brown IV	Owner and CoFounder	2020-09-24
0001746059-20-000294	1	Samuel Brown III	Owner and CoFounder	2020-09-24
0001782494-20-000001	2	/s/Brad Walhood	Director	2020-09-24
0001670254-20-000866	2	John Hall	CEO Adara Asset Management ( Board Member)	2020-09-24
0001789130-20-000003	2	/s/ David Engler	Director	2020-09-24
0001789130-20-000003	1	/s/ Erik Young	Director	2020-09-24
0001805831-20-000002	2	/s/ Jon Alain Guzik	CPO & Director	2020-09-24
0001805831-20-000002	1	/s/ Rodrigo de Guzman	CEO & Director	2020-09-24
0001782494-20-000001	1	/s/ Mark Hellweg	CEO & Director	2020-09-24
0001686984-20-000006	1	Darren Sardoff	Director	2020-09-24
0001670254-20-000863	1	Adam Bledsoe	Co-Founder & Engineer	2020-09-23
0001670254-20-000863	2	Jessica Bledsoe	Co-Founder & CEO	2020-09-23
0001669191-20-000524	5	Phillip Carrington	Board Member	2020-09-24
0001669191-20-000524	6	Christopher Darnell	Board Member	2020-09-24
0001669191-20-000524	7	Jozef Wallis	Board Member	2020-09-24
0001669191-20-000524	4	Stev Stephens	Board Member	2020-09-24
0001669191-20-000524	2	Stev Stephens	Principal Financial Officer	2020-09-24
0001669191-20-000524	1	Christopher Darnell	Principal Executive Officer	2020-09-24
0001669191-20-000524	3	Stev Stephens	Principal Accounting Officer	2020-09-24
0001669191-20-000522	2	Timothy Childs	Board Member	2020-09-24
0001669191-20-000522	1	Timothy Childs	Principal Executive Officer	2020-09-24
0001669191-20-000520	5	Stephen Lehman	Board Member	2020-09-24
0001669191-20-000520	4	Cynthia Winning	Board Member	2020-09-24
0001669191-20-000520	3	Lee Peterson	Principal Accounting Officer	2020-09-24
0001669191-20-000520	2	Lee Peterson	Principal Financial Officer	2020-09-24
0001669191-20-000520	1	Cynthia Winning	Principal Executive Officer	2020-09-24
0001669191-20-000520	7	David Bartlett	Board Member	2020-09-24
0001669191-20-000520	6	Gerald Mills	Board Member	2020-09-24
0001669191-20-000514	3	Lee Peterson	Principal Accounting Officer	2020-09-24
0001669191-20-000514	4	Cynthia Winning	Board Member	2020-09-24
0001669191-20-000514	5	Stephen Lehman	Board Member	2020-09-24
0001669191-20-000514	2	Lee Peterson	Principal Financial Officer	2020-09-24
0001669191-20-000514	7	David Bartlett	Board Member	2020-09-24
0001669191-20-000514	6	Gerald Mills	Board Member	2020-09-24
0001669191-20-000514	1	Cynthia Winning	Principal Executive Officer	2020-09-24
0001683168-20-003254	1	/s/ Marley Roldan	President	2020-09-23
0001665160-20-001185	1	Greg Johnson	CEO, President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-24
0001665160-20-001184	1	Angela Benton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-24
0001824239-20-000004	1	Jo Seph Cho	Owner	2020-09-24
0001746059-20-000293	1	Luis Melgarejo	Owner and Founder	2020-09-24
0001824239-20-000003	1	Jo Seph Cho	Owner	2020-09-24
0001824239-20-000002	1	Wade McSwain	President	2020-09-24
0001670254-20-000861	1	Zach Cytryn	Partner	2020-09-23
0001670254-20-000861	2	Nathan Stern	Manager	2020-09-23
0001821518-20-000004	1	Nathan Tahbaz	CEO	2020-09-23
0001821518-20-000004	2	Dakota Van Deursen	CFO, Materials Engineer	2020-09-23
0001670254-20-000860	2	Sami Halabi	Founder | CEO	2020-09-23
0001670254-20-000860	1	Bryan Riester	COO	2020-09-23
0001820285-20-000003	1	Joseph Yuyi	Founder & CEO	2020-09-23
0001670254-20-000859	2	Kevin Strom	CEO	2020-09-23
0001670254-20-000859	1	Kevin Strom	CEO	2020-09-23
0001670254-20-000859	3	Kevin Strom	CEO	2020-04-14
0001670254-20-000857	1	Christopher Nakea	CTO	2020-09-22
0001670254-20-000857	3	Shawn Tacey	Chief Executive Officer	2020-09-21
0001670254-20-000857	2	Lee W. Brillhart III	Chief Operating Officer	2020-09-22
0001794611-20-000007	1	/s/Jeffrey O'Neill	Sole Member	2020-09-23
0001665160-20-001183	1	Justin Wiesehan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-23
0001746059-20-000292	1	Carrie Greishaw	Owner and CEO	2020-09-23
0001784191-20-000005	1	Justin Potts	Director	2020-09-21
0001784191-20-000005	2	Timothy Sheridan	Director	2020-09-21
0001665160-20-001181	3	Ronald Miller	Director and Chairman	2020-09-23
0001665160-20-001181	2	Howard Marks	Chief Executive Officer, Chief Financial Officer, Chief Accounting Officer and Director	2020-09-23
0001665160-20-001181	1	Howard Marks	CEO	2020-09-23
0001670254-20-000855	1	Joseph DePerio	Director	2020-09-22
0001670254-20-000855	2	John Hall	Treasurer	2020-09-22
0001670254-20-000855	3	George Hall	President	2020-09-22
0001780439-20-000057	2	Monica Sandoval	Chief Marketing Officer	2020-09-23
0001780439-20-000057	1	David Richard Koepsell	Founder and CEO	2020-09-23
0001665160-20-001179	2	Dustin Feider	CEO, Principal Executive Officer and Director	2020-09-22
0001665160-20-001179	1	Heather Feider	Principal Financial Officer and Principal Accounting Officer	2020-09-22
0001746059-20-000290	1	Moikgantsi Kgama	Owner and Founder	2020-09-22
0001746059-20-000291	1	Michael Achilles	Owner and Founder	2020-09-22
0001813064-20-000004	1	Elizabeth Kost	CEO	2020-09-22
0001813064-20-000004	2	Jason Foraker	President	2020-09-22
0001669191-20-000509	6	Brian Spangle	Board Member	2020-09-22
0001669191-20-000509	5	Julianna  Smoot	Board Member	2020-09-22
0001669191-20-000509	4	Lonnie Johnson	Board Member	2020-09-22
0001669191-20-000509	3	Brian Spangle	Principal Accounting Officer	2020-09-22
0001669191-20-000509	2	Julianna  Smoot	Principal Financial Officer	2020-09-22
0001669191-20-000509	1	Lonnie Johnson	Principal Executive Officer	2020-09-22
0001669191-20-000507	6	Carrie Fair	Board Member	2020-09-22
0001669191-20-000507	4	Normand Rheault	Board Member	2020-09-22
0001669191-20-000507	3	Carrie Fair	Principal Accounting Officer	2020-09-22
0001669191-20-000507	2	Normand Rheault	Principal Financial Officer	2020-09-22
0001669191-20-000507	1	John McMillian	Principal Executive Officer	2020-09-22
0001669191-20-000507	5	John McMillian	Board Member	2020-09-22
0001687610-20-000007	1	Arun Lal	CEO, principal executive officer, principal financial officer, controller, board of directors	2020-09-22
0001687610-20-000007	2	Rahul Kapoor	CPO/Co-Founder, Secretary, Director	2020-09-22
0001687610-20-000006	2	Rahul Kapoor	CPO/Co-Founder, Secretary, Director	2020-09-22
0001687610-20-000006	1	Arun Lal	CEO, principal executive officer, principal financial officer, controller, board of directors	2020-09-22
0001670254-20-000854	2	Felipe Chvez Corts	Chief Executive Officer	2020-09-11
0001670254-20-000854	1	Sergio Eduardo Pachon Reyes	COO	2020-09-18
0001669191-20-000503	1	Matthew  Kelly	Principal Executive Officer	2020-09-22
0001669191-20-000503	2	Bryon Cail	Principal Financial Officer	2020-09-22
0001669191-20-000503	3	Patrick Kelly	Principal Accounting Officer	2020-09-22
0001669191-20-000503	5	Patrick Kelly	Board Member	2020-09-22
0001669191-20-000503	6	Bryon Cail	Board Member	2020-09-22
0001669191-20-000503	4	Matthew  Kelly	Board Member	2020-09-22
0001665160-20-001176	1	William R. Graening	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-22
0001780439-20-000056	1	Maryann Fangapulotu Salt	CEO	2020-09-22
0001824566-20-000001	1	Katharine Eick	Sole Director of Board of Directors	2020-09-21
0001788434-20-000006	2	Chris Ricciardi	CEO	2020-09-22
0001788434-20-000006	1	Charles Trafton	President	2020-09-22
0001747584-20-000005	1	Peter Krajsa	Managing Member	2020-09-22
0001665160-20-001174	1	Adrian Solgaard	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-22
0001670254-20-000852	2	Brian Gagliardi	Founder, Producer	2020-09-21
0001665160-20-001171	1	Adrian Solgaard	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-21
0001670254-20-000852	1	Matthew Palmer	Founder, Director	2020-09-21
0001644600-20-000022	1	Michael Golomb	Founder and CEO	2020-09-21
0001739064-20-000004	2	Erez Simha	CFO	2020-09-21
0001739064-20-000004	1	Maximus Yaney	Chief Executive Officer	2020-09-21
0001669191-20-000501	5	James Harris	Board Member	2020-09-21
0001669191-20-000501	3	James Harris	Principal Accounting Officer	2020-09-21
0001669191-20-000501	2	James Harris	Principal Financial Officer	2020-09-21
0001669191-20-000501	1	Nikolaos Tezapsidis	Principal Executive Officer	2020-09-21
0001669191-20-000501	6	Bob Oliver	Board Member	2020-09-21
0001669191-20-000501	7	Thomas Humphries	Board Member	2020-09-21
0001669191-20-000501	8	George Perry	Board Member	2020-09-21
0001669191-20-000501	4	Nikolaos Tezapsidis	Board Member	2020-09-21
0001665160-20-001169	1	William Patridge	President, CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-21
0001665160-20-001168	1	William Patridge	President, CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-21
0001665160-20-001167	1	William Patridge	President, CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-21
0001665160-20-001165	1	Kurt Charron	CEO, President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-21
0001669191-20-000499	5	John Rigoli	Board Member	2020-09-21
0001669191-20-000499	6	Brad  Nemire	Board Member	2020-09-21
0001669191-20-000499	4	Ruth Nemire	Board Member	2020-09-21
0001669191-20-000499	1	Ruth Nemire	Principal Executive Officer	2020-09-21
0001669191-20-000499	2	John Rigoli	Principal Financial Officer	2020-09-21
0001669191-20-000499	3	Ruth Nemire	Principal Accounting Officer	2020-09-21
0001670254-20-000844	2	Max Babson	Co Founder	2020-09-17
0001670254-20-000844	3	Sonimi Halliday	1st Team Associate Head Coach	2020-09-17
0001670254-20-000844	1	Kevin Bull	Director	2020-09-18
0001818834-20-000003	1	Scott Choppin	Manager	2020-09-18
0001670254-20-000848	3	Danny Hinkle	Chief Operating Officer	2020-09-17
0001670254-20-000848	2	Todd Fiore	Chief Information Officer	2020-09-17
0001670254-20-000848	1	John Worthington	CEO	2020-09-18
0001670254-20-000850	2	Josh Blaylock	Chief Executive Officer	2020-09-18
0001670254-20-000850	1	Stuart L Bernstein	Chief Operating Officer	2020-09-18
0001670254-20-000847	1	Steven Paul Fambro	CFO	2020-09-16
0001670254-20-000844	4	Lucas Babson	Co Founder & Technical Director	2020-09-17
0001670254-20-000847	2	Chris Anthony	CEO	2020-09-16
0001670254-20-000842	1	Clarence Risher	Founder	2020-09-17
0001816636-20-000006	1	Gregory Boulos	Co-Owner	2020-09-18
0001816636-20-000005	1	Eric DeRise	Owner	2020-09-18
0001816636-20-000004	1	Aaron Sanders Jr	Owner	2020-09-18
0001816636-20-000003	1	Declan Hogan	President	2020-09-18
0001816636-20-000002	1	Andrew Stump	Co-Owner	2020-09-18
0001669191-20-000497	5	Temple Drummond	Board Member	2020-09-18
0001669191-20-000497	4	Walter  Dahlberg	Board Member	2020-09-18
0001669191-20-000497	3	Walter  Dahlberg	Principal Accounting Officer	2020-09-18
0001669191-20-000497	1	Steve Moore	Principal Executive Officer	2020-09-18
0001669191-20-000497	2	Temple Drummond	Principal Financial Officer	2020-09-18
0001805018-20-000012	1	Arup Roy-Burman	Director	2020-09-18
0001805018-20-000012	2	Ted Ridgway	Director	2020-09-18
0001669191-20-000495	6	Temple Drummond	Board Member	2020-09-18
0001669191-20-000495	5	Walter  Dahlberg	Board Member	2020-09-18
0001669191-20-000495	4	Steve Moore	Board Member	2020-09-18
0001669191-20-000495	1	Steve Moore	Principal Executive Officer	2020-09-18
0001669191-20-000495	2	Temple Drummond	Principal Financial Officer	2020-09-18
0001669191-20-000495	3	Walter  Dahlberg	Principal Accounting Officer	2020-09-18
0001665160-20-001164	1	Tamar Lucien Blue	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-18
0001665160-20-001163	1	Brent Zimmerman	CEO, Principal Executive Officer and Director/Manager	2020-09-18
0001665160-20-001163	2	David Lentz	Accounting Manager/Controller	2020-09-18
0001665160-20-001163	3	Matt Shubeck	COO	2020-09-18
0001665160-20-001162	1	Thomas DeVesto	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-18
0001665160-20-001161	1	Sener Korkusuz	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-18
0001669191-20-000492	5	Rhett Ross	Board Member	2020-09-18
0001669191-20-000492	4	Philip Burton	Board Member	2020-09-18
0001669191-20-000492	3	Rhett Ross	Principal Accounting Officer	2020-09-18
0001669191-20-000492	2	Rhett Ross	Principal Financial Officer	2020-09-18
0001669191-20-000492	1	Rhett Ross	Principal Executive Officer	2020-09-18
0001789130-20-000002	1	/s/ Erik Young	Director	2020-09-18
0001789130-20-000002	2	/s/ David Engler	Director	2020-09-18
0001665160-20-001159	1	Jeffrey Gottfurcht	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-18
0001665160-20-001158	1	Michael Rhattigan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-09-18
0001719369-20-000005	1	Eric Satz	CEO, President & Director	2020-09-18
0001719369-20-000005	2	William Guttman	Director	2020-09-18
0001670254-20-000841	1	Christopher Moore	Owner / CEO	2020-08-17
0001670254-20-000837	2	Tavis Schriefer	Founding CEO	2020-08-30
0001670254-20-000837	1	Jill Schriefer	Chief Customer Officer	2020-08-30
0001670254-20-000835	1	Michael Floyd	Founder & CEO	2020-09-17
0001746059-20-000288	1	Alec Ferguson	Owner and Founder	2020-09-17
0001670254-20-000839	1	Tyler Hayes	CEO	2020-09-17
0001670254-20-000835	2	Lenora Felder	Co-Founder/COO	2020-09-17
0001822811-20-000003	1	Elias Stahl	CEO	2020-09-17
0001792013-20-000003	2	Aubrey Annoh-Yeboah	CMO	2020-09-17
0001792013-20-000003	1	Desmond Wiggan	CEO	2020-09-17
