ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001702607-19-000002	0		Extend expiration date of the offering 12/31/2020, and updating physical address.	Streaming Television Inc	Corporation		GA	2016-06-08	102 E Collins Rd		Fort Wayne	IN	46825	www.citystv.com	truCrowd, Inc	0001667145	007-00015	283063
0001797650-19-000003	0		The Form C is being resubmitted with the cover page corrected to show the issuer's address business address, no further changes were made.	Woofy, Inc.	Corporation		DE	2016-09-28	26 WEST 61ST STREET	FIFTH FLOOR	NEW YORK	NY	10023	www.hellowoofy.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-19-001260	1		Increased max funding goal and updated financials with independent CPA review.	Liberty PlugIns, Inc.	Corporation		DE	2009-09-15	1482 East Valley Rd, Ste 329		Santa Barbara	CA	93108	www.libertyaccesstechnologies.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001257	0	At the close of the offering, the issuer closed on $1,070,028.66 and 3,124,447 number of securities.		TriplePulse, Inc.	Corporation		DE	2012-11-15	3103 NEILSON WAY, SUITE D	SUITE B2	SANTA MONICA	CA	90405	trubrain.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001256	0	At the close of the offering, the issuer closed on $179,085.6 and 419,714 number of securities.		ChalkBites Inc.	Corporation		DE	2014-10-15	5200 30TH ST SW		DAVENPORT	IA	52802-3039	www.ChalkBites.com	StartEngine Capital, LLC	0001665160	007-00007	
0001654300-19-000004	0			ChoiceTrade Holdings, Inc.	Corporation		PR	2014-10-23	151 SAN FRANCISCO STREET	SUITE 200	SAN JUAN	PR	00901	www.choicetrade.com				
0001746059-19-000109	0			Father & Son Mobile Business	Other	Sole Proprietorship	MA	2010-11-16	88 MATAWANAKEE TRAIL		LITTLETON	MA	01460	www.855lube2go.com	MainVest, Inc.	0001746059	007-00162	
0001665160-19-001255	1		Issuer is extending the length of their campaign by 60 days.	One Roq Spirits, LLC	Limited Liability Company		NY	2012-03-12	430 VIRGINIA STREET		BUFFALO	NY	14201	www.oneroqclub.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001254	1		Issuer is extending the length of their campaign by 30 days.	Icarus Blockchain Group Inc.	Corporation		DE	2018-08-23	ROELSTRAAT 22A		PARAMARIBO	V3	00000	www.ourox.io	StartEngine Capital, LLC	0001665160	007-00007	
0001768621-19-000004	0	Offering Closing. Total amount raised under Regulation Crowdfunding: $272,450		Commongrounds Cooperative	Other	Co-op	MI	2018-03-22	425 BOARDMAN AVE	SUITE C	TRAVERSE CITY	MI	49684	www.commongrounds.coop	LOCALSTAKE MARKETPLACE LLC	0001544442	008-69063	000162726
0001771075-19-000004	0	Offering closing, total amount raised under Regulation Crowdfunding: $608,983.20		Ogden's Own Distillery, Inc.	Corporation		UT	2008-11-12	3075 GRANT AVE.		OGDEN	UT	84401	http://www.ogdensown.com	LOCALSTAKE MARKETPLACE LLC	0001544442	008-69063	000162726
0001665160-19-001253	1		Issuer added additional investment incentives.	SitTight, Inc.	Corporation		DE	2012-05-21	10161 Park Run Drive, Suite 150		Las Vegas	NV	89145	https://sittight.com	StartEngine Capital, LLC	0001665160	007-00007	
0001658754-19-000003	0			Pongalo Inc.	Corporation		DE	2014-06-26	15821 VENTURA BOULEVARD	SUITE 500	LOS ANGELES	CA	91436	https://www.pongalo.com				
0001666102-19-000033	0		Extension of offering deadline, Inclusion of the 2018 Financial Statements, Update of Q24 and Q26 to reflect transactions occurred in 2018, Update of the financial condition of the issuer and discussion on results of operation in 2018, Use of Proceeds	Armored Citizen, LLC.	Limited Liability Company		UT	2017-05-19	150 N DRAPER LN		PROVO	UT	84601	https://www.citizenarmor.com	Mr. Crowd	0001666102	007-00042	284278
0001769091-19-000003	0			Rocket Dollar Inc	Corporation		DE	2018-02-16	221 E 9TH STREET	SUITE 201	AUSTIN	TX	78701	https://www.rocketdollar.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001746059-19-000108	1		Issuer is extending the deadline for investment to 2/12/20.	Kin Tap & Rec Room, LLC	Limited Partnership		MA	2019-07-08	144 PARK STREET		MEDFORD	MA	02155	https://www.kintapandrec.com/	MainVest, Inc.	0001746059	007-00162	
0001746059-19-000107	0		Correcting clerical error made in prior Form-C/A to reflect the changes Made by issuer in prior Form C/A.	Kin Tap & Rec Room, LLC	Limited Partnership		MA	2019-07-08	144 PARK STREET		MEDFORD	MA	02155	https://www.kintapandrec.com/	MainVest, Inc.	0001746059	007-00162	
0001789922-19-000005	0	The Offering closed successfully on 12/23/2019, having received investment commitments of $428,744, although a final accounting has not taken place.		Aavrani, Inc.	Corporation		DE	2017-12-11	139 FULTON STREET		NEW YORK	NY	10038	http://aavrani.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001691657-19-000001	0			Stareable, Inc.	Corporation		DE	2015-09-28	268 East Broadway		NEW YORK	NY	10013	http://www.stareable.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001796599-19-000001	0			Kind Collection inc	Corporation		CA	2018-09-07	363 MONTICELLO STREET		SAN FRANCISCO	CA	94132	http://www.juna-world.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001797650-19-000001	0			Woofy, Inc.	Corporation		DE	2016-09-28	26 West 61st Street	Fifth Floor	NEW YORK	NY	10023	www.hellowoofy.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001792754-19-000003	0		The Company amended the Offering Statement in order to extend the deadline to reach the target offering amount to April 30, 2020.	Illusio, Inc.	Corporation		DE	2015-02-17	222 VIA MALAGA		SAN CLEMENTE	CA	92673	www.illusioimaging.com	Equifund Crowd Funding Portal Inc.	0001705665	007-00115	288900
0001716822-19-000001	0	The offering raised $94,536 and closed on 10/31/2018.		70 Million Resources, Inc.	Corporation		DE	2016-08-10	C/O WEWORKS 12130 MILLENIUM DRIVE		PLAYA VISTA	CA	90094	http://www.70MillionJobs.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001753336-19-000003	0			Eagle Protect, PBC	Corporation		DE	2015-05-11	3079 HARRISON AVENUE	SUITE #21	SOUTH LAKE TAHOE	CA	96150	https://eagleprotect.com/				
0001767357-19-000006	0		Extending offering deadline to December 31, 2020.	H & G Science, Inc.	Corporation		MN	2015-09-09	1330 GOODRICH AVE.		ST. PAUL	MN	55105	hgscience.com	truCrowd, Inc	0001667145	007-00015	283063
0001749553-19-000004	0			Creamy Coconuts, LLC	Limited Liability Company		CA	2016-01-19	28304 ARMOUR STREET		HAYWARD	CA	94545	www.kubenicecream.com				
0001666102-19-000030	0		Extension of offering deadline	SUCCESS BY MEDIA HOLDINGS INC	Corporation		NV	2018-08-30	170 S GREEN VALLEY PKWY, STE 300		HENDERSON	NV	89012	https://successbymedia.com	Mr. Crowd	0001666102	007-00042	284278
0001788590-19-000004	0	The issuer raised approximately $27,100 during the offering period. Payments are still being processed; the exact amount has yet to be determined.		OpenAVN Inc	Corporation		DE	2019-01-18	3100 47TH AVE STE 3100		LONG ISLAND CITY	NY	11101	https://www.openavn.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001788590-19-000003	0	The issuer raised approximately $224,161.91 during the offering period. Payments are still being processed; the exact amount has yet to be determined.		Suitable Inc	Other	S-Corporation	DE	2015-11-30	1943 HILLCREST DR		LOS ANGELES	CA	90016	https://www.senestudio.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001786082-19-000002	0			Nine Spoons, LLC														
0001670254-19-000728	0			OODLES CORPORATION	Corporation		CA	2017-02-10	3626 Sandalford Way		San Ramon	CA	94582	http://www.oodlescorp.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-19-000733	0			GenesisAI Corporation	Corporation		DE	2018-07-03	125 Western Ave		Allston	MA	02134	http://www.genesisai.io	Wefunder Portal LLC	0001670254	007-00033	283503
0001765975-19-000007	0			Patio Bar One, LLC	Limited Liability Company		TX	2018-04-06	5858 Westheimer Rd. Suite 101		Houston	TX	77057	https://www.pattersonparkhouston.com/	NextSeed Securities, LLC	0001723503	008-70055	291387
0001670254-19-000730	0			Novomoto LLC	Limited Liability Company		WI	2015-11-26	6402 Jacobs Way		Madison	WI	53711	http://www.novomoto.net	Wefunder Portal LLC	0001670254	007-00033	283503
0001790509-19-000005	1		Replacing entire offering statement, executive summary, and crowdfunding page, including related party transactions and use of proceeds. Correcting typos in crowd note.	StreetWell, LLC	Limited Liability Company		DE	2019-09-30	644 FREDERICK STREET		HAGERSTOWN	MD	21740	www.streetwell.info	MiTec, PBC	0001690300	007-00133	292759
0001670254-19-000725	0			5 Rabbit Pilsen, LLC	Limited Liability Company		IL	2018-05-08	6398 West 74th Street		Bedford Park	IL	60638	http://www.5rabbitbrewery.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-001251	0	At the close of the offering, the issuer closed on $539,050 and 292,927 number of securities.		Adv3nture, Inc.	Corporation		DE	2019-08-02	321 S. BEVERLY DR., SUITE M	STE M	BEVERLY HILLS	CA	90212	adv3nture.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001250	0	At the close of the offering, the issuer closed on $888,317 and 474 number of securities.		LiquidPiston, Inc.	Corporation		DE	2004-06-21	1292A BLUE HILLS AVE.		BLOOMFIELD	CT	06002	http://liquidpiston.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-001249	0	At the close of the offering, the issuer closed on $999,999.00 and 684 number of securities.		LiquidPiston, Inc.	Corporation		DE	2004-06-21	1292A BLUE HILLS AVE.		BLOOMFIELD	CT	06002	http://liquidpiston.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001786104-19-000004	0			Profit Property USA 946 MLK LLC,														
0001787645-19-000005	0	$255,629 in investments. Payments still being processed; final figure not yet determined.		Gleantap Inc	Corporation		DE	2018-04-24	3308 ROGERS ROAD	#6108	AUSTIN	TX	78758	https://gleantap.com	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001791747-19-000002	0		Adding webinar transcript as Exhibit H.	Oomi Inc.	Corporation		DE	2016-09-02	838 Commonwealth Ave		Venice	CA	90291	https://getunomi.com	MicroVenture Marketplace Inc.	0001478147	008-68458	152513
0001767762-19-000001	0		Clarifying that the company has not sold any previous securities, only their utility token.	Bounty0x Inc.	Corporation		DE	2019-01-30	86 FLEET PLACE		BROOKLYN	NY	11201	https://bounty0x.io/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001666102-19-000029	1		Extension of offering deadline	Vibravision, LLC.	Limited Liability Company		UT	2016-10-26	1710 WALL AVE		OGDEN	UT	84404	https://VibravisionUSA.com	Mr. Crowd	0001666102	007-00042	284278
0001793460-19-000004	0		This amendment is to add investor perks to the offering.	SongVest Records Inc.	Corporation		DE	2019-08-23	192 INWOOD AVE.	FLOOR 2	MONTCLAIR	NJ	07043	www.songvestrecords.com	Stampede Securities, Inc	0001726574	007-00142	292379
0001796295-19-000001	0			Nuu Rez Inc	Corporation		FL	2019-11-27	4760 CUMBRIAN LAKES DRIVE		KISSIMMEE	TX	34746	nuurez.com	truCrowd, Inc	0001667145	007-00015	283063
0001665160-19-001248	0		Issuer is updating offering document	Prime Lightworks Inc.	Corporation		DE	2015-09-29	2909 Oregon Ct Ste C12		Torrance	CA	90503	http://www.primelightworks.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001245	0			Rumble Motors, Inc.	Corporation		CA	2019-07-02	4563 Maple Crest St		Sacramento	CA	95834	www.rumblemotors.com	StartEngine Capital, LLC	0001665160	007-00007	
0001796828-19-000002	0		Financial statements that have been reviewed by a public accountant that is independent.	Lyons Ave Renaissance LLC	Limited Liability Company		TX	2019-12-15	2634 BEVIS ST		HOUSTON	TX	77008	http://www.invictusdg.com/lyonave	Buy The Block	0001693877	007-00098	287496
0001785176-19-000002	1		Company is extending the offering and offering multiple closings.	Layali LLC	Limited Liability Company		GA	2018-12-11	700 MITCHELL BRIDGE ROAD		ATHENS	GA	30606	https://layali.us/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001746059-19-000105	0			Van Sicklen Group	Limited Liability Company		NH	2019-11-18	215 MILLWRIGHT DRIVE		NASHUA	NH	03063	https://twitter.com/Stuffedtruck201	MainVest, Inc.	0001746059	007-00162	
0001665160-19-001243	1		Increasing the maximum funding goal, adding a Financial Review and updating the use of proceeds and extending the end date of the offering.	Phillips Entertainment Group Inc.	Corporation		CA	2019-04-10	1480 Colorado Blvd		Los Angeles	CA	90041	www.soapsoxkids.com	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-19-000424	0		issuer extended offering deadline.	Neurotez Inc.	Corporation		DE	2005-10-14	991 Highway 22	SUITE 200A	Bridgewater	NJ	08807	www.neurotez.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001670254-19-000720	0			3 Some Chocolates Cuisine, Inc	Corporation		DE	2019-09-24	40 E Sidney Ave Apt 20A		Mount Vernon	NY	10550	http://www.3somechocolates.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-001235	0			Companion CBD, Inc.	Corporation		DE	2018-06-20	14870 N Northsight Blvd		Scottsdale	AZ	85260	companioncbd.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001240	0			TACOTOPIA, Inc.	Corporation		DE	2019-04-30	7109 E 2nd Street		Scottsdale	AZ	85251	http://tacotopia.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001237	0			Prime Lightworks Inc.	Corporation		DE	2015-09-29	2909 Oregon Ct Ste C12		Torrance	CA	90503	http://www.primelightworks.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001233	1		Issuer is extending the length of their campaign by 60 days and making page changes.	Karaganda, LLC	Limited Liability Company		CA	2017-04-03	2618 San Miguel Drive Suite 496		Newport Beach	CA	92660	https://www.karagandafilm.com	StartEngine Capital, LLC	0001665160	007-00007	
0001774152-19-000006	1		Extension of the Offering Deadline to April 15, 2020.	TWENTY-SECOND CENTURY DORA TECHNOLOGY HOLDINGS, INC.	Corporation		DE	2018-12-17	201 FOLSOM STREET	26C	SAN FRANCISCO	CA	94105	https://www.dorahacks.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001774242-19-000005	0	Issuer raised $708,400. The actual processing time to confirm the commitments may take longer than the filing deadline, and the total amount is our best estimate at this time. The actual amount may be lower.		Railway Heights LP	Limited Partnership		TX	2018-06-07	8200 WASHINGTON AVE		HOUSTON	TX	77007	https://www.railwayheights.com/	NEXTSEED SECURITIES, LLC	0001723503	008-70055	000291387
0001665160-19-001229	0			HARA Flow Inc.	Corporation		CA	2018-01-17	343 Soquel Avenue, #190		Santa Cruz	CA	95062	www.haraflow.com	StartEngine Capital, LLC	0001665160	007-00007	
0001777935-19-000002	0	Issuer raised $425,000. The actual processing time to confirm the commitments may take longer than the filing deadline, and the total amount is our best estimate at this time. The actual amount may be lower.		TBK Food Truck Inc.	Corporation		TX	2019-01-08	3711 TRAVIS ST.		HOUSTON	TX	77002	https://thebreakfastklub.com/	NEXTSEED SECURITIES, LLC	0001723503	008-70055	000291387
0001753336-19-000002	0			Eagle Protect, PBC	Corporation		DE	2015-05-11	3079 HARRISON AVENUE	SUITE #21	SOUTH LAKE TAHOE	CA	96150	https://eagleprotect.com/				
0001665160-19-001224	0			Tall Idea Labs, Inc.	Corporation		DE	2014-10-03	440 N Wolfe Rd		Sunnyvale	CA	94085	www.commerce.ai	StartEngine Capital, LLC	0001665160	007-00007	
0001743601-19-000005	0		Extend expiration date of the offering to March 1st, 2020.	Building Economic Advancement Network Corp	Corporation		LA	2018-05-29	101 OAK PARK CT.		BELLE CHASSE	LA	70037	www.iambean.us	truCrowd, Inc	0001667145	007-00015	283063
0001665160-19-001222	1		Updating error in Offering Document	Tequila Holdings, Inc.	Corporation		DE	2007-06-15	55 East End Ave #7d		New York	NY	10028	paquitequila.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001220	0	At the close of the offering, the issuer closed on $45,112.08 and 19,924 number of securities.		NANNOCARE INC	Corporation		CA	2017-08-25	1340 E 6TH ST		LOS ANGELES	CA	90021	www.Nannocare.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001219	1		Issuer is extending the length of their campaign by 60 days.	Roy Jones Jr. Promotions, inc.	Corporation		NV	2019-06-06	3874 SILVESTRI LANE		LAS VEGAS	NV	89120	www.royjonesjrboxing.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001218	1		Updating Offering Document	Tequila Holdings, Inc.	Corporation		DE	2007-06-15	55 East End Ave #7d		New York	NY	10028	paquitequila.com	StartEngine Capital, LLC	0001665160	007-00007	
0001789878-19-000002	0			Giant Leap Coffee, LLC	Limited Liability Company		TX	2019-08-23	3302 Garrow St.		Houston	TX	77003	http://www.giantleapcoffee.com/	NextSeed Securities, LLC	0001723503	008-70055	291387
0001783015-19-000003	1		The issuer conducted an intermediate close of this offering and drew down part of the proceeds. This amendment discloses information about this to investors in the offering memorandum.	Soar Robotics Inc.	Corporation		DE	2019-07-05	8605 SANTA MONICA BOULEVARD		WEST HOLLYWOOD	CA	90069	https://www.soarrobotics.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001783015-19-000002	1		The amendment updates the offering deadline from December 31, 2019 to March 10, 2020 and updates the amount of cash on hand from approximately $177,000 to approximately $250,000.	Soar Robotics Inc.	Corporation		DE	2019-07-05	8605 SANTA MONICA BOULEVARD		WEST HOLLYWOOD	CA	90069	https://www.soarrobotics.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-19-001214	0			Tequila Holdings, Inc.	Corporation		DE	2007-06-15	55 East End Ave #7d		New York	NY	10028	paquitequila.com	StartEngine Capital, LLC	0001665160	007-00007	
0001790092-19-000004	0		Correcting the state of the physical address of issuer	Sunu, Inc.	Corporation		DE	2013-06-24	245 MAIN STREET	2ND FLOOR	CAMBRIDGE	MA	02142	http://sunu.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001778006-19-000005	0		Extending offering deadline to March 31, 2020	Weeds Never Sleep LLC	Limited Liability Company		OR	2015-08-20	238 SE 63RD AVE		PORTLAND	OR	97215	www.hotzot.biz	truCrowd, Inc	0001667145	007-00015	283063
0001665160-19-001209	0			SitTight, Inc.	Corporation		DE	2012-05-21	10161 Park Run Drive, Suite 150		Las Vegas	NV	89145	https://sittight.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-19-001207	1		Issuer is extending the length of their campaign by 60 days.	microsurgeonbot,inc	Corporation		DE	2017-05-22	2355 WESTWOOD BLVD., SUITE 961	SUITE 961	LOS ANGELES	CA	90064	http://msb.ai	StartEngine Capital, LLC	0001665160	007-00007	
0001786494-19-000006	1		Update to target date	Casa Brasil LLC	Limited Liability Company		PA	2019-10-21	5904 BRYANT ST		PITTSBURGH	PA	15206	https://www.casa-brasil.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001749553-19-000003	0			Creamy Coconuts, LLC	Limited Liability Company		CA	2019-01-16	28304 ARMOUR STREET		HAYWARD	CA	94545	https://www.kubenicecream.com/				
0001790092-19-000002	0			Sunu, Inc.	Corporation		DE	2013-06-24	245 MAIN STREET	2ND FLOOR	CAMBRIDGE	UT	02142	http://sunu.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001790092-19-000001	1		The Company is pivoting from their initial business plan by adding a new core product. The Company is also extending their offering.	Bounty0x Inc.	Corporation		DE	2019-01-30	86 FLEET PLACE		BROOKLYN	NY	11201	https://bounty0x.io/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001792640-19-000002	0			Flowerbee Group, Inc	Corporation		MI	2019-01-22	24725 W 12 MILE ROAD	SUITE 302	SOUTHFIELD	WV	48034	https://www.flowerbeegroup.com/	truCrowd, Inc	0001667145	007-00015	283063
0001796828-19-000001	0			Lyons Ave Renaissance LLC	Limited Liability Company		TX	2019-12-15	2634 BEVIS ST		HOUSTON	TX	77008	http://www.invictusdg.com/lyonave	Buy The Block	0001693877	007-00098	287496
0001665160-19-001205	0			Airemos Corp	Corporation		DE	2015-10-13	55 New Orleans Rd. Suite 206		Hilton Head Island	SC	29928	www.airemos.com	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-19-000718	0			Genius Juice, LLC	Limited Liability Company		CA	2014-01-08	21143 Hawthorne Boulevard	Unit 295	Torrence	CA	90503	http://www.geniusjuice.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-19-001202	1		Issuer is extending the length of their campaign by 30 days.	Waverly Labs Inc	Corporation		DE	2014-06-16	19 MORRIS AVENUE, BROOKLYN		NEW YORK	NY	11205	www.waverlylabs.com	StartEngine Capital, LLC	0001665160	007-00007	
0001746059-19-000103	0			Parm Shop Inc.	Corporation		VA	2019-07-12	1404 N PARHAM RD.		RICHMOND	VA	23229	www.theparmshop.com	MainVest, Inc.	0001746059	007-00162	
0001694455-19-000003	0			Meow Wolf, Inc.	Corporation		DE	2016-11-28	1352 RUFINA CIR		SANTA FE	NM	87507	https://meowwolf.com				
0001665160-19-001200	0			Skunk Brothers Spirits Inc.	Corporation		WA	2013-05-25	40 SW Cascade Ave. Ste 45 (P.O. Box 360)		Stevenson	WA	98648	www.skunkbrothersspirits.com	StartEngine Capital, LLC	0001665160	007-00007	
0001791711-19-000003	1		Minimum target changed, end date changed to allow for investor notification.	Cissonius Corp	Corporation		PA	2007-06-15	93 S 16TH ST		PITTSBURGH	PA	15203	http://tootiesfamous.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001670254-19-000715	0			Bible Smugglers Movie Production LLC	Limited Liability Company		TX	2019-08-21	391 W. Broadview Dr		San Antonio	TX	78228	http://www.Biblesmugglersmovie.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001581437-19-000008	1		The Issuer disclosed an acquisition of Anki Assets and extended the Offering deadline.	DIGITAL DREAM LABS, LLC	Limited Liability Company		PA	2012-07-27	100 SOUTH COMMONS	SUITE 102	PITTSBURGH	PA	15212	https://www.digitaldreamlabs.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001635417-19-000005	1		Lowering the Closing Amount from $400,000 to $300,000 and updated the deadline to reach the target offering amount from December 20, 2019 to February 28, 2020	Kangaroo Films LLC	Limited Liability Company		DE	2014-02-03	222 BROADWAY, 20TH FL		NEW YORK	NY	10038	https://dreamitreel.com/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001665160-19-001197	0			BioCurity Pharmaceuticals Inc.	Corporation		DE	2010-10-16	110 Front Street, Suite 300		Jupiter	FL	33477	www.biocurity.com	StartEngine Capital, LLC	0001665160	007-00007	
0001746059-19-000102	0	At the close of the offering, the issuer closed on $75,200. The funds are currently being processed. The actual amount may be lower.		CAS Confectionery LLC	Limited Liability Company		MA	2019-09-12	1511 LEAFCREST LANE	#104	NORTH CHESTERFIELD	VA	23235	https://www.facebook.com/claudiasbakeshoprva/	MainVest, Inc.	0001746059	007-00162	
0001665160-19-001194	0			XTI Aircraft Company	Corporation		DE	2009-09-29	2209 Green Oaks Lane		Greenwood Village	CO	80121	http://www.xtiaircraft.com/home/	StartEngine Capital, LLC	0001665160	007-00007	
0001746059-19-000101	0	At the close of the offering, the issuer closed on $42,200. The funds are currently being processed. The actual amount may be lower.		Deep Cuts LLC	Limited Liability Company		MA	2019-09-18	583 MAIN ST		MEDFORD	MA	02155	http://www.deepcuts.rocks/	MainVest, Inc.	0001746059	007-00162	
0001746059-19-000100	0			DETAILING2GO, INC														
0001709915-19-000001	0			ForTrueFoodiesOnly Inc.	Corporation		DE	2014-10-21	2050 NORTH BURLING STREET	APT 3	CHICAGO	IL	60614	https://www.truefoodies.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001794484-19-000008	0		The Issuer's date of incorporation, website and address have been updated on p. 10 to correct an inconsistency with the Form C cover page.	Alpha'a, Inc.	Corporation		DE	2016-02-16	157 COLUMBUS AVENUE		NEW YORK	NY	10023	http://alphaainc.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001795839-19-000001	0			Red Hawk Coffee Roasters LLC	Limited Liability Company		PA	2018-07-25	120 MEYRAN AVE		PITTSBURGH	PA	15213	https://www.redhawkcoffee.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001780122-19-000006	0		This amendment is being filed to correct the company's physical address.	Genobank.io Inc	Corporation		DE	2018-05-29	274 Brannan Street	5th Floor	San Francisco	CA	94107	https://www.genobank.io/	OpenDeal Portal LLC	0001751525	007-00167	283874
