ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001669191-18-000313	0		Issuer extended offering deadline, updated corporate officers and added Custodian Agreement as additional exhibit.	Kare Mobile Incorporated	Corporation		DE	2017-05-24	2500 West Broadway Suite 500		Louisville	KY	40211	kare.mobi	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001742230-18-000001	0			MJ2, LLC	Limited Partnership		DE	2018-02-26	7928 HOLLYWOOD BLVD	#202	LOS ANGELES	CA	90046	https://mj2.live/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001669191-18-000310	0		Updated to add Custodian Agreement as additional Exhibit	Subba Media Inc	Corporation		DE	2017-10-06	1209 Orange Street		New Castle County	DE	19801	www.subba-cultcha.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001670254-18-000315	0			Newchip Inc.	Corporation		DE	2016-06-15	2015 IH 35 South Ste 115		Austin	TX	78741	http://www.newchip.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001739576-18-000003	0	The Company successfully received commitments for $1,070,000 on June 15, 2018.		Coinvest Labs LLC	Limited Liability Company		TX	2017-06-30	1424 CHAROLETTE WAY		CARROLLTON	TX	75007	labs.coinve.st	OpenDeal Inc.	0001672732	007-00046	283874
0001669191-18-000307	0		Updated to reflect the titles of the company's two officers.	Stodo Technologies LLC	Limited Liability Company		CT	2015-11-13	81 Phoenix Ave.		Naugatuck, CT	CT	06770	www.facebook.com/stododelivers	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-18-000587	0			Natural Dynamic Systems	Corporation		CA	2017-08-21	619 West Avenue Q	Suite D	Palmdale	CA	93551	Natemd.wix.com/ndsystems	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000590	0			YouStake, Inc.	Corporation		DE	2015-05-01	455 N 3rd St	Ste 1010	Phoenix	AZ	85004	www.youstake.com	StartEngine Capital, LLC	0001665160	007-00007	
0001739571-18-000003	0			Crab Corner II, LLC	Limited Liability Company		NV	2011-09-20	1930 VILLAGE CENTER CIRCLE #3219		LAS VEGAS	NV	89134	http://www.crabcornerlv.com	NextSeed US LLC	0001667892	007-00023	283225
0001731158-18-000005	0		Updates to Exhibit B and Exhibit D.	Ten Thousand, Inc.	Corporation		DE	2013-01-17	16 WEST 22ND STREET	6TH FLOOR	NEW YORK	NY	10010	https://www.tenthousand.cc	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001725941-18-000003	0		The Form C has been amended to correct a scriveners error in the related parties transactions section and conflicts of interests section. As previously stated, the Company has no related party transactions or current conflicts of interest.	Mugatunes Inc.	Corporation		DE	2015-02-15	357 COMMERCIAL STREET, APT 321		BOSTON	MA	02109	www.mugatunes.com	OpenDeal Inc.	0001672732	007-00046	283874
0001741462-18-000002	1		The following amendments were made:  1) the risks to purchasers associated with corporate actions;  2) discussion and analysis of financial condition and results of operations.	Armored Citizen, LLC.	Limited Liability Company		UT	2017-05-19	1422 CALPAC AVENUE		SPANISH FORK	UT	84660	https://www.citizenarmor.com	Mr. Crowd	0001666102	007-00042	284278
0001712427-18-000003	0		Added David Tomlinson as CTO, corrected unpaid salaries, updated the closing date to reflect 7-31-2018	Kookaburra Sustainable Solutions Inc	Corporation		DE	2017-07-11	8565 S. EASTERN AVENUE		LAS VEGAS	NV	89107	www.kookaburrasustainablesolutions.com	truCrowd, Inc	0001667145	007-00015	
0001743775-18-000002	1		The following amendments were made:  1) amount of compensation to be paid to the intermediary; 2) the risks to purchasers associated with corporate actions; 3) discussion and analysis of financial condition and results of operations.	Organic Living Inc.	Corporation		FL	2010-05-01	1379 HIBISCUS STREET		CLEARWATER	FL	33755	http://OrganicLivingForAll.com	Mr. Crowd	0001666102	007-00042	284278
0001665160-18-000585	0			Security Biometrics Corporation	Corporation		DE	2017-04-19	8 Faneuil Hall North Marketplace	3rd Floor	Boston	MA	02109	www.biometricwallet.net	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000582	0			Orbis Law Corp.	Corporation		DE	2018-02-12	33 West Hawthorne Avenue		Valley Stream	NY	11580	https://www.getorbisapp.com/search	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-18-000310	0			Naia, Inc.	Corporation		CA	2013-01-01	736 Alfred Nobel Drive		Hercules	CA	94547	http://gelaterianaia.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001743949-18-000001	0			Jar Goods	Limited Liability Company		NJ	2013-03-08	80 RIDGE ROAD		GLEN ROCK	NJ	07452	https://www.jargoods.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001736388-18-000003	0		The Form C of the Issuer dated April 11, 2018 is hereby amended to increase the minimum investment amount to $100.00.	R3 Printing, Inc.	Corporation		DE	2018-03-12	274 W 119 STREET, APT 1A		NEW YORK	NY	10026	http://www.r3printing.com	OpenDeal Inc.	0001672732	007-00046	283874
0001737477-18-000004	0		Clarification that the outstanding loan payable to Joseph T. Rogers as described in Section 24 is a related parties transaction.	WorkDone Inc.	Other	Public Benefit Corporation	DE	2017-12-20	8306 WILSHIRE BLVD. #752		BEVERLY HILLS	CA	90211	workdone.ai	truCrowd, Inc	0001667145	007-00015	
0001648770-18-000003	0			Balloonr, Inc.	Corporation		DE	2015-06-03	13 TAMARA CT.		OXFORD	OH	45056	https://balloonr.com	OpenDeal Inc.	0001672732	007-00046	283874
0001735522-18-000003	0		Clarify Byron Stepner's  title as CEO, clarify use of funds when the target amount is reached, and answer the question 28 stating the company has no operating history and no significant amount of cash in the bank account.	Squirrel Capital Investments Inc.	Corporation		NV	2017-09-28	7250 EMPRESS DR		LAS VEGAS	NV	89147	greenhazeleasing.com	truCrowd, Inc	0001667145	007-00015	
0001702607-18-000005	0		"Correction 1: typo in the header of the offering statement instead of 22100000 Class A Common Shares it should read 10,000,000.  Correction 2: Material terms of indebtedness of the issuer, was added to the ""Description of Debt section."	Streaming Television Inc	Corporation		GA	2016-06-08	260 PEACHTREE ST NW	SUITE 2200	ATLANTA	GA	30303	www.citystreamingtv.com	truCrowd, Inc	0001667145	007-00015	
0001731158-18-000004	0			Ten Thousand, Inc.	Corporation		DE	2013-01-17	16 WEST 22ND STREET	6TH FLOOR	NEW YORK	NY	10010	https://www.tenthousand.cc	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001742846-18-000001	0			BelleIQ,Inc.	Corporation		DE	2017-03-20	440 PARK AVENUE SOUTH, FLOOR 14		NEW YORK	NY	10016	www.skinallies.com	OpenDeal Inc.	0001672732	007-00046	283874
0001743482-18-000001	0			Polymath Labs, Inc.	Corporation		DE	2014-06-05	1412 BROADWAY, FLOOR 21, SUITE 21A22		NEW YORK	NY	10018	www.ParagonOne.com	OpenDeal Inc.	0001672732	007-00046	283874
0001670254-18-000308	0			The Clement Street Brewpub, LLC	Limited Liability Company		CA	2017-06-05	1785 Fulton St.		San Francisco	CA	94117	http://lostmarblesbrewpub.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-18-000580	0		The issuer is updating the video transcript, campaign page, and offering document to reflect new name of coin.	General Presence Inc.	Corporation		DE	2011-02-28	26 WESTMINSTER AVENUE UNIT 4		VENICE	CA	90291	https://zenvideo.co	StartEngine Capital, LLC	0001665160	007-00007	
0001742134-18-000004	0			Item Banc	Corporation		SC	2018-06-04	201 MAIN STREET	NUMBER B	HARDEEVILLE	SC	29927	www.itembanc.io	FIRST DEMOCRACY VC	0001683054	007-00076	
0001743775-18-000001	0			Organic Living Inc.	Corporation		FL	2010-05-01	1379 HIBISCUS STREET		CLEARWATER	FL	33755	http://OrganicLivingForAll.com	Mr. Crowd	0001666102	007-00042	284278
0001670254-18-000305	0			'Laine's Bake Shop LLC, BG Consortium LLC	Limited Liability Company		IL	2014-07-18	11057 South Homewood Avenue		Chicago	IL	60643	http://www.lainesbakeshop.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001729427-18-000002	0	The Company successfully received investment commitments totaling $630,572 on June 11, 2018, although a final amount received into escrow has not be finalized.		CNS Pharmaceuticals, Inc.	Corporation		NV	2017-07-27	2100 WEST LOOP SOUTH	SUITE 900	HOUSTON	TX	77027	cnspharma.com	OpenDeal Inc.	0001672732	007-00046	283874
0001741620-18-000001	0			LOOK OPTIC, LLC	Limited Liability Company		DE	2015-06-24	283 BRONWOOD AVE		LOS ANGELES	CA	90049	https://www.lookoptic.com/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001665160-18-000578	0			Trait, Inc	Corporation		DE	2018-05-09	4250 STEPNEY DR		GAINESVILLE	VA	20155	http://bkaalon.wixsite.com/trait	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000575	0			Denim.LA, Inc.	Corporation		DE	2013-01-30	8899 Beverly Blvd	Suite 600	West Hollywood	CA	90048	www.dstld.com	StartEngine Capital, LLC	0001665160	007-00007	
0001741462-18-000001	0			Armored Citizen, LLC.	Limited Liability Company		UT	2017-05-19	1422 CALPAC AVENUE		SPANISH FORK	UT	84660	https://www.citizenarmor.com	Mr. Crowd	0001666102	007-00042	284278
0001670254-18-000304	0			Ohos, Inc.	Corporation		CO	2015-12-13	3000 Lawrence St., #040		Denver	CO	80205	http://www.myohos.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001669191-18-000304	0			PropertyClub, Inc.	Corporation		NY	2018-01-02	25 Broadway, 9th Floor	WeWork, Attn: PropertyClub, Ste 5021	new york	NY	10004	www.propertyclub.nyc	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001670254-18-000303	0			Four Step Marketing Consultants Inc.	Corporation		FL	2012-06-08	1609 S State Road 15-A #6		DeLand	FL	32720	https://www.marketingconsultants.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-18-000302	0			Yolo Rum, LLC	Limited Liability Company		CO	2018-03-05	5612 E Colfax Ave		Denver	CO	80220	http://www.yolorum.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-18-000572	0		Issuer added video transcript.	NOVA AERO TECHNOLOGY, INC	Corporation		DE	2018-03-23	THE INCUBATOR @ CENTENNIAL CAMPUS, NCSU	1017 MAIN CAMPUS DRIVE	RALEIGH	NC	27606	www.novoaerotech.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000571	0			MAGNABID, INC.	Corporation		DE	2015-11-19	9735 Wilshire Blvd,		Beverly Hills	CA	90212	www.magnabid.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000569	0		Issuer has updated the Video and video transcript.	Wise Power Inc	Corporation		DE	2017-11-02	2500 BROADWAY	BUILDING F, SUITE F-125	SANTA MONICA	CA	90404	http://getwisepower.com	StartEngine Capital, LLC	0001665160	007-00007	
0001579693-18-000003	0			Paul Evans LLC	Limited Liability Company		NY	2012-05-07	435 W. 57TH STREET 12P		NEW YORK	NY	10019	https://www.paulevansny.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
