ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001669191-18-000320	1	Christopher Lustrino	Principal Executive Officer	2018-06-15
0001669191-18-000320	2	Christopher Lustrino	Principal Financial Officer	2018-06-15
0001669191-18-000320	3	Christopher Lustrino	Principal Accounting Officer	2018-06-15
0001665160-18-000613	1	Ryan Oliges	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-26
0001665160-18-000611	1	Waldemar F. Kissel Jr.	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2018-06-26
0001739714-18-000001	1	Anne Chambers	CEO	2018-06-26
0001742134-18-000005	1	Virginia Robertson	CEO and Director	2018-06-26
0001665160-18-000609	1	Eric Swick	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2018-06-26
0001738944-18-000006	2	Patrick Rife	CVO and Manager	2018-05-23
0001738944-18-000006	3	Jeffrey Kurtzman	Manager	2018-05-23
0001738944-18-000006	1	Nicolas China	CEO and Manager	2018-05-23
0001744554-18-000001	1	Terri Arthur	Owner & CEO	2018-06-26
0001670254-18-000324	1	Mark G. Matossian	Director @ COO	2018-06-25
0001736304-18-000003	3	Nancy Bell	Director	2018-05-09
0001736304-18-000003	2	William Fitzmaurice	Director and President	2018-05-09
0001736304-18-000003	1	Edward McMahon	Founder and CEO	2018-05-09
0001670254-18-000324	2	M. Brian Barnett	Founder & CEO	2018-06-22
0001665160-18-000606	1	Jeannette Bryant	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-25
0001735494-18-000005	1	Jameen Willis	Managing Director	2018-06-25
0001735494-18-000005	2	Nicole Willis	CEO	2018-06-25
0001665160-18-000604	2	Steve Fambro	Principal Executive Officer and Director, Principal Accounting Officer	2018-06-25
0001665160-18-000604	1	Chris Anthony	Principal Executive Officer and Director, Principal Financial Officer	2018-06-25
0001702784-18-000002	1	John Mullin	CEO	2018-06-25
0001702784-18-000002	2	Lucas Hearl	CCO	2018-06-25
0001665160-18-000603	1	Corey Epstein	Co-CEO, Principal Executive Officer and Director	2018-06-25
0001665160-18-000603	3	Mark T. Lynn	Co-CEO, Director	2018-06-25
0001665160-18-000603	2	Kevin Morris	Principal Financial Officer and Principal Accounting Officer	2018-06-25
0001665160-18-000601	1	Murry England	Director, Principal Accounting Officer, and Principal Financial Officer	2018-06-22
0001665160-18-000602	1	Terry Marshall	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-22
0001670254-18-000323	2	Richard Yanda	President	2018-06-20
0001665160-18-000599	1	Brennen Hodge	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-22
0001665160-18-000598	2	Friso Schmid	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-22
0001670254-18-000323	1	Mark J Stephenson	Director	2018-06-20
0001665160-18-000597	1	Charles Powell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-22
0001665160-18-000601	2	Lisa Grossman	Director, Founder, Secretary	2018-06-22
0001665160-18-000598	1	Aike Muller	Principal Executive Officer and President	2018-06-22
0001670254-18-000322	1	Spencer Trotter	CEO/Founder	2018-06-22
0001693411-18-000001	1	Brandon Austin	CEO and Director	2018-06-22
0001693411-18-000001	2	Ryan Austin	Co-Founder and Director	2018-06-22
0001665160-18-000595	1	Jesse Lee Carrigan	CEO, Manager, Principal Financial Officer and Principal Accounting Officer	2018-06-22
0001665160-18-000592	4	Jim Riley	President	2018-06-22
0001665160-18-000592	3	Jeff Bentley	Director	2018-06-22
0001665160-18-000592	1	Steve Jugan	Principal Executive Office and Director	2018-06-22
0001665160-18-000592	2	Eric Morley	Principal Financial Officer and Principal Accounting Officer	2018-06-22
0001741753-18-000001	1	Paula Dezzutti Hewlette	Director, President, Chief Executive Officer	2018-06-22
0001742065-18-000006	1	Sherree Goldstein	Owner	2018-06-22
0001743808-18-000001	1	Blake Tengberg	Attorney	2018-06-20
0001670254-18-000320	2	Owen Gonzales	COO	2018-06-20
0001670254-18-000318	1	Chelsea Brownridge	CEO and Founder	2018-06-21
0001669191-18-000316	6	Michael Tippie	Board Member	2018-06-09
0001670254-18-000320	3	Jonathan Greenburg	CEO	2018-06-20
0001669191-18-000316	2	Michael Tippie	Principal Financial Officer	2018-06-21
0001669191-18-000316	3	Michael Tippie	Principal Accounting Officer	2018-06-21
0001669191-18-000316	4	Gitali Indra	Board Member	2018-06-08
0001669191-18-000316	5	Arup Indra	Board Member	2018-06-08
0001670254-18-000317	1	John C. Granville	CFO	2018-06-21
0001670254-18-000317	2	Philip Guerin	Managing Member	2018-06-21
0001670254-18-000320	1	jerry washburn	cfo	2018-06-20
0001670254-18-000321	2	Ivan Ablamskyi	Founder and CEO	2018-06-15
0001670254-18-000321	1	andrey kolodyuk	founder	2018-06-15
0001742118-18-000003	1	Alyssa Fine	Owner	2018-06-21
0001669191-18-000316	1	Michael Tippie	Principal Executive Officer	2018-06-09
0001739405-18-000002	1	Steve Wong	Managing member of Redwood Hospitality LLC, the managing member	2018-06-20
0001739405-18-000002	2	Nicholas Russell	Managing member of Redwood Hospitality LLC, the managing member	2018-06-20
0001669191-18-000313	4	Kwane Watson	Board Member	2018-05-01
0001669191-18-000313	3	John Scott Benton	Principal Accounting Officer	2018-05-01
0001669191-18-000313	2	Kwane Watson	Principal Financial Officer	2018-05-01
0001669191-18-000313	1	Kwane Watson	Principal Executive Officer	2018-05-01
0001742230-18-000001	2	Jay Brooker	COO	2018-06-21
0001742230-18-000001	1	Michael Tolkin	CEO	2018-06-21
0001669191-18-000310	2	Mark Jennings	Principal Financial Officer	2017-11-30
0001669191-18-000310	4	Mark Jennings	Board Member	2017-11-30
0001669191-18-000310	3	Mark Jennings	Principal Accounting Officer	2017-11-30
0001669191-18-000310	1	Mark Jennings	Principal Executive Officer	2017-11-30
0001670254-18-000315	1	Travis Brodeen	CTO, Newchip	2018-06-19
0001670254-18-000315	2	Judd Hollas	Co-founder & CFO	2018-06-19
0001670254-18-000315	3	Ryan Rafols	Founder & CEO	2018-06-19
0001739576-18-000003	1	Dzuy (Damon) Nam Huynh	CEO	2018-06-21
0001669191-18-000307	3	Adam  Lopez	Principal Accounting Officer	2018-03-17
0001669191-18-000307	2	Adam  Lopez	Principal Financial Officer	2018-03-17
0001669191-18-000307	1	Adam  Lopez	Principal Executive Officer	2018-03-17
0001665160-18-000590	1	Frank DeGeorge	CEO, Principal Executive Officer and Director	2018-06-20
0001665160-18-000590	2	Scott Hansbury	Director, Principal Financial Officer and Principal Accounting Officer	2018-06-20
0001665160-18-000587	1	Nathan Schreibfeder	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-20
0001739571-18-000003	1	John Smolen	Owner	2018-06-20
0001731158-18-000005	1	Keith B. Nowak	CEO and Director	2018-06-20
0001731158-18-000005	2	Eugenio Labadie	COO and Director	2018-06-20
0001725941-18-000003	1	Andrew Meagher	CEO	2018-06-20
0001725941-18-000003	2	Robert Gau	Advisor & Part-Time CFO	2018-06-20
0001741462-18-000002	1	Aaron K Gilbert	President & CEO	2018-06-20
0001712427-18-000003	1	Michael Schieck	President	2018-06-20
0001743775-18-000002	1	Jai McFall	Chief Executive Officer	2018-06-20
0001665160-18-000585	1	Joseph Gangi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-19
0001665160-18-000582	1	Mark Lichtshein	CEO and Principal Executive Officer	2018-06-19
0001665160-18-000582	3	Lisa Grossman	Director, Founder, Secretary	2018-06-19
0001665160-18-000582	2	Murry England	Director, Principal Accounting Officer, and Principal Financial Officer	2018-06-19
0001670254-18-000310	1	Bobby Sung  Lee	CFO	2018-06-18
0001670254-18-000310	2	Chris Tan	CEO and Co-Founder	2018-06-18
0001743949-18-000001	2	Laura Vitelli	Co-Founder & COO	2018-06-19
0001743949-18-000001	1	Melissa Vitelli	Co-Founder & CEO	2018-06-19
0001736388-18-000003	1	Daniel Downs	Director	2018-06-19
0001736388-18-000003	2	Paul Sieradzki	Director	2018-06-19
0001737477-18-000004	1	Joseph T. Rogers	CEO	2018-06-19
0001648770-18-000003	1	Noah Bornstein	CTO	2018-06-18
0001648770-18-000003	2	Amanda Greenberg	President, Treasurer and Secretary	2018-06-18
0001735522-18-000003	1	Byron Stepner	CEO	2018-06-18
0001702607-18-000005	1	Simon Bray Jr	CEO	2018-06-18
0001731158-18-000004	1	Keith B. Nowak	CEO and Director	2018-06-15
0001731158-18-000004	2	Eugenio Labadie	COO and Director	2018-06-15
0001742846-18-000001	1	Nu Dao	Co-Founder/CEO, Executive Chariman	2018-06-18
0001743482-18-000001	1	Byron Hsu	President & CTO	2018-06-18
0001743775-18-000001	1	Jai McFall	Chief Executive Officer	2018-06-15
0001670254-18-000308	1	Ivan Hopkinson	Founder	2018-06-15
0001665160-18-000580	1	Frank Erik Banks	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-15
0001742134-18-000004	1	Virginia Robertson	CEO and Director	2018-06-15
0001670254-18-000305	1	Rachel E. Bernier-Green	Owner	2018-06-14
0001729427-18-000002	1	Jerzy (George) Gumulka	Director	2018-06-13
0001729427-18-000002	4	John Climaco	Chief Executive Officer	2018-06-13
0001729427-18-000002	3	Matthew Lourie	Chief Financial Officer	2018-06-13
0001729427-18-000002	2	Donald H. Picker	Director	2018-06-13
0001741620-18-000001	1	Andrew Leary	Founder, Member	2018-06-15
0001741620-18-000001	2	Jonathan Saven	Founder, Member	2018-06-15
0001665160-18-000578	1	Mohammad Ghumman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-15
0001665160-18-000575	1	Corey Epstein	Co-CEO, Principal Executive Officer and Director	2018-06-15
0001665160-18-000575	2	Kevin Morris	Principal Financial Officer and Principal Accounting Officer	2018-06-15
0001665160-18-000575	3	Mark T. Lynn	Co-CEO, Director	2018-06-15
0001741462-18-000001	1	Aaron K Gilbert	President & CEO	2018-06-15
0001669191-18-000304	1	Andrew  Weinberger	Principal Executive Officer	2018-06-13
0001670254-18-000304	1	David Needham	CEO	2018-06-13
0001669191-18-000304	4	Andrew  Weinberger	Board Member	2018-06-13
0001669191-18-000304	3	Andrew  Weinberger	Principal Accounting Officer	2018-06-13
0001669191-18-000304	2	Andrew  Weinberger	Principal Financial Officer	2018-06-13
0001670254-18-000304	2	Dave Needham	CEO, Founder	2018-06-13
0001670254-18-000303	1	Sarah H. Law	CFO	2018-06-13
0001670254-18-000303	2	Matt Law	CEO	2018-06-13
0001665160-18-000572	1	Essam Tawfik Marcus	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-13
0001670254-18-000302	2	Philip Guerin	Managing Member	2018-06-13
0001670254-18-000302	1	John C. Granville	CFO	2018-06-13
0001665160-18-000571	1	Pez Zarifian	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-13
0001665160-18-000569	1	Kevin J. Williams	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-13
0001579693-18-000003	1	Evan Fript	CEO and Managing Member	2018-06-13
0001665160-18-000568	1	Jonathan Snyder	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-13
0001665160-18-000567	1	Pez Zarifian	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-12
0001665160-18-000566	1	Pez Zarifian	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-12
0001665160-18-000565	1	Tony Chan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-12
0001722152-18-000001	4	Thymaya Paine	Director, Secretary and VP of Operations	2018-06-12
0001722152-18-000001	3	Nikolas Gambaroff Moeller	Director and Chief Financial Officer	2018-06-12
0001722152-18-000001	2	Robert Abraham Stevens	Director, VP, and Chief Technology Officer	2018-06-12
0001722152-18-000001	1	Patricia Hertling	Director, Chief Executive Officer, and President	2018-06-12
0001665160-18-000564	1	Kenneth Farr	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-12
0001669191-18-000299	4	Michael Nelson	Board Member	2018-04-09
0001669191-18-000299	5	Erick Berglund	Board Member	2018-04-09
0001669191-18-000299	3	Michael Nelson	Principal Accounting Officer	2018-04-12
0001669191-18-000299	2	Michael Nelson	Principal Financial Officer	2018-04-12
0001669191-18-000299	1	Michael Nelson	Principal Executive Officer	2018-04-12
0001665160-18-000563	1	Karlos Walkes	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-12
0001665160-18-000562	1	Richard Paull	CFO, Treasurer, Director, Principal Financial Officer and Principal Accounting Officer	2018-06-12
0001665160-18-000562	2	Ahmad Moradi	Principal Founder, Chairman, CEO, President, Chief Science Officer, Principal Executive Officer and Director	2018-06-12
0001665160-18-000560	1	Hari Kunduru	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-11
0001665160-18-000558	1	Hari Kunduru	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2018-06-11
0001742065-18-000005	1	Sherree Goldstein	Owner	2018-06-11
0001665160-18-000555	1	Joel Cineas	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-11
0001731540-18-000003	1	Jonathan Chashper	Director	2018-06-11
0001730741-18-000004	1	Charles Broskoski	Director	2018-06-11
0001730741-18-000004	3	Christopher Sherron	Director	2018-06-11
0001730741-18-000004	2	Daniel Pianetti	Director	2018-06-11
0001670254-18-000298	2	Jerry Elliott	CEO	2018-06-08
0001670254-18-000300	1	Ryan Ferretti	CTO	2018-06-08
0001670254-18-000300	2	Soi Ty Kevin Tang	CoFounder & Head of Product Ops	2018-06-07
0001670254-18-000300	3	Twisha Shah-Brandenburg	Head of User experience	2018-06-07
0001670254-18-000300	4	Mohammad Ali Qureshi	Founder and CEO	2018-06-07
0001670254-18-000300	5	Dennis Robinson	CoFounder & COO	2018-06-07
0001670254-18-000299	1	Chris Taylor	Producer / Writer	2018-06-06
0001670254-18-000297	1	Jerry Elliott	Principal Financial and Principal Accounting Officer and sole member of the Board of Directors	2018-06-08
0001670254-18-000297	2	Jerry Elliott	CEO	2018-06-08
0001665160-18-000550	4	Charles Manning	Director/Founder	2018-06-08
0001665160-18-000550	3	JD Claridge	President/CEO	2018-06-08
0001665160-18-000550	2	Kevin Nichols	CFO	2018-06-08
0001665160-18-000550	1	Charles Manning	Co-Founder, Director	2018-06-08
0001665160-18-000552	1	Joshua Montgomery	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-08
0001670254-18-000298	1	Jerry Elliott	Principal Financial and Principal Accounting Officer and sole member of the Board of Directors	2018-06-08
0001665160-18-000545	1	Wilson Encarnacion	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-08
0001737017-18-000004	2	Jeffery S Darby	Manager of UBGP, LLC (sole manager of Uncle Billy's Taproom, LLC)	2018-05-17
0001737017-18-000004	4	Kyle Smith	Controller	2018-05-17
0001737017-18-000004	3	Jim Houchins	Manager of UBGP, LLC (sole manager of Uncle Billy's Taproom, LLC)	2018-05-17
0001737017-18-000004	1	Robert A. Leggett	Manager of UBGP, LLC (sole manager of Uncle Billy's Taproom, LLC)	2018-05-17
0001665160-18-000543	1	Karen St. Hilaire	CEO, Principal Executive Officer and Director	2018-06-08
0001665160-18-000543	2	Bobbi Hull	Vice President, Secretary, and Director	2018-06-08
0001665160-18-000542	1	Arif Ferda Kertmelioglu	Chairman, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-08
0001670254-18-000295	2	Adam Van Cleave	President & CEO	2018-06-06
0001670254-18-000295	1	John Van Cleave	CFO	2018-06-06
0001670254-18-000294	4	Vanessa Braxton	CEO & President	2018-06-01
0001670254-18-000294	3	Sheila Copeland	Government and Licensing Organization	2018-06-02
0001670254-18-000294	2	Darryl McCoy II	VP of Advertising & Marketing Technologies	2018-06-03
0001670254-18-000294	1	George Toolie	VP of National Sales & Marketing Rep	2018-06-03
0001670254-18-000293	2	Mary Maxson Thompson	indepependent investor	2018-06-01
0001670254-18-000293	1	Davis Sean Tucker	President/Founder	2018-06-01
0001670254-18-000293	3	Donald Frederick Thompson	brewmaster	2018-06-01
0001669191-18-000297	3	Michael Nelson	Principal Accounting Officer	2018-04-12
0001669191-18-000297	4	Michael Nelson	Board Member	2018-04-09
0001669191-18-000297	5	Erick Berglund	Board Member	2018-04-09
0001669191-18-000297	1	Michael Nelson	Principal Executive Officer	2018-04-12
0001669191-18-000297	2	Michael Nelson	Principal Financial Officer	2018-04-12
0001665160-18-000540	1	Steven T Gordon	Principal Executive Officer and Manager	2018-06-07
0001665160-18-000540	2	Robert Lloyd	Principle Financial Officer and Principle Accounting Officer	2018-06-07
0001669191-18-000295	4	Mark Jennings	Board Member	2017-11-30
0001669191-18-000295	1	Mark Jennings	Principal Executive Officer	2017-11-30
0001669191-18-000295	2	Mark Jennings	Principal Financial Officer	2017-11-30
0001669191-18-000295	3	Mark Jennings	Principal Accounting Officer	2017-11-30
0001670254-18-000292	3	Joseph Hyman	Co-Founder and CEO	2018-06-05
0001665160-18-000539	1	Mark Hanchett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-06
0001683872-18-000001	1	/Storm Sondors/	CEO	2018-06-06
0001670254-18-000292	2	Alexandre Wing	Co-Founder and COO	2018-06-05
0001670254-18-000292	1	Ezekiel Kolajo	Lead Engineer	2018-06-05
0001720033-18-000003	1	Vico Neve Enterprises Ltd.	Managing Member	2018-06-06
0001683168-18-001607	1	/s/ Charles Feltman	President	2018-06-06
0001730905-18-000007	1	William S. Dodson, Jr.	Director, President, Secretary, and Treasurer	2018-06-06
0001665160-18-000536	2	Richard Sherman	COO, Principal Financial Officer, Principal Accounting Officer, and Director	2018-06-05
0001665160-18-000538	2	Richard Sherman	COO, Principal Financial Officer, Principal Accounting Officer, and Director	2018-06-05
0001665160-18-000538	1	Alaxander Villmann	CEO, Principal Executive Officer and Director	2018-06-05
0001665160-18-000536	1	Alaxander Villmann	CEO, Principal Executive Officer and Director	2018-06-05
0001568609-18-000003	1	Jennifer Williams	Manager and COO	2018-06-05
0001568609-18-000003	2	William (Adam) Greene	Manager and Chief Marketing Officer	2018-06-05
0001568609-18-000003	3	Brennen Lawrence	CEO	2018-06-05
0001668287-18-000064	1	David Colella	Partner	2018-06-05
0001682510-18-000004	5	Kim Cunningham	Director	2018-05-25
0001682510-18-000004	3	Garrett Imeson	Director	2018-05-25
0001682510-18-000004	2	Jessica Imeson	Director	2018-05-25
0001682510-18-000004	1	Rob Imeson	CEO, Principal Executive Officer, Principal Accounting Officer, Principal Financial Officer, and Director	2018-05-25
0001682510-18-000004	4	Patrick Imeson	Director	2018-05-25
0001665160-18-000534	1	John Hussey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-04
0001665160-18-000532	1	Tony Chan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-04
0001675773-18-000003	3	/s/ Jake Shapiro	President and CEO and Director	2018-06-04
0001675773-18-000003	2	Bob Mason	Director	2018-06-04
0001675773-18-000003	1	/s/ Kerri Hoffman	Director	2018-06-04
0001723949-18-000017	1	Robert Dames	President	2018-06-04
0001723949-18-000017	2	Thomas Kearney	CEO	2018-06-04
0001723949-18-000016	2	Thomas Kearney	CEO	2018-06-04
0001723949-18-000016	1	Robert Dames	President	2018-06-04
0001670254-18-000290	3	Yannis Moati	CEO and Co-Founder	2018-05-31
0001665160-18-000528	1	Peter Kaufman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-01
0001670254-18-000290	1	Eddy Kaljic	COO	2018-06-01
0001670254-18-000290	2	Tony Cheung	Principal Accounting Officer	2018-06-01
0001739626-18-000003	1	Michael Costa	Director, President, Secretary and CEO	2018-06-01
0000921895-18-001862	1	Dzuy (Damon) Nam Huynh	CEO	2018-06-01
0001668287-18-000061	1	Mark Hayes	Owner	2018-06-01
0001669191-18-000292	1	David Mapley	Principal Executive Officer	2018-02-28
0001669191-18-000292	3	David Mapley	Principal Accounting Officer	2018-03-01
0001669191-18-000292	4	David Mapley	Board Member	2018-02-28
0001669191-18-000292	2	David Mapley	Principal Financial Officer	2018-03-01
0001669191-18-000290	3	Bryce Prior	Principal Accounting Officer	2018-01-22
0001669191-18-000290	2	Bryce Prior	Principal Financial Officer	2018-01-22
0001669191-18-000290	1	Dane Rudy	Principal Executive Officer	2018-01-22
0001669191-18-000290	4	Bryce Prior	Board Member	2018-01-22
0001669191-18-000290	5	Dane Rudy	Board Member	2018-01-22
0001726635-18-000005	2	Kush Patel	Chief Technology Officer	2018-06-01
0001726635-18-000005	1	Obi Omile Jr	Chief Executive Officer	2018-06-01
0001740484-18-000003	1	Rafael Ferreira	Founder & CEO	2018-05-31
0001740484-18-000001	1	Rafael Ferreira	Secretary and Director	2018-05-31
0001742118-18-000001	1	Alyssa Fine	Owner	2018-05-31
0001665160-18-000524	2	Peush Jain	Director	2018-05-31
0001665160-18-000524	3	Sachin Arora	Director	2018-05-31
0001665160-18-000524	1	Ankit Chaudhari	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-05-31
0001665160-18-000522	1	Nadav Cornberg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-05-31
0001665160-18-000517	1	Avi Bernard	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-05-30
