ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001796828-20-000007	1		The offer extends by 7 days. The new deadline for the offer is Friday, July 10, 2020.	3204 Lyons Avenue LLC	Limited Liability Company		TX	2019-12-15	2634 BEVIS ST		HOUSTON	TX	77008	http://www.invictusdg.com/lyonave	Buy The Block	0001693877	007-00098	287496
0001665160-20-000885	1		Issuer is extending the length of their campaign by 60 days.	Rumble Motors, Inc.	Corporation		CA	2019-07-02	4563 MAPLE CREST ST		SACRAMENTO	CA	95834	www.rumblemotors.com	StartEngine Capital, LLC	0001665160	007-00007	
0001775186-20-000002	0			Sama Sama LLC	Limited Liability Company		TX	2018-06-11	1617 RICHMOND AVENUE		HOUSTON	TX	77005	https://www.gettoastedhtx.com/				
0001785236-20-000004	0			Texas Karne, LLC														
0001780439-20-000032	0			Love The Network	Corporation		ME	2019-03-15	75 BISHOP STREET	SUITE 12	PORTLAND	ME	04103	https://lovethenetwork.com	Fundopolis Portal LLC	0001729158	007-00143	292835
0001815611-20-000002	1		Increasing the Maximum Offering Amount of the Combined Offerings from $1,000,000 to $1,335,000.	CodeCombat Inc.	Corporation		DE	2013-04-18	301 HOWARD ST	SUITE 830	SAN FRANCISCO	NY	94105	https://www.codecombat.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001665160-20-000883	0			Style Station, Inc.	Corporation		DE	2016-10-20	7111 Santa Monica Blvd., Ste B	#174	West Hollywood	CA	90046	www.thestylestation.com				
0001665160-20-000882	1		Issuer is extending the length of their campaign by 60 days.	Liberty PlugIns, Inc.	Corporation		DE	2009-09-15	1482 EAST VALLEY RD, STE 329	SUITE 329	SANTA BARBARA	CA	93108	www.libertyaccesstechnologies.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000880	1		Issuer is extending the campaign and updating the page	Locking Line Barriers Corporation dba WaterBlocks	Corporation		CO	2015-10-10	4155 E Jewell Ave, suite 610		Denver	CO	802220	www.WaterBlocks.net	StartEngine Capital, LLC	0001665160	007-00007	
0001797565-20-000002	1		This Amendment is filed to extend the Offering deadline to February 21, 2021 and to disclose the six month extension of the Company's $200,000 promissory note issued to its affiliate, BioPact Ventures, LLC.	BioPact Cellular Transport, Inc.	Corporation		NV	2019-08-28	13477 FITZHUGH ROAD		AUSTIN	TX	78736	biopactct.com	Equifund Crowd Funding Portal Inc.	0001705665	007-00115	288900
0001665160-20-000878	1		Issuer is extending the length of their campaign by 60 days.	Franny's Manufacturing Inc	Corporation		NC	2019-03-18	1300-B PATTON AVE		ASHEVILLE	NC	28806	www.frannysfarmacy.com	StartEngine Capital, LLC	0001665160	007-00007	
0001815611-20-000001	0			CodeCombat Inc.	Corporation		DE	2013-04-18	301 HOWARD ST	SUITE 830	SAN FRANCISCO	CA	94105	https://www.codecombat.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001665160-20-000877	1		Issuer is extending the length of their campaign by 60 days.	Prime Lightworks Inc.	Corporation		DE	2015-09-29	2909 OREGON CT STE C12	SUITE 300 #789	TORRANCE	CA	90503	http://www.primelightworks.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000876	1		Issuer is extending the length of their campaign by 60 days.	Fantasy Network Corp	Corporation		DE	2019-07-10	4152 MERIDIAN ST. SUITE 105 #65	SUITE 105 #65	BELLINGHAM	WA	98226	www.TheFantasy.Network	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000875	1		Issuer is extending the length of their campaign by 60 days.	El Tinieblo International, Inc.	Corporation		DE	2018-09-24	1 WILDWOOD ROAD		LACONIA	NH	03246	www.eltinieblo.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000874	1		Issuer is extending the length of their campaign by 60 days.	Flower Turbines LLC	Corporation		DE	2013-09-25	240 CENTRAL AVE., # 1J	1J	LAWRENCE	NY	11559	http://www.flowerturbines.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000873	1		Issuer is extending the length of their campaign by 60 days.	XTI Aircraft Co	Corporation		DE	2009-09-29	2209 GREEN OAKS LANE	55 MADISON STREET, SUITE 600	GREENWOOD VILLAGE	CO	80121	http://www.xtiaircraft.com/home/	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000872	1		Issuer is extending the length of their campaign by 60 days.	VLISO, inc.	Corporation		DE	2017-07-21	2035 SUNSET LAKE ROADSUITE B-2	SUITE B-2	NEWARK	DE	19703	http://chow420.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000871	1		Issuer is extending the length of their campaign by 60 days.	Clear Genius Inc.	Corporation		DE	2014-04-29	103 KOCH RD.	#31309	CORTE MADERA	CA	94925	clear-genius.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000870	1		Issuer is extending the length of their campaign by 60 days.	Metai Knights Media Inc	Corporation		WY	2019-08-30	600 5TH AVENUE		NEW YORK	NY	10020	www.metaiyeknights.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000869	1		Issuer is extending the length of their campaign by 60 days.	Kebapolis LLC	Corporation		NY	2019-10-11	819 GARRISON AVE		BRONX	NY	10474	gradyscoldbrew.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000867	0			Charron Favreau, S.P.C.	Corporation		WA	2019-02-11	4682 Calle Bolero, Unit B		Camarillo	CA	93012	http://chareau.us/	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000865	1		Issuer is extending the length of their campaign by 60 days.	VegasWINNERS Inc.	Corporation		NV	2018-08-31	1930 VILLAGE CENTER CIRCLE SUITE 3-376	SUITE 3-376	LAS VEGAS	NV	89134	https://VegasWINNERS.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000864	1		Issuer extended their campaign and updated their perks.	Hitch Hotel, Inc.	Corporation		DE	2015-04-21	24852 Avenue Rockefeller		Santa Clarita	CA	91355	www.hitchhotel.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000862	1		Issuer is extending the length of their campaign by 60 days.	Life Imaging Fla, Inc.	Corporation		DE	2019-07-17	330 3RD ST S UNIT 605	S UNIT 605	SAINT PETERSBURG	FL	33701	lifeimagingfla.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000861	1		Issuer is extending the length of their campaign by 60 days.	Pacific Integrated Energy, Inc.	Corporation		DE	2010-08-24	11555 SORRENTO VALLEY RD STE 204	SUITE 308-216	SAN DIEGO	CA	92121	www.pienergy.com	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-20-000567	0			Firehawk Aerospace Inc.	Corporation		DE	2019-09-24	251 Little Falls Dr		Wilmington	DE	19808	https://www.firehawkaerospace.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-20-000860	1		Issuer is extending the length of their campaign by 60 days.	Thalia Brands, Inc.	Corporation		DE	2019-06-21	548 CONTRA COSTA BLVD, SUITE O	SUITE O	PLEASANT HILL	CA	94523	thaliacapos.com	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-20-000565	0			Basement Sports, Inc.	Corporation		DE	2019-10-23	150 Bay Street	Suite 718	Jersey City	NJ	07302	https://www.basementsports.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-20-000859	0		Updated campaign page with new video	Vestaboard, Inc.	Corporation		DE	2015-08-05	1777 Yosemite Avenue		San Francisco	CA	94124	http://www.vestaboard.com	StartEngine Capital, LLC	0001665160	007-00007	
0001812346-20-000005	0			Cloud Computing Solutions Group, Inc	Corporation		DE	2020-01-22	1212 DREAM BRIDGE DR		LAS VEGAS	NV	89144	www.cloudcomputingsolutiongroup.com	Fundme.com, Inc.	0001683485	007-00078	
0001665160-20-000858	0			Macro Snacks Inc.	Corporation		NC	2018-04-18	422 Crompton Street		Charlotte	NC	28273	www.snackmacro.com	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-20-000341	0		issuer extended the offering date.	Puro Trader, Inc dba Yahyn	Corporation		DE	2013-02-12	25 SUNDIAL AVE STE 406		Manchester	NH	03103	www.yahyn.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001816036-20-000001	0			Squash the Beef Catering LLC	Limited Liability Company		OH	2019-03-15	901 LANCEWOOD DRIVE		MACEDONIA	OH	44056	https://squashthebeefcatering.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001670254-20-000563	0			My-Nyoobe, Inc	Corporation		DE	2017-07-25	4763 Fremont St		Jacksonville	FL	32210	https://nyoobe.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001717800-20-000002	0			Charlotte's Closet, LLC	Limited Liability Company		DE	2016-02-22	10 Capi Lane		Port Washington	NY	11050	charlottes-closet.com				
0001762574-20-000002	0			Shaping Games Inc.	Corporation		DE	2018-08-27	347 5TH AVENUE, SUITE 1402	C/O PRYOR CASHMAN	NEW YORK	NY	10016	ico.vreo.io				
0001816024-20-000001	0			Studio Iplay Inc	Limited Liability Company		MI	2018-12-27	21310 COOLIDGE HWY		OAK PARK	MI	48237	https://www.paintplayparty.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001669191-20-000336	0		issuer extended the offering date.	Infinovate LLC	Limited Liability Company		DE	2016-05-24	3753 Howard Hughes Drive	Suite 215	Las Vegas	NV	89169	www.infinovate.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001670254-20-000561	0			Where's Rose, LLC	Limited Liability Company		NC	2020-05-25	110 North Poplar Street		Winston-Salem	NC	27101	https://wheresrosefilm.wordpress.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001669191-20-000338	0		issuer extended the offering date.	Domestic Brands Inc	Corporation		DE	2018-09-19	235 E Broadway	Ste 518	Long Beach	CA	90802	cnctea.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001746059-20-000176	0			LaPosta Pizza LLC	Limited Liability Company		MA	2019-05-17	9 STERLING STREET		MEDFORD	MA	02155	http://dalaposta.com	MainVest, Inc.	0001746059	007-00162	
0001790689-20-000003	0			Another Round LLC	Limited Liability Company		TX	2017-09-06	1921 Marydale Dr		DALLAS	TX	75208	www.anotherrounddallas.com				
0001789878-20-000004	0			Giant Leap Coffee, LLC	Limited Liability Company		TX	2019-08-23	3302 GARROW ST.		HOUSTON	TX	77003	www.giantleapcoffee.com				
0001213900-20-015810	0			Westridge Capital, LLC	Limited Liability Company		MN	2020-01-28	1331 LAKE DRIVE WEST	APT 115	CHANHASSEN	MN	55317	https://www.westridgerei.com/	Silicon Prairie Holdings Inc.	0001711770	007-00123	289746
0001665160-20-000855	0			Como Audio, Inc	Corporation		DE	2016-02-01	21 Drydock Avenue		Boston	MA	02210	comoaudio.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000852	0	The amount raised at the close of the offering was $366,003.00 through SAFE.		COMSERO, INC.	Corporation		DE	2013-04-01	2150 MARKET STREET		DENVER	CO	80205	http://www.mcsquares.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001669191-20-000334	0		issuer extended the offering date.	We Are Kula, LLC	Limited Liability Company		FL	2018-04-24	136 NE 16th Street		Boca Raton	FL	33432	www.kulacrate.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-20-000851	0	At the close of the offering, the issuer closed on $120,383 and 26,678 number of securities.		Charron Favreau, SPC	Limited Liability Company		WA	2011-08-12	4682 CALLE BOLERO	UNIT B	CAMARILLO	CA	93012	http://www.chareau.us	Wefunder Portal LLC	0001670254	007-00033	283503
0001742162-20-000002	0			Consumer Cooperative Group Inc	Corporation		OR	2017-01-27	5900 Balcones Dr	Ste 100	Austin	TX	78731	www.ccg.coop	Buy The Block	0001693877	007-00098	287496
0001747795-20-000001	0			Lavabit LLC	Limited Liability Company		TX	2004-07-02	5930 Royal Lane Ste E #382	5930 Royal Lane Ste E #382	Dallas	TX	75230	https://lavabit.com/				
0001670254-20-000559	0			POWERHANDZ Inc	Corporation		TX	2013-11-21	2633 Mckinney Ave Ste 130-255		Dallas	TX	75204	http://www.POWERHANDZ.com				
0001670254-20-000560	0			Epec Holdings, Inc. (f/k/a Epec Biofuels Holdings, Inc.)	Corporation		FL	2008-10-09	1776 Pine Island Road, Suite 316		Plantation	FL	33322	http://jamesfchyde.com				
0001796060-20-000007	0		Moving related person transaction (with Karl Duffey) from Item (m) to Item (r).	Dope Coffee Co LLC	Limited Liability Company		GA	2019-03-27	4110 PEABODY COURT		DECATUR	GA	30034	www.realdope.coffee	MiTec, PBC	0001690300	007-00133	292759
0001816075-20-000001	0			Leaping Harts, Inc.	Corporation		DE	2018-03-01	117 NE 1st Avenue		Miami	FL	33132	www.kiddiekredit.com	MicroVenture Marketplace, Inc.	0001478147	008-68458	152513
0001779469-20-000001	1		This amendment is to extend the duration of the offering (with the reasoning for extending).  It also includes a reduction in the minimum target (with the reason for the reduction and the use of those funds).	Shift, LLC	Limited Liability Company		CA	2018-10-15	3101 N. FILBERT AVE.		FRESNO	CA	93727	https://studios.vidangel.com/theshift	VAS Portal, LLC	0001749383	007-00165	298941
0001665160-20-000850	0			Strengths, Inc.	Corporation		DE	2017-10-03	1806 North 500 East		Provo	UT	48604	www.soar.com	StartEngine Capital, LLC	0001665160	007-00007	
0001752964-20-000008	0	The Offering closed successfully on June 24, 2020, having received investment commitments of $107,000, although a final accounting has not taken place.		Axle AI, Inc.	Corporation		DE	2018-07-12	38 FENWAY		BOSTON	MA	02215	http://www.axle.ai	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-20-000847	0			Streamlytics, Inc.	Corporation		DE	2018-10-11	8623 Washington Blvd		Culver City	CA	90232	https://www.streamlytics.co/	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-20-000558	1		Material amendment - adding CPA-reviewed financial statements.	SapientX Inc.	Corporation		DE	2016-04-06	4600 Smith Grade Road		Santa Cruz	CA	95060	http://www.sapientx.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-20-000845	0	At the close of the offering, the issuer closed on $36,686.25 and 32,328 number of securities.		vRotors, Inc.	Corporation		DE	2018-11-13	24337 SONGSPARROW LANE		CORONA	CA	92883	https://vrotors.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000844	0	At the close of the offering, the issuer closed on $1,070,000 and 557,690 number of securities.		Tall Idea Labs, Inc.	Corporation		DE	2014-10-03	440 N WOLFE RD		SUNNYVALE	CA	94085	www.commerce.ai	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-000843	1		Issuer Updating Perks	Saucy Brew Works, LLC	Limited Liability Company		OH	2015-06-15	2885 Detroit Ave.		Cleveland	OH	44113	www.saucybrewworks.com	StartEngine Capital, LLC	0001665160	007-00007	
0001775186-20-000001	0			Sama Sama LLC	Limited Liability Company		TX	2018-06-11	1617 RICHMOND AVENUE		HOUSTON	TX	77006	https://www.gettoastedhtx.com/				
0001670254-20-000555	1		Adding Lead Investor	Curastory Inc.	Corporation		DE	2019-08-23	284 Humboldt Street	#5E	Brooklyn	NY	11206	https://curastory.co	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-20-000841	0			Saucy Brew Works, LLC	Limited Liability Company		OH	2015-06-15	2885 Detroit Ave.		Cleveland	OH	44113	www.saucybrewworks.com	StartEngine Capital, LLC	0001665160	007-00007	
0001738026-20-000003	0		The issuer has updated their offering page.	Reflex Red Storm, LLC	Limited Liability Company		MT	2017-06-20	1121 E. BROADWAY ST.	STE. 135	MISSOULA	MT	59802	https://reflexprotect.com/	OpenDeal Portal LLC	0001751525	007-00167	283874
0001665160-20-000839	0			Strengths, Inc.	Corporation		DE	2017-10-03	1806 North 500 East		Provo	UT	48604	www.soar.com				
0001665160-20-000837	0	At the close of the offering, the issuer sold 446,294 of Class A Common Stock for a total amount raised of $267,110.00.		Strengths, Inc.	Corporation		DE	2017-10-03	1806 NORTH 500 EAST		PROVO	UT	48604	http://www.soar.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-20-000836	0			PlantSnap, Inc.	Corporation		DE	2016-06-16	473.5 WEST COLORADO AVE		Telluride	CO	81435	https://www.plantsnap.com				
0001669191-20-000332	0		issuer extended the offering date.	Shockwave Motors, Inc.	Corporation		DE	2014-02-10	5840 Brights Pike		Russellville	TN	37860	www.ShockwaveMotors.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000330	0		issuer extended the offering date.	ecoText, Inc	Corporation		NH	2018-03-29	25 Morningside Dr		Dover	NH	03820	ecotext.co	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001802096-20-000008	0	The Offering closed successfully on June 13, 2020, having received investment commitments of $607,939, although a final accounting has not taken place.		Teooh, Inc.	Corporation		DE	2018-08-02	3749 FILLMORE ST.		SAN FRANCISCO	CA	94123	www.teooh.com	OpenDeal Portal LLC	0001751525	007-00167	
0001768717-20-000004	0		This Form C is hereby amended on June 22, 2020 to correct the issuer's name from Myapps Corp, Inc. to Myapps Corp.	MyApps Corp.	Corporation		FL	2019-01-18	801 INTERNATIONAL PARKWAY	SUITE 500	LAKE MARY	FL	32746	https://CallingDr.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001670254-20-000554	1		Adding Lead Investor	Digifox Corp.	Corporation		DE	2019-07-08	6104 Warbler Way		Glen Allen	VA	23059	http://digifox.finance	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-20-000548	0			27 Ventures Inc	Corporation		DE	2019-03-27	110 Wall Street		New York	NY	10005	https://www.wehavemoxi.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-20-000553	0			Subverse Inc.	Corporation		CT	2019-06-05	29 North Main Street		South Norwalk	CT	06854	https://subverse.net				
0001670254-20-000552	0			Minds, Inc.	Corporation		DE	2011-02-11	PO BOX 7681		Wilton	CT	06897	https://minds.com				
0001104659-20-075378	0	The company raised $287,474 in the offering.		Legion M Entertainment, Inc.	Corporation		DE	2016-03-04	1801 CENTURY PARK EAST 24TH FLOOR		LOS ANGELES	CA	90067	http://www.legionm.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-20-000550	0			DIVERTsessions 1 Inc	Corporation		DE	2019-08-16	13603 Marina Pointe Dr	Unit C322	Marina Del Rey	CA	90292	http://www.DIVERTbrands.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001746059-20-000175	0			Amar LLC	Limited Liability Company		MA	2019-09-20	27 CHASE STREET		PAWTUCKET	RI	02861	www.acopiaharvest.com	MainVest, Inc.	0001746059	007-00162	
0001670254-20-000545	0			Makeba, Inc	Corporation		DE	2016-05-24	85 Broad Street, 29th Fl		New York	NY	10004	https://makeba.money	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-20-000543	1		Added Lead Investor, added CPA reviewed financial statements, adjusted early bird terms to cover the first $600k of the campaign	GroGuru, Inc.	Corporation		DE	2014-06-17	4250 Executive Square	Suite 200	La Jolla	CA	92037	https://www.groguru.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-20-000542	0			GroGuru, Inc.	Corporation		DE	2014-06-17	4250 Executive Square	Suite 200	La Jolla	CA	92037	https://www.groguru.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-20-000540	0			Do Only Good Certified Pet Nutrition, LLC	Limited Liability Company		CA	2016-07-08	1623 Bridgegate St		Westalke Village	CA	91361	http://www.dogcertified.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001794484-20-000005	0			Alpha'a, Inc.	Corporation		DE	2016-02-16	157 COLUMBUS AVENUE		NEW YORK	NY	10023	http://alphaainc.com				
0001794484-20-000004	0			Alpha'a, Inc.	Corporation		DE	2016-02-16	157 COLUMBUS AVENUE		NEW YORK	NY	10023	http://alphaainc.com				
0001670254-20-000539	0			CoPeace PBC	Other	Public Benefit Corporation	DE	2018-05-30	P.O. Box 631157		Highlands Ranch	CO	80163	http://copeace.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-20-000538	1		Adjusting campaign minimum and closing date	SportBLX Thoroughbreds Corp.	Corporation		DE	2019-01-14	411 East 57th Street	Suite 1-A	New York	NY	10022	https://sportblx.com/offerings/sportblx-thoroughbreds/	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-20-000536	1		Adding Lead Investor.	Rentberry, Inc.	Corporation		DE	2015-08-28	201 Spear Street, Ste 1100		San Francsico	CA	94105	https://rentberry.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001666102-20-000020	1		Updates: compensation to intermediary; update of financial statements; min and max offering amount; use of proceeds; financial conditions and historical results of operation; risk factors; valuation method; material terms of indebtedness	Connection Publishing, LLC	Limited Liability Company		UT	2016-07-05	163 W. LOMOND VIEW DR.		NORTH OGDEN	UT	84414	https://www.connectionpub.com/	Mr. Crowd	0001666102	007-00042	284278
0001670254-20-000535	0			California Fruit Wine Corp.	Corporation		CA	2013-05-09	1477 University Ave		San Diego	CA	92103	http://www.fruitcraft.com	Wefunder Portal LLC	0001670254	007-00033	283503
