ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-20-000871	1	Clear Genius Inc.	Harry R. Kraatz	CEO, Principal Executive Officer and Director
0001665160-20-000870	1	Metai Knights Media Inc	Dele Atanda	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000869	1	Kebapolis LLC	Grayson M. Laird	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000867	1	Charron Favreau, S.P.C.	Kurt Charron	CEO, President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000865	1	VegasWINNERS Inc.	Wayne Allyn Root	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000864	1	Hitch Hotel, Inc.	Geoff Patterson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principle Accounting Officer
0001665160-20-000862	1	Life Imaging Fla, Inc.	J. Thomas Graham	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000861	1	Pacific Integrated Energy, Inc.	Phil Layton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-20-000567	1	Firehawk Aerospace Inc.	Will Edwards	CEO
0001665160-20-000860	1	Thalia Brands, Inc.	Chris Bradley	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-20-000565	1	Basement Sports, Inc.	Arman Rousta	Founder
0001665160-20-000859	1	Vestaboard, Inc.	Dorrian Porter	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001812346-20-000005	1	Cloud Computing Solutions Group, Inc	Justin Covillon	President
0001665160-20-000858	1	Macro Snacks Inc.	Justin Wiesehan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000341	1	Puro Trader, Inc dba Yahyn	Joshua  Leavitt	Principal Executive Officer
0001816036-20-000001	1	Squash the Beef Catering LLC	Candace Maiden	Co-Owner
0001670254-20-000563	1	My-Nyoobe, Inc	Michael Lee	Co-Founder/CFO
0001717800-20-000002	1	Charlotte's Closet, LLC	Jen Forman	Founder/CEO
0001762574-20-000002	1	Shaping Games Inc.	Andreas Schemm	Director
0001816024-20-000001	1	Studio Iplay Inc	Kandis Hall	Owner
0001669191-20-000338	1	Domestic Brands Inc	Lawrence Charles	Principal Executive Officer
0001669191-20-000336	1	Infinovate LLC	Jason Ozur	Principal Executive Officer
0001670254-20-000561	1	Where's Rose, LLC	Justin Boswick	Producer
0001746059-20-000176	1	LaPosta Pizza LLC	Mario LaPosta	Owner and Founder
0001790689-20-000003	1	Another Round LLC	Gary Kendall Spence	Manager
0001789878-20-000004	1	Giant Leap Coffee, LLC	Logan Beck	President
0001213900-20-015810	1	WESTRIDGE CAPITAL, LLC	/s/ William R. Johnson	President, CEO, Secretary and Treasurer
0001665160-20-000855	1	Como Audio, Inc	Thomas DeVesto	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000852	1	COMSERO, INC.	Anthony Franco	CEO
0001669191-20-000334	1	We Are Kula, LLC	Shawn Rudnick	Principal Executive Officer
0001665160-20-000851	1	Charron Favreau, SPC	Kurt Charron	President
0001742162-20-000002	1	Consumer Cooperative Group Inc	Tanen Andrews	Founder/CEO
0001670254-20-000559	1	POWERHANDZ Inc	Danyel Surrency Jones	CO-Founder / CEO
0001747795-20-000001	1	Lavabit LLC	Ladar Levison	Founder & CEO
0001670254-20-000560	1	Epec Holdings, Inc. (f/k/a Epec Biofuels Holdings, Inc.)	Steve Vanechanos	Executive Chairman of the Board
0001796060-20-000007	1	Dope Coffee Co LLC	Michael Loyd	Founder, Manager, and Chief Executive Officer
0001816075-20-000001	1	Leaping Harts, Inc.	Evan Leaphart	CEO
0001779469-20-000001	1	Shift, LLC	Brock Heasley	CEO
0001665160-20-000850	1	Strengths, Inc.	Paul Allen	CEO, Principal Executive Officer and Director
0001752964-20-000008	1	Axle AI, Inc.	Samuel W. Bogoch	CEO, Director
0001665160-20-000847	1	Streamlytics, Inc.	Angela Benton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-20-000558	1	SapientX Inc.	David Colleen	Founder, CEO, Chairman of the Board
0001665160-20-000845	1	vRotors, Inc.	Sunil Malhotra	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000844	1	Tall Idea Labs, Inc.	Andy Pandharikar	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000843	1	Saucy Brew Works, LLC	Brent Zimmerman	CEO, Principal Executive Officer and Director/Manager
0001775186-20-000001	1	Sama Sama LLC	Stephen Stayer	Member
0001670254-20-000555	1	Curastory Inc.	Tiffany Kelly	Founder & CEO
0001665160-20-000841	1	Saucy Brew Works, LLC	Brent Zimmerman	CEO, Principal Executive Officer and Director/Manager
0001738026-20-000003	1	Reflex Red Storm, LLC	Joe Anderson	Manager/Chief Executive Officer
0001665160-20-000837	1	Strengths, Inc.	Paul Allen	Founder and CEO
0001665160-20-000839	1	Strengths, Inc.	Paul Allen	Founder and CEO
0001665160-20-000836	1	PlantSnap, Inc.	Eric Ralls	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000332	1	Shockwave Motors, Inc.	John McMillian	Principal Executive Officer
0001669191-20-000330	1	ecoText, Inc	Joel Nkounkou	Principal Executive Officer
0001802096-20-000008	1	Teooh, Inc.	Brandon Stein	CEO & Director
0001768717-20-000004	1	MyApps Corp.	/s/Adnan Malik	CEO, Director
0001670254-20-000554	1	Digifox Corp.	Nicholas Merten	Founder & CEO
0001670254-20-000552	1	Minds, Inc.	Bill Ottman	Founder & CEO
0001104659-20-075378	1	Legion M Entertainment, Inc.	/s/ Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer and Treasurer
0001670254-20-000550	1	DIVERTsessions 1 Inc	Zach Adamson	Founder & CEO
0001670254-20-000553	1	Subverse Inc.	Timothy Pool	CEO and Co-founder
0001670254-20-000548	1	27 Ventures Inc	Evelyne Kanakis	CEO
0001746059-20-000175	1	Amar LLC	Ameth Alzate	Director of International Business
0001670254-20-000545	1	Makeba, Inc	Yamandou Alexander	CEO
0001670254-20-000543	1	GroGuru, Inc.	Patrick Henry	President and CEO
0001670254-20-000542	1	GroGuru, Inc.	Patrick Henry	President and CEO
0001670254-20-000540	1	Do Only Good Certified Pet Nutrition, LLC	Rick Pack	CEO/ Founder
0001794484-20-000005	1	Alpha'a, Inc.	/s/ Manuela Seve	Chief Executive Officer
0001794484-20-000004	1	Alpha'a, Inc.	/s/ Manuela Seve	Chief Executive Officer
0001670254-20-000539	1	CoPeace PBC	Craig Jonas	Chief Executive Officer
0001670254-20-000538	1	SportBLX Thoroughbreds Corp.	Joseph De Perio	Co-Founder and Board Member
0001670254-20-000536	1	Rentberry, Inc.	Oleskiy Lyubynskyy	CEO
0001666102-20-000020	1	Connection Publishing, LLC	Melissa Spelts	Director and Owner
0001670254-20-000535	1	California Fruit Wine Corp.	Alan Haghighi	Founder/CEO of California Fruit Wine Corp.
0001813896-20-000001	1	VasoGnosis Inc.	Ali Bakhshinejad	CEO
0001669191-20-000328	1	AllTheBelts LLC	Timothy Childs	Principal Executive Officer
0001797650-20-000004	1	Woofy, Inc.	Arjun Rai	President, Director
0001670254-20-000533	1	ThisWay Global LLC	Angela Hood	Founder/CEO
0001780439-20-000031	1	Lunchwale,Inc.	Gopi Kantamneni	CEO and Founder
0001670254-20-000532	1	Smari Organics, Inc.	Smari Asmundsson	Founder & CEO
0001670254-20-000530	1	Mammalz, PBC	Alexander Finden	Co-Founder, COO
0001808653-20-000001	1	At Ease Rentals Corp	Anthony Gantt	President and CEO
0001746059-20-000173	1	La Tia Pepa LLC	Luis Lezama	President
0001665160-20-000833	1	ZenSpace, Inc.	Mayank Agrawal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001780439-20-000030	1	Lunchwale,Inc.	Gopi Kantamneni	CEO & Founder
0001670254-20-000526	1	AirSelfie Inc.	Greg Appelhof	CEO
0001812337-20-000004	1	B Hill Entertainment, LLC	Brian Hill	Member
0001812337-20-000002	1	B Hill Entertainment LLC	Brian Hill	Member
0001669191-20-000325	1	WWF Holdings, Inc.	Lonnie Johnson	Principal Executive Officer
0001669191-20-000322	1	Avail Productivity Systems, Inc., d/b/a SNAPSHYFT	Thor Wood	Principal Executive Officer
0001803861-20-000004	1	MELANOID EXCHANGE LLC	Jovante Ham	President/CEO
0001665160-20-000831	1	ChalkBites, Inc.	Steve Grubbs	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001805056-20-000002	1	NanoVMs, Inc.	/s/ Ian Eyberg	CEO & Director
0001104659-20-073860	1	Orthogonal Thinker Inc.	/s/ Jason Hobson	CEO & Director
0001801613-20-000001	1	Nada Holdings, Inc.	/s/John Green	Chief Executive Officer
0001598982-20-000002	1	True Gault, Inc.	Sandra Gault	CEO
0001668287-20-000015	1	EV Trail LLC	Curtis Claar	CEO
0001665160-20-000829	1	SanMelix Laboratories, Inc.	Diana Sabacinski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001774152-20-000002	1	TWENTY-SECOND CENTURY DORA TECHNOLOGY HOLDINGS, INC.	/s/Jiannan Zhang	Director, Chief Executive Officer, and Secretary
0001554477-20-000005	1	Thuzio, Inc.	Jared Augustine	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer
0001815205-20-000003	1	Stroll LLC	Grace Affeltranger	Owner
0001815205-20-000002	1	Global Wordsmiths LLC	Mary Jayne McCullough	Owner
0001752964-20-000007	1	Axle AI, Inc.	Samuel W. Bogoch	CEO, Director
0001815205-20-000001	1	Pittsburgh Car Detail LLC	Bradley Antin	President
0001670254-20-000522	1	Ghost Flower INC	Robert Peebler	Co-Founder, Executive Chairman
0001668287-20-000014	1	18th & Fairfax, LLC	Andrew Bennett	CEO
0001668287-20-000013	1	EV Trail LLC	Curtis Claar	CEO
0001669191-20-000320	1	Dome Audio Inc.	Benjamin White	Principal Executive Officer
0001668287-20-000012	1	Plugsby, LLC	Jay Bennett	CEO
0001757055-20-000002	1	Growgenics LLC	Richard A. Genga Jr.	CEO
0001668287-20-000011	1	18th & Fairfax, LLC	Andrew Bennett	CEO
0001752964-20-000006	1	Axle AI, Inc.	Samuel W. Bogoch	CEO, Director
0001104659-20-073517	1	Orthogonal Thinker Inc.	/s/ Jason Hobson	CEO & Director
0001731736-20-000002	1	ElectroSpit Inc.	Bosco Kante	CEO
0001665160-20-000827	1	Bruno Albouze Inc.	Bruno Albouze	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000826	1	Fruit Street Health, P.B.C.	Laurence Girard	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001766620-20-000001	1	Gimme Radio Inc.	Tyler Lenane	CEO
0001104659-20-073455	1	Legion M Entertainment, Inc.	/s/ Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer and Treasurer
0001665160-20-000825	1	Vestaboard, Inc.	Dorrian Porter	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001755767-20-000003	1	Cyber Consumer Club Corp	Al Mughairy by Sean Fuellhart POA	CEO
0001193125-20-169573	1	Braidy Industries, Inc.	Terry Gill	Interim President of Braidy Atlas, LLC and Director
0001104659-20-073428	1	Legion M Entertainment, Inc.	/s/ Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer and Treasurer
0001809401-20-000003	1	Sigma Auto Capital, LLC	Andre Christopher Barnes	President/CEO
0001104659-20-073368	1	ZENII, LLC	/s/ Michael Nelson	Principal Executive Officer, Principal Financial Officer, Principal Accounting Officer, Managing Member
0001665160-20-000823	1	Comsero, Inc.	Anthony Franco	CEO
0001213900-20-014958	1	Work Hard Play Hard Train Hard, Inc.	/s/ William Zanker	Chief Executive Officer
0001695244-20-000002	1	EverMem Inc	Thomas Reese	Chief Executive Officer; President
0001602930-20-000001	1	WorldViz, Inc.	Matthias Pusch	CEO
0001809424-20-000001	1	DARBLY ENTERTAINMENT, INC	Librado Cerda	Owner/General Manager
0001768151-20-000002	1	Subziwalla LLC	Sajal Rohatgi	Manager
0001730695-20-000001	1	Ternio, LLC	Daniel Gouldman	CEO
0001670254-20-000516	1	Fundraise Up Inc.	Yuriy Smirnov	Chief Operating Officer
0001670254-20-000520	1	Solstar Space Company	M. Brian Barnett	Founder & CEO
0001665160-20-000818	1	Eclipse Diagnostics Inc	Luka Fajs	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000820	1	Airto, Inc	Shi Li	CEO, principal financial officer, and principal accounting officer
0001769284-20-000002	1	Osiris Media Corp	Randall James Bee II	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer
0001670254-20-000515	1	SouveNEAR, LLC	Suzanne Southard	Manager
0001670254-20-000518	1	Tyme Commerce, Inc.	Bobby Marhamat	Co-Founder & CEO
0001780124-20-000002	1	Roy Jones Jr Promotions Inc	Keith Veltre	President
0001669191-20-000318	1	Phoenix PharmaLabs Inc	Timmy Chou,	CFO
0001665160-20-000816	1	Sol Boards, Inc.	Don Wildman	Co-Founder
0001782075-20-000001	1	WeLivv Inc.	Andrew Christodoulides	CEO
0001790042-20-000005	1	Lieu Ltd	Rebecca Lima	President
0001670254-20-000513	1	TurboPass Corporation	Michael Jarman	Co-Founder/CEO
0001670254-20-000512	1	Le Bread Xpress, Inc.	Benoit Herve	CEO and Founder
0001670254-20-000510	1	The Cookie Department, Inc.	Akiva Resnikoff	Founder & CEO The Cookie Department
0001690165-20-000003	1	ReGrained, Inc.	Jordan Schwartz	COO and Cofounder
0001644600-20-000013	1	Modern Times Drinks, Inc.	Jacob McKean	Chief Executive Officer
0001746059-20-000171	1	Cartel Ventures LLC	Adam Chamberland	Owner and Founder
0001796828-20-000006	1	ADAMS & VISTA LLC	Regiis Jones	President/CEO
0001670254-20-000508	1	Como Audio, Inc	Thomas DeVesto	Como Audio Founder/Designer
0001670254-20-000506	1	Pawlytics, PBC	Elizabeth Whitacre	CEO
0001796828-20-000005	1	3204 Lyons Avenue LLC	Christopher Senegal	President/CEO
0001670254-20-000504	1	Womp Studio LLC	Gabriela Trueba	Founder / CEO
0001670254-20-000502	1	ChangeRoots, Inc.	Jake Sandler	CEO
0001803303-20-000001	1	Thinker-Tinker, Inc	Yuting Su	Founder
0001788590-20-000001	1	Suitable Inc	Raymond Li	Principal Executive Officer, Principal Financial Officer, Controller, Board of Directors
0001670254-20-000501	1	HunniCo, Company	Karin Butler	CEO
0001670254-20-000500	1	Phenomix Sciences LLC	Andres Acosta	Founder and CEO
0001669191-20-000317	1	PromoShare, Inc.	Ernesto Pedroza	Principal Executive Officer
0001669191-20-000315	1	Backers Inc.	Brian Tinney	Principal Executive Officer
0001669191-20-000313	1	Neurotez Inc.	Nikolaos Tezapsidis	Principal Executive Officer
0001670254-20-000497	1	Industry Water Filtration, Inc.	Richard Yanda	President
0001669191-20-000311	1	FinTron, LLC	Wilder  Rumpf	Principal Executive Officer
0001670254-20-000495	1	3D Houdini, Inc.	Chris White	President/CEO
0001669191-20-000309	1	SelenBio, Inc	Kenny Gallagher	CEO
0001731197-20-000002	1	Taste Labs, Inc	John Lin	CEO, principal executive officer, principal financial officer, principal accounting officer
0001665160-20-000814	1	Nannocare Inc.	Paul Van Kleef	CEO Principal Executive Officer and Chairman of the Board of Directors
0001803861-20-000003	1	MELANOID EXCHANGE LLC	Jovante Ham	President/CEO
0001665160-20-000812	1	Toy Overlord Inc	Matt Westover	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-20-000169	1	Rick & Still, LLC	Jarrod Williams	Owner and CoFounder
0001665160-20-000810	1	TriplePulse, Inc.	Chris Thompson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000808	1	OPER, LLC	David Laiderman	Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer
0001777476-20-000005	1	Mighty Quinn's Holdings LLC	Micha Magid	Co-Founder, Co-CEO
0001665160-20-000807	1	Prime Lightworks Inc.	Kyle Flanagan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000308	1	WWF Holdings, Inc.	Lonnie Johnson	Principal Executive Officer
0001670254-20-000475	1	True Syrups & Garnishes DBA Pratt Standard Cocktail Company	Tory Pratt	Founder
0001670254-20-000476	1	Caresplit, Inc	Arielle McKenzie	Co-founder & CEO
0001670254-20-000478	1	boon, Inc.	Ryan Vet	founder, CEO
0001670254-20-000477	1	Smartgurlz US Inc	Sharmi Albrechtsen	CEO
0001670254-20-000479	1	Convesio, Inc.	Thomas Fanelli	Founder/CEO
0001743098-20-000002	1	TruckBux LLC	Nick Nanakos	Founder, CEO
0001807049-20-000002	1	Humble Shoe Company, Inc.	Tina Bhojwani	Chief Executive Officer
0001670254-20-000480	1	Sunjoined  LLC	Lamar Wilson	Founder
0001670254-20-000481	1	Humphry Slocombe Group, LLC	Jina Osumi	CEO
0001665160-20-000793	1	EpigenCare Inc.	William Lee	CEO, Principal Executive Officer and Director
0001670254-20-000483	1	LifEngine Animal Health Laboratories Incorporated	Wesley Wierson	Chief Executive Officer
0001665160-20-000796	1	Geopulse Exploration Inc.	Marcus Laun	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000799	1	SARITAS MACARONI & CHEESE INC	Sarita Ekya	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-20-000484	1	Wehrloom LLC	Aron Wehr	Co-Founder, Head Mead Maker
0001670254-20-000486	1	vSpatial, Inc.	Richard Platt	Founder/President/CEO
0001670254-20-000488	1	Tribal LLC	Vincent Cobb	Leads Sales & Marketing, Prod. Dev. Co-Founder
0001670254-20-000489	1	Solstar Space Company	M. Brian Barnett	Founder & CEO
0001665160-20-000801	1	Hawaiian Ola Brewing Corporation	Naehalani Breeland	Marketing Director
0001670254-20-000491	1	Travelmate Robotics Inc.	Maximillian Kovtun	President
0001670254-20-000492	1	Aptera Motors Corp	Chris Anthony	CEO
0001670254-20-000493	1	tinyB chocolate LLC	Andrei Stoica	Founder
0001670254-20-000494	1	PromSocial Inc.	Ed Abdel-Malak	Co-Founder & CEO
0001665160-20-000805	1	NetObjex, Inc	Raghu Bala	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000804	1	Generation Genius, Inc.	Dr. Jeffrey Vinokur	Founder, CEO, Principal Financial Officer, Principal Accounting Officer, Director
0001779032-20-000003	1	Salsa God LLC	/s/Erik D. Mayans	CEO, Managing Member
0001779032-20-000002	1	Salsa God LLC	/s/Erik D. Mayans	CEO, Managing Member
0001670254-20-000474	1	Medford Brewing Company	Nick Bolitho	Co-Founder
0001670254-20-000472	1	WinSanTor, Inc.	Stanley Kim	Founder
0001669191-20-000306	1	Dome Audio Inc.	Benjamin White	Principal Executive Officer
0001670254-20-000469	1	Newchip Inc.	Ryan Rafols	Founder & CEO
0001670254-20-000468	1	Naia, Inc.	Chris Tan	CEO and Co-Founder
0001670254-20-000467	1	Loveseat, Inc	Chris Stanchak	Cofounder & CEO
0001670254-20-000463	1	BLAZnTECH, Inc.	Benjamin Bondar	CEO & Founder
0001670254-20-000462	1	Scrap Connection, Inc.	Chris Yerbey	Founder and CEO
0001665160-20-000792	1	R3 Printing, Inc.	Paul Sieradzki	Director; Treasurer; Head of Product; Chief Executive Officer; President of R3 Printing, Inc.
0001735910-20-000004	1	CEN INC	/James Tagg/	CEO
0001665160-20-000789	1	ToGoBOX Inc.	Taegon Lee	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000788	1	ToGoBOX Inc.	Taegon Lee	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001768717-20-000001	1	MyApps Corp, Inc.	/s/Adnan Malik	CEO, Director
0001736448-20-000001	1	EatCrateful Inc.	Andrea Marotti	Co-CEO
0001724714-20-000001	1	Gryphon Online Safety, Inc.	John Wu	Chief Executive Officer
0001665160-20-000781	1	Martell Broadcasting Systems Inc	Carey Ray Martell	President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000783	1	Cryptid LLC	Brad Rego	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001670254-20-000461	1	Cloud DX, Inc	Robert Kaul	Founder & CEO
0001670254-20-000458	1	Trustwire Corporation	Hugh Hall	CEO
0001670254-20-000459	1	Beautiful Game, Inc.	Tim Kelly	Chairman of the Board, Co-Founder, Board Member
0001665160-20-000780	1	Vizrom Inc.	Emmanuel Umoh	CEO, Principal Executive Officer and Director,Principal Financial Officer and Principal Accounting Officer
0001665160-20-000785	1	Cryptid LLC	Brad Rego	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer
0001790166-20-000009	1	Compound Projects, LLC	Janine Yorio	Chief Executive Officer
0001790166-20-000008	1	Compound Projects, LLC	Janine Yorio	Chief Executive Officer
0001790166-20-000007	1	Compound Projects, LLC	Janine Yorio	Chief Executive Officer
0001665160-20-000778	1	G3C Technologies Corporation	Vitaly Khusidman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000303	1	Jinglz, Inc.	David Markowski	Principal Executive Officer
0001665160-20-000776	1	Reset IV Inc.	Daniel Rubenstein	CEO, Principal Executive Officer and Director
0001706937-20-000014	1	WhereBy.Us Enterprises, Inc	Christopher Sopher	CEO, President, Director
0001767762-20-000001	1	Bounty0x Inc.	/s/Angelo Adam	CEO, Director
0001814211-20-000003	1	Chaco Flaco Drinks LLC	Charles Moore	President
0001814211-20-000002	1	Financial Freedom Investments LLC	Aekeam Awad	CEO
0001670254-20-000441	1	Crooked City Cider LLC	Dana Bushouse	Cider Boss
0001670254-20-000442	1	Av Consortium LLC	Osman Fatih Aysu	Founder / CEO
0001670254-20-000445	1	Oneva, Inc.	Anita Gardyne	CEO and Co-Founder
0001692429-20-000005	1	ARdVRk Technologies, Inc.	Mitchell Ludwig	Counsel
0001670254-20-000446	1	Yolo Rum, LLC	Philip Guerin	Managing Member
0001670254-20-000443	1	Border X Brewing LLC	Martin Favela	CFO / Operations Manager
0001665160-20-000774	1	Cityfreighter Inc	Michael Schoening	President, Principal Executive Officer and Director
0001665160-20-000766	1	15th Round, LLC	George Giovanis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000768	1	15th Round, LLC	George Giovanis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-000770	1	Esportz Entertainment Corp.	Mark Thimmig	CEO, Principal Executive Officer, Director, Principal Financial Officer, Principal Accounting Officer
0001665160-20-000772	1	Cityfreighter Inc	Michael Schoening	President, Principal Executive Officer and Director
