ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001669191-20-000343	1	Benjamin White	Principal Executive Officer	2020-06-29
0001669191-20-000343	4	Benjamin White	Board Member	2020-06-29
0001669191-20-000343	3	Benjamin White	Principal Accounting Officer	2020-06-29
0001669191-20-000343	2	Benjamin White	Principal Financial Officer	2020-06-29
0001796828-20-000007	1	Christopher Senegal	President/CEO	2020-06-29
0001665160-20-000885	1	Reza Khademi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-29
0001775186-20-000002	3	Sara Stayer	Member	2020-06-24
0001775186-20-000002	2	Martin Stayer	Member	2020-06-24
0001775186-20-000002	1	Stephen Stayer	Member	2020-06-24
0001785236-20-000004	1	Jason Cho	Member	2020-06-24
0001785236-20-000004	2	Moul Kim	Member	2020-06-24
0001785236-20-000004	5	Michael Chen	Member	2020-06-24
0001785236-20-000004	4	Clinton Oh	Member	2020-06-24
0001785236-20-000004	3	Lawrence Wai	Member	2020-06-24
0001780439-20-000032	1	Lauren Elizabeth Gamache	CEO	2020-06-25
0001780439-20-000032	2	Ryan Albert Murphy	CTO/CFO	2020-06-26
0001815611-20-000002	2	Matthew Lott	CTO	2020-06-29
0001815611-20-000002	3	Veronica Wu	Investor	2020-06-29
0001815611-20-000002	1	Nicholas Winter	CEO	2020-06-29
0001665160-20-000883	1	Melissa Meister	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Office	2020-06-26
0001665160-20-000882	2	Timothy A. Hylas	Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001665160-20-000882	1	Chris Outwater	CEO, Principal Executive Officer and Director	2020-06-26
0001665160-20-000880	1	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary, and Principal Accounting Officer	2020-06-26
0001797565-20-000002	1	Kurt Swogger	Chief Executive Officer	2020-06-26
0001665160-20-000878	1	Jeff Tacy	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001815611-20-000001	3	Veronica Wu	Investor	2020-06-26
0001815611-20-000001	2	Matthew Lott	CTO	2020-06-26
0001815611-20-000001	1	Nicholas Winter	CEO	2020-06-26
0001665160-20-000877	1	Kyle Flanagan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001665160-20-000876	5	Petra Wilson	Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001665160-20-000876	1	Ronald B Newcomb	CEO, Principal Executive Officer and Director	2020-06-26
0001665160-20-000876	4	E.J. Kavanous	Director	2020-06-26
0001665160-20-000876	3	Jason Faller	Director	2020-06-26
0001665160-20-000876	2	Ben Dobyns	President of the Board of Directors	2020-06-26
0001665160-20-000875	2	Edgar D. McKean III	Director	2020-06-26
0001665160-20-000875	1	Brian Gale	CEO, Principal Executive Officer and Director	2020-06-26
0001665160-20-000875	3	Cynthia P. Baron	Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001665160-20-000874	1	Mark Daniel Farb	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001665160-20-000873	2	Andrew Woglom	Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001665160-20-000873	1	Robert LaBelle	CEO, Principal Executive Officer and Director	2020-06-26
0001665160-20-000872	1	David Obasiolu	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001665160-20-000871	3	Dan Coffman	Chairman of the Board	2020-06-26
0001665160-20-000871	1	Harry R. Kraatz	CEO, Principal Executive Officer and Director	2020-06-26
0001665160-20-000871	2	Tom Kraatz	Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001665160-20-000870	1	Dele Atanda	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001665160-20-000869	1	Grayson M. Laird	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001665160-20-000867	1	Kurt Charron	CEO, President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001665160-20-000865	1	Wayne Allyn Root	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001665160-20-000864	1	Geoff Patterson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principle Accounting Officer	2020-06-26
0001665160-20-000862	1	J. Thomas Graham	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001665160-20-000861	1	Phil Layton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001670254-20-000567	1	Ronald David Jones	Chairman & Chief Scientist	2020-06-26
0001670254-20-000567	2	Will Edwards	CEO	2020-06-26
0001665160-20-000860	1	Chris Bradley	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001670254-20-000565	1	Behrad Saleh	Accounting Officer	2020-06-25
0001670254-20-000565	2	Arman Rousta	Founder	2020-06-25
0001665160-20-000859	1	Dorrian Porter	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001812346-20-000005	1	Justin Covillon	President	2020-06-26
0001665160-20-000858	1	Justin Wiesehan	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-26
0001669191-20-000341	2	Joshua  Leavitt	Principal Financial Officer	2020-06-26
0001669191-20-000341	3	Joshua  Leavitt	Principal Accounting Officer	2020-06-26
0001669191-20-000341	4	Joshua  Leavitt	Board Member	2020-06-26
0001669191-20-000341	5	Pierre  Rogers	Board Member	2020-06-26
0001669191-20-000341	6	Jonathan Cooper	Board Member	2020-06-26
0001669191-20-000341	1	Joshua  Leavitt	Principal Executive Officer	2020-06-26
0001816036-20-000001	1	Candace Maiden	Co-Owner	2020-06-26
0001670254-20-000563	3	Michael Lee	Co-Founder/CFO	2020-06-25
0001670254-20-000563	2	Derek Tippins	Ceo	2020-06-25
0001670254-20-000563	1	Kevin Thigpen	Director	2020-06-25
0001717800-20-000002	1	Jen Forman	Founder/CEO	2020-06-26
0001762574-20-000002	1	Andreas Schemm	Director	2020-06-26
0001816024-20-000001	1	Kandis Hall	Owner	2020-06-26
0001669191-20-000338	4	Lawrence Charles	Board Member	2020-06-25
0001669191-20-000338	5	Lawrence Charles	Board Member	2020-06-25
0001669191-20-000338	2	Lawrence Charles	Principal Financial Officer	2020-06-25
0001669191-20-000338	1	Lawrence Charles	Principal Executive Officer	2020-06-25
0001670254-20-000561	5	Justin Boswick	Producer	2020-06-24
0001670254-20-000561	4	John Mathis	Director	2020-06-24
0001670254-20-000561	3	Jared Sprouse	Producer	2020-06-24
0001670254-20-000561	2	Tyler Holender	Producer	2020-06-25
0001670254-20-000561	1	Pablo Bobadilla	Producer	2020-06-25
0001669191-20-000336	7	Floyd Kephart	Board Member	2020-06-25
0001669191-20-000336	6	Jason Ozur	Board Member	2020-06-25
0001669191-20-000336	5	Blair Buick	Board Member	2020-06-25
0001669191-20-000336	4	Candice  Rauter	Board Member	2020-06-25
0001669191-20-000336	3	Candice  Rauter	Principal Accounting Officer	2020-06-25
0001669191-20-000336	2	Candice  Rauter	Principal Financial Officer	2020-06-25
0001669191-20-000336	1	Jason Ozur	Principal Executive Officer	2020-06-25
0001669191-20-000338	3	Lawrence Charles	Principal Accounting Officer	2020-06-25
0001746059-20-000176	1	Mario LaPosta	Owner and Founder	2020-06-25
0001790689-20-000003	1	Gary Kendall Spence	Manager	2020-05-05
0001789878-20-000004	3	Eric Hester	Vice President	2020-05-06
0001789878-20-000004	4	Troy Stanley	Vice President	2020-05-06
0001789878-20-000004	2	Lauren Ferrante	Vice President	2020-05-06
0001789878-20-000004	1	Logan Beck	President	2020-05-06
0001213900-20-015810	1	/s/ Seth J. Johnson	Executive Vice President and General Manager	2020-06-25
0001665160-20-000855	1	Thomas DeVesto	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-25
0001665160-20-000852	1	Anthony Franco	CEO	2020-06-25
0001669191-20-000334	1	Shawn Rudnick	Principal Executive Officer	2020-06-25
0001669191-20-000334	5	Vaughan Dugan	Board Member	2020-06-25
0001669191-20-000334	2	Shawn Rudnick	Principal Financial Officer	2020-06-25
0001669191-20-000334	3	Shawn Rudnick	Principal Accounting Officer	2020-06-25
0001669191-20-000334	4	Shawn Rudnick	Board Member	2020-06-25
0001665160-20-000851	1	Kurt Charron	President	2020-06-25
0001742162-20-000002	1	Tanen Andrews	Founder/CEO	2020-06-22
0001670254-20-000559	1	Danyel Surrency Jones	CO-Founder / CEO	2020-06-17
0001670254-20-000560	4	Steve Vanechanos	Executive Chairman of the Board	2020-06-09
0001670254-20-000560	3	Steven Relis	CFO	2020-06-09
0001670254-20-000560	2	Glenn Pohs	Director	2020-06-09
0001670254-20-000560	1	James Hyde	Vice Chairman	2020-06-10
0001747795-20-000001	1	Ladar Levison	Founder & CEO	2020-06-24
0001796060-20-000007	1	Michael Loyd	Founder, Manager, and Chief Executive Officer	2020-06-24
0001796060-20-000007	2	Michelle Loyd	Founder, Manager, and Chief Product Officer	2020-06-24
0001816075-20-000001	1	Michael Gross	Chief Engagement Officer	2020-06-24
0001779469-20-000001	1	Brock Heasley	CEO	2020-06-24
0001665160-20-000850	1	Paul Allen	CEO, Principal Executive Officer and Director	2020-06-24
0001665160-20-000850	2	Brandon Dickson	Principal Financial Officer and Principal Accounting Officer	2020-06-24
0001665160-20-000850	4	Peter J Haws	President and COO	2020-06-24
0001665160-20-000850	3	Clint Carlos	President of Soar SmartAudio	2020-06-24
0001752964-20-000008	1	Samuel W. Bogoch	CEO, Director	2020-06-24
0001665160-20-000847	1	Angela Benton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-23
0001670254-20-000558	1	David Colleen	Founder, CEO, Chairman of the Board	2020-06-24
0001665160-20-000845	1	Sunil Malhotra	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-23
0001665160-20-000844	1	Andy Pandharikar	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-23
0001665160-20-000843	3	Matt Shubeck	COO	2020-06-23
0001665160-20-000843	1	Brent Zimmerman	CEO, Principal Executive Officer and Director/Manage	2020-06-23
0001665160-20-000843	2	David Lentz	Accounting Manager/Controller	2020-06-23
0001775186-20-000001	1	Stephen Stayer	Member	2020-04-30
0001775186-20-000001	3	Sara Stayer	Member	2020-04-30
0001775186-20-000001	2	Martin Stayer	Member	2020-04-30
0001670254-20-000555	1	Tiffany Kelly	Founder & CEO	2020-06-02
0001665160-20-000841	2	David Lentz	Accounting Manager/Controller	2020-06-23
0001665160-20-000841	3	Matt Shubeck	COO	2020-06-23
0001665160-20-000841	1	Brent Zimmerman	CEO, Principal Executive Officer and Director/Manage	2020-06-23
0001738026-20-000003	1	Joe Anderson	Sole Manager/Chief Executive Officer	2020-06-23
0001665160-20-000837	2	Christen Allen	Board Member	2020-06-22
0001665160-20-000837	1	Paul Allen	Founder and CEO	2020-06-22
0001665160-20-000839	1	Paul Allen	Founder and CEO	2020-06-22
0001665160-20-000839	2	Christen Allen	Board Member	2020-06-22
0001665160-20-000836	1	Eric Ralls	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-22
0001669191-20-000332	6	Carrie Fair	Board Member	2020-06-22
0001669191-20-000332	5	John McMillian	Board Member	2020-06-22
0001669191-20-000332	1	John McMillian	Principal Executive Officer	2020-06-22
0001669191-20-000332	4	Normand Rheault	Board Member	2020-06-22
0001669191-20-000332	2	Normand Rheault	Principal Financial Officer	2020-06-22
0001669191-20-000332	3	Carrie Fair	Principal Accounting Officer	2020-06-22
0001669191-20-000330	1	Joel Nkounkou	Principal Executive Officer	2020-06-22
0001669191-20-000330	3	Joel Nkounkou	Principal Accounting Officer	2020-06-22
0001669191-20-000330	2	Joel Nkounkou	Principal Financial Officer	2020-06-22
0001802096-20-000008	1	Brandon Stein	CEO and Director	2020-06-22
0001768717-20-000004	3	/s/Muhammad Kashif Akram	Director	2020-06-22
0001768717-20-000004	2	/s/Dr. Muhammad Shaukat	Director	2020-06-22
0001768717-20-000004	1	/s/Adnan Malik	CEO, Director	2020-06-22
0001670254-20-000554	1	Nicholas Merten	Founder & CEO	2020-05-27
0001670254-20-000550	2	Zach Adamson	Founder & CEO	2020-06-19
0001670254-20-000552	3	Mark Harding	CTO	2020-06-12
0001670254-20-000552	4	John B Ottman III	COO	2020-06-12
0001670254-20-000552	5	Bill Ottman	Founder & CEO	2020-06-12
0001104659-20-075378	1	/s/ Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer, Treasurer, and Director	2020-06-19
0001104659-20-075378	2	/s/ Jeff Annison	Director	2020-06-19
0001670254-20-000550	1	David Gregory Monhait	President & Co-Founder	2020-06-19
0001670254-20-000553	1	Emily Molli	Chief Content Officer	2020-06-18
0001670254-20-000553	2	Rocco C. Castoro	Chief Editorial Officer	2020-06-18
0001670254-20-000553	3	Timothy Pool	CEO and Co-founder	2020-06-18
0001670254-20-000552	1	Peter Schwartz	CFO	2020-06-12
0001670254-20-000552	2	John B Ottman Jr	Chairman	2020-06-12
0001670254-20-000548	2	Evelyne Kanakis	CEO	2020-06-19
0001670254-20-000548	1	Matthew T Yeoh	CTO	2020-06-19
0001746059-20-000175	1	Ameth Alzate	Director of International Business	2020-06-19
0001670254-20-000545	1	Yamandou Alexander	CEO	2020-06-19
0001670254-20-000543	2	Patrick Henry	President and CEO	2020-06-19
0001670254-20-000543	1	Farooq Anjum	CTO	2020-06-19
0001670254-20-000542	1	Farooq Anjum	CTO	2020-06-19
0001670254-20-000542	2	Patrick Henry	President and CEO	2020-06-19
0001670254-20-000540	1	Rick Pack	CEO/ Founder	2020-06-19
0001794484-20-000005	1	/s/ Manuela Seve	Chief Executive Officer, Director, Chairman of the Board and President	2020-06-19
0001794484-20-000005	2	/s/ Renata Thome	Chief Operating Officer, Director, Treasurer and Secretary	2020-06-19
0001794484-20-000004	2	/s/ Renata Thome	Chief Operating Officer, Director, Treasurer and Secretary	2020-06-19
0001794484-20-000004	1	/s/ Manuela Seve	Chief Executive Officer, Director, Chairman of the Board and President	2020-06-19
0001670254-20-000539	6	Craig Jonas	Chief Executive Officer	2020-06-19
0001670254-20-000539	5	Edward Tepper	COO and Director	2020-06-19
0001670254-20-000539	4	Megan Masten	Chief Relationship Officer and Director	2020-06-19
0001670254-20-000539	3	Hanan Levin	CFO	2020-06-19
0001670254-20-000539	2	Bradley Tompkins	Board of Directors	2020-06-19
0001670254-20-000539	1	Jeffrey Jonas	Board of Directors	2020-06-19
0001670254-20-000538	2	Joseph De Perio	Co-Founder and Board Member	2020-06-19
0001670254-20-000538	1	Peter Rawlins	EVP	2020-06-19
0001670254-20-000536	2	Oleskiy Lyubynskyy	CEO	2020-06-18
0001670254-20-000536	1	Oleksandr Kotovskov	Head of Design, Board Member	2020-06-18
0001666102-20-000020	1	Melissa Spelts	Director and Owner	2020-06-19
0001670254-20-000535	2	Alan Haghighi	Founder/CEO of California Fruit Wine Corp.	2020-06-18
0001670254-20-000535	1	Brian Haghighi	Director	2020-06-18
0001813896-20-000001	1	Ali Bakhshinejad	CEO	2020-06-19
0001813896-20-000001	2	Pedram Ghamisi	CTO	2020-06-19
0001813896-20-000001	3	Kevin Koch	Board Member, Advisor	2020-06-19
0001669191-20-000328	1	Timothy Childs	Principal Executive Officer	2020-06-19
0001669191-20-000328	2	Timothy Childs	Board Member	2020-06-19
0001797650-20-000004	1	Arjun Rai	President, Director	2020-06-19
0001670254-20-000533	1	Angela Hood	Founder/CEO	2020-06-18
0001780439-20-000031	3	Asha Chowdary Kantamneni	Chief Kitchen Officer & Co-Founder	2020-06-18
0001780439-20-000031	2	Aishwarya Lakshmi Kantamneni	CFO and Co-Founder	2020-06-18
0001780439-20-000031	1	Gopi Kantamneni	CEO and Founder	2020-06-18
0001670254-20-000532	1	Jacob Vogel	Director	2020-06-18
0001670254-20-000532	2	Smari Asmundsson	Founder & CEO	2020-06-18
0001670254-20-000530	2	Alexander Finden	Co-Founder, COO	2020-05-28
0001670254-20-000530	1	Robert Whitehair	Co-Founder, CEO	2020-05-28
0001808653-20-000001	1	Anthony Gantt	President and CEO	2020-06-18
0001746059-20-000173	1	Luis Lezama	President	2020-06-18
0001665160-20-000833	1	Mayank Agrawal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-17
0001780439-20-000030	2	Asha Chowdary Kantamneni	Chief Kitchen Officer & Co-Founder	2020-06-17
0001780439-20-000030	3	Aishwarya Lakshmi Kantamneni	CFO & Co-Founder	2020-06-17
0001780439-20-000030	1	Gopi Kantamneni	CEO & Founder	2020-06-17
0001670254-20-000526	1	Greg Appelhof	CEO	2020-06-15
0001812337-20-000004	1	Brian Hill	Member	2020-06-17
0001812337-20-000002	1	Brian Hill	Member	2020-06-17
0001669191-20-000325	2	Julianna  Smoot	Principal Financial Officer	2020-06-17
0001669191-20-000325	3	Brian Spangle	Principal Accounting Officer	2020-06-17
0001669191-20-000325	6	Brian Spangle	Board Member	2020-06-17
0001669191-20-000325	4	Lonnie Johnson	Board Member	2020-06-17
0001669191-20-000325	1	Lonnie Johnson	Principal Executive Officer	2020-06-17
0001669191-20-000325	5	Julianna  Smoot	Board Member	2020-06-17
0001669191-20-000322	5	Mark Prifogle	Board Member	2020-06-17
0001669191-20-000322	4	Thor Wood	Board Member	2020-06-17
0001669191-20-000322	2	Stephanie Corliss	Principal Financial Officer	2020-06-17
0001669191-20-000322	1	Thor Wood	Principal Executive Officer	2020-06-17
0001669191-20-000322	3	Stephanie Corliss	Principal Accounting Officer	2020-06-17
0001803861-20-000004	1	Jovante Ham	President/CEO	2020-06-17
0001665160-20-000831	1	Steve Grubbs	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-17
0001805056-20-000002	1	/s/ Ian Eyberg	CEO & Director	2020-06-16
0001104659-20-073860	2	/s/ Jason Hobson	CEO & Director	2020-06-16
0001104659-20-073860	1	/s/ David Nikzad	President & Director	2020-06-16
0001801613-20-000001	3	/s/Nick Dembla	Director	2020-06-16
0001801613-20-000001	5	/s/Tom Neuman	Director	2020-06-16
0001801613-20-000001	4	/s/Vikram Malaney	Director	2020-06-16
0001801613-20-000001	1	/s/John Green	Chief Executive Officer, Director	2020-06-16
0001801613-20-000001	2	/s/Mauricio Delgado	Chief Strategy Officer, Director	2020-06-16
0001598982-20-000002	1	Sandra M Gault	CEO	2020-06-16
0001668287-20-000015	1	Curtis Claar	CEO	2020-06-16
0001665160-20-000829	1	Diana Sabacinski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-16
0001774152-20-000002	2	/s/Peiying Wang	Director	2020-06-16
0001774152-20-000002	3	/s/Hanchao Yue	Director	2020-06-16
0001774152-20-000002	1	/s/Jiannan Zhang	Director, Chief Executive Officer, and Secretary	2020-06-16
0001554477-20-000005	1	Jared Augustine	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2020-06-16
0001554477-20-000005	2	Mark Gerson	Co-Chairman, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2020-06-16
0001554477-20-000005	3	Atiim Kiambu Tiki Barber	Co-Chairman, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2020-06-16
0001815205-20-000003	1	Grace Affeltranger	Owner	2020-06-16
0001815205-20-000002	1	Mary Jayne McCullough	Owner	2020-06-16
0001752964-20-000007	1	Samuel W. Bogoch	CEO, Director	2020-06-16
0001815205-20-000001	1	Bradley Antin	President	2020-06-16
0001670254-20-000522	1	Susan Peebler	CEO	2020-06-12
0001670254-20-000522	2	Robert Peebler	Co-Founder, Executive Chairman	2020-06-12
0001668287-20-000014	1	Andrew Bennett	CEO	2020-06-16
0001668287-20-000013	1	Curtis Claar	CEO	2020-06-16
0001669191-20-000320	1	Benjamin White	Principal Executive Officer	2020-06-16
0001669191-20-000320	2	Benjamin White	Principal Financial Officer	2020-06-16
0001669191-20-000320	3	Benjamin White	Principal Accounting Officer	2020-06-16
0001669191-20-000320	4	Benjamin White	Board Member	2020-06-16
0001668287-20-000012	1	Jay Bennett	CEO	2020-06-16
0001757055-20-000002	1	Richard A. Genga Jr.	CEO	2020-06-15
0001668287-20-000011	1	Andrew Bennett	CEO	2020-06-16
0001752964-20-000006	1	Samuel W. Bogoch	CEO, Director	2020-06-16
0001104659-20-073517	1	/s/ David Nikzad	President & Director	2020-06-12
0001731736-20-000002	1	Maya Kante	Secretary	2020-06-15
0001665160-20-000826	1	Laurence Girard	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-15
0001665160-20-000827	1	Bruno Albouze	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-15
0001104659-20-073517	2	/s/ Jason Hobson	CEO & Director	2020-06-12
0001766620-20-000001	2	David Rosenberg	COO	2020-06-09
0001766620-20-000001	1	Tyler Lenane	CEO	2020-06-09
0001104659-20-073455	2	/s/ Jeff Annison	Director	2020-06-15
0001104659-20-073455	1	/s/ Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer, Treasurer, and Director	2020-06-15
0001665160-20-000825	1	Dorrian Porter	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-15
0001755767-20-000003	1	Al Mughairy by Sean Fuellhart POA	CEO	2020-06-15
0001193125-20-169573	4	John Preston	Director	2020-06-15
0001193125-20-169573	3	Charles Price	Chairman of the Board of Directors	2020-06-15
0001193125-20-169573	2	Bruce Kramer	Acting Chief Financial Officer and Director	2020-06-15
0001193125-20-169573	1	Terry Gill	Interim President of Braidy Atlas, LLC and Director	2020-06-15
0001104659-20-073428	1	/s/ Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer, Treasurer, and Director	2020-06-15
0001104659-20-073428	2	/s/ Jeff Annison	Director	2020-06-15
0001809401-20-000003	1	Andre Christopher Barnes	President/CEO	2020-06-15
0001104659-20-073368	1	/s/ Michael Nelson	Principal Executive Officer, Principal Financial Officer, Principal Accounting Officer, Managing Member	2020-06-15
0001104659-20-073368	2	/s/ Erick Berglund	Managing Member	2020-06-15
0001665160-20-000823	1	Anthony Franco	CEO	2020-06-15
0001213900-20-014958	1	/s/ William Zanker	Chief Executive Officer and Principal Executive Officer	2020-06-15
0001695244-20-000002	1	Yinghua Yang	Chief Operating Officer; Chief Design Officer	2020-06-15
0001695244-20-000002	2	Thomas Reese	Chief Executive Officer; Chief Technology Officer	2020-06-15
0001602930-20-000001	2	Peter Schlueer	President	2020-06-15
0001602930-20-000001	1	Matthias Pusch	CEO	2020-06-15
0001809424-20-000001	1	Librado Cerda	Owner/General Manager	2020-06-15
0001768151-20-000002	1	Sajal Rohatgi	Manager	2020-06-15
0001768151-20-000002	2	Manav Thaker	Manager	2020-06-15
0001730695-20-000001	1	Daniel Gouldman	CEO, Director	2020-06-15
0001730695-20-000001	2	Ian Kane	COO, Director	2020-06-15
0001670254-20-000516	2	Peter Byrnes	CEO	2020-05-11
0001670254-20-000516	1	Anton Isaykin	CTO	2020-05-11
0001670254-20-000518	1	Bobby Marhamat	Co-Founder & CEO	2020-06-12
0001670254-20-000515	1	Tiffany King	Manager	2020-06-03
0001670254-20-000515	2	Suzanne Southard	Manager	2020-06-03
0001769284-20-000002	1	Randall James Bee II	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2020-06-12
0001670254-20-000516	3	Yuriy Smirnov	Chief Operating Officer	2020-05-11
0001665160-20-000820	2	Duncan Sham	Director	2020-06-12
0001665160-20-000820	1	Shi Li	CEO, principal financial officer, and principal accounting officer	2020-06-12
0001665160-20-000818	2	Robert S Marks	Director and Secretary	2020-06-12
0001665160-20-000818	1	Luka Fajs	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-06-12
0001780124-20-000002	1	Keith Veltre	President	2020-06-12
0001670254-20-000520	1	M. Brian Barnett	Founder & CEO	2020-06-11
0001769284-20-000002	2	Thomas Marshall	COO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2020-06-12
0001669191-20-000318	1	Timmy Chou,	CFO	2020-06-12
0001665160-20-000816	1	Don Wildman	Co-Founder	2020-06-12
0001782075-20-000001	1	Andrew Christodoulides	CEO	2020-06-12
0001790042-20-000005	1	Rebecca Lima	President	2020-06-11
0001670254-20-000513	1	Kenneth Jarman	Co-Founder	2020-06-10
0001670254-20-000513	2	Michael Jarman	Co-Founder/CEO	2020-06-09
