ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001817438-20-000003	1	Mike Brown by Sean Fuellhart POA	Partner	2020-12-28
0001665160-20-001592	1	Thomas Avallone	President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-28
0001702607-20-000004	1	Simon Bray Jr by Sean Fuellhart POA	CEO	2020-12-28
0001805526-20-000006	1	Blake Janover	President of Blake Elliot Inc., Manager	2020-12-28
0001669191-20-000880	1	David Markowski	Principal Executive Officer	2020-12-28
0001669191-20-000880	2	Ron Erickson	Board Member	2020-12-28
0001665160-20-001586	1	Justin Lee	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-28
0001683168-20-004450	1	/s/ Marley Roldan	President	2020-12-28
0001683168-20-004449	1	/s/ Doug DiSanti	President	2020-12-28
0001669191-20-000876	3	Jason Hebert	Principal Accounting Officer	2020-12-28
0001669191-20-000876	4	Jason Hebert	Board Member	2020-12-28
0001669191-20-000876	1	Jason Hebert	Principal Executive Officer	2020-12-28
0001669191-20-000876	2	Jason Hebert	Principal Financial Officer	2020-12-28
0001669191-20-000874	1	Brian Tinney	Principal Executive Officer	2020-12-28
0001669191-20-000874	2	Matthew Smart	Principal Financial Officer	2020-12-28
0001669191-20-000874	3	Brian Tinney	Principal Accounting Officer	2020-12-28
0001669191-20-000874	4	Matthew Smart	Board Member	2020-12-28
0001669191-20-000874	5	Brian Tinney	Board Member	2020-12-28
0001669191-20-000872	2	Don Bielak	Board Member	2020-12-28
0001669191-20-000872	1	Don Bielak	Principal Executive Officer	2020-12-28
0001669191-20-000870	2	Ernesto Pedroza	Principal Financial Officer	2020-12-28
0001669191-20-000870	1	Ernesto Pedroza	Principal Executive Officer	2020-12-28
0001669191-20-000870	4	Ernesto Pedroza	Board Member	2020-12-28
0001669191-20-000870	3	Ernesto Pedroza	Principal Accounting Officer	2020-12-28
0001669191-20-000868	2	Sourabh Jha	Principal Financial Officer	2020-12-28
0001669191-20-000868	1	India  Hayes	Principal Executive Officer	2020-12-28
0001669191-20-000868	3	India  Hayes	Principal Accounting Officer	2020-12-28
0001669191-20-000868	4	India  Hayes	Board Member	2020-12-28
0001669191-20-000868	5	Sourabh Jha	Board Member	2020-12-28
0001669191-20-000866	1	Archil Cheishvili	Principal Executive Officer	2020-12-28
0001669191-20-000866	2	Archil Cheishvili	Board Member	2020-12-28
0001746059-20-000452	1	Chad Marchand	Co-Founder	2020-12-28
0001669191-20-000864	1	Teague Egan	Principal Executive Officer	2020-12-28
0001669191-20-000864	3	Robert Wowk	Principal Accounting Officer	2020-12-28
0001669191-20-000864	4	Teague Egan	Board Member	2020-12-28
0001669191-20-000864	2	Robert Wowk	Principal Financial Officer	2020-12-28
0001669191-20-000861	1	John Fanning Jr	Principal Executive Officer	2020-12-28
0001669191-20-000861	2	John Fanning Jr	Principal Financial Officer	2020-12-28
0001669191-20-000861	3	John Fanning Jr	Principal Accounting Officer	2020-12-28
0001669191-20-000861	4	John Fanning Jr	Board Member	2020-12-28
0001827897-20-000003	1	Darryl Scipio, Esq.	Manager of the Manager, DS Real Estate Investors, LLC	2020-12-28
0001789113-20-000002	1	/s/ Nathan Atkinson	CEO, Director	2020-12-23
0001789113-20-000002	2	/s/ Clyde Harris	CFO, Director	2020-12-23
0001789113-20-000002	3	/s/ Lonnie Atkinson	COO, Director	2020-12-23
0001670254-20-001194	1	James Bellefeuille	Chairman & Co-Founder	2020-12-23
0001832495-20-000001	1	David Rixter by Sean Fuellhart POA	CEO	2020-12-23
0001670254-20-001194	3	Robert Flessner	CEO and Co-Founder	2020-12-23
0001670254-20-001191	1	Jordi Petit	Mr	2020-12-23
0001670254-20-001191	2	Edward Robert Pope	Chairman - UNYQ	2020-12-23
0001670254-20-001191	3	Eythor Bender	CEO and Co-Founder	2020-12-23
0001670254-20-001194	2	Scher Duchman	Board Member	2020-12-23
0001670254-20-001189	1	Joseph W. Hipple III	Director	2020-12-23
0001670254-20-001189	2	James Tulin	CEO	2020-12-23
0001533849-20-000008	1	/s/ BALAKRISHNAN NAIR	PRESIDENT & CTO	2020-12-23
0001665160-20-001582	1	Jeff Tacy	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-23
0001823771-20-000003	1	/s/Joseph Rosenberg	President, Manager	2020-12-23
0001665160-20-001581	1	MerchantCass Advisors, LLC Nancy Cass	Principal Executive Officer	2020-12-23
0001665160-20-001581	2	Dr. Cheryl Baker, PhD	Scientific Founder and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-23
0001665160-20-001580	1	J. Thomas Graham	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-23
0001665160-20-001579	1	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary, and Principal Accounting Officer	2020-12-23
0001746059-20-000451	1	Andrew Rogers	Owner and CoFounder	2020-12-23
0001833112-20-000001	1	/s/ Konrad Dabrowski	Treasurer, Secretary, and CFO	2020-12-23
0001665160-20-001577	1	Randy P. Krotz	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-23
0001665160-20-001575	1	Panagiotis Moutafis, Ph.D.	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-23
0001773714-20-000003	1	Oleg Cheine	CEO	2020-12-23
0001669191-20-000858	3	Hans Koch	Principal Accounting Officer	2020-12-23
0001669191-20-000858	2	Hans Koch	Principal Financial Officer	2020-12-23
0001669191-20-000858	1	Hans Koch	Principal Executive Officer	2020-12-23
0001669191-20-000858	4	Hans Koch	Board Member	2020-12-23
0001665160-20-001574	1	Kara Romanik	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-23
0001669191-20-000853	3	Lee Peterson	Principal Accounting Officer	2020-12-23
0001669191-20-000853	2	Lee Peterson	Principal Financial Officer	2020-12-23
0001669191-20-000853	1	Cynthia Winning	Principal Executive Officer	2020-12-23
0001669191-20-000853	7	David Bartlett	Board Member	2020-12-23
0001669191-20-000853	6	Gerald Mills	Board Member	2020-12-23
0001669191-20-000853	4	Cynthia Winning	Board Member	2020-12-23
0001669191-20-000853	5	Stephen Lehman	Board Member	2020-12-23
0001831643-20-000001	1	/s/ Emily Griffith	CEO, Manager	2020-12-22
0001689683-20-000005	1	Christopher Fontenot	CEO	2020-12-23
0001788691-20-000009	2	Joseph L. Provenzano	Director and Secretary	2020-12-22
0001788691-20-000009	3	Charles K. Dargan	Chief Financial Officer	2020-12-22
0001665160-20-001573	2	Wesley Williams	CFO, Chief Financial Officer, Principal Financial Officer and Principal Accounting Officer	2020-12-22
0001670254-20-001186	1	Cynthia Wood	COO	2020-12-22
0001670254-20-001186	2	Curtis Wood	Co-founder & CEO	2020-12-22
0001670254-20-001187	1	Nielah Burnett	Chief Juiceista and Lead Yogini	2020-12-22
0001788691-20-000009	1	Dennis Calvert	Director	2020-12-22
0001831893-20-000004	1	/s/Gagan Biyani	CEO, Director	2020-12-22
0001665160-20-001573	1	Emerson Carnavale	CEO, Principal Executive Officer and Director	2020-12-22
0001665160-20-001572	1	Todd Gibson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-22
0001835222-20-000001	1	Jason Ridgel	Owner	2020-12-22
0001669191-20-000851	2	Wilder  Rumpf	Principal Financial Officer	2020-12-22
0001669191-20-000851	3	Wilder  Rumpf	Principal Accounting Officer	2020-12-22
0001669191-20-000851	4	Wilder  Rumpf	Board Member	2020-12-22
0001669191-20-000851	1	Wilder  Rumpf	Principal Executive Officer	2020-12-22
0001669191-20-000849	5	Amy Rau Segnit	Board Member	2020-12-22
0001669191-20-000849	4	Seymour Segnit	Board Member	2020-12-22
0001669191-20-000849	3	Seymour Segnit	Principal Accounting Officer	2020-12-22
0001669191-20-000849	1	Seymour Segnit	Principal Executive Officer	2020-12-22
0001669191-20-000849	2	Seymour Segnit	Principal Financial Officer	2020-12-22
0001669191-20-000847	3	Philip Bock	Principal Accounting Officer	2020-12-22
0001669191-20-000847	6	Kurt  Kramarenko	Board Member	2020-12-22
0001669191-20-000847	5	Michael Rosen	Board Member	2020-12-22
0001669191-20-000847	4	Harry Cendrowski	Board Member	2020-12-22
0001669191-20-000847	2	Philip Bock	Principal Financial Officer	2020-12-22
0001669191-20-000847	1	Philip Bock	Principal Executive Officer	2020-12-22
0001665160-20-001571	2	Ara Nazarian	Founder, President, Chief Science Officer and Director of Statum Systems, Inc.	2020-12-22
0001665160-20-001571	1	Frederick Lizza	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-22
0001830255-20-000002	1	Michael Brown	Co-Owner	2020-12-22
0001669191-20-000845	1	Chelinde Edouard	Principal Executive Officer	2020-12-22
0001669191-20-000845	4	Chelinde Edouard	Board Member	2020-12-22
0001669191-20-000845	3	John Fanning, Jr	Board Member	2020-12-22
0001669191-20-000845	2	Rob  Maiello	Principal Financial Officer	2020-12-22
0001746059-20-000450	1	Carrie Greshaw	Owner and CEO	2020-12-22
0001833081-20-000003	1	Nikki Odongray	Owner	2020-12-22
0001833081-20-000002	1	Monique Figueiredo	Co-Owner	2020-12-22
0001799979-20-000005	2	Lisa Zhan	Manager	2020-12-21
0001562529-20-000005	1	/s/ David Medin	CEO, Director	2020-12-21
0001799979-20-000005	3	Bhaveek Mistry	Manager	2020-12-21
0001670254-20-001184	2	Jonathan Spangler	CEO and Founder	2020-12-18
0001670254-20-001184	1	Brent Rivard	CFO	2020-12-18
0001562529-20-000005	2	/s/Thomas Jacobs	Director	2020-12-21
0001799979-20-000005	1	Minchul An	Manager	2020-12-21
0001830909-20-000007	3	Vipin Jain	Co-Founder & CEO	2020-12-21
0001830909-20-000007	1	Venki Ayalur	Co-Founder & CTO	2020-12-21
0001830909-20-000007	2	Eric Benhamou	Director	2020-12-21
0001665160-20-001570	1	Jeffrey Gottfurcht	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-21
0001746059-20-000449	1	Jamie Edwards	Owner and Founder	2020-12-21
0001665160-20-001569	1	Andrew Nimmich	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-21
0001805160-20-000004	1	Todd Smith	CEO	2020-10-23
0001746059-20-000448	1	Dakotah-Rae Mick	Owner and Founder	2020-12-21
0001811855-20-000009	1	/s/ ASHISH JOSHI	CEO	2020-12-21
0001746059-20-000447	1	Joshua Rinier	CMO	2020-12-21
0001746059-20-000446	1	Jarrod Williams	Owner and CoFounder	2020-12-21
0001746059-20-000446	2	Alexander Williams	Owner and CoFounder	2020-12-21
0001835912-20-000004	1	Pramod Reddy	CEO/Chairman	2020-12-14
0001670254-20-001182	3	Daniel Uribe	CEO & Co-Founder	2020-12-18
0001670254-20-001182	2	Sharon Holm	COO	2020-12-18
0001670254-20-001182	1	Candice Bellau	CFO	2020-12-18
0001670254-20-001180	3	Ronak Vyas	CEO	2020-12-18
0001670254-20-001180	2	Gregory Goldmacher	Secretary and CTO	2020-12-18
0001670254-20-001180	1	Anthony A Khan	CFO	2020-12-18
0001822029-20-000002	2	Martha Soffer	Director	2020-12-18
0001670254-20-001174	1	Jovani Prince	Founder/CEO	2020-12-18
0001670254-20-001178	1	Jeffrey Steinberg	Lead Investor/Director	2020-12-18
0001670254-20-001178	2	Arthur Gutch	Founder & CEO	2020-12-18
0001670254-20-001176	1	Gil Ilutowich	CEO	2020-12-17
0001670254-20-001176	2	Alan mehrez	President	2020-12-16
0001670254-20-001176	3	Shai Newman	CTO	2020-12-16
0001670254-20-001176	4	Ilan Goldberg	Co-founder and COO	2020-12-16
0001827297-20-000001	1	/s/ William J. Hudenko	CEO, Director	2020-12-18
0001827297-20-000001	2	/s/Kevin McCurdy	Director	2020-12-18
0001834233-20-000002	1	/s/ Salone Monet Johnson	CEO, Manager	2020-12-18
0001822029-20-000002	1	Roger Soffer	Chief Executive Officer, Principal Financial Officer, Director	2020-12-18
0001670254-20-001182	4	Daniel Uribe	CEO and Co-Founder	2020-12-18
0001749594-20-000005	1	Adam North Lazar	Chief Executive Officer and Sole Director	2020-12-18
0001665160-20-001568	3	Avin Samtani	COO, Principal Operations Officer and Director	2020-12-18
0001665160-20-001568	2	Jonathan Kinas	CFO, Principal Financial Officer and Director	2020-12-18
0001665160-20-001568	1	Robert Peck	CEO, Principal Executive Officer and Director	2020-12-18
0001670254-20-001171	2	Carla Dearing	Co-founder and CFO	2020-12-18
0001670254-20-001171	1	Karter Louis	Director	2020-12-18
0001669191-20-000843	8	Timmy  Chou	Board Member	2020-12-18
0001669191-20-000843	7	Lawrence Toll	Board Member	2020-12-18
0001669191-20-000843	6	Chris Tew	Board Member	2020-12-18
0001669191-20-000843	5	John Lawson	Board Member	2020-12-18
0001669191-20-000843	4	William W Crossman	Board Member	2020-12-18
0001669191-20-000843	3	Timmy  Chou	Principal Accounting Officer	2020-12-18
0001669191-20-000843	2	Timmy  Chou	Principal Financial Officer	2020-12-18
0001669191-20-000843	1	William W Crossman	Principal Executive Officer	2020-12-18
0001665160-20-001566	1	Waqas Siddiqi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-18
0001833536-20-000001	4	Charles Barton Johnson II	Secretary	2020-12-10
0001833536-20-000001	1	Philip Kramer	CEO	2020-12-10
0001833536-20-000001	2	Michael Ricketts	CFO	2020-12-10
0001833536-20-000001	3	Kyle Beller	Director	2020-12-10
0001665160-20-001562	1	Scott Brusaw	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-18
0001670254-20-001169	1	Chrissa McFarlane	CEO and Founder	2020-12-17
0001665160-20-001560	3	Avin Samtani	COO, Principal Operations Officer and Director	2020-12-18
0001665160-20-001560	2	Jonathan Kinas	CFO, Principal Financial Officer and Director	2020-12-18
0001665160-20-001560	1	Robert Peck	CEO, Principal Executive Officer and Director	2020-12-18
0001791747-20-000004	1	/s/ Obi Onyejekwe	Chief Executive Officer	2020-12-18
0001665160-20-001558	1	Sajil Koroth	CEO, Principal Executive Officer, and Director, Principal Financial Officer, and Principal Accounting Officer	2020-12-18
0001670254-20-001167	1	Brian Johnson	Founder and CE	2020-12-18
0001665160-20-001557	1	Heather Feider	Principal Financial Officer and Principal Accounting Officer	2020-12-18
0001665160-20-001557	2	Dustin Feider	CEO, Principal Executive Officer and Director	2020-12-18
0001670254-20-001166	2	Francis Ho	CEO and Producer	2020-12-16
0001670254-20-001166	1	PEARL SARABIA	Secretary	2020-12-16
0001669191-20-000837	5	Keith Flaherty	Board Member	2020-12-18
0001669191-20-000837	4	Thomas Haag	Board Member	2020-12-18
0001669191-20-000837	3	Thomas Haag	Principal Accounting Officer	2020-12-18
0001669191-20-000837	2	Thomas Haag	Principal Financial Officer	2020-12-18
0001669191-20-000837	1	Thomas Haag	Principal Executive Officer	2020-12-18
0001670254-20-001165	1	Alexander Mika'ele Griffin Chuck	CFO & Co-Founder	2020-12-17
0001670254-20-001165	2	Marinus Dijkstra	CEO & Co-Founder	2020-12-17
0001665160-20-001549	1	Waqas Siddiqi	Chief Executive Officer	2020-12-17
0001670254-20-001163	1	Michael V Brown	Vice President	2020-12-17
0001670254-20-001163	2	Travis Burgess	Writer / Director	2020-12-17
0001821328-20-000004	1	/s/ Michael Benatar	CEO, Director	2020-12-17
0001821328-20-000004	2	/s/ Erin Mastopietro	COO, Director	2020-12-17
0001835070-20-000002	2	Alan Miller	Controller	2020-12-17
0001835070-20-000002	1	Todd Albert	CEO	2020-12-17
0001665160-20-001547	1	Jonathan E. Tourgee	CEO, Principal Executive Officer and Director	2020-12-17
0001670254-20-001162	2	John Griveas	Vice President	2020-12-14
0001670254-20-001162	1	Jacqueline Lovern	President	2020-12-14
0001828741-20-000003	1	Michael Swift	President	2020-12-17
0001836927-20-000001	1	Stephanie Nicolaas	Owner	2020-12-17
0001833698-20-000005	1	/s/ Jesper Qvist	CEO, Director	2020-12-16
0001746059-20-000445	1	Jonathan Bonilla-Bowman	Owner and Founder	2020-12-17
0001833698-20-000003	1	/s/ Joseph Rosenberg	President, Manager	2020-12-16
0001666102-20-000031	1	Tianyuan Gu	Chairman	2020-12-17
0001816089-20-000003	1	Michael Demele	CEO & Director	2020-12-17
0001833954-20-000001	1	Stuart Davenport	CEO	2020-12-17
0001670254-20-001160	1	Stephen Wollwerth.	President	2020-12-16
0001670254-20-001160	2	Stephen Wollwerth	President	2020-12-15
0001670254-20-001160	3	Jason Brents	CEO	2020-12-15
0001670254-20-001158	1	Tom Bancroft	CEO	2020-12-16
0001669191-20-000830	3	Eric Bergsma	Principal Accounting Officer	2020-12-16
0001669191-20-000830	1	Russell Schindler	Principal Executive Officer	2020-12-16
0001669191-20-000830	5	Erik  Johnson	Board Member	2020-12-16
0001669191-20-000830	4	Eric Bergsma	Board Member	2020-12-16
0001669191-20-000830	2	Russell Schindler	Principal Financial Officer	2020-12-16
0001805160-20-000003	1	Todd Smith	CEO	2020-10-23
0001823421-20-000003	1	Jason Burstein	Chief Executive Officer	2020-12-16
0001824627-20-000003	2	Kash Vyas	Co-Founder & CTO	2020-12-16
0001824627-20-000003	1	Dave Sharma	Co-Founder & CEO	2020-12-16
0001665160-20-001543	1	Jordan Haddad	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-16
0001665160-20-001541	1	Jordan Haddad	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-16
0001669191-20-000827	5	Jack McDaniel	Board Member	2020-12-16
0001669191-20-000827	6	Jackey  Lee	Board Member	2020-12-16
0001669191-20-000827	3	Jack McDaniel	Principal Accounting Officer	2020-12-16
0001669191-20-000827	4	Kevin Donahue	Board Member	2020-12-16
0001669191-20-000827	2	Jack McDaniel	Principal Financial Officer	2020-12-16
0001669191-20-000827	1	Jack McDaniel	Principal Executive Officer	2020-12-16
0001669191-20-000825	1	Mike Ghodoosian	Principal Executive Officer	2020-12-16
0001669191-20-000825	2	Mike Ghodoosian	Board Member	2020-12-16
0001803288-20-000003	1	/s/ Michael Berk	CEO, Manager	2020-12-15
0001803288-20-000003	2	/s/Anthony Berk	COO, Manager	2020-12-15
0001670254-20-001156	2	Paul Koenig	Chief Executive Officer	2020-12-14
0001670254-20-001156	1	Russ Vering	Chief Operations Officer	2020-12-14
0001670254-20-001150	1	Sharon Leigh Troth	Vice President	2020-12-14
0001670254-20-001150	2	Ernest Troth	President	2020-12-14
0001670254-20-001152	1	Diego Ernesto Belbussi	Co-Founder & Chief Growth Officer	2020-12-15
0001670254-20-001152	2	Martin Moresco	Co-Founder & Chief Executive Officer	2020-12-15
0001665160-20-001540	1	Stephen Heckeroth	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-12-15
0001670254-20-001154	1	Herve Jouan	MGR	2020-12-15
0001670254-20-001154	2	Albert CALAMARI	General Manager CEO	2020-12-15
0001665160-20-001537	1	John R. (Grizz) Deal	CEO, Principal Executive Officer and Director	2020-12-15
0001669191-20-000823	2	Jack McDaniel	Principal Financial Officer	2020-12-15
0001669191-20-000823	6	Jackey  Lee	Board Member	2020-12-15
