ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001669191-20-000888	1	Monetran, LLC	Don Bielak	Principal Executive Officer
0001706020-20-000007	1	Quad Marine Inc.	Steve Salani	CEO
0001669191-20-000886	1	Laegacy Inc.	Dwi Sutandar	Principal Executive Officer
0001746059-20-000456	1	Dumbdumb Food Truck LLC	Jennifer Walker	CEO
0001706020-20-000006	1	Quad Marine Inc.	Steve Salani	CEO
0001831621-20-000001	1	MIME, INC.	Christopher Merkle	CEO
0001669191-20-000884	1	Ontacad, Inc.	Medhat Ahmed	Principal Executive Officer
0001665160-20-001611	1	NuEyes Technologies, Inc.	Mark Greget	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001581437-20-000006	1	DIGITAL DREAM LABS, INC	H. Jacob Hanchar	CEO
0001670254-20-001201	1	Lyfmap, Inc.	Larry Bieza	Founder
0001665160-20-001608	1	Hundy, Inc.	Peter Budlong	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-001605	1	Parvus Capital Corporation	Jared Elliott	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-20-001197	1	Get Clean Online, LLC	Gene Gilchrist	Chief Executive Officer
0001670254-20-001199	1	Roombus, Inc	Dami Jegede	CEO
0001826440-20-000004	1	UV One Hygienics Inc.	Dora Suppes by Sean Fuellhart POA	CEO
0001746059-20-000454	1	Gentile Brewing Company, LLC	Paul Gentile	Owner and CoFounder
0001817438-20-000006	1	digieBot Technologies, Inc.	Doug Kyle by Sean Fuellhart POA	CEO
0001817438-20-000005	1	Hemp Real Estate Investments, Inc.	Tariq Khan by Sean Fuellhart POA	CEO
0001817438-20-000004	1	Cyber Consumer Club Corp	Al Mughairy by Sean Fuellhart POA	CEO
0001665160-20-001601	1	Flower Turbines, Inc.	Mark Daniel Farb	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001799231-20-000003	1	HAZN, Inc	Elias Tobias	CEO
0001665160-20-001600	1	Boku International Inc	Lynn Rolle	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-001599	1	Rumble Motors, Inc.	Reza Khademi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-001598	1	Hitch Hotel Inc.	Geoff Patterson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principle Accounting Officer
0001775794-20-000004	1	RAIDAQ LLC	Adam Steven Fogerson	COO
0001746059-20-000453	1	Perlage Sparkling Wine Club, Inc.	Matthew Demma	Owner and Founder
0001743601-20-000003	1	Building Economic Advancement Network Corp	Darren V. Walker	CEO
0001837254-20-000002	1	HT Naturals Inc.	Zayn Kalyan	President
0001665160-20-001597	1	Saucy Brew Works LLC	Brent Zimmerman	CEO, Principal Executive Officer and Director/Manager
0001665160-20-001596	1	Ryca Motors, Inc.	Casey Stevenson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-001595	1	Wireless electrical Grid LAN, WiGL, Inc.	Dr. Ahmad Glover	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001817438-20-000003	1	Raindrop Texting Solutions, Inc	Mike Brown by Sean Fuellhart POA	Partner
0001665160-20-001592	1	Psychics1on1, Inc.	Thomas Avallone	President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001702607-20-000004	1	Streaming Television Inc	Simon Bray Jr by Sean Fuellhart POA	CEO
0001805526-20-000006	1	Janover Ventures LLC	Blake Janover	President of Blake Elliot Inc., Manager
0001669191-20-000880	1	Jinglz, Inc.	David Markowski	Principal Executive Officer
0001665160-20-001586	1	Zeehaus Inc.	Justin Lee	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001683168-20-004450	1	24/7 Labs Corporation	/s/ Marley Roldan	President
0001683168-20-004449	1	PulseWave Energy, Inc.	/s/ Doug DiSanti	President
0001669191-20-000876	1	Dj Holdings, LLC	Jason Hebert	Principal Executive Officer
0001669191-20-000874	1	Backers Inc.	Brian Tinney	Principal Executive Officer
0001669191-20-000872	1	Monetran, LLC	Don Bielak	Principal Executive Officer
0001669191-20-000870	1	PromoShare, Inc.	Ernesto Pedroza	Principal Executive Officer
0001669191-20-000868	1	Mini City, Inc	India  Hayes	Principal Executive Officer
0001669191-20-000866	1	GenesisAI Corporation	Archil Cheishvili	Principal Executive Officer
0001746059-20-000452	1	Old Majestic Brewing Company, LLC	Chad Marchand	Co-Founder
0001669191-20-000864	1	Energy Exploration Technologies, Inc.	Teague Egan	Principal Executive Officer
0001669191-20-000861	1	Zelgor Inc	John Fanning Jr	Principal Executive Officer
0001827897-20-000003	1	Savers Village, LLC	Darryl Scipio, Esq.	Manager of the Manager, DS Real Estate Investors, LLC
0001832495-20-000001	1	MStreetX, Inc	David Rixter by Sean Fuellhart POA	CEO
0001670254-20-001191	1	UNYQ Design Inc.	Eythor Bender	CEO and Co-Founder
0001670254-20-001194	1	Vugo, Inc	Robert Flessner	CEO and Co-Founder
0001789113-20-000002	1	VJCo, Inc.	/s/ Nathan Atkinson	CEO, Director
0001670254-20-001189	1	Oxford Hounds Inc.	James Tulin	CEO
0001533849-20-000008	1	Oscilla Power, Inc.	/s/ BALAKRISHNAN NAIR	PRESIDENT & CTO
0001665160-20-001582	1	Franny's Manufacturing Inc	Jeff Tacy	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001823771-20-000003	1	Grove Biomedical LLC	/s/Joseph Rosenberg	President
0001665160-20-001581	1	BIOCURITY PHARMACEUTICALS INC.	MerchantCass Advisors, LLC Nancy Cass	Principal Executive Officer
0001665160-20-001580	1	Life Imaging Fla, Inc.	J. Thomas Graham	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-001579	1	Locking Line Barriers Corp	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary, and Principal Accounting Officer
0001746059-20-000451	1	Jolie Rogers, LLC	Andrew Rogers	Owner and CoFounder
0001833112-20-000001	1	MicroSalt Inc.	/s/ Konrad Dabrowski	Treasurer, Secretary, and CFO
0001665160-20-001577	1	AgWiki, Inc.	Randy P. Krotz	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-001575	1	Zenus, Inc.	Panagiotis Moutafis, Ph.D.	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001773714-20-000003	1	Core State Holdings Corp	Oleg Cheine	CEO
0001669191-20-000858	1	MYXR Inc	Hans Koch	Principal Executive Officer
0001665160-20-001574	1	Mamie's Pies, Inc.	Kara Romanik	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000853	1	Vymedic Inc.	Cynthia Winning	Principal Executive Officer
0001831643-20-000001	1	LIL BUCKS LLC	/s/ Emily Griffith	CEO, Manager
0001689683-20-000005	1	OUR LIFE FOODS, INC.	Christopher Fontenot	CEO
0001831893-20-000004	1	Didactic, Inc.	/s/Gagan Biyani	CEO, Director
0001788691-20-000009	1	BioLargo Water Investment Group, Inc.	Dennis Calvert	President and CEO
0001665160-20-001573	1	Sun Brothers, LLC	Emerson Carnavale	CEO, Principal Executive Officer and Director
0001670254-20-001186	1	Bee Mortgage App, Inc.	Curtis Wood	Co-founder & CEO
0001670254-20-001187	1	InnerG LLC	Nielah Burnett	Chief Juiceista and Lead Yogini
0001665160-20-001572	1	Yerbae Brands Co., Inc.	Todd Gibson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001835222-20-000001	1	Guidance Enterprises LLC	Jason Ridgel	Owner
0001669191-20-000851	1	FinTron, LLC	Wilder  Rumpf	Principal Executive Officer
0001669191-20-000849	1	MAGFAST LLC	Seymour Segnit	Principal Executive Officer
0001669191-20-000847	1	MILLENNIAL FERTILITY CO. LLC	Philip Bock	Principal Executive Officer
0001665160-20-001571	1	Statum Systems Inc.	Frederick Lizza	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001830255-20-000002	1	2Sisters2Sons Co	Michael Brown	Co-Owner
0001669191-20-000845	1	MUSTWATCH LLC	Chelinde Edouard	Principal Executive Officer
0001746059-20-000450	1	FROG JUICE INC	Carrie Greshaw	Owner and CEO
0001833081-20-000003	1	Pierogi Pantry LLC	Nikki Odongray	Owner
0001833081-20-000002	1	Compostable Inc.	Monique Figueiredo	Co-Owner
0001670254-20-001184	1	Ciari Guitars, Inc.	Jonathan Spangler	CEO and Founder
0001799979-20-000005	1	Urban Wag, LLC	Minchul An	Chief Executive Officer
0001562529-20-000005	1	SnapDNA Corp	/s/ David Medin	CEO, Director
0001830909-20-000007	1	6d bytes inc.	Vipin Jain	Co-Founder & CEO
0001665160-20-001570	1	CyberDive, Inc.	Jeffrey Gottfurcht	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-20-000449	1	Jamie Sheree Edwards	Jamie Edwards	Owner and Founder
0001665160-20-001569	1	Learnt, Inc.	Andrew Nimmich	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001805160-20-000004	1	Van Zant House Inc.	Todd Smith	CEO
0001746059-20-000448	1	Bugs Beachin Shaved Ice LLC	Dakotah-Rae Mick	Owner and Founder
0001811855-20-000009	1	goDeskless Inc.	/s/ ASHISH JOSHI	CEO
0001746059-20-000447	1	FJD Partners, LLC	Joshua Rinier	CMO
0001746059-20-000446	1	Rick & Still, LLC	Jarrod Williams	Owner and CoFounder
0001835912-20-000004	1	SHADOW VENTURES ACCELERATOR SUSTAINABILITY 02 LLC	Pramod Reddy	CEO/Chairman
0001834233-20-000002	1	Salone Monet, LLC	/s/ Salone Monet Johnson	CEO, Manager
0001827297-20-000001	1	Trusst Health Inc.	/s/ William J. Hudenko	CEO, Director
0001670254-20-001176	1	Avinu Media Inc.	Ilan Goldberg	Co-founder and COO
0001670254-20-001178	1	Fastpencil, Inc. DBA Opyrus	Arthur Gutch	Founder & CEO
0001670254-20-001174	1	Gluten-Free Kingdom LLC	Jovani Prince	Founder/CEO
0001822029-20-000002	1	Surya Spa, Inc	Roger Soffer	Chief Executive Officer
0001670254-20-001180	1	MedCoShare Inc.	Ronak Vyas	CEO
0001670254-20-001182	1	GenoBank.io Inc	Daniel Uribe	CEO and Co-Founder
0001749594-20-000005	1	Asarasi, Inc.	Adam North Lazar	Chief Executive Officer
0001665160-20-001568	1	Aqua Vault, Inc.	Robert Peck	CEO, Principal Executive Officer and Director
0001670254-20-001171	1	Soul Slice BC	Carla Dearing	Co-founder and CFO
0001669191-20-000843	1	Phoenix PharmaLabs Inc	William W Crossman	Principal Executive Officer
0001665160-20-001566	1	GoMeat Services Inc.	Waqas Siddiqi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001833536-20-000001	1	Wireless Research & Development, Inc.	Philip Kramer	CEO
0001665160-20-001562	1	Solar Roadways Incorporated	Scott Brusaw	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-20-001169	1	Patientory, Inc.	Chrissa McFarlane	CEO and Founder
0001665160-20-001560	1	Aqua Vault, Inc.	Robert Peck	CEO, Principal Executive Officer and Director
0001791747-20-000004	1	Oomi Inc.	/s/ Obi Onyejekwe	Chief Executive Officer
0001665160-20-001558	1	KapitalWise Inc.	Sajil Koroth	CEO, Principal Executive Officer, and Director, Principal Financial Officer, and Principal Accounting Officer
0001670254-20-001167	1	Heroic Enterprises, Public Benefit Corporation	Brian Johnson	Founder and CE
0001665160-20-001557	1	O2 Treehouse Commercial Inc	Dustin Feider	CEO, Principal Executive Officer and Director
0001670254-20-001166	1	Inspire Studios, Inc.	Francis Ho	CEO and Producer
0001669191-20-000837	1	C-REVEAL THERAPEUTICS LLC	Thomas Haag	Principal Executive Officer
0001670254-20-001165	1	PHARM ROBOTICS, LLC	Marinus Dijkstra	CEO & Co-Founder
0001670254-20-001163	1	Hayseed, LLC	Travis Burgess	Writer / Director
0001665160-20-001549	1	GoMeat Services Inc.	Waqas Siddiqi	Chief Executive Officer
0001821328-20-000004	1	Oakwood Ave., LLC	/s/ Michael Benatar	CEO, Director
0001835070-20-000002	1	Boca Code School LLC	Todd Albert	CEO
0001665160-20-001547	1	Quri Vodka Inc.	Jonathan E. Tourgee	CEO, Principal Executive Officer and Director
0001670254-20-001162	1	Fetch! Gourmet Dog Treats, LLC	John Griveas	Vice President
0001828741-20-000003	1	Bao Brewhouse LLC	Michael Swift	President
0001836927-20-000001	1	Tonic Coffee LLC	Stephanie Nicolaas	Owner
0001833698-20-000005	1	Techtracker Inc/DE	/s/ Jesper Qvist	CEO, Director
0001746059-20-000445	1	WhoaStir Coffee, LLC	Jonathan Bonilla-Bowman	Owner and Founder
0001833698-20-000003	1	Grove Biomedical LLC	/s/ Joseph Rosenberg	President
0001666102-20-000031	1	SKYWIDE REAL ESTATE INTERNATIONAL LLC	Tianyuan Gu	Chairman
0001816089-20-000003	1	Wayzn, Inc.	Michael Demele	CEO & Director
0001833954-20-000001	1	Big Bear Cafe LLC	Stuart Davenport	CEO
0001670254-20-001160	1	Calculated Development LLC	Jason Brents	CEO
0001670254-20-001158	1	Pencilish Animation Studios Inc.	Tom Bancroft	CEO
0001669191-20-000830	1	SampleServe, Inc.	Russell Schindler	Principal Executive Officer
0001805160-20-000003	1	Van Zant House Inc.	Todd Smith	CEO
0001823421-20-000003	1	Remedy Processors LLC	Jason Burstein	CEO
0001824627-20-000003	1	Perfitly, LLC	Dave Sharma	Co-Founder & CEO
0001665160-20-001543	1	Acre Mezcal Holding Corp.	Jordan Haddad	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-001541	1	Acre Mezcal Holding Corp.	Jordan Haddad	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000827	1	ACK Right Endeavors LLC	Jack McDaniel	Principal Executive Officer
0001669191-20-000825	1	Hubsai, Inc.	Mike Ghodoosian	Principal Executive Officer
0001803288-20-000003	1	Cannabox, LLC	/s/ Michael Berk	CEO, Manager
0001670254-20-001156	1	Viroment Equity, LLC	Paul Koenig	Chief Executive Officer
0001670254-20-001154	1	Gaia Therapeat COS LLC	Albert CALAMARI	General Manager CEO
0001670254-20-001152	1	BLISS BEVERAGES LLC	Martin Moresco	Co-Founder & Chief Executive Officer
0001670254-20-001150	1	James Bay Distillers, Ltd.	Ernest Troth	President
0001665160-20-001540	1	Solectrac, Inc.	Stephen Heckeroth	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-001537	1	IX Power Clean Water, Inc.	John R. (Grizz) Deal	CEO, Principal Executive Officer and Director
0001669191-20-000823	1	ACK Right Endeavors LLC	Jack McDaniel	Principal Executive Officer
0001669191-20-000821	1	Demand Derivatives Corp.	Robert Krause	Principal Executive Officer
0001665160-20-001536	1	Bolt Mobility Corporation	Ignacio Tzoumas	CEO, Principal Financial Officer and Principal Accounting Officer
0001821518-20-000005	1	C P Rocketry INC	Nathan Tahbaz	CEO
0001818758-20-000004	1	Ace Care Pharmacy Management and Consulting, Inc.	Wenbo Liu	CEO
0001823182-20-000003	1	Ei.Ventures, Inc.	David Nikzad	Chief Executive Officer
0001746059-20-000444	1	Jolie Rogers, LLC	Andrew Rogers	Owner and CoFounder
0001821386-20-000002	1	Quim Rock, Inc.	/s/ Cyo Ray Nystrom	CEO, Director
0001821723-20-000002	1	1821 Drinks Inc	Melissa Koefod	CEO & Director
0001670254-20-001146	1	Viroment Equity, LLC	Paul Koenig	Chief Executive Officer
0001665160-20-001534	1	Full Circle Brewing Co. Ltd., LLC	Arthur Moye	CEO and Managing Member, Principal Financial Officer, and Principal Accounting Officer
0001666102-20-000030	1	SKYWIDE REAL ESTATE INTERNATIONAL LLC	Tianyuan Gu	CEO
0001746059-20-000442	1	5280 Beer Company, LLC	Hunter Wood	CEO
0001594240-20-000003	1	PO CAMPO, LLC	/s/ Maria Boustead	CEO, Member Manager
0001670254-20-001144	1	Perrone Robotics, Inc.	Paul Perrone	Founder/CEO
0001670254-20-001149	1	Vegan Fine Foods LLC	Steven Smith	Founder and CEO
0001665160-20-001532	1	Vestaboard, Inc.	Dorrian Porter	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000819	1	Transparent Path spc	Eric Weaver	Principal Executive Officer
0001746059-20-000441	1	Tuck N Reds, LLC	Charles Harrell	CEO
0001805273-20-000007	1	Sagelink Inc.	Pranav Sachdev	Chief Executive Officer
0001669191-20-000817	1	Puro Trader, Inc dba Yahyn	Joshua  Leavitt	Principal Executive Officer
0001665160-20-001530	1	ZenSpace Inc	Mayank Agrawal	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001669191-20-000814	1	Dashible, Inc.	Marvin Johnson	Principal Executive Officer
0001669191-20-000811	1	Dashible, Inc.	Marvin Johnson	Principal Executive Officer
0001829247-20-000006	1	BullFrog AI Holdings, Inc.	Vininder Singh	CEO and Chairman
0001670254-20-001143	1	Our Mayberry Inc.	Shawn Tacey	Chief Executive Officer
0001670254-20-001142	1	Denim.la Inc.	John H Davis	CEO
0001816024-20-000004	1	Peer Pantry LLC	Sharon Murray	Co-Owner
0001669191-20-000809	1	GenesisAI Corporation	Archil Cheishvili	Principal Executive Officer
0001816024-20-000003	1	Studio Iplay Inc	Kandis Hall	Owner
0001746059-20-000440	1	Marco Bianca, LLC	Alex Stratta	Co-Owner, Head Chef
0001834389-20-000002	1	Driftwood Oven LLC	Neil Blazin	Owner
0001670254-20-001140	1	Enclave Digital Development Company, Inc.	Rory Semple	Co-Founder
0001813475-20-000002	1	Scooterson Inc.	/s/ Mihnea Iustinian Chis	Chief Executive Officer
0001670254-20-001138	1	afocusedpath.com, INC	Roderick DeBerry	President/Founder
0001670254-20-001136	1	Mealthy Inc.	Casey Musick	Chief Executive Officer
0001665160-20-001528	1	Mobot Nation Inc.	Lani Cooper	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-20-001134	1	PointerTop, Inc.	Jason Junge	CEO
0001669191-20-000803	1	Northstar Technologies Group, Inc.	Paul Inglese	Principal Executive Officer
0001665160-20-001526	1	Eventcombo, Inc.	Saroosh Gull	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-001525	1	Eventcombo, Inc.	Saroosh Gull	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001825788-20-000006	1	Bonsai Village, LLC	Joseph Callantine	President/CEO
0001665160-20-001524	1	Kationx Corp.	William J. Cox	CEO and Chairman and Corporate Secretary, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001796106-20-000005	1	Genius Juice, LLC	/s/ Alex Bayer	CEO, Director
0001833328-20-000001	1	Savers Village, LLC	Darryl Scipio, Esq.	Manager of the Manager, DS Real Estate Investors, LLC
0001665160-20-001519	1	Barrana Corp.	Mario Rana	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-001518	1	La Fayette Franchise, Inc.	Nicolas Billaud	Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001831335-20-000001	1	PADL Holdings LLC	Andres Avello	CEO & Founding Partner
0001665160-20-001517	1	XTI Aircraft Co	Robert LaBelle	CEO, Principal Executive Officer and Director
0001665160-20-001516	1	Airto, Inc	Shi Li	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001796106-20-000004	1	Genius Juice, LLC	/s/ Alex Bayer	CEO, Director
0001669191-20-000801	1	Energy Exploration Technologies, Inc.	Teague Egan	Principal Executive Officer
0001835918-20-000001	1	Back Alley Brewing Co	Patrick McKinley	Co-Owner
0001796106-20-000003	1	Genius Juice, LLC	/s/ Alex Bayer	CEO, Director
0001746059-20-000439	1	DEBELLATION BREWING CO.	David Goodell	CEO
0001665160-20-001514	1	The Luving Company	Ashi Jelinek	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-20-001133	1	Woofy, Inc.	Arjun Rai	Founder + CEO
0001796106-20-000002	1	Genius Juice, LLC	Alex Bayer	CEO/Founder
0001823850-20-000004	1	619 Sombrero, LLC	Robert Stephens	Managing Partner
0001665160-20-001513	1	R3 Printing, Inc.	Paul Sieradzki	Director; Treasurer; Head of Product; Chief Executive Officer; President of R3 Printing, Inc.
0001746059-20-000438	1	TOP SHELF COOKIES LLC	Heather Yunger	Owner and Founder
0001825788-20-000005	1	Bonsai Village, LLC	Joseph Callantine	President/CEO
0001791845-20-000001	1	Leafwire, Inc.	Peter Vogel	CEO
0001670254-20-001132	1	SPARROW INTERACTIVE LLC	Matt Lobel	President
0001669191-20-000798	1	MUSTWATCH LLC	Chelinde Edouard	Principal Executive Officer
0001669191-20-000796	1	Acquire Skills and Knowledge Education Inc.	Ruth Nemire	Principal Executive Officer
0001669191-20-000794	1	T2M LLC	James Anderson	Principal Executive Officer
0001831785-20-000002	1	Organic Amazon Corp.	/s/ Werner Batista	CEO, Director
0001670254-20-001130	1	General Genomics Inc.	Caleb Stuart	SVP, General Counsel, and Secretary
0001746059-20-000437	1	Domaselo, LLC	Emil Hristov	CEO
0001746059-20-000436	1	Biker Beer Brewers, LLC	Gary Allen Ludwig	Owner and Founder
0001746059-20-000435	1	GRIT FIT CAFE LLC	Raymond Sherwood	CEO
0001746059-20-000434	1	Jabberwock Reptiles Inc	Stephen Ayer	Owner and President
0001746059-20-000433	1	Tezcat, LLC	Luis Melgarejo	Owner and Founder
0001669191-20-000792	1	Energy Exploration Technologies, Inc.	Teague Egan	Principal Executive Officer
0001665160-20-001512	1	Ryca Motors, Inc.	Casey Stevenson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-20-001508	1	Eventcombo, Inc.	Saroosh Gull	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001746059-20-000431	1	Moxi On The Rocks LLC	Tomas Nenortas	Owner and CoFounder
0001670254-20-001129	1	Audiobridge Inc.	Matt Miller	Founder / CEO
0001670254-20-001127	1	My Divorce Party LLC	Desiree Staples	Executive Producer - Divorce Party: The Movie
0001821982-20-000005	1	DCG GROUP, LLC	Delphine Carter	CEO
0001746059-20-000430	1	Magic Valley Brewing LLC	Richard White	Owner and CoFounder
0001825788-20-000004	1	Bonsai Village, LLC	Joseph Callantine	President/CEO
0001825788-20-000003	1	Bonsai Village, LLC	Joseph Callantine	President/CEO
0001746059-20-000428	1	Magic Valley Brewing LLC	Richard White	Owner and CoFounder
0001669191-20-000788	1	TrippBio, Inc.	Billy Meadow	Principal Executive Officer
0001683168-20-004218	1	Box Entertainment, Inc.	/s/ Brian Guinn	President
0001665160-20-001507	1	GoBQ Grills, Inc.	Todd Zaroban	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001834402-20-000003	1	AphriHelios Global LLC	Darin Hickman by Sean Fuellhart POA	CEO
0001823131-20-000005	1	Dare Me, Inc.	Edvard Erken Hoili	CEO
0001669191-20-000786	1	3rdDegree, LLC	Shauna Holland	Principal Executive Officer
0001669191-20-000783	1	OmniValley, Inc.	James Buchanan	Principal Executive Officer
0001669191-20-000780	1	Zelgor Inc	John Fanning Jr	Principal Executive Officer
0001669191-20-000778	1	ACK Right Endeavors LLC	Jack McDaniel	Principal Executive Officer
0001670254-20-001126	1	DIEMLIFE INC	Timothy Midgley	CEO
0001666102-20-000029	1	SKYWIDE REAL ESTATE INTERNATIONAL LLC	Tianyuan Gu	Chairman
0001746059-20-000427	1	Debauchery, LLC	Leanne Kubiez	Owner and Founder
0001830549-20-000001	1	Nickelytics, Inc.	/s/Judah Longgrear	CEO, Managing Member
0001670254-20-001124	1	Blue Star Service Solutions, Inc.	Robert Wray	CEO
0001833496-20-000001	1	Klean Scissors Inc.	David Timoney by Sean Fuellhart POA	President
0001746059-20-000426	1	1507 Pizza N Brew, LLC	Frank Segretti	Owner and Founder
0001665160-20-001506	1	Kemper Snowboards, Inc.	Steven Hunt	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-20-001122	1	EveryDay Contacts, Inc.	Lawrence Chavez	CEO
0001669191-20-000776	1	PetroFunders Inc.	Ryan Werking	Principal Executive Officer
0001828903-20-000006	1	SHADOW ACCELERATOR LLC	Pramod Reddy	CEO/Chairman
0001792115-20-000005	1	Sprout CF Fund, Inc.	Joshua Carr	President & CEO
0001670254-20-001121	1	Nsightify, inc.	John Dadey	CEO and Co-Founder at nSightify
0001821453-20-000004	1	Wynwood Manager, LLC	Ricardo Hernandez	Manager of the Manager, RH-RP, LLC
0001670254-20-001120	1	DME Innovations, Inc	Craig Misrach	President & Board Member
